,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualInvestingCashFlow,annualOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualBasicEPS,annualGoodwill,annualCapitalStock,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyCurrentAssets,annualTotalRevenue,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyOtherNonCashItems,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingTaxProvision,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualOtherNonCashItems,quarterlyBasicAverageShares,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
607305600,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276500000.0,,,,,,,,,,276500000.0,,,,,,,,,,,,,,201548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,276500000.0,,,,,0.04,,,,,,,,,,,,,,,,,8000000.0,,,,,,,,,201548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317100000.0,,,,,,,,,,317100000.0,,,,,,,,,,,,,,207106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,317100000.0,,,,,0.14,,,,,,,,,,,,,,,,,28300000.0,,,,,,,,,207106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,9000000.0,,,,,,79300000.0,,79300000.0,,,0.04,,,,,,11300000.0,,18200000.0,118400000.0,,,69000000.0,,,,,2300000.0,,-88500000.0,,103600000.0,,,,113700000.0,,,,,,,,,,,206900000.0,,,,,,,,,,,,21100000.0,148500000.0,,,,,,,774500000.0,,30100000.0,,,,,,,,,,,,,,172500000.0,,,,992000000.0,,1133900000.0,,,,,,,,,,,,,,,,293300000.0,,,132000000.0,,283300000.0,,,,,0.04,,,,1124000000.0,,,,1469600000.0,,6900000.0,,335700000.0,,,,,6900000.0,6900000.0,,96800000.0,,,,,,172500000.0,,,,150700000.0,,253200000.0,,,,,,,,,,335600000.0,,,,,35200000.0,30100000.0,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,6000000.0,132000000.0,425400000.0,,367900000.0,122600000.0,89100000.0,,89100000.0,76000000.0,89100000.0,606100000.0,0.0,,,,193200000.0,,-52200000.0,21800000.0,,49200000.0,132000000.0,,,54200000.0,-16600000.0,,-25800000.0,225800000.0,6000000.0,,-93800000.0,-100000.0,113300000.0,,139700000.0,113500000.0,122600000.0,,,,-7700000.0,-45600000.0,,200000.0,-65300000.0,453400000.0,,225800000.0,-93800000.0,,,61500000.0,,-3900000.0,9700000.0,,,,,53200000.0,175700000.0,,,,,,28700000.0,980600000.0,,65700000.0,175700000.0,,0.0,1300000.0,,-50700000.0,15000000.0,,,,0.35,,,,-5600000.0,,,1210500000.0,152700000.0,1372800000.0,1256900000.0,,,12500000.0,201714286.0,700000.0,980600000.0,,,150000000.0,0.0,1360500000.0,-21600000.0,134700000.0,68100000.0,315800000.0,,,150000000.0,,380100000.0,70600000.0,,,-36400000.0,,89100000.0,138700000.0,0.35,1360500000.0,44900000.0,,650800000.0,1740700000.0,30400000.0,27400000.0,,367900000.0,70600000.0,54200000.0,-21400000.0,201714286.0,27400000.0,27400000.0,113300000.0,113500000.0,412900000.0,-36300000.0,,1372800000.0,-9600000.0,,1740700000.0,36500000.0,367600000.0,134700000.0,1210500000.0,-98500000.0,70600000.0,,40500000.0,-14500000.0,,,,,,367600000.0,315800000.0,,,,36500000.0,478600000.0,,11500000.0,3400000.0,5000000.0,0.0,-26700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,11300000.0,,,,,,102700000.0,,102700000.0,,89100000.0,0.05,,,,,,8300000.0,,16900000.0,134400000.0,,,86100000.0,-7700000.0,,26600000.0,,3100000.0,,-95900000.0,0.0,125700000.0,,,,118800000.0,,,,,,,4800000.0,,,,230300000.0,,,,-3400000.0,,-900000.0,13700000.0,,,,,18200000.0,149400000.0,,,,,,-15300000.0,912100000.0,,29500000.0,,,,1200000.0,,,,,,,,,,172000000.0,-5700000.0,,,1147600000.0,,1299200000.0,,,,11300000.0,,-8500000.0,,,,,,,,,,318800000.0,,,147800000.0,,284500000.0,,,,,0.05,,,,1295400000.0,-11100000.0,,,1678100000.0,,8600000.0,,378900000.0,,,,,8600000.0,8600000.0,,111400000.0,,,,,,172000000.0,,,,144400000.0,,255000000.0,,,,-6200000.0,,,,,,373200000.0,,,,,36400000.0,29500000.0,,,2000000.0,,0.0,-8300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,11700000.0,,,,,,80700000.0,,80700000.0,,0.0,0.16,,,,,,26400000.0,,57300000.0,140100000.0,,,87600000.0,-9200000.0,,-20800000.0,,3800000.0,,-101000000.0,100000.0,139700000.0,,,,125100000.0,,,,,,,1900000.0,,,,241100000.0,,,,25500000.0,,-16700000.0,-22000000.0,,,,,59500000.0,143600000.0,,,,,,-17400000.0,1105000000.0,,71200000.0,,,,1100000.0,,,,,,,,,,193125000.0,-6300000.0,,,1336200000.0,,1483100000.0,,,,11700000.0,,1100000.0,,,,,,,,,,343500000.0,,,158800000.0,,342400000.0,,,,,0.16,,,,1495000000.0,16300000.0,,,1888000000.0,,30900000.0,,404900000.0,,,,,30900000.0,30900000.0,,122200000.0,,,,,,193125000.0,,,,154900000.0,,271200000.0,,,,-12400000.0,,,,,,383400000.0,,,,,36600000.0,71200000.0,,,1900000.0,,0.0,-19500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,11500000.0,,,,,,106500000.0,,106500000.0,,0.0,0.04,,,,,,11100000.0,,19200000.0,143300000.0,,,95500000.0,-9400000.0,,-7000000.0,,4100000.0,,-106100000.0,0.0,142600000.0,,,,124300000.0,,,,,,,,,,,249400000.0,,,,42500000.0,,-5900000.0,25700000.0,,,,,23400000.0,145800000.0,,,,,,19100000.0,1069100000.0,,34900000.0,,,,1100000.0,,,,,,,,,,202500000.0,-6200000.0,,,1310400000.0,,1480400000.0,,,,11500000.0,,2400000.0,,,,,,,,,,345300000.0,,,171500000.0,,316000000.0,,,,,0.04,,,,1481900000.0,33100000.0,,,1890600000.0,,8100000.0,,410200000.0,,,,,8100000.0,8100000.0,,134200000.0,,,,,,202500000.0,,,,179900000.0,,281100000.0,,,,4100000.0,,,,,,397300000.0,,,,,37300000.0,34900000.0,,,800000.0,,0.0,-13700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,6100000.0,178800000.0,451100000.0,,669300000.0,379700000.0,179400000.0,,179400000.0,188400000.0,179400000.0,654000000.0,0.0,,,,217200000.0,,15800000.0,26800000.0,,59300000.0,178800000.0,,,115100000.0,-10900000.0,,17000000.0,305500000.0,8000000.0,,-126700000.0,-200000.0,110800000.0,,89100000.0,146500000.0,379700000.0,,,,-10800000.0,-37200000.0,,,-110000000.0,485600000.0,,305500000.0,-126700000.0,,,123800000.0,,-8200000.0,73000000.0,,,,,67400000.0,233300000.0,,,,,,90000000.0,1420900000.0,,81700000.0,233300000.0,,-100000.0,1100000.0,,90400000.0,18900000.0,,,,0.4,,,,-6200000.0,,,1769300000.0,168400000.0,1914800000.0,1368200000.0,,,14300000.0,200250000.0,-4700000.0,1420900000.0,,,291000000.0,0.0,2060300000.0,76400000.0,185300000.0,72500000.0,371500000.0,,,291000000.0,,425300000.0,80100000.0,,,-80500000.0,,179400000.0,152600000.0,0.4,2060300000.0,112900000.0,,714200000.0,2584100000.0,151200000.0,32500000.0,,669300000.0,80100000.0,115100000.0,-24400000.0,200250000.0,32500000.0,32500000.0,110800000.0,146500000.0,436800000.0,-31700000.0,,1914800000.0,-9700000.0,,2584100000.0,144500000.0,509700000.0,185300000.0,1769300000.0,-93200000.0,80100000.0,,48800000.0,-66000000.0,,,,,,509700000.0,371500000.0,,,,144500000.0,518500000.0,,1900000.0,1500000.0,4500000.0,0.0,-68500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,14800000.0,,,,,,185900000.0,,185900000.0,,179400000.0,0.04,,,,,,13100000.0,,21000000.0,171000000.0,,,198500000.0,-7100000.0,,98400000.0,,7500000.0,,-125200000.0,-100000.0,119700000.0,,,,350900000.0,,,,,,,3300000.0,,,,296200000.0,,,,-59900000.0,,-8900000.0,6500000.0,,,,,28900000.0,200800000.0,,,,,,-92600000.0,1186400000.0,,43700000.0,,,,1900000.0,,,,,,,,,,197500000.0,-6800000.0,,,1585700000.0,,1728700000.0,,,,14800000.0,,8500000.0,,,,,,,,,,372600000.0,,,298400000.0,,353800000.0,,,,,0.04,,,,1884100000.0,-67000000.0,,,2370300000.0,,7900000.0,,641600000.0,,,,,7900000.0,7900000.0,,134800000.0,,,,,,197500000.0,,,,189700000.0,,310100000.0,,,,-7600000.0,,,,,,474600000.0,,,,,163600000.0,43700000.0,,,200000.0,,0.0,-10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,14600000.0,,,,,,123900000.0,,123900000.0,,0.0,0.17,,,,,,29800000.0,,66000000.0,169500000.0,,,156000000.0,-9300000.0,,-58600000.0,,8000000.0,,-126100000.0,0.0,112000000.0,,,,348800000.0,,,,,,,-2800000.0,,,,295600000.0,,,,10900000.0,,-4200000.0,-62100000.0,,,,,74200000.0,171100000.0,,,,,,-25200000.0,1265400000.0,,88800000.0,,,,1600000.0,,,,,,,,,,212941176.0,-7400000.0,,,1592500000.0,,1747500000.0,,,,14600000.0,,-15300000.0,,,,,,,,,,401400000.0,,,295600000.0,,399500000.0,,,,,0.17,,,,1888100000.0,1600000.0,,,2377800000.0,,36200000.0,,630300000.0,,,,,36200000.0,36200000.0,,132400000.0,,,,,,212941176.0,,,,198600000.0,,310700000.0,,,,-3900000.0,,,,,,476400000.0,,,,,163200000.0,88800000.0,,,600000.0,,0.0,-16900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,16000000.0,,,,,,131300000.0,,131300000.0,,0.0,0.05,,,,,,9900000.0,,19800000.0,175700000.0,,,165600000.0,-13100000.0,,12400000.0,,8800000.0,,-137700000.0,100000.0,111700000.0,,,,364000000.0,,,,,,,,,,,313400000.0,,,,9100000.0,,-3300000.0,7500000.0,,,,,29800000.0,168700000.0,,,,,,-18000000.0,1172600000.0,,45800000.0,,,,1100000.0,,,,,,,,,,198000000.0,-7500000.0,,,1506900000.0,,1685000000.0,,,,16000000.0,,-200000.0,,,,,,,,,,403800000.0,,,312500000.0,,401000000.0,,,,,0.05,,,,1819400000.0,-4000000.0,,,2336400000.0,,9900000.0,,651400000.0,,,,,9900000.0,9900000.0,,145800000.0,,,,,,198000000.0,,,,235300000.0,,355200000.0,,,,-6700000.0,,,,,,503800000.0,,,,,166700000.0,45800000.0,,,-200000.0,,0.0,-21700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,2200000.0,186800000.0,596800000.0,,752700000.0,451300000.0,239700000.0,,239700000.0,93200000.0,239700000.0,861000000.0,0.0,,,,282500000.0,,30800000.0,34900000.0,,75500000.0,186800000.0,,,157100000.0,-17100000.0,,-21400000.0,397800000.0,9200000.0,,-211000000.0,0.0,114600000.0,,179400000.0,156600000.0,451300000.0,,,,400000.0,-46600000.0,,,-55700000.0,642200000.0,,397800000.0,-211000000.0,,,133100000.0,,-700000.0,108400000.0,,,,,85900000.0,240500000.0,,,,,,75800000.0,1456000000.0,,104200000.0,240500000.0,,0.0,2300000.0,,60300000.0,33500000.0,,,,0.44,,,,-7600000.0,,,1853600000.0,218800000.0,2031600000.0,1677500000.0,,,18300000.0,215000000.0,-7000000.0,1456000000.0,,,327100000.0,0.0,2180700000.0,-60000000.0,207600000.0,87700000.0,437700000.0,,,327100000.0,,523200000.0,94600000.0,,,-14300000.0,,239700000.0,182300000.0,0.44,2180700000.0,116000000.0,,816500000.0,2784300000.0,46600000.0,40600000.0,,752700000.0,94600000.0,157100000.0,-29300000.0,215000000.0,40600000.0,40600000.0,114600000.0,156600000.0,578500000.0,-17100000.0,,2031600000.0,-14000000.0,,2784300000.0,170500000.0,586800000.0,207600000.0,1853600000.0,-159500000.0,94600000.0,,63700000.0,3900000.0,,,,,,586800000.0,437700000.0,,,,170500000.0,682700000.0,,400000.0,1600000.0,6900000.0,0.0,-6600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,9200000.0,,,,,,168200000.0,,168200000.0,,239700000.0,0.05,,,,,,10800000.0,,20400000.0,184100000.0,,,159600000.0,-9400000.0,,-10400000.0,,7300000.0,,-148500000.0,0.0,113200000.0,,,,428800000.0,,,,,,,3300000.0,,,,332600000.0,,,,-54300000.0,,-5000000.0,-71500000.0,,,,,28900000.0,222800000.0,,,,,,-79200000.0,1270800000.0,,38100000.0,,,,2700000.0,,,,,,,,,,192000000.0,-7600000.0,,,1653200000.0,,1826200000.0,,,,9200000.0,,-2100000.0,,,,,,,,,,439700000.0,,,318500000.0,,400700000.0,,,,,0.05,,,,1971700000.0,-63700000.0,,,2552300000.0,,9600000.0,,726100000.0,,,,,9600000.0,9600000.0,,151500000.0,,,,,,192000000.0,,,,87800000.0,,362600000.0,,,,1200000.0,,,,,,566100000.0,,,,,167000000.0,38100000.0,,,0.0,,0.0,-3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,10100000.0,,,,,,168700000.0,,168700000.0,,0.0,0.2,,,,,,40000000.0,,83200000.0,189600000.0,,,123900000.0,-11000000.0,,-22900000.0,,8800000.0,,-160300000.0,-100000.0,116700000.0,,,,462900000.0,,,,,,,,,,,349900000.0,,,,60400000.0,,-17300000.0,400000.0,,,,,93000000.0,219000000.0,,,,,,4900000.0,1547500000.0,,103100000.0,,,,4400000.0,,,,,,,,,,216000000.0,-8300000.0,,,1890400000.0,,2119700000.0,,,,10100000.0,,-7200000.0,,,,,,,,,,470400000.0,,,351000000.0,,485300000.0,,,,,0.2,,,,2241400000.0,49400000.0,,,2888900000.0,,43200000.0,,769200000.0,,,,,43200000.0,43200000.0,,148900000.0,,,,,,216000000.0,,,,101100000.0,,382200000.0,,,,-10900000.0,,,,,,630800000.0,,,,,202100000.0,103100000.0,,,0.0,,0.0,-30700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,5200000.0,,,,,,213100000.0,,213100000.0,,0.0,0.06,,,,,,10900000.0,,23300000.0,188800000.0,,,117700000.0,-9800000.0,,-24100000.0,,8400000.0,,-166300000.0,100000.0,130400000.0,,,,433700000.0,,,,,,,,,,,355100000.0,,,,69300000.0,,-10400000.0,44500000.0,,,,,32500000.0,233400000.0,,,,,,28200000.0,1365100000.0,,37700000.0,,,,-200000.0,,,,,,,,,,206666667.0,-8300000.0,,,1716200000.0,,1975400000.0,,,,5200000.0,,15200000.0,,,,,,,,,,474700000.0,,,379300000.0,1100000.0,435800000.0,,,,,0.06,,,,2095500000.0,59500000.0,,,2728300000.0,,12400000.0,,752900000.0,,,,,12400000.0,12400000.0,,172200000.0,,,,,,206666667.0,,,,103100000.0,,398100000.0,,,,-100000.0,,,,,,614900000.0,,,,,207100000.0,37700000.0,,,0.0,,0.0,-7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,54400000.0,180400000.0,637600000.0,,708500000.0,398500000.0,255800000.0,,255800000.0,188500000.0,255800000.0,850900000.0,0.0,,,,228400000.0,,-99000000.0,29700000.0,,76300000.0,180400000.0,,,94400000.0,-6700000.0,,-41600000.0,342100000.0,8700000.0,,-161700000.0,100000.0,129600000.0,,239700000.0,205400000.0,398500000.0,,,,8200000.0,-36900000.0,,,-56200000.0,662100000.0,,342100000.0,-161700000.0,-1600000.0,,113100000.0,,-19200000.0,42700000.0,,,,,34400000.0,264700000.0,,,,,,48400000.0,1331100000.0,,49500000.0,264700000.0,,100000.0,3500000.0,,16100000.0,33200000.0,,,,0.39,,,,-8300000.0,,,1690200000.0,188800000.0,1914800000.0,1804400000.0,,,15100000.0,223846154.0,-14100000.0,1331100000.0,,,405600000.0,0.0,2095800000.0,2300000.0,163900000.0,91300000.0,481400000.0,,,405600000.0,1600000.0,482600000.0,111900000.0,,,-20300000.0,,255800000.0,203200000.0,0.39,2095800000.0,106400000.0,,953500000.0,2623300000.0,151600000.0,22000000.0,,708500000.0,87300000.0,94400000.0,-32500000.0,223846154.0,46600000.0,22000000.0,129600000.0,205400000.0,622500000.0,-51900000.0,,1914800000.0,-8200000.0,,2623300000.0,200200000.0,511200000.0,163900000.0,1690200000.0,-189400000.0,87300000.0,,39600000.0,-10500000.0,,,,,,511200000.0,481400000.0,,,,200200000.0,672000000.0,,,29700000.0,10400000.0,0.0,-14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,14200000.0,,,,,,187600000.0,,187600000.0,,255800000.0,0.04,,,,,,10000000.0,,21000000.0,159400000.0,,,62600000.0,-48000000.0,,4600000.0,,7700000.0,,-166000000.0,0.0,189200000.0,,,,397000000.0,,,,,,,3100000.0,,,,325400000.0,,,,-23800000.0,,-4000000.0,-68200000.0,,,,,29100000.0,242600000.0,,,,,,-50100000.0,1282700000.0,,43300000.0,,,,8600000.0,,,,,,,,,,262500000.0,-8400000.0,,,1587900000.0,,1809700000.0,,,,14200000.0,,-2600000.0,,,,,,,,,,483500000.0,,,435200000.0,,389800000.0,,,,,0.04,,,,2023100000.0,-71800000.0,,,2555300000.0,,10500000.0,,745600000.0,,,,,11000000.0,10500000.0,,191200000.0,,,,,,262500000.0,,,,225900000.0,,346500000.0,,,,-4200000.0,,,,,,516800000.0,,,,,244000000.0,43300000.0,,,300000.0,,0.0,-48300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,19300000.0,,,,,,247500000.0,,247500000.0,,0.0,0.22,,,,,,44900000.0,,93900000.0,212500000.0,,,125300000.0,-10100000.0,,46100000.0,,9100000.0,,-170800000.0,100000.0,149000000.0,,,,399000000.0,,,,,,,,,,,383300000.0,,,,45800000.0,,-8300000.0,59900000.0,,,,,105800000.0,245300000.0,,,,,,-22100000.0,1434900000.0,,125100000.0,,,,2200000.0,,,,,,,,,,222727273.0,-9300000.0,,,1805500000.0,,2040900000.0,,,,19300000.0,,-7200000.0,,,,,,,,,,523200000.0,,,435000000.0,,483800000.0,,,,,0.22,,,,2240500000.0,35700000.0,,,2801400000.0,,49000000.0,,760500000.0,,,,,49000000.0,49000000.0,,191800000.0,,,,,,222727273.0,,,,217500000.0,,358700000.0,,,,-4400000.0,,,,,,543200000.0,,,,,243200000.0,125100000.0,,,0.0,,0.0,-20400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,16700000.0,,,,,,252500000.0,,252500000.0,,0.0,0.07,,,,,,13000000.0,,27700000.0,158100000.0,,,125500000.0,-7600000.0,,-23200000.0,,4600000.0,,-177600000.0,0.0,194000000.0,,,,394300000.0,,,,,,,,,,,335700000.0,,,,35200000.0,,-11700000.0,5000000.0,,,,,34300000.0,245800000.0,,,,,,-8800000.0,1225800000.0,,51000000.0,,,,5400000.0,,,,,,,,,,210000000.0,-9100000.0,,,1597100000.0,,1865400000.0,,,,16500000.0,,6200000.0,,,,,,,,,,528800000.0,,,441400000.0,-8900000.0,411000000.0,,,,,0.07,,,,2038500000.0,27600000.0,,,2611800000.0,,14700000.0,,746400000.0,,,,,14700000.0,14700000.0,,307500000.0,,,,,,210000000.0,,,,246400000.0,,360000000.0,,,,2800000.0,,,,,,552300000.0,,,,,133900000.0,51000000.0,,,100000.0,,0.0,-13100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,900000.0,216700000.0,638500000.0,,866600000.0,491200000.0,292300000.0,,292300000.0,202600000.0,292300000.0,946700000.0,0.0,,,,328200000.0,,8700000.0,31900000.0,,82500000.0,216700000.0,,,147000000.0,-13100000.0,,-18800000.0,387700000.0,5000000.0,,-171000000.0,-100000.0,158700000.0,,255800000.0,338500000.0,491200000.0,,,,-500000.0,-78800000.0,,,-160500000.0,688500000.0,,387700000.0,-171000000.0,,,145400000.0,,-13200000.0,39800000.0,,,,,89000000.0,260600000.0,,,,,,74300000.0,1428400000.0,,109000000.0,260600000.0,,0.0,3200000.0,,36500000.0,26400000.0,,,,0.56,,,,-9100000.0,,,1836000000.0,258200000.0,2003200000.0,1793900000.0,,,20000000.0,222857143.0,-4100000.0,1428400000.0,,,456600000.0,0.0,2292600000.0,-6700000.0,185200000.0,99900000.0,570300000.0,,,456600000.0,,509300000.0,125300000.0,,,-86000000.0,,292300000.0,225200000.0,0.56,2292600000.0,132300000.0,,847200000.0,2869800000.0,123800000.0,50600000.0,,866600000.0,124800000.0,147000000.0,-35900000.0,222857143.0,50600000.0,50600000.0,158700000.0,338500000.0,618500000.0,-37200000.0,,2003200000.0,-7700000.0,,2869800000.0,118100000.0,564000000.0,185200000.0,1836000000.0,-218200000.0,124800000.0,,70000000.0,-80200000.0,,,,,,564000000.0,570300000.0,,,,118100000.0,727500000.0,,2800000.0,700000.0,19400000.0,0.0,-78700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,,17400000.0,,,,,,251700000.0,,251700000.0,,292300000.0,-0.04,,,,,,10400000.0,,23400000.0,166800000.0,,,188500000.0,-6900000.0,,-14200000.0,,7200000.0,,-176300000.0,-100000.0,230800000.0,,,,504600000.0,,,,,,,,,,,343100000.0,,,,-19200000.0,,-11100000.0,-40600000.0,,,,,31300000.0,232700000.0,,,,,,-51600000.0,1335900000.0,,48700000.0,,,,4800000.0,,,,,,,,,,220000000.0,-9100000.0,,,1757100000.0,,1903000000.0,,,,17400000.0,,-5900000.0,,,,,,,,,,552400000.0,,,487700000.0,-2800000.0,421000000.0,,,,,-0.04,,,,2244800000.0,-26100000.0,,,2805200000.0,,-8800000.0,,902200000.0,,,,,13000000.0,-8800000.0,,265800000.0,,,,,,220000000.0,,,,221900000.0,,372300000.0,,,,-1200000.0,,,,,,548900000.0,,,,,221900000.0,48700000.0,,,200000.0,,0.0,-10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
