,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyOtherCurrentLiabilities,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfBusiness,annualTotalAssets,annualGoodwill,quarterlyNetPPE,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,annualRetainedEarnings,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCurrentAccruedExpenses,annualAccountsReceivable,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualNetPPE,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,annualBasicEPS,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualOperatingExpense,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyBasicAverageShares,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyDilutedEPS,annualInterestExpense,quarterlyChangeInAccountPayable,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,annualDilutedAverageShares,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncome,trailingTaxProvision,trailingCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingDepreciationAndAmortization,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,trailingSellingGeneralAndAdministration,annualInventory,trailingChangeInInventory,annualSellingGeneralAndAdministration,trailingDilutedEPS,trailingNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,-140748000.0,-140748000.0,,155622000.0,,-66204000.0,-9945000.0,,,,,,,,,,,,,-74395000.0,,-7558000.0,,,,,,79871000.0,,,,,,,,,376165000.0,,189595000.0,,,,,,,,,200889000.0,,,,,,,,,,,,,,8634921000.0,,,,,,,0.0,,,737069000.0,,,,89418000.0,275829000.0,,,,,-3965000.0,913000.0,,,-140748000.0,,,,,,437994000.0,,,,,,,,,,,,,,61829000.0,627589000.0,,737069000.0,,,,-76941000.0,149062000.0,,-65806000.0,,,,0.0,261586000.0,,,,,,0.0,,,,,,8714792000.0,-0.190956,,4931000.0,,,,,,,,,,18549000.0,-0.190956,,,-9945000.0,,,-215143000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,-281765000.0,-282129000.0,,17396000.0,,-63366000.0,766920000.0,,,,,,,,,,,,,91293000.0,,-48113000.0,,,,,,-8267252000.0,,,,,,,,,428574000.0,,249823000.0,,,,,,,,,214111000.0,,,,,,,,,,,,,,8714792000.0,,,,,,,0.0,,,737069000.0,,,,-45970000.0,293795000.0,,,,,1186611000.0,-32243000.0,,,-281765000.0,,,,,,573678000.0,,,,,,,,,,,,,,145104000.0,823501000.0,,737069000.0,,,,91010000.0,-4850000.0,,-9051568000.0,,,,0.0,317070000.0,,,,,,0.0,,,,,,597554000.0,-0.382278,,-13530000.0,,,,,,,,,,1986000.0,-0.382278,,,-3991831000.0,,,-190836000.0,,-8988774000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,-172809000.0,-172553000.0,,357910000.0,,-248156000.0,1248436000.0,,0.0,,,,,,,,,,,-118230000.0,,-35540000.0,,,,,,1369763000.0,,,,,,,,,1331236000.0,,738390000.0,,,,,,,,,670929000.0,,,,,,,,,,,,,,597554000.0,,,,,,,-2866000.0,,,737069000.0,,,,109754000.0,446242000.0,,,,,-135784000.0,-8321000.0,,,-172809000.0,,,,,,1521831000.0,,,,,,,,,,,,,,190595000.0,2260221000.0,,737069000.0,,,,-119537000.0,-21681000.0,,-236583000.0,,,,0.0,826388000.0,,,,,,1670000.0,,,,0.0,,1968918000.0,-0.234454,,46071000.0,,,,,,,,,,5296000.0,-0.234454,,,-480168000.0,,,-290783000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,7966815000.0,737069000.0,48545000.0,-236708000.0,-236049000.0,-9599319000.0,653527000.0,,-247921000.0,-1873990000.0,31097000.0,,1700306000.0,13158000.0,,,22414956000.0,2029555000.0,,36474249000.0,7992700000.0,6597635000.0,-158334000.0,131421000.0,-257265000.0,349626000.0,7992700000.0,22414956000.0,-975978000.0,3704933000.0,-1465825000.0,0.0,-4608000.0,-1.13,94816000.0,7966815000.0,,1170319000.0,349626000.0,1281182000.0,747121000.0,722186000.0,,14368000.0,19372725000.0,741515000.0,,19372725000.0,,1228307000.0,614377000.0,-348476000.0,1979000.0,0.0,,-9295482000.0,6597635000.0,697310000.0,-11814000.0,30739474000.0,1184455000.0,1228307000.0,486792000.0,2065702000.0,1968918000.0,700061000.0,503093000.0,,,,,-1742000.0,,0.0,,486792000.0,7636932000.0,1586954000.0,405606000.0,440675000.0,,113485000.0,-1.13,-1091145000.0,-9893000.0,-19109000.0,747121000.0,,-236708000.0,36474249000.0,34769330000.0,,-1039297000.0,3417157000.0,1583715000.0,1979000.0,,34444407000.0,7636932000.0,-263989000.0,,,48545000.0,,-625647000.0,1704919000.0,,,302533000.0,2305901000.0,,,-58760000.0,697310000.0,741515000.0,-158521000.0,315583000.0,,-245362000.0,-259666000.0,1042818000.0,,0.0,660669000.0,13158000.0,,-832030000.0,-8283443000.0,,12698000.0,1170319000.0,,6017212000.0,-365559000.0,,503093000.0,,1456541000.0,-49286000.0,-975978000.0,558808000.0,1704919000.0,34444407000.0,,34769330000.0,4117218000.0,2029555000.0,741515000.0,5266000.0,,741515000.0,438114000.0,-4813538000.0,3704933000.0,737069000.0,-394383000.0,,0.0,30739474000.0,,,,-1039297000.0,113485000.0,-831479000.0,1899994000.0,,8786536000.0,-8988774000.0,94816000.0,,-832030000.0,1586954000.0,-365559000.0,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,49073000.0,-76425000.0,-76188000.0,,234645000.0,,-257610000.0,42267000.0,,,,36073000.0,,,,,,,,6391270000.0,-45908000.0,,-14197000.0,307080000.0,8067611000.0,21575959000.0,,,-24260000.0,,,,109224000.0,7606359000.0,,836296000.0,,1222161000.0,1016134000.0,758352000.0,,,19134795000.0,,,,,,608724000.0,,,7250000.0,,,,,,,,915685000.0,313747000.0,,503093000.0,,,,,,,-550000.0,,,737069000.0,,,1223255000.0,-22965000.0,433294000.0,,,,,-1290000.0,34707000.0,,,-76425000.0,36029146000.0,34658883000.0,,,,1547324000.0,1979000.0,,32992652000.0,7796654000.0,,,,,,,,,,325163000.0,2305676000.0,,737069000.0,,660374000.0,601938000.0,-52184000.0,-213204000.0,,-301172000.0,,,,0.0,919922000.0,,,,,,7848000.0,,,,,,478833000.0,-0.1,,147999000.0,-1258424000.0,,1370263000.0,,,,,3035970000.0,,1812000.0,-0.1,601938000.0,,-337579000.0,3229427000.0,,-122096000.0,,-43608000.0,29763225000.0,,,,-1405384000.0,161076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,69357000.0,-475155000.0,-474790000.0,,466295000.0,,-202796000.0,-114959000.0,,,,81506000.0,,,,,,,,6228668000.0,-249068000.0,,-572836000.0,328840000.0,7993469000.0,20980599000.0,,,146480000.0,,,,103428000.0,7342729000.0,,907641000.0,,1300477000.0,1673837000.0,758694000.0,,,18872046000.0,,,,,,706787000.0,,,7371000.0,,,,,,,,274941000.0,274941000.0,,478833000.0,,,,,,,-3000000.0,,,659145000.0,,,1839094000.0,263499000.0,420372000.0,,,,,-4927000.0,-42713000.0,,,-475155000.0,36016322000.0,34847245000.0,,,,1569647000.0,-2305000.0,,32752766000.0,8022778000.0,,,,,,,,,,269170000.0,2328341000.0,,659145000.0,,684577000.0,81506000.0,-256206000.0,-122670000.0,,-204856000.0,,,,0.0,403301000.0,,,,,,18079000.0,,,,,,625313000.0,-0.72,,-80658000.0,-1219327000.0,,1169077000.0,,,,,3262667000.0,,5402000.0,-0.72,0.0,,-4706593000.0,3650033000.0,,-723858000.0,,0.0,29102733000.0,,,,-1794110000.0,157651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,49394000.0,-182221000.0,-182086000.0,,516053000.0,,-304592000.0,-218011000.0,,-696000.0,,102904000.0,,,,,,,,6161511000.0,-134688000.0,,-126983000.0,344742000.0,7993499000.0,20929171000.0,,,-29977000.0,,,,101577000.0,7194065000.0,,859056000.0,,1383762000.0,1654611000.0,755101000.0,,,18446676000.0,,,,,,823265000.0,,,7371000.0,,,,,,,,550131000.0,550131000.0,,625313000.0,,,,,,,-25289000.0,,,737069000.0,,,1695219000.0,211461000.0,379064000.0,,,,,-2469000.0,-37487000.0,,,-182221000.0,35431152000.0,34305691000.0,,,,1572074000.0,-4130000.0,,32362730000.0,8342817000.0,,,,,,,,,,188312000.0,2327175000.0,,737069000.0,,685026000.0,54578000.0,-150218000.0,-99909000.0,,-328019000.0,,,,0.0,885555000.0,,,,,,15005000.0,,,,0.0,,595336000.0,-0.25,,-16692000.0,-1401548000.0,,1125461000.0,,,,,3067733000.0,,11303000.0,-0.25,0.0,,-1036403000.0,3483160000.0,,-316774000.0,,0.0,28879570000.0,,,,-2181306000.0,144601000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-97410000.0,4769286000.0,696055000.0,53254000.0,2253832000.0,2254682000.0,-1092199000.0,784750000.0,,-228073000.0,-808338000.0,31046000.0,611000.0,2930571000.0,52545000.0,,,21335513000.0,5503214000.0,,34812082000.0,8019861000.0,6063829000.0,-2423303000.0,-1099041000.0,-33907000.0,370765000.0,7996760000.0,21335513000.0,840636000.0,2520362000.0,-321755000.0,7371000.0,-102183000.0,2.15,104220000.0,4775115000.0,,938695000.0,370765000.0,1366730000.0,1721287000.0,763508000.0,,57430000.0,18086535000.0,0.0,349071000.0,18086535000.0,,329848000.0,791699000.0,-759786000.0,-10022000.0,7371000.0,,-6987197000.0,6023826000.0,795128000.0,73888000.0,26786967000.0,2018247000.0,273329000.0,273329000.0,3166115000.0,595336000.0,993409000.0,330100000.0,,,,,-73344000.0,,,,329848000.0,8623405000.0,583818000.0,556677000.0,370402000.0,,147868000.0,2.15,-1367588000.0,886000.0,-44190000.0,1721287000.0,,2253832000.0,34775225000.0,33921665000.0,,-2599579000.0,5277886000.0,1601870000.0,-10022000.0,,29279385000.0,8663408000.0,-2880154000.0,-73371000.0,,56974000.0,,-953056000.0,903599000.0,,,235140000.0,2365378000.0,,,-89683000.0,790220000.0,52545000.0,-2412536000.0,82817000.0,,-298167000.0,-2862352000.0,-7800000.0,,0.0,993480000.0,52545000.0,,1493177000.0,-172993000.0,,16498000.0,957137000.0,,9306950000.0,-79617000.0,,273581000.0,,1603132000.0,18439000.0,854824000.0,1065191000.0,853560000.0,29307329000.0,,33908483000.0,6271295000.0,5494301000.0,52545000.0,12529000.0,,0.0,-300694000.0,-906622000.0,2492983000.0,696055000.0,-168621000.0,,-3095000.0,26786402000.0,,,,-2599579000.0,141474000.0,1494764000.0,3035655000.0,,503093000.0,-46703000.0,111197000.0,,1493177000.0,583818000.0,-919317000.0,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,122786000.0,-128951000.0,-128949000.0,,430952000.0,,-257615000.0,958479000.0,,,,9211000.0,,,,,,,,5819544000.0,-60703000.0,,-132122000.0,330761000.0,8019849000.0,21789199000.0,,,1097804000.0,,,,122395000.0,4729578000.0,,719322000.0,,1225728000.0,1467781000.0,787361000.0,,,17854718000.0,,,,,,642705000.0,,,7371000.0,,,,,,,,1427651000.0,1427651000.0,,330100000.0,,,,,,,-2500000.0,,,737069000.0,,,1165127000.0,173337000.0,377258000.0,,,,,-20084000.0,25207000.0,,,-128951000.0,35279409000.0,33348021000.0,,,,1542353000.0,-8420000.0,,29882423000.0,8803240000.0,,,,,,,,,,316625000.0,2329714000.0,,737069000.0,,725625000.0,,-65833000.0,-165047000.0,,-291627000.0,,,,,830311000.0,,,,,,21623000.0,,,,,,1427904000.0,-0.17,,11297000.0,713848000.0,,1931388000.0,,,,,5395445000.0,,16950000.0,-0.17,,,-1670749000.0,2760457000.0,,-189652000.0,,-32477000.0,27121966000.0,,,,-2983696000.0,144456000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
