date,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingChangeInWorkingCapital,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualOperatingIncome,annualPretaxIncome,annualCashDividendsPaid,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingTaxProvision,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualTaxProvision,trailingSaleOfInvestment,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyChangesInAccountReceivables,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualCurrentDeferredRevenue,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,annualTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,trailingResearchAndDevelopment,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalStock,quarterlyGrossPPE,trailingFreeCashFlow,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,quarterlyCurrentAssets,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,annualAccumulatedDepreciation,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyResearchAndDevelopment,trailingChangeInInventory,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingBasicAverageShares,trailingStockBasedCompensation,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1970-01-01 00:00:00.915062400,,-486486485820.0,,,,,,,,569875000000.0,,,19149353675293.0,13254406562335.0,190364277060.0,-623258000000.0,907353000000.0,810223265635.0,,3400352521781.0,,5444653341542.0,938620000000.0,517038777200.0,24117015000000.0,,,3172737951000.0,582843712480.0,290599294549.0,-81316098596.0,644535839305.0,1593066977841.0,,-977673324160.0,2126581000000.0,,,,256049000000.0,-628197000000.0,,,,654994123662.0,-3682266000000.0,,644535839305.0,,3092596940534.0,,5620329016977.0,,,329.024676,,,,0.0,100235017489.0,807895000000.0,,,,,,,,,,228218000000.0,,9905875427087.0,,2946180959536.0,3903660000000.0,,,,3055229138.0,300470034841.0,,242420681219.0,,13520446514967.0,3348531135248.0,3675440653014.0,2440305519571.0,39460000000.0,2642185660305.0,569875000000.0,,1100470033745.0,6733137476087.0,190364277060.0,,303295000000.0,945005874146.0,329.024676,,575834000.0,,-371680375519.0,10073391000000.0,,,-3970905000000.0,-20646000000.0,,1016216214824.0,,,,795299646384.0,,,-1765955000000.0,,-812863000000.0,,,-287191538972.0,575834000.0,-589657000000.0,30833019934257.0,,16203172715757.0,,,3542469000000.0,,,,651304000000.0,61994000000.0,-71491000000.0,-31149000000.0,-433842537596.0,131727379373.0,,,,,1042068153684.0,3761432000000.0,-4055934189508.0,,-3619858984465.0,,3887896586918.0,,256049000000.0,190364277060.0,9915393640940.0,,,169775000000.0,9134771000000.0,,1402702700781.0,,-67245000000.0,,,262397179429.0,2718050000000.0,14043624000000.0,,,-305159000000.0,,-121600000000.0,,172502937484.0,,,,-17312573419290.0,,,,,,,-330148000000.0,4470740299398.0,,-602820210690.0,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,597.519732,,,,,,,,,,,,,,,,,,,,,,95152198768.0,,,,,,,360428411684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360428411684.0,603207547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.519732,,,,,,,,,,,,,,,,,,,2924239018536.0,2924239018536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603207547.0,,,,,,2924239018536.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,,,,613.425927,,,,,,,,,,,,,,,,,,,,,,97685185404.0,,,,,,,370023148977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370023148977.0,603207547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.425927,,,,,,,,,,,,,,,,,,,3002083340058.0,3002083340058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603207547.0,,,,,,3002083340058.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,,,,644.768855,,,,,,,,,,,,,,,,,,,,,,102676398844.0,,,,,,,388929439697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388929439697.0,603207547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.768855,,,,,,,,,,,,,,,,,,,3155474446938.0,3155474446938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603207547.0,,,,,,3155474446938.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,-391053227199.0,,,,,22526387290964.0,7263986401903.0,,,,26355039608345.0,26355039608345.0,12016874278847.0,1447791617872.0,,,5759116641399.0,2955152884602.0,4833295577874.0,,6578482438904.0,,961155151821.0,,,74077258310.0,2955152884602.0,765232162231.0,428086069740.0,-67723669234.0,670668175926.0,919592297960.0,281003298781.0,-154133635163.0,,,,,,,,4308833517301.0,,1007248017002.0,,919592297960.0,670668175926.0,,2828652318491.0,,13592185715377.0,,,4801.811999,,,,,45979614898.0,,221177802699.0,,,,281003298781.0,,12016874278847.0,,8047791610546.0,,,7263986401903.0,,3828652317381.0,,,,,1558097393514.0,264212910239.0,,303850509289.0,,14174745171129.0,4752887876944.0,3593884480722.0,8047791610546.0,,2917553790646.0,,13592185715377.0,2826047561982.0,4308833517301.0,1447791617872.0,,,934881086165.0,4801.811999,,604708000.0,,150962627239.0,,,670668175926.0,,,,519705548687.0,,303850509289.0,,1577349941624.0,5759116641399.0,1007248017002.0,,961155151821.0,,,1556172138703.0,-194903737043.0,604708000.0,,32969988638375.0,934881086165.0,22526387290964.0,,,,,-8701191178583.0,2283293520436.0,,,,,-35447338579.0,-44733861785.0,,,,,578142694715.0,,-3344733858122.0,-18795243467246.0,-3071687425809.0,,4406002260115.0,,,382106454842.0,11749716861250.0,2826047561982.0,,,,,1556172138703.0,32969988638375.0,,,4752887876944.0,328199320134.0,,,,,,,,3828652317381.0,221177802699.0,,,,-18795243467246.0,14174745171129.0,,4833295577874.0,,-8701191178583.0,,,5171234422346.0,,-43941109804.0,264212910239.0,,,,,,,,
1970-01-01 00:00:00.954460800,,,,,475.663717,,,,,,,,,,,,,,,,,,,,,,291095132673.5,,,,,,,291095132673.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291095132673.5,611976744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.663717,,,,,,,,,,,,,,,,,,,3168749999239.5,3168749999239.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611976744.0,,,,,,3168749999239.5,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,,,,479.375696,254459308400.0,22046488259040.0,7091861750080.0,,,,26313043436160.0,,,,,,,3738573015200.0,,,,,,,1743088068560.0,293366777680.0,,,,,,,293366777680.0,,,,,,,,,3353288734880.0,,,,1556187288480.0,,100278706640.0,,,,,,,,,2939018947360.0,,,,104124860480.0,13823857280.0,,,293366777680.0,623620202.0,11938127071200.0,,7248383488960.0,,,,,,,,,2496934221200.0,,,,,,,,,,,,,13596432531200.0,,,,,,,,,,,,,,1097547378400.0,,,,,,,479.375696,,5148383492320.0,998550723040.0,,223634336320.0,,,1560535114560.0,,,,,2107246373440.0,,,,,,442084726160.0,3193478255760.0,,,,,,,,,,,,,,-19695875107840.0,,,,,,,,2291527309600.0,,,,,,34493979877920.0,,,4846265321120.0,,,,391583054000.0,,,,,4266555177120.0,,98216276320.0,,623620202.0,,14798104770080.0,,5364102555520.0,,1110702339360.0,59698996560.0,,,,,1009698995040.0,,,,,,,,
1970-01-01 00:00:00.970272000,,,,,315.942028,,,,,,,,,,,,,,,,,,,,,,199554068800.0,,,,,,,199554068800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199554068800.0,631616090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.942028,,,,,,,,,,,,,,,,,,,3575250830400.0,3575250830400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631616090.0,,,,,,3575250830400.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,-1465233877500.0,,1955752207500.0,,,24405815362500.0,8781289485000.0,343868520000.0,,,28393173127500.0,28393173127500.0,16020227520000.0,986093550000.0,,,2766118830000.0,5319848280000.0,5605562565000.0,-111251580000.0,7128950677500.0,,174462705000.0,,,200140374000.0,5319848280000.0,1050568897500.0,1537294560000.0,-94816687500.0,701643487500.0,3041719335000.0,200140374000.0,-1931731980000.0,,,,,,,,3461441205000.0,,1304677620000.0,,3041719335000.0,701643487500.0,,3472819207500.0,,11317319820000.0,,,1579.519592,,,,,551201010000.0,,164348925000.0,,,343868520000.0,200140374000.0,,16020227520000.0,,4184576475000.0,,,8781289485000.0,,3987357765000.0,,1955752207500.0,,,,506953222500.0,525916560000.0,1984829325000.0,,17436156720000.0,7238938035000.0,4523388105000.0,4184576475000.0,,2651074582500.0,,11317319820000.0,2548672560000.0,3461441205000.0,986093550000.0,,,1208596710000.0,1579.519592,,624399318.0,,29077117500.0,,,701643487500.0,,,,672566370000.0,,1984829325000.0,,1994943105000.0,2766118830000.0,1304677620000.0,,174462705000.0,,,1561314787500.0,806573955000.0,624399318.0,,38257901295000.0,1208596710000.0,24405815362500.0,,,,,-8911526961700.0,3575198670800.0,,,,,-236409607500.0,-104930467500.0,,,,,2864728185000.0,,-5486725650000.0,-20821744575000.0,-4582806562500.0,,5357774955000.0,,,986093550000.0,13537294530000.0,2548672560000.0,,,,517067002500.0,1561314787500.0,38257901295000.0,,,7238938035000.0,500632110000.0,,,,,,,,3987357765000.0,164348925000.0,,,,-20821744575000.0,17436156720000.0,,5605562565000.0,,-8911526961700.0,,,6408343852500.0,,-1651074585000.0,506953222500.0,140328697500.0,,,,,,,
1970-01-01 00:00:00.985996800,,,,,365.205844,,,,,,,,,,,,,,,,,,,,,,218990704125.0,,,,,,,218990704125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218990704125.0,599636364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.205844,,,,,,,,,,,,,,,,,,,4047343962562.5,4047343962562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599636364.0,,,,,,4047343962562.5,,,,,,,,,,,,,,
