,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCashItems,trailingNetIncome,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,quarterlyBasicEPS,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,trailingChangeInWorkingCapital,annualSaleOfInvestment,quarterlyLongTermDebt,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,trailingGrossProfit,annualChangeInAccountPayable,annualDilutedEPS,annualAccountsPayable,annualOtherIncomeExpense,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,annualCommonStockIssuance,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualTotalRevenue,annualDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyBasicAverageShares,trailingChangeInAccountPayable,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualPurchaseOfBusiness,annualCashDividendsPaid,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
851990400,,6300000.0,-26800000.0,11800000.0,-203700000.0,,11800000.0,,,,,,,,73500000.0,,,1660100000.0,,,0.0625,,,,,,,,,,,,611900000.0,,,,,,,100000.0,,763100000.0,,,,,,,,,,38700000.0,,,,,38700000.0,3100000.0,,,,,,,65600000.0,,,,,,,,,,,,9300000.0,188800000.0,,,,20300000.0,1380400000.0,11800000.0,,,,-206600000.0,1355400000.0,71600000.0,-100000.0,,,,,92000000.0,,,,,,,,,-223000000.0,,2300000.0,,,,,,3600000.0,,688700000.0,,0.0625,,,,-25000000.0,,100000.0,32000000.0,,,,,,,,-1300000.0,,0.0,,,,57900000.0,-112800000.0,86800000.0,,762200000.0,,100000.0,1283800000.0,188800000.0,,,54800000.0,,618200000.0,,,,,51300000.0,,19700000.0,,,-247600000.0,7900000.0,1746900000.0,,,,,28900000.0,-2900000.0,178200000.0,,-40700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,10700000.0,22400000.0,11100000.0,124100000.0,,13100000.0,,,,,,,,79300000.0,,,1691900000.0,,,0.06,,,,,,,,,,,,656200000.0,,,,,,,-1900000.0,,825400000.0,,,,,,,,,,61200000.0,,,,,61200000.0,3500000.0,,,,,,,0.0,,,,,,,,,,,,11100000.0,193043478.0,,,,52200000.0,1532600000.0,11100000.0,,,,118900000.0,1519500000.0,121700000.0,-3100000.0,,,,,112600000.0,,,,,,,,,103100000.0,,2500000.0,,,,,,11300000.0,,786400000.0,,0.0575,,,,-13100000.0,,-138700000.0,36000000.0,,,,,,,,-143500000.0,,0.0,,,,61100000.0,33000000.0,93600000.0,,865700000.0,,-1700000.0,1397800000.0,185000000.0,,,57600000.0,,666900000.0,,,,,69500000.0,,21500000.0,,,-236400000.0,8400000.0,1785500000.0,,,,,32500000.0,-5200000.0,41900000.0,,-43100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,11100000.0,22800000.0,6300000.0,149200000.0,,6300000.0,,,,,,,,90600000.0,,,1963100000.0,,,0.035,,,,,700000.0,,,,,,,532300000.0,,,,,,,-100000.0,,795100000.0,,,,,,,,,,83900000.0,,,,,83900000.0,3900000.0,,,,,,,0.0,,,,,,,,,,,,10600000.0,193846154.0,,,,53500000.0,1508300000.0,6300000.0,,,,144600000.0,1502300000.0,119000000.0,1300000.0,,,,,111100000.0,,,,,,,,,134200000.0,,1200000.0,,,,,,13700000.0,,874300000.0,,0.0325,,,,-6000000.0,,-100000.0,24900000.0,,,,,,,,-4600000.0,,0.0,,,,80100000.0,30300000.0,101100000.0,,964900000.0,,-400000.0,1383300000.0,180000000.0,,,76200000.0,,543400000.0,,,,,65500000.0,,10300000.0,,,-230100000.0,4000000.0,2064200000.0,,,,,21000000.0,-4600000.0,-121900000.0,,-45600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,10800000.0,-23900000.0,16100000.0,-78900000.0,-144900000.0,16100000.0,,,1745000000.0,,,,14300000.0,93600000.0,589800000.0,,2111600000.0,,14300000.0,,,,1130100000.0,,2300000.0,,-213900000.0,1017800000.0,,,,589800000.0,,,,,,,0.0,,1017800000.0,,,0.2375,1036500000.0,-2000000.0,-9300000.0,,,,60000000.0,3800000.0,67500000.0,,60000000.0,60000000.0,3800000.0,600600000.0,,,,0.0,148700000.0,0.0,133900000.0,,119600000.0,,115000000.0,,-130900000.0,60000000.0,,0.24,,10600000.0,,,,,52800000.0,1730700000.0,16100000.0,78000000.0,10800000.0,,-82100000.0,1745000000.0,120300000.0,-1800000.0,,,,-15900000.0,115000000.0,,,52800000.0,269700000.0,255400000.0,-47500000.0,-5000000.0,,-91800000.0,,-11000000.0,,,1624700000.0,,,13600000.0,,1036500000.0,,,,,-3700000.0,14300000.0,-5500000.0,7800000.0,40800000.0,,45400000.0,,93600000.0,,41600000.0,,4500000.0,,0.0,,7815900000.0,191157895.0,70700000.0,-222300000.0,107700000.0,,1130100000.0,120300000.0,,1624700000.0,,,389300000.0,66900000.0,189166667.0,600600000.0,,30600000.0,1730700000.0,-77500000.0,67500000.0,,26400000.0,13600000.0,,-213900000.0,10300000.0,2219300000.0,47400000.0,,,-271800000.0,37000000.0,-3200000.0,50500000.0,,-47500000.0,-25200000.0,,,,7426600000.0,65600000.0,45400000.0,,,,,,,,,,,,,,,,,,
883526400,,10500000.0,-2900000.0,14500000.0,-193300000.0,,14500000.0,,,,,,,,93800000.0,,,2148600000.0,,,0.0775,,,,,500000.0,,,,,,,781000000.0,,,,,,,200000.0,,1034100000.0,,,,,,,,,,57100000.0,,,,,57100000.0,3900000.0,,,,,,,60000000.0,,,,,,,,,,,,12700000.0,193333333.0,,,,49200000.0,1750500000.0,14500000.0,,,,-195900000.0,1780100000.0,115400000.0,0.0,,,,,116200000.0,,,,,,,,,-215600000.0,,1000000.0,,,,,,13300000.0,,865200000.0,,0.075,,,,29600000.0,,0.0,40200000.0,,,,,,,,-1300000.0,,0.0,,,,69700000.0,-16300000.0,106000000.0,,959000000.0,,-100000.0,1664700000.0,187096774.0,,,65800000.0,,791500000.0,,,,,66200000.0,,23800000.0,,,-199400000.0,9300000.0,2254600000.0,,,,,36300000.0,-2600000.0,191700000.0,,-50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,10700000.0,-9000000.0,16200000.0,146800000.0,,16200000.0,,,,,,,,92700000.0,,,2078900000.0,,,0.085,,,,,1500000.0,,,,,,,630500000.0,,,,,,,0.0,,959300000.0,,,,,,,,,,48200000.0,,,,,48200000.0,4100000.0,,,,,,,0.0,,,,,,,,,,,,12000000.0,190588235.0,,,,52900000.0,1583200000.0,16200000.0,,,,144200000.0,1631200000.0,118300000.0,-4200000.0,,,,,118400000.0,,,,,,,,,120100000.0,,1000000.0,,,,,,43000000.0,,849300000.0,,0.085,,,,48000000.0,,0.0,42700000.0,,,,,,,,-2500000.0,,0.0,,,,74800000.0,74800000.0,113400000.0,,942000000.0,,200000.0,1512900000.0,190588235.0,,,70700000.0,,641200000.0,,,,,65400000.0,,26600000.0,,,-183200000.0,10400000.0,2192300000.0,,,,,38600000.0,-2600000.0,-153200000.0,,-53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,10900000.0,3400000.0,16500000.0,87700000.0,,16500000.0,,,,,,,,113000000.0,,,1994800000.0,,,0.0875,,,,,2900000.0,,,,,,,541600000.0,,,,,,,0.0,,876100000.0,,,,,,,,,,51600000.0,,,,,51600000.0,4300000.0,,,,,,,0.0,,,,,,,,,,,,9600000.0,194117647.0,,,,64600000.0,1507200000.0,16500000.0,,,,85000000.0,1576000000.0,128900000.0,4200000.0,,,,,120400000.0,,,,,,,,,63700000.0,,3000000.0,,,,,,70400000.0,,841700000.0,,0.085,,,,68800000.0,,100000.0,40900000.0,,,,,,,,-2600000.0,,0.0,,,,63100000.0,83200000.0,99700000.0,,954700000.0,,0.0,1447100000.0,188571429.0,,,59000000.0,,552500000.0,,,,,64300000.0,,27000000.0,,,-166800000.0,10500000.0,2094500000.0,,,,,36600000.0,-2700000.0,-81800000.0,,-56100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,8000000.0,-3100000.0,3300000.0,84700000.0,-8100000.0,3300000.0,,,1552300000.0,,-100000.0,,75300000.0,142000000.0,453800000.0,,2023600000.0,,16600000.0,,,,1015200000.0,,1800000.0,,-163400000.0,870200000.0,,,,453800000.0,,,,,,,-26900000.0,,870200000.0,,,0.26,873200000.0,-26700000.0,125900000.0,,,,48500000.0,6700000.0,60800000.0,,48500000.0,48500000.0,4300000.0,461800000.0,,,,0.0,-129400000.0,0.0,168200000.0,,151600000.0,,118500000.0,,0.0,48500000.0,,0.265,,7800000.0,,,,,73200000.0,1477000000.0,3300000.0,82800000.0,8000000.0,,82200000.0,1552300000.0,134000000.0,-100000.0,,,,-10400000.0,118500000.0,,,73200000.0,271500000.0,254900000.0,-57700000.0,19200000.0,,60100000.0,,14200000.0,,,1418300000.0,,,41400000.0,,873200000.0,,,,,-100000.0,75300000.0,-11600000.0,-100000.0,44400000.0,,50500000.0,,142000000.0,,42100000.0,,-1700000.0,,0.0,,8668800000.0,194230769.0,63700000.0,5900000.0,103800000.0,,1015200000.0,134000000.0,-200000.0,1418300000.0,,,423100000.0,59400000.0,190566038.0,461800000.0,,32300000.0,1477000000.0,28300000.0,60800000.0,,5400000.0,41400000.0,,-163400000.0,2100000.0,2127400000.0,50500000.0,,,147600000.0,40100000.0,-2500000.0,-86100000.0,,-57700000.0,115500000.0,,,,8245700000.0,60000000.0,50500000.0,,,,,,,,,,,,,,,,,,
915062400,,8700000.0,-4100000.0,17800000.0,-187600000.0,,17800000.0,,,,,,,,151200000.0,,,2067600000.0,,,0.0925,,,,,3200000.0,,,,,,,640300000.0,,,,,,,-100000.0,,1066600000.0,,,,,,,,,,44400000.0,,,,,44400000.0,4200000.0,,,,,,,48500000.0,,,,,,,,,,,,8100000.0,192432432.0,,,,79300000.0,1708700000.0,17800000.0,,,,-193800000.0,1806900000.0,139200000.0,0.0,,,,,118700000.0,,,,,,,,,-214300000.0,,4000000.0,,,,,,34700000.0,,908500000.0,,0.0925,,,,98200000.0,,100000.0,41100000.0,,,,,,,,-6100000.0,,0.0,,,,65200000.0,-196300000.0,102100000.0,,1059700000.0,,100000.0,1667700000.0,192432432.0,,,61000000.0,,649000000.0,,,,,59900000.0,,28700000.0,,,-145600000.0,10900000.0,2169700000.0,,,,,36900000.0,-6200000.0,189700000.0,,-58800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,8600000.0,74800000.0,20400000.0,195500000.0,,20400000.0,,,,,,,,151100000.0,,,2064300000.0,,,0.105,,,,,4300000.0,,,,,,,518600000.0,,,,,,,100000.0,,942200000.0,,,,,,,,,,119100000.0,,,,,119100000.0,4200000.0,,,,,,,0.0,,,,,,,,,,,,9500000.0,199024390.0,,,,77900000.0,1595600000.0,20400000.0,,,,192000000.0,1719500000.0,137700000.0,0.0,,,,,121400000.0,,,,,,,,,164000000.0,,5400000.0,,,,,,40200000.0,,917300000.0,,0.1025,,,,123900000.0,,-100000.0,46500000.0,,,,,,,,-3500000.0,,0.0,,,,69300000.0,124400000.0,111600000.0,,1068400000.0,,-200000.0,1581800000.0,194285714.0,,,65100000.0,,527200000.0,,,,,59800000.0,,32900000.0,,,-125200000.0,12500000.0,2175900000.0,,,,,42300000.0,-3500000.0,-117300000.0,,-61600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,8700000.0,-73100000.0,20000000.0,-126300000.0,,20000000.0,,,,,,,,135900000.0,,,2157300000.0,,,0.1025,,,,,800000.0,,,,,,,575200000.0,,,,,,,100000.0,,1205600000.0,,,,,,,,,,46100000.0,,,,,46100000.0,4400000.0,,,,,,,0.0,,,,,,,,,,,,6400000.0,195121951.0,,,,59300000.0,1769700000.0,20000000.0,,,,-127100000.0,1914900000.0,119000000.0,-600000.0,,,,,123800000.0,,,,,,,,,-157400000.0,,5900000.0,,,,,,58300000.0,,1049900000.0,,0.1025,,,,145200000.0,,-3500000.0,43000000.0,,,,,,,,-3700000.0,,0.0,,,,65400000.0,-263500000.0,104000000.0,,1185800000.0,,,1795900000.0,195121951.0,,,61200000.0,,583900000.0,,,,,59700000.0,,32300000.0,,,-105200000.0,12300000.0,2261300000.0,,,,,38600000.0,-800000.0,56900000.0,,-64100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,8300000.0,13400000.0,9300000.0,121400000.0,-16800000.0,12700000.0,,,2060600000.0,,,,166300000.0,151700000.0,558700000.0,,3043000000.0,,19900000.0,,,,1327300000.0,,700000.0,,-94600000.0,1243200000.0,,,,558700000.0,,,,,,,-18400000.0,600000.0,1243200000.0,,,0.3275,1175600000.0,-14900000.0,3000000.0,-200000.0,,,59500000.0,9000000.0,64400000.0,,59500000.0,59500000.0,7100000.0,567000000.0,,,600000.0,59500000.0,24800000.0,0.0,193800000.0,,173900000.0,,134800000.0,,-3400000.0,59500000.0,,0.3325,,15600000.0,,,,,76200000.0,1894300000.0,9300000.0,119300000.0,8300000.0,,116100000.0,2060600000.0,140600000.0,-100000.0,,,,-15800000.0,134800000.0,,,76200000.0,301700000.0,281800000.0,-70400000.0,11300000.0,,94700000.0,,-4000000.0,,,1920000000.0,,,4800000.0,-400000.0,1175600000.0,-200000.0,,,,-700000.0,166300000.0,11000000.0,100000.0,63100000.0,,67500000.0,,151700000.0,,39700000.0,,-3500000.0,,59500000.0,,9807400000.0,206106870.0,101500000.0,46300000.0,157500000.0,,1327300000.0,140600000.0,,1920000000.0,,,475600000.0,94400000.0,203007519.0,567000000.0,,48400000.0,1894300000.0,-113000000.0,64400000.0,,25400000.0,4800000.0,,-94600000.0,12700000.0,3200500000.0,70900000.0,,,-289100000.0,56000000.0,-5300000.0,-104500000.0,,-70400000.0,-12800000.0,,,,9331800000.0,48500000.0,67500000.0,,,,,,,,,,,,,,,,,,
946598400,,8300000.0,-2600000.0,21600000.0,-160800000.0,,21600000.0,,,,,,,,159500000.0,,,2719200000.0,,,0.105,,,,,400000.0,,,,,,,720400000.0,,,,,,,-100000.0,,1442900000.0,,,,,,,,,,56900000.0,,,,,56900000.0,4200000.0,,,,600000.0,,,59500000.0,,,,,,,,,,,,10900000.0,205714286.0,,,,74000000.0,2155300000.0,21600000.0,,,,-164700000.0,2344500000.0,138600000.0,-200000.0,,,,,133200000.0,,,,,,,,,-192500000.0,,5200000.0,,,,,,5200000.0,,1267100000.0,-100000.0,0.105,,,,189200000.0,,100000.0,50000000.0,,,,,,,,-3800000.0,,56900000.0,,,,74400000.0,-199700000.0,120200000.0,,1426600000.0,,-100000.0,2205900000.0,205714286.0,,,70200000.0,,728700000.0,,,,,64600000.0,,34800000.0,,,-73000000.0,13200000.0,2839400000.0,,,,,45800000.0,-3900000.0,162000000.0,,-68600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,8980000.0,-7657000.0,24299000.0,245687000.0,,24299000.0,,,,,,,,154697000.0,,,2710183000.0,,,0.1175,,,,,104000.0,,,,,,,469398000.0,,,,,,,0.0,,1272795000.0,,,,,,,,,,49240000.0,,,,,49240000.0,4583000.0,,,,580000.0,,,56900000.0,,,,,,,,,,,,11922000.0,204845880.0,,,,69226000.0,1887904000.0,24299000.0,,,,241902000.0,2101696000.0,132626000.0,85000.0,,,,,134223000.0,,,,,,,,,209082000.0,,5738000.0,,,,,,4550000.0,,1254829000.0,,0.1175,,,,213792000.0,,86000.0,55697000.0,,,,,,,,-2443000.0,,49240000.0,,,,80906000.0,170058000.0,132020000.0,,1409526000.0,,,1969070000.0,204845880.0,,,76323000.0,,478378000.0,,,,,63400000.0,,39192000.0,,,-48734000.0,14893000.0,2842203000.0,,,,,51114000.0,-3785000.0,-250901000.0,,-70823000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,8628000.0,-13080000.0,25120000.0,-72782000.0,,25120000.0,,,,,,,,166601000.0,,,2801860000.0,,,0.1225,,595397000.0,,,4295000.0,,,,,,,532879000.0,,,,,,,1123000.0,,1629073000.0,,,,,,,,,,36160000.0,,,,,36160000.0,4126000.0,,,,584000.0,,,49240000.0,,,,,,,,,,,,8383000.0,208342756.0,,,,71702000.0,2157637000.0,25120000.0,,,,-77457000.0,2402780000.0,136586000.0,-59000.0,,,,,139071000.0,,,,,,,,,-112237000.0,,4918000.0,,,,,,5564000.0,,1449529000.0,,0.12,,,,245143000.0,,-3406000.0,51902000.0,,,,,,,,-8079000.0,,36160000.0,,,,82070000.0,-356278000.0,129846000.0,,1616130000.0,,,2266194000.0,206333252.0,,,77944000.0,,541507000.0,,,,,64884000.0,,40516000.0,,,-23614000.0,15396000.0,2931706000.0,,,,,47776000.0,-4675000.0,67781000.0,,-74187000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,11587000.0,84658000.0,27996000.0,204475000.0,-21489000.0,27996000.0,,,2458567000.0,,,,282294000.0,167336000.0,413217000.0,,2892884000.0,,17420000.0,,,,1751469000.0,,7125000.0,,4382000.0,1570504000.0,,,,413217000.0,,,,,,,0.0,588000.0,1570504000.0,,,0.475,1584133000.0,1123000.0,216580000.0,,,,120818000.0,11924000.0,64962000.0,,120818000.0,120818000.0,4511000.0,424804000.0,,,588000.0,120818000.0,-133770000.0,36160000.0,217854000.0,,200434000.0,,140766000.0,,-3474000.0,120818000.0,,0.48,,10654000.0,,,,,72986000.0,2176273000.0,27996000.0,159700000.0,11587000.0,,200216000.0,2458567000.0,137948000.0,-68000.0,,,,-16619000.0,140766000.0,,,72986000.0,320458000.0,303038000.0,-75804000.0,25824000.0,,159637000.0,,9968000.0,,,2320619000.0,,,5336000.0,,1584133000.0,,,,,-242000.0,282294000.0,61321000.0,-254000.0,60320000.0,,99014000.0,,167336000.0,,41857000.0,,-7167000.0,,120818000.0,,11645021000.0,208080000.0,83037000.0,58569000.0,138846000.0,,1751469000.0,137948000.0,,2320619000.0,,,520892000.0,78526000.0,206208000.0,424804000.0,,60686000.0,2176273000.0,63982000.0,64962000.0,,45155000.0,5336000.0,,4382000.0,17159000.0,3031730000.0,99014000.0,,,-327351000.0,55809000.0,-4259000.0,-112650000.0,,-75804000.0,199961000.0,,,,11124129000.0,59497000.0,99014000.0,,,,,,,,,,,,,,,,,,
978220800,,11626000.0,41542000.0,26191000.0,-234129000.0,,26191000.0,,,,,,,,172737000.0,,,3169130000.0,,,0.125,,,,,9840000.0,,,,,,,693152000.0,,,,,,,-774000.0,,1917605000.0,,,,,,,,,,162360000.0,,,,,162360000.0,4526000.0,,,,592000.0,,,120818000.0,,,,,,,,,,,,10876000.0,218312000.0,,,,81207000.0,2632984000.0,26191000.0,,,,-239572000.0,2955757000.0,148008000.0,-8935000.0,,,,,144413000.0,,,,,,,,,-272308000.0,,3130000.0,,,,,,4854000.0,,1755469000.0,,0.1225,,,,322773000.0,,0.0,58420000.0,,,,,,,,-5178000.0,,162360000.0,,,,84171000.0,-347101000.0,138065000.0,,1928206000.0,,,2807749000.0,209416000.0,,,79645000.0,,704778000.0,,,,,66801000.0,,42244000.0,,,30573000.0,16053000.0,3307195000.0,,,,,53894000.0,-5443000.0,280849000.0,,-77612000.0,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,178715000.0,-36092000.0,31516000.0,173706000.0,,31516000.0,,,,,,,,0.0,,62990000.0,3329829000.0,,,0.15,,676654000.0,,,7669000.0,,,,,,,302432000.0,,,,,,,-1801000.0,,1820202000.0,,,,,,,,,,126268000.0,,,,,126268000.0,5298000.0,,,,594000.0,,,162360000.0,,,,,,,,,,,,11793000.0,237396000.0,,,,87791000.0,2418973000.0,31516000.0,,,,166904000.0,2784410000.0,156945000.0,-415000.0,,,,,149803000.0,,,,,,,,,128746000.0,,4235000.0,,,,,,0.0,,1756364000.0,,0.1425,,,,365437000.0,,-3282000.0,69724000.0,,,,,,,,2954000.0,,126268000.0,,,,86743000.0,90717000.0,151169000.0,,1937826000.0,,,2627465000.0,210804000.0,,,82462000.0,,481147000.0,,,,,69154000.0,,50832000.0,,,62089000.0,19316000.0,3480998000.0,,,,,64426000.0,-6802000.0,-212752000.0,,-80649000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,10250000.0,-31970000.0,31506000.0,-193372000.0,,31506000.0,,,,,,,,0.0,,76867000.0,3373990000.0,,,0.15,,677180000.0,,,4084000.0,,,,,,,640934000.0,,,,,,,-2909000.0,,1955385000.0,,,,,,,,,,94298000.0,,,,,94298000.0,4786000.0,,,,596000.0,,,126268000.0,,,,,,,,,,,,7361000.0,238312000.0,,,,85806000.0,2485019000.0,31506000.0,,,,-199266000.0,2887944000.0,156815000.0,-83000.0,,,,,153550000.0,,,,,,,,,-241775000.0,,4808000.0,,,,,,0.0,,1639876000.0,,0.1425,,,,402925000.0,,-6512000.0,65882000.0,,,,,,,,-12365000.0,,94298000.0,,,,83843000.0,-135183000.0,144939000.0,,1833835000.0,,,2731129000.0,211648000.0,,,79638000.0,,651184000.0,,,,,71009000.0,,50826000.0,,,93595000.0,19320000.0,3518929000.0,,,,,61096000.0,-5894000.0,173767000.0,,-82541000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,48317000.0,203328000.0,35889000.0,213791000.0,117490000.0,35889000.0,,,10291245000.0,,,,2838564000.0,16655000.0,1597295000.0,361599000.0,5617654000.0,,24714000.0,,,2142663000.0,5532453000.0,,9242000.0,,128178000.0,5056257000.0,,,,1597295000.0,,,,,2142663000.0,,-15775000.0,1035000.0,5056257000.0,,,0.525,4991884000.0,-21259000.0,-40004000.0,-336000.0,,,297626000.0,30835000.0,289569000.0,,297626000.0,297626000.0,10104000.0,1920228000.0,2466848000.0,,1035000.0,297626000.0,99322000.0,94298000.0,297199000.0,,272485000.0,,378196000.0,,-6642000.0,297626000.0,,0.54,,15647000.0,,,,,0.0,7452681000.0,35889000.0,202833000.0,48317000.0,2466848000.0,208567000.0,10291245000.0,2778743000.0,-28704000.0,,,,-23363000.0,378196000.0,,,0.0,427633000.0,408760000.0,-88627000.0,24334000.0,,130434000.0,,12161000.0,,,7512502000.0,,,0.0,,4991884000.0,-336000.0,,,,-38137000.0,2838564000.0,176808000.0,3152000.0,103173000.0,361599000.0,125102000.0,,16655000.0,,45677000.0,,132079000.0,,297626000.0,,16191353000.0,251228000.0,173508000.0,-334574000.0,266577000.0,,5532453000.0,2778743000.0,,7512502000.0,,,700118000.0,167015000.0,228740000.0,1920228000.0,,77731000.0,7452681000.0,-254903000.0,289569000.0,,58931000.0,0.0,,128178000.0,23042000.0,5884231000.0,125102000.0,,,-726141000.0,93069000.0,-5224000.0,-142542000.0,,-88627000.0,-63367000.0,,,,15491235000.0,120818000.0,125102000.0,,,,,,,,,,,,,,,,,,
