date,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,annualTotalAssets,trailingNetIncome,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,quarterlyLongTermDebt,annualRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDeferredRevenue,annualLongTermDebt,annualPretaxIncome,annualOperatingIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,trailingTaxProvision,annualDilutedEPS,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualAccountsPayable,annualDilutedAverageShares,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,annualOtherNonCashItems,annualDepreciationAndAmortization,annualBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsReceivable,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyCurrentDebt,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingStockBasedCompensation,trailingOtherNonCashItems,quarterlyAccountsPayable,annualStockBasedCompensation,annualBasicEPS,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,trailingNetOtherFinancingCharges,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualTotalRevenue,quarterlyIncomeTaxPayable,annualChangesInAccountReceivables,trailingOperatingExpense,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,annualInterestExpense,trailingBeginningCashPosition,quarterlyRetainedEarnings,annualGoodwill,annualAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualInventory,annualSaleOfInvestment,trailingResearchAndDevelopment,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2016-03-31,30779000.0,,,76836000.0,,832964000.0,1225937000.0,,,151727000.0,,,,4.65,,85488000.0,534663000.0,,,,,,,,,,27044000.0,,,,,,1377664000.0,,,,,34693000.0,,,,,152000.0,7555000.0,,,,-43000.0,106217000.0,,2473000.0,125969000.0,,955486000.0,510000.0,11013000.0,27044000.0,27044000.0,43893000.0,,,22392000.0,,273957000.0,,,,-8694000.0,78586000.0,-46565000.0,,,,29738000.0,,,,,,,422178000.0,,,119199000.0,4967000.0,4.67,,,-19365000.0,,,,,,106217000.0,106217000.0,,,-628000.0,5796252.0,,0.0,496744000.0,,-530000.0,,,,59000.0,,,,4375000.0,,,,,47383000.0,202805000.0,,,78559000.0,,,14614000.0,-2670000.0,,,,,1877787000.0,-1245095000.0,,,,77539000.0,,-46760000.0,,-43956000.0,,404000.0,0.0,,17196000.0,,,,122522000.0,,40338000.0,,,,,465632000.0,,,632692000.0,13294000.0,,5810639.0,,82586000.0,-34591000.0,,-12982000.0,3046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,18820000.0,,,75829000.0,,831633000.0,1227841000.0,,,146046000.0,,,,4.62,,85488000.0,533812000.0,,,,,,,,,,26633000.0,,,,,,1373887000.0,,,,,34689000.0,,,,,218000.0,7549000.0,,,,-1401000.0,102741000.0,,-7447000.0,128728000.0,,942157000.0,183000.0,10398000.0,26633000.0,26633000.0,43482000.0,,,22203000.0,,273297000.0,,,,-8609000.0,78171000.0,-28957000.0,,,,31093000.0,,,,,,,431730000.0,,,106217000.0,-1355000.0,4.64,,,-56616000.0,,,,,,102741000.0,102741000.0,,,-630000.0,5743465.0,,0.0,496719000.0,,-502000.0,,,,59000.0,,,,5000000.0,,,,,50557000.0,204557000.0,,,77913000.0,,,-16603000.0,-660000.0,,,,,1904130000.0,-1268894000.0,,,,48041000.0,,-29221000.0,,-22560000.0,,405000.0,0.0,,5408000.0,,,,110524000.0,,43191000.0,,,,,483656000.0,,,635236000.0,16558000.0,,5766312.0,,85429000.0,-11920000.0,,-3476000.0,3420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,34164000.0,,,76691000.0,,834439000.0,1214738000.0,,,169770000.0,,,,3.63,,85488000.0,532356000.0,,,,,,,,,,20874000.0,,,,,,1384508000.0,,,,,36218000.0,,,,,225000.0,7529000.0,,,,-419000.0,123701000.0,,11407000.0,128845000.0,,946889000.0,4329000.0,9703000.0,20874000.0,20874000.0,48807000.0,,,21903000.0,,277190000.0,,,,-8571000.0,85025000.0,-27158000.0,,,,30968000.0,,,,,,,437619000.0,,,102741000.0,125000.0,3.65,,,-6748000.0,,,,,,123701000.0,123701000.0,,,-1254000.0,5720257.0,,0.0,496250000.0,,-474000.0,,,,59000.0,,,,5625000.0,,,,,43820000.0,205536000.0,,,82429000.0,,,6500000.0,3893000.0,,,,,1920971000.0,-1297674000.0,,,,67992000.0,,-33828000.0,,-19874000.0,,424000.0,0.0,,2493000.0,,,,112450000.0,,40620000.0,,,,,495960000.0,,,623297000.0,19746000.0,,5755161.0,,84367000.0,-9630000.0,,20960000.0,3187000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,23672000.0,-731000.0,29524000.0,75082000.0,,831617000.0,1211334000.0,1397271000.0,,185937000.0,,942760000.0,,4.23,-446000.0,84928000.0,530886000.0,511776000.0,-16190000.0,0.0,304438000.0,22190000.0,530886000.0,163107000.0,188207000.0,98939000.0,24388000.0,,138040000.0,,6250000.0,-34445000.0,1397271000.0,107435000.0,,17.14,0.0,36583000.0,,82703000.0,5770960.0,,277000.0,7588000.0,1642000.0,142183000.0,5743568.0,-228000.0,138040000.0,454511000.0,-2381000.0,131645000.0,64168000.0,942760000.0,99000.0,9305000.0,24388000.0,24388000.0,48615000.0,29524000.0,138040000.0,22190000.0,251831000.0,276297000.0,185937000.0,37073000.0,,-8571000.0,85198000.0,-33637000.0,,497480000.0,-56370000.0,37073000.0,619621000.0,98939000.0,9305000.0,831617000.0,4052000.0,111143000.0,454511000.0,277000.0,335511000.0,123701000.0,-5988000.0,4.27,,138040000.0,1516000.0,,0.0,-3767000.0,18841000.0,,138040000.0,138040000.0,119199000.0,,-1255000.0,5714862.0,,0.0,497480000.0,,-446000.0,,5121000.0,1211334000.0,59000.0,,184797000.0,1837440000.0,6250000.0,98939000.0,,,,46447000.0,206727000.0,,,82703000.0,12298000.0,17.23,-5242000.0,-966000.0,,326980000.0,276297000.0,-96673000.0,1837440000.0,-1217819000.0,,-136317000.0,,58259000.0,,-34587000.0,-144396000.0,-10283000.0,59000.0,409000.0,0.0,819625000.0,0.0,-2251000.0,,,111143000.0,,38958000.0,,,30221000.0,,511776000.0,84928000.0,-1217819000.0,619621000.0,14570000.0,-2091000.0,5760834.0,-403000.0,83129000.0,-229000.0,515187000.0,14339000.0,2645000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,41200000.0,,,69083000.0,,830103000.0,1204828000.0,,,218666000.0,,,,5.8,,84928000.0,529407000.0,,,,,,,,,,33215000.0,,,,,,1423494000.0,,,,,38404000.0,,,,,0.0,7606000.0,,,,-5616000.0,173467000.0,,-7977000.0,138344000.0,,942648000.0,6433000.0,5701000.0,33215000.0,33215000.0,45733000.0,,,22614000.0,,276770000.0,,,,-8579000.0,84137000.0,-26985000.0,,,,31039000.0,,,,,,,480846000.0,,,138040000.0,6034000.0,5.86,,,-1143000.0,,,,,,173467000.0,173467000.0,,,-1254000.0,5671838.0,,0.0,497460000.0,,-444000.0,,,,59000.0,,,,6875000.0,,,,,54207000.0,207427000.0,,,68298000.0,,,9488000.0,472000.0,,,,,1867683000.0,-1250944000.0,,,,78260000.0,,-37060000.0,,-15848000.0,,400000.0,0.0,,14758000.0,,,,112545000.0,,53034000.0,,,,,536412000.0,,,616739000.0,19819000.0,,5730901.0,,99044000.0,-399000.0,,35427000.0,2427000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,11724000.0,,,83849000.0,,1486700000.0,1959094000.0,,,165400000.0,,,,4.97,,178374000.0,1167458000.0,,,,,,,,,,28576000.0,,,,,,2124494000.0,,,,,46891000.0,,,,,0.0,11782000.0,,,,-15112000.0,89793000.0,,-6096000.0,157193000.0,,1621346000.0,-784000.0,5664000.0,28576000.0,28576000.0,51194000.0,,,36795000.0,,294850000.0,,,,-8586000.0,98084000.0,-768821000.0,,,,45812000.0,,,,,,,503148000.0,,,173467000.0,-4293000.0,5.03,,,-729145000.0,,,,,,89793000.0,89793000.0,,,-93754000.0,5678394.0,,0.0,971673000.0,,-442000.0,,,,59000.0,,,,11250000.0,,,,,59109000.0,241042000.0,,,86601000.0,,,-40195000.0,7360000.0,,,,,2072527000.0,-1269144000.0,,,,52599000.0,,-40875000.0,,632548000.0,,791000.0,0.0,,,,,,134646000.0,,46543000.0,,,,,556401000.0,,,803383000.0,17967000.0,,5745617.0,,105216000.0,0.0,,-83674000.0,2418000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,40016000.0,,,91894000.0,,1488328000.0,1962267000.0,,,202966000.0,,,,5.48,,177809000.0,1164070000.0,,,,,,,,,,31514000.0,,,,,,2165233000.0,,,,,45580000.0,,,,,0.0,14019000.0,,,,474000.0,118701000.0,,7455000.0,161952000.0,,1639609000.0,-2228000.0,5508000.0,31514000.0,31514000.0,51968000.0,,,37158000.0,,298324000.0,,,,-10023000.0,97548000.0,-47655000.0,,,,54085000.0,,,,,,,525624000.0,,,89793000.0,-8273000.0,5.55,,,3487000.0,,,,,,118701000.0,118701000.0,,,-2817000.0,5680600.0,,0.0,968557000.0,,-441000.0,,,,60000.0,,,,12813000.0,,,,,64404000.0,253846000.0,,,101310000.0,,,7472000.0,3475000.0,,,,,2093507000.0,-1283114000.0,,,,88929000.0,,-48913000.0,,-12366000.0,,992000.0,0.0,,,,,,151281000.0,,48157000.0,,836000.0,,,577892000.0,,,810393000.0,16643000.0,,5753910.0,,107756000.0,0.0,,28908000.0,3076000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,56350000.0,-19908000.0,39283000.0,92213000.0,,1376309000.0,1975945000.0,2218329000.0,,242384000.0,,1546913000.0,,24.89,-352000.0,172129000.0,1160682000.0,723354000.0,,0.0,337040000.0,38266000.0,1160682000.0,189801000.0,236571000.0,234028000.0,143153000.0,,161752000.0,,14375000.0,-37216000.0,2218329000.0,149290000.0,,40.72,,50744000.0,,117963000.0,5747037.0,,0.0,13457000.0,3174000.0,181619000.0,5680073.0,-967000.0,161752000.0,671416000.0,13600000.0,165501000.0,-44227000.0,1546913000.0,-3327000.0,6179000.0,143153000.0,143153000.0,55381000.0,39283000.0,161752000.0,38266000.0,324486000.0,205636000.0,242384000.0,51141000.0,,-10028000.0,102731000.0,-47706000.0,,965745000.0,-528000.0,51141000.0,831892000.0,234028000.0,6179000.0,1376309000.0,6982000.0,170604000.0,671416000.0,0.0,418284000.0,118701000.0,3467000.0,25.18,,161752000.0,2185000.0,,0.0,-100642000.0,23712000.0,,161752000.0,161752000.0,138040000.0,,-2817000.0,5684785.0,,0.0,965745000.0,,-352000.0,,94000.0,1975945000.0,60000.0,,204799000.0,2172830000.0,14375000.0,234028000.0,,,-727947000.0,62770000.0,257714000.0,,,117963000.0,10743000.0,41.2,3327000.0,-97664000.0,,386418000.0,205636000.0,590393000.0,2172830000.0,-1340938000.0,,-891167000.0,,104698000.0,,-48348000.0,-175196000.0,-13941000.0,60000.0,991000.0,0.0,960029000.0,,-3065000.0,,,170604000.0,,45986000.0,,0.0,46864000.0,,723354000.0,172129000.0,-1340938000.0,831892000.0,-97167000.0,-21221000.0,5750420.0,-86357000.0,106793000.0,-129000.0,622989000.0,43051000.0,2822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,48847000.0,,,94739000.0,,1381779000.0,1966560000.0,,,247226000.0,,,,7.08,,172129000.0,1157273000.0,,,,,,,,,,40653000.0,,,,,,2213786000.0,,,,,48778000.0,,,,,11642000.0,14723000.0,,,,-10186000.0,185493000.0,,-11663000.0,171022000.0,,1513876000.0,-6017000.0,11489000.0,40653000.0,40653000.0,50949000.0,,,17780000.0,,212864000.0,,,,-10035000.0,99727000.0,-45619000.0,,,,25477000.0,,,,,,,699910000.0,,,161752000.0,4453000.0,7.13,,,,,,,,,185493000.0,185493000.0,,,-2816000.0,5702539.0,,,962933000.0,,-351000.0,,,,59000.0,,,,15938000.0,,,,,71295000.0,265761000.0,,,98379000.0,,,-10391000.0,5710000.0,,,,,2192671000.0,-1372662000.0,,,,94692000.0,,-45845000.0,,-25332000.0,,970000.0,,,,,,,132097000.0,,50555000.0,,,,,759004000.0,,,820009000.0,9902000.0,,5742648.0,,114056000.0,-2295000.0,,23741000.0,2338000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,54370000.0,,,91783000.0,,1381390000.0,1963138000.0,,,264920000.0,,,,7.65,,172129000.0,1151915000.0,,,,,,,,,,43785000.0,,,,,,2228058000.0,,,,,49033000.0,,,,,12762000.0,14953000.0,,,,-4601000.0,203522000.0,,-3776000.0,176631000.0,,1512125000.0,-1852000.0,11458000.0,43785000.0,43785000.0,54196000.0,,,18791000.0,,216713000.0,,,,-10005000.0,103229000.0,-46197000.0,,,,34281000.0,,,,,,,715933000.0,,,185493000.0,-8804000.0,7.7,,,,,,,,,203522000.0,203522000.0,,,-2817000.0,5687095.0,,,959817000.0,,-351000.0,,,,59000.0,,,,17500000.0,,,,,73402000.0,268414000.0,,,94444000.0,,,-1149000.0,3849000.0,,,,,2226032000.0,-1406298000.0,,,,101910000.0,,-47540000.0,,-37684000.0,,1042000.0,,,,,,,130735000.0,,56597000.0,,,,,792784000.0,,,819734000.0,12812000.0,,5722869.0,,120583000.0,-20261000.0,,18029000.0,2506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,46970000.0,,,91956000.0,,1383304000.0,1977619000.0,,,290329000.0,,,,6.7,,172129000.0,1147048000.0,,,,,,,,,,38314000.0,,,,,,2267948000.0,,,,,50414000.0,,,,,10476000.0,15460000.0,,,,1942000.0,236901000.0,,1002000.0,176312000.0,,1522613000.0,-1637000.0,11452000.0,38314000.0,38314000.0,59439000.0,,,18681000.0,,225780000.0,,,,-11411000.0,109853000.0,-63787000.0,,,,28168000.0,,,,,,,745335000.0,,,203522000.0,6113000.0,6.75,,,,,,,,,236901000.0,236901000.0,,,-4380000.0,5674224.0,,,956832000.0,,-350000.0,,,,59000.0,,,,19063000.0,,,,,66459000.0,268268000.0,,,101565000.0,,,6586000.0,9067000.0,,,,,2277547000.0,-1440341000.0,,,,111015000.0,,-64045000.0,,-13849000.0,,1076000.0,,,,,,,139309000.0,,49362000.0,,0.0,,,819687000.0,,,837206000.0,11048000.0,,5717575.0,,115236000.0,0.0,,33379000.0,2418000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,41821000.0,-18621000.0,34012000.0,91791000.0,,1394163000.0,1985371000.0,2303234000.0,,317863000.0,,1527876000.0,,7.34,-96000.0,172129000.0,1142056000.0,850292000.0,,,370269000.0,18954000.0,1142056000.0,211984000.0,282079000.0,164760000.0,42008000.0,,264113000.0,,20625000.0,-42854000.0,2303234000.0,192008000.0,,28.77,,49506000.0,,94134000.0,5725963.0,,9980000.0,15279000.0,4163000.0,197731000.0,5684375.0,5559000.0,264113000.0,775358000.0,-13416000.0,178061000.0,47224000.0,1527876000.0,-174000.0,11412000.0,42008000.0,42008000.0,57632000.0,34012000.0,264113000.0,18954000.0,407769000.0,242127000.0,317863000.0,29947000.0,,-11403000.0,107138000.0,-58692000.0,,953851000.0,-26582000.0,29947000.0,847979000.0,164760000.0,11412000.0,1394163000.0,-27853000.0,133713000.0,775358000.0,9980000.0,470130000.0,236901000.0,-1779000.0,7.4,,264113000.0,,,,-14391000.0,102361000.0,,264113000.0,264113000.0,161752000.0,,-4378000.0,5674067.0,,,953851000.0,,-96000.0,,-9680000.0,1985371000.0,59000.0,,222216000.0,2324937000.0,20625000.0,164760000.0,,,0.0,70923000.0,269852000.0,,,94134000.0,10486000.0,28.98,-13667000.0,16347000.0,,419947000.0,242127000.0,-91113000.0,2324937000.0,-1476958000.0,,-214295000.0,,100152000.0,,-58331000.0,-215761000.0,-14248000.0,59000.0,1075000.0,,1072295000.0,,-17000.0,,,133713000.0,,55470000.0,,0.0,60415000.0,,850292000.0,172129000.0,-1476958000.0,847979000.0,13462000.0,-7286000.0,5723528.0,34973000.0,120255000.0,-4026000.0,702026000.0,27212000.0,3224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,50000000.0,,,94518000.0,,1713998000.0,2381868000.0,,,242369000.0,,,,6.78,,355347000.0,1385475000.0,,,,,,,,,,38739000.0,,,,,,2624237000.0,,,,,53844000.0,,,,,58707000.0,18096000.0,,,,-4964000.0,187559000.0,,1442000.0,184087000.0,,1855202000.0,699000.0,21698000.0,38739000.0,38739000.0,61443000.0,,,24096000.0,,269816000.0,,,,-11395000.0,115287000.0,-404969000.0,,,,28410000.0,,,,,,,769035000.0,,,264113000.0,2831000.0,6.83,,,,,,,,,187559000.0,187559000.0,,,-4531000.0,5674120.0,,,1039427000.0,,-29165000.0,,,,59000.0,,,,24892000.0,,,,,68800000.0,278605000.0,,,92216000.0,,,-549000.0,7102000.0,,,,,2477883000.0,-1512487000.0,,,,104378000.0,,-54378000.0,,224037000.0,,1118000.0,,,,,,,141204000.0,,51403000.0,,-356917000.0,,,877644000.0,,,965396000.0,12664000.0,,5716585.0,,123343000.0,-5073000.0,,-76554000.0,3021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,46596000.0,,,95688000.0,,1643496000.0,2393736000.0,,,155716000.0,,,,6.35,,355347000.0,1280637000.0,,,,,,,,,,36395000.0,,,,,,2549452000.0,,,,,54835000.0,,,,,99614000.0,18516000.0,,,,-9471000.0,102283000.0,,3562000.0,189962000.0,,1786544000.0,-10542000.0,25781000.0,36395000.0,36395000.0,60103000.0,,,23078000.0,,263245000.0,,,,-11424000.0,114938000.0,-60848000.0,,,,30340000.0,,,,,,,762908000.0,,,187559000.0,-1930000.0,6.41,,,,,,,,,102283000.0,102283000.0,,,-686649000.0,5673669.0,,,1035210000.0,,-63135000.0,,,,59000.0,,,,17153000.0,,,,,75024000.0,285650000.0,,,102817000.0,,,2851000.0,4545000.0,,,,,2528411000.0,-1551013000.0,,,,108116000.0,,-61520000.0,,-132544000.0,,1291000.0,,,,,,,143048000.0,,45966000.0,,0.0,,,902615000.0,,,977398000.0,9571000.0,,5730238.0,,119317000.0,0.0,,-85276000.0,3082000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,60834000.0,,,94898000.0,,1680389000.0,2412209000.0,,,196118000.0,,,,8.68,,358014000.0,1278110000.0,,,,,,,,,,49835000.0,,,,,,2608327000.0,,,,,48737000.0,,,,,134482000.0,16079000.0,,,,-213000.0,145848000.0,,,190093000.0,,1833568000.0,-780000.0,26057000.0,49835000.0,49835000.0,58861000.0,,,22567000.0,,267797000.0,,,,-12848000.0,107598000.0,-61805000.0,,,,30931000.0,,,,,,,774759000.0,,,102283000.0,-591000.0,8.77,,,,,,,,,145848000.0,145848000.0,,,-4260000.0,5682167.0,,,1030993000.0,,-91201000.0,,,,59000.0,,,,17215000.0,,,,,82495000.0,284991000.0,,,113397000.0,,,6516000.0,11065000.0,,,,,2578456000.0,-1581311000.0,,,,122691000.0,,-61857000.0,,-17321000.0,,1118000.0,,,,,,,153179000.0,,65636000.0,,0.0,,,939602000.0,,,997145000.0,15801000.0,,5741666.0,,130452000.0,0.0,,43565000.0,3058000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
