date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCashDividendsPaid,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyLongTermDebt,trailingPretaxIncome,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualOperatingCashFlow,annualChangeInAccountPayable,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,annualGrossProfit,annualBasicEPS,quarterlyDilutedEPS,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualBasicAverageShares,annualCurrentAssets,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDilutedEPS,trailingCashDividendsPaid,annualDilutedAverageShares,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1997-03-31,,3447000000.0,,9235000000.0,,,,,,,,,,1346000000.0,,,872000000.0,,,,,,340338000000.0,-20455000000.0,,235000000.0,,,2248000000.0,,319046000000.0,,111453000000.0,,,,,927000000.0,927000000.0,,,13809000000.0,,,0.0,1863000000.0,3215000000.0,-296000000.0,,,,,,,3050000000.0,14605000000.0,,,,3946000000.0,,21292000000.0,,,,-625000000.0,,-559000000.0,18372000000.0,17647000000.0,,3074000000.0,11599000000.0,,1483000000.0,,,,1940000000.0,,,4150000000.0,3447000000.0,,,-5586000000.0,,,,,556000000.0,,,,,,1483000000.0,,,3640000000.0,345000000.0,,-276000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,272000000.0,,9846000000.0,,,,,,,,,,1329000000.0,,,874000000.0,,,,,,352033000000.0,-28942000000.0,,236000000.0,,,4256000000.0,,330690000000.0,,110442000000.0,,,,,925000000.0,925000000.0,,,14525000000.0,,,0.0,-9834000000.0,3445000000.0,-317000000.0,,,,,,,2530000000.0,0.0,,,,-4774000000.0,,21343000000.0,,,,-1877000000.0,,-155000000.0,23882000000.0,20921000000.0,,3351000000.0,12298000000.0,,1480000000.0,,,,-1007000000.0,,,4140000000.0,272000000.0,,,12098000000.0,,,,,555000000.0,,,,,,1480000000.0,,,3676000000.0,118000000.0,,2536000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,-411000000.0,,10526000000.0,,,,,,,,,,1498000000.0,,,941000000.0,,,,,,366574000000.0,-31802000000.0,,241000000.0,,,-6504000000.0,,344858000000.0,,122993000000.0,,,,,982000000.0,982000000.0,,,15289000000.0,,,0.0,-11019000000.0,3685000000.0,-303000000.0,,,,,,,2290000000.0,0.0,,,,-20873000000.0,,21716000000.0,,,,1056000000.0,,126000000.0,41656000000.0,18519000000.0,,3449000000.0,11669000000.0,,1558000000.0,,,,-1349000000.0,,,4409000000.0,-411000000.0,,,8860000000.0,,,,,576000000.0,,,,,,1558000000.0,,,3733000000.0,-285000000.0,,-2570000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,164000000.0,2153000000.0,343229000000.0,11103000000.0,5461000000.0,,,95000000.0,16783000000.0,-9262000000.0,11103000000.0,-1212000000.0,5910000000.0,1264000000.0,,15127000000.0,839000000.0,2202000000.0,365521000000.0,3708000000.0,11605000000.0,0.0,365521000000.0,-34453000000.0,5910000000.0,239000000.0,,,354000000.0,638000000.0,343229000000.0,,125131000000.0,106254000000.0,125131000000.0,,21742000000.0,874000000.0,874000000.0,951000000.0,18590000000.0,15127000000.0,,3359000000.0,0.0,330000000.0,3359000000.0,-296000000.0,3780000000.0,3526000000.0,,5461000000.0,,-2134000000.0,1740000000.0,0.0,,,1082000000.0,12439000000.0,,21742000000.0,14605000000.0,,14281000000.0,-688000000.0,,95000000.0,22344000000.0,18590000000.0,5437000000.0,3724000000.0,11605000000.0,,1389000000.0,,,,580000000.0,-18660000000.0,,4084000000.0,2153000000.0,3708000000.0,-115652000000.0,-1091000000.0,,,,1740000000.0,515000000.0,,,,13598000000.0,-556000000.0,1389000000.0,,,3780000000.0,460000000.0,,1392000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,-4347000000.0,,11471000000.0,,,,,,,,,,1478000000.0,,,691000000.0,,,,,,365715000000.0,-50321000000.0,,242000000.0,,,-326000000.0,,343124000000.0,,131064000000.0,,,,,725000000.0,725000000.0,,,16295000000.0,,,0.0,-148000000.0,2873000000.0,-295000000.0,,,,,,,1368000000.0,15704000000.0,,,,-348000000.0,,22041000000.0,,,,-662000000.0,,,50521000000.0,18371000000.0,,3629000000.0,11628000000.0,,1150000000.0,,,,-5312000000.0,,,4629000000.0,-4347000000.0,,,3683000000.0,,,,,425000000.0,,,,,,1150000000.0,,,3841000000.0,-2000000.0,,-812000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,772000000.0,,12211000000.0,,,,,,,,,,1485000000.0,,,1050000000.0,,,,,,366995000000.0,-44067000000.0,,316000000.0,,,-135000000.0,,343835000000.0,,121859000000.0,,,,,1074000000.0,1074000000.0,,,16391000000.0,,,0.0,-5104000000.0,2867000000.0,-330000000.0,,,,,,,1168000000.0,0.0,,,,-3730000000.0,,22610000000.0,,,,-332000000.0,,113000000.0,42693000000.0,21661000000.0,,3587000000.0,12653000000.0,,1705000000.0,,,,-912000000.0,,,4765000000.0,772000000.0,,,5139000000.0,,,,,631000000.0,,,,,,1705000000.0,,,3905000000.0,294000000.0,,807000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,5959000000.0,,12722000000.0,,,,,,,,,,1426000000.0,,,815000000.0,,,,,,356450000000.0,-58679000000.0,,278000000.0,,,-835000000.0,,332682000000.0,,119269000000.0,,,,,837000000.0,837000000.0,,,16404000000.0,,,0.0,3104000000.0,2573000000.0,-331000000.0,,,,,,,1028000000.0,0.0,,,,3678000000.0,,23218000000.0,,,,-313000000.0,,701000000.0,58105000000.0,18462000000.0,,3226000000.0,12000000000.0,,1299000000.0,,,,4292000000.0,,,4401000000.0,5959000000.0,,,-10175000000.0,,,,,462000000.0,,,,,,1299000000.0,,,3946000000.0,552000000.0,,-1112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,-2770000000.0,227000000.0,341487000000.0,13544000000.0,2611000000.0,,,392000000.0,18867000000.0,-11779000000.0,13544000000.0,-1278000000.0,5930000000.0,1490000000.0,,18375000000.0,1128000000.0,2148000000.0,365875000000.0,3782000000.0,15027000000.0,0.0,365875000000.0,-48646000000.0,5930000000.0,334000000.0,,,944000000.0,1410000000.0,341487000000.0,,122182000000.0,199913000000.0,122182000000.0,,23838000000.0,1146000000.0,1146000000.0,1170000000.0,24280000000.0,18375000000.0,,2316000000.0,0.0,-12412000000.0,2316000000.0,-322000000.0,4055000000.0,3684000000.0,,3592000000.0,,-1949000000.0,1028000000.0,0.0,,,1356000000.0,-11379000000.0,,23838000000.0,15704000000.0,,12324000000.0,-642000000.0,,392000000.0,48594000000.0,24280000000.0,5879000000.0,3281000000.0,15027000000.0,,1776000000.0,,,,-838000000.0,-14560000000.0,,5066000000.0,1208000000.0,3782000000.0,-201713000000.0,13677000000.0,-981000000.0,,,1028000000.0,630000000.0,,,,13723000000.0,-352000000.0,1776000000.0,,,4055000000.0,566000000.0,,2473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,-758000000.0,,14351000000.0,,,,,,,,,,1753000000.0,,,1155000000.0,,,,,,361258000000.0,-42626000000.0,,340000000.0,,,-39000000.0,,337440000000.0,,112547000000.0,,,,,1173000000.0,1173000000.0,,,18366000000.0,,,18306000000.0,64000000.0,2243000000.0,-323000000.0,,,,,,,1910000000.0,17068000000.0,,,,2492000000.0,,23268000000.0,,,,-1077000000.0,,-99000000.0,40247000000.0,21743000000.0,,2823000000.0,10947000000.0,,1818000000.0,,,,-2731000000.0,,,5144000000.0,-709000000.0,,,1875000000.0,,-49000000.0,,,645000000.0,,,,,,1818000000.0,,,4114000000.0,509000000.0,,1230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,7065000000.0,,15381000000.0,,,,,,,,,,1768000000.0,,,1375000000.0,,,,,,356868000000.0,-23957000000.0,,352000000.0,,,-301000000.0,,333610000000.0,,100537000000.0,,,,,1393000000.0,1393000000.0,,,19569000000.0,,,16037000000.0,-4272000000.0,2103000000.0,-365000000.0,,,,,,,1910000000.0,18306000000.0,,,,-4717000000.0,,22708000000.0,,,,-958000000.0,,-722000000.0,24405000000.0,21888000000.0,,2728000000.0,11660000000.0,,2160000000.0,,,,5126000000.0,,,5616000000.0,7068000000.0,,,-5065000000.0,,-3000000.0,,,767000000.0,,,,,,2160000000.0,,,4185000000.0,197000000.0,,-2269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,-7010000000.0,,16210000000.0,,,,,,,,,,1783000000.0,,,1168000000.0,,,,,,371044000000.0,-19963000000.0,,336000000.0,,,-138000000.0,,348153000000.0,,112305000000.0,,,,,1187000000.0,1187000000.0,,,19182000000.0,,,16490000000.0,-2255000000.0,2267000000.0,-360000000.0,,,,,,,1810000000.0,16037000000.0,,,,1154000000.0,,22341000000.0,,,,-605000000.0,,-1038000000.0,17754000000.0,22346000000.0,,2826000000.0,13042000000.0,,1812000000.0,,,,-7744000000.0,,,5191000000.0,-5810000000.0,,,8521000000.0,,-1200000000.0,,,625000000.0,,,,,,1812000000.0,,,4306000000.0,411000000.0,,456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-11714000000.0,-2673000000.0,381938000000.0,17547000000.0,-3376000000.0,,,-1454000000.0,22217000000.0,-22484000000.0,17547000000.0,-1402000000.0,8375000000.0,1797000000.0,,20140000000.0,1677000000.0,2929000000.0,406105000000.0,5446000000.0,13654000000.0,16229000000.0,406105000000.0,-14136000000.0,8375000000.0,375000000.0,,,126000000.0,1489000000.0,381938000000.0,,124782000000.0,95112000000.0,124782000000.0,,23617000000.0,1693000000.0,1693000000.0,1403000000.0,44305000000.0,20140000000.0,,2505000000.0,16229000000.0,-24733000000.0,2505000000.0,-354000000.0,4439000000.0,5375000000.0,,-3376000000.0,,-2965000000.0,1810000000.0,16490000000.0,,,-844000000.0,-21413000000.0,,23617000000.0,17068000000.0,,33728000000.0,-325000000.0,,-1454000000.0,12706000000.0,44305000000.0,7101000000.0,3116000000.0,13654000000.0,,2585000000.0,,,,-6365000000.0,-31196000000.0,,6266000000.0,-3925000000.0,5446000000.0,-100682000000.0,28397000000.0,,,,1810000000.0,892000000.0,,,,11493000000.0,-352000000.0,2585000000.0,,,4439000000.0,372000000.0,,-261000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,-4182000000.0,,18494000000.0,,,,,,,,,,2140000000.0,,,1344000000.0,,,,,,391484000000.0,-29512000000.0,,386000000.0,,,76000000.0,,366961000000.0,,126891000000.0,,,,,1360000000.0,1360000000.0,,,23178000000.0,,,16258000000.0,14445000000.0,2369000000.0,-354000000.0,,,,,,,1810000000.0,16229000000.0,,,,25509000000.0,,23973000000.0,,,,-860000000.0,,-1369000000.0,18448000000.0,19250000000.0,,3448000000.0,12428000000.0,,2093000000.0,,,,-6403000000.0,,,5925000000.0,-4182000000.0,,,-10221000000.0,,,,,733000000.0,,,,,,2093000000.0,,,4455000000.0,475000000.0,,42000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,5076000000.0,,19170000000.0,,,,,,,,,,1987000000.0,,,1074000000.0,,,,,,396045000000.0,-21291000000.0,,389000000.0,,,-3000000.0,,370611000000.0,,125197000000.0,,,,,1091000000.0,1091000000.0,,,24054000000.0,,,18361000000.0,-9311000000.0,2399000000.0,-412000000.0,,,,,,,2151000000.0,16258000000.0,,,,-6435000000.0,,24884000000.0,,,,-816000000.0,,-1320000000.0,18415000000.0,22007000000.0,,3699000000.0,10617000000.0,,1677000000.0,,,,3294000000.0,,,5416000000.0,5076000000.0,,,6310000000.0,,,,,586000000.0,,,,,,1677000000.0,,,4546000000.0,302000000.0,,2075000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,-4647000000.0,,19626000000.0,,,,,,,,,,2163000000.0,,,871000000.0,,,,,,425816000000.0,-12876000000.0,,445000000.0,,,-182000000.0,,395826000000.0,,133824000000.0,,,,,884000000.0,884000000.0,,,26946000000.0,,,19403000000.0,-153000000.0,2806000000.0,-411000000.0,,,,,,,2151000000.0,18361000000.0,,,,-10230000000.0,,29440000000.0,,,,0.0,,-1005000000.0,26015000000.0,22916000000.0,,4076000000.0,14590000000.0,,1360000000.0,,,,-6217000000.0,,,5400000000.0,-4647000000.0,,,5768000000.0,,,,,476000000.0,,,,,,1360000000.0,,,4777000000.0,241000000.0,,968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,-22116000000.0,-9923000000.0,672460000000.0,28096000000.0,-13676000000.0,,,-241000000.0,32934000000.0,6737000000.0,28096000000.0,-2282000000.0,8733000000.0,7053000000.0,,47238000000.0,2342000000.0,3006000000.0,715348000000.0,5727000000.0,44691000000.0,23972000000.0,715348000000.0,-55979000000.0,8733000000.0,1325000000.0,,,-327000000.0,168000000.0,672460000000.0,,333116000000.0,114130000000.0,333116000000.0,,42338000000.0,2392000000.0,2392000000.0,2545000000.0,32305000000.0,47238000000.0,,20618000000.0,23972000000.0,-5967000000.0,20618000000.0,-1105000000.0,7087000000.0,5631000000.0,15833000000.0,-13676000000.0,,-14442000000.0,3460000000.0,19403000000.0,15833000000.0,,5390000000.0,-2107000000.0,,42338000000.0,18692000000.0,,20052000000.0,-12766000000.0,,-241000000.0,51252000000.0,32305000000.0,13343000000.0,15908000000.0,44691000000.0,,3603000000.0,,,,-12790000000.0,-986000000.0,,16193000000.0,-9923000000.0,5727000000.0,-119658000000.0,18195000000.0,,,,3460000000.0,1211000000.0,,,,27131000000.0,-436000000.0,3603000000.0,,,7087000000.0,-850000000.0,,2305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,-10416000000.0,,28592000000.0,,,,,,,,,,3498000000.0,,,1178000000.0,,,,,,713624000000.0,-47542000000.0,,730000000.0,,,114000000.0,,669708000000.0,,335049000000.0,,,,,1224000000.0,1199000000.0,,,47048000000.0,,,22371000000.0,1707000000.0,15352000000.0,-631000000.0,,,,,,,3346000000.0,23972000000.0,15351000000.0,,,1924000000.0,,43366000000.0,,,,-5287000000.0,,-214000000.0,49002000000.0,30350000000.0,,6762000000.0,44997000000.0,,1880000000.0,,,,-14121000000.0,,,8253000000.0,-10416000000.0,,,7081000000.0,,,,,656000000.0,,,,,,1880000000.0,,,7085000000.0,1776000000.0,,-1628000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,-5092000000.0,,28265000000.0,,,,,,,,,,3196000000.0,,,359000000.0,,,,,,712702000000.0,-41137000000.0,,651000000.0,,,-121000000.0,,669726000000.0,,324684000000.0,,,,,378000000.0,378000000.0,,,45356000000.0,,,24219000000.0,2317000000.0,17080000000.0,-694000000.0,,,,,,,3015000000.0,22371000000.0,16224000000.0,,,-6108000000.0,,42426000000.0,,,,-3877000000.0,,-834000000.0,49562000000.0,36122000000.0,,5688000000.0,38403000000.0,,585000000.0,,,,-7174000000.0,,,6871000000.0,-5092000000.0,,,4618000000.0,,,,,207000000.0,,,,,,585000000.0,,,7186000000.0,1053000000.0,,1843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-21212000000.0,,28021000000.0,,,,,,,,,,3020000000.0,,,436000000.0,,,,,,799300000000.0,-52886000000.0,,713000000.0,,,375000000.0,,756015000000.0,,364145000000.0,,,,,449000000.0,449000000.0,,,46754000000.0,,,22299000000.0,-15156000000.0,18253000000.0,-695000000.0,,,,,,,3002000000.0,24219000000.0,14683000000.0,,,-2341000000.0,,42735000000.0,,,,-649000000.0,,267000000.0,40071000000.0,31640000000.0,,5050000000.0,41240000000.0,,669000000.0,,,,-24080000000.0,,,7349000000.0,-21212000000.0,,,34505000000.0,,,,,220000000.0,,,,,,669000000.0,,,7268000000.0,1706000000.0,,-1863000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,-14764000000.0,33613000000.0,651926000000.0,26993000000.0,-3107000000.0,,,-442000000.0,29050000000.0,-3357000000.0,26993000000.0,-2697000000.0,2566000000.0,2831000000.0,,43622000000.0,-345000000.0,847000000.0,693575000000.0,1694000000.0,29345000000.0,22600000000.0,693575000000.0,-41357000000.0,2566000000.0,797000000.0,,,-459000000.0,7072000000.0,651926000000.0,,294942000000.0,200274000000.0,294942000000.0,,41099000000.0,-332000000.0,-332000000.0,2891000000.0,35343000000.0,43622000000.0,,14799000000.0,22600000000.0,23450000000.0,14799000000.0,-677000000.0,6292000000.0,1628000000.0,15347000000.0,-3107000000.0,,-12574000000.0,3006000000.0,22299000000.0,15347000000.0,,-1472000000.0,3168000000.0,,41099000000.0,23972000000.0,,-10683000000.0,-2761000000.0,,-442000000.0,61639000000.0,35343000000.0,12545000000.0,3879000000.0,29345000000.0,,-568000000.0,,,,30611000000.0,12318000000.0,,6577000000.0,33613000000.0,1719000000.0,-182922000000.0,-56887000000.0,,,,3006000000.0,-236000000.0,,,,21379000000.0,-91000000.0,-568000000.0,,,6292000000.0,2537000000.0,,176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,-12558000000.0,,27278000000.0,,,,,,,,,,2969000000.0,,,969000000.0,,,,,,712508000000.0,-59755000000.0,,631000000.0,,,325000000.0,,671377000000.0,,318874000000.0,,,,,982000000.0,982000000.0,,,42761000000.0,,,22637000000.0,-9624000000.0,14053000000.0,-684000000.0,,,,,,,3025000000.0,22600000000.0,16677000000.0,,,5606000000.0,,41131000000.0,,,,-5720000000.0,,-909000000.0,44564000000.0,32328000000.0,,3359000000.0,40694000000.0,,1487000000.0,,,,-15709000000.0,,,7598000000.0,-12558000000.0,,,22246000000.0,,,,,505000000.0,,,,,,1487000000.0,,,6304000000.0,1538000000.0,,64000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,-20795000000.0,,27605000000.0,,,,,,,,,,2905000000.0,,,1015000000.0,,,,,,740546000000.0,-38050000000.0,,828000000.0,,,93000000.0,,697810000000.0,,350788000000.0,,,,,1028000000.0,1028000000.0,,,47802000000.0,,,21878000000.0,3375000000.0,15351000000.0,-690000000.0,,,,,,,3029000000.0,22637000000.0,15517000000.0,,,-1037000000.0,,42736000000.0,,,,-1943000000.0,,79000000.0,42495000000.0,32395000000.0,,3616000000.0,31913000000.0,,1559000000.0,,,,-23417000000.0,,,7574000000.0,-20795000000.0,,,16605000000.0,,,,,531000000.0,,,,,,1559000000.0,,,6596000000.0,766000000.0,,-815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,25093000000.0,,26940000000.0,,,,,,,,,,2546000000.0,,,27000000.0,,,,,,741759000000.0,-75768000000.0,,529000000.0,,,-418000000.0,,698322000000.0,,361846000000.0,,,,,40000000.0,40000000.0,,,44552000000.0,,,18159000000.0,-7676000000.0,14550000000.0,-712000000.0,,,,,,,3032000000.0,21878000000.0,13362000000.0,,,-2608000000.0,,43437000000.0,,,,-3487000000.0,,1465000000.0,70700000000.0,31606000000.0,,3580000000.0,26421000000.0,,60000000.0,,,,23050000000.0,,,6947000000.0,25093000000.0,,,-21465000000.0,,,,,20000000.0,,,,,,60000000.0,,,6752000000.0,1474000000.0,,-4048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
