,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyAccountsPayable,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyDilutedAverageShares,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,quarterlyTaxProvision,annualBasicEPS,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualTotalRevenue,annualCostOfRevenue,annualCapitalStock,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualOperatingExpense,annualFreeCashFlow,quarterlyCurrentAssets,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyCostOfRevenue,annualGoodwill,annualPretaxIncome,annualDilutedAverageShares,annualCommonStockIssuance,trailingSaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualBasicAverageShares,annualEndCashPosition,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualEbitda,annualNetPPE,annualOperatingCashFlow,annualCurrentAssets,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingNetOtherFinancingCharges,annualInventory,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
962323200,,-1955000.0,4802000.0,,,,,,0.009167,,,,,,,,,9384000.0,-34000.0,15425000.0,,186000.0,,,40360000.0,,,,,,,45209000.0,45209000.0,54626000.0,1523000.0,,,,10510000.0,484200000.0,,,7067000.0,,2400000.0,,,,,-8634000.0,,,,,,,,,,,,67465000.0,,,6417000.0,,,,,26682000.0,8386000.0,,,,,-2081000.0,528000.0,,6041000.0,13034000.0,,,643000.0,31801000.0,,,1865000.0,,,,19144000.0,14557000.0,,,15583000.0,,,,,,,,,4849000.0,,6305000.0,0.0,,,,,83048000.0,16376000.0,,,,,,1026000.0,4017000.0,4017000.0,,,,,,,,,8358000.0,,,,,,,,,,13865000.0,,,0.008333,,-166000.0,45209000.0,,,,,,,13865000.0,,,,-38000.0,,,,,4017000.0,,,,-4036000.0,,1354000.0,,,28422000.0,,,3719000.0,,444840000.0,,,,,,,,,,,,,,,,,,,,,
970272000,,0.0,4631000.0,,,,,,0.010833,,,,,,,,,10918000.0,-54000.0,17997000.0,,186000.0,,,45209000.0,,,,,,,52836000.0,52836000.0,60132000.0,1903000.0,,,,12859000.0,482616000.0,,,8324000.0,,2859000.0,,,440000.0,,-9786000.0,,,,,,,,,,,,77522000.0,,,7644000.0,,,,,31467000.0,10688000.0,,,,,-3481000.0,440000.0,,7079000.0,17917000.0,,,2580000.0,37107000.0,,,1561000.0,,,,22645000.0,19820000.0,,,17856000.0,,,,,,,,,7627000.0,,7207000.0,0.0,,,,,95378000.0,19110000.0,,,,,,1245000.0,4785000.0,4785000.0,,,,,,,,,9673000.0,,,,,,,,,,15426000.0,,,0.01,,-167000.0,52836000.0,,,,0.0,,,15426000.0,,,,0.0,,,,,4785000.0,,,,-3481000.0,,1275000.0,,,35246000.0,,,3722000.0,,446016000.0,,,,,,,,,,,,,,,,,,,,,
978220800,19335000.0,0.0,3758000.0,17683000.0,23865000.0,26934000.0,,,,0.0,42641000.0,,,,,,35959000.0,12156000.0,-50000.0,20041000.0,,186000.0,,-10652000.0,52836000.0,-530000.0,,21317000.0,,,,61976000.0,61976000.0,66116000.0,2857000.0,,,1763000.0,15937000.0,,,8000.0,9150000.0,,3237000.0,0.039583,,398000.0,,-10997000.0,17683000.0,,,,137031000.0,70437000.0,186000.0,,,40466000.0,19568000.0,88223000.0,-10997000.0,66594000.0,8656000.0,,,,6341000.0,36886000.0,13027000.0,,,-141000.0,,-4297000.0,406000.0,,7885000.0,23865000.0,,,4601000.0,41053000.0,43424000.0,,1276000.0,,,,26934000.0,26722000.0,,16702000.0,21317000.0,36886000.0,,,17683000.0,-1955000.0,,,,9140000.0,,8730000.0,0.0,,,,,109540000.0,21012000.0,,28247000.0,486144000.0,1755000.0,,1265000.0,5419000.0,5419000.0,26128000.0,-12607000.0,,2857000.0,,0.03625,,,10891000.0,,66116000.0,3758000.0,,,445560000.0,61976000.0,10564000.0,,16702000.0,4507000.0,,,109540000.0,-99000.0,61976000.0,,,,,26722000.0,61976000.0,16702000.0,,,,8000.0,,,,,5419000.0,,,,-4297000.0,,1195000.0,61976000.0,1195000.0,43424000.0,,,4185000.0,16702000.0,,-50000.0,4185000.0,30635000.0,15937000.0,30220000.0,88223000.0,,,,,,,,,,,,,,,
985996800,,0.0,4137000.0,,,,,,0.0125,,,,,,,,,12646000.0,-166000.0,21035000.0,,187000.0,,,61976000.0,,,,,,,60966000.0,60966000.0,72844000.0,2230000.0,,,,17641000.0,485568000.0,,,9827000.0,,3325000.0,,,,,-12290000.0,,,,,,,,,,,,88773000.0,,,8890000.0,,,,,42450000.0,1458000.0,,,,,-3108000.0,756000.0,,8389000.0,0.0,,,-8536000.0,43404000.0,,,1713000.0,,,,29931000.0,20536000.0,,,23022000.0,,,,,,,,,-1010000.0,,-1650000.0,0.0,,,18306000.0,19944000.0,111795000.0,22369000.0,,,,,,1438000.0,5565000.0,5565000.0,,,,,,,,,11208000.0,,,,,,,,,,18415000.0,,,0.011667,,-245000.0,60966000.0,,,,,,,18415000.0,,,,0.0,,,,,5565000.0,,,,-3108000.0,,1116000.0,,,38951000.0,,,4265000.0,,448752000.0,,,,,,,,,,,,,,,,,,,,,
993859200,,0.0,4483000.0,,,,,,0.012917,,,,,,,,,13156000.0,-159000.0,22030000.0,,191000.0,,,60966000.0,,,,,,,67659000.0,67659000.0,82953000.0,2020000.0,,,,18370000.0,491136000.0,,,10373000.0,,3494000.0,,,,,-13738000.0,,,,,,,,,,,,99721000.0,,,9341000.0,,,,,48298000.0,6485000.0,,,,,-2178000.0,2379000.0,,8874000.0,18171000.0,,,-4809000.0,45411000.0,,,1724000.0,,,,32108000.0,20191000.0,,,23562000.0,,,,,,,,,6693000.0,,4307000.0,0.0,,,,23223000.0,123283000.0,23381000.0,,,,,,1499000.0,5847000.0,5847000.0,,,,,,,,,11657000.0,,,,,,,,,,20139000.0,,,0.012083,,-150000.0,67659000.0,,,,,,,20139000.0,,,,22000.0,,,,,5847000.0,,,,-2178000.0,,1036000.0,,,40330000.0,,,4156000.0,,453912000.0,,,,,,,,,,,,,,,,,,,,,
1001808000,,0.0,4291000.0,,,,,,0.013333,,,,,,,,,13070000.0,-109000.0,22393000.0,,193000.0,,,67659000.0,,,,,,,79767000.0,79767000.0,92496000.0,3011000.0,,,,22197000.0,492360000.0,,,10952000.0,,3649000.0,,,1713000.0,,-15308000.0,,,,,,,,,,,,111264000.0,,,9757000.0,,,,,54406000.0,15772000.0,,,,,-5405000.0,1691000.0,,9323000.0,20689000.0,,,3810000.0,45502000.0,,,2238000.0,,,,37505000.0,23700000.0,,,27309000.0,,,,,,,,,12108000.0,,10367000.0,0.0,,,,27206000.0,138573000.0,23109000.0,,,,,,1629000.0,6108000.0,6108000.0,,,,,,,,,11441000.0,,,,,,,,,,22377000.0,,,0.0125,,-209000.0,79767000.0,,,,,,,22377000.0,,,,-22000.0,,,,,6108000.0,,,,-5405000.0,,957000.0,,,46077000.0,,,4155000.0,,460416000.0,,,,,,,,,,,,,,,,,,,,,
1009756800,23001000.0,0.0,4392000.0,22160000.0,0.0,41144000.0,,,,0.0,61976000.0,,,,,,44942000.0,12438000.0,-158000.0,21472000.0,,193000.0,,-14953000.0,79767000.0,-2722000.0,,27648000.0,,,,84977000.0,84977000.0,98792000.0,3652000.0,,,5983000.0,24339000.0,,,0.0,10836000.0,,2771000.0,0.04875,,1165000.0,,-16805000.0,22160000.0,,,,177778000.0,90848000.0,193000.0,,,51310000.0,17126000.0,117335000.0,-16805000.0,86930000.0,7411000.0,,,,7791000.0,59046000.0,8364000.0,,,-12664000.0,,-4262000.0,1157000.0,,9034000.0,0.0,,,-3129000.0,43461000.0,46191000.0,,2116000.0,,,,41144000.0,21698000.0,,24493000.0,27648000.0,59046000.0,,,22160000.0,0.0,,,22544000.0,5210000.0,,4102000.0,0.0,,,18046000.0,22544000.0,144983000.0,21989000.0,,35399000.0,488904000.0,5991000.0,,1801000.0,4640000.0,4640000.0,35620000.0,-14953000.0,,3652000.0,,0.045417,,,10636000.0,,98792000.0,4392000.0,,,456408000.0,84977000.0,13239000.0,,24493000.0,6367000.0,,,144983000.0,-2118000.0,84977000.0,,18046000.0,,,21698000.0,84977000.0,24493000.0,,,,-8000.0,,,,,4640000.0,,,,-4262000.0,,878000.0,84977000.0,878000.0,46191000.0,,,2431000.0,24493000.0,,-158000.0,2431000.0,41988000.0,24339000.0,32079000.0,117335000.0,,,,,,,,,,,,,,,
1017532800,,0.0,6101000.0,,,,,,0.015417,,,,,,,,,13149000.0,-204000.0,22295000.0,,194000.0,,,84977000.0,,,,,,,91186000.0,91186000.0,106953000.0,3560000.0,,,,24247000.0,493608000.0,,,11073000.0,,2307000.0,,,,,-18691000.0,,,,,,,,,,,,127072000.0,,,9416000.0,,,,,66155000.0,7525000.0,,,,,-1944000.0,674000.0,,9146000.0,0.0,,,-2773000.0,46484000.0,,,511000.0,,,,42938000.0,22364000.0,,,27249000.0,,,,,,,,,6209000.0,,5581000.0,0.0,,,18804000.0,23774000.0,154321000.0,24189000.0,,,,,,1927000.0,7109000.0,7109000.0,,,,,,,,,11222000.0,,,,,,,,,,25004000.0,,,0.014583,,-159000.0,91186000.0,,,,,,,25004000.0,,,,0.0,,,,,7109000.0,,,,-1944000.0,,878000.0,,,47368000.0,,,2124000.0,,464760000.0,,,,,,,,,,,,,,,,,,,,,
1025395200,,0.0,7986000.0,,,,,,0.018333,,,,,,,,,14308000.0,-62000.0,25010000.0,,197000.0,,,91186000.0,,,,,,,103843000.0,103843000.0,123093000.0,4607000.0,,,,25165000.0,505320000.0,,,12449000.0,,2506000.0,,,,,-20604000.0,,,,,,,,,,,,149944000.0,,,11153000.0,,,,,74802000.0,12851000.0,,,,,-2897000.0,5305000.0,,10702000.0,0.0,,,-217000.0,54358000.0,,,587000.0,,,,45769000.0,32108000.0,,,30848000.0,,,,,,,,,12657000.0,,9954000.0,0.0,,,27501000.0,31082000.0,180792000.0,29348000.0,,,,,,1747000.0,8647000.0,8647000.0,,,,,,,,,12561000.0,,,,,,,,,,25591000.0,,,0.017083,,46000.0,103843000.0,,,,,,,25591000.0,,,,0.0,,,,,8647000.0,,,,-5641000.0,,878000.0,,,57699000.0,,,4805000.0,,469896000.0,,,,,,,,,,,,,,,,,,,,,
1033344000,,-2744000.0,6877000.0,,,,,,0.020417,,,,,,,,,16155000.0,-256000.0,28263000.0,,200000.0,,,103843000.0,,,,,,,123082000.0,123082000.0,142622000.0,4817000.0,,,,25906000.0,514824000.0,,,14113000.0,,2936000.0,,,6981000.0,,-22622000.0,,,,,,,,,,,,169316000.0,,,12603000.0,,,,,84469000.0,15210000.0,,,,,-2758000.0,6981000.0,,12108000.0,0.0,,,409000.0,61233000.0,,,-119000.0,,,,48528000.0,32682000.0,,,31460000.0,,,,,,,,,19239000.0,,12452000.0,0.0,,,27865000.0,31820000.0,200776000.0,32970000.0,,,,,,2005000.0,9667000.0,9667000.0,,,,,,,,,14150000.0,,,,,,,,,,25472000.0,,,0.01875,,24000.0,123082000.0,,,,,,,25472000.0,,,,0.0,,,,,9667000.0,,,,-2758000.0,,878000.0,,,58154000.0,,,4676000.0,,476688000.0,,,,,,,,,,,,,,,,,,,,,
1041292800,41234000.0,-10452000.0,8618000.0,34562000.0,0.0,63649000.0,,,,0.0,84977000.0,,,,,,53345000.0,17575000.0,-185000.0,30817000.0,,204000.0,,-22268000.0,123082000.0,-1915000.0,,55639000.0,,,,126211000.0,126211000.0,165481000.0,6948000.0,,,20043000.0,39090000.0,,,0.0,15405000.0,,2780000.0,0.072917,,7083000.0,,-24559000.0,34562000.0,,,,229086000.0,122701000.0,204000.0,,,61187000.0,34414000.0,175834000.0,-24559000.0,106385000.0,11919000.0,,,,12000.0,93608000.0,21096000.0,,,1645000.0,,-14669000.0,7083000.0,,13242000.0,0.0,,,4226000.0,67011000.0,65992000.0,,-967000.0,,,,63649000.0,41487000.0,,24505000.0,55639000.0,93608000.0,878000.0,,34562000.0,-13196000.0,,,36697000.0,3129000.0,,6427000.0,0.0,,,34539000.0,36697000.0,231473000.0,36194000.0,878000.0,45091000.0,509544000.0,20043000.0,,2163000.0,9139000.0,9139000.0,45198000.0,-35464000.0,,6948000.0,,0.067917,,,15412000.0,,165481000.0,8618000.0,,,473928000.0,126211000.0,10529000.0,,24505000.0,7842000.0,,,231473000.0,-1826000.0,126211000.0,,34539000.0,,,41487000.0,126211000.0,24505000.0,,,,0.0,,,,,9139000.0,,,,-25121000.0,,12870000.0,126211000.0,12870000.0,65992000.0,,,2801000.0,24505000.0,,-185000.0,2801000.0,53040000.0,39090000.0,56682000.0,175834000.0,,,,,,,,,,,,,,,
1049068800,,0.0,9062000.0,,,,,,0.02125,,,,,,,,,19033000.0,-195000.0,33557000.0,,615000.0,,,126211000.0,,,,,,,126647000.0,126647000.0,179630000.0,5643000.0,,,,42766000.0,527944000.0,,,17146000.0,,2560000.0,,,2823000.0,,-25550000.0,,,,,,,,,,,,182542000.0,,,12738000.0,,,,,103786000.0,6727000.0,,,,,-6054000.0,-227000.0,,14524000.0,0.0,,,-9267000.0,74516000.0,,,32000.0,,,,68316000.0,37525000.0,,,59150000.0,,,,,,,,,436000.0,,673000.0,0.0,,,31882000.0,40610000.0,241692000.0,40959000.0,,,,,,2622000.0,10178000.0,10178000.0,,,,,,,,,16411000.0,,,,,,,,,,24537000.0,,,0.01875,,-2207000.0,126647000.0,,,,,,,24537000.0,,,,-3050000.0,,,,,10178000.0,,,,-6054000.0,,13408000.0,,,62062000.0,,,2976000.0,,490552000.0,,,,,,,,,,,,,,,,,,,,,
1056931200,,-3816000.0,13886000.0,,,,,,0.0275,,,,,,,,,23119000.0,-55000.0,40247000.0,,623000.0,,,126647000.0,,,,,,,137739000.0,137739000.0,203397000.0,6839000.0,,,,47765000.0,529912000.0,,,19895000.0,,4044000.0,,,6056000.0,,-28411000.0,,,,,,,,,,,,203859000.0,,,17546000.0,,,,,117288000.0,16271000.0,,,,,-7646000.0,6143000.0,,17128000.0,0.0,,,-5962000.0,87446000.0,,,1887000.0,,,,76176000.0,41591000.0,,,67553000.0,,,,,,,,,11092000.0,,8625000.0,0.0,,,34752000.0,42908000.0,271412000.0,47199000.0,,,,,,2767000.0,13502000.0,13502000.0,,,,,,,,,20352000.0,,,,,,,,,,26424000.0,,,0.025,,98000.0,137739000.0,,,,,,,26424000.0,,,,87000.0,,,,,13502000.0,,,,-11462000.0,,16770000.0,,,68015000.0,,,3018000.0,,495080000.0,,,,,,,,,,,,,,,,,,,,,
1064880000,,0.0,8139000.0,,,,,,0.03125,,,,,,,,,25869000.0,237000.0,45143000.0,,636000.0,,,137739000.0,,,,,,,159749000.0,159749000.0,236969000.0,6289000.0,,,,51656000.0,552656000.0,,,22282000.0,,3910000.0,,,9318000.0,,-31130000.0,,,,,,,,,,,,242870000.0,,,19870000.0,,,,,133248000.0,18962000.0,,,,,-6562000.0,9318000.0,,19274000.0,43281000.0,,,-9087000.0,98111000.0,,,1030000.0,,,,82786000.0,49570000.0,,,71123000.0,,,,,,,,,22010000.0,,12400000.0,0.0,,,,53215000.0,313993000.0,52968000.0,,,,,,3008000.0,15960000.0,15960000.0,,,,,,,,,22861000.0,,,,,,,,,,27454000.0,,,0.02875,,-21000.0,159749000.0,,,,,,,27454000.0,,,,0.0,,,,,15960000.0,,,,-6562000.0,,16436000.0,,,77024000.0,,,3031000.0,,503216000.0,,,,,,,,,,,,,,,,,,,,,
1072828800,68010000.0,0.0,22480000.0,57365000.0,0.0,92606000.0,,,,0.0,126211000.0,,,,,,84259000.0,26164000.0,4000000.0,49560000.0,,643000.0,,-29991000.0,159749000.0,366000.0,,82092000.0,,,,194221000.0,194221000.0,274070000.0,9423000.0,,,21777000.0,58438000.0,,,-2963000.0,26935000.0,,4352000.0,0.115,,6543000.0,,-34168000.0,57365000.0,,,,368231000.0,199724000.0,643000.0,,,94185000.0,49871000.0,278497000.0,-34168000.0,168507000.0,22077000.0,,,,-622000.0,150973000.0,37902000.0,,,-13226000.0,,-9729000.0,6543000.0,,23396000.0,0.0,,,11090000.0,108158000.0,86519000.0,,-3571000.0,,,,92606000.0,62636000.0,,23883000.0,82092000.0,150973000.0,,,57365000.0,0.0,,,52253000.0,34472000.0,,28173000.0,0.0,,,53213000.0,52253000.0,360589000.0,58598000.0,,72231000.0,543256000.0,24740000.0,,3539000.0,17725000.0,17725000.0,74322000.0,-37814000.0,,9423000.0,,0.105,,,24635000.0,,274070000.0,22480000.0,,,500040000.0,194221000.0,14866000.0,,23883000.0,11936000.0,,,360589000.0,2496000.0,194221000.0,,53213000.0,,,62636000.0,194221000.0,23883000.0,,,,0.0,,,,,17725000.0,,,,-13736000.0,,20913000.0,194221000.0,20913000.0,86519000.0,,,2741000.0,23883000.0,,4000000.0,2741000.0,86258000.0,58438000.0,79862000.0,278497000.0,,,,,,,,,,,,,,,
1080691200,,0.0,23950000.0,,,,,,0.03875,,,,,,,,,31047000.0,5522000.0,54734000.0,,646000.0,,,194221000.0,,,,,,,198859000.0,161985000.0,304213000.0,8468000.0,,,,57813000.0,566608000.0,,,27552000.0,,5040000.0,,,4543000.0,,-37657000.0,,,,,,,,,,,,307041000.0,,,24828000.0,,,,,170761000.0,2759000.0,,,,,-2691000.0,4543000.0,,23687000.0,0.0,,,-23678000.0,119744000.0,,,-1585000.0,,,,95470000.0,62839000.0,,,82309000.0,,,,,,,36874000.0,,-32236000.0,,68000.0,0.0,,,54371000.0,71512000.0,389350000.0,65010000.0,,,,,,3865000.0,19788000.0,19788000.0,,,,,,,,,27182000.0,,,,,,,,,,22298000.0,,,0.035,,301000.0,161985000.0,,,,-36874000.0,,,22298000.0,,,,0.0,,,,,19788000.0,,,,-41060000.0,,21343000.0,,,85137000.0,,,3153000.0,,515520000.0,,,,,,,,,,,,,,,,,,,,,
1088553600,,0.0,36994000.0,,,,,,0.045,,,,,,,,,35371000.0,4305000.0,63161000.0,,1312000.0,,,161985000.0,,,,,,,233173000.0,197027000.0,349549000.0,9169000.0,,,,58110000.0,564656000.0,,,31618000.0,,4724000.0,,,8352000.0,,-40942000.0,,,,,,,,,,,,360205000.0,,,28525000.0,,,,,194562000.0,30805000.0,,,,,-3626000.0,8352000.0,,27790000.0,0.0,,,-9525000.0,138719000.0,,,-1789000.0,,,,99052000.0,72625000.0,,,82478000.0,,,,,,,36146000.0,,35042000.0,,27179000.0,0.0,,,63456000.0,76353000.0,442683000.0,75558000.0,,,,,,3828000.0,23801000.0,23801000.0,,,,,,,,,31543000.0,,,,,,,,,,20509000.0,,,0.0425,,-80000.0,197027000.0,,,,0.0,,,20509000.0,,,,0.0,,,,,23801000.0,,,,-3626000.0,,20712000.0,,,93134000.0,,,3656000.0,,520468000.0,,,,,,,,,,,,,,,,,,,,,
1096502400,,0.0,37880000.0,,,,,,0.05,,,,,,,,,39972000.0,4177000.0,70844000.0,,1326000.0,,,197027000.0,,,,,,,270391000.0,250370000.0,394109000.0,11739000.0,,,,70075000.0,570884000.0,,,34955000.0,,5835000.0,,,10804000.0,,-43086000.0,,,,,,,,,,,,412004000.0,,,31887000.0,,,,,220614000.0,41972000.0,,,,,-15474000.0,10804000.0,,30872000.0,0.0,,,7967000.0,155429000.0,,,-4060000.0,,,,113161000.0,96284000.0,,,94838000.0,,,,,,,20021000.0,,53343000.0,,26498000.0,0.0,,,84545000.0,86781000.0,506842000.0,84585000.0,,,,,,4083000.0,26052000.0,26052000.0,,,,,,,,,35889000.0,,,,,,,,,,16449000.0,,,0.045,,-252000.0,250370000.0,,,,-6477000.0,,,16449000.0,,,,0.0,,,,,26052000.0,,,,1082000.0,,20230000.0,,,112733000.0,,,4533000.0,,526988000.0,,,,,,,,,,,,,,,,,,,,,
1104451200,99225000.0,0.0,11904000.0,100243000.0,9566000.0,138141000.0,,,,0.0,194221000.0,0.0,,,,,132796000.0,42853000.0,9649000.0,78124000.0,,1342000.0,,-46581000.0,250370000.0,86000.0,15044000.0,118748000.0,,,,314761000.0,293446000.0,453529000.0,11190000.0,,,36768000.0,90705000.0,,,0.0,39942000.0,,6253000.0,0.1925,,13069000.0,15044000.0,-47436000.0,100243000.0,,,,586673000.0,319810000.0,1342000.0,,,149243000.0,80752000.0,453997000.0,-47436000.0,266863000.0,36855000.0,,,,-22326000.0,251216000.0,51797000.0,,,-4357000.0,,-24790000.0,13069000.0,,35271000.0,9566000.0,,,20879000.0,172781000.0,119216000.0,,-14892000.0,,,,138141000.0,115060000.0,,4156000.0,118748000.0,251216000.0,,,100243000.0,0.0,,21315000.0,96363000.0,43076000.0,-43351000.0,27007000.0,0.0,,,79260000.0,96363000.0,572745000.0,94657000.0,,122095000.0,570224000.0,36768000.0,,4671000.0,30602000.0,30602000.0,117620000.0,-68394000.0,,11190000.0,,0.175,,,38182000.0,,453529000.0,11904000.0,,,523960000.0,293446000.0,21852000.0,,4156000.0,16447000.0,,,572745000.0,117000.0,293446000.0,,79260000.0,,0.0,115060000.0,293446000.0,4156000.0,,,,0.0,,,,23033000.0,30602000.0,,,,-24790000.0,21315000.0,21827000.0,314761000.0,21827000.0,119216000.0,,,6216000.0,4156000.0,,9649000.0,6216000.0,134067000.0,90705000.0,127333000.0,453997000.0,,,,,,,,,,,,,,,
1112227200,,0.0,15263000.0,,,,,,0.06,,,40606000.0,,,,,,46500000.0,8068000.0,83687000.0,,1351000.0,,,199296000.0,,,,,,,314394000.0,174988000.0,507086000.0,13107000.0,,,,94638000.0,583284000.0,,,42277000.0,,6925000.0,,,11182000.0,,-47436000.0,,,,,,,,,,,,482379000.0,,,38903000.0,,,,,283194000.0,-394000.0,,,,,-8640000.0,11182000.0,,37187000.0,0.0,,,-42224000.0,181681000.0,,,-7642000.0,,,,142074000.0,96534000.0,,,122468000.0,,,,,,,139406000.0,,-24308000.0,,-9034000.0,0.0,,,83427000.0,112452000.0,604847000.0,97994000.0,,,,,,5090000.0,31978000.0,31978000.0,,,,,,,,,41410000.0,,,,,,,,,,1227000.0,,,0.055,,-124000.0,174988000.0,,,,-65309000.0,,,1227000.0,,,,0.0,,,,,31978000.0,,,,-34526000.0,,21204000.0,,,97761000.0,,,6626000.0,,537940000.0,,,,,,,,,,,,,,,,,,,,,
1120089600,,0.0,15826000.0,,,,,,0.0675,,,35275000.0,,,,,,51575000.0,4540000.0,93943000.0,,1365000.0,,,174988000.0,,,,,,,326802000.0,180123000.0,565188000.0,16363000.0,,,,108522000.0,586216000.0,,,47817000.0,,7802000.0,,,11829000.0,,-56999000.0,,,,,,,,,,,,531858000.0,,,43834000.0,,,,,319226000.0,31055000.0,,,,,-13712000.0,11829000.0,,42368000.0,0.0,,,-15921000.0,211711000.0,,,-3842000.0,,,,165521000.0,118020000.0,,,151350000.0,,,,,,,146679000.0,,5135000.0,,17343000.0,,,,101657000.0,143076000.0,683208000.0,117768000.0,,,,,,5449000.0,36032000.0,36032000.0,,,,,,,,,46126000.0,,,,,,,,,,,,,0.0625,,-595000.0,180123000.0,,,,-43239000.0,,,,,,,0.0,,,,,36032000.0,,,,-35783000.0,,35112000.0,,,118020000.0,,,7125000.0,,542748000.0,,,,,,,,,,,,,,,,,,,,,
