,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyAccountsPayable,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyDilutedAverageShares,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,quarterlyTaxProvision,annualBasicEPS,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualTotalRevenue,annualCostOfRevenue,annualCapitalStock,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualOperatingExpense,annualFreeCashFlow,quarterlyCurrentAssets,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyCostOfRevenue,annualGoodwill,annualPretaxIncome,annualDilutedAverageShares,annualCommonStockIssuance,trailingSaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualBasicAverageShares,annualEndCashPosition,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualEbitda,annualNetPPE,annualOperatingCashFlow,annualCurrentAssets,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingNetOtherFinancingCharges,annualInventory,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,,,,,,,0.002498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437472000.0,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,,,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,0.002082,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,437472000.0,,,,,,,,,,,,,,,,,,,,,
899164800,,,2100000.0,,,,,,0.00333,,,,,,,,,3700000.0,,5400000.0,,,,,,,,,,,,21500000.0,21500000.0,28100000.0,900000.0,,,,5400000.0,330330330.0,,,2200000.0,,600000.0,,,,,-3200000.0,,,,,,,,,,,,32500000.0,,,1700000.0,,,,,3700000.0,,,,,,,,,1700000.0,7200000.0,,,,12700000.0,,,,,,,8600000.0,8100000.0,,,7600000.0,,,,,,,,,,,,100000.0,,,,,40100000.0,7300000.0,,,,,,,1100000.0,1100000.0,,,,,,,,,3200000.0,,,,,,,,,,3900000.0,,,0.00333,,100000.0,,,,,,,,3800000.0,,,,,,,,,1100000.0,,,,,,2000000.0,,,12000000.0,,,200000.0,,330330330.0,,,,,,,,,,,,,,,,,,,,,
907113600,,0.0,2500000.0,,,,,,0.004163,,,,,,,,,4900000.0,,7300000.0,,,,,0.0,,,,,,,26100000.0,26100000.0,29900000.0,900000.0,,,,5500000.0,453756840.0,,,3000000.0,,1000000.0,,,0.0,,-3900000.0,,,,,,,,,,,,37100000.0,,,2700000.0,,,,,5400000.0,5100000.0,,,,,-600000.0,0.0,,2400000.0,9000000.0,,,1800000.0,16200000.0,,,900000.0,,,,9400000.0,9900000.0,,,7600000.0,,,,,,,,,4500000.0,,4500000.0,100000.0,,,,,44700000.0,8900000.0,,,,,,600000.0,1700000.0,1700000.0,,,,,,,,,4300000.0,,,,,,,,,,4900000.0,,,0.003747,,300000.0,0.0,,,,,,,4800000.0,,,,0.0,,,,,1700000.0,,,,-600000.0,,1900000.0,,,14800000.0,,,200000.0,,408408408.0,,,,,,,,,,,,,,,,,,,,,
915062400,25700000.0,0.0,1800000.0,6000000.0,11300000.0,10400000.0,,,,,2700000.0,,,,,,15500000.0,5900000.0,,9800000.0,,,,-3700000.0,0.0,600000.0,,9300000.0,,,,28400000.0,28400000.0,32600000.0,1700000.0,,,16100000.0,6300000.0,,,200000.0,4500000.0,,1500000.0,0.015833,,800000.0,,-4100000.0,6000000.0,,,,58600000.0,31900000.0,,,,17700000.0,9700000.0,42400000.0,-4100000.0,26700000.0,4000000.0,,,,3500000.0,8000000.0,3600000.0,,,1500000.0,,-1300000.0,200000.0,,3900000.0,11300000.0,,,-1000000.0,19500000.0,19100000.0,,1300000.0,,,,10400000.0,13000000.0,,,9300000.0,8000000.0,,,6000000.0,0.0,,,,2400000.0,,2300000.0,,,,,,51700000.0,9700000.0,,9600000.0,396912000.0,23300000.0,,600000.0,2500000.0,2500000.0,9000000.0,-3700000.0,,1700000.0,,0.015208,,200000.0,5300000.0,,32600000.0,1800000.0,,,381264000.0,0.0,3600000.0,,6100000.0,2200000.0,,,51700000.0,200000.0,0.0,,,,,13000000.0,28400000.0,,,,,200000.0,,,,,2500000.0,,,,-1300000.0,,1800000.0,28400000.0,1800000.0,19100000.0,-800000.0,,1200000.0,6100000.0,,,1200000.0,11200000.0,6300000.0,13400000.0,42400000.0,,,,,,,,,,,,,,,
922838400,,0.0,2300000.0,,,,,,0.006244,,,,,,,,,5600000.0,,9700000.0,,,,,28400000.0,,,,,,,25100000.0,25100000.0,35500000.0,1700000.0,,,,6900000.0,448430493.0,,,4700000.0,,1600000.0,,,100000.0,,-4700000.0,,,,,,,,,,,,43700000.0,,,4400000.0,,,,,10700000.0,-2200000.0,,,,,-1200000.0,100000.0,,4100000.0,100000.0,,,-7200000.0,20400000.0,,,1600000.0,,,,11600000.0,10700000.0,,,10100000.0,,,,,,,,,-3300000.0,,-3400000.0,-100000.0,,,,,53800000.0,10700000.0,,,,,,600000.0,2800000.0,2800000.0,,,,,,,,,5000000.0,,,,,,,,,,7600000.0,,,0.006244,,400000.0,0.0,,,,,,,7700000.0,,,8900000.0,0.0,,,,,2800000.0,,,,-1200000.0,,1800000.0,,,18300000.0,,,1400000.0,,448430493.0,,,,,,,,,,,,,,,,,,,,,
930700800,,0.0,2100000.0,,,,,,0.005828,,,,,,,,,6500000.0,,10400000.0,,,,,0.0,,,,,,,29400000.0,29400000.0,38100000.0,1100000.0,,,,8300000.0,446160446.0,,,4600000.0,,1500000.0,,,100000.0,,-5300000.0,,,,,,,,,,,,45100000.0,,,4100000.0,,,,,13300000.0,6200000.0,,,,,-2000000.0,100000.0,,3900000.0,9200000.0,,,2600000.0,21500000.0,,,200000.0,,,,13600000.0,10300000.0,,,11300000.0,,,,,,,,,4200000.0,,4200000.0,100000.0,,,,,56400000.0,11100000.0,,,,,,700000.0,2600000.0,2600000.0,,,,,,,,,5800000.0,,,,,,,,,,8000000.0,,,0.005828,,200000.0,0.0,,,,,,,7900000.0,,,,0.0,,,,,2600000.0,,,,-2000000.0,,1700000.0,,,18300000.0,,,1300000.0,,446160446.0,,,,,,,,,,,,,,,,,,,,,
938649600,,0.0,1800000.0,,,,,,0.00666,,,,,,,,,6900000.0,,11100000.0,,100000.0,,,0.0,,,,,,,33700000.0,33700000.0,41100000.0,1200000.0,,,,9300000.0,464445868.0,,,5100000.0,,1700000.0,,,100000.0,,-6000000.0,,,,,,,,,,,,48700000.0,,,4600000.0,,,,,16100000.0,5900000.0,,-300000.0,,,-1700000.0,100000.0,,4200000.0,10200000.0,,,1700000.0,22900000.0,,,700000.0,,,,15300000.0,11400000.0,,,12300000.0,,,,,,,,,4400000.0,,4200000.0,-100000.0,,,,,61000000.0,11800000.0,,,,,,900000.0,2900000.0,2900000.0,,,,,,,,,6000000.0,,,,,,,,,,8500000.0,,,0.006244,,100000.0,33700000.0,,,,,,,8600000.0,,,,0.0,,,,,2900000.0,,,,-1700000.0,,1600000.0,,,19900000.0,,,1400000.0,,435435435.0,,,,,,,,,,,,,,,,,,,,,
946598400,14200000.0,0.0,3000000.0,11200000.0,11800000.0,16300000.0,,,,-100000.0,28400000.0,,,,,,23100000.0,7100000.0,,11600000.0,,100000.0,,-5900000.0,33700000.0,0.0,,12300000.0,,,,42600000.0,42600000.0,45500000.0,1400000.0,,,1600000.0,9500000.0,,,0.0,5300000.0,,1800000.0,0.025417,,1300000.0,,-6800000.0,11200000.0,,,,88900000.0,46200000.0,100000.0,,,26100000.0,12700000.0,56700000.0,-6800000.0,42700000.0,4800000.0,,,,4300000.0,19200000.0,8700000.0,,0.0,200000.0,,-1000000.0,1300000.0,,4500000.0,11800000.0,,,3100000.0,24100000.0,23500000.0,,1800000.0,,,,16300000.0,13200000.0,,10400000.0,12300000.0,19200000.0,,,11200000.0,0.0,,,,8900000.0,,7700000.0,-100000.0,,,,,69000000.0,12500000.0,,17900000.0,465984000.0,1600000.0,,800000.0,3000000.0,3000000.0,16600000.0,-5900000.0,,1400000.0,,0.024167,,-100000.0,6300000.0,,45500000.0,3000000.0,,,440208000.0,42600000.0,6700000.0,,10300000.0,3000000.0,,,69000000.0,-100000.0,42600000.0,,,,,13200000.0,42600000.0,10400000.0,,,,0.0,,,,,3000000.0,,,,-1000000.0,,1500000.0,42600000.0,1500000.0,23500000.0,,,1300000.0,10300000.0,,,1300000.0,19600000.0,9500000.0,18600000.0,56700000.0,,,,,,,,,,,,,,,
954460800,,0.0,3740000.0,,,,,,0.007917,,,,,,,,,8008000.0,-5000.0,13131000.0,,186000.0,,,42641000.0,,,,,,,40360000.0,40360000.0,49307000.0,1771000.0,,,,9376000.0,484488000.0,,,6094000.0,,2068000.0,,,,,-7699000.0,,,,,,,,,,,,60544000.0,,,5529000.0,,,,,22664000.0,-1881000.0,,,,,-793000.0,389000.0,,5123000.0,9731000.0,,,-7965000.0,27070000.0,,,1639000.0,,,,17075000.0,11502000.0,,,12265000.0,,,,,,,,,-2281000.0,,-2674000.0,0.0,,,,,72809000.0,13939000.0,,,,,,971000.0,3461000.0,3461000.0,,,,,,,,,7037000.0,,,,,,,,,,12000000.0,,,0.007083,,-99000.0,40360000.0,,,,,,,12000000.0,,,,38000.0,,,,,3461000.0,,,,-793000.0,,1433000.0,,,23502000.0,,,1456000.0,,444000000.0,,,,,,,,,,,,,,,,,,,,,
