date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyGoodwill,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOperatingIncome,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,trailingTaxProvision,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,quarterlyInterestExpense,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyInventory,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyDilutedEPS,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualCurrentLiabilities,annualBasicAverageShares,annualEbitda,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBeginningCashPosition,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedAverageShares,annualGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualOperatingExpense,annualChangeInInventory,quarterlyGrossPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,annualCapitalExpenditure,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,annualInterestExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualGoodwill,annualInventory,quarterlyTaxProvision,annualDilutedEPS,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyEbitda,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,trailingBasicEPS
1970-01-01 00:00:00.331171200,,,,,,,,203347000.0,177200000.0,281000000.0,,261160000.0,84500000.0,,,,,,2500000.0,2015477000.0,,15300000.0,,319600000.0,59200000.0,59200000.0,35300000.0,,,,0.0,317394000.0,4500000.0,57813000.0,0.0,,,,,,,,,196500000.0,,,,23900000.0,,,,,,,14100000.0,,,,99900000.0,,,,,,,,,43100000.0,,,35300000.0,133400000.0,,29700000.0,4600000.0,0.0,54800000.0,1022482699.0,80800000.0,,0.0,,,14100000.0,,1021884000.0,50300000.0,,,203347000.0,,,0.0,,-49317000.0,,,,0.076493,,,,0.0,181100000.0,,,225100000.0,,35300000.0,,,,,203347000.0,1029452428.0,,,14400000.0,,,21600000.0,,,,,,0.0,623379000.0,,,,,,,,400400000.0,,,,993593000.0,,,-91700000.0,,,17400000.0,,0.03429,,,,704490000.0,,,80800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.362707200,,,,,,,,,200800000.0,313500000.0,,,85400000.0,,,,,,2900000.0,,,12600000.0,,352600000.0,74300000.0,74300000.0,44400000.0,,,,0.0,,3500000.0,,0.0,,,,,,,,,228100000.0,,,,29900000.0,,,,,,,11400000.0,,,,103000000.0,,,,,,,,,41700000.0,,,44400000.0,163100000.0,,33500000.0,5700000.0,0.0,51900000.0,1029807266.0,102000000.0,,0.0,,,11400000.0,,,48400000.0,,,,,,0.0,,,,,,0.094957,,,,0.0,210500000.0,,,277900000.0,,44400000.0,,,,,,1030583963.0,,,20900000.0,,,27700000.0,,,,,,0.0,,,,,,,,,454600000.0,,,,,,,-114800000.0,,,13400000.0,,0.043082,,,,,,,102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.394243200,,,,,,,,,231300000.0,399600000.0,,,158800000.0,,,,,,4100000.0,,,42900000.0,,416000000.0,73100000.0,73000000.0,46000000.0,,,,0.0,,3500000.0,,0.0,,,,,,,,,240800000.0,,,,27000000.0,,,,,,,7800000.0,,,,113700000.0,,,,,,,,,41600000.0,,,46000000.0,222200000.0,,75200000.0,22100000.0,0.0,83600000.0,462993338.0,110500000.0,,100000.0,,,7800000.0,,,80100000.0,,,,,,0.0,,,,,,0.099353,,,,-100000.0,285900000.0,,,367600000.0,,46000000.0,,,,,,462993338.0,,,32200000.0,,,37400000.0,,,,,,0.0,,,,,,,,,526500000.0,,,,,,,-145400000.0,,,18300000.0,,0.044841,,,,,,,110500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.425779200,,,,,,,,,87900000.0,158000000.0,,,66300000.0,,,,,,5200000.0,,,3500000.0,,110500000.0,29800000.0,28500000.0,14600000.0,,,,0.0,,2300000.0,,0.0,,,,,,,,,91700000.0,,,,13900000.0,,,,,,,14100000.0,,,,50400000.0,,,,,,,,,39800000.0,,,14600000.0,22700000.0,,22700000.0,45100000.0,0.0,43600000.0,448795016.0,36300000.0,,0.0,,,14100000.0,,,41300000.0,,,,,,0.0,,,,,98800000.0,0.032532,,,,100000.0,107600000.0,,,57400000.0,,14600000.0,,,,,,448795016.0,,,19200000.0,,,105300000.0,,,,,,0.0,,,,,,,,,245600000.0,,,,,,1400000.0,-34700000.0,,,5100000.0,,0.032532,,,,,,,135100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,414941443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,0.007034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414941443.0,,,,,60600000.0,,60600000.0,,,,,,,,,,,,0.007034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,30600000.0,,,73600000.0,,56200000.0,112400000.0,38800000.0,,78300000.0,,,,,12000000.0,2300000.0,,,12000000.0,,120200000.0,30600000.0,29600000.0,15600000.0,,,112400000.0,0.0,,3500000.0,,0.0,,,0.0,,,,,,34100000.0,,,6700000.0,14000000.0,,9800000.0,7200000.0,78300000.0,,,4200000.0,18600000.0,,,38800000.0,,,,,,,,,39800000.0,,,15600000.0,24000000.0,,30600000.0,9800000.0,0.0,47700000.0,422447064.0,36300000.0,34100000.0,0.0,,,4200000.0,,,44200000.0,,,,4200000.0,4200000.0,0.0,,,2300000.0,39800000.0,105800000.0,0.036928,,,,0.0,73600000.0,3500000.0,,57500000.0,,15600000.0,,-155700000.0,,76000000.0,,422447064.0,,,18600000.0,,,111500000.0,,57500000.0,,,,0.0,,,,-33500000.0,,,,44200000.0,262300000.0,,47700000.0,,,,1000000.0,-33500000.0,56200000.0,,6700000.0,,0.036928,24000000.0,,,,,-155700000.0,142100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,414941443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400000.0,,,,,,,,,,,,0.007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414941443.0,,,,,67300000.0,,67300000.0,,,,,,,,,,,,0.007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,,,,,,,,,,415214410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,,,,0.006155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415214410.0,,,,,63800000.0,,63800000.0,,,,,,,,,,,,0.006155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,415214410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,0.007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415214410.0,,,,,65700000.0,,65700000.0,,,,,,,,,,,,0.007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.488937600,,,,49000000.0,,,69600000.0,,61600000.0,119800000.0,50200000.0,,90500000.0,,,,,18600000.0,2900000.0,,,18600000.0,,133200000.0,33300000.0,31900000.0,16300000.0,,,119800000.0,0.0,,600000.0,,0.0,,,9100000.0,,,,,,29300000.0,,,8600000.0,15600000.0,,3500000.0,7400000.0,90500000.0,,,11200000.0,21300000.0,,,50200000.0,,,,,,,,,39800000.0,,,16300000.0,26300000.0,,49000000.0,3500000.0,0.0,41500000.0,403019026.0,39300000.0,29300000.0,9100000.0,,,11200000.0,,,40900000.0,,,,11200000.0,11200000.0,0.0,,,2900000.0,39800000.0,108100000.0,0.040445,,,,0.0,69600000.0,600000.0,,62200000.0,,16300000.0,,-163600000.0,,83700000.0,,403019026.0,,,21300000.0,,,114100000.0,,62200000.0,,,,0.0,,,,-35900000.0,,,,40900000.0,280600000.0,,41500000.0,,,,1400000.0,-35900000.0,61600000.0,,8600000.0,,0.040445,26300000.0,,,,,-163600000.0,147400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
