date,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCashDividendsPaid,annualGoodwill,annualTotalAssets,quarterlyDilutedAverageShares,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualSaleOfInvestment,annualCommonStockIssuance,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualTotalRevenue,annualStockholdersEquity,annualBasicEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualPurchaseOfInvestment,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,annualEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,trailingOtherIncomeExpense,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualCurrentAssets,trailingCapitalExpenditure,annualEbitda,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyStockholdersEquity,trailingOperatingCashFlow,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingTaxProvision,annualStockBasedCompensation,annualChangeInInventory,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,annualOtherNonCashItems,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualGrossProfit,annualInventory,quarterlyEbitda,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingExpense,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,annualDilutedEPS,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
,,,325343590.0,150852643.0,,,,44151218.0,,,,,1770821.0,14833285.0,0.0,,,67578494.0,,11722130.0,20060474.0,,28673498.0,,,,,,13225101.0,41002762.0,,,,,,,3234642.0,,,,,,62861760.0,25648267.0,26295926.0,26296448.0,,3276898.0,-8454432.0,,26295926.0,,59083417.0,,,,1052865.0,126661911.0,140107.0,,,,59083417.0,-96574348.0,-3531337.0,,,,,6710125.0,,1943373.0,,,,,117489547.0,,,,0.0,,24713938.0,,5430114.0,,,0.6,-5468180.0,,,,,,,,6093323.0,,,,,97435516.0,-6125804.0,,,,,,44142.0,,,,44250132.0,,61567670.0,31573286.0,78873056.0,-34304372.0,,204443410.0,,,,,,8219638.0,,,,,,,,,,,,0.0,,0.6,8835565.0,31351966.0,44141925.0,,,,,-30763101.0,,,0.0,,,,38128251.0,,,,-310036.0,104264446.0,,174490947.0,,,,5925019.0,2516213.0,,,35132013.0,,,118262734.0,,,29994384.0,,-3847420.0,-3530868.0,,,,,,81628144.0,,28561358.0,,,,,,,,,,
,,135726188.0,355931436.0,155685881.0,,62093948.0,355931436.0,,-10593206.0,,76780053.0,3980399.0,32648.0,8298260.0,60149.0,,3436733.0,74928620.0,108456160.0,8036625.0,20724540.0,,40670776.0,74928620.0,,336835026.0,,,14448895.0,43933316.0,99772165.0,16815087.0,,298931625.0,219179016.0,1.73,3980399.0,,-379044395.0,,7268075.0,-66882416.0,62093948.0,30026238.0,21605666.0,21621430.0,,92929.0,-15170017.0,,21605666.0,-10582031.0,67381677.0,67381677.0,,,1086100.0,142310297.0,146194.0,89425631.0,89467498.0,,67381677.0,-81474059.0,-3531359.0,118303525.0,14448895.0,,6494857.0,6494857.0,142310297.0,2018907.0,5794395.0,43933316.0,-37043346.0,30877719.0,132752420.0,44138397.0,,,0.0,1797890.0,25130751.0,67381677.0,5794395.0,,0.0,,0.0,,,,3648733.0,,-9274653.0,56830466.0,6863250.0,200245555.0,,119372968.0,76780053.0,68305250.0,-2984293.0,47587155.0,,1022797.0,103753838.0,155685881.0,44142.0,,,,59083417.0,2426899.0,65741113.0,36775223.0,12154539.0,-37043346.0,44142.0,219179016.0,,,0.0,,,8670606.0,,8036625.0,-19204867.0,10551211.0,,60149.0,,0.0,,31659821.0,0.0,0.0,146194.0,,9219854.0,30877719.0,,77698026.0,6863250.0,,23349787.0,-1226958.0,,,0.0,44151437.0,226875790.0,,33946291.0,-16709436.0,70220764.0,,-151380.0,118303525.0,,200245555.0,127103625.0,8670606.0,,6748985.0,806981.0,,,30841284.0,1.73,,135726188.0,-5468180.0,72055835.0,28965890.0,,-2001208.0,-3531359.0,,76796339.0,47587155.0,-16709436.0,132752420.0,86465653.0,,27131959.0,,,,,,,,,,
,,,376569456.0,159370293.0,,,,44147796.0,,,,,2153587.0,8493261.0,0.0,,,82722150.0,,13145102.0,21096297.0,,40302502.0,,,,,,14686528.0,43084473.0,,,,,,,4051348.0,,,,,,63935487.0,30122891.0,19634610.0,19637038.0,,-1037230.0,-6802918.0,,19634610.0,,75874938.0,,,,77317.0,158597088.0,142687.0,,,,75874938.0,-86658793.0,-3531362.0,,,,,6626787.0,,1966624.0,,,,,134889640.0,,,,0.0,,15258393.0,,6068687.0,,,0.45,0.0,,,,,,,,6394655.0,,,,,83583664.0,1803522.0,,,,,,44147.0,,,,67381677.0,,62639709.0,37708965.0,92214490.0,-33694882.0,,237679816.0,,,,,,8481593.0,,,,,,,,,,,,,,0.45,7267719.0,33117055.0,44142076.0,,,,,1035518.0,,,,,,,28948698.0,,,,-190810.0,120203112.0,,217199163.0,,,,7586074.0,-3462188.0,,,26904757.0,,,150867488.0,,,24930744.0,,-3727789.0,-3531362.0,,,,,,83736006.0,,18986182.0,,,,,,,,,,
,,,398551733.0,165007329.0,,,,44152133.0,,,,,2213237.0,11720792.0,0.0,,,83016176.0,,14723722.0,23892881.0,,44581635.0,,,,,,14680099.0,49571882.0,,,,,,,3912368.0,,,,,,61112402.0,26932439.0,25379192.0,25394824.0,,741999.0,-21447862.0,,25379192.0,,87595730.0,,,,474300.0,170611906.0,146604.0,,,,87595730.0,-118718531.0,-4812036.0,,,,,7622698.0,,2090847.0,,,,,146710679.0,,,,0.0,,33515754.0,,5631553.0,,,0.57,0.0,,,,,,,,7043968.0,,,,,103257523.0,-10532718.0,,,,,,44149.0,,,,75874938.0,,64951178.0,33066258.0,102001407.0,-43921674.0,,247841054.0,,,,,,8554494.0,,,,,,,,,,,,,,0.57,9740098.0,35103153.0,44147999.0,,,,,-1779738.0,,,,,,,37700069.0,,,,336780.0,132030580.0,,233544404.0,,,,6133819.0,13124746.0,,,35134922.0,,,171253118.0,,,31884920.0,,-5986854.0,-4809636.0,,,,,,88844059.0,,39502608.0,,,,,,,,,,
,,,430624552.0,175712830.0,,,,44157321.0,,,,,2520584.0,10576122.0,0.0,,,79390492.0,,18022393.0,25693605.0,,56246485.0,,,,,,15102774.0,59418012.0,,,,,,,4214767.0,,,,,,61357722.0,29876191.0,26043093.0,26067897.0,,-373236.0,-9077053.0,,26043093.0,,98171852.0,,,,312860.0,177562344.0,124753.0,,,,98171852.0,-139362461.0,-4812040.0,,,,,7535276.0,,2354739.0,,,,,158518796.0,,,,0.0,,21909363.0,,6046889.0,,,0.59,0.0,,,,,,,,8215671.0,,,,,133595393.0,-13830535.0,,,,,,44151.0,,,,87595730.0,,71573179.0,37859492.0,107857971.0,-45075427.0,,268105756.0,,,,,,8367423.0,,,,,,,,,,,,,,0.59,9885607.0,35217386.0,44150387.0,,,,,74710349.0,,,,,,,38621103.0,,,,-959508.0,143416022.0,,254911722.0,,,,7983301.0,-3669588.0,,,35953504.0,,,192668273.0,,,33713687.0,,-3309985.0,-4808740.0,,,,,,97266784.0,,25219348.0,,,,,,,,,,
,,218083844.0,478669276.0,203308101.0,,60366063.0,478669276.0,44152895.0,-17968004.0,,101247298.0,59493.0,2837150.0,3317150.0,3142.0,,28174224.0,93694805.0,140217526.0,3329840.0,27402861.0,,19837022.0,93694805.0,,472871653.0,,,19324378.0,85955584.0,129657871.0,19837022.0,,373601494.0,289813626.0,2.3,59493.0,,-539355434.0,,8959293.0,-84622182.0,60366063.0,30536433.0,30190403.0,30246389.0,,489125.0,-47294349.0,,30190403.0,-17962304.0,101489002.0,101489002.0,,,273902.0,195183807.0,84570.0,139891389.0,23976613.0,,101489002.0,-194615649.0,-4812566.0,169531272.0,19324378.0,18061683.0,7279865.0,7279865.0,195183807.0,2547083.0,6118120.0,85955584.0,-48783128.0,37726222.0,188855650.0,44147861.0,,,0.0,2837150.0,51069479.0,101489002.0,6118120.0,,-1.0,0.69,0.0,,,,1138379.0,,-8651951.0,67381677.0,11403218.0,275361175.0,,150315198.0,101247298.0,152435072.0,14024248.0,37726222.0,,-492362.0,117231099.0,203308101.0,44151.0,,,,98171852.0,-179341.0,76351784.0,37223263.0,23976613.0,-48783128.0,44151.0,289813626.0,,,0.0,,,8975290.0,,3329840.0,-18138400.0,34107325.0,,3142.0,,4442822.0,,38871379.0,0.0,,84570.0,0.69,11977955.0,37726222.0,44150920.0,98849.0,11403218.0,,28626880.0,-72017647.0,,,,44149838.0,275515850.0,,42498246.0,-22316019.0,121752989.0,0.0,321176.0,169531272.0,,275361175.0,145857979.0,8975290.0,,6686830.0,22181254.0,,,42224344.0,2.3,,218083844.0,0.0,98085644.0,39128521.0,,-5113772.0,-4812566.0,,101346147.0,37726222.0,-22316019.0,188855650.0,103754645.0,,56183251.0,,,,,,,,,,
,,,503220792.0,214655733.0,,,,44151357.0,,,,,3575796.0,20678379.0,0.0,,,75545528.0,,23147748.0,28649167.0,,20438433.0,,,,,,20483396.0,94956562.0,,,,,,,46463.0,,,,,,62818466.0,36123007.0,17480253.0,17522591.0,,-6253447.0,3806347.0,,17480253.0,,122167381.0,,,,360352.0,197712909.0,115017.0,,,,122167381.0,-136522055.0,-4812396.0,,,,,7167610.0,,2621339.0,,,,,203212373.0,,,,0.0,,27230202.0,,6328143.0,,,0.4,0.0,,,,,,,,15065592.0,,,,,146413859.0,-994003.0,,,,,,44153.0,,,2243694.0,101489002.0,,74076580.0,45505396.0,26744961.0,-49973699.0,,300008419.0,,,,,,8731036.0,,,,,,,,,,,,,,0.4,7828800.0,38017200.0,44151323.0,,,,,42338.0,,,1710752.0,,,,28333082.0,,,-3224162.0,-140238.0,182728977.0,,288565059.0,,,,9382389.0,1001564.0,,,25351391.0,,,229466188.0,,,28571184.0,,-2861295.0,-4809376.0,,,38017200.0,,,102725747.0,,30091497.0,,,,,,,,,,
,,,529582232.0,216582620.0,,,,44152933.0,,,,,3395767.0,9023966.0,0.0,,,71299941.0,,19395436.0,31077211.0,,21323148.0,,,,,,21889013.0,59437585.0,,,,,,,33977.0,,,,,,59558023.0,35896634.0,29978641.0,30021018.0,,3602259.0,-7724073.0,,29978641.0,,131191347.0,,,,531668.0,202491288.0,11870676.0,,,,131191347.0,-275452465.0,-6313869.0,,,,,6717766.0,,2834684.0,,,,,220678170.0,,,,-1012216.0,,-6174418.0,,5959728.0,,,0.67,0.0,,,,,,,,11393068.0,,,,,302973077.0,-7224795.0,,,,,,44153.0,,,10131789.0,122167381.0,,81106149.0,45656854.0,31467967.0,-64412625.0,,308904062.0,,,,,,8134726.0,,,,,,,,,,,,,,0.67,10701182.0,80081659.0,44152933.0,,,,,42377.0,,,2586791.0,,,,41253868.0,,,0.0,-1674763.0,198789157.0,,312999612.0,,,,9760220.0,-7148989.0,,,40722200.0,,,252781049.0,,,35449295.0,,-35244685.0,-7326085.0,,,80081659.0,,,112183360.0,,29070267.0,,,,,,,,,,
,,,569321245.0,251572150.0,,,,44152933.0,,,,,3783877.0,-3094353.0,0.0,,,91330179.0,,23313366.0,34144989.0,,26621654.0,,,,,,24897909.0,69806906.0,,,,,,,23575.0,,,,,,57855465.0,39436793.0,29284174.0,29146247.0,,1533375.0,-74458524.0,,29284174.0,,128096994.0,,,,487496.0,219427173.0,18909134.0,,,,128096994.0,-390295738.0,-6313870.0,,,,,6438684.0,,3137368.0,,,,,245120704.0,,,,13523158.0,,25696752.0,,6009997.0,,,0.66,-26167765.0,,,,,,,,15351008.0,,,,,353827149.0,-8920170.0,,0.0,,,,44153.0,,,5603351.0,131191347.0,,88910442.0,51511379.0,33211973.0,-71918685.0,,324200541.0,,,,,,8535181.0,,,,,,,,,,,,,,0.66,12075486.0,80000110.0,44152933.0,,,,,-137928.0,,,5699671.0,,,,44846597.0,,,0.0,-2191614.0,220222795.0,,317749095.0,,,,12074586.0,25840796.0,,,41221733.0,,,275583588.0,,,37399063.0,,-37989936.0,7209288.0,,,80000110.0,,,123055431.0,,63686688.0,,,,,,,,,,
,,310345448.0,592362773.0,266198538.0,,55101218.0,592362773.0,44153185.0,-23754005.0,,117507438.0,2489819.0,3699109.0,12188110.0,3141.0,,1299828.0,76593214.0,163109444.0,4085661.0,36205508.0,,25884260.0,76593214.0,,1174789615.0,,,24713556.0,45719737.0,153539055.0,25884260.0,,472594709.0,343483608.0,2.66,2489819.0,,-1135940553.0,,11878565.0,-78788747.0,55101218.0,36634649.0,40763928.0,40835965.0,,2375535.0,-412497.0,,40763928.0,-9246148.0,140285104.0,140285104.0,,,976413.0,216878318.0,13370823.0,142513361.0,34405333.0,,140285104.0,-333670296.0,-6313870.0,224165609.0,24713556.0,26037488.0,6591585.0,6591585.0,216878318.0,3285174.0,24399184.0,45719737.0,-87455970.0,131371909.0,248879165.0,44152600.0,,-1012225.0,1993904.0,3699109.0,-18453545.0,140285104.0,24399184.0,,0.0,0.93,26167766.0,,,,2355929.0,,-22764177.0,101489002.0,11488845.0,326164235.0,,177343938.0,117507438.0,371575530.0,-5625209.0,131371909.0,-9.0,-7847513.0,148090636.0,266198538.0,44153.0,,,8058654.0,128096994.0,1257725.0,98424663.0,46305587.0,34405333.0,-87455970.0,44153.0,343483608.0,,,-15936551.0,,,5339359.0,,4085661.0,-114214370.0,38796102.0,,3141.0,,11645077.0,,45583181.0,0.0,,13370823.0,0.93,14977714.0,131371909.0,44153185.0,18825.0,11488845.0,,40888139.0,72038.0,,,1647863.0,44152600.0,342517830.0,,60075266.0,-30679220.0,28298991.0,-199277.0,-3840898.0,224165609.0,,326164235.0,188978775.0,5339359.0,,9670938.0,-18393543.0,,,55813679.0,2.66,,310345448.0,-3423439.0,130076879.0,52119076.0,,-38118454.0,-4319975.0,,117526263.0,131371909.0,-30679220.0,248879165.0,134630171.0,,19664909.0,,,,,,,,,,
,,,597858668.0,260647536.0,,,,44153818.0,,,,,3775268.0,-9145555.0,0.0,,,87390844.0,,26094290.0,31539665.0,,30331297.0,,,,,,21153356.0,45001998.0,,,,,,,1812047.0,,,,,,51959430.0,37584369.0,30263973.0,30327953.0,,3093471.0,-14145724.0,,30263973.0,,131139549.0,,,,1027180.0,218530393.0,7677659.0,,,,131139549.0,-386755370.0,-6313869.0,,,,,6393604.0,,3519100.0,,,,,247993312.0,,,,0.0,,20515971.0,,24921540.0,,,0.69,-1.0,,,,,,,,8663385.0,,,,,379720253.0,-9409832.0,,,,,,44154.0,,,11754682.0,140285104.0,,83842654.0,49841567.0,36582107.0,-104178340.0,,349865356.0,,,,,,5511531.0,,,,,,,,,,,,-582157.0,,0.69,8775055.0,129464927.0,44153818.0,,,,,63980.0,,,765775.0,,,,43649288.0,,,0.0,-4675345.0,226839956.0,,337211132.0,,,,12257198.0,120383.0,,,39103008.0,,,333404534.0,,,34001087.0,,-7110606.0,-6896026.0,,,129464927.0,,,115382319.0,,27626577.0,,,,,,,,,,
,,,887964898.0,273748751.0,,,,44182668.0,,,,,6154336.0,254380568.0,3330166.0,,,105228656.0,,20504959.0,36371539.0,,34690697.0,,,,,,313000729.0,52145285.0,,,,,,,278362784.0,,,,,,70267846.0,40153895.0,-25594030.0,-25588478.0,,-65460258.0,-62870960.0,,-25594030.0,,385520117.0,,,,778155.0,490748773.0,2258026.0,,,,385520117.0,-387661622.0,-7329546.0,,,,,25683101.0,,4064170.0,,,,,553449793.0,,,,-9369307.0,,50806660.0,,26253967.0,,,-0.58,1.0,,,,,,,,9403570.0,,,,,366391455.0,-13379227.0,,,,,,44154.0,,,22015225.0,131139549.0,,95477600.0,51894703.0,40677870.0,-103461203.0,,334515105.0,,,,,,18294662.0,,,,,,,,,,,,-2144102.0,,-0.58,6505879.0,83780843.0,44153892.0,,,,,5552.0,,,1165307.0,,,,-14240274.0,,,-32126805.0,-3996944.0,240449064.0,,614216147.0,,,,11740808.0,18862533.0,,,-19082599.0,,,300359917.0,,,43582897.0,,-9473989.0,291489045.0,,,83780843.0,,,131849139.0,,60280649.0,,,,,,,,,,
,,,939198628.0,369306999.0,,,,44153892.0,,,,,5242535.0,-148016205.0,3246534.0,,,169843592.0,,26377418.0,43401677.0,,39243327.0,,,,,,315433529.0,158839053.0,,,,,,,282945512.0,,,,,,67068985.0,43812562.0,33765491.0,33751967.0,,5220080.0,-194616847.0,,33765491.0,,237503912.0,,,,4913125.0,407347504.0,1548537.0,,,,237503912.0,-939070806.0,-7294048.0,,,,,23304028.0,,4762890.0,,,,,598349335.0,,,,-658625.0,,42127492.0,,24045706.0,,,0.76,0.0,,,,,,,,15427865.0,,,,,752858128.0,-16687795.0,,0.0,,,,44154.0,,,40818812.0,385520117.0,,104533218.0,57387029.0,59144112.0,-123451765.0,,340849293.0,,,,,,15575877.0,,,,,,,,,,,,-582809.0,,0.76,18062078.0,83926941.0,44153892.0,,,,,3913312.0,,,4379547.0,,,,61490060.0,,,0.0,-7842496.0,282915806.0,,569891629.0,,,,13574467.0,11550564.0,,,51814045.0,,,326684667.0,,,47146189.0,,-8404169.0,-8535482.0,,,83926941.0,,,147934895.0,,50531661.0,,,,,,,,,,
,,353173098.0,966847735.0,434097517.0,,68828504.0,966847735.0,44154412.0,-28302507.0,,72580551.0,282184331.0,6180668.0,-14359686.0,4176830.0,,43748149.0,148809539.0,121795821.0,5276831.0,47665120.0,,46672495.0,148809539.0,,2330835825.0,,,318437172.0,205265042.0,169966549.0,46672495.0,,556536002.0,355788410.0,1.63,282184331.0,,-2577130038.0,,16946897.0,-322391254.0,68828504.0,52440988.0,34145116.0,34161328.0,,5299482.0,-50757723.0,,34145116.0,264296925.0,223144226.0,223144226.0,,,4940897.0,371953765.0,1641646.0,196793284.0,58005734.0,,223144226.0,-863642240.0,-7365044.0,292622153.0,318437172.0,68780586.0,23171349.0,23171349.0,371953765.0,4600737.0,23734090.0,205265042.0,-135073831.0,91544836.0,611059325.0,44153884.0,,-1944307.0,0.0,6180668.0,48060256.0,223144226.0,23734090.0,,0.0,0.76,0.0,,,,11659356.0,,-36119868.0,140285104.0,13984467.0,532750218.0,,150402074.0,72580551.0,831865989.0,3356986.0,91544836.0,0.0,-20236973.0,173991813.0,434097517.0,44154.0,,,-5808133.0,237503912.0,-51847225.0,113704528.0,68468154.0,58005734.0,-135073831.0,44154.0,355788410.0,,,-7704636.0,,,18745855.0,,5276831.0,-35282905.0,82859122.0,,4176830.0,,11851615.0,,49143050.0,-27751625.0,-4395568.0,1641646.0,0.76,15800037.0,91544836.0,44154412.0,7946515.0,13984467.0,,53599639.0,3963671.0,,,5540986.0,44153884.0,397558001.0,,59502999.0,-41607753.0,161510379.0,-8687331.0,-3722188.0,292622153.0,,532750218.0,227591452.0,18745855.0,,16027166.0,13214669.0,,,49961365.0,1.63,,353173098.0,-40814136.0,158978001.0,45236374.0,,-10294141.0,-11760612.0,,72652771.0,91544836.0,-41607753.0,611059325.0,161369648.0,,58354397.0,,,,,,,,,,
,,,976783000.0,388608000.0,,,,44154796.0,,,,,5358000.0,-3376000.0,4081000.0,,,148052000.0,,36212000.0,44708000.0,,54054000.0,,,,,,322505000.0,190152000.0,,,,,,,286180000.0,,,,,,65577000.0,44336000.0,1721000.0,1721000.0,,-24796000.0,3309000.0,,1721000.0,,219768000.0,,,,4950000.0,367820000.0,1565000.0,,,,219768000.0,-420070000.0,-7330000.0,,,,,22801000.0,,5081000.0,,,,,645665000.0,,,,0.0,,29922000.0,,20316000.0,,,0.04,0.0,,,,,,,,15002000.0,,,,,431636000.0,-27923000.0,,,,,,44000.0,,,30395000.0,223144000.0,,103395000.0,61581000.0,58160000.0,-156964000.0,,331118000.0,,,,,,18774000.0,,,,,,,,,,,,-139000.0,,0.04,14655000.0,75945000.0,44154796.0,,,,,3984000.0,,,3327000.0,,,,26407000.0,,,,6118000.0,323160000.0,,588175000.0,,,,17245000.0,-9184000.0,,,16376000.0,,,350346000.0,,,41814000.0,,-8257000.0,-7469000.0,,,75945000.0,,,148103000.0,,38179000.0,,,,,,,,,,
,,,1020635000.0,473281000.0,,,,44155271.0,,,,,11455000.0,-49377000.0,8048000.0,,,167161000.0,,27626000.0,50311000.0,,46123000.0,,,,,,330513000.0,209324000.0,,,,,,,286525000.0,,,,,,101840000.0,49727000.0,19463000.0,19463000.0,,-648000.0,-98041000.0,,19463000.0,,170391000.0,,,,5201000.0,337552000.0,1499000.0,,,,170391000.0,-530566000.0,-4548000.0,,,,,34265000.0,,5889000.0,,,,,676192000.0,,,,-2714000.0,,41764000.0,,31774000.0,,,0.44,-52482000.0,,,,,,,,16449000.0,,,,,494422000.0,8581000.0,,,,,,44000.0,,,10579000.0,219768000.0,,104003000.0,69366000.0,67371000.0,-158649000.0,,344443000.0,,,,,,21620000.0,,,,,,,,,,,,-4299000.0,,0.44,14008000.0,82735000.0,44155271.0,,,,,4578000.0,,,5136000.0,,,,44561000.0,,,,1618000.0,345679000.0,,547354000.0,,,,19639000.0,23168000.0,,,33471000.0,,,365261000.0,,,34637000.0,,-16888000.0,-11561000.0,,,82735000.0,,,154314000.0,,58652000.0,,,,,,,,,,
,,,1068828000.0,443614000.0,,,,44155830.0,,,,,11638000.0,2633000.0,6796000.0,,,168015000.0,,32778000.0,56813000.0,,54551000.0,,,,,,338065000.0,185733000.0,,,,,,,292726000.0,,,,,,91857000.0,49506000.0,45640000.0,45640000.0,,2570000.0,-126000.0,,45640000.0,,173024000.0,,,135000.0,6011000.0,341039000.0,4294000.0,,,,173024000.0,-485019000.0,-4548000.0,,,,,30509000.0,,5986000.0,,,,,705376000.0,,,,0.0,,1249000.0,,37001000.0,,,1.03,-10306000.0,,,,,,,,23866000.0,,,,,498092000.0,-30763000.0,,0.0,,,,44000.0,,,25924000.0,170391000.0,,111828000.0,66548000.0,75820000.0,-180787000.0,,363452000.0,,,,,,23834000.0,,,,,,,,,,,,-184000.0,,1.03,1976000.0,82510000.0,44155830.0,,,,,4355000.0,,,-431000.0,,,,59613000.0,,,0.0,-1530000.0,367311000.0,,625214000.0,,,,17042000.0,-34535000.0,,,47616000.0,,,406353000.0,,,45280000.0,,-13199000.0,283000.0,,,82510000.0,,,168641000.0,,14448000.0,,,,,,,,,,
