,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualLongTermDebt,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualPurchaseOfInvestment,annualOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualStockBasedCompensation,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingGrossProfit,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,annualNetPPE,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,annualBasicEPS,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyTotalRevenue,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyEbitda,annualCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,annualDilutedEPS,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualBasicAverageShares,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingChangeInCashSupplementalAsReported,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,annualCurrentAccruedExpenses,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,annualChangeInInventory,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,trailingInvestingCashFlow,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
930700800,,,-13000000.0,8900000.0,18000000.0,,,,,100000.0,0.5,19000000.0,9000000.0,,,,,964800000.0,,,380000000.0,,,-500000.0,,,,,,-14300000.0,,,,,,,,,,,,,,,,,,,,8900000.0,,1016800000.0,,,,,,,19100000.0,60500000.0,,,,5300000.0,,18163265.0,,,,,,,,,,,,,,,,499700000.0,,,,,0.49,34900000.0,,,,49200000.0,,,,49200000.0,,,,10100000.0,,,,,,,,,,,-9300000.0,-37500000.0,,,,-43700000.0,,,,,,17800000.0,,381000000.0,2900000.0,,,,-37600000.0,,,,-24800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,-3900000.0,13100000.0,85900000.0,,,500000.0,,-106300000.0,0.72,23500000.0,13100000.0,,,,,1068300000.0,4700000.0,,379500000.0,,,2600000.0,,,,,,-17100000.0,,,,,,,1800000.0,,0.0,,,,,,,,,,,13000000.0,,1129500000.0,,,,,,,-82800000.0,57200000.0,,,,5600000.0,,18309859.0,,,,,,,,,,,,,,,,506100000.0,,,,,0.71,42500000.0,,,,59600000.0,,,,59600000.0,,,,10400000.0,,,,,,,,,4300000.0,,-10100000.0,-106900000.0,,,,-40800000.0,,,,,,18055556.0,,384400000.0,1600000.0,,,,-600000.0,,,,-102800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,63400000.0,47992000.0,-8530000.0,13164000.0,-67385000.0,7491000.0,,6200000.0,26150000.0,-27013000.0,,22266000.0,13278000.0,-120781000.0,384108000.0,387693000.0,47015000.0,952885000.0,,,384108000.0,-37399000.0,,8000000.0,,,83566000.0,,3000.0,121385000.0,,,,,,,4300000.0,,3000.0,99510000.0,-229771000.0,952885000.0,,,-21268000.0,73360000.0,12348000.0,12348000.0,5002000.0,13031000.0,,1062313000.0,12348000.0,1049490000.0,12348000.0,,15131000.0,2.41,-4747000.0,10500000.0,,,,,,,,,47992000.0,,5002000.0,-96605000.0,15131000.0,-7100000.0,,,,,,-162913000.0,17032000.0,436331000.0,43778000.0,,72685000.0,12348000.0,,34845000.0,,200000.0,1049490000.0,-86540000.0,,,,-86540000.0,,9800000.0,,-23309000.0,,5900000.0,146045000.0,2.36,18491242.0,42231000.0,,-28930000.0,12348000.0,,-9934000.0,53219000.0,7100000.0,436331000.0,,-37399000.0,,,6147000.0,,,,,387693000.0,12332000.0,,,,16832000.0,17521185.0,,,-72471000.0,,1062313000.0,,43564000.0,,-96605000.0,,,,2548000.0,-38634000.0,-79347000.0,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,49037000.0,-5932000.0,12750000.0,-26087000.0,,,1080000.0,,-15074000.0,0.7,22032000.0,12633000.0,,,,,59410000.0,,,372917000.0,,,10738000.0,,,,,,18806000.0,,,,,,,12348000.0,,2000.0,,,,,,,,,,,12633000.0,,1056362000.0,23086000.0,,23086000.0,,,,6958000.0,,,,,,,18499759.0,,,,,5002000.0,,29583000.0,,,,,,,,,426355000.0,,,,,0.69,39536000.0,,,154814000.0,20730000.0,,,,27397000.0,,,,9282000.0,,,,,,,,,23086000.0,,-10044000.0,14793000.0,,,,-34716000.0,,,,,,18067694.0,,391456000.0,4954000.0,,,,30733000.0,,,,-28191000.0,,,,,,-95404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,51161000.0,-6528000.0,10273000.0,32570000.0,,,777000.0,,-31491000.0,0.56,14363000.0,10273000.0,,,,,32319000.0,,,475082000.0,,,-17849000.0,,,,,,19727000.0,,,,,,,23086000.0,,3000.0,,,,,,,,,,,10144000.0,,1152876000.0,5237000.0,,5237000.0,,,,-17128000.0,,,,,6467000.0,,18617756.0,,,,,5002000.0,,22007000.0,,,,,,,,,522836000.0,,,,,0.55,42412000.0,,,134669000.0,22685000.0,,,,29635000.0,,,,4090000.0,,,,,,,,,5237000.0,,-9944000.0,-64782000.0,,,,-35619000.0,,,,,,18109641.0,,391330000.0,5125000.0,,,,-34281000.0,,,,-23331000.0,,,,,,-102350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,50732000.0,-6322000.0,10249000.0,53572000.0,,,1072000.0,,-55954000.0,0.56,31106000.0,10249000.0,,,,,48757000.0,,,545113000.0,,,1487000.0,,,,,,23067000.0,,,,,,,5237000.0,,52000.0,,,,,,,,,,,10249000.0,,1229175000.0,6724000.0,,6724000.0,,,,-24848000.0,,,,,8345000.0,,20891729.0,,,,,5002000.0,,28086000.0,,,,,,,,,599183000.0,,,,,0.54,47358000.0,,,159798000.0,24291000.0,,,,32980000.0,,,,20857000.0,,,,,,,,,6724000.0,,-11209000.0,-83191000.0,,,,-36480000.0,,,,,,18328001.0,,391541000.0,6380000.0,,,,-26476000.0,,,,-75917000.0,,,,,,-111041000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,31302000.0,65703000.0,-6640000.0,11081000.0,23633000.0,19034000.0,,415000.0,30765000.0,-15022000.0,,24663000.0,11200000.0,-181600000.0,595535000.0,391675000.0,83688000.0,1075140000.0,0.0,,595535000.0,-36760000.0,,-124000.0,,,92164000.0,,2000.0,22556000.0,,,,,,4022000.0,6724000.0,,2000.0,125349000.0,-203004000.0,1075140000.0,,,-95361000.0,94584000.0,6600000.0,6600000.0,5002000.0,11081000.0,,1281849000.0,6600000.0,1194639000.0,6600000.0,,15892000.0,2.42,9641000.0,,,,31939000.0,9764000.0,,,,,65703000.0,,5002000.0,-119499000.0,15892000.0,,,,,,,-117541000.0,21968000.0,652044000.0,44472000.0,,84156000.0,6600000.0,,49434000.0,,-5103000.0,1194639000.0,26878000.0,,,,35337000.0,,-5748000.0,,-15195000.0,,2996000.0,178740000.0,2.37,18657636.0,44107000.0,30384000.0,-25422000.0,6600000.0,,-11227000.0,-48420000.0,3344000.0,652044000.0,,-36760000.0,,,-2107000.0,,,,,391675000.0,5509000.0,,,,-65337000.0,18233752.0,,,-75565000.0,,1281849000.0,,44353000.0,,-119499000.0,,,,12348000.0,-42424000.0,-25377000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,69751000.0,-2240000.0,11049000.0,-24115000.0,,,990000.0,,-14686000.0,0.6,22877000.0,11049000.0,,,,,50678000.0,,,583904000.0,,,5227000.0,,,,,,42614000.0,,,,,,,6600000.0,,2000.0,,,,,,,,,,,11049000.0,,1279033000.0,11827000.0,,11827000.0,,,,8191000.0,,,,,9424000.0,,18810140.0,,,,,5002000.0,,26873000.0,,,,,,,,,638649000.0,,,,,0.59,50110000.0,,,179003000.0,7496000.0,,,,16322000.0,,,,11828000.0,,,,,,,,,11827000.0,,-11234000.0,6465000.0,,,,-38629000.0,,,,,,18427644.0,,390796000.0,6207000.0,,,,20616000.0,,,,-83631000.0,,,,,,-128325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,77113000.0,-6383000.0,11527000.0,52421000.0,,,537000.0,,-16491000.0,0.62,27428000.0,11527000.0,,,,,62728000.0,,,661182000.0,,,839000.0,,,,,,23871000.0,29050000.0,,,,,,11827000.0,,2000.0,,,,,,,,,,,11527000.0,,1358922000.0,12666000.0,,12666000.0,,,,10937000.0,,,,,9637000.0,,18777636.0,,,,,5002000.0,,29040000.0,,,,,,,,,718194000.0,,,,,0.61,51045000.0,,,200462000.0,27174000.0,,,,36101000.0,,,,15902000.0,,,,,,,,,12666000.0,,-12867000.0,-79010000.0,,,,-40030000.0,,,,,,18462237.0,,389932000.0,6124000.0,,,,-61984000.0,,,,-26160000.0,,,,,,-137734000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,92813000.0,-6159000.0,14899000.0,-6188000.0,,,1176000.0,,-20763000.0,0.81,31066000.0,14899000.0,,,,,79800000.0,,,672905000.0,,,-325000.0,,,,,,44317000.0,33085000.0,,,,,,12666000.0,,2000.0,,,,,,,,,,,14899000.0,,1373999000.0,12341000.0,,12341000.0,,,,10303000.0,,,,,,,21093631.0,,,,,0.0,,33964000.0,,,,,,,,,729923000.0,,,,,0.79,51763000.0,,,226728000.0,7446000.0,,,,16643000.0,,,,16165000.0,,,,,,,,,12341000.0,,-12928000.0,-25203000.0,,,,-38090000.0,,,,,,18491144.0,,393048000.0,6182000.0,,,,-4440000.0,,,,-45886000.0,,,,,,-146928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,95460000.0,-2869000.0,11069000.0,-57341000.0,16757000.0,,203000.0,36295000.0,-23197000.0,,17500000.0,11069000.0,-63808000.0,638660000.0,386599000.0,-35223000.0,1112187000.0,0.0,,638660000.0,-39920000.0,,-5901000.0,,,98871000.0,,2000.0,-32702000.0,,,,,,3788000.0,12341000.0,,2000.0,144556000.0,-215172000.0,1112187000.0,,,9527000.0,108261000.0,6440000.0,6440000.0,0.0,11069000.0,,1329458000.0,6440000.0,1268456000.0,6440000.0,,13018000.0,2.63,-5697000.0,,,,,9939000.0,,,,,95460000.0,,0.0,-156269000.0,13018000.0,-7472000.0,,,,,,-75137000.0,7498000.0,691379000.0,48545000.0,,97373000.0,6440000.0,,52717000.0,,955000.0,1268456000.0,85419000.0,,,,94764000.0,,-160000.0,,-27138000.0,,-4338000.0,205634000.0,2.59,18768216.0,48545000.0,39105000.0,-17651000.0,6440000.0,,-12958000.0,33940000.0,2906000.0,691379000.0,,-39920000.0,,,-3383000.0,,,,,386599000.0,-11015000.0,,,,55335000.0,18451935.0,,,-59495000.0,,1329458000.0,,48545000.0,,-156269000.0,,,,6600000.0,-49987000.0,23734000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,93582000.0,-4972000.0,11296000.0,-10075000.0,,,878000.0,,-20402000.0,0.61,26751000.0,11296000.0,,,,,108714000.0,,,647350000.0,,,428000.0,,,,,,23676000.0,,,,,,,6440000.0,,2000.0,,,,,,,,,,,11296000.0,,1340493000.0,6868000.0,,6868000.0,,,,6349000.0,,,,,8877000.0,,18681096.0,,,,,,,33302000.0,,,,-499000.0,,,,,705433000.0,,,,,0.61,49938000.0,,,274060000.0,26262000.0,,,,35342000.0,,,,15455000.0,,,,,,,,,6868000.0,,-14172000.0,-16248000.0,,,,-42936000.0,,,,,,18500117.0,,383962000.0,5998000.0,,,,5476000.0,,,,-8310000.0,,,,,,-165346000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,90782000.0,-8597000.0,21358000.0,-293000.0,,,1318000.0,,-9800000.0,1.15,18608000.0,13225000.0,,,,,123280000.0,8064000.0,,667679000.0,,,1796000.0,,,,,,40125000.0,,,,,,,6868000.0,,2000.0,,,,,,,,,,,21358000.0,,1366333000.0,8664000.0,,8664000.0,,,,8808000.0,,,,,8652000.0,,18793987.0,,,,,,,29873000.0,,,,-309000.0,,,,,722359000.0,,,,,1.14,50983000.0,,,296163000.0,10858000.0,,,,19972000.0,,,,-2751000.0,,,,,,,,,8664000.0,,-13034000.0,-16519000.0,,,,-35911000.0,,,,,,18603394.0,,392305000.0,5342000.0,,,,-8041000.0,,,,-1671000.0,,,,,,-172883000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,77621000.0,-6646000.0,10614000.0,-24602000.0,,,1111000.0,,-11733000.0,0.58,22533000.0,10614000.0,,,,,135178000.0,,,681859000.0,,,-6517000.0,,,,,,23596000.0,69423000.0,,,,,,8664000.0,,2000.0,,,,,,,,,,,10614000.0,,1356665000.0,2147000.0,,2147000.0,,,,10800000.0,121959000.0,,,,8621000.0,,18508907.0,,,,,,,28182000.0,,,,-18907000.0,,,,,734671000.0,,,,,0.57,48795000.0,,,317189000.0,25199000.0,,,,34328000.0,,,,11919000.0,,,,,,,,,2147000.0,,-14340000.0,-4448000.0,,,,-39358000.0,,,,,,18345664.0,,370753000.0,5543000.0,,,,-1389000.0,,,,-45320000.0,,,,,,-182011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,61212000.0,-6187000.0,9605000.0,37080000.0,9126000.0,,69000.0,37236000.0,-132288000.0,,17838000.0,9605000.0,-85718000.0,804063000.0,491314000.0,2110000.0,1467891000.0,,,804063000.0,-43813000.0,,6415000.0,,,85730000.0,,2000.0,26562000.0,,,,,,,2147000.0,,2000.0,140966000.0,-120877000.0,1467891000.0,,,80607000.0,103730000.0,8562000.0,8562000.0,,9605000.0,,1619734000.0,8562000.0,1659712000.0,8562000.0,,17912000.0,2.85,-114450000.0,,,,,8950000.0,,,,,61212000.0,,,-191821000.0,17912000.0,-20024000.0,,,-309000.0,,,-174223000.0,24186000.0,865890000.0,44588000.0,,96392000.0,8562000.0,,50934000.0,,-2381000.0,1659712000.0,24372000.0,,,,34185000.0,,2122000.0,,-15497000.0,,-11125000.0,200122000.0,2.82,18725653.0,52874000.0,35012000.0,-26402000.0,8562000.0,,-14057000.0,-48503000.0,3376000.0,865890000.0,,-43813000.0,,,-13506000.0,,,,,491314000.0,7353000.0,,,,84561000.0,18530424.0,,,-65576000.0,,1619734000.0,,52874000.0,,-191821000.0,,,,6440000.0,-55603000.0,-88493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,62780000.0,-5720000.0,10231000.0,-12814000.0,,,409000.0,,-6742000.0,0.49,29678000.0,10231000.0,,,,,80641000.0,,,811896000.0,,,1805000.0,,,,,,32068000.0,30254000.0,,,,,,8562000.0,,2000.0,,,,,,,,,,,10231000.0,,1628934000.0,10367000.0,,10367000.0,,,,22936000.0,,,,-663000.0,10799000.0,,21208098.0,,,,,,,35131000.0,,,,,,,,,875598000.0,,,,,0.48,58995000.0,,,284070000.0,26927000.0,,,,38536000.0,,,,19447000.0,,,,,,,,,10367000.0,,-15336000.0,-15059000.0,,,,-49968000.0,,,,,,20995908.0,,488594000.0,8683000.0,,,,-7654000.0,,,,-19614000.0,,,,,,-203429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,68642000.0,-4535000.0,10650000.0,-5323000.0,,,1595000.0,,-6657000.0,0.51,20422000.0,10650000.0,,,,,88831000.0,,,827712000.0,,,-1513000.0,,,,,,31520000.0,32921000.0,,,,,,10367000.0,,2000.0,,,,,,,,,,,10650000.0,,1638220000.0,8854000.0,,8854000.0,,,,13765000.0,165000000.0,,,,10531000.0,,21288824.0,,,,,,,33334000.0,,,,,,,,,889856000.0,,,,,0.5,58447000.0,,,303824000.0,26927000.0,,,,38483000.0,,,,9772000.0,,,,,,,,,8854000.0,,-17657000.0,-16612000.0,,,,-55741000.0,,,,,,21036074.0,,484175000.0,7282000.0,,,,-10618000.0,,,,-5877000.0,,,,,,-214993000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,88831000.0,-5835000.0,9260000.0,4780000.0,,,3016000.0,,-19810000.0,0.44,23648000.0,9260000.0,,,,,1473253000.0,,,827296000.0,,,1546000.0,,,,,,32845000.0,34873000.0,,,,,,8854000.0,,25002000.0,,,,,,,,,,,9260000.0,,1659081000.0,10400000.0,,10400000.0,,,,3838000.0,162700000.0,,,,10528000.0,,21377735.0,,,,,,,12265000.0,,,,,,,,,889150000.0,,,,,0.43,58237000.0,,,1700553000.0,25392000.0,,,,37700000.0,,,,14388000.0,,,,,,,,,10400000.0,,-17191000.0,-26882000.0,,,,-63006000.0,,,,,,21126229.0,,506248000.0,7071000.0,,,,-7072000.0,,,,-41127000.0,,,,,,-227300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,93395000.0,-31904000.0,7806000.0,53753000.0,19989000.0,,124687000.0,49409000.0,-84092000.0,,29572000.0,7806000.0,-143132000.0,832229000.0,589701000.0,40396000.0,1544124000.0,,,832229000.0,-74160000.0,,-1254000.0,,,103320000.0,,25002000.0,35127000.0,,,,,,,10400000.0,,25002000.0,152299000.0,-269992000.0,1544124000.0,,,52673000.0,102890000.0,9146000.0,9146000.0,,6650000.0,,1728564000.0,9146000.0,1785359000.0,9146000.0,,11205000.0,1.71,-54520000.0,,,,,10893000.0,,,,,93395000.0,,,-241235000.0,11205000.0,-25770000.0,,,,,,-117301000.0,30905000.0,895064000.0,37947000.0,,131560000.0,9146000.0,,58771000.0,,-2769000.0,1785359000.0,23644000.0,,,,37580000.0,,584000.0,,-23618000.0,,-2264000.0,234450000.0,1.7,21678866.0,36791000.0,42751000.0,-47994000.0,9146000.0,,-18193000.0,-84579000.0,129707000.0,895064000.0,,-74160000.0,,,-5033000.0,,,,,589701000.0,7869000.0,,,,78017000.0,21468013.0,,,-203374000.0,,1728564000.0,,37947000.0,,-241235000.0,,,-78504000.0,8562000.0,-68377000.0,-13981000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,83125000.0,-8899000.0,6450000.0,72851000.0,,,1662000.0,,-97215000.0,0.26,35956000.0,5962000.0,,,,,1929234000.0,,,1166492000.0,,,2941000.0,,,,,,43476000.0,,,,,,,14768000.0,,25002000.0,,,,,,,,,,,5962000.0,,2089796000.0,17709000.0,,17709000.0,,,,-61259000.0,,,,,14310000.0,,23104929.0,,,,,,,6983000.0,,,,,,,,,1230256000.0,,,,,0.26,69806000.0,,,2213437000.0,26330000.0,,,,44762000.0,,,,29506000.0,,,,,,,,,17709000.0,,-18326000.0,-105866000.0,,,,-98360000.0,,,,,,22843258.0,,570194000.0,10686000.0,,,,74420000.0,,,-83071000.0,-26011000.0,,,,,,-284203000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,72186000.0,-8654000.0,5713000.0,2457000.0,,,1995000.0,,-42501000.0,0.23,23492000.0,6288000.0,,,,,2003179000.0,,,1253767000.0,,,-6083000.0,,,,,,41786000.0,,,,,,,17709000.0,,2000.0,,,,,,,,,,,5225000.0,,2153304000.0,11626000.0,,11626000.0,,,,-19009000.0,,,,,15081000.0,,23128951.0,,,,,,,20396000.0,,,,,,,,,1308521000.0,,,,,0.23,72697000.0,,,2304950000.0,30911000.0,,,,48650000.0,,,,17792000.0,,,,,,,,,11626000.0,,-18068000.0,-32032000.0,,,,-111288000.0,,,,,,22907331.0,,558881000.0,3502000.0,,,,-72602000.0,,,,-67353000.0,,,,,,-301771000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,88357000.0,-68402000.0,35030000.0,-105544000.0,,,55365000.0,,78734000.0,1.51,28419000.0,34974000.0,,,,,1973597000.0,7909000.0,,1263444000.0,,,4598000.0,,,,,,51678000.0,,,,,,,11626000.0,,2000.0,,,,,,,,,,,34542000.0,,2149125000.0,16224000.0,,16224000.0,,,,107153000.0,,,,,,,23205958.0,,,,,5000000.0,,9888000.0,,,,-49545000.0,,,,,1334859000.0,,,,,1.49,72432000.0,,,2290896000.0,20754000.0,,,,39027000.0,,,,-7014000.0,,,,,,,,,16224000.0,,-18560000.0,81723000.0,,,,-94871000.0,,,,,,22940419.0,,578459000.0,16044000.0,,,,2989000.0,,,,-121687000.0,,,,,,-317299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,49712000.0,-8123000.0,32513000.0,29433000.0,-39060000.0,,8541000.0,72923000.0,-174974000.0,,33871000.0,31393000.0,-125059000.0,1316984000.0,591277000.0,-803000.0,2088717000.0,,,1316984000.0,-80469000.0,,-5580000.0,,,121738000.0,,25002000.0,48529000.0,,,,,,,16224000.0,,25002000.0,167006000.0,-287359000.0,2088717000.0,,,30015000.0,94083000.0,10644000.0,10644000.0,5000000.0,32025000.0,,2217217000.0,10644000.0,2423959000.0,10644000.0,,8021000.0,3.39,-141103000.0,,,,,,,,,,49712000.0,,5000000.0,-335242000.0,8021000.0,-62080000.0,,,-7080000.0,,,-235956000.0,51444000.0,1385810000.0,78976000.0,,189400000.0,10644000.0,,74412000.0,,4753000.0,2423959000.0,25883000.0,,,,44083000.0,,-4124000.0,,-79344000.0,,1842000.0,283483000.0,3.36,23156301.0,77741000.0,,-94078000.0,10644000.0,,-17765000.0,-68884000.0,67563000.0,1385810000.0,,-80469000.0,,,6595000.0,,,,,591277000.0,12733000.0,,,,25208000.0,22921225.0,,,-72308000.0,,2217217000.0,,79693000.0,,-335242000.0,,,,14768000.0,-72719000.0,-114218000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
