date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
1997-09-30,,,,,,,10600000.0,-1300000.0,,,,,,1800000.0,-2800000.0,,20000000.0,,,,,,4500000.0,,,,,800000.0,,-2600000.0,,,3800000.0,11000000.0,,145000000.0,200000.0,-800000.0,,,11700000.0,,,,,,100900000.0,,,,,,,,,0.215108,,,500000.0,,,,,8367890.0,87900000.0,55800000.0,,,8000000.0,,4400000.0,,,,3200000.0,11000000.0,,,1700000.0,1100000.0,-100000.0,,1900000.0,52900000.0,1900000.0,14400000.0,,,,,3200000.0,3200000.0,,,,7200000.0,2900000.0,,,,1000000.0,132500000.0,,,,4500000.0,,,,35800000.0,,,,,,,-4700000.0,,600000.0,300000.0,,800000.0,,,,400000.0,,,,2100000.0,-600000.0,0.0,-29600000.0,,,600000.0,,,,,,162100000.0,,,,,156700000.0,,,,,,,-1200000.0,,,,,,2000000.0,,0.215108,,8367890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,600000.0,,40300000.0,3200000.0,11900000.0,13000000.0,-1300000.0,,2500000.0,,600000.0,2400000.0,1300000.0,-5600000.0,,20100000.0,1100000.0,,1000000.0,,,3500000.0,,,,3000000.0,800000.0,3600000.0,3000000.0,5900000.0,,2700000.0,10100000.0,,149700000.0,200000.0,3600000.0,,25200000.0,10100000.0,,103600000.0,5900000.0,,,103600000.0,-1300000.0,,2500000.0,52900000.0,4000000.0,3800000.0,10100000.0,,,-5000000.0,,600000.0,,0.665017,5700000.0,0.0,,88300000.0,56200000.0,3000000.0,,8800000.0,,3800000.0,,56200000.0,,2500000.0,6900000.0,159800000.0,3100000.0,-2700000.0,1000000.0,200000.0,,1400000.0,52900000.0,1400000.0,14400000.0,20100000.0,8800000.0,,36100000.0,2500000.0,2500000.0,,,,4200000.0,2100000.0,,,0.665017,700000.0,137100000.0,,1000000.0,,3200000.0,300000.0,137100000.0,13000000.0,36100000.0,,37100000.0,15000000.0,12600000.0,149700000.0,,-2900000.0,8469952.0,600000.0,300000.0,88300000.0,700000.0,,,,200000.0,14400000.0,2500000.0,100000.0,5900000.0,-800000.0,0.0,-30300000.0,,,600000.0,,,9000000.0,,,167400000.0,,,,3200000.0,159800000.0,-30300000.0,,,,800000.0,,-500000.0,167400000.0,,,,8539411.0,3600000.0,,,-2900000.0,,-10200000.0,600000.0,,-11300000.0,,-1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,15700000.0,-1300000.0,,,,,,1200000.0,-4700000.0,,20000000.0,,,,,,3600000.0,,,,,800000.0,,-3200000.0,,,2700000.0,9800000.0,,154100000.0,100000.0,-500000.0,,,32200000.0,,,,,,129400000.0,,,,,,,,-100000.0,0.14007,,,23500000.0,,,,,8567145.0,111500000.0,56900000.0,,,9600000.0,,4100000.0,,,,1400000.0,9800000.0,,,100000.0,1000000.0,100000.0,,1300000.0,75900000.0,1300000.0,14500000.0,,,,,1400000.0,1400000.0,,,,7100000.0,2000000.0,,,,700000.0,141200000.0,,,,2500000.0,,,,36900000.0,,,,,,,-4800000.0,,3100000.0,700000.0,,800000.0,,,,-22900000.0,,,,1600000.0,2000000.0,100000.0,-30600000.0,,,3100000.0,,,,,,171800000.0,,,,,186300000.0,,,,,,,-1100000.0,,,,,,3000000.0,,0.14007,,8567145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,17300000.0,-1300000.0,,,,,,1500000.0,-7400000.0,,20300000.0,,,,,,4000000.0,,,,,1100000.0,,-3800000.0,,,3100000.0,10600000.0,,160900000.0,100000.0,-700000.0,,,28300000.0,,,,,,131200000.0,,,,,,,,0.0,0.170085,,,17200000.0,,,,,8819120.0,111700000.0,58000000.0,,,9900000.0,,4900000.0,,,,2500000.0,10600000.0,,,-1900000.0,1100000.0,400000.0,,1600000.0,75900000.0,1600000.0,14600000.0,,,,,2500000.0,2500000.0,,,,7500000.0,2400000.0,,,,800000.0,147700000.0,,,,1400000.0,,,,37700000.0,,,,,,,-5500000.0,,4500000.0,800000.0,,1100000.0,,,,5900000.0,,,,1700000.0,6800000.0,100000.0,-31100000.0,,,4500000.0,,,,,,178800000.0,,,,,189200000.0,,,,,,,1100000.0,,,,,,2900000.0,,0.170085,,8819120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,17700000.0,-1300000.0,,,,,,2200000.0,-8500000.0,,21300000.0,,,,,,4900000.0,,,,,900000.0,,-5500000.0,,,3900000.0,12100000.0,,168700000.0,0.0,0.0,,,22700000.0,,,,,,132100000.0,,,,,,,,-100000.0,0.255128,,,12000000.0,,,,,8623123.0,112200000.0,59300000.0,,,8800000.0,,5200000.0,,,,1700000.0,12100000.0,,,0.0,1200000.0,500000.0,,2300000.0,75900000.0,2300000.0,14600000.0,,,,,1700000.0,1700000.0,,,,8200000.0,3200000.0,,,,900000.0,155700000.0,,,,2500000.0,,,,38000000.0,,,,,,,-8500000.0,,4500000.0,400000.0,,1100000.0,,,,5500000.0,,,,3000000.0,4600000.0,100000.0,-31800000.0,,,4500000.0,,,,,,187500000.0,,,,,191400000.0,,,,,,,-800000.0,,,,,,4400000.0,,0.26013,,8457310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,10300000.0,,43100000.0,,12100000.0,13200000.0,-1400000.0,,9400000.0,,1100000.0,-15900000.0,1200000.0,-8000000.0,,21200000.0,14300000.0,,-9500000.0,,,3500000.0,,,,1000000.0,1100000.0,3400000.0,-3400000.0,6500000.0,,2500000.0,10700000.0,,175700000.0,-100000.0,2200000.0,,31000000.0,27800000.0,,131800000.0,6500000.0,,,131800000.0,-2300000.0,,9400000.0,78000000.0,2500000.0,4900000.0,27800000.0,,,-5300000.0,,10300000.0,,0.710018,6200000.0,0.0,,116400000.0,71700000.0,3900000.0,,8700000.0,,4900000.0,,71700000.0,,9400000.0,10700000.0,203500000.0,3000000.0,-500000.0,900000.0,-300000.0,,1300000.0,78000000.0,1300000.0,14300000.0,21200000.0,8700000.0,,50500000.0,9400000.0,9400000.0,,,,8200000.0,1900000.0,,,0.705018,600000.0,162800000.0,,900000.0,,1700000.0,700000.0,162800000.0,13200000.0,50500000.0,,43100000.0,15900000.0,10400000.0,175700000.0,,-7500000.0,8707540.0,1100000.0,12400000.0,116400000.0,1300000.0,,,,2000000.0,14300000.0,9400000.0,,4100000.0,11700000.0,0.0,-32400000.0,,,1100000.0,,,9500000.0,,,195200000.0,,,,4300000.0,203500000.0,-32400000.0,,,,100000.0,,7700000.0,195200000.0,,,,9160380.0,3400000.0,,,25100000.0,,-26300000.0,1100000.0,,-28600000.0,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,12000000.0,-1500000.0,,,,,,1400000.0,-6500000.0,,21200000.0,,,,,,3500000.0,,,,,1000000.0,,-4000000.0,,,2600000.0,11700000.0,,181800000.0,-100000.0,300000.0,,,21300000.0,,,,,,131100000.0,,,,,,,,,0.145073,,,4900000.0,,,,,9650314.0,117000000.0,72000000.0,,,9200000.0,,4500000.0,,,,8600000.0,11700000.0,,,-300000.0,1000000.0,200000.0,,1500000.0,78000000.0,1500000.0,14100000.0,,,,,8600000.0,8600000.0,,,,9100000.0,2000000.0,,,,500000.0,169000000.0,,,,9400000.0,,,,50800000.0,,,,,,,-6200000.0,,100000.0,300000.0,,1200000.0,,,,5700000.0,,,,2200000.0,3500000.0,0.0,-33100000.0,,,100000.0,,,,,,202100000.0,,,,,203100000.0,,,,,,,-800000.0,,,,,,2700000.0,,0.145073,,9650314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,14700000.0,-1600000.0,,,,,,2500000.0,-3900000.0,,22200000.0,,,,,,4900000.0,,,,,700000.0,,-4000000.0,,,4100000.0,13800000.0,,185700000.0,-100000.0,-2400000.0,,,22300000.0,,,,,,134700000.0,,,,,,,,,0.250125,,,3200000.0,,,,,9995002.0,117900000.0,73300000.0,,,9700000.0,,6200000.0,,,,8700000.0,13800000.0,,,300000.0,1100000.0,200000.0,,2600000.0,78000000.0,2600000.0,14000000.0,,,,,8700000.0,8700000.0,,,,9700000.0,3700000.0,,,,1100000.0,172900000.0,,,,8600000.0,,,,51100000.0,,,,,,,-4200000.0,,3100000.0,200000.0,,1200000.0,,,,2200000.0,,,,200000.0,3800000.0,100000.0,-33500000.0,,,3100000.0,,,,,,206400000.0,,,,,208000000.0,,,,,,,100000.0,,,,,,1900000.0,,0.255128,,9799003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,12000000.0,-1500000.0,,,,,,2700000.0,-5300000.0,,23400000.0,,,,,,5900000.0,,,,,1000000.0,,-1900000.0,,,4800000.0,15400000.0,,189800000.0,100000.0,-500000.0,,,18200000.0,,,,,,133200000.0,,,,,,,,,0.270135,,,3300000.0,,,,,9995002.0,119000000.0,74800000.0,,,9000000.0,,6400000.0,,,,4500000.0,15400000.0,,,-300000.0,1100000.0,100000.0,,2800000.0,77900000.0,2800000.0,14100000.0,,,,,4500000.0,4500000.0,,,,10600000.0,4000000.0,,,,1200000.0,177000000.0,,,,8700000.0,,,,51400000.0,,,,,,,-5000000.0,,1100000.0,300000.0,,1200000.0,,,,1300000.0,,,,3100000.0,-2000000.0,0.0,-34300000.0,,,1100000.0,,,,,,211300000.0,,,,,208000000.0,,,,,,,-4200000.0,,,,,,1900000.0,,0.275138,,9813257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,6300000.0,,53500000.0,,13800000.0,14300000.0,-1600000.0,,5200000.0,,2200000.0,-13300000.0,1000000.0,-5100000.0,,22900000.0,1100000.0,,6300000.0,,,4000000.0,,,,-700000.0,1600000.0,3400000.0,-3400000.0,7900000.0,,2500000.0,12600000.0,,193900000.0,0.0,1900000.0,,39700000.0,21100000.0,,140400000.0,7900000.0,,,140400000.0,2500000.0,,5200000.0,82500000.0,9400000.0,6000000.0,21100000.0,,,-6200000.0,,6300000.0,,0.770019,7600000.0,-100000.0,,124200000.0,74600000.0,4300000.0,,8800000.0,,6000000.0,,74600000.0,,5200000.0,12600000.0,215000000.0,3200000.0,2800000.0,1000000.0,100000.0,,1100000.0,82500000.0,1100000.0,14200000.0,22900000.0,8800000.0,,51700000.0,5200000.0,5200000.0,,,,10100000.0,1500000.0,,,0.760019,400000.0,181800000.0,,1000000.0,,4500000.0,600000.0,181800000.0,14300000.0,51700000.0,,53500000.0,18100000.0,10000000.0,193900000.0,,-7900000.0,9853539.0,2200000.0,300000.0,124200000.0,1200000.0,,,,-2900000.0,14200000.0,5200000.0,,4500000.0,1300000.0,-100000.0,-35200000.0,,,-100000.0,,,11100000.0,,,217000000.0,,,,4700000.0,215000000.0,-35200000.0,,,,-100000.0,,700000.0,217000000.0,,,,10296048.0,3400000.0,,,6600000.0,,-23300000.0,-100000.0,,-20800000.0,,-4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,13900195.0,-1589510.0,,,,,,842419.0,-2797697.0,,22212450.0,,,,,,3804306.0,,,,,,,-446516.0,,,2565632.0,12981089.0,,195633871.0,34825.0,51198.0,,,18829440.0,,,,,,140258010.0,,,,,,,,,0.085002,,,6148646.0,,,,,10353589.0,124287820.0,74205301.0,,,9243771.0,,5190339.0,,,,3797660.0,12981089.0,,,-137544.0,1006233.0,37355.0,,906116.0,82281557.0,906116.0,14218106.0,,,,,3797660.0,3797660.0,,,,10415457.0,1420485.0,,,,514369.0,183347832.0,,,,5169772.0,,,,51992851.0,,,,,,,-2660153.0,,2722397.0,336275.0,,1199678.0,,,,-7258.0,,,,2213637.0,-788052.0,0.0,-36176260.0,,,2722397.0,,,,,,219524092.0,,,,,214463311.0,,,,,,,-1372112.0,,,,,,1934027.0,,0.085002,,10010457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,15548016.0,-1592595.0,,,,,,1304785.0,-3408173.0,,21988336.0,,,,,,4481239.0,,,,,,,-626537.0,,,3304767.0,14057242.0,,198097710.0,53749.0,29250.0,,,18825072.0,,,,,,142659399.0,,,,,,,,,0.130003,,,6318994.0,,,,,10372724.0,125061042.0,74263383.0,,,9423881.0,,6068719.0,,,,2116423.0,14057242.0,,,-181272.0,1144376.0,37910.0,,1368481.0,82491325.0,1368481.0,14252201.0,,,,,2116423.0,2116423.0,,,,10752475.0,2145137.0,,,,776656.0,185447813.0,,,,3797660.0,,,,52275047.0,,,,,,,-3226901.0,,3209770.0,282196.0,,1225128.0,,,,-50400.0,,,,2600364.0,-873428.0,0.0,-37124498.0,,,3209770.0,,,,,,222572311.0,,,,,216922782.0,,,,,,,-1681237.0,,,,,,2914365.0,,0.130003,,10029593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,17691995.0,-1595534.0,,,,,,1473746.0,-3755164.0,,21930244.0,,,,,,4836457.0,,,,,,,-1953748.0,,,3595375.0,14386999.0,,200720457.0,146176.0,-757207.0,,,18922666.0,,,,,,145118126.0,,,,,,,,,0.145004,,,5024036.0,,,,,10391742.0,125395444.0,74524997.0,,,9231228.0,,6224226.0,,,,3476842.0,14386999.0,,,289801.0,1195800.0,36700.0,,1537443.0,82338364.0,1537443.0,14378723.0,,,,,3476842.0,3476842.0,,,,10791624.0,2438286.0,,,,900843.0,188413321.0,,,,2116423.0,,,,52594753.0,,,,,,,-4044965.0,,6193739.0,319706.0,,1270066.0,,,,1428155.0,,,,2091217.0,3024366.0,0.0,-38107925.0,,,6193739.0,,,,,,226521246.0,,,,,219643123.0,,,,,,,1360419.0,,,,,,2267028.0,,0.145004,,10048610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,3513772.0,,54476543.0,,12575187.0,18006641.0,-1626558.0,,2497154.0,,6265859.0,-3643728.0,1429324.0,-4674289.0,,21796707.0,1244972.0,,3324341.0,,,4397885.0,,,,122221.0,,2438664.0,-616927.0,5305060.0,,3109412.0,13051213.0,,204127238.0,-33431.0,798980.0,,41901356.0,15272721.0,,144701704.0,5305060.0,,,144701704.0,-996032.0,,2497154.0,82109297.0,5169772.0,5282796.0,15272721.0,,,-6404197.0,,3513772.0,,0.505013,5050274.0,0.0,,124684030.0,74698255.0,-442577.0,,9302118.0,,5282796.0,,74698255.0,,2497154.0,13051213.0,219399959.0,2637058.0,-967017.0,1009956.0,116827.0,,1493020.0,82109297.0,1493020.0,14382506.0,21796707.0,9302118.0,,52901548.0,2497154.0,2497154.0,,,,9941801.0,1938210.0,,,0.505013,445190.0,191196444.0,,1009956.0,,3476842.0,228792.0,191196444.0,18006641.0,52901548.0,,54476543.0,17519888.0,9995563.0,204127238.0,,-3707272.0,10044044.0,6265859.0,306795.0,124684030.0,1302150.0,,,,1953844.0,14382506.0,2497154.0,,3090345.0,604256.0,0.0,-38856591.0,,,6265859.0,,,7942118.0,,,230053035.0,,,,4997022.0,219399959.0,-38856591.0,,,,201319.0,,-979688.0,230053035.0,,,,10387176.0,2438664.0,,,1967142.0,,-13639291.0,6265859.0,,-14635323.0,,-2672618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,18809331.0,-1629409.0,,,,,,819953.0,-1593779.0,,21050948.0,,,,,,3872535.0,,,,,,,1030328.0,,,2546456.0,13143898.0,,204379578.0,-44195.0,163871.0,,,15629622.0,,,,,,145732026.0,,,,,,,,,0.080002,,,3157087.0,,,,,10448074.0,124931316.0,74277174.0,,,9679398.0,,5613359.0,,,,3183582.0,13143898.0,,,-310607.0,1035584.0,71159.0,,883650.0,82046994.0,883650.0,14318658.0,,,,,3183582.0,3183582.0,,,,10597442.0,1358586.0,,,,474936.0,188307300.0,,,,2497154.0,,,,53226226.0,,,,,,,-1283172.0,,7241619.0,324678.0,,1274934.0,,,,357980.0,,,,2313500.0,-33293.0,0.0,-39905241.0,,,7241619.0,,,,,,228212541.0,,,,,220009200.0,,,,,,,686428.0,,,,,,1888314.0,,0.080002,,10104943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,21373199.0,-1632462.0,,,,,,1854383.0,-3072366.0,,21336565.0,,,,,,5163641.0,,,,,,,-327452.0,,,3796342.0,14753732.0,,205974459.0,143325.0,-1286062.0,,,17503956.0,,,,,,148592038.0,,,,,,,,,0.180005,,,3757431.0,,,,,10467220.0,125247115.0,74886377.0,,,9849103.0,,6241446.0,,,,2959558.0,14753732.0,,,-624626.0,1071020.0,345010.0,,1918079.0,82031886.0,1918079.0,14442327.0,,,,,2959558.0,2959558.0,,,,10957390.0,2906473.0,,,,988394.0,192674026.0,,,,3183582.0,,,,53549812.0,,,,,,,-2447740.0,,9317915.0,323586.0,,1257232.0,,,,-24257.0,,,,2120288.0,728054.0,0.0,-41005600.0,,,9317915.0,,,,,,233679626.0,,,,,223478415.0,,,,,,,-224024.0,,,,,,2206181.0,,0.185005,,10124088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,22967590.0,-1634008.0,,,,,,2309819.0,-4318067.0,,22076073.0,,,,,,6113984.0,,,,,,,-2435066.0,,,4765855.0,16065400.0,,209038896.0,146009.0,-1140830.0,,,17118043.0,,,,,,150233447.0,,,,,,,,,0.225006,,,3565872.0,,,,,10477436.0,125313787.0,75923492.0,,,9093216.0,,6959159.0,,,,2610080.0,16065400.0,,,805047.0,1041532.0,29017.0,,2373516.0,81848859.0,2373516.0,14568682.0,,,,,2610081.0,2610081.0,,,,11299545.0,3607495.0,,,,1233979.0,196279924.0,,,,2959558.0,,,,53847419.0,,,,,,,-5123114.0,,11974883.0,297607.0,,1226153.0,,,,143896.0,,,,2688048.0,1280541.0,0.0,-42221506.0,,,11974883.0,,,,,,238501430.0,,,,,226156939.0,,,,,,,-349478.0,,,,,,1899491.0,,0.230006,,10134304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,10079976.0,,59638145.0,,15206961.0,25970586.0,-1663121.0,,4534384.0,,13583836.0,-413550.0,1714043.0,-3532811.0,,22190691.0,1261135.0,,-5830505.0,,,5375943.0,,,,-355980.0,,2396335.0,1318640.0,6952984.0,,4098308.0,15675115.0,,211264658.0,73833.0,1907041.0,,44431184.0,25109015.0,,160020299.0,6952984.0,,,160020299.0,230009.0,,4534384.0,88140459.0,2497154.0,6665720.0,25109015.0,,,-6559000.0,,10079976.0,,0.660017,6698198.0,0.0,,132117297.0,76353374.0,253579.0,,9990415.0,,6665720.0,,76353374.0,,4534384.0,15675115.0,236373673.0,3713645.0,360195.0,1027920.0,-82835.0,,1777739.0,88140459.0,1777739.0,14648587.0,22190691.0,9990415.0,,54162683.0,4534384.0,4534384.0,,,,11576807.0,2794075.0,,,0.660017,1016336.0,199059578.0,,1027920.0,,2610080.0,362351.0,199059578.0,25970586.0,54162683.0,,59638145.0,20510497.0,12333482.0,211264658.0,,-3893006.0,10130654.0,13583836.0,315264.0,132117297.0,1283973.0,,,,-6308124.0,14648587.0,4534384.0,,5211646.0,245469.0,0.0,-43670744.0,,,13583836.0,,,10666629.0,,,242730322.0,,,,5042292.0,236373673.0,-43670744.0,,,,318972.0,,1924304.0,242730322.0,,,,10473786.0,2396335.0,,,2220771.0,,-12747032.0,13583836.0,,-12517023.0,,2037230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,24867455.0,-1666097.0,,,,,,1213009.0,-3776454.0,,21797612.0,,,,,,4603045.0,,,,,-371978.0,,457775.0,,,3210893.0,14229403.0,,214390765.0,766.0,2034399.0,,,21350059.0,,,,,,159007148.0,,,,,,,,,0.120003,,,8744098.0,,,,,10529334.0,132226931.0,76733676.0,,,10702968.0,,5425643.0,,,,3090094.0,14229403.0,,,27533.0,1113557.0,27913.0,,1276706.0,88031558.0,1276706.0,14629699.0,,,,,3090094.0,3090094.0,,,,11018510.0,1975611.0,,,,698905.0,198607262.0,,,,4534384.0,,,,54936064.0,,,,,,,-3803987.0,,12030436.0,769693.0,,1333478.0,,,,629107.0,,,,4261762.0,-1929598.0,3030868.0,-44711989.0,,,12030436.0,,,,,,243319251.0,,,,,235740824.0,,,,,,,-1444290.0,,,,,,2134051.0,,0.120003,,10186202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,27262350.0,-1680454.0,,,,,,1825663.0,-5308734.0,,22006517.0,,,,,,5472578.0,,,,,,,-3117700.0,,,4060479.0,15525335.0,,218408596.0,89523.0,-1573290.0,,,21383836.0,,,,,,161227750.0,,,,,,,,,0.180005,,,9153668.0,,,,,10613331.0,132072292.0,78564682.0,,,10385054.0,,6105570.0,,,,1280906.0,15525335.0,,,-68633.0,1178635.0,4815.0,,1889359.0,87935033.0,1889359.0,14699568.0,,,,,1280907.0,1280907.0,,,,11464856.0,2898543.0,,,,1009184.0,205621447.0,,,,3090094.0,,,,56558165.0,,,,,,,-5240101.0,,13111853.0,1622101.0,,1248442.0,,,,450606.0,,,,2122401.0,1377145.0,0.0,-45801257.0,,,13111853.0,,,,,,251422704.0,,,,,239792432.0,,,,,,,-1809188.0,,,,,,3765443.0,,0.180005,,10270200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
