date,annualRepaymentOfDebt,annualEbitda,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyChangesInAccountReceivables,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualBasicEPS,trailingOtherIncomeExpense,annualCapitalStock,quarterlyChangeInInventory,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualTotalNonCurrentAssets,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingDepreciationAndAmortization,annualAccumulatedDepreciation,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDebt,annualDilutedEPS,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,annualCurrentDeferredRevenue,annualInterestExpense,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyOperatingCashFlow,annualInventory,annualDeferredIncomeTax,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,annualChangeInInventory,trailingNetIncome,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualNetOtherInvestingChanges,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCostOfRevenue,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualGoodwill,annualCommonStockIssuance,annualNetIncome,trailingOperatingIncome,annualCostOfRevenue,annualTotalRevenue,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualLongTermDebt,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualAccountsReceivable,quarterlyLongTermDebt,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,annualEndCashPosition,annualPurchaseOfInvestment,annualPretaxIncome,annualTaxProvision,trailingInvestingCashFlow,annualAccountsPayable,trailingEndCashPosition,quarterlyNetIncomeContinuousOperations,trailingTaxProvision,quarterlyNetIncome,annualInvestingCashFlow,annualTotalAssets,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualCurrentAssets,annualOperatingCashFlow,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,annualNetPPE,annualBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable
2011-12-31,-1232191000.0,371224000.0,162615000.0,117882000.0,,1051302000.0,1662507000.0,101993000.0,50307000.0,100937000.0,,1008307000.0,,,1008307000.0,0.090476,,117882000.0,-1150000.0,685090000.0,137929000.0,,,,538441000.0,357490000.0,340586000.0,1474972000.0,,,,-1945000.0,-69796000.0,917905000.0,,,3878503000.0,9395000.0,,280722000.0,627074000.0,,,,-34262000.0,93343000.0,-54640000.0,175593000.0,,,50228000.0,590073000.0,,-275433000.0,,,128033000.0,-284748000.0,-159899000.0,,1052142000.0,147789000.0,0.090476,-1624869000.0,,239649000.0,,185301000.0,,200562000.0,,101993000.0,,-275433000.0,,159778000.0,,159270000.0,1030341000.0,,1328911000.0,-2830000.0,18550000.0,1929215000.0,,1051302000.0,6909000.0,,4691000.0,646077000.0,0.0,538441000.0,24917000.0,,775869000.0,12000000.0,50307000.0,-51279000.0,16904000.0,104630000.0,4142724000.0,,0.0,30874000.0,1895101000.0,3878503000.0,408263000.0,50307000.0,-188360000.0,60329000.0,627074000.0,16904000.0,0.0,1895101000.0,,50307000.0,,466702000.0,1795613000.0,5807718000.0,,2809225000.0,,,408263000.0,2809225000.0,555590485.0,,137929000.0,0.0,9395000.0,340586000.0,,80023000.0,29795000.0,,280722000.0,,6550000.0,,6514000.0,-1618726000.0,5807718000.0,,3496647000.0,276769000.0,1662507000.0,3555000.0,340586000.0,90639000.0,4691000.0,147789000.0,,,,35830000.0,5776000.0,340586000.0,6756000.0,6514000.0,4142724000.0,,6756000.0,-282622000.0,-2887000.0,1030341000.0,778433000.0,1929215000.0,220228000.0,,3496647000.0,,3555000.0,357490000.0,646077000.0,775869000.0,555590485.0,-2830000.0,,,,,,,,,,,,,,,,,,,
2012-03-31,,,340586000.0,117882000.0,,,1682267000.0,,,,675290000.0,,-23074000.0,,971901000.0,,,,12704000.0,160119000.0,,,-170077000.0,,,194135000.0,164968000.0,,,,,,-76000.0,,,0.1,,26128000.0,,302285000.0,-10136000.0,,28334000.0,,-197948000.0,171070000.0,-38049000.0,,675290000.0,2209000.0,,666682000.0,,,,,215895000.0,,,,,,,,,,,-175618000.0,,,,67327000.0,,-288447000.0,,31654000.0,,79803000.0,,,,-2000.0,102889000.0,1772920000.0,,1060960000.0,,,10533000.0,660812000.0,,,-48581000.0,,772513000.0,35380000.0,686095000.0,,29167000.0,41754000.0,,0.1,,31570000.0,1836684000.0,3770105000.0,409162000.0,,335493000.0,,,,,,,,,,,5543025000.0,,,131785000.0,,,2563695000.0,,,80841000.0,,,,,,,,,,67509000.0,,67529000.0,,,,3197485000.0,,,0.0,,,,184689000.0,-12009000.0,81436000.0,,-50134000.0,,164968000.0,,67529000.0,3858297000.0,-33290000.0,12793000.0,-30078000.0,10850000.0,996178000.0,331189000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,164968000.0,117882000.0,,,1831277000.0,,,,692653500.0,,6344000.0,,1038977000.0,,,,1063000.0,166993000.0,,,-44719000.0,,,341583000.0,314640000.0,,,,,,16449000.0,,,0.095238,,15514000.0,,277635000.0,72410000.0,,30368000.0,,-47819000.0,167825000.0,-40513000.0,,692653500.0,21028000.0,,650023000.0,,,,,202470000.0,,,,,,,,,,,149672000.0,,,,71135000.0,,-315633000.0,,178359000.0,,134727000.0,,,,0.0,101468000.0,1896772000.0,,1138884000.0,,,31770000.0,677890000.0,,,-18642000.0,,823251000.0,35527000.0,703343000.0,,26943000.0,94214000.0,,0.095238,,32019000.0,1950389000.0,4015645000.0,413466000.0,,315205000.0,,,,,,,,,,,5912417000.0,,,136625000.0,,,2702437000.0,,,100442000.0,,,,,,,,,,65941000.0,,65967000.0,,,,3396693000.0,,,0.0,,,,208115000.0,4367000.0,68983000.0,,48740000.0,,314640000.0,,65967000.0,4074583000.0,-25187000.0,16131000.0,-24128000.0,2626000.0,1032953000.0,334818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,314640000.0,117882000.0,,,1849945000.0,,,,670393500.0,,61331000.0,,1000746000.0,,,,-10376000.0,162302000.0,,,-30844000.0,,,401395000.0,400600000.0,,,,,,17283000.0,,,0.095238,,15708000.0,,268966000.0,27231000.0,,31667000.0,,-27280000.0,171563000.0,-42215000.0,,670393500.0,142000.0,,642811000.0,,,,,202600000.0,,,,,,,,,,,85960000.0,,,,89725000.0,,-320899000.0,,-114523000.0,,133641000.0,,,,0.0,96821000.0,1921424000.0,,1129959000.0,,,47618000.0,641208000.0,,,26874000.0,,809060000.0,34153000.0,816406000.0,,795000.0,91426000.0,,0.095238,,33738000.0,1905820000.0,3915897000.0,377018000.0,,308946000.0,,,,,,,,,,,5837321000.0,,,130635000.0,,,2637079000.0,,,114027000.0,,,,,,,,,,62668000.0,,63847000.0,,,,3341991000.0,,,0.0,,,,184444000.0,-1500000.0,72041000.0,,-14009000.0,,400600000.0,,63847000.0,3983199000.0,-23595000.0,20566000.0,3422000.0,-2701000.0,1024792000.0,333865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-281296000.0,801191000.0,400600000.0,117882000.0,,1143044000.0,1876768000.0,6243000.0,256686000.0,132741000.0,,969095000.0,-343000.0,,969095000.0,0.375,,117882000.0,11118000.0,180101000.0,110686000.0,,-35656000.0,,453846000.0,473327000.0,473327000.0,-305330000.0,,,,10304000.0,-33656000.0,545072000.0,,,3692910000.0,0.0,,228405000.0,614905000.0,,34074000.0,,-32283000.0,149626000.0,-45351000.0,246362000.0,,-18194000.0,255377000.0,661428000.0,,-332937000.0,,,149938000.0,-49752000.0,-166128000.0,,669515000.0,192003000.0,0.375,-11067000.0,,340586000.0,44258000.0,72727000.0,,284117000.0,,6243000.0,,-332937000.0,,150872000.0,124443000.0,158947000.0,998644000.0,,1329599000.0,-5192000.0,86770000.0,1934564000.0,,1143044000.0,14509000.0,,5679000.0,592865000.0,,453846000.0,-3268000.0,,810107000.0,27511000.0,256686000.0,-43617000.0,0.0,113596000.0,3746733000.0,,32864000.0,31799000.0,1869899000.0,3692910000.0,366022000.0,256686000.0,331701000.0,340990000.0,614905000.0,0.0,,1869899000.0,5185000.0,256686000.0,,1291345000.0,2620944000.0,5627474000.0,,2585988000.0,146027000.0,,366022000.0,2568396000.0,685402388.0,,17171000.0,0.0,15420000.0,473327000.0,,387948000.0,132571000.0,,228405000.0,,59259000.0,,59343000.0,-64435000.0,5627474000.0,,3153868000.0,660084000.0,1876768000.0,8623000.0,473327000.0,129126000.0,5679000.0,184998000.0,,31369000.0,,-49032000.0,30981000.0,473327000.0,5967000.0,59343000.0,3746733000.0,-14667000.0,5967000.0,1032000.0,-471000.0,998644000.0,329727000.0,1934564000.0,507118000.0,,3153868000.0,-96739000.0,16526000.0,473327000.0,592865000.0,810107000.0,685402388.0,-5194000.0,,,,,,,,,,,,,,,,,,,
2013-03-31,,,473327000.0,119515000.0,,,1955489000.0,,,,674088889.0,,-75959000.0,,989745000.0,,,,18838000.0,162582000.0,,,-31595000.0,,461855000.0,405470000.0,404988000.0,,,,,,-1941000.0,,,0.135,,15270000.0,,219377000.0,943526000.0,,29308000.0,,-112527000.0,187404000.0,-32440000.0,,674088889.0,35081000.0,,683698000.0,,,,,211005000.0,,,,,,,,,,,-68339000.0,,,,71853000.0,,-369814000.0,,59582000.0,,92378000.0,,,,-118367000.0,125288000.0,1940745000.0,,1205519000.0,,,42880000.0,611595000.0,-29770000.0,,-83000000.0,,835705000.0,35741000.0,91002000.0,,482000.0,59938000.0,,0.135,,31030000.0,1925703000.0,3843578000.0,448394000.0,,333712000.0,,,,,,,,,,,5784323000.0,,,133274000.0,,,2637958000.0,,,110594000.0,,,,,,,,,,89547000.0,,91002000.0,,,,3214540000.0,,,16474000.0,,,,187829000.0,-1941000.0,54687000.0,,-58228000.0,,404988000.0,,91002000.0,3826135000.0,-25845000.0,67344000.0,-117175000.0,-5191000.0,1002229000.0,349986000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,404988000.0,119604000.0,,,1936921000.0,,,,679985185.0,,24562000.0,,974645000.0,,,,-5767000.0,167637000.0,,,-60682000.0,,450431000.0,479914000.0,479157000.0,,,,,,-1752000.0,,,0.135,,15663000.0,,241198000.0,881453000.0,,29163000.0,,-61328000.0,192959000.0,-36912000.0,,679985185.0,20461000.0,,697143000.0,,,,,222965000.0,,,,,,,,,,,74169000.0,,,,80783000.0,,-386035000.0,,48664000.0,,187883000.0,,,,-2062000.0,134990000.0,2039313000.0,,1226915000.0,,,89706000.0,742411000.0,-6323000.0,,53334000.0,,840880000.0,44102000.0,182800000.0,,757000.0,150971000.0,,0.135,,33179000.0,1937064000.0,3806846000.0,409070000.0,,336547000.0,,,,,,,,,,,5846159000.0,,,138474000.0,,,2560812000.0,,,55060000.0,,,,,,,,,,90888000.0,,91798000.0,,,,3158988000.0,,,0.0,,,,228160000.0,-1752000.0,54796000.0,,-44618000.0,,479157000.0,,91798000.0,3901399000.0,35093000.0,17492000.0,124206000.0,3993000.0,990232000.0,360596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,479157000.0,119604000.0,,,1962506000.0,,,,673896000.0,,-11685000.0,,949631000.0,,,,-18281000.0,169304000.0,,,-17292000.0,,450251000.0,488804000.0,488277000.0,,,,0.0,,-4025000.0,,,0.125,,18729000.0,,241825000.0,822801000.0,,31787000.0,,-3767000.0,186067000.0,-48929000.0,,673896000.0,0.0,,665722000.0,,,,,211422000.0,,,,,,,,,,,9120000.0,,,,97407000.0,,-382577000.0,,54187000.0,,85446000.0,,,,0.0,125361000.0,1982701000.0,,1209181000.0,,,6467000.0,656592000.0,-19503000.0,,-22430000.0,,826604000.0,41854000.0,267037000.0,,527000.0,36517000.0,,0.125,,32326000.0,1879973000.0,3728450000.0,414960000.0,,310351000.0,,,,-1000.0,,,,,,,5711151000.0,,,137517000.0,,,2485488000.0,,,56611000.0,,,,,,,,,,83507000.0,,84237000.0,,,,3085369000.0,,,0.0,,,,221382000.0,-4025000.0,53735000.0,,-62007000.0,,488277000.0,,84237000.0,3741961000.0,10892000.0,35748000.0,3665000.0,-3647000.0,985277000.0,355371000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-132920000.0,841356000.0,488277000.0,119604000.0,,1240399000.0,2101262000.0,9438000.0,345551000.0,235450000.0,,946435000.0,27388000.0,,946435000.0,0.505,,119604000.0,22487000.0,182209000.0,54236000.0,,-23351000.0,7463000.0,454089000.0,708777000.0,708777000.0,-105146000.0,,,0.0,-3462000.0,-3088000.0,558461000.0,,,3701376000.0,17189000.0,,273621000.0,794134000.0,,33013000.0,,72476000.0,169690000.0,-54568000.0,207616000.0,,100108000.0,342054000.0,695169000.0,,-400161000.0,,,195964000.0,8184000.0,-172849000.0,,681732000.0,244302000.0,0.505,-69172000.0,,473327000.0,-35694000.0,220500000.0,7463000.0,215351000.0,,9438000.0,,-400161000.0,,45183000.0,123271000.0,226304000.0,946913000.0,,1417852000.0,0.0,111897000.0,2139660000.0,,1240399000.0,17277000.0,,2934000.0,715296000.0,-13576000.0,454089000.0,92428000.0,,840238000.0,33785000.0,345551000.0,40332000.0,1200000.0,171736000.0,3733832000.0,,-10806000.0,31934000.0,1829141000.0,3701376000.0,401531000.0,345551000.0,343270000.0,419162000.0,794134000.0,1200000.0,1000.0,1829141000.0,155650000.0,345551000.0,,1323880000.0,2741732000.0,5841036000.0,,2425877000.0,149196000.0,,401531000.0,2425877000.0,681010596.0,,54236000.0,-69138000.0,17189000.0,708777000.0,-10806000.0,497536000.0,155482000.0,,273621000.0,,78112000.0,,78514000.0,-236034000.0,5841036000.0,,3018536000.0,736120000.0,2101262000.0,0.0,708777000.0,128469000.0,2934000.0,244302000.0,-3088000.0,52133000.0,75421000.0,-71181000.0,0.0,708777000.0,39130000.0,78514000.0,3733832000.0,41221000.0,39130000.0,-1588000.0,1383000.0,946913000.0,351899000.0,2139660000.0,592011000.0,,3018536000.0,61361000.0,0.0,708777000.0,715296000.0,840238000.0,681010596.0,-120429000.0,,,,,,,,,,,,,,,,,,,
2014-03-31,,,708777000.0,119604000.0,,,2219681000.0,,,,691274286.0,,-126656000.0,,982524000.0,,,,-11339000.0,196851000.0,,,-3851507000.0,,469160000.0,685090000.0,684597000.0,,,,,,0.0,,,0.175,,20093000.0,,369300000.0,1137131000.0,,37895000.0,,1114241000.0,223864000.0,-50322000.0,,691274286.0,0.0,,797998000.0,,,,,260772000.0,,,,,,,,,,,-24180000.0,,,,83109000.0,,-428193000.0,,68532000.0,,124867000.0,,,,0.0,155370000.0,2416613000.0,,1370639000.0,,,40023000.0,743392000.0,-1211316000.0,,-87750000.0,,942446000.0,35735000.0,120973000.0,,493000.0,74545000.0,,0.175,,46354000.0,2748241000.0,4775754000.0,612714000.0,,377283000.0,,,,,,,,,,,7192367000.0,,,158956000.0,,,3642796000.0,,,55379000.0,,,,,,,,,,119635000.0,,120973000.0,,,,4224603000.0,,,0.0,,,,147065000.0,-1828000.0,59048000.0,,-1263080000.0,,684597000.0,,120973000.0,4967995000.0,51663000.0,50049000.0,-167124000.0,-4925000.0,1021578000.0,420715000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,684597000.0,119604000.0,,,2231612000.0,,,,692413333.0,,89778000.0,,984153000.0,,,,-2676000.0,215221000.0,,,-60558000.0,,472107000.0,737254000.0,736904000.0,,,,,,-82099000.0,,,0.15,,19242000.0,,370755000.0,1020805000.0,,47299000.0,,-135225000.0,193470000.0,-92856000.0,,692413333.0,0.0,,812782000.0,,,,,226340000.0,,,,,,,,,,,52307000.0,,,,96629000.0,,-451904000.0,,59541000.0,,275648000.0,,,,-44360000.0,134203000.0,2412406000.0,,1451105000.0,,,50417000.0,796993000.0,-1472000.0,,91872000.0,,999201000.0,30867000.0,224835000.0,,350000.0,182792000.0,,0.15,,44508000.0,2779267000.0,4863690000.0,535551000.0,,404091000.0,,,,,,,,,,,7276096000.0,,,167922000.0,,,3659022000.0,,,55178000.0,,,,,,,,,,103336000.0,,103862000.0,,,,4241479000.0,,,55991000.0,,,,168283000.0,583000.0,47629000.0,,-93484000.0,,736904000.0,,103862000.0,5038472000.0,14156000.0,45078000.0,-57546000.0,-6572000.0,1031422000.0,408691000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,736904000.0,119604000.0,,,2534163000.0,,,,691818182.0,,17610000.0,,1048567000.0,,,,-57109000.0,213078000.0,,,-30646000.0,,530613000.0,918072000.0,917704000.0,,,,,,-6936000.0,,,0.165,,22119000.0,,393078000.0,1226174000.0,,42345000.0,,-40900000.0,213887000.0,-64783000.0,,691818182.0,0.0,,827310000.0,,,,,232322000.0,,,,,,,,,,,180800000.0,,,,154709000.0,,-495805000.0,,113431000.0,,255373000.0,,,,-16968000.0,136354000.0,2707671000.0,,1573618000.0,,,59423000.0,985538000.0,-22164000.0,,-3357000.0,,1077813000.0,22843000.0,338985000.0,,368000.0,190590000.0,,0.165,,47673000.0,3089570000.0,5395075000.0,528324000.0,,400345000.0,,,,0.0,,,,,,,8102746000.0,,,170733000.0,,,3935008000.0,,,57333000.0,,,,,,,,,,113511000.0,,114150000.0,,,,4577541000.0,,,0.0,,,,168003000.0,-6289000.0,48295000.0,,-79215000.0,,917704000.0,,114150000.0,5563079000.0,26773000.0,66659000.0,50406000.0,-24757000.0,1143944000.0,426965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-3970803000.0,988645000.0,917704000.0,119604000.0,,1664634000.0,2658123000.0,31925000.0,470253000.0,370369000.0,,1068361000.0,46168000.0,,1068361000.0,0.685,,119604000.0,-25899000.0,216375000.0,55352000.0,,-28092000.0,20373000.0,538786000.0,1079146000.0,1079146000.0,841118000.0,,,,-46043000.0,-6002000.0,660772000.0,,,5536627000.0,23669000.0,,439631000.0,1312734000.0,,53214000.0,,-96998000.0,226468000.0,-79078000.0,317856000.0,,0.0,467083000.0,917294000.0,,-516852000.0,,,269212000.0,-159962000.0,-287039000.0,,841525000.0,157626000.0,0.685,-1234952000.0,,708777000.0,26900000.0,161442000.0,20373000.0,209493000.0,,31925000.0,,-516852000.0,,76352000.0,180753000.0,323040000.0,1194057000.0,,1699214000.0,-7924000.0,163753000.0,2913122000.0,,1664634000.0,-97023000.0,,87462000.0,1079711000.0,0.0,538786000.0,94516000.0,,1147782000.0,33152000.0,470253000.0,95281000.0,502000.0,243962000.0,5786861000.0,,-13536000.0,50937000.0,3174732000.0,5536627000.0,514844000.0,470253000.0,474451000.0,691889000.0,1312734000.0,502000.0,-85944000.0,3174732000.0,0.0,470253000.0,,1656170000.0,3355384000.0,8449749000.0,,4062298000.0,163161000.0,,514844000.0,4062298000.0,685344936.0,,55352000.0,-156007000.0,23669000.0,1079146000.0,-13536000.0,589680000.0,122597000.0,,439631000.0,,130601000.0,,131268000.0,-1521104000.0,8449749000.0,,4707150000.0,857689000.0,2658123000.0,8711000.0,1079146000.0,189472000.0,87462000.0,157626000.0,-6002000.0,54522000.0,,-85325000.0,0.0,1079146000.0,58651000.0,131268000.0,5786861000.0,75318000.0,58651000.0,14302000.0,-9789000.0,1194057000.0,442843000.0,2913122000.0,978928000.0,,4707150000.0,167910000.0,8711000.0,1079146000.0,1079711000.0,1147782000.0,685344936.0,-69252000.0,,,,,,,,,,,,,,,,,,,
2015-03-31,,,1079146000.0,119604000.0,,,3131093000.0,,,,676263158.0,,33453000.0,,1193813000.0,,,,-39194000.0,214741000.0,,,-38177000.0,,595750000.0,798465000.0,797775000.0,,,,,,0.0,,,0.19,,31075000.0,,381341000.0,2127467000.0,,50916000.0,,-40776000.0,236361000.0,-353769000.0,,676263158.0,,,908384000.0,,,,,259057000.0,,,,,,,,,,,-281371000.0,,,,135291000.0,,-581115000.0,,54423000.0,,34125000.0,,,,,161800000.0,2824727000.0,,2157032000.0,,,100527000.0,1000248000.0,-58040000.0,,-172730000.0,,1575917000.0,33978000.0,128490000.0,,690000.0,-319644000.0,,0.19,,43663000.0,3574483000.0,6550428000.0,501517000.0,,457282000.0,,,,,,,,,,,9375155000.0,,,163825000.0,,,4531433000.0,,,63745000.0,,,,,,,,,,127822000.0,,128490000.0,,,,5239607000.0,,,0.0,,,,168949000.0,-3571000.0,53594000.0,,-402019000.0,,797775000.0,,128490000.0,6239855000.0,-161684000.0,124180000.0,-11334000.0,-15198000.0,1371242000.0,451102000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,797775000.0,119604000.0,,,3070151000.0,,,,700078947.0,,17491000.0,,1149060000.0,,,,-17384000.0,241387000.0,,,-80618000.0,,569077000.0,789911000.0,788734000.0,,,,,,-77289000.0,,,0.19,,25190000.0,,367794000.0,1836889000.0,,53020000.0,,-106506000.0,234327000.0,-77051000.0,,700078947.0,,,992181000.0,,,,,276471000.0,,,,,,,,,,,-93289000.0,,,,1005317000.0,,,,-53280000.0,,223019000.0,,,,,172283000.0,2751887000.0,,1559928000.0,,,97244000.0,1005317000.0,-96399000.0,,82843000.0,,1559928000.0,39520000.0,261505000.0,,1177000.0,246705000.0,,0.19,,46469000.0,3440974000.0,6343471000.0,594071000.0,,516467000.0,,,,,,,,,,,9095358000.0,,,188367000.0,,,4367391000.0,,,5016156000.0,,,,,,,,,,132763000.0,,133015000.0,,,,5016156000.0,,,72006000.0,,,,161197000.0,-6145000.0,57719000.0,,-82503000.0,,788734000.0,,133015000.0,6021473000.0,18325000.0,121503000.0,-4501000.0,-5130000.0,1342715000.0,475714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,788734000.0,119604000.0,,,3198391000.0,,,,683434146.0,,23403000.0,,1138643000.0,,,,-23997000.0,235259000.0,,,-917000.0,,588274000.0,892627000.0,891848000.0,,,,,,-59667000.0,,,0.205,,36834000.0,,351816000.0,1825025000.0,,54198000.0,,7311000.0,247320000.0,-169732000.0,,683434146.0,58457000.0,,971197000.0,,,,,288039000.0,,,,,,,,,,,187362000.0,,,,187098000.0,,-620056000.0,,195118000.0,,175248000.0,,,,0.0,182702000.0,2841230000.0,,2202445000.0,,,39453000.0,975446000.0,96399000.0,,-90761000.0,,1582389000.0,42779000.0,401609000.0,,779000.0,5516000.0,,0.205,,48673000.0,3434748000.0,6337333000.0,425785000.0,,488618000.0,,,,0.0,,,,,,,9178563000.0,,,181061000.0,,,4357157000.0,,,40983000.0,,,,,,,,,,139923000.0,,140104000.0,,,,5000100000.0,,,0.0,,,,193094000.0,-7042000.0,56664000.0,,-75943000.0,,891848000.0,,140104000.0,5975546000.0,-19245000.0,114268000.0,7667000.0,-5362000.0,1359483000.0,482579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
