,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualDilutedAverageShares,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,annualDilutedEPS,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualBasicAverageShares,quarterlyDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingChangeInInventory,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingDepreciationAndAmortization,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualFreeCashFlow,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingStockBasedCompensation,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualEndCashPosition,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
836092800,-1400000.0,1200000.0,,,,,,,,,,,,20100000.0,,,,25000000.0,,,0.0,,,,,,,4500000.0,,38000000.0,,,,0.115729,,,,3600000.0,,,,3500000.0,10100000.0,-1300000.0,,,,,,,,,,,,,,8400000.0,,,,,,,,7600000.0,48388909.0,,,-13300000.0,,-200000.0,-7500000.0,9900000.0,7800000.0,85900000.0,,,,36400000.0,,4800000.0,9200000.0,,75800000.0,,,,,,,,110800000.0,,,,,35600000.0,-100000.0,0.115729,,-7700000.0,0.0,,,65800000.0,,,,35000000.0,200000.0,,,5600000.0,,5600000.0,,,,,10000000.0,,,,,,,36400000.0,,,,48388909.0,,,38500000.0,0.0,,,,,900000.0,4500000.0,3600000.0,,700000.0,,,,,0.0,10200000.0,,5600000.0,,,29300000.0,,0.0,-100000.0,,,,,,,72800000.0,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,1400000.0,1600000.0,,,,,,,,,,,,13500000.0,,,,8400000.0,,,0.0,,,,,,,6100000.0,,40100000.0,,,,0.044511,,,,1400000.0,,,,5800000.0,4300000.0,-1500000.0,,,,,,,,,,,,,,10500000.0,,,,,,,,-12900000.0,49425985.0,,,12200000.0,,-100000.0,14600000.0,4100000.0,11200000.0,62300000.0,,,,53600000.0,,7300000.0,3600000.0,,78300000.0,,,,,,,,119900000.0,,,,,24900000.0,100000.0,0.044511,,14500000.0,1700000.0,,,48800000.0,,,,41600000.0,200000.0,,,2200000.0,,2200000.0,,,,,9200000.0,,,,,,,26200000.0,,,,49425985.0,,,53100000.0,200000.0,,,,,1200000.0,6100000.0,34000000.0,,800000.0,,,,,0.0,9400000.0,,2200000.0,,,32700000.0,,0.0,0.0,,,,,,,79800000.0,,,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,-1700000.0,1100000.0,,2600000.0,6000000.0,,0.0,,4500000.0,2000000.0,,3200000.0,49070812.0,10100000.0,,40700000.0,,15100000.0,,800000.0,0.0,-800000.0,0.092181,,,,40100000.0,4600000.0,,36800000.0,7900000.0,,48102609.0,,,,42100000.0,-2100000.0,,-2700000.0,4900000.0,4400000.0,-3100000.0,-1600000.0,,,4500000.0,182800000.0,235800000.0,,,,,0.0,,15400000.0,6800000.0,7200000.0,-1600000.0,76400000.0,,,1000000.0,,53000000.0,-2500000.0,,43200000.0,-1000000.0,4000000.0,,-200000.0,3000000.0,-5000000.0,7900000.0,46400000.0,,,,38400000.0,,6000000.0,-5500000.0,,73100000.0,,,2100000.0,,,,113200000.0,113200000.0,7200000.0,4500000.0,,,35900000.0,0.0,,,2800000.0,-1500000.0,,7400000.0,36300000.0,,,,40100000.0,1900000.0,,-2400000.0,-3400000.0,,-3400000.0,,15100000.0,100000.0,1100000.0,13200000.0,2500000.0,,35900000.0,9800000.0,,,38000000.0,36800000.0,0.0,,,,2900000.0,42100000.0,600000.0,38400000.0,,,0.093937,2100000.0,4600000.0,15400000.0,,1100000.0,38000000.0,,,,0.0,15100000.0,,-3400000.0,,,33000000.0,,0.0,-2000000.0,,4600000.0,33000000.0,,4400000.0,,76400000.0,12300000.0,7600000.0,2700000.0,2700000.0,4600000.0,73100000.0,-1700000.0,,,,,,,,,,,,,,,,,,,,,,,,
859766400,0.0,2500000.0,,,,,,,,,,,,14000000.0,,,,69800000.0,,,4600000.0,,,,,,,9300000.0,,36200000.0,,,,-0.014837,,,,-400000.0,,,,4800000.0,400000.0,-1600000.0,,,,,,,,,,,,,,6600000.0,,,,,,,,-2500000.0,40439442.0,,,7800000.0,,-300000.0,7400000.0,200000.0,3900000.0,63600000.0,,,,84600000.0,,6400000.0,-1000000.0,,120500000.0,,,,,,,,160700000.0,,,,,37900000.0,-100000.0,-0.014837,,7100000.0,4700000.0,,,49600000.0,,,,40200000.0,200000.0,,,-600000.0,,-600000.0,,,,,13600000.0,,,,,,,39900000.0,,,,40439442.0,,,66900000.0,-100000.0,,,,,2100000.0,9300000.0,10900000.0,,1100000.0,,,,,0.0,13800000.0,,-600000.0,,,32500000.0,,0.0,-300000.0,,,,,,,124500000.0,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,0.0,2400000.0,,,,,,,,,,,,28200000.0,,,,33500000.0,,,0.0,,,,,,,4100000.0,,42700000.0,,,,0.130566,,,,3900000.0,,,,4900000.0,11800000.0,-1800000.0,,,,,,,,,,,,,,13000000.0,,,,,,,,21300000.0,47928227.0,,,-32700000.0,,-300000.0,-26100000.0,11600000.0,9400000.0,124800000.0,,,,48400000.0,,6700000.0,10300000.0,,118000000.0,,,,,,,,157900000.0,,,,,64500000.0,0.0,0.133533,,-26400000.0,-5200000.0,,,96600000.0,,,,39900000.0,200000.0,,,6400000.0,,6400000.0,,,,,16400000.0,,,,,,,66800000.0,,,,49017355.0,,,63700000.0,-100000.0,,,,,2300000.0,4100000.0,5500000.0,,1200000.0,,,,,100000.0,16600000.0,,6400000.0,,,32300000.0,,0.0,-200000.0,,,,,,,115200000.0,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,-100000.0,1800000.0,,,,,,,,,,,,21500000.0,,,,13400000.0,,,0.0,,,,,,,1900000.0,,46200000.0,,,,0.06825,,,,2100000.0,,,,4700000.0,7100000.0,-2000000.0,,,,,,,,,,,,,,16500000.0,,,,,,,,-19100000.0,49144879.0,,,13300000.0,0.0,-100000.0,17000000.0,6900000.0,10900000.0,98500000.0,,,,31500000.0,,6700000.0,5600000.0,,83700000.0,,,,,,,,123700000.0,,,,,43600000.0,100000.0,0.071218,,16900000.0,-2200000.0,,,77000000.0,,,,40000000.0,200000.0,,,3500000.0,,3500000.0,,,,,14400000.0,,,,,,,46000000.0,,,,51282051.0,,,43100000.0,100000.0,,,,,2300000.0,1900000.0,7200000.0,,1300000.0,,,,,0.0,14600000.0,,3500000.0,,,32800000.0,,0.0,-200000.0,,,,,,,77500000.0,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,100000.0,1100000.0,,17700000.0,7000000.0,,100000.0,,7100000.0,4600000.0,,4500000.0,50050406.0,10800000.0,,56800000.0,,20300000.0,,900000.0,0.0,-1100000.0,0.140905,,,,40000000.0,22300000.0,,66600000.0,6100000.0,,48736687.0,,,,48300000.0,-1400000.0,,11400000.0,-7100000.0,4800000.0,-1500000.0,-2200000.0,,,7100000.0,260700000.0,335000000.0,,,,,0.0,,6700000.0,6200000.0,14300000.0,-2200000.0,69900000.0,,,1300000.0,,74300000.0,11700000.0,,59400000.0,-4500000.0,11400000.0,22600000.0,-400000.0,9000000.0,-3500000.0,6100000.0,48200000.0,,,,33100000.0,,7000000.0,-3600000.0,,96500000.0,,,3600000.0,,,,136500000.0,136500000.0,14300000.0,7100000.0,,,33100000.0,100000.0,,,8600000.0,20400000.0,,11400000.0,37400000.0,,,,40000000.0,2000000.0,,-1000000.0,-2200000.0,,-2200000.0,,20300000.0,-200000.0,1100000.0,12300000.0,2600000.0,,33100000.0,14900000.0,,,36800000.0,66600000.0,0.0,,,,4300000.0,48300000.0,800000.0,33100000.0,,,0.144856,3600000.0,22300000.0,6700000.0,,900000.0,36800000.0,,,,0.0,14300000.0,,-2200000.0,22700000.0,,32600000.0,,0.0,-300000.0,,22300000.0,32600000.0,,4800000.0,,69900000.0,17500000.0,7300000.0,2600000.0,2600000.0,22300000.0,96500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
891302400,0.0,2800000.0,,,,,,,,,,,,16000000.0,,,,82900000.0,,,22300000.0,,,,,,,6600000.0,,65500000.0,,,,-0.020772,,,,-700000.0,,,,6000000.0,-800000.0,-4200000.0,,,,,,,,,,,,,,13100000.0,,,,,,,,4400000.0,57770075.0,,,1900000.0,,-22200000.0,1200000.0,-1300000.0,6700000.0,74000000.0,,,,96600000.0,,10200000.0,-1900000.0,,157000000.0,,,,,,,,203100000.0,,,,,37300000.0,0.0,-0.020772,,-21000000.0,-15700000.0,,,58000000.0,,,,46100000.0,500000.0,,,-1200000.0,,-1200000.0,,,,,16800000.0,,,,,,,41000000.0,,,,57770075.0,,,93700000.0,300000.0,,,,,3700000.0,6600000.0,7000000.0,,800000.0,,,,,0.0,17300000.0,,-1200000.0,,,37200000.0,,0.0,-21400000.0,,,,,,,137600000.0,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,-100000.0,2700000.0,,,,,,,,,,,,41900000.0,,,,46800000.0,,,0.0,,,,,,,1700000.0,,77800000.0,,,,0.204751,,,,7200000.0,,,,5600000.0,20900000.0,-2800000.0,,,,,,,,,,,,,,25300000.0,,,,,,,,16500000.0,58733475.0,,,-32100000.0,,-1900000.0,-19400000.0,20400000.0,15700000.0,178500000.0,,,,68900000.0,,8400000.0,19400000.0,,158200000.0,,,,,,,,204800000.0,,,,,54300000.0,0.0,0.207718,,-21300000.0,-4900000.0,,,136600000.0,,,,46600000.0,400000.0,,,12200000.0,,12200000.0,,,,,21000000.0,,,,,,,58100000.0,,,,59584569.0,,,80800000.0,200000.0,,,,,3800000.0,1700000.0,6400000.0,,1100000.0,,,,,100000.0,21500000.0,,12200000.0,,,38200000.0,,0.0,-1900000.0,,,,,,,127000000.0,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,100000.0,3000000.0,,,,,,,,,,,,30100000.0,,,,25700000.0,,,0.0,,,,,,,5500000.0,,83700000.0,,,,0.097924,,,,3300000.0,,,,5600000.0,10300000.0,-3200000.0,,,,,,,,,,,,,,31100000.0,,,,,,,,-13200000.0,59229607.0,,,18200000.0,0.0,-7000000.0,23900000.0,10000000.0,16700000.0,133900000.0,,,,47200000.0,,8800000.0,9100000.0,,125200000.0,,,,,,,,177400000.0,,,,,42700000.0,0.0,0.097924,,16900000.0,3800000.0,,,103800000.0,,,,52200000.0,-100000.0,,,5800000.0,,5800000.0,,,,,19800000.0,,,,,,,46500000.0,,,,59229607.0,,,63600000.0,100000.0,,,,,3800000.0,5500000.0,4800000.0,,1000000.0,,,,,-100000.0,20100000.0,,5800000.0,,,44200000.0,,0.0,-6900000.0,,,,,,,93700000.0,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,0.0,3300000.0,,-17400000.0,8700000.0,,0.0,,13700000.0,22300000.0,,3500000.0,60299437.0,16100000.0,,76100000.0,,34600000.0,,700000.0,0.0,-31700000.0,0.22716,,,,51600000.0,4900000.0,,80600000.0,10900000.0,,58856625.0,,,,69400000.0,-1800000.0,,-6000000.0,-8800000.0,5400000.0,-2400000.0,-3300000.0,,,13700000.0,353700000.0,457600000.0,,,,,-100000.0,,5000000.0,-12300000.0,28000000.0,-3300000.0,83200000.0,,,-600000.0,,103900000.0,-13700000.0,,79400000.0,1900000.0,11900000.0,100000.0,-600000.0,13700000.0,-4900000.0,10900000.0,71300000.0,,,,50500000.0,,8700000.0,-5000000.0,,112200000.0,,,4000000.0,,,,163800000.0,163800000.0,28000000.0,13700000.0,,,28700000.0,0.0,,,13100000.0,-600000.0,,21700000.0,55200000.0,,,,51600000.0,2500000.0,,-30800000.0,-3200000.0,,-3200000.0,,34600000.0,-100000.0,3300000.0,18500000.0,3300000.0,,28700000.0,24500000.0,,,32700000.0,80600000.0,0.0,,,,8000000.0,69400000.0,500000.0,50500000.0,,,0.233086,4000000.0,4900000.0,5000000.0,,600000.0,32700000.0,,,,0.0,21000000.0,,-3200000.0,200000.0,,43900000.0,,0.0,-600000.0,,4900000.0,43900000.0,,5400000.0,,83200000.0,27800000.0,19400000.0,2300000.0,2300000.0,4900000.0,112200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
922838400,0.0,2800000.0,,,,,,,,,,,,22700000.0,,,,84400000.0,,,4900000.0,,,,,,,3600000.0,,78700000.0,,,,0.002968,,,,400000.0,,,,6700000.0,2200000.0,-3700000.0,,,,,,,,,,,,,,28100000.0,,,-2700000.0,,,,,24200000.0,67385445.0,,,-4000000.0,700000.0,-22800000.0,-2700000.0,1600000.0,10000000.0,98900000.0,,,,99700000.0,,10400000.0,1100000.0,,176600000.0,,,,,,,,236800000.0,,,,,54500000.0,100000.0,0.002968,,-25500000.0,-1300000.0,,,76200000.0,,,,60200000.0,600000.0,,,700000.0,,200000.0,,,,,20500000.0,,,,,,,58400000.0,,,,67385445.0,,,105900000.0,300000.0,,,,,3800000.0,3600000.0,5300000.0,,900000.0,,,,,100000.0,21100000.0,,200000.0,,,48100000.0,,0.0,-22800000.0,,,,,,,158100000.0,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,0.0,2800000.0,,,,,,,,,,,,54600000.0,,,,67300000.0,,,0.0,,,,,,,7800000.0,,95700000.0,,,,0.264099,,,,9300000.0,,,,6500000.0,28200000.0,-3600000.0,,,,,,,,,,,,,,44000000.0,,,0.0,,,,,2000000.0,58241332.0,,,-13600000.0,1100000.0,-1900000.0,3400000.0,27100000.0,23400000.0,225100000.0,,,,96000000.0,,10100000.0,25200000.0,,191500000.0,,,,,,,,250900000.0,,,,,55400000.0,0.0,0.273002,,1500000.0,4200000.0,,,170500000.0,,,,59400000.0,1100000.0,,,15900000.0,,15900000.0,,,,,26400000.0,,,,,,,59200000.0,,,,60204696.0,,,89300000.0,-1000000.0,,,,,3800000.0,7800000.0,5300000.0,,900000.0,,,,,-100000.0,27500000.0,,15900000.0,,,48400000.0,,0.0,-1200000.0,,,,,,,155200000.0,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,0.0,2800000.0,,,,,,,,,,,,38600000.0,,,,27800000.0,,,0.0,,,,0.0,,,600000.0,,101000000.0,,,,0.133533,,,,4800000.0,,,,6400000.0,14100000.0,-3600000.0,,,,,,,,,,,,,,52100000.0,,,-3500000.0,,,,,-24500000.0,58077839.0,,,9200000.0,800000.0,-600000.0,17900000.0,13400000.0,21300000.0,163300000.0,,,,54100000.0,,10000000.0,12900000.0,,133200000.0,,,,,,,,192900000.0,,,,,34000000.0,0.0,0.139468,,17300000.0,-7200000.0,,,124700000.0,,,,59700000.0,700000.0,,,8100000.0,,8100000.0,,,,,24600000.0,,,,,,,37800000.0,,,,60659163.0,,,69700000.0,300000.0,,,,,3800000.0,600000.0,5000000.0,,800000.0,,,,,0.0,25200000.0,,8100000.0,,,48400000.0,,600000.0,-600000.0,,,,,,,91900000.0,,,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,0.0,3200000.0,,-1000000.0,11200000.0,,-100000.0,,21100000.0,4900000.0,,3100000.0,60147562.0,18900000.0,,92500000.0,-600000.0,51100000.0,,-200000.0,600000.0,-29600000.0,0.34963,,0.0,,61700000.0,4000000.0,,97600000.0,12600000.0,,58274437.0,,,,84300000.0,-1700000.0,,-9400000.0,-3100000.0,6800000.0,-2200000.0,-4400000.0,,,21600000.0,434900000.0,569800000.0,,0.0,,,-100000.0,,5000000.0,7700000.0,49100000.0,-4400000.0,96500000.0,0.0,,100000.0,,134900000.0,-11100000.0,,97100000.0,10500000.0,,200000.0,-4300000.0,18700000.0,-4400000.0,12600000.0,82400000.0,,,,68700000.0,,11200000.0,-4700000.0,,132400000.0,,,5100000.0,,,,194100000.0,194100000.0,49100000.0,21100000.0,,,22800000.0,-100000.0,,,14400000.0,3300000.0,,34500000.0,63500000.0,,,,61700000.0,2200000.0,,-28900000.0,-3000000.0,,-3000000.0,,51100000.0,,3200000.0,21100000.0,4600000.0,,22800000.0,37800000.0,,,27800000.0,97600000.0,4000000.0,,,,12900000.0,84300000.0,300000.0,68700000.0,,,0.361481,5100000.0,4000000.0,5000000.0,,600000.0,27800000.0,,,,-100000.0,23300000.0,,-3000000.0,2800000.0,,49700000.0,,4000000.0,-4300000.0,,4000000.0,49700000.0,-6200000.0,6800000.0,-600000.0,96500000.0,42400000.0,37300000.0,5200000.0,5200000.0,4000000.0,132400000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
954460800,0.0,3207000.0,,,,,,,,,,,,28522000.0,,,-548000.0,115899000.0,,,3958000.0,,,,11000.0,,,2136000.0,,95897000.0,,,,0.021728,,,,739000.0,,,,7335000.0,3119000.0,-4400000.0,,,,,,,,,,,,,,50336000.0,,,-3788000.0,,,,,16432000.0,57550500.0,,,-19024000.0,845000.0,-996000.0,-17120000.0,2457000.0,8875000.0,120631000.0,,,,129774000.0,,11735000.0,1981000.0,,210861000.0,,,,,,,,271639000.0,,,,,42141000.0,0.0,0.021728,,-18116000.0,-1822000.0,,,92109000.0,,,,60778000.0,662000.0,,,1242000.0,,1242000.0,,,,,25403000.0,,,,,,,45968000.0,,,,59722312.0,,,130517000.0,238000.0,,,,,3827000.0,2136000.0,5000000.0,,714000.0,,,,,0.0,26065000.0,,1242000.0,,,50092000.0,,2136000.0,-1117000.0,,,,,,,175742000.0,,,3351000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,0.0,3267000.0,,,,,,,,,,,,63085000.0,,,-1229000.0,82773000.0,,,2136000.0,,,,17000.0,,,3161000.0,,115404000.0,,,,0.331852,,,,12228000.0,,,,7722000.0,33562000.0,-4400000.0,,,,,,,,,,,,,,70132000.0,,,-588000.0,,,,,1617000.0,57206250.0,,,-20036000.0,422000.0,-860000.0,416000.0,32905000.0,26728000.0,253957000.0,,,,114501000.0,,12122000.0,32023000.0,,216245000.0,,,,,,,,277623000.0,,,,,43891000.0,0.0,0.346667,,-444000.0,1025000.0,,,190872000.0,,,,61378000.0,657000.0,,,19795000.0,,19795000.0,,,,,29523000.0,,,,,,,47718000.0,,,,59730750.0,,,108812000.0,256000.0,,,,,3827000.0,3161000.0,5000000.0,,1138000.0,,,,,33000.0,30180000.0,,19795000.0,,,49650000.0,,3161000.0,-860000.0,,,,,,,162219000.0,,,4006000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,0.0,4000000.0,,,,,,,,,,,,45591000.0,,,-1250000.0,40553000.0,,,3161000.0,,,,18000.0,,,4265000.0,,125613000.0,,,,0.162963,,,,6051000.0,,,,8847000.0,17418000.0,-6923000.0,,,,,,,,,,,,,,79880000.0,,,-1000.0,,,,,-2267000.0,57283875.0,,,19615000.0,317000.0,-1398000.0,30044000.0,16739000.0,19514000.0,190474000.0,,,,66317000.0,,15770000.0,15801000.0,,163438000.0,,,,,,,,236137000.0,,,,,40091000.0,0.0,0.168889,,28646000.0,1104000.0,,,144883000.0,,,,72699000.0,679000.0,,,9750000.0,,9750000.0,,,,,28173000.0,,,,,,,44207000.0,,,,59997375.0,,,88222000.0,49000.0,,,,,4116000.0,4265000.0,6250000.0,,987000.0,,,,,-33000.0,28852000.0,,9750000.0,,,61345000.0,,4265000.0,-26547000.0,,,,,,,110524000.0,,,2507000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,0.0,4645000.0,,-527000.0,13622000.0,,0.0,,28076000.0,3958000.0,,3639000.0,59879250.0,27096000.0,,110919000.0,-1168000.0,68144000.0,,617000.0,4265000.0,-4289000.0,0.468148,,17000.0,,73725000.0,3431000.0,,123195000.0,14878000.0,,57341250.0,,,,116849000.0,-1872000.0,,10647000.0,-23195000.0,9229000.0,-724000.0,-4393000.0,,,28076000.0,505467000.0,669761000.0,,17000.0,,,0.0,,6250000.0,14014000.0,77167000.0,-4393000.0,128710000.0,0.0,,-988000.0,,164294000.0,-5135000.0,,116050000.0,-15250000.0,,215000.0,-1035000.0,4963000.0,-3857000.0,14878000.0,104699000.0,,,,89272000.0,,13622000.0,-4583000.0,,178180000.0,,,4697000.0,,,,251905000.0,251905000.0,77167000.0,28076000.0,,,34741000.0,0.0,,,3928000.0,-834000.0,,45222000.0,77603000.0,,,,73725000.0,3133000.0,,-29141000.0,-2711000.0,,-2711000.0,,68144000.0,,4645000.0,27820000.0,5131000.0,,34741000.0,48244000.0,,,39438000.0,123195000.0,3431000.0,,,,17146000.0,116849000.0,74000.0,89272000.0,,,0.488889,4697000.0,3431000.0,6250000.0,,800000.0,39438000.0,,,,0.0,30953000.0,,-2711000.0,1799000.0,,59744000.0,,3431000.0,-617000.0,,3431000.0,59744000.0,-4377000.0,9229000.0,-1168000.0,128710000.0,53375000.0,18303000.0,4752000.0,4752000.0,3431000.0,178180000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
985996800,0.0,5971000.0,,,,,,,,,-32005000.0,,,37512000.0,,,-1442000.0,154395000.0,,,3431000.0,,,,18000.0,,,3056000.0,,125991000.0,,,,0.017778,,,,666000.0,,,,12121000.0,3881000.0,-4393000.0,,,,,,,,,,,,,,78212000.0,,,,,,,,25818000.0,57489750.0,,,,1573000.0,-824000.0,-2452000.0,2982000.0,11316000.0,155514000.0,,,,196961000.0,,16514000.0,1708000.0,,291160000.0,,-6127000.0,,,,,,386104000.0,,,,,58986000.0,0.0,0.017778,,-3276000.0,-375000.0,,,118002000.0,,,104649000.0,94944000.0,899000.0,,,1042000.0,,1042000.0,,,,,34530000.0,,,,,,,63152000.0,,,,60341625.0,,,177484000.0,213000.0,,,,,4166000.0,3056000.0,31250000.0,,1487000.0,,,,,0.0,34530000.0,,1042000.0,,,77228000.0,,3056000.0,-23832000.0,,,,,,,260113000.0,,,5595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,0.0,0.0,,,,,,,,,38239000.0,,,88303000.0,,,-1602000.0,101913000.0,,,3056000.0,,,,18000.0,,,2962000.0,,151678000.0,,,,0.420741,,,,15928000.0,,,,11922000.0,43504000.0,-4393000.0,,,,,,,,,,,,,,103678000.0,,,,,,,,-1078000.0,57682125.0,,,,382000.0,-1196000.0,4460000.0,42549000.0,0.0,332130000.0,,,,162439000.0,,16315000.0,41394000.0,,281450000.0,,-23655000.0,,,,,,376601000.0,,,,,58026000.0,0.0,0.441481,,3264000.0,-94000.0,,,243827000.0,31776000.0,,134418000.0,95151000.0,,,,25466000.0,,25466000.0,,,,,45177000.0,,,,,,,62484000.0,,,,60571125.0,,,137766000.0,636000.0,,,,,4458000.0,2962000.0,28750000.0,,1413000.0,,,,,0.0,45754000.0,,25466000.0,,,77989000.0,,2962000.0,-3214000.0,,,,,,,224923000.0,,,5240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
