,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,annualDilutedEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCashAndCashEquivalents,trailingDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualCurrentAssets,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualTaxProvision,trailingInterestExpense,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualTotalRevenue,annualNetOtherFinancingCharges,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualDilutedAverageShares,trailingCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCurrentDeferredRevenue,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyBasicEPS,annualCurrentDebt,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyBasicAverageShares,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyInterestExpense,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualInvestingCashFlow,annualLongTermDebt,annualStockholdersEquity,annualChangeInInventory,quarterlyNetPPE,trailingPurchaseOfBusiness,annualCashFlowFromContinuingFinancingActivities,annualInventory,annualTotalAssets,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyCostOfRevenue,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyOperatingExpense,annualGoodwill,annualStockBasedCompensation,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEbitda,annualOtherIntangibleAssets,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,trailingNetOtherInvestingChanges,annualAccountsPayable,annualOperatingCashFlow,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualOperatingIncome,annualOtherIncomeExpense,annualBasicEPS,trailingTotalRevenue,annualEndCashPosition,trailingPretaxIncome,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualPretaxIncome,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,trailingChangeInInventory,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1451520000,369022000.0,19277000.0,,3219222000.0,145443000.0,59847000.0,1.359408,,16521000.0,95449000.0,,-670579000.0,-532682000.0,95892000.0,103823000.0,383953000.0,,,,4705000.0,297412000.0,915465000.0,,-14704000.0,22157000.0,3630457000.0,,-8839000.0,62378000.0,,4183000.0,-214201000.0,53693975.0,33126000.0,-42711000.0,21810000.0,800000.0,25592000.0,2565836000.0,72992000.0,62378000.0,1289068000.0,1931000.0,6110000.0,308702000.0,0.0,-237594000.0,124228000.0,383953000.0,3219222000.0,-191292000.0,315296000.0,-23374000.0,1061214000.0,308702000.0,3567312000.0,,45260000.0,58126000.0,,,-88421000.0,,-143356000.0,653386000.0,915465000.0,,2565836000.0,-1000.0,-52966000.0,23267000.0,72992000.0,53693975.0,,27218000.0,1483000.0,,-670579000.0,-138682000.0,973772000.0,610056000.0,0.0,,352668000.0,-242511000.0,138083000.0,4705000.0,,13217000.0,369022000.0,,88262000.0,-109173000.0,14464000.0,110816000.0,,-101733000.0,326939000.0,16521000.0,,120047000.0,800000.0,49902000.0,-107698000.0,,-736887000.0,2364910000.0,1061214000.0,4361000.0,2959878000.0,,232515000.0,50351000.0,4482777000.0,19277000.0,-92021000.0,138083000.0,-191292000.0,-99430000.0,12560000.0,2364910000.0,-129241000.0,653386000.0,1483000.0,,237565000.0,0.0,33126000.0,123273000.0,123273000.0,,50351000.0,37690000.0,58126000.0,876000.0,0.0,,485785000.0,692655000.0,,31246000.0,,402545000.0,89118000.0,-138270000.0,-14704000.0,2959878000.0,,145454000.0,290171000.0,,,-87203000.0,12560000.0,219847000.0,49239000.0,1.359408,,383953000.0,,,,692655000.0,383953000.0,3630457000.0,,,-51831000.0,6523000.0,3567312000.0,27218000.0,-4017000.0,158270000.0,,4482777000.0,-109173000.0,89118000.0,,,,,,,,,,,,,,,,,,,,
1459382400,,11821000.0,,4025576000.0,248272000.0,87315000.0,,,,,,,,,,,,,,8393000.0,421852000.0,,,-17057000.0,58353000.0,,,-96022000.0,,,-2510000.0,,,,57530000.0,30918000.0,189000.0,33796000.0,,,,,,,,0.0,-92376000.0,,388523000.0,,-227349000.0,,,1022804000.0,84223000.0,,,,,,,-16381000.0,,225408000.0,922212000.0,827730000.0,,3103364000.0,-226156000.0,-81315000.0,61378000.0,,,,37488000.0,,,,,,,,-0.67,,,,,53816418.0,,370518000.0,,105045000.0,-36057000.0,38019000.0,,,-99269000.0,459831000.0,119716000.0,,,1684000.0,-8875000.0,-28202000.0,,,,,,3579703000.0,,,,,11821000.0,-40938000.0,191869000.0,,3794000.0,0.0,2826315000.0,,,,,334537000.0,,,234759000.0,,,54227000.0,28962000.0,,,0.0,,383953000.0,,-0.67,35892000.0,,,,,,,,,,53816418.0,,,,,,,,,,,,472746000.0,388523000.0,,,,-108144000.0,5894000.0,4449428000.0,,-3005000.0,,,5277158000.0,-36057000.0,352979000.0,,,,,,,,,,,,,,,,,,,,
1467244800,,9174000.0,,4111522000.0,283291000.0,77751000.0,,,,,,,,,,,,,,7711000.0,459329000.0,,,-25003000.0,-88479000.0,,,-28649000.0,,,-32117000.0,,,,-181662000.0,40558000.0,401000.0,43373000.0,,,,,,,,0.0,-167371000.0,,301071000.0,,-508649000.0,,,733798000.0,85321000.0,,,,,,,-270850000.0,,2958000.0,955218000.0,809868000.0,,3156304000.0,-68452000.0,-292575000.0,70848000.0,,,,50876000.0,,,,,,,,-5.24,,,,,53697137.0,,224761000.0,,25794000.0,-281373000.0,47244000.0,,,-103344000.0,339795000.0,109029000.0,,,0.0,52250000.0,-280024000.0,,,,,,3487335000.0,,,,,9174000.0,-138998000.0,195217000.0,,-89327000.0,223414000.0,2866182000.0,,,63545000.0,,381578000.0,,,254159000.0,,,86286000.0,166230000.0,,,0.0,,388523000.0,,-5.24,41944000.0,,,,,,,,,,53697137.0,,,,,,,,,,,,386392000.0,301071000.0,,,,-51094000.0,0.0,4245014000.0,,-50251000.0,,,5054882000.0,-281373000.0,356219000.0,,,,,,,,,,,,,,,,,,,,
1475193600,,19005000.0,,4329000000.0,336000000.0,103000000.0,,,,,,,,,,,,,,18000000.0,502000000.0,,,7000000.0,69000000.0,,,-12329000.0,,,-373000.0,,,,75164000.0,41000000.0,410000.0,48831000.0,,,,,,,,0.0,-36253000.0,,451000000.0,,-556000000.0,,,718000000.0,85000000.0,,,,,,,-24000000.0,,6634000.0,1043000000.0,956000000.0,,3286000000.0,-22392000.0,-30110000.0,62000000.0,,,,57000000.0,,,,,,,,-0.9,,,,,53333333.0,,247000000.0,,119161000.0,-48000000.0,51000000.0,,,-32387000.0,364000000.0,108000000.0,,,7316000.0,65625000.0,-43000000.0,,,,,,3524000000.0,,,,,19000000.0,-45000000.0,205000000.0,,148533000.0,227000000.0,2987000000.0,,,67000000.0,,399000000.0,,,254000000.0,,,87000000.0,34000000.0,,,0.0,,301071000.0,,-0.9,48164000.0,,,,,,,,,,53333333.0,,,,,,,,,,,,536000000.0,451000000.0,,,,33238000.0,11106000.0,4307000000.0,,-8744000.0,,,5263000000.0,-48000000.0,359000000.0,,,,,,,,,,,,,,,,,,,,
1483142400,208000000.0,19334000.0,,4243589000.0,285409000.0,87657000.0,-7.67,,16690000.0,261000000.0,,-809855000.0,-290000000.0,-394000000.0,147000000.0,327000000.0,,,,8671000.0,490922000.0,854000000.0,,16389000.0,42001000.0,4307155000.0,,9882000.0,59000000.0,,-5076000.0,-63000000.0,53715776.0,46601000.0,69618000.0,21070000.0,-168000.0,45118000.0,3199000000.0,-412000000.0,59000000.0,1874000000.0,-33000000.0,9000000.0,90000000.0,0.0,-103638000.0,190000000.0,326635000.0,4244000000.0,-602598000.0,355000000.0,-128000000.0,681241000.0,89545000.0,4284000000.0,,50000000.0,96095000.0,,,-22668000.0,,-50776000.0,1044763000.0,853603000.0,,3198826000.0,-212000.0,-40976000.0,18877000.0,-412000000.0,53715776.0,,55182000.0,944000.0,,-809855000.0,-317000000.0,1519000000.0,384000000.0,0.0,,483000000.0,-128000000.0,225000000.0,9000000.0,,17000000.0,208233000.0,,-75439000.0,-45937000.0,45905000.0,171000000.0,,-55553000.0,475837000.0,16690000.0,,172000000.0,468000.0,53337000.0,-42002000.0,,-400000000.0,2830000000.0,681000000.0,-40000000.0,3497300000.0,,175000000.0,92000000.0,5138000000.0,19334000.0,-9018000.0,225354000.0,-603000000.0,-125740000.0,69179000.0,2829596000.0,0.0,1045000000.0,944000.0,,403265000.0,0.0,46601000.0,284532000.0,284000000.0,,91659000.0,45656000.0,96095000.0,1000000.0,0.0,,451000000.0,417000000.0,,46381000.0,,27000000.0,280683000.0,-444000000.0,17000000.0,3497000000.0,,286000000.0,162000000.0,,,184000000.0,57000000.0,94000000.0,-258000000.0,-7.67,,327000000.0,,,,416180000.0,326635000.0,4307155000.0,,,-2216000.0,334000.0,4284190000.0,55000000.0,29306000.0,-335000000.0,,5137793000.0,-45937000.0,280683000.0,,,,,,,,,,,,,,,,,,,,
1490918400,,19000000.0,,4296000000.0,289000000.0,125000000.0,,,,,,,,,,,,,,16000000.0,544000000.0,,,26000000.0,104000000.0,,,-37000000.0,,,3000000.0,,,,119000000.0,34000000.0,,53000000.0,,,,,,,,0.0,-114000000.0,,328000000.0,,-622000000.0,,,671000000.0,110000000.0,,,,,,,9000000.0,,-76000000.0,1041000000.0,869000000.0,,3255000000.0,0.0,-40000000.0,53000000.0,,,,55000000.0,,,,,,,,-0.38,,,,,52631579.0,,185000000.0,,3000000.0,-20000000.0,62000000.0,,,-41000000.0,501000000.0,186000000.0,,,0.0,101000000.0,-10000000.0,,,,,,3553000000.0,,,,,19000000.0,-42000000.0,223000000.0,,-10000000.0,61000000.0,2892000000.0,,,,,419000000.0,,,285000000.0,,,89000000.0,21000000.0,,,0.0,,327000000.0,,-0.38,48000000.0,,,,,,,,,,52631579.0,,,,,,,,,,,,438000000.0,328000000.0,,,,60000000.0,0.0,4316000000.0,,-7000000.0,,,5185000000.0,-20000000.0,366000000.0,,,,,,,,,,,,,,,,,,,,
1498780800,,32000000.0,,4306000000.0,226000000.0,115000000.0,,,,,,,,,,,,,,19000000.0,522000000.0,,,36000000.0,116000000.0,,,-33000000.0,,,6000000.0,,,,168000000.0,43000000.0,,63000000.0,,,,,,,,0.0,-62000000.0,,366000000.0,,-614000000.0,,,689000000.0,54000000.0,,,,,,,52000000.0,,-18000000.0,761000000.0,884000000.0,,3545000000.0,0.0,-357000000.0,102000000.0,,,,56000000.0,,,,,,,,0.17,,,,,52941176.0,,188000000.0,,-4000000.0,9000000.0,72000000.0,,,-57000000.0,322000000.0,75000000.0,,,0.0,101000000.0,21000000.0,,,,,,3507000000.0,,,,,31000000.0,51000000.0,233000000.0,,35000000.0,61000000.0,3170000000.0,,,61000000.0,,407000000.0,,,278000000.0,,,82000000.0,-1000000.0,,,0.0,,328000000.0,,0.17,44000000.0,,,,,,,,,,52941176.0,,,,,,,,,,,,420000000.0,366000000.0,,,,44000000.0,0.0,4327000000.0,,-25000000.0,,,5211000000.0,9000000.0,364000000.0,,,,,,,,,,,,,,,,,,,,
1506729600,,10000000.0,,4368000000.0,260000000.0,117000000.0,,,,,,,,,,,,,,30000000.0,575000000.0,,,107000000.0,86000000.0,,,-85000000.0,,,-1000000.0,,,,118000000.0,36000000.0,1000000.0,88000000.0,,,,,,,,0.0,3000000.0,,498000000.0,,-637000000.0,,,737000000.0,50000000.0,,,,,,,-13000000.0,,59000000.0,664000000.0,1054000000.0,,3704000000.0,0.0,-607000000.0,40000000.0,,,,49000000.0,,,,,,,,-0.43,,,,,53488372.0,,179000000.0,,90000000.0,-23000000.0,88000000.0,,,-61000000.0,225000000.0,61000000.0,,,110000000.0,40000000.0,-23000000.0,,,,,,3503000000.0,,,,,10000000.0,-11000000.0,239000000.0,,133000000.0,63000000.0,3344000000.0,,,63000000.0,,458000000.0,,,369000000.0,,,83000000.0,31000000.0,,,0.0,,366000000.0,,-0.43,43000000.0,,,,,,,,,,53488372.0,,,,,,,,,,,,548000000.0,498000000.0,,,,-21000000.0,0.0,4305000000.0,,-46000000.0,,,5359000000.0,-23000000.0,362000000.0,,,,,,,,,,,,,,,,,,,,
1514678400,122000000.0,217447000.0,,1474510000.0,36994000.0,-288534000.0,4.4,,76459000.0,55000000.0,,-109633000.0,-238000000.0,-209000000.0,56000000.0,1417000000.0,,,,172607000.0,-1268296000.0,1504000000.0,,21245000.0,-292467000.0,725797000.0,,-472488000.0,73000000.0,,-6709000.0,1074000000.0,53863636.0,36837000.0,-303661000.0,-56399000.0,-43000.0,71799000.0,669000000.0,237000000.0,278000000.0,366000000.0,-130000000.0,100000000.0,7000000.0,0.0,757497000.0,70000000.0,1417388000.0,1475000000.0,-305337000.0,68000000.0,-628000000.0,983118000.0,7144000.0,1022000000.0,,36000000.0,459000.0,,,-184636000.0,,43101000.0,806322000.0,1504641000.0,,668188000.0,0.0,-502553000.0,7408000.0,237000000.0,53863636.0,,81000.0,0.0,,-109633000.0,0.0,298000000.0,327000000.0,0.0,,448000000.0,154000000.0,53000000.0,172000000.0,,0.0,121694000.0,,8121000.0,270590000.0,-162486000.0,276000000.0,,-79013000.0,447956000.0,76459000.0,,178000000.0,-9522000.0,149851000.0,-196445000.0,,585000000.0,589000000.0,983000000.0,1000000.0,616164000.0,,97000000.0,0.0,2526000000.0,11809000.0,-27816000.0,52753000.0,-305000000.0,915469000.0,512000.0,588543000.0,,806000000.0,0.0,,-979762000.0,0.0,36837000.0,44137000.0,44000000.0,,0.0,3933000.0,459000.0,1000000.0,0.0,,498000000.0,1424000000.0,,43461000.0,,112000000.0,1182000.0,-1506000000.0,21000000.0,616000000.0,,59000000.0,392000000.0,,,8000000.0,512000.0,13000000.0,-82000000.0,4.4,,1417000000.0,,,,1424532000.0,1417388000.0,725797000.0,,,70838000.0,0.0,1021216000.0,81000.0,-51152000.0,-136000000.0,,2525857000.0,270590000.0,1182000.0,,,,,,,,,,,,,,,,,,,,
1522454400,,6000000.0,,922000000.0,42000000.0,30000000.0,,,,,,,,,,,,,,5000000.0,101000000.0,,,-15000000.0,23000000.0,,,3000000.0,,,0.0,,,,572000000.0,7000000.0,,4000000.0,,,,,,,,-665000000.0,217000000.0,,455000000.0,,240000000.0,,,827000000.0,0.0,,,,,,,558000000.0,,21000000.0,253000000.0,510000000.0,,669000000.0,-48000000.0,-7000000.0,20000000.0,,,,,,,,,,,,10.13,,,,,53800592.0,,269000000.0,,-1049000000.0,545000000.0,6000000.0,,,-16000000.0,86000000.0,,,,,-134000000.0,552000000.0,,,,,,628000000.0,,,,,6000000.0,539000000.0,58000000.0,,-966000000.0,19000000.0,584000000.0,,,,,71000000.0,,,35000000.0,,,,7000000.0,,,0.0,,1417000000.0,,10.13,8000000.0,,,,,,,,,,53800592.0,,,,,,,,,,,,455000000.0,455000000.0,,,-4000000.0,-150000000.0,,1314000000.0,,,,,1824000000.0,545000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,
1530316800,,1000000.0,,882000000.0,49000000.0,13000000.0,,,,,,,,,,,,,,4000000.0,84000000.0,,,7000000.0,8000000.0,,,0.0,,,0.0,,,,-10000000.0,5000000.0,,1000000.0,,,,,,,,0.0,-18000000.0,,429000000.0,,211000000.0,,,820000000.0,0.0,,,,,,,-28000000.0,,-4000000.0,234000000.0,478000000.0,,648000000.0,-3000000.0,-370000000.0,18000000.0,,,,,,,,,,,,-0.53,,,,,54716981.0,,272000000.0,,-10000000.0,-29000000.0,11000000.0,,,-13000000.0,79000000.0,,,,,13000000.0,-29000000.0,,,,,,609000000.0,,,,,1000000.0,-35000000.0,57000000.0,,-15000000.0,93000000.0,564000000.0,,,,,71000000.0,,,31000000.0,,,,5000000.0,,,0.0,,455000000.0,,-0.53,7000000.0,,,,,,,,,,54716981.0,,,,,,,,,,,,429000000.0,429000000.0,,,3000000.0,0.0,,1291000000.0,,,,,1769000000.0,-29000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,
1538265600,,8000000.0,,778000000.0,65000000.0,25000000.0,,,,,,,,,,,,,,7000000.0,94000000.0,,,20000000.0,19000000.0,,,-15000000.0,,,0.0,,,,8000000.0,6000000.0,0.0,-4000000.0,,,,,,,,0.0,-115000000.0,,275000000.0,,191000000.0,,,813000000.0,28000000.0,,,,,,,-7000000.0,,-23000000.0,105000000.0,367000000.0,,673000000.0,-90000000.0,-68000000.0,21000000.0,,,,,,,,,,,,-0.38,,,,,52631579.0,,262000000.0,,-50000000.0,-20000000.0,7000000.0,,,-10000000.0,23000000.0,,,,,10000000.0,-11000000.0,,,,,,627000000.0,,,,,4000000.0,-30000000.0,61000000.0,,-155000000.0,,585000000.0,,,,,69000000.0,,,43000000.0,,,,6000000.0,,,0.0,,429000000.0,,-0.38,8000000.0,,,,,,,,,,52631579.0,,,,,,,,,,,,303000000.0,275000000.0,,,,0.0,,1294000000.0,,-3000000.0,,,1661000000.0,-20000000.0,,,,,,,,,,,,,,,,,,,,,
1546214400,161188000.0,1244000.0,,739400000.0,25082000.0,6688000.0,8.07,,48640000.0,32497000.0,,-113035000.0,-69446000.0,450469000.0,33424000.0,131123000.0,,,,6939000.0,85012000.0,327715000.0,,17656000.0,-7809000.0,748123000.0,,-14119000.0,11499000.0,,0.0,-1278605000.0,53826000.0,30372000.0,-47234000.0,15424000.0,814000.0,790000.0,649482000.0,434213000.0,16244000.0,364012000.0,-8219000.0,0.0,49938000.0,-99784000.0,-197383000.0,30382000.0,131123000.0,739400000.0,28917000.0,74688000.0,-26119000.0,649023000.0,49938000.0,1127403000.0,,5362000.0,335000.0,,,-61032000.0,,-171448000.0,89918000.0,327715000.0,,649482000.0,2087000.0,68588000.0,5362000.0,434213000.0,53826000.0,,369000.0,,,-113035000.0,-138913000.0,289324000.0,1417388000.0,-764784000.0,,23235000.0,-17067000.0,59067000.0,6939000.0,,31000.0,161188000.0,,-108601000.0,-61787000.0,6382000.0,1790000.0,,-30446000.0,23235000.0,48640000.0,,30416000.0,0.0,163379000.0,-61531000.0,,-113383000.0,563235000.0,649023000.0,0.0,635088000.0,,-1217601000.0,,1455118000.0,499000.0,-51304000.0,59067000.0,28917000.0,-142605000.0,,563235000.0,-13560000.0,89918000.0,,,78324000.0,0.0,30372000.0,35548000.0,35548000.0,,,14497000.0,335000.0,1814000.0,0.0,,275000000.0,181061000.0,,7416000.0,,522766000.0,971000.0,-376412000.0,17656000.0,635088000.0,,25082000.0,52379000.0,,,-177448000.0,,42191000.0,422696000.0,8.07,,131123000.0,,,,181061000.0,131123000.0,748123000.0,,,132933000.0,-2969000.0,1127403000.0,369000.0,781000.0,461968000.0,,1455118000.0,-61787000.0,971000.0,,,,,,,,,,,,,,,,,,,,
1553990400,,5000000.0,,788000000.0,58000000.0,29000000.0,,,,,,,,,,,,,,6000000.0,97000000.0,,,16000000.0,19000000.0,,,22000000.0,,,,,,,12000000.0,10000000.0,1000000.0,2000000.0,,,,,,,,0.0,-12000000.0,,161000000.0,,16000000.0,,,634000000.0,51000000.0,,,,,,,-1000000.0,,-4000000.0,114000000.0,345000000.0,,674000000.0,0.0,-4000000.0,30000000.0,,,,6000000.0,,,,,,,,-0.24,,,,,50000000.0,,142000000.0,,-8000000.0,-12000000.0,6000000.0,,,-8000000.0,28000000.0,,,,,47000000.0,-6000000.0,,,,,,659000000.0,,,,,5000000.0,-18000000.0,66000000.0,,27000000.0,,575000000.0,,,,,68000000.0,,,33000000.0,,,,10000000.0,,,0.0,,131000000.0,,-0.24,7000000.0,,,,,,,,,,50000000.0,,,,,,,,,,,,212000000.0,161000000.0,,,-4000000.0,39000000.0,,1144000000.0,,,,,1489000000.0,-12000000.0,,,,,,,,,,,,,,,,,,,,,
1561852800,,3000000.0,,797000000.0,61000000.0,13000000.0,,,,,,,,,,,,,,1000000.0,85000000.0,,,23000000.0,6000000.0,,,0.0,,,,,,,13000000.0,8000000.0,0.0,5000000.0,,,,,,,,0.0,-46000000.0,,138000000.0,,26000000.0,,,651000000.0,78000000.0,,,,,,,-5000000.0,,-36000000.0,113000000.0,364000000.0,,684000000.0,0.0,-6000000.0,46000000.0,,,,6000000.0,,,,,,,,-0.13,,,,,61538462.0,,144000000.0,,13000000.0,-8000000.0,10000000.0,,,-11000000.0,36000000.0,,,,,8000000.0,-7000000.0,,,,,,670000000.0,,,,,2000000.0,-6000000.0,68000000.0,,-25000000.0,,582000000.0,,,,,72000000.0,,,32000000.0,,,,7000000.0,,,0.0,,161000000.0,,-0.13,8000000.0,,,,,,,,,,61538462.0,,,,,,,,,,,,216000000.0,138000000.0,,,,-3000000.0,,1166000000.0,,,,,1530000000.0,-8000000.0,,,,,,,,,,,,,,,,,,,,,
1569801600,,11000000.0,,833000000.0,62000000.0,25000000.0,,-65531000.0,,,40424000.0,,,,,,20244000.0,-60446000.0,-6219000.0,4000000.0,102000000.0,,33497000.0,36000000.0,23000000.0,,275000000.0,-24000000.0,,28382000.0,,,,,30000000.0,7000000.0,0.0,1000000.0,,,,,,,,0.0,3000000.0,,210000000.0,,77000000.0,,,715000000.0,72000000.0,,-52787000.0,,,192933000.0,76000000.0,16000000.0,296324000.0,7000000.0,138000000.0,463000000.0,-52787000.0,695000000.0,0.0,-8000000.0,77000000.0,,,-99784000.0,5000000.0,,14499000.0,,,,,,0.53,,,,,52830189.0,,150000000.0,8790000.0,31000000.0,28000000.0,6000000.0,,30416000.0,-5000000.0,40000000.0,,-252383000.0,,43000000.0,35000000.0,9000000.0,1814000.0,,,,,681000000.0,2087000.0,,,,7000000.0,-6000000.0,75000000.0,,69000000.0,,586000000.0,,,,72688000.0,77000000.0,,,34000000.0,,253379000.0,,2000000.0,,,0.0,-16119000.0,138000000.0,,0.53,8000000.0,50588000.0,,,,,,-198448000.0,,,52830189.0,-71605000.0,,,,,,369012000.0,,-51032000.0,203395000.0,-72601000.0,282000000.0,210000000.0,,-80304000.0,,30000000.0,,1188000000.0,,0.0,,39191000.0,1651000000.0,28000000.0,,,,,,,,,,,,,,,,,,,,,
