date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualBasicEPS,annualNetOtherInvestingChanges,annualPretaxIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,annualCostOfRevenue,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,annualTotalAssets,annualCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyBasicEPS,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualDilutedAverageShares,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInInventory,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingPurchaseOfInvestment,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangesInAccountReceivables,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingInterestExpense,annualCurrentDeferredRevenue,trailingNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.296956800,149800000.0,3373000000.0,,149800000.0,,,,,,,,0.000156,,,,,0.0,,,,,2086784000.0,,22394000000.0,40781000000.0,,,,772000000.0,9700000.0,3129000000.0,,0.000156,,,,,,,,0.0,5238000000.0,,9700000.0,,,,,,2635000000.0,,,,5344000000.0,,0.0,0.0,,0.0,,,,9700000.0,,,,,,4572000000.0,,0.0,,,,2086784000.0,,,,,-3570000000.0,,,,,,4384000000.0,,,,18387000000.0,,,,0.0,,,,,149800000.0,,,,149800000.0,,,,,,-353000000.0,,,,723000000.0,,-3871000000.0,,,,,,,,,0.0,,157000000.0,,,,,0.0,-807000000.0,13149000000.0,,13149000000.0,,,-1011000000.0,,,-111000000.0,,,,3423000000.0,-2323000000.0,,4572000000.0,,,-1383000000.0,,,4572000000.0,,,,,-835000000.0,,382000000.0,,-21000000.0,,,,,,,-1211000000.0,,,-514000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.328579200,33300000.0,,,269800000.0,,,,,,,,0.000195,11500000.0,,,,0.0,105800000.0,,11500000.0,2300000.0,2243968000.0,,,,,,,,12500000.0,,1800000.0,0.000195,,24000000.0,40400000.0,,,,194500000.0,0.0,,,12500000.0,,,,500000.0,39800000.0,,,,,,,134600000.0,123900000.0,11300000.0,28800000.0,,,,12500000.0,,,,,,,,94300000.0,28500000.0,,,2243968000.0,,,,,,,,,,,,,,,,-100000.0,10200000.0,10700000.0,0.0,1800000.0,,,,75300000.0,,,,35500000.0,,,,,,,14200000.0,,,,,,,,,,,,200000.0,,0.0,,,,,,,0.0,,,,,42000000.0,,,,,,,,-4000000.0,,,,,,,,,,,,,,,,53900000.0,,,,,,,,,55900000.0,,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.360115200,68500000.0,,,457700000.0,,,,,,,,0.000391,9000000.0,,,,0.0,147300000.0,,24800000.0,3800000.0,2243968000.0,,,,,,,,26000000.0,,1800000.0,0.000391,,50800000.0,67800000.0,,,,324400000.0,0.0,,,26000000.0,,,,1100000.0,61000000.0,,,,,,,230300000.0,213000000.0,8600000.0,83000000.0,,,,26000000.0,,,,,,,,138300000.0,54400000.0,,,2243968000.0,,,,,,,,,,,,,,,,200000.0,16200000.0,17300000.0,0.0,1800000.0,,,,133300000.0,,,,72300000.0,,,,,,,23900000.0,,,,,,,,,,,,400000.0,,0.0,,,,,,,0.0,,,,,64800000.0,,,,,,,,-7700000.0,,,,,,,,,,,,,,,,70500000.0,,,,,,,,,120200000.0,,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.391651200,124800000.0,,,693600000.0,,,,,,,,0.000703,10200000.0,,,,0.0,243500000.0,,50600000.0,7400000.0,2243968000.0,,,,,,,,49000000.0,,4900000.0,0.000703,,99600000.0,116600000.0,,,,468800000.0,0.0,,,49000000.0,,,,1100000.0,94900000.0,,,,,,,375500000.0,345500000.0,9100000.0,132000000.0,,,,49000000.0,,,,,,,,233300000.0,103400000.0,,,2243968000.0,,,,,,,,,,,,,,,,-400000.0,28900000.0,30000000.0,0.0,4900000.0,,,,224800000.0,,,,129900000.0,,,,,,,41400000.0,,,,,,,,,,,,1100000.0,,0.0,,,,,,,0.0,,,,,100000000.0,,,,,,,,-12500000.0,,,,,,,,,,,,,,,,116700000.0,,,,,,,,,202800000.0,,24500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.423187200,144800000.0,,,867200000.0,,,,,,,,0.001563,11800000.0,,,,0.0,267400000.0,,60900000.0,17100000.0,36480000000.0,,,,,,,,57000000.0,,13000000.0,0.001563,,117900000.0,134400000.0,,,,580600000.0,0.0,,,57000000.0,,,,2800000.0,132400000.0,,,,,,,508000000.0,465500000.0,10500000.0,240600000.0,,,,57000000.0,,,,,,,,255600000.0,160200000.0,,,36480000000.0,,,,,,,,,,,,,,,,-1100000.0,39700000.0,42500000.0,0.0,13000000.0,,,,286600000.0,,,,154200000.0,,,,,,,61300000.0,,,,,,,,,,,,1300000.0,,0.0,,,,,,,0.0,,,,,141800000.0,,,,,,,,-21600000.0,,,,,,,,,,,,,,,,121200000.0,,,,,,,,,283800000.0,,25600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.446860800,,,,,,,,,,,,,,,,,,,,,,,,,,,224000000.0,2385344000.0,,,,,,,,,,,,,,,,,,,6400000.0,,,,,,,,,,,,,,,,,,,,,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000234,,,224000000.0,,,,,,,,,,,,,,,,224000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.454809600,97900000.0,,,919800000.0,,274500000.0,508900000.0,,,,,0.001094,10200000.0,,,10200000.0,0.0,284700000.0,,37600000.0,30600000.0,2385344000.0,193400000.0,,,,256700000.0,,,40700000.0,,8300000.0,0.001094,,78300000.0,146100000.0,284700000.0,,559200000.0,647900000.0,0.0,,,40700000.0,,50300000.0,6000000.0,7400000.0,163400000.0,,1400000.0,,,,,559200000.0,508900000.0,8800000.0,274500000.0,30600000.0,,,40700000.0,,,,,,,,274500000.0,193400000.0,274500000.0,,2385344000.0,,,8800000.0,,,,,,280600000.0,,,,,,,200000.0,42900000.0,50300000.0,0.0,8300000.0,8300000.0,8300000.0,,271900000.0,,,,108500000.0,,,,42900000.0,,,74200000.0,,,,,,146100000.0,,,7400000.0,-31300000.0,,1400000.0,,0.0,,,,,,,0.0,,,,,174000000.0,74200000.0,,,,,,,-31300000.0,,,,,,,,-565200000.0,128400000.0,,,,,,,128400000.0,,,,,,,,-565200000.0,280600000.0,,19600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.462758400,,,,,,,,,,,,,,,,,,,,,,,,,,,284600000.0,2385344000.0,,,,,,,,,,,,,,,,,,,7800000.0,,,,,,,,,,,,,,,,,,,,,0.000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000234,,,284600000.0,,,,,,,,,,,,,,,,284600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.470620800,,,,,,,,,,,,,,,,,,,,,,,,,,,183900000.0,2424896000.0,,,,,,,,,,,,,,,,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,-7.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8e-05,,,183900000.0,,,,,,,,,,,,,,,,183900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.478396800,,,,,,,,,,,,,,,,,,,,,,,,,,,220700000.0,2393024000.0,,,,,,,,,,,,,,,,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,-7.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8e-05,,,220700000.0,,,,,,,,,,,,,,,,220700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
