date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualBasicEPS,annualNetOtherInvestingChanges,annualPretaxIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,annualCostOfRevenue,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,annualTotalAssets,annualCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyBasicEPS,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualDilutedAverageShares,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInInventory,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingPurchaseOfInvestment,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangesInAccountReceivables,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingInterestExpense,annualCurrentDeferredRevenue,trailingNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.486345600,44300000.0,,,946400000.0,,219500000.0,437300000.0,,,,,0.000313,12800000.0,,,12800000.0,0.0,232300000.0,,15600000.0,29200000.0,2393024000.0,188700000.0,,,,257200000.0,,,10300000.0,,7000000.0,0.000313,,25900000.0,119900000.0,232300000.0,,504000000.0,685300000.0,0.0,,,10300000.0,,66700000.0,6800000.0,16000000.0,204800000.0,,5200000.0,,,,,504000000.0,437300000.0,7600000.0,271700000.0,29200000.0,,,10300000.0,,,,,,,,219500000.0,188700000.0,271700000.0,,2393024000.0,,,7600000.0,,,,,,186300000.0,,,,,,,3500000.0,50700000.0,66700000.0,0.0,7000000.0,7000000.0,7000000.0,,261100000.0,,,,56300000.0,,,,50700000.0,,,90800000.0,,,,,,119900000.0,,,16000000.0,-40100000.0,,5200000.0,,0.0,,,,,,,0.0,,,,,216800000.0,90800000.0,,,,,,,-40100000.0,,,,,,,,-644900000.0,99600000.0,,,,,,,99600000.0,,,,,,,,-644900000.0,186300000.0,,21900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.494294400,,,,,,,,,,,,,,,,,,,,,,,,,,,327700000.0,2393024000.0,,,,,,,,,,,,,,,,,,,24200000.0,,,,,,,,,,,,,,,,,,,,,0.000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000625,,,327700000.0,,,,,,,,,,,,,,,,327700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.502156800,,,,,,,,,,,,,,,,,,,,,,,,,,,237900000.0,2393024000.0,,,,,,,,,,,,,,,,,,,9800000.0,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000313,,,237900000.0,,,,,,,,,,,,,,,,237900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.509932800,,,,,,,,,,,,,,,,,,,,,,,,,,,258700000.0,2403776000.0,,,,,,,,,,,,,,,,,,,11500000.0,,,,,,,,,,,,,,,,,,,,,0.000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000313,,,258700000.0,,,,,,,,,,,,,,,,258700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.517881600,137100000.0,,,1069200000.0,,132800000.0,411500000.0,,,,,0.001563,27200000.0,,,27200000.0,0.0,160000000.0,,57800000.0,27600000.0,2417408000.0,232800000.0,,,,244900000.0,,,59200000.0,,18100000.0,0.001563,,117000000.0,65100000.0,160000000.0,,476800000.0,712400000.0,0.0,,,59200000.0,,65300000.0,13700000.0,15600000.0,209200000.0,,11900000.0,,,,,476800000.0,411500000.0,15300000.0,316800000.0,27600000.0,,,59200000.0,,,,,,,,132800000.0,232800000.0,316800000.0,,2417408000.0,,,15300000.0,,,,,,180200000.0,,,,,,,-11200000.0,49700000.0,65300000.0,0.0,18100000.0,18100000.0,18100000.0,,356800000.0,,,,147600000.0,,,,49700000.0,,,89500000.0,,,,,,65100000.0,,,15600000.0,-39800000.0,,11900000.0,,0.0,,,,,,,0.0,,,,,219700000.0,89500000.0,,,,,,,-39800000.0,,,,,,,,-687200000.0,67700000.0,,,,,,,67700000.0,,,,,,,,-687200000.0,180200000.0,,15800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.525830400,,,,,,,,,,,,,,,,,,,,,,,,,,,257200000.0,2417408000.0,,,,,,,,,,,,,,,,,,,14900000.0,,,,,,,,,,,,,,,,,,,,,0.000391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000391,,,257200000.0,,,,,,,,,,,,,,,,257200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.533692800,,,,,,,,,,,,,,,,,,,,,,,,,,,183100000.0,2423104000.0,,,,,,,,,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000156,,,183100000.0,,,,,,,,,,,,,,,,183100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.541468800,,,,,,,,,,,,,,,,,,,,,,,,,,,199400000.0,2423424000.0,,,,,,,,,,,,,,,,,,,4300000.0,,,,,,,,,,,,,,,,,,,,,0.000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000156,,,199400000.0,,,,,,,,,,,,,,,,199400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.549417600,76000000.0,,,877400000.0,,124100000.0,449300000.0,,,,,0.000938,49700000.0,,,49700000.0,0.0,173800000.0,,37800000.0,17200000.0,2428032000.0,253500000.0,,,,237700000.0,,,35900000.0,,126900000.0,0.000938,,73700000.0,47900000.0,173800000.0,,511800000.0,584600000.0,0.0,,,35900000.0,,62500000.0,11500000.0,14000000.0,204700000.0,,14500000.0,,,,,511800000.0,449300000.0,35200000.0,338000000.0,17200000.0,,,35900000.0,,,,,,,,124100000.0,253500000.0,338000000.0,,2428032000.0,,,35200000.0,,,,,,120700000.0,,,,,,,6200000.0,48500000.0,62500000.0,0.0,126900000.0,126900000.0,126900000.0,,292800000.0,,,,88100000.0,,,,48500000.0,,,97000000.0,,,,,,47900000.0,,,14000000.0,-48500000.0,,14500000.0,,0.0,,,,,,,0.0,,,,,216800000.0,97000000.0,,,,,,,-48500000.0,,,,,,,,-563700000.0,76200000.0,,,,,,,76200000.0,,,,,,,,-563700000.0,120700000.0,,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.557366400,,,,,,,,,,,,,,,,,,,,,,,,,,,282800000.0,2424192000.0,,,,,,,,,,,,,,,,,,,25100000.0,,,,,,,,,,,,,,,,,,,,,0.000703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000703,,,282800000.0,,,,,,,,,,,,,,,,282800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.565228800,,,,,,,,,,,,,,,,,,,,,,,,,,,234400000.0,2430464000.0,,,,,,,,,,,,,,,,,,,18500000.0,,,,,,,,,,,,,,,,,,,,,0.000547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000547,,,234400000.0,,,,,,,,,,,,,,,,234400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.573091200,,,,,,,,,,,,,,,,,,,,,,,,,,,331800000.0,2256384000.0,,,,,,,,,,,,,,,,,,,27600000.0,,,,,,,,,,,,,,,,,,,,,0.000781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000781,,,331800000.0,,,,,,,,,,,,,,,,331800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.581040000,153400000.0,,,1203400000.0,,254800000.0,553600000.0,,,,,0.002656,42500000.0,,,42500000.0,0.0,297300000.0,,64500000.0,21300000.0,2374592000.0,340300000.0,,,,354400000.0,,,101700000.0,,75400000.0,0.002656,,166200000.0,136800000.0,297300000.0,,709100000.0,789400000.0,0.0,,,101700000.0,,155500000.0,30400000.0,97800000.0,246600000.0,,300000.0,,,,,709100000.0,553600000.0,30300000.0,411800000.0,21300000.0,,,101700000.0,,,,,,,,254800000.0,340300000.0,411800000.0,,2374592000.0,,11900000.0,30300000.0,,,,,,198500000.0,,,,,,,20700000.0,57700000.0,155500000.0,0.0,75400000.0,75400000.0,75400000.0,,414000000.0,,,,167400000.0,,,,57700000.0,,,112000000.0,,,,,,136800000.0,,,97800000.0,-54300000.0,,300000.0,,0.0,,,,,,,0.0,,,,,260600000.0,112000000.0,,,,,,,-54300000.0,,,,,,11900000.0,,-695600000.0,118000000.0,,,,,,,118000000.0,,,,,,,,-695600000.0,198500000.0,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
