date,annualCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,trailingInterestExpense,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualDilutedEPS,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualInterestExpense,quarterlyDilutedEPS,annualBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyBasicAverageShares,annualOtherNonCashItems,annualCurrentDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualNetIncome,annualFreeCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,trailingPretaxIncome,trailingNetIncome,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualStockBasedCompensation,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualAccountsPayable,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualBasicEPS,annualCapitalStock,annualTotalRevenue,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualEndCashPosition,trailingTotalRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,trailingGrossProfit,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualOtherIncomeExpense,annualChangeInInventory,annualCurrentAssets,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyOtherCurrentAssets,annualGoodwill,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyCostOfRevenue,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCostOfRevenue,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyEbitda,quarterlyTotalNonCurrentAssets,trailingBasicEPS,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyCurrentLiabilities,trailingStockBasedCompensation,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualEbitda,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyIncomeTaxPayable,annualCurrentLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyCurrentDeferredRevenue,trailingTaxProvision,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualGrossProfit,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.112227200,-6681222360.0,,-1746724800.0,3231440880.0,,11310043080.0,,1735283752560.0,,1996296296.0,,,,,,,,8558951520.0,,56724887880.0,4.287415,,,-93056763720.0,68515280280.0,,1996296296.0,,,0.0,,,20611352640.0,,,,128165932200.0,,1735283752560.0,1659388560.0,,,8558951520.0,,,,-12969431640.0,92052396960.0,99082964280.0,-6244541160.0,8558951520.0,17510916120.0,2167647300.0,-354323125680.0,2167647300.0,,,,,367903911000.0,-336200855880.0,367903911000.0,128165932200.0,,,1865502086400.0,,,2838427800.0,20611352640.0,26069867640.0,38820958680.0,456986875800.0,,,270786012120.0,,10218340080.0,,11615719920.0,,4.287415,7379912280.0,58602617040.0,24192138480.0,155807852160.0,3231440880.0,26069867640.0,7379912280.0,,155807852160.0,,386855875080.0,,,-280261994160.0,,,92052396960.0,155807852160.0,,11615719920.0,1865502086400.0,,2167647300.0,456986875800.0,10218340080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,,,,,,,,,,,,,,,,,,,,,,,2.785771,,,,,,,,,,,,,,,,,,,,2149866573.0,,,,,,,6050217270.3,,6050217270.3,,,,2.814229,,,,,,,,,,,,,,,,,,,,,,2171828888.0,,,,,,,,,,,,,,,,,,,,,,,,6050217270.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,,,,,,,,,,,,,,,,,,,,,,,,2.791486,,,,,,,,,,,,,,,,,,,,2149893738.0,,,,,,,6063249703.95,,6063249703.95,,,,2.820256,,,,,,,,,,,,,,,,,,,,,,2172051245.0,,,,,,,,,,,,,,,,,,,,,,,,6063249703.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,,,,,,,,,,,,,,,,,,,,,,,,2.784293,,,,,,,,,,,,,,,,,,,,2149352633.0,,,,,,,6047773298.85,,6047773298.85,,,,2.813765,,,,,,,,,,,,,,,,,,,,,,2172103793.0,,,,,,,,,,,,,,,,,,,,,,,,6047773298.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,-5556234041.83,,,95364142008.22,,26922155830.97,,2548163800135.9,,2168458696.0,,,14588985449.86,,,,,24244096740.66,14588985449.86,46381964016.24,11.180336,,,,101194861399.65,,2137480714.0,,,0.0,,,,,,,226320656709.28,,2548163800135.9,6980349589.43,,,24244096740.66,,,,17011764253.18,,136520011910.42,-7612245164.54,24244096740.66,64485431364.42,6100776844.11,-102586092176.47,6100776844.11,,,22928438553.6,,558351547937.75,-96339901778.6,558351547937.75,226320656709.28,,,2777238756914.9,14588985449.86,22928438553.6,9479503050.09,,41502585893.31,12347785834.79,841636826551.03,,,,,31013413437.93,14588985449.86,,,11.34237,12420462069.4,156875373108.07,70041665406.25,182876443442.03,95364142008.22,41502585893.31,12420462069.4,,182876443442.03,,78926390786.46,,,0.0,,,,182876443442.03,,,2777238756914.9,,6100776844.11,841636826551.03,31224446330.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886688806.25,,6886688806.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886688806.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,,,,,,,,,,,,,,,,,,,,,,,3.06373,,,,,,,,,,,,,,,,,,,,2455930548.0,,,,,,,7524308466.72,,7524308466.72,,,,3.06373,,,,,,,,,,,,,,,,,,,,,,2455930548.0,,,,,,,,,,,,,,,,,,,,,,,,7524308466.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,,,,,,,,,,,,,,,,,,,,,,,,,3.694022,,,,,,,,,,,,,,,,,,,,2470073913.0,,,,,,,9124508544.08,,9124508544.08,,,,3.694022,,,,,,,,,,,,,,,,,,,,,,2470073913.0,,,,,,,,,,,,,,,,,,,,,,,,9124508544.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,-6909361452.34,,,110633120165.5,,5559510588.04,,3703857925058.7,,2480879577.0,,,21217910220.34,,,,,27671748308.52,21217910220.34,215340721212.88,11.154007,,,,177176080343.3,,2446422917.0,,,0.0,,,,,,,243726600895.6,,3703857925058.7,7628720285.48,,,27671748308.52,,,,22442993304.32,,182983571214.94,-9093575246.46,27671748308.52,253491062174.12,4761188048.64,-211399217172.12,4761188048.64,,,32048168292.66,,618056597575.98,-204489855719.78,618056597575.98,243726600895.6,,,3952692271764.36,21217910220.34,32048168292.66,20555707818.42,,43504338969.3,182423196257.0,1209025323765.54,,,,,34025141421.2,21217910220.34,,,11.311106,12523047523.94,237442115196.22,260400423626.46,397831874436.1,110633120165.5,43504338969.3,12523047523.94,,397831874436.1,,166339514758.54,,,0.0,,,,397831874436.1,,,3952692271764.36,,4761188048.64,1209025323765.54,35300468594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,,,,,,,,,,,,,,,,,,,,,,2.274483,,,,,,,,,,,,,,,,,,,,2461951576.0,,,,,,,5599666009.6,,5599666009.6,,,,2.274483,,,,,,,,,,,,,,,,,,,,,,2461951576.0,,,,,,,,,,,,,,,,,,,,,,,,5599666009.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,,,,,,,,,,,,,,,,,,,,,,,2.973436,,,,,,,,,,,,,,,,,,,,3019209122.0,,,,,,,8977425628.92,,8977425628.92,,,,2.973436,,,,,,,,,,,,,,,,,,,,,,3019209122.0,,,,,,,,,,,,,,,,,,,,,,,,8977425628.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,,,,,,,,,,,,,,,,,,,,,,,,,,1.432937,,,,,,,,,,,,,,,,,,,,5837782500.0,,,,,,,8365172950.08,,8365172950.08,,,,1.432937,,,,,,,,,,,,,,,,,,,,,,5837782500.0,,,,,,,,,,,,,,,,,,,,,,,,8365172950.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,-12672480000.0,,,123383760000.0,,15741800000.0,,4395933680000.0,,2920500000.0,,,26767040000.0,,,,,33965320000.0,26767040000.0,58087720000.0,5.818182,,,,257541000000.0,,2904000000.0,,,0.0,,,,,,,450497000000.0,,4395933680000.0,,,,33965320000.0,,,,22426800000.0,,396692960000.0,-11119040000.0,33965320000.0,11348280000.0,8869761744.0,-290927240000.0,8869761744.0,,,39348520000.0,,845237880000.0,-278254760000.0,845237880000.0,450497000000.0,,,4853738920000.0,26767040000.0,39348520000.0,8717280000.0,,46760160000.0,-51566840000.0,1599667720000.0,,,,,31137080000.0,26767040000.0,,,5.818182,14619480000.0,342689720000.0,24020760000.0,297858600000.0,123383760000.0,46760160000.0,14619480000.0,,453060240000.0,,324994200000.0,,,0.0,,,,297858600000.0,,,4853738920000.0,,8869761744.0,1599667720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,,,,,3467620000000.0,,,,,,9215300000.0,,,,,,,,,,,,2.367273,,,,,9215300000.0,,,,,1935200000.0,473940000000.0,7515500000.0,,,36279300000.0,,,,,3061204128.0,,,,,,,7280100000.0,,7280100000.0,,,,2.378182,938230000000.0,,,,,,,,,,,264540000000.0,,1080050000000.0,,,,,,,,3075311060.0,,,,,355510000000.0,,,11130000000.0,,,,,,,,58020500000.0,,,,,,3941560000000.0,,7280100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,,,,,,,,,,,22849100000.0,,,,,,,,,,,,3.305455,,,,,13613800000.0,,,,,3471700000.0,,6325600000.0,,,40249500000.0,,,,,3061555982.0,,,,,,,10142100000.0,,10142100000.0,,,,3.312727,,,,,,,,,,,,,,,,,,,,,,3068292079.0,,,,,,,,,,,,,,,,56873600000.0,,,,,,,,10142100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,-13071158000.0,,-18405479000.0,,,240519991000.0,,,,3066250000.0,,,,,,,,35769504000.0,,-102672917000.0,11.661818,,,,264872527000.0,,3060750000.0,,,0.0,,,,,,,,,4346529278000.0,,,,33794219000.0,,-140002000.0,,51658808000.0,,453286773000.0,-14229374000.0,35769504000.0,-235325042000.0,,77702124000.0,,,,,,,,883918593000.0,471275342000.0,,,4826909674000.0,,,10034785000.0,456642444000.0,,-322329446000.0,,,522062000.0,90016170000.0,,33794219000.0,,,,11.683636,14632898000.0,376658280000.0,-222253884000.0,,,44974589000.0,,,350613856000.0,,30437329000.0,,,0.0,,,,350613856000.0,,,,,,1481070029000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,,,,3172260000000.0,,,,,,12054700000.0,,,,,,,,,,,,3.370909,,,,,12054700000.0,,,,,3272500000.0,501930000000.0,4940200000.0,,,40751400000.0,,,,,3061252688.0,,,,,,,10352600000.0,,10352600000.0,,,,3.381818,908810000000.0,,,,,,,,,,,245420000000.0,,1142470000000.0,,,,,,,,3071159655.0,,,,,305280000000.0,,,11130000000.0,,,,,,,,51481800000.0,,,,,,3674190000000.0,,10352600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,,,,,,,,,,,24353300000.0,,,,,,,,,,,,,,,,,13640300000.0,,,,,3239000000.0,,4704500000.0,,,38598600000.0,,,,,,,,,,,,10401300000.0,,10401300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46208700000.0,,,,,,,,10401300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,,,,,,,,,,,,,,,,,,,,,,,,,,3.730909,,,,,,,,,,,,,,,,,,,,3063836081.0,,,,,,,11486600000.0,,11486600000.0,,,,3.749091,,,,,,,,,,,,,,,,,,,,,,3078767057.0,,,,,,,,,,,,,,,,,,,,,,,,11486600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,-6654131000.0,,-19414369000.0,,,246879834000.0,,4367803907000.0,,3074500000.0,,,,,,,,46702945000.0,,120827357000.0,15.170909,,,-1247434000.0,207291861000.0,,3063500000.0,,,0.0,,,501816108000.0,,,,512965000000.0,,4367803907000.0,,,,48434149000.0,,0.0,,64055237000.0,,350613856000.0,-14348954000.0,46702945000.0,288854405000.0,15149249000.0,-156131625000.0,13418045000.0,,,,,1156983219000.0,-152852224000.0,1156983219000.0,512965000000.0,,,4893472953000.0,,,9085111000.0,501816108000.0,38622924000.0,192819082000.0,1863197840000.0,,1175994000.0,,,48434149000.0,,,,15.247273,11148892000.0,388705865000.0,295508536000.0,471441213000.0,,38622924000.0,11148892000.0,,471441213000.0,,-14420394000.0,,,0.0,,,,471441213000.0,,,4893472953000.0,,13418045000.0,1863197840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,3111740000000.0,,,,,,21880700000.0,,,,,,,,,,,,3.541818,,,,,13902500000.0,,,,,3642700000.0,528230000000.0,6114000000.0,,,36715600000.0,,,,,3067740286.0,,,,,,,10910000000.0,,10910000000.0,,,,3.556364,949970000000.0,,,,,,,,,,,216030000000.0,,1275710000000.0,,,,,,,,3080338809.0,,,,,304450000000.0,,,11160000000.0,,,,,,,,38214900000.0,,,,,,3639970000000.0,,10910000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,,,,,3360231500000.0,,,,,,22119400000.0,,,,,,,,,,,,4.447273,,,,,15708000000.0,,528240200000.0,,,3345300000.0,539748500000.0,6597400000.0,,,37823100000.0,,,,,3116234768.0,,,,,,,13949400000.0,,13949400000.0,,,,4.476364,970097500000.0,,,,,,,,,,,47808300000.0,,1362755100000.0,,,,,,,,3136618970.0,,,,,348478100000.0,,,11508300000.0,,,,,,,,41047200000.0,,,,,,3899980000000.0,,13949400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,,,,,,,,,,,,,,,,,,,,,,,,,,6.389091,,,,,,,,,,,,,,,,,,,,3164983070.0,,,,,,,20394000000.0,,20394000000.0,,,,6.443636,,,,,,,,,,,,,,,,,,,,,,3192003415.0,,,,,,,,,,,,,,,,,,,,,,,,20394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,-8940934000.0,,-22046919000.0,,,282335831000.0,,4771071487000.0,,3143986513.0,,,,,,,,60932672000.0,,-77588594000.0,19.363636,,,,193425685000.0,,3129468757.0,,,0.0,,,541503823000.0,,,,553024952000.0,,4771071487000.0,,,,63181941000.0,,0.0,,104084873000.0,,471441213000.0,-15567579000.0,60932672000.0,-45317502000.0,17928541000.0,-60809921000.0,15679272000.0,,,,,1258388602000.0,-52576194000.0,1258388602000.0,553024952000.0,,,5337678657000.0,,,8576451000.0,541503823000.0,54895477000.0,-141232588000.0,2096527791000.0,,1426887000.0,,,63181941000.0,,,,19.469091,11518200000.0,422521359000.0,-36376568000.0,393852619000.0,,54895477000.0,11518200000.0,,393852619000.0,,6572232000.0,,,0.0,,,,393852619000.0,,,5337678657000.0,,15679272000.0,2096527791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,,,,,,,,,,,,,,,,,5.225455,,,,,,,,,,,,,,,,,,,,3167669316.0,,,,,,,16667700000.0,,16667700000.0,,,,5.261818,,,,,,,,,,,,,,,,,,,,,,3189712944.0,,,,,,,,,,,,,,,,,,,,,,,,16667700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,,,,,,,,,,,,,,,,,,,,,,6.254545,,,,,,,,,,,,,,,,,,,,3169629630.0,,,,,,,19916800000.0,,19916800000.0,,,,6.283636,,,,,,,,,,,,,,,,,,,,,,3184372093.0,,,,,,,,,,,,,,,,,,,,,,,,19916800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,,,,,,,,,,,,,,,,,,,,,,,,,,6.829091,,,,,,,,,,,,,,,,,,,,3168577107.0,,,,,,,21742200000.0,,21742200000.0,,,,6.861818,,,,,,,,,,,,,,,,,,,,,,3183761981.0,,,,,,,,,,,,,,,,,,,,,,,,21742200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,-6054398000.0,,,601213423000.0,-55292551000.0,252975326000.0,,5414871908000.0,,3179000000.0,,,34553656000.0,,,109612373000.0,,76429355000.0,34553656000.0,17710264000.0,24.021818,,,,250132455000.0,,3168000000.0,,,0.0,,,601213423000.0,,-55292551000.0,,612764960000.0,,5414871908000.0,,,,79376343000.0,,,,12889644000.0,13033986000.0,393852619000.0,-19013434000.0,76429355000.0,202779272000.0,21049643000.0,-212628970000.0,18102655000.0,,,53644915000.0,,1593986669000.0,-206755330000.0,1593986669000.0,612764960000.0,,,6041914115000.0,34553656000.0,53644915000.0,7546097000.0,601213423000.0,54319822000.0,102657975000.0,2398640912000.0,93240000.0,591128000.0,,,79376343000.0,34553656000.0,,,24.12,11527683000.0,409977227000.0,208833670000.0,423707006000.0,601213423000.0,54319822000.0,11527683000.0,,411562883000.0,,17421232000.0,,109612373000.0,0.0,,,13033986000.0,423707006000.0,,,6041914115000.0,,18102655000.0,2398640912000.0,79376343000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,,,,,,,,,,,,,,,,,,,,,6.523636,,,,,,,,,,,,,,,,,,,,3170791227.0,,,,,,,20765800000.0,,20765800000.0,,,,6.549091,,,,,,,,,,,,,,,,,,,,,,3183163322.0,,,,,,,,,,,,,,,,,,,,,,,,20765800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,,,,,,,,,,,,,,,,,,,,,,,8.461818,,,,,,,,,,,,,,,,,,,,3174114249.0,,,,,,,26974200000.0,,26974200000.0,,,,8.498182,,,,,,,,,,,,,,,,,,,,,,3187754620.0,,,,,,,,,,,,,,,,,,,,,,,,26974200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,,,,,,,,,,,,,,,,,,,,,,,,,,8.287273,,,,,,,,,,,,,,,,,,,,3171686655.0,,,,,,,26446100000.0,,26446100000.0,,,,8.338182,,,,,,,,,,,,,,,,,,,,,,3191170470.0,,,,,,,,,,,,,,,,,,,,,,,,26446100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,-6249292000.0,,,676042900000.0,-57606420000.0,56290900000.0,,6043535400000.0,323022300000.0,3188064643.0,,,32556410000.0,35748200000.0,,112341007000.0,,96036100000.0,,82145687000.0,30.123636,,,,282854100000.0,7.803636,3170840137.0,,,0.0,35748200000.0,96103500000.0,676042933000.0,,-57606420000.0,9675200000.0,687624100000.0,14581800000.0,6043535400000.0,34868800000.0,131851700000.0,,101298800000.0,,,3171280657.0,19233979000.0,6093554000.0,411562883000.0,-22194629000.0,96036100000.0,168690490000.0,26073000000.0,-191478155000.0,24920500000.0,,,55093457000.0,7.858182,1728882200000.0,-185928901000.0,1728882200000.0,687624100000.0,,,6748217100000.0,,55093457000.0,7309535000.0,676042933000.0,54734600000.0,50469029000.0,2556666800000.0,98647000.0,447515000.0,,,136167600000.0,32556410000.0,,3193447111.0,30.287273,11536400000.0,459189900000.0,174939782000.0,493708500000.0,676042900000.0,54734600000.0,11536400000.0,,493708570000.0,,92831905000.0,,112341007000.0,0.0,70547000000.0,,6093554000.0,493708500000.0,,,6748217100000.0,,24920500000.0,2556666800000.0,136167600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
