date,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCashAndCashEquivalents,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,annualNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyEbitda,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,annualEbitda,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualFreeCashFlow,annualCommonStockIssuance,annualRetainedEarnings,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualNetIncome,annualCostOfRevenue,trailingOperatingCashFlow,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualOtherNonCashItems,annualOtherCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualSaleOfInvestment,annualBasicEPS,trailingSaleOfInvestment,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualBasicAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,trailingPretaxIncome,annualDilutedEPS,quarterlyOperatingCashFlow,annualGoodwill,annualGrossProfit,quarterlyPretaxIncome,annualNetPPE,quarterlyNetPPE,quarterlyPurchaseOfBusiness,trailingNetIncome,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualCapitalStock,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualTotalRevenue,trailingPurchaseOfInvestment,annualPretaxIncome,trailingTotalRevenue,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,trailingInterestExpense,trailingEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInInventory,annualInventory,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1970-01-01 00:00:01.135987200,,,,,,,,,,177149000.0,,,,,3917000.0,-30890000.0,-4286000.0,,,,,,291707000.0,106546000.0,,,,-15832000.0,,150927000.0,,,,,,,,,,,,,,,187929000.0,258037000.0,18470000.0,51793000.0,,,,-4286000.0,,,,,,,,,,258037000.0,-883000.0,,-4286000.0,,297683000.0,,,,,,,,,,,,59015000.0,,,,,,,4287000.0,,,,23755000.0,-361184000.0,,,,,,,,,-0.23,71512000.0,10182000.0,,,,,18470000.0,,,,,,,,317052000.0,-0.23,,,,,,,,258037000.0,,,,,,,,,,,,,,,,,451237000.0,,,,4563000.0,,,,-2495000.0,51793000.0,-17188000.0,,742944000.0,,,,,263308000.0,,169396000.0,,8943000.0,120009000.0,,,13463000.0,-453616000.0,,,-146756000.0,,,-73602000.0,51793000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,,18028000.0,18028000.0,,,,,,,,,,,,0.000488,,,,,,,,,,,,18028000.0,,,,,,,18853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36858000.0,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000955,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,18028000.0,18028000.0,,,,,,,,,,,,0.000488,,,,,,,,,,,,18028000.0,,,,,,,18853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36858000.0,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000955,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,,,18028000.0,18028000.0,,,,,,,,,,,,0.000488,,,,,,,,,,,,18028000.0,,,,,,,18853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36858000.0,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000955,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,,,14361000.0,,-51041000.0,18028000.0,3044000.0,0.0,,37782000.0,,,-2387000.0,,,598000.0,,,72955000.0,,,,,2827000.0,52257000.0,,,,,-51041000.0,34232000.0,3403000.0,-2148000.0,23036000.0,20698000.0,,,-5215000.0,,,-19900000.0,-4200000.0,23036000.0,,,36858000.0,5438000.0,-11723000.0,52257000.0,3044000.0,71000.0,,72955000.0,4798000.0,2941000.0,,,4413000.0,4200000.0,-19900000.0,,,,598000.0,31287000.0,,2088000.0,-497000.0,2579000.0,,,2088000.0,,0.0,1323000.0,529000.0,61232000.0,,,38196000.0,37782000.0,0.0,4664000.0,0.0,,,,3403000.0,,,,,1323000.0,,-11723000.0,,,9045000.0,0.003766,,,2396000.0,6658000.0,149000.0,149000.0,18853000.0,,,,4798000.0,,,-5215000.0,,0.001926,,2941000.0,40824000.0,,29017000.0,29017000.0,,,20698000.0,6800000.0,,,,13150000.0,,1290000.0,0.0,14361000.0,13150000.0,,,11782000.0,,35000.0,,,38196000.0,61232000.0,,0.0,189000.0,,,72111000.0,,1127000.0,,,14361000.0,14361000.0,17000.0,,-1676000.0,,,,,35000.0,,,,3181000.0,34232000.0,,14361000.0,3181000.0,,3042000.0,189000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,,,24832000.0,24832000.0,,,,,,,,,,,,0.008394,,,,,,,,,,,,24832000.0,,,,,,,18923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35143000.0,,,,,,,,,,,,382000.0,382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015589,,,,,,,,,,,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,,24832000.0,24832000.0,,,,,,,,,,,,0.008394,,,,,,,,,,,,24832000.0,,,,,,,18923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35143000.0,,,,,,,,,,,,382000.0,382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015589,,,,,,,,,,,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,,,24832000.0,24832000.0,,,,,,,,,,,,0.008394,,,,,,,,,,,,24832000.0,,,,,,,18923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35143000.0,,,,,,,,,,,,382000.0,382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015589,,,,,,,,,,,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,,,,23210000.0,,-70150000.0,24831000.0,6893000.0,0.0,,55931000.0,,,-7406000.0,,,1526000.0,,,98954000.0,,10369000.0,,,2975000.0,61788000.0,,,,,-70150000.0,42211000.0,6658000.0,-1656000.0,42314000.0,37166000.0,,,-8362000.0,,,-18374000.0,,42314000.0,,,35143000.0,7645000.0,-10386000.0,61788000.0,6893000.0,1177000.0,,98954000.0,7114000.0,2941000.0,,,-303000.0,6000000.0,-18374000.0,,,10369000.0,1526000.0,39050000.0,,1762000.0,-153000.0,14361000.0,,,1762000.0,,0.0,7796000.0,1016000.0,88568000.0,,,46254000.0,55931000.0,6001000.0,6257000.0,6001000.0,,,,6658000.0,,,,,7796000.0,,-10386000.0,,,,0.06,,,3300000.0,-7555000.0,381000.0,381000.0,18923000.0,,,,7114000.0,,,-8362000.0,,0.03,,2941000.0,60276000.0,,33849000.0,33849000.0,,,37166000.0,7103000.0,,,,8674000.0,,-2343000.0,-149000.0,23210000.0,8674000.0,,,8849000.0,,79000.0,,,46254000.0,88568000.0,,0.0,190000.0,,,99326000.0,,2542000.0,,,23210000.0,23210000.0,294000.0,,9301000.0,,,,,79000.0,,,,3434000.0,42211000.0,,23210000.0,3434000.0,,4345000.0,190000.0,0.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,,,35138000.0,35138000.0,,,,,,,,,,,,0.04,,,,,,,,,,,,35138000.0,,,,,,,19089000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32623000.0,,,,,,,,,,,,1612000.0,1612000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,1351000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
