date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,annualDilutedEPS,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingPretaxIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyDilutedEPS,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualBasicEPS,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualGoodwill,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualCurrentAccruedExpenses,annualInventory,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1989-12-31,,,7735000000.0,,,,,1336700000.0,,1.05,,,,221333333.0,1336700000.0,,,,,,,59400000.0,,81700000.0,314100000.0,9156400000.0,,,,9156400000.0,,,,,232400000.0,438100000.0,,4198700000.0,,,,,,,,,221333333.0,,7735000000.0,,,,,,,,1421400000.0,,,,,,,59400000.0,59400000.0,438100000.0,,,,,,,,232400000.0,,,,,,,,,,,,,,,,,,4198700000.0,,,,,,,,,,,1421400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,541000000.0,,,,232400000.0,-1919600000.0,,2460600000.0,,,,,45300000.0,,,,,,,,,,,2279100000.0,,,,,,,,,,,,,,,2460600000.0,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,246700000.0,,1334100000.0,,,,,,,,,,,,,,58900000.0,,,,,,,,9246300000.0,,,,,,,0.26,,-2200200000.0,,,,,,,,,,7873000000.0,,,,,,,,,,,2000000.0,,,,58900000.0,58900000.0,440200000.0,,-146900000.0,-221000000.0,,,,,,,535600000.0,,226538462.0,,,,0.26,-23000000.0,,,,,,,31900000.0,,,520000000.0,,80100000.0,-529200000.0,,,,,,,1373300000.0,-7200000.0,,,,,,,,,2060500000.0,,,,,,,0.0,5908200000.0,11400000.0,,,27500000.0,,,,,,,,,,,,,,,,620700000.0,,,,,,-110200000.0,1149900000.0,,226538462.0,,246700000.0,,,,,,,,,,,,,,21200000.0,135100000.0,,,,187800000.0,,5908200000.0,,-9500000.0,,,,1149900000.0,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,390600000.0,,1399600000.0,,,,,,,,,,,,,,65300000.0,,,,,,,,9805000000.0,,,,,,,0.29,,-2158800000.0,,,,,,,,,,8349000000.0,,,,,,,,,,,-9500000.0,,,,65300000.0,65300000.0,431400000.0,,-375000000.0,-216800000.0,,,,,,,646300000.0,,225172414.0,,,,0.29,-24900000.0,,,,,,,,,,509400000.0,,88900000.0,-537500000.0,,,,,,,1456000000.0,-7100000.0,,,,,,,,,1790900000.0,,,,,,,0.0,6286500000.0,10400000.0,,,61000000.0,,,,,,,,,,,,,,,,636700000.0,,,,,,-900000.0,1174200000.0,,225172414.0,,390600000.0,,,,,,,,,,,,,,23600000.0,134400000.0,,,,325200000.0,,6286500000.0,,16100000.0,,,,1174200000.0,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,295900000.0,,1410700000.0,,,,,,,,,,,,,,61500000.0,,,,,,,,10356300000.0,,,,,,,0.27,,-1845200000.0,,,,,,,,,,8970700000.0,,,,,,,,,,,-16700000.0,,,,61500000.0,61500000.0,520700000.0,,-282300000.0,-219700000.0,,,,,,,766600000.0,,227777778.0,,,,0.27,-25000000.0,,,,,,,,,,573300000.0,,83700000.0,-558700000.0,,,,,,,1385600000.0,-52500000.0,,,,,,,,,1615400000.0,,,,,,,0.0,6593900000.0,10800000.0,,,93700000.0,,,,,,,,,,,,,,,,653200000.0,,,,,,-9100000.0,1211900000.0,,227777778.0,,295900000.0,,,,,,,,,,,,,,22200000.0,133300000.0,,,,234500000.0,,6593900000.0,,5000000.0,,,,1211900000.0,,,,,,,,,,,,,,,,,,
1990-12-31,,,8974600000.0,,,278000000.0,1211200000.0,1464600000.0,,1.07,,,,223364486.0,1464600000.0,,,,-49700000.0,,22900000.0,53300000.0,,86200000.0,325200000.0,10432200000.0,,,,10432200000.0,-97700000.0,,,,239000000.0,429800000.0,,4883700000.0,3283000000.0,,,,,,,,223364486.0,,8974600000.0,,,,,2020800000.0,985500000.0,,1457600000.0,-19000000.0,,-77700000.0,12700000.0,,0.0,53300000.0,53300000.0,429800000.0,,-171900000.0,-235500000.0,,,,594100000.0,239000000.0,,594100000.0,,,1237200000.0,,136100000.0,,-24800000.0,6810000000.0,,576100000.0,,,,,-12200000.0,4896400000.0,576100000.0,,72500000.0,-632000000.0,,,,,,6810000000.0,1457600000.0,17100000.0,42200000.0,,,,-222700000.0,31900000.0,,,-3446000000.0,,-893100000.0,,,,,0.0,6810000000.0,11300000.0,,,22900000.0,,,,,,,,,,,,,,,1.07,715800000.0,-26000000.0,,,239000000.0,-2257300000.0,-102500000.0,1347800000.0,,,-976100000.0,304000000.0,43900000.0,,,,,-2921200000.0,,,,,,2626400000.0,,19200000.0,136100000.0,,,-125000000.0,238000000.0,,6810000000.0,,30600000.0,,,,1347800000.0,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,92200000.0,,1473000000.0,,,,,,,,,,,,,,59300000.0,,,,,,,,10455400000.0,,,,,,,0.27,,-2243500000.0,,,,,,,,,,9003300000.0,,,,,,,,,,,1300000.0,,,,59300000.0,59300000.0,517200000.0,,-64200000.0,-231600000.0,,,,,,,679900000.0,,219629630.0,,,,0.27,-23500000.0,,,,,,,74100000.0,,,565100000.0,,81300000.0,-620000000.0,,,,,,,1452100000.0,-40900000.0,,,,,,,,,2220200000.0,,,,,,,0.0,6821700000.0,10000000.0,,,,,,,,,,,,,,,,,,,711300000.0,,,,,,-78800000.0,1331300000.0,,219629630.0,,92200000.0,,,,,,,,,,,,,,22000000.0,136600000.0,,,,32900000.0,,6821700000.0,,-52700000.0,,,-33700000.0,1331300000.0,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,204500000.0,,1533000000.0,,,,,,,,,,,,,,61300000.0,,,,,,,,10708000000.0,,,,,,,0.28,,-2148900000.0,,,,,,,,,,9193500000.0,,,,,,,,,,,-12600000.0,,,,61300000.0,61300000.0,416300000.0,,-196700000.0,-241600000.0,,,,,,,646500000.0,,218928571.0,,,,0.28,-26100000.0,,,,,,,,,,562700000.0,,83900000.0,-633700000.0,,,,,,,1514500000.0,-14800000.0,,,,,,,,,1967000000.0,,,,,,,0.0,7051400000.0,10100000.0,,,40000000.0,,,,,,,,,,,,,,,,727700000.0,,,,,,-5300000.0,1361400000.0,,218928571.0,,204500000.0,,,,,,,,,,,,,,22600000.0,133300000.0,,,,143200000.0,,7051400000.0,,1200000.0,,,-6600000.0,1361400000.0,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,182900000.0,,1544500000.0,,,,,,,,,,,,,,62600000.0,,,,,,,,11061000000.0,,,,,,,0.29,,-2152100000.0,,,,,,,,,,9486200000.0,,,,,,,,,,,3000000.0,,,,62600000.0,62600000.0,502000000.0,,-144400000.0,-254300000.0,,,,,,,711500000.0,,215862069.0,,,,0.29,-25500000.0,,,,,,,,,,551200000.0,,85700000.0,-655600000.0,,,,,,,1574800000.0,-8500000.0,,,,,,,,,2016200000.0,,,,,,,0.0,7302300000.0,9900000.0,,,28000000.0,,,,,,,,,,,,,,,,751200000.0,,,,,,-34500000.0,1406800000.0,,215862069.0,,182900000.0,,,,,,,,,,,,,,23100000.0,131500000.0,,,,120300000.0,,7302300000.0,,4900000.0,,,0.0,1406800000.0,,,,,,,,,,,,,,,,,,
1991-12-31,,,9858200000.0,,106100000.0,179500000.0,659100000.0,1602300000.0,,1.1,,,,220000000.0,1602300000.0,,,,-249600000.0,,63300000.0,58800000.0,,89500000.0,331500000.0,11633200000.0,,,,11633200000.0,-100200000.0,,,,242000000.0,418000000.0,,5489600000.0,3220200000.0,,,,,,,,220000000.0,,9858200000.0,,,,,2887600000.0,419400000.0,,1775000000.0,-33200000.0,,-97800000.0,17900000.0,,0.0,58800000.0,58800000.0,418000000.0,,-301200000.0,-251300000.0,,,,822300000.0,242000000.0,,822300000.0,,,679300000.0,,146000000.0,,-25100000.0,7508500000.0,,721000000.0,,,,,-15100000.0,5507500000.0,721000000.0,,80600000.0,-649400000.0,,,,,,7508500000.0,1775000000.0,-185400000.0,-36000000.0,,,,-2000000.0,74100000.0,,,-3315800000.0,,-978800000.0,,,,,0.0,7508500000.0,10700000.0,,,63300000.0,,,,,,,,,,,,,,,1.1,740700000.0,-20200000.0,,,242000000.0,-2558700000.0,116600000.0,1390100000.0,,,-706500000.0,199700000.0,40700000.0,,,,,-3324300000.0,,,,,,2930900000.0,,21800000.0,146000000.0,,,-106100000.0,123000000.0,,7508500000.0,,10600000.0,,,7100000.0,1390100000.0,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,273200000.0,,1623600000.0,,,,,,,,,,293400000.0,,,,76000000.0,,,,,,,,12003500000.0,,,,,,,0.33,,-2353600000.0,,,,,,,,,,10206200000.0,,,,,,,,,,,-17900000.0,,,,76000000.0,76000000.0,400600000.0,,-118800000.0,2100000.0,,,,,,,878400000.0,,230303030.0,,,,0.33,-27000000.0,,,,,,,38100000.0,,,797500000.0,,104800000.0,-406900000.0,,,,,,,1797300000.0,-49800000.0,,,,,,,,,2284600000.0,,,,,,,0.0,7616500000.0,9900000.0,,,29900000.0,,,,,,,,,,,,,,,,815000000.0,,,,,,-77900000.0,1221900000.0,,230303030.0,,273200000.0,,,,,,,,,,,,,,28800000.0,150900000.0,,,,197200000.0,,7616500000.0,,72800000.0,,,400000.0,1221900000.0,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,160400000.0,,1689400000.0,,,,,,,,,,300500000.0,,,,68000000.0,,,,,,,,12441600000.0,,,,,,,0.29,,-1627100000.0,,,,,,,,,,10567100000.0,,,,,,,,,,,3900000.0,,,,68000000.0,68000000.0,397600000.0,,-194900000.0,1000000.0,,,,,,,1021800000.0,,234482759.0,,,,0.29,-29700000.0,,,,,,,,,,862100000.0,,93700000.0,-400400000.0,,,,,,,1874500000.0,-57000000.0,,,,,,,,,1489200000.0,,,,,,,0.0,7802800000.0,9900000.0,,,104800000.0,,,,,,,,,,,,,,,,804500000.0,,,,,,42600000.0,1204900000.0,,234482759.0,,160400000.0,,,,,,,,,,,,,,25700000.0,156300000.0,,,,92400000.0,,7802800000.0,,16600000.0,,,-6500000.0,1204900000.0,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,-41000000.0,,1694500000.0,,,,,,,,,,,,,,64900000.0,,,,,,,,12623900000.0,,,,,,,0.27,,904300000.0,,,,,,,,,,10731000000.0,,,,,,,,,,,180300000.0,,,,64900000.0,64900000.0,368400000.0,,-183900000.0,-307500000.0,,,,,,,1007900000.0,,240370370.0,,,,0.27,-30700000.0,,,,,,,,,,847700000.0,,89500000.0,-717700000.0,,,,,,,1892900000.0,19700000.0,,,,,,,,,-1080600000.0,,,,,,,0.0,8784800000.0,10500000.0,,,145100000.0,,,,,,,,,,,,,,,,817700000.0,,,,,,189900000.0,1535400000.0,,240370370.0,,-13700000.0,,,,,,,,,,,,,,24600000.0,152900000.0,,,,-78500000.0,,8784800000.0,,-8400000.0,,,0.0,1535400000.0,,,,,,,,,,,,,,,,,,
1992-12-31,,,12185900000.0,,,129400000.0,522000000.0,1603200000.0,,0.52,,,,243461538.0,1603200000.0,,,,-259000000.0,,115100000.0,-82200000.0,,84300000.0,290500000.0,14289800000.0,,,,14289800000.0,-119500000.0,,,,126600000.0,477900000.0,,6340600000.0,-923900000.0,,,,,,,,243461538.0,,12185900000.0,,,,,3597800000.0,338000000.0,,2103900000.0,6900000.0,,27900000.0,33200000.0,,0.0,-82200000.0,-2600000.0,477900000.0,,-220600000.0,-469000000.0,,,,1720200000.0,126600000.0,,1720200000.0,,,578700000.0,,192900000.0,,-32100000.0,8246700000.0,,727100000.0,,,,,-141700000.0,6373800000.0,727100000.0,,2500000.0,-885100000.0,,,,,,8246700000.0,2103900000.0,-171900000.0,49600000.0,,,,191200000.0,38100000.0,,,904600000.0,,-1370500000.0,,,,,0.0,8246700000.0,11700000.0,,,115100000.0,,,,,,,,,,,,,,,0.52,899300000.0,-56700000.0,,,206200000.0,-3004100000.0,36600000.0,1784400000.0,-29400000.0,,-718200000.0,158800000.0,41900000.0,,,,,-4000300000.0,,,,,,3336500000.0,,5100000.0,192900000.0,,,194200000.0,126900000.0,,8246700000.0,,-31400000.0,,,13000000.0,1784400000.0,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,215900000.0,,1625400000.0,,,,,,,,,,,,,,89000000.0,,,,,,,,15292700000.0,,,,,,,0.35,,-1161800000.0,,,,,,,,,,13126300000.0,,,,,,,,,,,111300000.0,,,,89000000.0,89000000.0,546700000.0,,-239100000.0,-399500000.0,,,,,,,2019900000.0,,254285714.0,,,,0.35,-35900000.0,,,,,,,87700000.0,,,1418000000.0,,127200000.0,-812300000.0,,,,,,,2166400000.0,-11200000.0,,,,,,,,,937200000.0,,,,,,,0.0,9419600000.0,10800000.0,,,123700000.0,,,,,,,,,,,,,,,,950300000.0,,,,,,79000000.0,1762600000.0,-3300000.0,254285714.0,,219200000.0,,,,,,,,,,,,,,38200000.0,189900000.0,,,,130200000.0,-2500000.0,9419600000.0,,59200000.0,,,,1762600000.0,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,120400000.0,,1706500000.0,,,,,,,,,,,,,,79100000.0,,,,,,,,15680500000.0,,,,,,,0.31,,-970200000.0,,,,,,,,,,13458900000.0,,,,,,,,,,,38600000.0,,,,79100000.0,79100000.0,599200000.0,,-114400000.0,-433300000.0,,,,,,,2193500000.0,,255161290.0,,,,0.31,-39100000.0,,,,,,,,,,1446500000.0,,112900000.0,-840400000.0,,,,,,,2221600000.0,-51100000.0,,,,,,,,,923300000.0,,,,,,,0.0,8641100000.0,9700000.0,,,86600000.0,,,,,,,,,,-49100000.0,,,,,,963000000.0,,,,,,-4300000.0,1803400000.0,-16400000.0,255161290.0,,136800000.0,,,,,,,,,,,,,,33800000.0,215300000.0,,,,57700000.0,-1200000.0,8641100000.0,,14500000.0,,,,1803400000.0,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,79600000.0,,1714100000.0,,,,,,,,,,,,,,77800000.0,,,,,,,,16165100000.0,,,,,,,0.3,,-1223900000.0,,,,,,,,,,13913600000.0,,,,,,,,,,,185600000.0,,,,77800000.0,77800000.0,522100000.0,,-308200000.0,-404600000.0,,,,,,,2182400000.0,,259333333.0,,,,0.3,-39100000.0,,,,,,,,,,1444800000.0,,124100000.0,-819500000.0,,,,,,,2251500000.0,-5500000.0,,-79000000.0,,,,,,,933500000.0,,,,,,,0.0,8979100000.0,10600000.0,,,205700000.0,,,,,,,,,,-51100000.0,,,,,,954200000.0,,,,,,179800000.0,1773700000.0,-12300000.0,259333333.0,,91900000.0,,,,,,,,,,,,,,46300000.0,219600000.0,,,,14100000.0,-3400000.0,8979100000.0,,-37700000.0,,,,1773700000.0,,,,,,,,,,,,,,,,,,
1993-12-31,,,13991300000.0,,-7300000.0,141800000.0,557700000.0,1784900000.0,,1.27,,-61000000.0,,254960630.0,1784900000.0,,,,-96300000.0,,168600000.0,77900000.0,,155300000.0,479100000.0,16279100000.0,,,,16279100000.0,-151000000.0,,,,323800000.0,521300000.0,,7168200000.0,-1293100000.0,,,,,,,,252968750.0,,13991300000.0,,,,,4118600000.0,230300000.0,,2287800000.0,11400000.0,,-42100000.0,50700000.0,,0.0,77900000.0,77900000.0,521300000.0,,-12100000.0,-443000000.0,,,,2100500000.0,323800000.0,,2100500000.0,,,604800000.0,,224200000.0,,-36900000.0,8887300000.0,,840800000.0,,,,,-192800000.0,7218900000.0,840800000.0,,114900000.0,-851200000.0,,,,,,8887300000.0,2287800000.0,-28500000.0,76100000.0,100000.0,,,149500000.0,87700000.0,,,1324600000.0,,-1680400000.0,,,,,0.0,8887300000.0,11200000.0,,,168600000.0,,,,,,,,,,-61000000.0,,,,,1.28,977300000.0,-47100000.0,,,323800000.0,-3323400000.0,-105000000.0,1828500000.0,-15100000.0,,-673800000.0,156900000.0,42300000.0,,,,,-4649000000.0,,,,,,3844800000.0,,37000000.0,224200000.0,,,293400000.0,28300000.0,-200000.0,8887300000.0,,40100000.0,,,,1828500000.0,,,,,,,,,,,,,,,,,,
1994-03-31,,,,,,242300000.0,,1810200000.0,,,,,,,,,,,,,,99100000.0,,,,,,,,17120800000.0,,,,,,,0.26,,-1370900000.0,,,,,,,,,,14815900000.0,,,,,,,,,,,24800000.0,,,,99100000.0,99100000.0,493500000.0,,-19500000.0,-445500000.0,,,,,,,2515900000.0,,227237000.0,,,,0.26,-38900000.0,,,,,,,163800000.0,,,1554600000.0,,148000000.0,-860500000.0,,,,,,,2304900000.0,-10100000.0,,-125000000.0,,,,,,,1378700000.0,,,,,,,0.0,8907100000.0,11100000.0,,,164300000.0,,,,,,,,,,-65800000.0,,,,,,1019600000.0,,,,,,-100600000.0,1880100000.0,-17200000.0,227237000.0,,259500000.0,,,,,,,,,,,,,,48900000.0,235200000.0,,,,160400000.0,-28400000.0,8907100000.0,,137900000.0,,,,1880100000.0,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,122200000.0,,1889000000.0,,,,,,,,,,,,,,88200000.0,,,,,,,,17376800000.0,,,,,,,0.34,,-785300000.0,,,,,,,,,,15077700000.0,,,,,,,,,,,54500000.0,,,,88200000.0,88200000.0,495500000.0,,-126100000.0,-471300000.0,,,,,,,2509200000.0,,259411765.0,,,,0.34,-40200000.0,,,,,,,,,,1577400000.0,,131700000.0,-883700000.0,,,,,,,2299100000.0,-10700000.0,,0.0,,,,,,,695300000.0,,,,,,,0.0,8846700000.0,11000000.0,,,167300000.0,,,,,,,,,,-38900000.0,,,,,,1026400000.0,,,,,,12100000.0,1910100000.0,-25400000.0,259411765.0,,147600000.0,,,,,,,,,,,,,,43500000.0,249500000.0,,,,59400000.0,-2600000.0,8846700000.0,,39600000.0,,,,1910100000.0,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,96900000.0,,1902600000.0,,,,,,,,,,,,,,86700000.0,,,,,,,,17713500000.0,,,,,,,0.34,,-596400000.0,,,,,,,,,,15407000000.0,,,,,,,,,,,128600000.0,,,,86700000.0,86700000.0,495100000.0,,-300200000.0,-471100000.0,,,,,,,2437000000.0,,255000000.0,,,,0.34,-41600000.0,,,,,,,,,,1562600000.0,,129500000.0,-889700000.0,,,,,,,2306500000.0,0.0,,-1100000.0,,,,,,,310200000.0,,,,,,,0.0,9083300000.0,11300000.0,,,246500000.0,,,,,,,,,,-28600000.0,,,,,,1030500000.0,,,,,,164700000.0,1920200000.0,-14000000.0,255000000.0,,110900000.0,,,,,,,,,,,,,,42800000.0,254000000.0,,,,24200000.0,-200000.0,9083300000.0,,-19700000.0,,,,1920200000.0,,,,,,,,,,,,,,,,,,
1994-12-31,,,15664500000.0,182700000.0,58300000.0,157500000.0,618900000.0,1998100000.0,,1.371295,,-162500000.0,,238898250.0,1998100000.0,,869400000.0,,0.0,508800000.0,243900000.0,53600000.0,,177600000.0,537600000.0,17921900000.0,,,,17921900000.0,-162300000.0,,,,360000000.0,495500000.0,,860200000.0,-715000000.0,2408700000.0,,,,,,,234745223.0,,15664500000.0,,9567600000.0,200900000.0,9567600000.0,3205000000.0,3600000.0,,2257400000.0,-132000000.0,,-12800000.0,149500000.0,,508800000.0,86000000.0,86000000.0,495500000.0,129300000.0,84300000.0,1111700000.0,,,,2519700000.0,327600000.0,,2519700000.0,,,695800000.0,,266500000.0,,-41600000.0,783200000.0,,678600000.0,298600000.0,,121700000.0,,-128000000.0,1009700000.0,678600000.0,,128400000.0,5930600000.0,,,,,,1292000000.0,2257400000.0,,345000000.0,-1900000.0,,,6100000.0,163800000.0,,,820800000.0,,-276200000.0,,,,,508800000.0,1292000000.0,13000000.0,1899600000.0,,243900000.0,,,,,,129300000.0,-22000000.0,,2408700000.0,-162500000.0,,200900000.0,,,1.395556,1080400000.0,-76900000.0,,,360000000.0,3296700000.0,-70100000.0,-4850200000.0,-20300000.0,,-361500000.0,177800000.0,46400000.0,,869400000.0,,,-3467600000.0,121700000.0,,,,,4156900000.0,,42400000.0,266500000.0,,,195100000.0,-240400000.0,89500000.0,783200000.0,,187200000.0,,,,-4850200000.0,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,266300000.0,,2023300000.0,,,,,,,,,,,,,,104400000.0,,,,,,,,18848700000.0,,,,,,,0.43,,-960500000.0,,,,,,,,,,16379500000.0,,,,,,,,,,,79800000.0,,,,111200000.0,111200000.0,487000000.0,,-331700000.0,-512800000.0,517700000.0,,,,,,746600000.0,,244331000.0,,,,0.43,-41400000.0,,,,,,,508800000.0,,,1610500000.0,,168500000.0,-957900000.0,,,,,,,2469200000.0,-63000000.0,,-11700000.0,,,,,,,716100000.0,,,,,,,0.0,9359100000.0,13000000.0,,,259200000.0,,,,,,,,,,10500000.0,,,,,,1139400000.0,,,,,,39700000.0,2097300000.0,-24300000.0,244331000.0,,290600000.0,,,,,,,,,,,,,,57300000.0,291400000.0,,,,179400000.0,,9359100000.0,,8900000.0,,,-2300000.0,2097300000.0,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,51200000.0,,2111900000.0,,,,,,,,,,,,,,91900000.0,,,,,,,,19020600000.0,,,,,,,0.38,,-1273800000.0,,,,,,,,,,16367800000.0,,,,,,,,,,,-202800000.0,,,,98700000.0,98700000.0,496200000.0,,-14300000.0,-532100000.0,268400000.0,,,,,,740200000.0,,243656000.0,,,,0.38,-42900000.0,,,,,,,517700000.0,,,1579100000.0,,149600000.0,-977600000.0,,,,,,,2652800000.0,-3700000.0,,-7500000.0,,,,,,,1294300000.0,,,,,,,0.0,9553400000.0,14000000.0,,,227000000.0,,,,,,,,,,4700000.0,,,,,,1141200000.0,,,,,,-312500000.0,2118800000.0,-31100000.0,243656000.0,,82300000.0,,,,,,,,,,,,,,50900000.0,303300000.0,,,,-16400000.0,,9553400000.0,,-249300000.0,,,-45700000.0,2118800000.0,,,,,,,,,,,,,,,,,,
