date,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,trailingResearchAndDevelopment,annualBasicAverageShares,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyCurrentDeferredRevenue,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualCapitalStock,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualInventory,quarterlyTaxProvision,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualGrossProfit,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,annualFreeCashFlow,quarterlyBasicAverageShares,quarterlyBasicEPS,annualCurrentDebt,annualNetIncome,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherNonCashItems,annualOperatingExpense,annualPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingChangeInInventory,annualStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualRetainedEarnings,quarterlyInventory,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualChangeInAccountPayable,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualCurrentLiabilities,quarterlyDilutedAverageShares,annualNetPPE,quarterlyBeginningCashPosition,annualOperatingIncome,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyInterestExpense,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingBasicAverageShares,trailingChangesInAccountReceivables,trailingDilutedEPS
1979-12-31,71000000.0,,22900000.0,,,,119000000.0,,,,,0.835,,,,1222000000.0,-269500000.0,408100000.0,69341317.0,,,3440000000.0,338000000.0,30400000.0,,2580000000.0,660500000.0,-813000000.0,2539000000.0,,57900000.0,44000000.0,,319000000.0,,,,-1067000000.0,,,,,,,,6213000000.0,,,974000000.0,67719298.0,,1770800000.0,,1212500000.0,-168000000.0,,,,17906000000.0,2520000000.0,,,,24800000.0,316000000.0,,601000000.0,,,,,,558300000.0,,442000000.0,,68400000.0,57900000.0,,648000000.0,,-281000000.0,,,626500000.0,,0.0,,,49200000.0,57900000.0,2465000000.0,,0.0,101000000.0,451300000.0,,,,-1284000000.0,,,,0.0,82700000.0,,,329000000.0,-743000000.0,1102500000.0,2539000000.0,71700000.0,,,-551000000.0,186700000.0,,,,,12000000.0,16000000.0,476000000.0,,,,52000000.0,,,,,,315500000.0,,,,,7000000.0,,,,3333000000.0,,,2773000000.0,0.0,,24119000000.0,,,491000000.0,258300000.0,,13500000.0,,,27900000.0,1633000000.0,,0.855,-1638000000.0,0.0,368200000.0,,398100000.0,,107000000.0,150200000.0,-55000000.0,,-1400000.0,,-100000.0,,667600000.0,,27900000.0,,,,,,,3181000000.0,,,,,,,,,,,,,
1980-12-31,,,29300000.0,,,,,,,,,-0.165,,,,,-310600000.0,394400000.0,66666667.0,,,,,36600000.0,,,632400000.0,,,,-11000000.0,,,312300000.0,,,,,,,,,,,,,,,,66666667.0,,1666600000.0,,1188100000.0,,,,,,,,,,11800000.0,301000000.0,,,,,,,,478500000.0,,485500000.0,,73900000.0,-11000000.0,,,,,,,666600000.0,,0.0,,,15200000.0,-11000000.0,,,0.0,,444600000.0,,,,,,,,0.0,800000.0,,,,,1117900000.0,,94000000.0,,,,245100000.0,,,,,,,451300000.0,,,,,,,,,,289400000.0,,,,,,,,,,,,,0.0,,,,,,339100000.0,,13600000.0,,,8300000.0,,,-0.165,,0.0,327500000.0,,435300000.0,,33900000.0,84100000.0,,,-3800000.0,,0.0,,745900000.0,,8300000.0,,,,,,,,,,,,,,,,,,,,
1981-12-31,,,32100000.0,,,,,,,,,1.3775,,,,,-346100000.0,439700000.0,69764065.0,,,,,84400000.0,,,778100000.0,,,,96100000.0,,,346600000.0,,,,,,,,,,,,,,,,67915194.0,,1962500000.0,,1333000000.0,,,,,,,,,,34000000.0,381200000.0,,,,,,,,629500000.0,,628400000.0,,100800000.0,98800000.0,,,,,,,867400000.0,,0.0,,,55900000.0,98800000.0,,,0.0,,494500000.0,,,,,,,,0.0,132800000.0,,,,,1406500000.0,,117200000.0,,,,303700000.0,,,,,,,539100000.0,,,,,,,,,,385100000.0,,,,,,,,,,,,,0.0,,,,,,464900000.0,,13100000.0,,,12000000.0,,,1.415,,0.0,402500000.0,,530900000.0,,135000000.0,189800000.0,,,29900000.0,,44000000.0,,877000000.0,,12000000.0,,,,,,,,,,,,,,,,,,,,
1982-12-31,,,34500000.0,,,,,,,,,0.0275,,,,,-388500000.0,429700000.0,65454545.0,,,,,109800000.0,,,590400000.0,,,,1800000.0,,,302000000.0,,,,,,,,,,,,,,,,65454545.0,,1587500000.0,,1093600000.0,,,,,,,,,,-28300000.0,250400000.0,,,,,,,,493900000.0,,691400000.0,,132600000.0,7700000.0,,,,,,,791300000.0,,0.0,,,37800000.0,7700000.0,,,0.0,,494800000.0,,,,,,,,0.0,-20600000.0,,,,,1281800000.0,,128000000.0,,,,279400000.0,,,,,,,490500000.0,,,,,,,,,,370100000.0,,,,,,,,,,,,,0.0,,,,,,451500000.0,,11000000.0,,,29100000.0,,,0.0275,,0.0,339800000.0,,570600000.0,,-900000.0,64200000.0,,,14800000.0,,44100000.0,,959100000.0,,29100000.0,,,,,,,,,,,,,,,,,,,,
1983-12-31,,,34200000.0,,,,,,,,,0.045,,,,,-442500000.0,415600000.0,75104000.0,,,,,98900000.0,,,594300000.0,,,,4600000.0,,,332700000.0,,,,,,,,,,,,,,,,75104000.0,,1604700000.0,,1052900000.0,,,,,,,,,,-8200000.0,215900000.0,,,,,,,,551800000.0,,664400000.0,,76000000.0,5200000.0,,,,,,,757800000.0,,0.0,,,14400000.0,5200000.0,,,0.0,,485700000.0,,,,,,,,0.0,-3000000.0,,,,,1258700000.0,,124700000.0,,,,281700000.0,,,,,,,500900000.0,,,,,,,,,,350700000.0,,,,,,,,,,,,,0.0,,,,,,410700000.0,,9200000.0,,,99500000.0,,,0.045,,0.0,347100000.0,,556300000.0,,66100000.0,136200000.0,,,-35000000.0,,4300000.0,,998800000.0,,99500000.0,,,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572700000.0,,,,,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572700000.0,572700000.0,,,,75104000.0,0.505,,,,,,,,,,,,,,,,,,38400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599100000.0,,,,,,,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599100000.0,599100000.0,,,,75152000.0,0.5975,,,,,,,,,,,,,,,,,,45400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557000000.0,,,,,,,0.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557000000.0,557000000.0,,,,75304000.0,0.865,,,,,,,,,,,,,,,,,,65700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,,,31600000.0,,,,,,1047400000.0,,,2.4225,97600000.0,,,,-480000000.0,483900000.0,77440660.0,,,,,108900000.0,,,829200000.0,,,648200000.0,187600000.0,,-1435800000.0,412800000.0,,,,,,,,,,,,,,,,75951417.0,,2325800000.0,,1476700000.0,,,,,,,458300000.0,,829200000.0,56500000.0,314800000.0,,,518700000.0,,567400000.0,399000000.0,,849100000.0,,676300000.0,,97600000.0,187900000.0,,,,,-1435800000.0,597000000.0,857300000.0,,0.0,,,45500000.0,187900000.0,,-480000000.0,0.0,,556100000.0,,,900000.0,,,,,0.0,244400000.0,,38400000.0,,,1505500000.0,,176700000.0,,,,221400000.0,412800000.0,,,,,,648200000.0,,,,,,,,,,518700000.0,314800000.0,,221400000.0,,,176700000.0,,,,,159500000.0,,0.0,159500000.0,,,,,399000000.0,,,,,159500000.0,,,2.47,,0.0,458300000.0,,567400000.0,,293000000.0,365200000.0,,,-17000000.0,45500000.0,900000.0,,1047400000.0,,159500000.0,,,,1505500000.0,,,,,676300000.0,,,108900000.0,857300000.0,,,,,,,
1985-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573200000.0,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573200000.0,573200000.0,,,,75776000.0,0.385,,,,,,,,,,,,,,,,,,29400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
