date,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,trailingResearchAndDevelopment,annualBasicAverageShares,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyCurrentDeferredRevenue,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualCapitalStock,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualInventory,quarterlyTaxProvision,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualGrossProfit,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,annualFreeCashFlow,quarterlyBasicAverageShares,quarterlyBasicEPS,annualCurrentDebt,annualNetIncome,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherNonCashItems,annualOperatingExpense,annualPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingChangeInInventory,annualStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualRetainedEarnings,quarterlyInventory,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualChangeInAccountPayable,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualCurrentLiabilities,quarterlyDilutedAverageShares,annualNetPPE,quarterlyBeginningCashPosition,annualOperatingIncome,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyInterestExpense,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingBasicAverageShares,trailingChangesInAccountReceivables,trailingDilutedEPS
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551400000.0,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551400000.0,551400000.0,,,,75776000.0,0.1825,,,,,,,,,,,,,,,,,,13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480700000.0,,,,,,,-0.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480700000.0,480700000.0,,,,76552000.0,-0.1125,,,,,,,,,,,,,,,,,,-8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,28200000.0,,,,,,1271800000.0,,,0.6525,149100000.0,,,,-569800000.0,497900000.0,77241379.0,,,,,140600000.0,,,862500000.0,,,711600000.0,50400000.0,,-1494600000.0,462000000.0,,,,,,,,,,,,,,,,76363636.0,,2146300000.0,,1458500000.0,,,,,,,522800000.0,,862500000.0,10600000.0,281900000.0,,,547900000.0,,702000000.0,470700000.0,,687800000.0,,842600000.0,,149100000.0,50400000.0,,,,,-1494600000.0,541000000.0,993500000.0,,0.0,,,60800000.0,50400000.0,,-569800000.0,0.0,,577100000.0,,,0.0,,,,,0.0,61000000.0,,15600000.0,,,1705100000.0,,236700000.0,,,,234000000.0,462000000.0,,,,,,711600000.0,,,,,,,,,,547900000.0,281900000.0,,234000000.0,,,236700000.0,,,,,167500000.0,,0.0,167500000.0,,,,,470700000.0,,,,,167500000.0,,,0.66,,0.0,522800000.0,,702000000.0,,110700000.0,189900000.0,,,-21500000.0,60800000.0,0.0,,1271800000.0,,167500000.0,,,,1705100000.0,,,,,842600000.0,,,140600000.0,993500000.0,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516900000.0,,,,,,,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516900000.0,516900000.0,,,,84896000.0,0.0475,,,,,,,,,,,,,,,,,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603700000.0,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603700000.0,603700000.0,,,,84552000.0,0.04,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544600000.0,,,,,,,-1.3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544600000.0,544600000.0,,,,84608000.0,-1.3775,,,,,,,,,,,,,,,,,,-116900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,44800000.0,,,,,,1508500000.0,,,-1.3075,69300000.0,,,,-667900000.0,585300000.0,82065010.0,,,,,201600000.0,,,947700000.0,,,655300000.0,-107300000.0,,-1660400000.0,537100000.0,,,,,,,,,,,,,,,,82065010.0,,2303700000.0,,1607100000.0,,,,,,,662700000.0,,947700000.0,-52500000.0,350400000.0,,,417900000.0,,840600000.0,671900000.0,,696600000.0,,1042200000.0,,69300000.0,-107300000.0,,,,,-1660400000.0,638600000.0,1334600000.0,,0.0,,,125600000.0,-107300000.0,,-667900000.0,0.0,,691900000.0,,,175700000.0,,,,,0.0,-159800000.0,,2500000.0,,,1989900000.0,,176300000.0,,,,319900000.0,537100000.0,,,,,,655300000.0,,,,,,,,,,417900000.0,350400000.0,,319900000.0,,,176300000.0,,,,,162100000.0,,0.0,162100000.0,,,,,671900000.0,,,,,162100000.0,,,-1.3075,,0.0,662700000.0,,840600000.0,,4700000.0,111300000.0,,,-116900000.0,125600000.0,175700000.0,,1508500000.0,,162100000.0,,,,1989900000.0,,,,,1042200000.0,,,201600000.0,1334600000.0,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657500000.0,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657500000.0,657500000.0,,,,84712000.0,0.145,,,,,,,,,,,,,,,,,,14300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687200000.0,,,,,,,0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687200000.0,687200000.0,,,,84624000.0,0.0975,,,,,,,,,,,,,,,,,,10300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668300000.0,,,,,,,-0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668300000.0,668300000.0,,,,84688000.0,-0.0975,,,,,,,,,,,,,,,,,,-6300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,51700000.0,,,,,,1715300000.0,,,0.07,42200000.0,,,,-805600000.0,617000000.0,82857143.0,,,,,220700000.0,,,889000000.0,,,692300000.0,5800000.0,,-1934000000.0,578200000.0,,,,,,,,,,,,,,,,82857143.0,,2767400000.0,,1952000000.0,,,,,,,649800000.0,,889000000.0,15600000.0,413300000.0,,,399600000.0,,909700000.0,677300000.0,,815400000.0,,1130400000.0,,42200000.0,13900000.0,,,,,-1934000000.0,754400000.0,1327100000.0,,0.0,,,71600000.0,13900000.0,,-805600000.0,0.0,,736400000.0,,,344700000.0,,,,,0.0,29500000.0,,-4400000.0,,,2019400000.0,,,,,,332600000.0,578200000.0,,,,,,692300000.0,,,,,,,,,,399600000.0,413300000.0,,332600000.0,,,,,,,,76800000.0,,0.0,76800000.0,,,,,677300000.0,,,,,76800000.0,,,0.07,,0.0,649800000.0,,909700000.0,,79000000.0,198400000.0,,,7000000.0,71600000.0,344700000.0,,1715300000.0,,76800000.0,,,,2019400000.0,,,,,1130400000.0,,,220700000.0,1327100000.0,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798200000.0,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798200000.0,798200000.0,,,,85216000.0,0.0625,,,,,,,,,,,,,,,,,,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834400000.0,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834400000.0,834400000.0,,,,85232000.0,-0.005,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808300000.0,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808300000.0,808300000.0,,,,85264000.0,-0.23,,,,,,,,,,,,,,,,,,-17600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85264000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
