date,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlySaleOfInvestment,annualInterestExpense,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,trailingDeferredIncomeTax,annualOtherIncomeExpense,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingGrossProfit,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,quarterlyEbitda,annualInventory,trailingTaxProvision,quarterlyTaxProvision,trailingChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDilutedEPS,trailingResearchAndDevelopment,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualTotalRevenue,trailingOtherNonCashItems,annualCostOfRevenue,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,annualFreeCashFlow,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,annualOtherNonCashItems,trailingTotalRevenue,annualOtherCurrentAssets,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,trailingOperatingIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualChangeInAccountPayable,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualOtherNonCurrentAssets,annualNetPPE,annualCurrentAssets,annualDilutedEPS,annualDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1979-06-30,,,,29500000.0,70000000.0,148800000.0,-8000000.0,813000000.0,-334700000.0,,0.0,,,3600000.0,194400000.0,-568000000.0,,,,,,-10000000.0,1700000.0,,,-175800000.0,-224000000.0,,,2713000000.0,,98000000.0,,,,,,,69100000.0,201000000.0,,12000000.0,,,29500000.0,,,134000000.0,,180000000.0,565400000.0,-26000000.0,304700000.0,,3400000.0,,0.0,-45300000.0,,,260700000.0,1616000000.0,,,,,1465000000.0,,,,203800000.0,813000000.0,3444000000.0,,,,,,-501000000.0,,,,,165000000.0,-213900000.0,780000000.0,,,,8600000.0,813000000.0,159300000.0,,,,1014000000.0,29500000.0,,,,,,,,,,181600000.0,,,55000000.0,,,,0.0,56900000.0,,6000000.0,,-202000000.0,0.02125,-13000000.0,,6157000000.0,3300000.0,213900000.0,,38800000.0,,0.0,,,41000000.0,25500000.0,0.0,,,161000000.0,,-806000000.0,,73400000.0,47800000.0,,1004000000.0,,,,-287300000.0,,12000000.0,,1097000000.0,,,,,,47800000.0,,51300000.0,,,,,,0.0,,66300000.0,-330600000.0,103500000.0,175800000.0,0.02125,181600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-30,,,,33200000.0,83200000.0,173500000.0,,,100000.0,,0.0,,,4300000.0,217800000.0,,,,,,,,9600000.0,,,173300000.0,,,,,,,,,,,,,75600000.0,,,,,,33200000.0,,,,,,637400000.0,,352000000.0,,9300000.0,,0.0,-54600000.0,,,285400000.0,,,,,,,,,,228300000.0,,,,,,,,,,,,,,143000000.0,,,,,13200000.0,,176100000.0,,,,,33200000.0,,,,,,,,,,184080000.0,,,62400000.0,,,,0.0,57100000.0,,,,,0.0225,,,,3500000.0,231400000.0,,37200000.0,,0.0,,,,29200000.0,374400000.0,,,,,,,92500000.0,64500000.0,,,,,,50500000.0,,,,,,,,,,64500000.0,,51100000.0,,,,,,0.0,,67600000.0,3300000.0,118900000.0,201100000.0,0.0225,184080000.0,,,,,,,,,,,,,,,,,,,,,,,,
1981-06-30,,,,38100000.0,98700000.0,197200000.0,,,0.0,,0.0,,,5000000.0,243200000.0,,,,,,,,7300000.0,,,191300000.0,,,,,,,,,,,,,86000000.0,,,,,,38100000.0,,,,,,714000000.0,,391000000.0,,10400000.0,,0.0,-61800000.0,,,323000000.0,,,,,,,,,,256100000.0,,,,,,,,,,,,,,165600000.0,,,,,18100000.0,,194600000.0,,,,,38100000.0,,,,,,,,,,183624000.0,,,69300000.0,,,,0.0,66900000.0,,,,,0.02625,,,,4500000.0,250400000.0,,38400000.0,,0.0,,,,31200000.0,416000000.0,,,,,,,109100000.0,62000000.0,,,,,,56500000.0,,,,,,,,,,62000000.0,,50800000.0,,,,,,0.0,,79800000.0,5100000.0,135400000.0,224700000.0,0.02625,183624000.0,,,,,,,,,,,,,,,,,,,,,,,,
1982-06-30,,,,46400000.0,105900000.0,226600000.0,,,0.0,,0.0,,,13700000.0,291700000.0,,,,,,,,3200000.0,,,305500000.0,,,,,,,,,,,,,72800000.0,,,,,,46400000.0,,,,,,867100000.0,,453600000.0,,29300000.0,,0.0,-63700000.0,,,413500000.0,,,,,,,,,,317500000.0,,,,,,,,,,,,,,258200000.0,,,,,22600000.0,,218100000.0,,,,,46400000.0,,,,,,,,,,191496000.0,,,85500000.0,,,,0.0,96000000.0,,,,,0.03125,,,,5600000.0,281400000.0,,100400000.0,,0.0,,,,39100000.0,539600000.0,,,,,,,135200000.0,65600000.0,,,,,,123000000.0,,,,,,,,,,65600000.0,,124900000.0,,,,,,0.0,,121800000.0,17700000.0,162900000.0,234100000.0,0.03,191496000.0,,,,,,,,,,,,,,,,,,,,,,,,
1983-06-30,,,,65500000.0,144800000.0,248700000.0,,,0.0,,0.0,,,12700000.0,320100000.0,,,,,,,,8500000.0,,,311900000.0,,,,,,,,,,,,,66700000.0,,,,,,65500000.0,,,,,,913800000.0,,445300000.0,,29900000.0,,0.0,-79300000.0,,,468500000.0,,,,,,,,,,340600000.0,,,,,,,,,,,,,,277900000.0,,,,,30600000.0,,260800000.0,,,,,65500000.0,,,,,,,,,,193424000.0,,,123600000.0,,,,0.0,127900000.0,,,,,0.0425,,,,16500000.0,326000000.0,,72600000.0,,0.0,,,,58100000.0,603900000.0,,,,,,,174700000.0,108800000.0,,,,,,103200000.0,,,,,,,,,,108800000.0,,122400000.0,,,,,,0.0,,148400000.0,20100000.0,169400000.0,292000000.0,0.04125,193424000.0,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,,,209680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,252900000.0,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,252900000.0,,,,,,,,252900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22200000.0,,,,,,,,,,,,,,,209680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,,12200000.0,79700000.0,158400000.0,274100000.0,,,0.0,,0.0,,,9500000.0,340800000.0,,,,,,,,14200000.0,,,368800000.0,,,117200000.0,,431300000.0,,,,183500000.0,,,-540600000.0,78600000.0,,,,-90600000.0,,79700000.0,,,,,,974600000.0,,472300000.0,,29800000.0,,0.0,-90600000.0,,,502300000.0,,,312700000.0,,,,,,,362800000.0,,,,-540600000.0,158400000.0,,,,,,,294500000.0,,270100000.0,,274100000.0,188200000.0,332600000.0,38700000.0,,312700000.0,701400000.0,368800000.0,,,79700000.0,,43200000.0,,,,0.0,,,,210376000.0,,,144100000.0,,,,0.0,139500000.0,22600000.0,,,,0.04875,,,,12200000.0,431300000.0,,43200000.0,81900000.0,0.0,,,,64400000.0,701400000.0,,,,,,78600000.0,188200000.0,117200000.0,38700000.0,,117200000.0,,29800000.0,81900000.0,,,,,,,,,,117200000.0,169600000.0,169600000.0,15700000.0,,270100000.0,,,0.0,,161500000.0,15700000.0,183500000.0,332600000.0,0.0475,210376000.0,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,210376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,258500000.0,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,258500000.0,,,,,,,,258500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,,,,,,,,,,,,,,,210376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,,,,,,,,,,210608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,209600000.0,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,209600000.0,,,,,,,,209600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,,,,,,,,,,,210608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,,,,,,,,,,210608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,267500000.0,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,267500000.0,,,,,,,,267500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24300000.0,,,,,,,,,,,,,,,210608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
