date,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlySaleOfInvestment,annualInterestExpense,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,trailingDeferredIncomeTax,annualOtherIncomeExpense,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingGrossProfit,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,quarterlyEbitda,annualInventory,trailingTaxProvision,quarterlyTaxProvision,trailingChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDilutedEPS,trailingResearchAndDevelopment,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualTotalRevenue,trailingOtherNonCashItems,annualCostOfRevenue,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,annualFreeCashFlow,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyNetIncome,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,annualOtherNonCashItems,trailingTotalRevenue,annualOtherCurrentAssets,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDepreciationAndAmortization,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualTaxProvision,annualTotalAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyInventory,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,trailingOperatingIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualChangeInAccountPayable,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualOtherNonCurrentAssets,annualNetPPE,annualCurrentAssets,annualDilutedEPS,annualDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1985-06-30,,,7600000.0,86100000.0,160000000.0,297000000.0,,,0.0,,0.0,,,7100000.0,380400000.0,,,,,,,,8200000.0,,,380000000.0,,,178000000.0,,485900000.0,,,,196700000.0,,,-581700000.0,90900000.0,,,,-100300000.0,,86100000.0,,,,,,1054800000.0,,496000000.0,,35100000.0,,0.0,-100300000.0,,,558800000.0,,,366100000.0,,,,,,,404900000.0,,,,-581700000.0,160000000.0,,,,,,,319200000.0,,292200000.0,,297000000.0,195100000.0,398100000.0,58200000.0,,366100000.0,778100000.0,380000000.0,,,86100000.0,,38900000.0,,,,0.0,,,,211608000.0,,,155100000.0,,,,0.0,153900000.0,32700000.0,,,,0.05125,,,,7600000.0,485900000.0,,38900000.0,97100000.0,0.0,,,,69000000.0,778100000.0,,,,,,90900000.0,195100000.0,178000000.0,58200000.0,,178000000.0,,35100000.0,97100000.0,,,,,,,,,,178000000.0,164400000.0,164400000.0,18900000.0,,292200000.0,,,0.0,,178400000.0,18900000.0,196700000.0,398100000.0,0.05,211608000.0,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,211608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,285100000.0,,,,,,,,,0.01625,,,,,,,,,,,,,,,,,,,,,,,,,,,,285100000.0,,,,,,,,285100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26400000.0,,,,,,,,,,,,,,,211608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,,,,,,,212144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,207100000.0,,,,,,,,,0.00875,,,,,,,,,,,,,,,,,,,,,,,,,,,,207100000.0,,,,,,,,207100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700000.0,,,,,,,,,,,,,,,212144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,212472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,279600000.0,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,279600000.0,,,,,,,,279600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26400000.0,,,,,,,,,,,,,,,212472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,8500000.0,95600000.0,158700000.0,341300000.0,,,-100000.0,,0.0,,,4800000.0,389900000.0,,,,,,,,6000000.0,,,432000000.0,,,205300000.0,,549800000.0,,,,227100000.0,,,-597700000.0,89500000.0,,,,-114200000.0,,95600000.0,,,,,,1089100000.0,,498000000.0,,18400000.0,,0.0,-114200000.0,,,591100000.0,,,424500000.0,,,,,,,417000000.0,,,,-597700000.0,158700000.0,,,,,,,317300000.0,,299400000.0,,341300000.0,177100000.0,417200000.0,84200000.0,,424500000.0,849200000.0,432000000.0,,,95600000.0,,38200000.0,,,,-100000.0,,,,213368000.0,,,175300000.0,,,,0.0,174100000.0,29200000.0,,,,0.05625,,,,8500000.0,549800000.0,,38200000.0,122300000.0,0.0,,,,79700000.0,849200000.0,,,,,,89500000.0,177100000.0,205300000.0,84200000.0,,205300000.0,,18400000.0,122300000.0,,,,,,,,,,205300000.0,161800000.0,161800000.0,43100000.0,,299400000.0,,,0.0,,201200000.0,43100000.0,227100000.0,417200000.0,0.055,213368000.0,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,213368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,273800000.0,,,,,,,,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,273800000.0,,,,,,,,273800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,,,,,,,,,,,,,,,213368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,,,,,213568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,214600000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,214600000.0,,,,,,,,214600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,,,,,,,,,,,,213568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,213568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,295900000.0,,,,,,,,,0.01625,,,,,,,,,,,,,,,,,,,,,,,,,,,,295900000.0,,,,,,,,295900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28400000.0,,,,,,,,,,,,,,,213568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,7300000.0,104900000.0,180500000.0,372900000.0,,,100000.0,,0.0,,,5400000.0,422100000.0,,,,,,,,18100000.0,,,481700000.0,,,245500000.0,,616400000.0,,,,244100000.0,,,-610500000.0,77100000.0,,,,-128800000.0,,104900000.0,,,,,,1126000000.0,,498700000.0,,13900000.0,,0.0,-128800000.0,,,627300000.0,,,487200000.0,,,,,,,453500000.0,,,,-610500000.0,180500000.0,,,,,,,341700000.0,,316900000.0,,372900000.0,194400000.0,451600000.0,95800000.0,,487200000.0,933300000.0,481700000.0,,,104900000.0,,26600000.0,,,,100000.0,,,,214212000.0,,,186600000.0,,,,0.0,173800000.0,31600000.0,,,,0.1225,,,,7300000.0,616400000.0,,26600000.0,122500000.0,0.0,,,,81700000.0,933300000.0,,,,,,77100000.0,194400000.0,245500000.0,95800000.0,,245500000.0,,13900000.0,122500000.0,,,,,,,,,,245500000.0,165000000.0,165000000.0,72600000.0,,316900000.0,,,0.0,,205200000.0,72600000.0,244100000.0,451600000.0,0.12,214212000.0,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,214212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,302500000.0,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,302500000.0,,,,,,,,302500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39400000.0,,,,,,,,,,,,,,,214212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,,,,,214212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,243400000.0,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,243400000.0,,,,,,,,243400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600000.0,,,,,,,,,,,,,,,214212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,215972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,325500000.0,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,325500000.0,,,,,,,,325500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34900000.0,,,,,,,,,,,,,,,215972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,8300000.0,132600000.0,312600000.0,523200000.0,,,0.0,,0.0,,,4100000.0,473400000.0,,,,,,,,8500000.0,,,651700000.0,,,259300000.0,,712900000.0,,,,375900000.0,,,-664300000.0,97400000.0,,,,-147300000.0,,132600000.0,,,,,,1259900000.0,,541800000.0,,1800000.0,,0.0,-147300000.0,,,718100000.0,,,570200000.0,,,,,,,510900000.0,,,,-664300000.0,312600000.0,,,,,,,388400000.0,,443100000.0,,523200000.0,314400000.0,504300000.0,99500000.0,,570200000.0,1156000000.0,651700000.0,,,132600000.0,,29200000.0,,,,0.0,,,,216176000.0,,,211800000.0,,,,0.0,207200000.0,36700000.0,,,,0.155,,,,8300000.0,712900000.0,,29200000.0,128700000.0,0.0,,,,79200000.0,1156000000.0,,,,,,97400000.0,314400000.0,259300000.0,99500000.0,,259300000.0,,1800000.0,128700000.0,,,,,,,,,,259300000.0,199500000.0,199500000.0,76300000.0,,443100000.0,,,0.0,,244700000.0,76300000.0,375900000.0,504300000.0,0.15,216176000.0,,,,,,,,,,,,,,,,,,,,,,,,
