date,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingOperatingExpense,quarterlyDilutedEPS,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,annualCurrentAccruedExpenses,trailingGrossProfit,annualTotalRevenue,quarterlyOtherNonCashItems,annualCostOfRevenue,annualCapitalStock,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,annualGrossProfit,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOperatingExpense,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,annualCashDividendsPaid,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyBasicEPS,annualStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedEPS,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualOperatingIncome,quarterlyOperatingExpense,annualChangeInAccountPayable,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualEndCashPosition,annualEbitda,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualBasicEPS,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingOperatingCashFlow,trailingTaxProvision,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlyTaxProvision,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,annualDeferredIncomeTax,trailingStockBasedCompensation,annualOtherIntangibleAssets,annualTaxProvision,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1997-12-31,,-224576000.0,,,,,,,-23800000.0,,3137000.0,-6300000.0,,291487000.0,,,,373233000.0,,255484000.0,27237000.0,,,,49701000.0,,,,,,-77041000.0,12306000.0,12292000.0,600000.0,780367000.0,32931000.0,,,123000.0,,,,458628000.0,,-216025000.0,,,12292000.0,,,,,,1087000.0,,,,,,,281345000.0,172661000.0,27237000.0,,476000.0,,,,7024000.0,100875000.0,,20765000.0,,-222724000.0,,,,-2348000.0,,,,128820000.0,,,,-23399000.0,3626000.0,,,176208000.0,,,,382775000.0,227016000.0,-2584000.0,,,,,,,0.3,86527000.0,,8551000.0,367000.0,407134000.0,12166000.0,,4800000.0,1238995000.0,12782000.0,228704000.0,,,,12782000.0,15792000.0,315018000.0,,,,,,0.3,338818000.0,12782000.0,,,1852000.0,,,,,,291487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,7000000.0,,,,,,,,,,,,0.33,,,,37700000.0,175300000.0,,,,-168900000.0,8800000.0,,,,,,,,-3900000.0,,,12424242.0,1000000.0,,,,,,,,-76500000.0,,-2800000.0,481600000.0,,,,,,22200000.0,-168900000.0,35000000.0,,,,,,156900000.0,,,,,,,4100000.0,,-2200000.0,4100000.0,9900000.0,,,,,,,,,,,,0.33,,,1000000.0,,,,,,,,66900000.0,,,,,,,,,,-12800000.0,,,,,-5100000.0,,2700000.0,,,,,12800000.0,,,,,,,,,,,3500000.0,,12424242.0,-5300000.0,,,556400000.0,4100000.0,,238400000.0,-159000000.0,347200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,-19200000.0,,,,,,,,,,,,0.25,,,,60100000.0,516300000.0,,,,-82300000.0,1400000.0,,,,,,,,10600000.0,,,19200000.0,1300000.0,,,,,,,,-256500000.0,,-6500000.0,554300000.0,,,,,,34300000.0,-76100000.0,56100000.0,,,,,,108300000.0,,,,,,,6400000.0,,27900000.0,5900000.0,1800000.0,,,,,,,,,,,,0.25,,,400000.0,,,,,,,,51900000.0,,,,,,,,,,-21800000.0,,,,,-5200000.0,,4000000.0,,,,,,,,,,,,,,,,3900000.0,,19200000.0,-11000000.0,,,672400000.0,4800000.0,,-349500000.0,-74300000.0,115400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,-6000000.0,,,,,,,,,,,,0.33,,,,69900000.0,515900000.0,,-10900000.0,,-115300000.0,-1800000.0,,,,,,,,-1600000.0,,,24242424.0,1600000.0,,,,,,,,-14400000.0,,-7100000.0,656100000.0,,,,,,40500000.0,-104400000.0,65900000.0,,,,,,71100000.0,,,,,,,10300000.0,,-37500000.0,10300000.0,6600000.0,,,,,,,,-200000.0,,,,0.33,,,400000.0,,,,,,,,133400000.0,,,,,,,,,,-25400000.0,,,,,-10300000.0,,4000000.0,,,,,,,,,,,,,,,,2400000.0,,24242424.0,-1200000.0,,,753900000.0,8000000.0,,110100000.0,-97800000.0,196300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,-357243000.0,,13100000.0,697061000.0,,2770000.0,,-37355000.0,,5760000.0,-17600000.0,63000.0,,,,,,,,23482000.0,,-106480000.0,404826000.0,-5571000.0,,,-10093000.0,-8000000.0,,-449368000.0,-6546000.0,19739000.0,500000.0,,136972000.0,-11861000.0,11082000.0,240000.0,,1760000.0,,,,-334578000.0,,,19675000.0,-101968000.0,,-8559000.0,659706000.0,125890000.0,-15430000.0,,,,40072000.0,-7843000.0,-111184000.0,,331479000.0,29452000.0,111300000.0,12782000.0,11082000.0,,-37355000.0,24004000.0,,,80174000.0,3304000.0,-376593000.0,5254000.0,9252000.0,4365000.0,-32144000.0,,,,74662000.0,,,-845000.0,-6761000.0,15404000.0,,,404826000.0,,500000.0,,777796000.0,347382000.0,-8559000.0,,,10694000.0,74662000.0,,-19350000.0,1.189625,,,22665000.0,63000.0,,45716000.0,140174000.0,400000.0,,6236000.0,242055000.0,-11544000.0,,4704000.0,6236000.0,61120000.0,659706000.0,6236000.0,,,6236000.0,240000.0,1.19,697061000.0,6236000.0,111300000.0,,0.0,,3300000.0,,,-100000.0,,10694000.0,777796000.0,6682000.0,,-4571000.0,-3478000.0,331479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,200000.0,,,,,,,,,,,,0.34,,,,81100000.0,514900000.0,,1600000.0,,-70700000.0,1500000.0,,,,,,,,-3700000.0,,,24411765.0,2600000.0,,,,,,,,-1600000.0,,-8800000.0,772500000.0,,,,,,47500000.0,-72300000.0,75300000.0,,,,,,72900000.0,,,,,,,10600000.0,,15200000.0,10600000.0,12900000.0,,,,,,,,,,,,0.34,,,1700000.0,,,,,,,,94300000.0,,,,,,,,,,-27800000.0,,,,,-11500000.0,,5800000.0,,,,,6200000.0,,,,,,,200300000.0,,,,5200000.0,,24411765.0,-1400000.0,,,920300000.0,8300000.0,,-3100000.0,-59400000.0,360500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,-22000000.0,,,,,,,,,,,,0.35,,,,86000000.0,515400000.0,,-9700000.0,,-109000000.0,2400000.0,,,,,,,,7700000.0,,,24285714.0,2800000.0,,,,,,,,-500000.0,,-8900000.0,866300000.0,,,,,,50900000.0,-99300000.0,79200000.0,,,,,,93800000.0,,,,,,,11400000.0,,-11400000.0,10800000.0,3900000.0,,,,,,,,,,,,0.35,,,2400000.0,,,,,,,,314300000.0,,,,,,,,,,-28300000.0,,,,,-11700000.0,,6800000.0,,,,,,,,,,,,88000000.0,,,,6700000.0,,24285714.0,-13400000.0,,,1031600000.0,8500000.0,,-2300000.0,-95400000.0,470600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,5200000.0,,,,,,,,,,,,0.33,,,,94900000.0,515700000.0,,-17700000.0,,-24800000.0,2300000.0,,,,,,,,-4500000.0,,,24848485.0,3000000.0,,,,,,,,-172300000.0,,-9300000.0,841900000.0,,,,,,55100000.0,-7100000.0,87800000.0,,,,,,4900000.0,,,,,,,10500000.0,,-1600000.0,10500000.0,18300000.0,,,,,,,,,,,,0.33,,,2300000.0,,,,,,,,337200000.0,,,,,,,,,,-32700000.0,,,,,-11600000.0,,7100000.0,,,,,,,,200000.0,,,,61000000.0,,,,7800000.0,,24848485.0,300000.0,,,1030200000.0,8200000.0,,-100000.0,11200000.0,468900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,-223240000.0,,28600000.0,934701000.0,,14005000.0,,-56983000.0,306000.0,10922000.0,-25000000.0,40675000.0,,,,,,,,33258000.0,,-156871000.0,406104000.0,-6952000.0,45048000.0,21561000.0,-24178000.0,6300000.0,,-228944000.0,15325000.0,26680000.0,2700000.0,,206017000.0,-19008000.0,12754000.0,242000.0,,2522000.0,,,,-175227000.0,,,24192000.0,-54544000.0,,-9422000.0,877718000.0,193263000.0,-2595000.0,,,,53117000.0,-44540000.0,-164431000.0,,623644000.0,42856000.0,113600000.0,6236000.0,24390000.0,,-56983000.0,34247000.0,,,116794000.0,1747000.0,-228678000.0,13125000.0,10956000.0,12913000.0,-46389000.0,,,306000.0,435693000.0,,,,-19508000.0,27260000.0,,,406104000.0,,2700000.0,,1071242000.0,195990000.0,-9422000.0,,,28419000.0,435693000.0,,-24686000.0,1.37,,,48013000.0,40675000.0,,76469000.0,204794000.0,12500000.0,,21561000.0,0.0,-11589000.0,,7560000.0,21561000.0,103729000.0,877718000.0,21561000.0,8400000.0,,21561000.0,242000.0,1.37,934701000.0,21561000.0,113600000.0,,19248000.0,,8900000.0,,,-10500000.0,,28419000.0,1071242000.0,8258000.0,,-1452000.0,-31627000.0,623644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,4077000.0,,,,915761000.0,,925000.0,,,1480000.0,,,39767000.0,,,,,,0.806239,,,,28263000.0,420031000.0,,-50808000.0,10147000.0,-54870000.0,-686000.0,51576000.0,,,,,,,-15720000.0,,,24220000.0,2788000.0,,,,,,,,-58256000.0,,3418000.0,852796000.0,,,,,,54759000.0,-6895000.0,20447000.0,,,,,,26395000.0,,-62965000.0,,,,,21633000.0,,-11414000.0,24040000.0,17061000.0,,,,,,,,380000.0,,,,0.89,,3183000.0,3158000.0,,,,,,,62021000.0,474014000.0,,,,,,,,,,31129000.0,,,,,-11954000.0,,7816000.0,,,,10147000.0,21561000.0,,10147000.0,242000.0,,,,141752000.0,,,-41826000.0,,,26832000.0,1611000.0,,,1123934000.0,21633000.0,,10900000.0,10166000.0,661473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
