date,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualCashDividendsPaid,trailingSaleOfInvestment,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyGoodwill,annualCurrentLiabilities,trailingChangeInInventory,annualStockholdersEquity,quarterlyAccountsReceivable,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualRetainedEarnings,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualInterestExpense,annualBasicAverageShares,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyGrossProfit,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingGrossProfit,annualTotalRevenue,annualCostOfRevenue,annualCapitalStock,quarterlyBasicEPS,annualDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualInventory,annualGrossProfit,annualChangeInWorkingCapital,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyTotalRevenue,annualDilutedEPS,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
,,1477158980,,1477158980,,,,,,,,,,,,,,,,,,1998466258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739146,,,,,,,,,,,,,,1477158980,,,,,,,,,,,,,1998466258.0,,,,,,,,,,,,,,,,,,,,,,,,,,12223122120,,,,,,,,,,,,,,,,,,,0.739146,,,,,,,,,,,,,,,,,,,,,,,12223122120,,,,,12223122120,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1490290500,-8619070300.0,1490290500,,-1523642940.0,,10134195320.0,1357543500.0,2978077780.0,,,,5129917320.0,5592014480.0,,9495351320.0,,,-3071774900.0,3798992320.0,,,20300332840.0,,22462819780.0,,,,,56519593420.0,-2002775940.0,,,1357543500.0,3128206120.0,11724916880.0,,,,5129917320.0,,-2782165620.0,,12079475300.0,,10612263580.0,,4860538100.0,10801787300.0,,,2397794480.0,2397794480.0,3047285880.0,,1799410600.0,,,1247875280.0,,,14600779620.0,,26870843380.0,1247875280.0,3047285880.0,,-638844000.0,4143968080.0,,1247875280.0,61530259860.0,5944443420.0,5592014480.0,-4108831660.0,,,36509934600.0,,,,,56519593420.0,1490290500,7241296740.0,,,32379808140.0,7168894420.0,2.896093,,,-4352657120.0,,,,,793231300.0,1997054545.0,,61530259860.0,412054380.0,,,,-34659416480.0,,,,4860538100.0,7168894420.0,7241296740.0,2793877760.0,20009658820.0,,,,,5786861900.0,,22462819780.0,9495351320.0,-25847173180,-600513360.0,,,,4347333420.0,,,,,,,31942200.0,,,,48978040000.0,31583382620.0,4143968080.0,,1997054545.0,,,,6259606460.0,,,20300332840.0,20009658820.0,,11724916880.0,12079475300.0,,26870843380.0,,3128206120.0,17394657380.0,-1596045260.0,412054380.0,1799410600.0,36509934600.0,,12329079520,2.896093,,,-524916820.0,-25847173180,,5786861900.0,32379808140.0,5944443420.0,,1214868340.0,,,-34659416480.0,5786861900.0,,6592870080.0,,,,,,,,,,,,,,
,,1769402500,,1769402500,,,,,,,,,,,,,,,,,,2039473684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867578,,,,,,,,,,,,,,1769402500,,,,,,,,,,,,,2039473684.0,,,,,,,,,,,,,,,,,,,,,,,,,,12920062900,,,,,,,,,,,,,,,,,,,0.867578,,,,,,,,,,,,,,,,,,,,,,,12920062900,,,,,12920062900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1767253200,,1767253200,,,,,,,,,,,10701177000.0,,8315032200.0,,,,,1970160068.0,,,,,11362426200.0,,,8191489200.0,,,,,,3225060600.0,,627127800.0,,,5878293600.0,,,,,,,,,,1337794200.0,,,3570981000.0,,,,,,,,,,,,2000220000.0,3802771200.0,,,3998086800.0,0.897322,,,7106664000.0,,,84715200.0,,44014252800.0,,,,,63049287600.0,1767253200,6277161000.0,,,36619321800.0,,,,,,,,,1970160068.0,,,,72466794000.0,644776800.0,,,,,,,,4618155000.0,,,,,,,,,,,24727425600.0,,4678161600,,,,,,,,,,4902892200.0,,,,,,,,,0.897322,,724785600.0,3137992200.0,,,,,20039851200.0,19035034800.0,,21742391400.0,16579470600.0,1370739000.0,34166110800.0,,,,,,1802551200.0,,,13094381400,,,,,3565098000,,,,,,,,,-38300683200.0,,,,,,,,,,,,,,,,,
,,2138319600,,2138319600,,,,,,,,,,,,,,,,,,1945432030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099149,,,,,,,,,,,,,,2138319600,,,,,,,,,,,,,1945432030.0,,,,,,,,,,,,,,,,,,,,,,,,,,12135073500,,,,,,,,,,,,,,,,,,,1.099149,,,,,,,,,,,,,,,,,,,,,,,12135073500,,,,,12135073500,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2328159880,-6650175470.0,2328159880,,-1738688770.0,,11299791140.0,2625453760.0,1120538270.0,,,,6094963930.0,6400667450.0,,3396456020.0,,,-6706370970.0,4678837330.0,,,18483823860.0,,27531299360.0,13752162760.0,,3630229300.0,,62845675470.0,-1462206910.0,,,2625453760.0,2817642370.0,16161825800.0,,13752162760.0,,6094963930.0,,-873278070.0,,15121085140.0,,8160710510.0,,4982293030.0,11431288610.0,,,2847987940.0,2847987940.0,2685020990.0,,1377913660.0,,,1307107330.0,,,16211277840.0,,33372259630.0,1307107330.0,2685020990.0,,4470913980.0,4007863060.0,,1307107330.0,71244654900.0,6474845510.0,6400667450.0,-917110560.0,,,43145780990.0,,,,,62845675470.0,2328159880,6925533420.0,,,33604909000.0,9432976630.0,3.962891,,,-5282377000.0,,,,,884517170.0,1959168301.0,,71244654900.0,445068360.0,,,,-37872395270.0,,,,4982293030.0,9432976630.0,6925533420.0,2855855310.0,19699894480.0,,,,,7763970280.0,,27531299360.0,3396456020.0,-24864161890,810339110.0,,,,3535820860.0,,,,,,,61815050.0,3630229300.0,,,49933073480.0,31883078880.0,4007863060.0,,1959884117.0,,,,2878333510.0,,,18483823860.0,19699894480.0,,16161825800.0,15121085140.0,,33372259630.0,,2817642370.0,18049994600.0,-196684250.0,445068360.0,1377913660.0,43145780990.0,,13637622980,3.962891,,,179825600.0,-24864161890,,7763970280.0,33604909000.0,6474845510.0,,1246416190.0,,,-37872395270.0,7763970280.0,,6618705990.0,,,,,,,,,,,,,,
,,1278092200,,1278092200,,,,,,,,,,,,,,,,,,1920689655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665434,,,,,,,,,,,,,,1278092200,,,,,,,,,,,,,1920689655.0,,,,,,,,,,,,,,,,,,,,,,,,,,13818081200,,,,,,,,,,,,,,,,,,,0.665434,,,,,,,,,,,,,,,,,,,,,,,13818081200,,,,,13818081200,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1121352400,,1121352400,,,,,,,,,,,6564038600.0,,3366070400.0,,,,,1920888195.0,,,,,12214084400.0,,3886482600.0,7866579000.0,,,,,3232192600.0,2965443600.0,,198300200.0,,,5620854400.0,,,,,,,,,,1213959600.0,,,2481269000.0,,,,,,,,,,,,1417292800.0,2736945400.0,,,3970030400.0,0.583828,,,6172471200.0,,,40264000.0,,41507151000.0,,,,,60139317000.0,1121352400,6382850600.0,,,33490588600.0,,,,,,,,,1920888195.0,,,,66562431600.0,715692600.0,,,,,,,,4648478800.0,,,,,,,,,,,24836848400.0,,4303215000,,,,,,,,,,4256911400.0,,,,,,,,,0.583828,,727771800.0,2025279200.0,,,,,18073503000.0,18632166000.0,,23150793400.0,15417085600.0,903926800.0,32643031400.0,,,,,,1319652600.0,,,12123490400,,,,,3042951800,,,,,,,,,-33919400200.0,,,,,,,,,,,,,,,,,
,,1165571660,,1165571660,,,,,,,,,,,,,,,,,,1907018358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611201,,,,,,,,,,,,,,1165571660,,,,,,,,,,,,,1907018358.0,,,,,,,,,,,,,,,,,,,,,,,,,,12275464520,,,,,,,,,,,,,,,,,,,0.611201,,,,,,,,,,,,,,,,,,,,,,,12275464520,,,,,12275464520,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1175349140,-8536705260.0,1175349140,,-3038068360.0,,7726680760.0,2613043740.0,306856340.0,,,,6555480630.0,6710814740.0,,3250580670.0,,,-2970407490.0,4966879640.0,,,21611453660.0,,26281006660.0,13542656670.0,,3940530950.0,,65867380460.0,-110544520.0,,,2613043740.0,3202932170.0,17164895640.0,,13542656670.0,,6555480630.0,,-333539500.0,,15879339110.0,,10587496700.0,,5542473520.0,8538611200.0,,,3178154950.0,3178154950.0,4477053060.0,,1209318930.0,,,3267734130.0,,,14047730770.0,,33723702360.0,3267734130.0,4477053060.0,,1080667980.0,4005332910.0,,3267734130.0,73459692450.0,8877868520.0,6710814740.0,-1362747100.0,,,44072003590.0,,,,,65867380460.0,1175349140,7170146280.0,,,37490792770.0,7951581680.0,2.400101,,,-6848995390.0,,,,,694715130.0,1915389343.0,,73459692450.0,572734970.0,,,,-39735990090.0,,,,5542473520.0,7951581680.0,7170146280.0,3105729230.0,21795376870.0,,,,,4597127280.0,,26281006660.0,3250580670.0,-28128794740,-811930440.0,,,,3129553480.0,,,,,,,1876397930.0,3940530950.0,,,49046506990.0,31921636090.0,4005332910.0,,1916010796.0,,,,3738501310.0,,,21611453660.0,21795376870.0,,17164895640.0,15879339110.0,,33723702360.0,,3202932170.0,17124870900.0,-511744890.0,572734970.0,1209318930.0,44072003590.0,,12379101050,2.400101,,,-209653400.0,-28128794740,,4597127280.0,37490792770.0,8877868520.0,,1391336200.0,,,-39735990090.0,4597127280.0,,8586259700.0,,,,,,,,,,,,,,
,,1540365750,,1540365750,,,,,,,,,,,,,,,,,,1888295485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815744,,,,,,,,,,,,,,1540365750,,,,,,,,,,,,,1888295485.0,,,,,,,,,,,,,,,,,,,,,,,,,,13139329000,,,,,,,,,,,,,,,,,,,0.815744,,,,,,,,,,,,,,,,,,,,,,,13139329000,,,,,13139329000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1541801140,,1541801140,,,,,,,,,,,6978084190.0,,3885790810.0,,,,,2000923663.0,,,,,11772094950.0,,3988345790.0,8519885330.0,,,,,3498167750.0,3163560400.0,,401528820.0,,,8010586870.0,,,,,,,,,,2157131020.0,,,4057005480.0,,,,,,,,,,,,1566136220.0,2752471370.0,,,3994429560.0,0.816442,,,7318775310.0,,,19989530.0,,46998861470.0,,,,,65202370420.0,1541801140,7464785790.0,,,38672787670.0,,,,,,,,,2000923663.0,,,,71716349870.0,515382230.0,,,,,,,,4993036950.0,24275111410.0,,,,,,,,,,25178116700.0,,3766722740,,,,,,,,,,4630618080.0,,,,,,,,,0.816442,,785675440.0,2509989680.0,,,,,20185948860.0,18203508950.0,,,18486838810.0,968188540.0,35477070200.0,,,,,,1186335150.0,,,13150503410,,,,,2473487060,,,,,,,,,-36239279670.0,,,,,,,,,,,,,,,,,
,,1489227600,,1489227600,,,,,,,,,,,,,,,,,,1884416656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790286,,,,,,,,,,,,,,1489227600,,,,,,,,,,,,,1884416656.0,,,,,,,,,,,,,,,,,,,,,,,,,,14988355200,,,,,,,,,,,,,,,,,,,0.790286,,,,,,,,,,,,,,,,,,,,,,,14988355200,,,,,14988355200,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1041147380,-8044317930.0,1041147380,,-3005403550.0,,9378288330.0,2437672100.0,386692610.0,,,,8321434400.0,6848508750.0,,3727176820.0,,,-3580281270.0,4701451630.0,,,21342732370.0,,26649234860.0,9522007760.0,,3834370870.0,,67218609650.0,-4295702300.0,,,2437672100.0,3287284200.0,20236648580.0,,9522007760.0,,8321434400.0,,-803558360.0,,17607615250.0,,10808336360.0,,5876616030.0,9451339090.0,,,3603308140.0,3603308140.0,2894239350.0,,1274418150.0,,,1619821200.0,,,14593477370.0,,36296699360.0,1619821200.0,2894239350.0,,1026680790.0,3996352990.0,,1619821200.0,76604044250.0,7904568650.0,6848508750.0,-29379110.0,,,46726283410.0,,,,,67218609650.0,1041147380,6826275910.0,,,38950347620.0,5574884630.0,2.964592,,,-7829135800.0,,,,,622519520.0,1880489672.0,,76604044250.0,533588160.0,,,,-40307344890.0,,,,5876616030.0,5574884630.0,6826275910.0,3160239400.0,20492326240.0,,,,,5574884630.0,,26649234860.0,3727176820.0,-31088936210,-2916472190.0,,,,3235672250.0,,,,,,,-1638877920.0,3834370870.0,,,52308314310.0,34505367680.0,3996352990.0,,1887473036.0,,,,2979200560.0,,,21342732370.0,20492326240.0,,20236648580.0,17607615250.0,,36296699360.0,,3287284200.0,17802946630.0,-464507550.0,533588160.0,1274418150.0,46726283410.0,,11768039010,2.964592,,,-161982120.0,-31088936210,,5574884630.0,38950347620.0,7904568650.0,,3259493150.0,,,-40307344890.0,5574884630.0,,8351607540.0,,,,,,,,,,,,,,
,,1710167620,,1710167620,,,,,,,,,,,,,,,,,,1885859465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908864,,,,,,,,,,,,,,1710167620,,,,,,,,,,,,,1885859465.0,,,,,,,,,,,,,,,,,,,,,,,,,,19114593000,,,,,,,,,,,,,,,,,,,0.908864,,,,,,,,,,,,,,,,,,,,,,,19114593000,,,,,19114593000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1710186240,,1710186240,,,,,,,,,,,9975813120.0,,-819840.0,,,,,1885859465.0,,,,,9271570560.0,,711621120.0,7401515520.0,,,,,,3189997440.0,,-3253944960.0,,,,,,,,,,,,,4848533760.0,,,3486779520.0,,,,,,,,,,,,1733141760.0,3353145600.0,,,3999179520.0,0.907071,,,,,,175445760.0,,49926616320.0,,,,,72012286080.0,1710186240,8095920000.0,,,39291651840.0,,,,,,,,,1885859465.0,,,,80736203520.0,0.0,,,,,,,,28605037440.0,4127074560.0,,,,,,,,,,30869435520.0,,7983601920,,,,,,,,,,11717153280.0,,,,,,,,,0.907071,,3733551360.0,3114572160.0,,,,,29315838720.0,22085669760.0,,19540886400.0,9975813120.0,1243697280.0,38343916800.0,,,,,,1620003840.0,,,19118668800,,,,,6868619520,,,,,,,,,-42392286720.0,,,,,,,,,,,,,,,,,
,,2284675380,,2284675380,,,,,,,,,,,,,,,,,,1884252136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21251,,,,,,,,,,,,,,2284675380,,,,,,,,,,,,,1884252136.0,,,,,,,,,,,,,,,,,,,,,,,,,,13753086360,,,,,,,,,,,,,,,,,,,1.21251,,,,,,,,,,,,,,,,,,,,,,,13753086360,,,,,13753086360,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1629384380,-6571253440.0,1629384380,,-3074650240.0,,12531707840.0,2766300000.0,704484400.0,,,,7668183600.0,7150332240.0,,3863230160.0,,,-4764675120.0,4562550800.0,,,19033619360.0,,30315697280.0,14193700880.0,,3841837440.0,,69060863920.0,-6123481680.0,,,2766300000.0,3317346960.0,22272772240.0,,14193700880.0,,7668183600.0,,-998081040.0,,17584815840.0,,12353189280.0,,6281345200.0,12509577440.0,,,3187515280.0,3187515280.0,2553848160.0,,1290940000.0,,,1262908160.0,,,17367200240.0,,37588484400.0,1262908160.0,2553848160.0,,1413394880.0,4001176320.0,,1262908160.0,78909629600.0,5047206560.0,7150332240.0,228680800.0,,,48394021040.0,,,,,69060863920.0,1629384380,7618021360.0,,,36618435200.0,7268361040.0,3.870389,,,-6766000960.0,,,,,95160720.0,1878131490.0,,78909629600.0,601946880.0,,,,-41321145200.0,,,,6281345200.0,7268361040.0,7618021360.0,3261283280.0,20666842880.0,,,,,7269098720.0,,30315697280.0,3863230160.0,-38750464120,567275920.0,,,,4649597040.0,,,,,,,-358512480.0,3841837440.0,,,59636264240.0,39063106720.0,4001176320.0,,1884688152.0,,,,5587188320.0,,,19033619360.0,20666842880.0,,22272772240.0,17584815840.0,,37588484400.0,,3317346960.0,20573157520.0,-562849840.0,601946880.0,1290940000.0,48394021040.0,,8376222680,3.870389,,,-67866560.0,-38750464120,,7269098720.0,36618435200.0,5047206560.0,,1622158320.0,,,-41321145200.0,7269098720.0,,8063580080.0,,,,,,,,,,,,,,
,,2170804020,,2170804020,,,,,,,,,,,,,,,,,,1888387824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.149554,,,,,,,,,,,,,,2170804020,,,,,,,,,,,,,1888387824.0,,,,,,,,,,,,,,,,,,,,,,,,,,16241687220,,,,,,,,,,,,,,,,,,,1.149554,,,,,,,,,,,,,,,,,,,,,,,16241687220,,,,,16241687220,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2167240320,,2167240320,,,,,,,,,,,7660500750.0,,7765393860.0,,,,,1882851715.0,,,,,14045765580.0,,,10459577520.0,,,,,4492233270.0,3110452380.0,,366712920.0,,,7156683450.0,,,,,,,,,,1903768650.0,,,2396848860.0,,,,,,,,,,,,1143913050.0,2424104550.0,,,3995849340.0,1.147679,,,1076186790.0,,,905219280.0,,54223956360.0,,,,,74575697490.0,2167240320,8573153400.0,,,37806119820.0,,,,,,,,,1882851715.0,,,,90745755030.0,455913360.0,,,,,,,,9655121700.0,12284056890.0,,,,,,,,,,34528829580.0,,5284300140,,,,,,,,,,5916136590.0,,,,,,,,,1.147679,,632662380.0,4045405140.0,,,,,18496702350.0,20351741130.0,,21688921800.0,19309417470.0,1878164820.0,41677253730.0,,,,,,1280191500.0,,,16375714110,,,,,4012367940,,,,,,,,,-49068501300.0,,,,,,,,,,,,,,,,,
,,2367229120,,2367229120,,,,,,,,,,,,,,,,,,2063917675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146959,,,,,,,,,,,,,,2367229120,,,,,,,,,,,,,2063917675.0,,,,,,,,,,,,,,,,,,,,,,,,,,19946066430,,,,,,,,,,,,,,,,,,,1.146959,,,,,,,,,,,,,,,,,,,,,,,19946066430,,,,,19946066430,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2052354070,-6810204460.0,2052354070,,-6283355020.0,,17361546530.0,4886021970.0,798717260.0,,,,7646915670.0,9599804700.0,,4040023350.0,,,905944630.0,5504901200.0,,1912362150.0,22466244790.0,,36839778230.0,17888395970.0,1912362150.0,,,83785947160.0,-7818310600.0,,,4886021970.0,3560455270.0,26149125010.0,,17888395970.0,,7646915670.0,,-1199764510.0,,22132742340.0,,14886873920.0,,13085116380.0,16814433650.0,,,1279129650.0,1279129650.0,2699259070.0,23640680.0,1366937890.0,,,1332321180.0,,,22591202670.0,,44978926630.0,1332321180.0,2699259070.0,,1647248810.0,4002029400.0,,1332321180.0,90640900050.0,5341105060.0,9599804700.0,959980470.0,,,58573161940.0,,,,,83785947160.0,2052354070,8543572890.0,,,44598987130.0,10901730720.0,4.660844,,,-7481430910.0,,8121417890.0,,,303107290.0,1884136732.0,,90640900050.0,368119160.0,-1019082170.0,,,-45661973420.0,,,,13085116380.0,10901730720.0,8543572890.0,3348533460.0,25212785220.0,,,,,8781668310.0,,36839778230.0,4040023350.0,-35767476940,0.0,,,,8121417890.0,,,,,,,330125210.0,,,,74469830620.0,48530094490.0,4002029400.0,,1884136732.0,,,,7405443010.0,,,22466244790.0,25212785220.0,,26149125010.0,22132742340.0,,44978926630.0,,3560455270.0,25939736130.0,-2419792460.0,368119160.0,1366937890.0,58573161940.0,,21887920030,4.660844,,,-1400710290.0,-35767476940,,8781668310.0,44598987130.0,5341105060.0,,1002195970.0,,,-45661973420.0,8781668310.0,,9125302480.0,,,,,,,,,,,,,,
,,2972511030,,2972511030,,,,,,,,,,,,,,,,,,1863672450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.594975,,,,,,,,,,,,,,2972511030,,,,,,,,,,,,,1863672450.0,,,,,,,,,,,,,,,,,,,,,,,,,,23572185720,,,,,,,,,,,,,,,,,,,1.594975,,,,,,,,,,,,,,,,,,,,,,,23572185720,,,,,23572185720,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2639709800,,2639709800,,,,,,,,,,,9063290600.0,,4393516400.0,,,,,1856668748.0,1906413600.0,,,,17170244000.0,,,14701923600.0,,,,,5468026200.0,4390386000.0,,233997400.0,,,7418265400.0,,,,,,,,,,2386930000.0,,,1922065600.0,,,,,,,,,,,,4481167600.0,5426548400.0,,,4007694600.0,1.421045,,,4150127800.0,,,1047901400.0,,56678239800.0,,,,,84703145800.0,2639709800,7966085400.0,,,44811676000.0,,,,,,,,,1856668748.0,,,,89592048000.0,564254600.0,,,,,,,,14318449600.0,13627413800.0,,,,,,,,,,37859057600.0,,6792968000,,,,,,,,,,7661654000.0,,,,,,,,,1.421045,,868686000.0,5583851000.0,,,,,22862093800.0,28024906000.0,,25404761200.0,21949582200.0,2775099600.0,43081347400.0,,,,,,945380800.0,,,22363577600,,,,,5274724000,,,,,,,,,-46510700600.0,,,,,,,,,,,,,,,,,
,,1946261200,,1946261200,,,,,,,,,,,,,,,,,,1841771680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056733,,,,,,,,,,,,,,1946261200,,,,,,,,,,,,,1841771680.0,,,,,,,,,,,,,,,,,,,,,,,,,,20883303880,,,,,,,,,,,,,,,,,,,1.056733,,,,,,,,,,,,,,,,,,,,,,,20883303880,,,,,20883303880,,,,,,,,,,,,,,,,,,,,,,,,,,
