,annualDepreciationAndAmortization,annualChangeInInventory,quarterlyInterestExpense,annualOtherNonCashItems,annualInventory,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualSaleOfInvestment,annualPurchaseOfBusiness,annualCapitalStock,quarterlyInventory,quarterlyDilutedAverageShares,annualNetPPE,annualBasicEPS,annualOtherIntangibleAssets,annualOperatingCashFlow,annualGrossProfit,annualEbitda,trailingPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncome,quarterlyNetPPE,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyPretaxIncome,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGoodwill,annualDilutedEPS,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingGrossProfit,annualOperatingIncome,annualCapitalExpenditure,annualInvestingCashFlow,annualTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyCapitalStock,annualEndCashPosition,quarterlyAccountsPayable,trailingInterestExpense,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyEbitda,quarterlyDilutedEPS,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingOperatingExpense,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGrossPPE,annualAccumulatedDepreciation,annualOperatingExpense,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,trailingCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyLongTermDebt,annualFreeCashFlow,annualAccountsReceivable,annualBeginningCashPosition,annualNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalAssets,annualBasicAverageShares,annualStockholdersEquity,annualLongTermDebt,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualRepaymentOfDebt,quarterlyCommonStockIssuance,trailingFreeCashFlow,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,annualOtherIncomeExpense,annualCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualCashDividendsPaid,trailingDilutedEPS,quarterlyPurchaseOfInvestment,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyEndCashPosition,annualStockBasedCompensation,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,quarterlyChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyOperatingCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingInvestingCashFlow,annualRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
1483142400,1289000000.0,-64000000.0,,123000000.0,,,,,,,-303000000.0,,,,,-0.347862,,1245000000.0,3111000000.0,1196000000.0,,,,,,,,,,,,,-32000000.0,-123000000.0,-113000000.0,,,,-0.347862,20000000.0,,,,10000000.0,-506000000.0,-843000000.0,6596000000.0,,-2000000.0,,,,162000000.0,,,,-398000000.0,,,-170000000.0,,,,,,,,,,,,488700000.0,3485000000.0,,,,,3101000000.0,,499000000.0,,181000000.0,,,,,,-170000000.0,,,,,,,,739000000.0,,285000000.0,-170000000.0,,,,,,2526000000.0,,,57000000.0,,488700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,1305000000.0,-87000000.0,,50000000.0,1303000000.0,,1778000000.0,,,2000000.0,-70000000.0,,,,2560000000.0,0.523839,11541000000.0,1218000000.0,3204000000.0,1195000000.0,,,,172000000.0,,,,,,,,4448000000.0,-2000000.0,10000000.0,-127000000.0,1828000000.0,,8895000000.0,0.523839,17000000.0,,,,-77000000.0,-496000000.0,-679000000.0,6792000000.0,,-114000000.0,,615000000.0,,172000000.0,,,,-428000000.0,,,256000000.0,172000000.0,,,65000000.0,,,,,,,,488700000.0,3588000000.0,,,,-1888000000.0,3281000000.0,40000000.0,584000000.0,2581000000.0,36000000.0,,3287000000.0,4359000000.0,,,256000000.0,,,,,,22942000000.0,,722000000.0,1504000000.0,162000000.0,256000000.0,,,24101000000.0,,,2596000000.0,,,-383000000.0,27388000000.0,488700000.0,23029000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,6000000.0,,,,,,,,,,,488200000.0,,,,,,,,152000000.0,,,,,0.03,9000000.0,24000000.0,,488200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1820000000.0,,,,30000000.0,0.03,,,,878000000.0,15000000.0,,,,,,,,,,,,,,,,,,38000000.0,,,942000000.0,,,,,,,,,,,15000000.0,840000000.0,,15000000.0,722000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,7000000.0,,,,,,,,,,,488200000.0,,,,,,,,132000000.0,,,,,-0.42,-91000000.0,-298000000.0,,488200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1762000000.0,,,,-291000000.0,-0.42,,,,568000000.0,-207000000.0,,,,,,,,,,,,,,,,,,-284000000.0,,,1194000000.0,,,,,,,,,,,-207000000.0,852000000.0,,-207000000.0,692000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,1638000000.0,-150000000.0,98000000.0,52000000.0,1440000000.0,1735000000.0,3514000000.0,41000000.0,-2097000000.0,7000000.0,-239000000.0,20000000.0,1440000000.0,,2879000000.0,-0.64,10684000000.0,1140000000.0,3192000000.0,1344000000.0,,166000000.0,18000000.0,500000000.0,,2879000000.0,,-37000000.0,-198000000.0,18000000.0,,4976000000.0,,55000000.0,-411000000.0,1528000000.0,10684000000.0,8899000000.0,-0.64,117000000.0,27301000000.0,23668000000.0,,-248000000.0,-712000000.0,-1001000000.0,7276000000.0,500000000.0,-57000000.0,500000000.0,663000000.0,20000000.0,227000000.0,663000000.0,,,-72000000.0,1914000000.0,,-315000000.0,500000000.0,-100000000.0,,1735000000.0,7786000000.0,,879000000.0,-161000000.0,,,3514000000.0,488700000.0,4084000000.0,,3633000000.0,4976000000.0,-2097000000.0,3440000000.0,41000000.0,587000000.0,4272000000.0,80000000.0,,3633000000.0,7786000000.0,-75000000.0,,-315000000.0,1035000000.0,8899000000.0,1386000000.0,19515000000.0,,,1831000000.0,428000000.0,1386000000.0,172000000.0,-315000000.0,-161000000.0,954000000.0,23668000000.0,-161000000.0,734000000.0,2801000000.0,1528000000.0,4272000000.0,-96000000.0,27301000000.0,488700000.0,19515000000.0,1831000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,35000000.0,,,,,,,,,,,488200000.0,,,,,,,,167000000.0,,,,,-0.8,294000000.0,-96000000.0,,488200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1903000000.0,,,,-61000000.0,-0.8,,,,947000000.0,-390000000.0,,,,,,,,,,,,,,,,,,-53000000.0,,,956000000.0,,,,,,,,,,,-390000000.0,1000000000.0,,-390000000.0,760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,35000000.0,,,,,,,,,,,488200000.0,,,,,,,-423000000.0,179000000.0,,,-726000000.0,,-0.14,2000000.0,-64000000.0,,488200000.0,,,,,,,,,,,,3628000000.0,,,,,,,,,,,,177000000.0,7509000000.0,,1868000000.0,303000000.0,,,-29000000.0,-0.14,,,658000000.0,950000000.0,-66000000.0,-194000000.0,3822000000.0,,,,2867000000.0,,,,,,,,,-726000000.0,,,-18000000.0,3881000000.0,,918000000.0,,,,-726000000.0,,,,,,,-66000000.0,968000000.0,,-66000000.0,717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
