,annualGrossProfit,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualNetPPE,annualCapitalStock,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualRepaymentOfDebt,trailingOperatingCashFlow,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherNonCashItems,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyGrossPPE,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyOperatingIncome,trailingBeginningCashPosition,quarterlyCapitalExpenditure,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualChangeInInventory,trailingNetIncome,quarterlyDilutedAverageShares,annualGoodwill,quarterlyNetPPE,quarterlyTaxProvision,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualInterestExpense,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualResearchAndDevelopment,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualDilutedEPS,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,annualFreeCashFlow,annualCommonStockIssuance,annualTotalRevenue,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,trailingResearchAndDevelopment,trailingCostOfRevenue,quarterlyFreeCashFlow,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,annualBasicEPS,annualTotalAssets,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalAssets,trailingPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,trailingOperatingIncome,annualPretaxIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualLongTermDebt,annualStockholdersEquity,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualRetainedEarnings,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInventory,annualEbitda,annualCurrentAssets,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1230681600,24621818000.0,-418705000.0,20897814000.0,49517452000.0,,20897814000.0,,59798459000.0,23624714000.0,21299900000.0,,5615263000.0,-39872621000.0,,56166051000.0,-23164346000.0,397821000.0,,4713600000.0,-274455000.0,,892250000.0,-613044000.0,205758000.0,47991334000.0,21299900000.0,4968715000.0,49517452000.0,49376246000.0,23624714000.0,33111544000.0,,,-669815000.0,1536793000.0,,23624714000.0,-14566203000.0,,17499765000.0,397821000.0,,67075407000.0,137678000.0,,,56772201000.0,2074091000.0,,-1794873000.0,,-8274115000.0,1434196000.0,80703622000.0,,,-20182599000.0,997606000.0,-9925806000.0,-14226291000.0,,,835542000.0,23624714000.0,-172922000.0,,-8549090000.0,2322187000.0,,4713600000.0,-1191496000.0,141206000.0,48083000.0,,63626896000.0,,-1088520000.0,0.05,192297272000.0,,-2018043000.0,141206000.0,165550161000.0,-13786091000.0,1118834000.0,234619283000.0,,25450705000.0,209997465000.0,7122053000.0,3521685000.0,2782891000.0,,,,6044589000.0,46846395000.0,499004000.0,191000866000.0,24507000.0,,835542000.0,59798459000.0,0.05,252095731000.0,137678000.0,1115187000.0,-217867000.0,33111544000.0,252095731000.0,,22303740000.0,205758000.0,-3422098000.0,892250000.0,,1933200000.0,67075407000.0,,,,-5053095000.0,1438960000.0,10126012000.0,2558137000.0,191000866000.0,,-73145000.0,7689354000.0,16829020000.0,56166051000.0,50197476000.0,16829020000.0,1438960000.0,,3162452000.0,49376246000.0,-245783000.0,-217867000.0,,3521685000.0,165550161000.0,50197476000.0,-6014044000.0,73014268000.0,46846395000.0,63626896000.0,7417839000.0,192297272000.0,780112000.0,,22303740000.0,25450705000.0,1115187000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,1286255000.0,,,,20961716000.0,,,,,,4447936000.0,,,57158571000.0,-6244736000.0,415540000.0,,,30965000.0,,856290000.0,,,46846395000.0,21299900000.0,,58928021000.0,58852396000.0,,38077884000.0,19646200000.0,,533937000.0,120503000.0,0.05,24863111000.0,,,,,,63815321000.0,108220000.0,,,,1831663000.0,,-2256070000.0,,,,60105836000.0,,,,,,,,,,24863111000.0,266728000.0,,,,,5007294000.0,8077277000.0,75625000.0,1507616000.0,,,,1820192000.0,,204709123000.0,,-134574000.0,,177219871000.0,,,,,27017640000.0,,,4602972000.0,2660252000.0,,,,720354000.0,,,,,,835530000.0,62513625000.0,,,,,982310000.0,,267222748000.0,,,236343000.0,,,,,,,,,-1060428000.0,,,,204237511000.0,0.05,1507616000.0,6279599000.0,,,,18415862000.0,1977187000.0,,,,1019527000.0,982310000.0,,,,41748632000.0,-2797015000.0,53826237000.0,54923672000.0,68916355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,2768920000.0,,,,22456141000.0,,,,,,5325261000.0,,,59523134000.0,-12939184000.0,453137000.0,,,559842000.0,,949208000.0,,,54923672000.0,21299900000.0,,54559688000.0,54459093000.0,,36665673000.0,,,510510000.0,485009000.0,,26025359000.0,,,,,,79921683000.0,156530000.0,,,,2220580000.0,,-4743042000.0,,,,87814429000.0,,,,,,,,,,26025359000.0,566136000.0,,,,,3858256000.0,-3272785000.0,100595000.0,-1348389000.0,,,,3279430000.0,,216590546000.0,,-1658710000.0,,188143712000.0,,,,,29340700000.0,,,6601389000.0,2544840000.0,,,,-2389094000.0,,,,,,835530000.0,65405112000.0,,,,,2104972000.0,,281995658000.0,,,205527000.0,,,,,,,,,201241000.0,,,,217484412000.0,,-1369459000.0,7545841000.0,,,,20675675000.0,1658970000.0,,,,2202784000.0,2104972000.0,,,,43876682000.0,-4262921000.0,80268588000.0,51650887000.0,80299201000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,2325832000.0,,,,24586671000.0,,,,,,6331153000.0,,,61705311000.0,2944984000.0,450377000.0,,,0.0,,1017578000.0,,,51650887000.0,21299900000.0,,48282677000.0,48190978000.0,,28918901000.0,20401122222.0,,72888000.0,164671000.0,0.09,28735080000.0,,,,,,86015131000.0,142386000.0,,,,2207837000.0,,-5361451000.0,,,,93458503000.0,,,,,,,,,,28735080000.0,348643000.0,,,,,3186583000.0,-6268117000.0,91699000.0,845568000.0,,,,2398720000.0,,226781194000.0,,-147759000.0,,194824942000.0,,,,,35554042000.0,,,8414007000.0,3187189000.0,,,,-9663596000.0,,,,,,835530000.0,70404904000.0,,,,,1836101000.0,,297186098000.0,,,234535000.0,,,,,,,,,113559000.0,,,,230378984000.0,0.09,866638000.0,8538990000.0,,,,27132424000.0,1612923000.0,,,,1977189000.0,1836101000.0,,,,52647541000.0,-5083663000.0,84919513000.0,45382770000.0,85929186000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,31426335000.0,2263526000.0,26029993000.0,51686511000.0,,26029993000.0,,74548996000.0,29182602000.0,21299900000.0,,6968958000.0,-54105498000.0,,60939519000.0,-37866562000.0,451220000.0,,9222337000.0,32767000.0,,812125000.0,-314826000.0,536162000.0,45382770000.0,21299900000.0,273652000.0,51686511000.0,51605796000.0,29182602000.0,20771560000.0,,,2150487000.0,1559267000.0,,29182602000.0,-16275385000.0,,23073308000.0,451220000.0,,94502028000.0,,,,46846395000.0,2092947000.0,,-3914822000.0,,-4164189000.0,7408154000.0,104594851000.0,,,-16385346000.0,240642000.0,2430383000.0,-12246177000.0,,,835530000.0,29182602000.0,54872000.0,,7019642000.0,2321836000.0,,9222337000.0,3894008000.0,80715000.0,-728588000.0,,82355984000.0,,4414013000.0,0.32,237232132000.0,,-1600490000.0,80715000.0,210104303000.0,2585998000.0,276207000.0,345973619000.0,,35317500000.0,314547284000.0,8353027000.0,7389008000.0,3671807000.0,,,,13918334000.0,49276778000.0,1236379000.0,245421803000.0,34231000.0,,835530000.0,74548996000.0,0.32,311781128000.0,,6886950000.0,1963567000.0,20771560000.0,311781128000.0,,,536162000.0,-3541533000.0,812125000.0,,8644533000.0,94502028000.0,,,,-3418561000.0,1829472000.0,12064088000.0,2329450000.0,245421803000.0,,-764153000.0,9061905000.0,27151207000.0,60939519000.0,65998917000.0,27151207000.0,1829472000.0,,4451842000.0,51605796000.0,2208654000.0,1963567000.0,,7389008000.0,210104303000.0,65998917000.0,-4241747000.0,95532946000.0,49276778000.0,82355984000.0,15418211000.0,237232132000.0,18861383000.0,,21521718750.0,35317500000.0,6886950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,2092511000.0,,,,26227246000.0,,,,,,5467638000.0,,,62689540000.0,-4791112000.0,421504000.0,,,69799000.0,,925398000.0,,,49276778000.0,21299900000.0,,59209760000.0,59126805000.0,,23090465000.0,20687412500.0,,287585000.0,367849000.0,0.08,29826325000.0,,,,,,87057602000.0,,,,,2146791000.0,,-4840971000.0,,,,84932934000.0,,,,,,,,,,29826325000.0,358305000.0,,,,,6303792000.0,7521009000.0,82955000.0,404795000.0,,,,2146791000.0,,249232087000.0,,-517271000.0,,211178421000.0,,,,,44577832000.0,,,9044001000.0,3033144000.0,,,,-3002280000.0,,,,,,874861000.0,74948083000.0,,,,,1654993000.0,,324180170000.0,,,536395000.0,,,,,,,,,-1793361000.0,,,,255756253000.0,0.08,404795000.0,7614429000.0,,,,36351773000.0,2131651000.0,,,,1734206000.0,1654993000.0,,,,55174207000.0,-5947186000.0,77318505000.0,56797787000.0,90621678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,2392905000.0,,,,28489663000.0,,,,,,7457275000.0,,,62660925000.0,-14828213000.0,482320000.0,,,-62587000.0,,576932000.0,,,56797787000.0,21299900000.0,,47853203000.0,47728727000.0,,20090276000.0,,,-287543000.0,1120523000.0,,29377591000.0,,,,,,108848851000.0,,,,,2802267000.0,,-968740000.0,,,,107528953000.0,,,,,,,,,,29377591000.0,574082000.0,,,,,7140298000.0,-11462941000.0,124476000.0,-65879000.0,,,,2338667000.0,,255210472000.0,,-1239627000.0,,223158454000.0,,,,,43155290000.0,,,9333140000.0,3819586000.0,,,,-3352626000.0,,,,,,835495000.0,79763987000.0,,,,,1630500000.0,,334974459000.0,,,601918000.0,,,,,,,,,-777986000.0,,,,266313744000.0,,-200482000.0,10259542000.0,,,,35346950000.0,3607008000.0,,,,1818823000.0,1630500000.0,,,,66426002000.0,-1079531000.0,97269411000.0,45489625000.0,96470247000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,2736359000.0,,,,29233941000.0,-562816000.0,,,,,6540804000.0,,,65139888000.0,-5797453000.0,239423000.0,,,40509000.0,,572830000.0,,,45489625000.0,21299900000.0,,42731381000.0,42671279000.0,,23738738000.0,21401760000.0,,62131000.0,703867000.0,0.1,30594594000.0,,,,,,113789959000.0,,,,,2729858000.0,,-3482634000.0,,,,102041210000.0,,,,,,,,,,30594594000.0,454217000.0,,,,,9546348000.0,-1115516000.0,60102000.0,65879000.0,,,,2798490000.0,,260493163000.0,,-4760373000.0,,227606678000.0,,,,,43686114000.0,,,11756510000.0,3117957000.0,,,,1980338000.0,,,,,,835468000.0,82157407000.0,,,,,2140176000.0,,342650570000.0,,,644889000.0,,,,,,,,,-170814000.0,,,,271292792000.0,0.1,-14089000.0,9270662000.0,,,,36151414000.0,3495331000.0,,,,2282142000.0,2140176000.0,,,,71839430000.0,-3320754000.0,92770548000.0,42671279000.0,106616545000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,41950397000.0,3293060000.0,33161092000.0,57303910000.0,,33161092000.0,-714659000.0,90834748000.0,34448233000.0,21299900000.0,,11817469000.0,-41854885000.0,,66752068000.0,-16438107000.0,620823000.0,,16435887000.0,-128539000.0,,694926000.0,-1855950000.0,826144000.0,42671279000.0,21299900000.0,1258485000.0,57303910000.0,57150920000.0,34448233000.0,25403691000.0,,,1701864000.0,2270448000.0,,34448233000.0,-14731021000.0,,31283186000.0,620823000.0,,136715866000.0,,,,49431557000.0,2727952000.0,,-5438676000.0,,-5678758000.0,8301699000.0,178358739000.0,,,-16357372000.0,557883000.0,5428590000.0,-20123207000.0,,,864858000.0,34448233000.0,826532000.0,,-13537557000.0,2485173000.0,,16435887000.0,10486038000.0,152990000.0,343969000.0,,118968504000.0,,4994924000.0,0.35,298471602000.0,,-272733000.0,152990000.0,264400131000.0,-13769289000.0,748764000.0,473122221000.0,,51014338000.0,431171824000.0,10667211000.0,13147694000.0,6497370000.0,,,,-9394721000.0,54860147000.0,2213136000.0,315414469000.0,21338000.0,,864858000.0,90834748000.0,0.35,389306350000.0,,7488486000.0,2062817000.0,25403691000.0,389306350000.0,,,826144000.0,-6790004000.0,694926000.0,,10514835000.0,136715866000.0,,,,-2936597000.0,4704444000.0,16468057000.0,4462687000.0,315414469000.0,,367659000.0,14545421000.0,42915289000.0,66752068000.0,81472233000.0,42915289000.0,4704444000.0,,4984986000.0,57150920000.0,2466528000.0,2062817000.0,,13147694000.0,264400131000.0,81472233000.0,-6009901000.0,163813318000.0,54860147000.0,118968504000.0,17984994000.0,298471602000.0,961732000.0,,21395674286.0,51014338000.0,7488486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,2137982000.0,,,,33416086000.0,,,,,,6435151000.0,,,68464528000.0,-7390833000.0,624293000.0,,,20823000.0,,704225000.0,,,57150920000.0,21299900000.0,,57994238000.0,57834687000.0,,32627277000.0,20851075000.0,,417686000.0,283869000.0,0.08,35082175000.0,,,,,,135338096000.0,,,,,2350109000.0,,-3474963000.0,,,,97112539000.0,,,,,,,,,,35082175000.0,412841000.0,,,,,15620932000.0,683767000.0,159551000.0,29250000.0,,,,2555668000.0,,317396198000.0,,-1321549000.0,,273615423000.0,,,,,60553297000.0,,,14815780000.0,3462185000.0,,,,-5584722000.0,,,,,,864858000.0,92433919000.0,,,,,1668086000.0,,409830117000.0,,,835732000.0,,,,,,,,,-797151000.0,,,,334168720000.0,0.08,2470000.0,8785260000.0,,,,52581905000.0,5109765000.0,,,,1725141000.0,1668086000.0,,,,84479918000.0,-3885604000.0,88327279000.0,57834687000.0,123369707000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,1411497000.0,,,,33577138000.0,,,,,,8949815000.0,,,67945810000.0,-10018294000.0,616219000.0,,,181493000.0,,633513000.0,,,57834687000.0,21299900000.0,,59961964000.0,59823420000.0,,42552361000.0,,,1468643000.0,2306854000.0,,35360345000.0,,,,,,151491552000.0,,,,,2250455000.0,,-2325009000.0,,,,125415966000.0,,,,,,,,,,35360345000.0,399508000.0,,,,,15307266000.0,1719291000.0,138544000.0,137276000.0,,,,2880140000.0,,338737355000.0,,-1088650000.0,,295342778000.0,,,,,62850299000.0,,,14457811000.0,4869662000.0,,,,-17212610000.0,,,,,,864858000.0,94467150000.0,,,,,818846000.0,,433204505000.0,,,864315000.0,,,,,,,,,-2470015000.0,,,,358193077000.0,,-123330000.0,11200270000.0,,,,55112436000.0,6040271000.0,,,,1011989000.0,818846000.0,,,,90784299000.0,-2747759000.0,114215696000.0,57263205000.0,135598227000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,1753501000.0,,,,34216676000.0,-438311000.0,,,,,8117994000.0,,,68890766000.0,-19054783000.0,671413000.0,,,20192000.0,,616513000.0,,,57263205000.0,21299900000.0,,47910859000.0,47786178000.0,,47294236000.0,22799820000.0,,894926000.0,238619000.0,0.05,36000076000.0,,,,,,152977394000.0,,,,,2422759000.0,,-4272888000.0,,,,112892642000.0,,,,,,,,,,36000076000.0,591821000.0,,,,,9042147000.0,-11767800000.0,124681000.0,106851000.0,,,,2648427000.0,,345941482000.0,,-3093738000.0,,297439541000.0,,,,,68008172000.0,,,15509269000.0,4794784000.0,,,,-11548287000.0,,,,,,869098000.0,95963513000.0,,,,,1139991000.0,,441904995000.0,,,888062000.0,,,,,,,,,-142521000.0,,,,365447713000.0,0.05,72467000.0,10540753000.0,,,,60265833000.0,6300422000.0,,,,1161680000.0,1139991000.0,,,,96154847000.0,-4454730000.0,102351889000.0,47786178000.0,148412660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,47668294000.0,4297281000.0,45518034000.0,63643047000.0,,45518034000.0,-87815000.0,108829931000.0,37618070000.0,21299900000.0,,12383819000.0,-52863878000.0,,72020206000.0,-16399968000.0,882411000.0,,6820127000.0,204893000.0,,1311189000.0,-953096000.0,1107312000.0,47786178000.0,21299900000.0,2697057000.0,63643047000.0,63582878000.0,37618070000.0,51013315000.0,,,1916038000.0,-657531000.0,,37618070000.0,-10417925000.0,,35886779000.0,882411000.0,,159089501000.0,,,,54927294000.0,4391698000.0,,-345065000.0,,-3852581000.0,7239546000.0,123913648000.0,,,-11711689000.0,-107933000.0,5326622000.0,-19171414000.0,,,864858000.0,37618070000.0,956545000.0,,-30033180000.0,4152107000.0,,6820127000.0,14691364000.0,60169000.0,-78027000.0,,151698898000.0,,6213319000.0,0.31,359902166000.0,,-1466575000.0,60169000.0,305571042000.0,-23898270000.0,195350000.0,459701343000.0,,81810923000.0,412033049000.0,11781515000.0,17877259000.0,7812407000.0,,,,10447349000.0,60253916000.0,2360715000.0,387381965000.0,246855000.0,,864858000.0,108829931000.0,0.31,468732097000.0,,6690015000.0,3063092000.0,51013315000.0,468732097000.0,,,1107312000.0,-6970512000.0,1311189000.0,,9600261000.0,159089501000.0,,,,-442894000.0,6868133000.0,20939038000.0,2171811000.0,387381965000.0,,-59540000.0,16775517000.0,73606211000.0,72020206000.0,96344763000.0,73606211000.0,6868133000.0,,6199347000.0,63582878000.0,3340736000.0,3063092000.0,,17877259000.0,305571042000.0,96344763000.0,-623596000.0,107138131000.0,60253916000.0,151698898000.0,19951715000.0,359902166000.0,-13480345000.0,,21580693548.0,81810923000.0,6690015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,1313010000.0,,,,45483952000.0,,,,,,6030642000.0,,,72996900000.0,-12290946000.0,891153000.0,,,42159000.0,,1268253000.0,,,63582878000.0,21299900000.0,,61467275000.0,61406517000.0,,54103227000.0,22886075000.0,,46000.0,307075000.0,0.04,37350166000.0,,,,,,139262957000.0,,,,,2012011000.0,,-2685649000.0,,,,78294328000.0,,,,,,,,,,37350166000.0,375615000.0,,,,,6811603000.0,-2176361000.0,60758000.0,8400000.0,,,,1313056000.0,,364221539000.0,,-2543643000.0,,300382876000.0,,,,,91227331000.0,,,18822627000.0,3659104000.0,,,,-11558898000.0,,,,,,864858000.0,109613269000.0,,,,,915443000.0,,473834808000.0,,,1070600000.0,,,,,,,,,-905543000.0,,,,391610207000.0,0.04,95014000.0,8042653000.0,,,,83610200000.0,6807477000.0,,,,937395000.0,915443000.0,,,,89824384000.0,-3266133000.0,70251675000.0,61406517000.0,157689304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,2246859000.0,,,,45470429000.0,,,,,,8888426000.0,,,73530259000.0,-21410316000.0,935355000.0,,,224598000.0,,2931431000.0,,,61406517000.0,21299900000.0,,58649974000.0,58575548000.0,,55262883000.0,,,2844940000.0,3436084000.0,,38263931000.0,,,,,,159231152000.0,,,,,2910659000.0,,-581161000.0,,,,119310097000.0,,,,,,,,,,38263931000.0,643924000.0,,,,,9219851000.0,-3653968000.0,74426000.0,160930000.0,,,,5091799000.0,,390858269000.0,,-2025615000.0,,323919802000.0,,,,,94758774000.0,,,19240678000.0,5295131000.0,,,,-7456211000.0,,,,,,864858000.0,110660932000.0,,,,,1475003000.0,,501519201000.0,,,1103473000.0,,,,,,,,,-4777562000.0,,,,418678576000.0,,106946000.0,11799085000.0,,,,86654343000.0,7003629000.0,,,,1602935000.0,1475003000.0,,,,96358326000.0,-2175704000.0,107511012000.0,54423587000.0,174862472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,2643278000.0,,,,45278067000.0,0.0,,,,,8948110000.0,,,75376775000.0,-14808106000.0,929757000.0,,,0.0,,1458891000.0,,,54423587000.0,21299900000.0,,65933824000.0,65860009000.0,,61167414000.0,20914011111.0,,425000.0,758425000.0,0.09,39317695000.0,,,,,,161426321000.0,,,,,3070014000.0,,-3488431000.0,,,,121006309000.0,,,,,,,,,,39317695000.0,594090000.0,,,,,8058527000.0,8107460000.0,73815000.0,48090000.0,,,,2643703000.0,,407473304000.0,,-2703350000.0,,336509258000.0,,,,,98422504000.0,,,21110066000.0,5205423000.0,,,,-208426000.0,,,,,,868357000.0,112392076000.0,,,,,1882261000.0,,519865380000.0,,,1118773000.0,,,,,,,,,-690648000.0,,,,434931762000.0,0.09,48090000.0,12018124000.0,,,,90469227000.0,6969175000.0,,,,2049188000.0,1882261000.0,,,,93765798000.0,-2851221000.0,108988185000.0,65860009000.0,183497709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,50934839000.0,4387719000.0,45277475000.0,72696031000.0,,45277475000.0,-20489000.0,116064140000.0,41497501000.0,21299900000.0,,14282484000.0,-76511422000.0,,78364316000.0,-28002054000.0,988806000.0,,16177147000.0,52161000.0,,3481934000.0,-285703000.0,1030928000.0,65860009000.0,21299900000.0,3949863000.0,72696031000.0,72490809000.0,41497501000.0,60259241000.0,,,6366715000.0,2934129000.0,,41497501000.0,-9636104000.0,,38149662000.0,988806000.0,,180058351000.0,,,,60253916000.0,4792493000.0,,-2880863000.0,,-10625679000.0,8033491000.0,164077666000.0,,,-11975590000.0,695742000.0,7509317000.0,-20972760000.0,,,857239000.0,41497501000.0,943746000.0,,-21673979000.0,6367233000.0,,16177147000.0,5232186000.0,205222000.0,392682000.0,,198028323000.0,,10754434000.0,0.345,434663941000.0,,-3435932000.0,205222000.0,366120047000.0,-13821872000.0,610102000.0,482688400000.0,,96045048000.0,431753561000.0,12785177000.0,23858378000.0,8791869000.0,,,,5401663000.0,67763233000.0,2557375000.0,462165095000.0,54299000.0,,857239000.0,116064140000.0,0.345,550728081000.0,,7354739000.0,3082032000.0,60259241000.0,550728081000.0,,,1030928000.0,-10708540000.0,3481934000.0,,10590866000.0,180058351000.0,,,,-4251926000.0,5359152000.0,22951527000.0,7435713000.0,462165095000.0,,445692000.0,19074977000.0,87898598000.0,78364316000.0,100972076000.0,87898598000.0,5359152000.0,,6055880000.0,72490809000.0,3443973000.0,3082032000.0,,23858378000.0,366120047000.0,100972076000.0,-3682532000.0,145002689000.0,67763233000.0,198028323000.0,23013979000.0,434663941000.0,-4185768000.0,,21318084058.0,96045048000.0,7354739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,2150405000.0,,,,45138705000.0,,,,,,7690887000.0,,,79819858000.0,-13124682000.0,984100000.0,,,105345000.0,,3771319000.0,,,72490809000.0,21299900000.0,,74129615000.0,73920508000.0,,66011234000.0,21131971429.0,,1102888000.0,1294599000.0,0.07,41819647000.0,,,,,,163151928000.0,,,,,2665298000.0,,-2628872000.0,,,,97017806000.0,,,,,,,,,,41819647000.0,586162000.0,,,,,15543530000.0,2277131000.0,209107000.0,3800000.0,,,,3253293000.0,,443372209000.0,,-3110149000.0,,372117627000.0,,,,,99730391000.0,,,25432973000.0,4697899000.0,,,,-7619744000.0,,,,,,857239000.0,118575154000.0,,,,,1479238000.0,,561947363000.0,,,1053463000.0,,,,,,,,,-2342591000.0,,,,471848018000.0,0.07,-150826000.0,10356185000.0,,,,92501428000.0,5494475000.0,,,,1564243000.0,1479238000.0,,,,98538163000.0,-3629584000.0,86661621000.0,74767940000.0,199737548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
