date,quarterlyGoodwill,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,annualNetIncome,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyDilutedEPS,annualChangeInWorkingCapital,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,annualGoodwill,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualInvestingCashFlow,quarterlyNetIncome,annualCommonStockIssuance,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,annualOtherCurrentAssets,annualAccountsReceivable,trailingResearchAndDevelopment,annualTotalRevenue,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyLongTermDebt,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualEndCashPosition,annualTaxProvision,annualTotalAssets,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyInventory,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,annualCurrentLiabilities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,annualDilutedEPS,quarterlyNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualSaleOfInvestment,annualBasicEPS,quarterlyCashDividendsPaid,trailingEndCashPosition,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualNetPPE,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualCurrentAssets,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualEbitda,annualOtherNonCurrentLiabilities,annualInterestExpense,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyCapitalStock,trailingGrossProfit,trailingRepaymentOfDebt,annualCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyEbitda,trailingTaxProvision,quarterlyTaxProvision,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBasicAverageShares,annualCurrentDebt,annualInventory,annualGrossProfit,quarterlyPretaxIncome,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualCostOfRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyCapitalExpenditure,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyGrossPPE,annualChangeInInventory,quarterlyTotalRevenue,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,quarterlyOperatingCashFlow,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1970-01-01 00:00:01.041292800,,2483714337.28,,,,,-1500936715.09,180486603.67,,,,,-777028437.83,,,,,,,,,,,,-13123935144.29,,-577956371.82,,,21081250.47,19002516873.41,,-1449654913.05,,150316749160.42,,,,,,,289027469.39,,3268625675.82,,,,,,,,,,,,,,7576969276.23,,,,35610066368.66,,,,,,,,,,,5301509000.41,,,,,,2483714337.28,2489500079.35,,-127732892.47,,649295545.36,,-1500936715.09,,,891164478.59,,-14911268751.96,,,,,16412654349.86,-66887058262.76,,,,,,,,,,751675327.51,5346271870.5,,,,,880478712.15,,-1065819618.6,,,,,,,492208309.09,,1070164680.91,,9528664057.32,,,,,,8835685073.63,,,18510308564.32,4421030288.26,34304299257.58,,133904094810.56,,-5034446408.87,,,,,,3747465929.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,-5328788042.63,,,,2086643468.96,,,,,-315059200.16,2382254757.29,,,-957319498.7,,,0.0,,-1231106773.77,,2487810412.18,,,2495374519.77,2197646994.01,0.0,3427437693.32,,24153852524.52,1147758141.1,,,,,-620479384.01,5850574907.0,,,3491352204.6,258886179.36,30727517719.07,,1499700345.88,,,,,13652472566.6,,,,,,,12140214059.53,,1203081554.15,,,,108633463.69,358669964.99,16010482457.05,,3233928792.13,,,10347142176.98,,3491352204.6,,-94304022.18,3491352204.6,474653257.09,16010482457.05,,,,3016698947.51,4105211494.38,4159585.97,223256391.21,,2086643468.96,,20380375542.09,804332942.89,-1944228981.56,,,,,,,,6100000000.0,,,-8315245750.51,,,,,271867614.16,,,,2510904870.97,,,,,2123927478.73,,137992963.04,,,2852623049.53,405360999.3,3332173616.75,,1134526622.74,,,,1289699810.57,,,,,,,20821678907.77,,,,,,,291508973.58,,,37922706.54,,,25792686626.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,,,,,3819345409.86,,,,,829166874.08,4804444884.81,,,-1351579167.75,,,1676319.97,,-4574199393.87,,355580937.58,,,3450889157.73,4316331566.97,0.0,2934458981.71,,29293009204.81,6117059571.19,,,,,-137772024.16,12386370046.73,,,2791390343.06,360283566.15,42582436958.82,,1843574460.83,,,,,14623542688.87,,,,,,,15706716055.37,,881447375.99,,,,0.0,192223613.19,24784127678.87,,6806488131.29,,,9818081855.19,,2791390343.06,,-3108963771.7,2793066663.03,1542325291.68,24784127678.87,,,,1249065051.38,7064432610.41,6135118643.39,416413264.77,,3819345409.86,,32764355103.63,1492760595.56,-3442601330.39,,,,,,,,,,,-9142610942.03,,,,,3010352443.75,,,,-1673341413.8,,,,,4444161318.66,,435497194.33,,,2007555638.39,563071547.4,6236481942.41,,1920150375.44,,,,3363886800.9,,,,,,,23056527262.4,,,,,,,430720076.65,,,110537704.1,,,30330258744.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,1707539702.41,,,,4112500929.96,,,,,-1398490758.1,6537940696.4,,,-3559926757.63,504281.88,,5852093.18,,-4882529186.17,,9146733208.23,,,2917962308.48,5651871811.19,0.0,4211490662.36,,33872971557.55,16854672465.91,,,,,-3811317649.75,12364289836.78,,,8076327150.63,1149045961.32,50618114284.41,,1940715403.93,,,,,13676943707.87,,,,,0.67,,13243850202.73,,1580980566.7,0.67,,,207605592.61,344070080.53,27671542373.94,,5722807410.0,,,14577132568.65,,8076327150.63,,2772157192.2,8082179243.81,5378413548.55,27671542373.94,,,,2697913602.08,9643334449.5,1448603.92,1164678349.17,,4112500929.96,,36040981715.76,2506470981.67,-5721744757.25,,,,,,,,6140000000.0,,,-10647418355.57,,,,,2258776579.29,,,,9127246288.18,,,,,5388894735.08,,1270118001.91,,6138061089.0,2123107957.36,532511085.81,8656423467.35,,3004551656.16,,,,1062652.75,,,,,,,25216548090.2,,,,,,,877101762.5,,,-167818572.41,,,26920793910.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,,1537767561.95,,,,1223032946.84,,,,,-1641847504.68,3023281533.94,,,-4210431985.72,473316.86,,1143172.05,,3927897332.05,,5460000.0,,,6548170403.07,1872845628.88,0.0,6731916622.73,,36198054109.17,16829477223.19,,,,,-1766364906.71,10477439566.85,,,7825711976.12,682620108.64,52229514956.27,,1804302214.03,,,,,16590781801.86,,,,,0.2,,10985149709.22,,859366074.93,0.2,,,28824817.94,487787865.5,25528953391.37,,1976191985.76,,,17387328027.34,,7825711976.12,,2318345205.13,7826855148.17,-250615174.51,25528953391.37,,,,8076327150.63,5882871804.66,48826959.54,1055288056.69,,1223032946.84,,34842186928.93,2332040629.23,-4768436242.84,,,,,,,,6204756337.0,,,-15627456984.65,,,,,1426593151.61,,,,354966573.07,,,,,2340661425.3,,1267178429.26,,6115164734.0,3286378010.0,599686511.54,4712462077.9,,2839616449.02,,,,-2792244257.08,,,,,,,31485592031.27,,,,,,,456864691.81,,,-67175425.73,,,27575931511.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,719096.05,,,72140148814.36,37243088557.17,,,,131891244.56,,,,,41787582.58,,,,,,9579285322.22,,,,,,,,,,,,,,10214986560.22,,,,,10715637861.2,,,,,,,728981069.05,,,,,,22519077388.04,,4527964778.86,,,,,,,,,,,,536652963.24,,31882013582.15,,,5964927.96,,,,,,,0.0,,,,,,,,,,,,,,22387186143.48,,9138645739.56,8919337233.0,,,,,,,456921791.51,32323060192.24,,,,,,,,27100599153.05,,,,,,,,,,,,,,21166375720.95,,34897060257.19,,,,902434559.63,,,2258930218.47,,,,,,,,,,27100599153.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,719096.05,,,75679318959.15,39198147469.8,,,,139834391.68,-964498855.93,0.08,,,9502726.79,779088658.35,,,10542145543.48,,9396572762.24,,664086482.11,,1043886465.24,,,,,,,,,,13929131214.3,,1003782007.03,,,14444764442.12,,,,,,,808665684.09,23156054113.1,-109743555.96,-2527953714.16,,284907978.1,23295888504.78,38010241.29,3768064622.61,,664086482.11,,,,,-1503923262.99,,,,,564110291.34,,34618541480.83,8301081026.0,,7331762.77,,,,,,,1351003.76,,,,,,,179819714.66,,1223823635.14,,,,,23156054113.1,1939022197.43,11035934093.84,8919337233.0,,,,22376965454.75,8301081026.0,,504202407.87,33001186750.32,-1664579750.72,0.08,,,,0.0,,28609846715.55,1505530731.87,,176736288.53,,35060993.35,,,,,,,1220622753.77,,20173777038.71,,36481171489.35,,,,1566521041.73,,,2258278692.46,,,,,,-2944852551.12,,,715198562.29,28609846715.55,,12481167740.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,719096.05,,5910571502.49,113663440000.45,59222588755.59,,19085356602.71,,2140332839.57,12982304874.4,,2162402307.66,25405518710.49,96789030.62,11029559448.47,-5139981210.64,719096.05,39756118544.27,2140332839.57,8935913502.61,-19251786869.56,17567461602.59,28202459425.74,18347919429.15,,9891030091.79,19669924453.95,334793046.89,8935913502.61,,93879963007.8,44933898054.97,,14025061957.59,,2474386468.65,-4003867721.58,14025061957.59,16141220492.64,9309930050.0,37330242214.26,4551543873.51,113663440000.45,,4142205801.71,1559678093.44,37330242214.26,-3428324343.64,-14524116752.62,43511062212.9,344392650.47,39574174695.13,13060409692.62,3916671419.93,2.05,17567461602.59,16141220492.64,,3575539312.64,2.05,-2228117857.1,,51829193.89,1058729331.33,45858411995.63,1058729331.33,22682682573.92,59652282705.54,,54440851244.86,51829193.89,37433841855.56,,320185058.63,39574174695.13,26359901585.45,45858411995.63,334793046.89,,,10970340628.81,30721724897.13,96789030.62,1174000384.93,2632911207.47,19085356602.71,2834656823.05,59222588755.59,5022935836.11,-12769166578.26,,37433841855.56,21235428883.9,9891030091.79,10216274357.0,,,10216274357.0,23156054113.1,,-11180650461.3,1810070562.58,44933898054.97,-5903552312.2,,1811424507.43,,,267762645.68,28143273247.67,45858411995.63,22965883964.23,,4273571884.61,20853974836.98,13120600033.49,1873910087.3,-12728496667.82,9309930050.0,3916671419.93,1559678093.44,25614512914.5,22621491313.76,5944588460.55,43511062212.9,,54440851244.86,9913515995.66,,,5910571502.49,,,1811424507.43,68265450093.3,,,,,-6539698585.08,,1810070562.58,18400772060.85,45858411995.63,-631377853.62,60991547428.17,,59652282705.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,719096.05,,,117811139811.37,64108425101.02,,,,2180907862.32,3781599920.96,0.6,,,84895352.43,-2730520057.39,,,18692592299.94,,10159347100.83,,6132217735.44,,6400680354.63,,,,,,,,,,14361012179.29,,1132854066.31,,,17272134608.61,,,,,,,1767500403.2,34599722156.87,-2085129935.28,-5301977174.62,,399020315.07,36780630019.19,-1548362.56,2825833765.52,,6132217735.44,,,,,-4914742505.74,,,,,1071209703.87,,57945582376.36,10220362892.0,,77366230.21,,,,,,,452378464.45,,,,,,,780537299.09,,1390330053.92,,,,,34599722156.87,9332696656.02,11958394587.85,10216274357.0,,,,37330242214.26,10220362892.0,,2625792104.61,50619212733.33,-1648749256.42,0.6,,,,98281812.53,,48744386930.43,8571339203.92,,1771638534.22,,,,,,,,,8172318888.85,,40673447767.75,,53702714710.35,,,,12044499048.34,,,1920087376.01,,,,,,-4357749961.49,,,7942366602.1,48744386930.43,,28025288955.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,719096.05,,,121351734579.74,68731647050.75,,,,2419126566.8,2214194387.78,,,,65220578.92,-2574205769.94,,,23560910919.54,,8941928547.77,,8023608006.29,,8495223088.39,,,,,,,,,,20783978603.72,,1199329849.15,,,24631811320.88,,,,,,,1991463553.75,32362458918.85,-6071014284.09,-11267924372.19,,50231184.0,34929500171.18,-74336237.98,2066366000.02,,8023608006.29,,,,,-6141959639.47,,,,,1072034199.95,,55338849679.34,,,273405245.43,,,,,,,544574030.56,,,,,,,-165776091.55,,1453275604.0,,,,,32510373604.38,10577126636.31,11844364981.42,10216274357.0,,,,34599722156.87,,,3590903526.46,56783308403.38,-3247319465.86,,,,,1274787379.37,,53341394044.31,10683281895.21,,2137827622.82,,,,,,,,,10633050711.21,,30707038358.46,,52620087528.99,,,,18262966507.79,,,2729497736.05,,,,,,-6332700947.13,,,9123851032.31,53341394044.31,,34138037555.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
