,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualEbitda,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyDilutedAverageShares,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualChangeInInventory,annualDilutedEPS,annualDilutedAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,annualInventory,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
757296000,,37000000.0,,-6000000.0,769000000.0,1376000000.0,,,2163000000.0,,,81000000.0,3268000000.0,208000000.0,1802000000.0,,187000000.0,708000000.0,,649000000.0,-108000000.0,,450000000.0,3088000000.0,,649000000.0,727000000.0,-83000000.0,246000000.0,,33000000.0,262000000.0,-319000000.0,0.0,124000000.0,82000000.0,3268000000.0,,,,49000000.0,317000000.0,,266000000.0,52000000.0,124000000.0,32000000.0,1105000000.0,14000000.0,-67000000.0,0.0,196000000.0,22000000.0,,-124000000.0,346000000.0,0.0,40000000.0,5000000.0,434000000.0,,40000000.0,349000000.0,,2163000000.0,,,1466000000.0,1376000000.0,,-21000000.0,,,265000000.0,1188000000.0,787000000.0,,349000000.0,302834008.0,513000000.0,435000000.0,,727000000.0,1105000000.0,397000000.0,187000000.0,-9000000.0,32000000.0,0.6175,265000000.0,2000000.0,295000000.0,,,,32000000.0,32000000.0,,,30000000.0,,,-114000000.0,,800000000.0,450000000.0,,,266000000.0,,20000000.0,0.0,2486000000.0,1802000000.0,,,,-70000000.0,,180000000.0,,31000000.0,,1115000000.0,19000000.0,0.0,,51000000.0,12000000.0,0.6125,305306122.0,-227000000.0,,-1298000000.0,,996000000.0,,4401000000.0,,71000000.0,,,14000000.0,107000000.0,,-65000000.0,,75000000.0,2486000000.0,787000000.0,,1466000000.0,-1298000000.0,,708000000.0,9000000.0,,1313000000.0,,,42000000.0,100000000.0,1188000000.0,434000000.0,,,,72000000.0,,397000000.0,66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,20000000.0,,,936000000.0,2091000000.0,,,,,,,4588000000.0,,2803000000.0,,,,,1199000000.0,,,,,,,892000000.0,,197000000.0,,74000000.0,,,,,,,,,292400000.0,62000000.0,,,,,159000000.0,,,23000000.0,,0.0,,,,-886000000.0,435000000.0,22000000.0,74000000.0,2000000.0,656000000.0,,74000000.0,429000000.0,,3148000000.0,,,,,,-22000000.0,,0.2525,,,,,,,,,,,1440000000.0,,,3000000.0,,,849000000.0,,309000000.0,,292400000.0,,22000000.0,22000000.0,,,,,246000000.0,,,,228000000.0,,0.2525,,,,32000000.0,,,,,,-39000000.0,,,,817000000.0,,1371000000.0,-115000000.0,,,126000000.0,,,,,,-1298000000.0,,,,,,38000000.0,,,-10000000.0,59000000.0,,,,,2823000000.0,1057000000.0,,1785000000.0,,,760000000.0,33000000.0,,,,,107000000.0,188000000.0,1525000000.0,,50000000.0,,,,,898000000.0,268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,119000000.0,,,1053000000.0,2121000000.0,,,,,,,4682000000.0,,2854000000.0,,,,,1208000000.0,,,,,,,913000000.0,,227000000.0,,86000000.0,,,,,,,,,305200000.0,63000000.0,,,,,41000000.0,,,23000000.0,,0.0,,,,-46000000.0,492000000.0,13000000.0,86000000.0,0.0,665000000.0,,86000000.0,560000000.0,,3154000000.0,,,,,,-23000000.0,,0.2825,,,,,,,,,,,1528000000.0,,,6000000.0,,,873000000.0,,345000000.0,,305200000.0,,13000000.0,13000000.0,,,,,0.0,,,,249000000.0,,0.2825,992000000.0,,,22000000.0,,,,,,-51000000.0,,,,-133000000.0,,1545000000.0,3000000.0,,,147000000.0,,,,,,-1298000000.0,,,,,,18000000.0,,,-9000000.0,170000000.0,,,,,2719000000.0,1033000000.0,,1828000000.0,,,823000000.0,39000000.0,,,,,125000000.0,210000000.0,1421000000.0,,55000000.0,,,,,0.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,60000000.0,,,1058000000.0,2032000000.0,,,,,,,4695000000.0,,2801000000.0,,,,,1113000000.0,,,,,,,919000000.0,,221000000.0,,84000000.0,,,,,,,,,305200000.0,62000000.0,,,,,28000000.0,,,25000000.0,,0.0,,,,23000000.0,473000000.0,16000000.0,84000000.0,11000000.0,677000000.0,,84000000.0,561000000.0,,3089000000.0,,,,,,-23000000.0,,0.275,,,,,,,,,,,1606000000.0,,,5000000.0,,,817000000.0,,335000000.0,,305200000.0,,16000000.0,16000000.0,,,,,-28000000.0,,,,267000000.0,,0.275,1029000000.0,,,13000000.0,,,,,,-53000000.0,,,,-133000000.0,,1531000000.0,-33000000.0,,,138000000.0,,,,,,-1424000000.0,,,,,,0.0,,,3000000.0,113000000.0,,,,,2847000000.0,1057000000.0,,1894000000.0,,,884000000.0,42000000.0,,,,,126000000.0,200000000.0,1423000000.0,,52000000.0,,,,,0.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,56000000.0,,9000000.0,1099000000.0,1900000000.0,,,3002000000.0,,,270000000.0,4682000000.0,255000000.0,2836000000.0,,333000000.0,988000000.0,,1053000000.0,-7000000.0,,241000000.0,4146000000.0,,1053000000.0,847000000.0,-91000000.0,237000000.0,,89000000.0,488000000.0,-1010000000.0,18000000.0,36000000.0,155000000.0,4682000000.0,,,,64000000.0,560000000.0,,449000000.0,41000000.0,36000000.0,18000000.0,1680000000.0,20000000.0,,0.0,251000000.0,252000000.0,,-101000000.0,506000000.0,18000000.0,89000000.0,-1000000.0,698000000.0,,89000000.0,517000000.0,,3002000000.0,,,1846000000.0,1900000000.0,,-23000000.0,,,850000000.0,1469000000.0,1102000000.0,,517000000.0,302400000.0,811000000.0,522000000.0,,847000000.0,1680000000.0,617000000.0,333000000.0,-5000000.0,18000000.0,1.1,850000000.0,-14000000.0,357000000.0,,,,18000000.0,18000000.0,,,32000000.0,,34000000.0,474000000.0,,882000000.0,241000000.0,,,449000000.0,,12000000.0,16000000.0,2910000000.0,2836000000.0,,,,-124000000.0,,333000000.0,,-77000000.0,,1605000000.0,-33000000.0,0.0,,149000000.0,-115000000.0,1.1,302400000.0,-267000000.0,,-1441000000.0,,1346000000.0,,6052000000.0,,-15000000.0,,,2000000.0,180000000.0,,35000000.0,,91000000.0,2910000000.0,1102000000.0,,1846000000.0,-1441000000.0,,988000000.0,41000000.0,,1906000000.0,,,130000000.0,213000000.0,1469000000.0,698000000.0,56000000.0,,,-178000000.0,213000000.0,617000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,-16000000.0,,,1199000000.0,1974000000.0,,,,,,,4926000000.0,,2849000000.0,,,,,1102000000.0,,,,,,,872000000.0,,229000000.0,,108000000.0,,,,,,,,,311600000.0,66000000.0,,,,,53000000.0,,,23000000.0,-19000000.0,0.0,,,,-67000000.0,532000000.0,22000000.0,108000000.0,5000000.0,735000000.0,,108000000.0,530000000.0,,3160000000.0,,,,,,-23000000.0,,0.3475,,,,,,,,,,,1766000000.0,,,14000000.0,,,844000000.0,,352000000.0,,311600000.0,,22000000.0,22000000.0,,,,,,,,,268000000.0,,0.3475,1133000000.0,,,18000000.0,,,,,,-57000000.0,,,,30000000.0,,1731000000.0,-151000000.0,,,180000000.0,,,,,,-1456000000.0,,,,,,18000000.0,,,4000000.0,41000000.0,,,,,2931000000.0,1186000000.0,,2077000000.0,,,1073000000.0,55000000.0,,,-9000000.0,,163000000.0,246000000.0,1475000000.0,,57000000.0,,,,,0.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,60000000.0,,,1218000000.0,2074000000.0,,,,,,,5081000000.0,,2991000000.0,,,,,1181000000.0,,,,,,,893000000.0,,238000000.0,,110000000.0,,,,,,,,,311600000.0,71000000.0,,,,,40000000.0,,,23000000.0,,0.0,,,,-173000000.0,540000000.0,9000000.0,110000000.0,12000000.0,773000000.0,,110000000.0,526000000.0,,3223000000.0,,,,,,-32000000.0,,0.3525,,,,,,,,,,,1858000000.0,,,0.0,,,923000000.0,,367000000.0,,311600000.0,,9000000.0,9000000.0,,,,,,,,,255000000.0,,0.3525,1109000000.0,,,22000000.0,,,,,,-87000000.0,,,,13000000.0,,1758000000.0,-49000000.0,,,173000000.0,,,,,,-1507000000.0,,,,,,15000000.0,,,-13000000.0,147000000.0,,,,,3049000000.0,1149000000.0,,2090000000.0,,,1151000000.0,54000000.0,,,-5000000.0,,164000000.0,244000000.0,1542000000.0,,58000000.0,,,,,0.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,69000000.0,,,1173000000.0,2043000000.0,,,,,,,5065000000.0,,2998000000.0,,,,,1147000000.0,,,,,,,896000000.0,,226000000.0,,91000000.0,,,,,,,,,310800000.0,70000000.0,,,,,39000000.0,,,22000000.0,,0.0,,,,-91000000.0,499000000.0,14000000.0,91000000.0,9000000.0,756000000.0,,91000000.0,532000000.0,,3154000000.0,,,,,,-31000000.0,,0.295,,,,,,,,,,,1911000000.0,,,0.0,,,905000000.0,,349000000.0,,310800000.0,,14000000.0,14000000.0,,,,,,,,,265000000.0,,0.295,1072000000.0,,,9000000.0,,,,,,-90000000.0,,,,-63000000.0,,1672000000.0,7000000.0,,,150000000.0,,,,,,-1531000000.0,,,,,,-9000000.0,,,5000000.0,159000000.0,,,,,3092000000.0,1111000000.0,,2067000000.0,,,1211000000.0,47000000.0,,,-25000000.0,,138000000.0,220000000.0,1561000000.0,,53000000.0,,,,,0.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,135000000.0,,28000000.0,1157000000.0,1933000000.0,,,3078000000.0,,,11000000.0,5053000000.0,248000000.0,3086000000.0,,399000000.0,1232000000.0,,1084000000.0,-10000000.0,,244000000.0,4747000000.0,,1084000000.0,849000000.0,-117000000.0,231000000.0,,90000000.0,592000000.0,-507000000.0,56000000.0,50000000.0,193000000.0,5053000000.0,,,,74000000.0,640000000.0,,486000000.0,19000000.0,50000000.0,56000000.0,1975000000.0,21000000.0,-5000000.0,0.0,281000000.0,6000000.0,,-176000000.0,504000000.0,56000000.0,90000000.0,6000000.0,735000000.0,,90000000.0,538000000.0,,3078000000.0,,,1967000000.0,1933000000.0,,-31000000.0,,,895000000.0,1653000000.0,1145000000.0,-40000000.0,538000000.0,311200000.0,921000000.0,647000000.0,,849000000.0,1975000000.0,609000000.0,399000000.0,14000000.0,56000000.0,1.2825,895000000.0,38000000.0,364000000.0,,,,56000000.0,56000000.0,,,18000000.0,,,-102000000.0,,927000000.0,244000000.0,,,486000000.0,,32000000.0,14000000.0,3214000000.0,3086000000.0,,,,-165000000.0,,399000000.0,,-82000000.0,,1661000000.0,121000000.0,0.0,,140000000.0,-30000000.0,1.2825,311200000.0,-399000000.0,,-1561000000.0,,1435000000.0,,6822000000.0,,-5000000.0,,,42000000.0,300000000.0,,1000000.0,,86000000.0,3214000000.0,1145000000.0,,1967000000.0,-1561000000.0,,1232000000.0,37000000.0,,2075000000.0,-1000000.0,,127000000.0,214000000.0,1653000000.0,735000000.0,59000000.0,,,-72000000.0,227000000.0,609000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,-19000000.0,,,1203000000.0,1923000000.0,,,,,,,5130000000.0,,3051000000.0,,,,,1071000000.0,,,,,,,852000000.0,,239000000.0,,95000000.0,,,,,,,,,310800000.0,75000000.0,,,,,42000000.0,,,21000000.0,,0.0,,,,-49000000.0,533000000.0,3000000.0,95000000.0,6000000.0,739000000.0,,95000000.0,525000000.0,,3084000000.0,,,,,,-31000000.0,,0.305,,,,,,,,,,,2046000000.0,,,18000000.0,,,889000000.0,,379000000.0,,310800000.0,,3000000.0,3000000.0,,,,,4000000.0,,,,251000000.0,,0.3075,1119000000.0,,,56000000.0,,,,,,-55000000.0,,,,-40000000.0,,1736000000.0,-129000000.0,,,154000000.0,,,,,,-1594000000.0,,,,,,-5000000.0,,,-53000000.0,36000000.0,,,,,3231000000.0,1161000000.0,,2079000000.0,,,1296000000.0,46000000.0,,,-1000000.0,,141000000.0,229000000.0,1637000000.0,,65000000.0,,,,,0.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,128000000.0,,,1227000000.0,1997000000.0,,,,,,,5255000000.0,,3153000000.0,,,,,1143000000.0,,,,,,,854000000.0,,245000000.0,,103000000.0,,,,,,,,,310800000.0,79000000.0,,,,,41000000.0,,,22000000.0,,0.0,,,,-197000000.0,555000000.0,8000000.0,103000000.0,7000000.0,735000000.0,,103000000.0,517000000.0,,3151000000.0,,,,,,-31000000.0,,0.3275,,,,,,,,,,,2104000000.0,,,5000000.0,,,950000000.0,,392000000.0,,310800000.0,,8000000.0,8000000.0,,,,,1000000.0,,,,266000000.0,,0.33,1113000000.0,,,3000000.0,,,,,,-68000000.0,,,,6000000.0,,1782000000.0,10000000.0,,,163000000.0,,,,,,-1633000000.0,,,,,,4000000.0,,,5000000.0,196000000.0,,,,,3319000000.0,1154000000.0,,2102000000.0,,,1368000000.0,46000000.0,,,-15000000.0,,149000000.0,242000000.0,1686000000.0,,68000000.0,,,,,0.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,121000000.0,,,1199000000.0,1984000000.0,,,,,,,5277000000.0,,3189000000.0,,,,,1125000000.0,,,,,,,859000000.0,,244000000.0,,85000000.0,,,,,,,,,309200000.0,82000000.0,,,,,31000000.0,,,21000000.0,,0.0,,,,-84000000.0,520000000.0,25000000.0,85000000.0,7000000.0,736000000.0,,85000000.0,528000000.0,,3146000000.0,,,,,,-31000000.0,,0.2725,,,,,,,,,,,2131000000.0,,,4000000.0,,,953000000.0,,393000000.0,,309200000.0,,25000000.0,25000000.0,,,,,,,,,271000000.0,,0.2775,1131000000.0,,,8000000.0,,,,,,-75000000.0,,,,-95000000.0,,1719000000.0,64000000.0,,,127000000.0,,,,,,-1690000000.0,,,,,,-35000000.0,,,17000000.0,196000000.0,,,,,3398000000.0,1162000000.0,,2088000000.0,,,1422000000.0,30000000.0,,,-33000000.0,,115000000.0,209000000.0,1708000000.0,,67000000.0,,,,,0.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,116000000.0,,6000000.0,1216000000.0,1917000000.0,,,3147000000.0,,,18000000.0,5307000000.0,346000000.0,3290000000.0,,349000000.0,1402000000.0,,1062000000.0,,,281000000.0,4845000000.0,,1062000000.0,855000000.0,-124000000.0,267000000.0,,66000000.0,485000000.0,-492000000.0,22000000.0,30000000.0,136000000.0,5307000000.0,,,,84000000.0,534000000.0,,512000000.0,-8000000.0,30000000.0,22000000.0,2160000000.0,21000000.0,,0.0,320000000.0,,,-162000000.0,508000000.0,22000000.0,66000000.0,10000000.0,729000000.0,,66000000.0,530000000.0,,3147000000.0,,,2017000000.0,1917000000.0,,-31000000.0,,,968000000.0,1792000000.0,1230000000.0,-63000000.0,530000000.0,309600000.0,854000000.0,693000000.0,,855000000.0,2160000000.0,688000000.0,349000000.0,-21000000.0,22000000.0,1.125,968000000.0,-34000000.0,418000000.0,,,,22000000.0,22000000.0,,,56000000.0,,,-235000000.0,,995000000.0,281000000.0,,,512000000.0,,30000000.0,25000000.0,3496000000.0,3290000000.0,,,,-149000000.0,,349000000.0,,-106000000.0,,1724000000.0,101000000.0,0.0,,90000000.0,36000000.0,1.125,310000000.0,-347000000.0,,-1704000000.0,,1582000000.0,,6961000000.0,,28000000.0,,,-3000000.0,265000000.0,,-12000000.0,,85000000.0,3496000000.0,1230000000.0,,2017000000.0,-1704000000.0,,1402000000.0,14000000.0,,2116000000.0,-14000000.0,,80000000.0,174000000.0,1792000000.0,729000000.0,67000000.0,,,46000000.0,267000000.0,688000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,-20000000.0,,,1225000000.0,1961000000.0,,,,,,,5359000000.0,,3226000000.0,,,,,1121000000.0,,,,,,,840000000.0,,257000000.0,,101000000.0,,,,,,,,,308400000.0,82000000.0,,,,,30000000.0,,,20000000.0,,0.0,,,,-53000000.0,564000000.0,25000000.0,101000000.0,13000000.0,723000000.0,,101000000.0,526000000.0,,3169000000.0,,,,,,-31000000.0,,0.3225,,,,,,,,,,,2190000000.0,,,-6000000.0,,,957000000.0,,414000000.0,,312800000.0,,25000000.0,25000000.0,,,,,,,,,304000000.0,,0.3275,1178000000.0,,,22000000.0,,,,,,-47000000.0,,,,29000000.0,,1789000000.0,-154000000.0,,,150000000.0,,,,,,-1732000000.0,,,,,,-2000000.0,,,3000000.0,27000000.0,,,,,3475000000.0,1208000000.0,,2133000000.0,,,1472000000.0,44000000.0,,,-17000000.0,,145000000.0,232000000.0,1743000000.0,,75000000.0,,,,,0.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,69000000.0,,,1288000000.0,1898000000.0,,,,,,,5400000000.0,,3235000000.0,,,,,1055000000.0,,,,,,,843000000.0,,272000000.0,,126000000.0,,,,,,,,,308400000.0,83000000.0,,,,,30000000.0,,,20000000.0,,0.0,,,,-74000000.0,621000000.0,23000000.0,126000000.0,14000000.0,744000000.0,,126000000.0,524000000.0,,3126000000.0,,,,,,-34000000.0,,0.4025,,,,,,,,,,,2274000000.0,,,31000000.0,,,949000000.0,,434000000.0,,313200000.0,,23000000.0,23000000.0,,,,,,,,,278000000.0,,0.41,1198000000.0,,,25000000.0,,,,,,-105000000.0,,,,-102000000.0,,1909000000.0,-31000000.0,,,187000000.0,,,,,,-1755000000.0,,,,,,-4000000.0,,,-2000000.0,174000000.0,,,,,3517000000.0,1228000000.0,,2165000000.0,,,1564000000.0,56000000.0,,,-8000000.0,,182000000.0,270000000.0,1762000000.0,,79000000.0,,,,,0.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,186000000.0,,,1305000000.0,2267000000.0,,,,,,,5845000000.0,,3535000000.0,,,,,1387000000.0,,,,,,,880000000.0,,272000000.0,,54000000.0,,,,,,,,,308400000.0,85000000.0,,,,,30000000.0,,,22000000.0,,0.0,,,,-576000000.0,626000000.0,24000000.0,54000000.0,-73000000.0,785000000.0,,54000000.0,548000000.0,,3610000000.0,,,,,,-34000000.0,,0.1725,,,,,,,,,,,2235000000.0,,,-50000000.0,,,1150000000.0,,438000000.0,,314800000.0,,24000000.0,24000000.0,,,,,,,,,357000000.0,,0.175,1313000000.0,,,23000000.0,,,,,,-110000000.0,,,,281000000.0,,1931000000.0,67000000.0,,,188000000.0,,,,,,-1801000000.0,,,,,,5000000.0,,,1000000.0,296000000.0,,,,,3638000000.0,1343000000.0,,2310000000.0,,,1584000000.0,41000000.0,,,-32000000.0,,95000000.0,273000000.0,1837000000.0,,81000000.0,,,,,0.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,90000000.0,,-35000000.0,1296000000.0,2037000000.0,,,3394000000.0,,,36000000.0,5465000000.0,325000000.0,3410000000.0,,410000000.0,1376000000.0,,1272000000.0,,,310000000.0,5114000000.0,,1272000000.0,765000000.0,-133000000.0,287000000.0,,183000000.0,668000000.0,-531000000.0,53000000.0,104000000.0,204000000.0,5465000000.0,,,,92000000.0,700000000.0,,519000000.0,-35000000.0,104000000.0,53000000.0,2071000000.0,24000000.0,,0.0,342000000.0,,,172000000.0,638000000.0,53000000.0,129000000.0,93000000.0,734000000.0,,129000000.0,685000000.0,,3394000000.0,,,2055000000.0,2037000000.0,,-34000000.0,,,966000000.0,1759000000.0,1357000000.0,-315000000.0,685000000.0,307116105.0,1042000000.0,763000000.0,,765000000.0,2071000000.0,734000000.0,410000000.0,-10000000.0,53000000.0,1.335,966000000.0,31000000.0,463000000.0,,,,53000000.0,53000000.0,,,22000000.0,,,-201000000.0,,1088000000.0,310000000.0,,,519000000.0,,47000000.0,24000000.0,3360000000.0,3410000000.0,,,,-176000000.0,,464000000.0,,-409000000.0,,1934000000.0,99000000.0,0.0,,175000000.0,-53000000.0,1.31,312977099.0,-438000000.0,,-1601000000.0,,1749000000.0,,7563000000.0,,-34000000.0,,,29000000.0,266000000.0,,17000000.0,,86000000.0,3360000000.0,1357000000.0,,2055000000.0,-1601000000.0,,1376000000.0,63000000.0,,2449000000.0,-258000000.0,,246000000.0,267000000.0,1759000000.0,734000000.0,84000000.0,,,-19000000.0,319000000.0,734000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,-57000000.0,,,1133000000.0,1997000000.0,,,,,,,5323000000.0,,3289000000.0,,,,,1291000000.0,,,,,,,706000000.0,,263000000.0,,105000000.0,,,,,,,,,288000000.0,81000000.0,,,,,288000000.0,,,22000000.0,,0.0,,,,162000000.0,554000000.0,46000000.0,105000000.0,48000000.0,693000000.0,,105000000.0,647000000.0,,3447000000.0,,,,,,-32000000.0,,0.355,,,,,,,,,,,1876000000.0,,,2000000.0,,,1030000000.0,,426000000.0,,294800000.0,,46000000.0,46000000.0,,,,,,,,,304000000.0,,0.3625,1162000000.0,,,53000000.0,,,,,,-58000000.0,,,,-170000000.0,,1687000000.0,-138000000.0,,,128000000.0,,,,,,-1464000000.0,,,,,,-4000000.0,,,-7000000.0,1000000.0,,,,,3076000000.0,1450000000.0,,2034000000.0,,,1449000000.0,50000000.0,,,-338000000.0,,155000000.0,209000000.0,1612000000.0,,82000000.0,,,,,0.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,-21000000.0,,,1118000000.0,1900000000.0,,,,,,,5302000000.0,,3282000000.0,,,,,1192000000.0,,,,,,,708000000.0,,264000000.0,,114000000.0,,,,,,,,,284400000.0,82000000.0,,,,,379000000.0,,,23000000.0,,0.0,,,,-28000000.0,594000000.0,44000000.0,114000000.0,18000000.0,684000000.0,,114000000.0,649000000.0,,3350000000.0,,,,,,-31000000.0,,0.3925,,,,,,,,,,,1952000000.0,,,2000000.0,,,1017000000.0,,428000000.0,,291200000.0,,44000000.0,44000000.0,,,,,,,,,293000000.0,,0.4,1071000000.0,,,46000000.0,,,,,,-92000000.0,,,,-45000000.0,,1712000000.0,-125000000.0,,,166000000.0,,,,,,-1476000000.0,,,,,,0.0,,,-2000000.0,71000000.0,,,,,3092000000.0,1450000000.0,,2020000000.0,,,1532000000.0,47000000.0,,,-9000000.0,,161000000.0,248000000.0,1616000000.0,,82000000.0,,,,,0.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
