date,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingGrossProfit,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualChangeInInventory,quarterlyTotalRevenue,annualOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingResearchAndDevelopment,annualGoodwill,annualTotalRevenue,quarterlyTaxProvision,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,quarterlyBasicAverageShares,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,trailingChangeInAccountPayable,trailingPretaxIncome,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualRetainedEarnings,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1988-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,40500000.0,,,,,,,,,,,,,,,40500000.0,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,40500000.0,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,,,,,,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,44000000.0,,,,,,,,,,,,,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,96664000.0,,,,,,,44000000.0,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96664000.0,,,,,,,,,,,,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,8400000.0,,14000000.0,,,,,,439500000.0,,,-369400000.0,,,,,,6100000.0,,,,,,,,,129900000.0,3700000.0,,0.015,129900000.0,,,1500000.0,,,,,9600000.0,,,,,,,10300000.0,,,,,,,,43800000.0,,640700000.0,,,,,,,,,,,14900000.0,,,,,2600000.0,,,,96668000.0,,271300000.0,,,,,19900000.0,,,,,,,,,,,,,,,,426100000.0,,,0.015,117500000.0,,28900000.0,,,174500000.0,,,1200000.0,,,,,,,,,,,585900000.0,5800000.0,,,411400000.0,,,,,,,,,,,,5400000.0,,96668000.0,,,140100000.0,,,,146400000.0,23600000.0,,,,,,5800000.0,5800000.0,,,,,,41100000.0,,,,71000000.0,400000.0,,,7900000.0,,,,20200000.0,,,,,,,,,,,,,,,,,
1989-09-30,0.0,,80000000.0,,2700000.0,,,9300000.0,,12400000.0,13800000.0,100000.0,91700000.0,,,443400000.0,-3100000.0,96688000.0,-401900000.0,,94800000.0,-12700000.0,,0.05875,36500000.0,,100000.0,,14800000.0,422900000.0,,96688000.0,,91700000.0,21800000.0,,,91700000.0,694400000.0,4200000.0,1400000.0,,,,,10400000.0,,42100000.0,,,1600000.0,1000000.0,18300000.0,,,-56800000.0,-56300000.0,,,-1000000.0,42900000.0,55600000.0,694400000.0,,22700000.0,-32500000.0,-20500000.0,17600000.0,-6200000.0,,,5900000.0,,13800000.0,,,,171200000.0,2900000.0,,,,,,292500000.0,,-1200000.0,,,20200000.0,0.0,8800000.0,,,,,,,93900000.0,-16100000.0,-401900000.0,,147800000.0,3700000.0,-14900000.0,429900000.0,10100000.0,,,93900000.0,,53900000.0,,,168300000.0,,,200000.0,0.0,429900000.0,32500000.0,0.0,,9800000.0,,36500000.0,591200000.0,77300000.0,591200000.0,6400000.0,,,422900000.0,49100000.0,22700000.0,21800000.0,-10200000.0,,-10100000.0,38300000.0,,9800000.0,,,2700000.0,18300000.0,,100000.0,,130400000.0,,-200000.0,,147800000.0,22800000.0,18700000.0,0.05875,,,443400000.0,6400000.0,6400000.0,41700000.0,,91700000.0,,-800000.0,42100000.0,168300000.0,,,49100000.0,300000.0,0.0,-27400000.0,8800000.0,292500000.0,53900000.0,-2600000.0,20100000.0,22700000.0,130400000.0,,,,,,66400000.0,,93900000.0,,,,,,,
1989-12-31,91700000.0,,,,,,,37700000.0,,16700000.0,,0.0,,,,465800000.0,,,-401900000.0,,,,,,25500000.0,,,,30100000.0,,,,,107400000.0,3500000.0,,0.065,107400000.0,,,1000000.0,,,,,38500000.0,,,,,-3100000.0,700000.0,12400000.0,,,,,,,,80400000.0,,688800000.0,,,-7900000.0,,21500000.0,-28500000.0,,,,,22300000.0,,,,,12600000.0,,,,96704000.0,,286900000.0,,,,,50000000.0,,,,,,,,,,15700000.0,,,,,13600000.0,452300000.0,,,0.065,87100000.0,,38200000.0,,,177600000.0,,,1500000.0,,,,,,,,,,,591100000.0,25100000.0,,,413500000.0,,,,,,-1000000.0,,,11500000.0,,,2600000.0,,96704000.0,0.0,,126600000.0,,,,125300000.0,55200000.0,,,,,,25100000.0,25100000.0,,,,,-300000.0,42900000.0,,,,41600000.0,200000.0,0.0,22800000.0,9000000.0,,,-2700000.0,25200000.0,,,,,,,,,,,,,,,,,
1990-03-31,0.0,,,,,,,11000000.0,,15300000.0,,0.0,,,,470100000.0,,,-401900000.0,,,,,,23400000.0,,,,7800000.0,,,,,111100000.0,3700000.0,,0.01875,111100000.0,,,900000.0,,,,,12100000.0,,,,,-5500000.0,800000.0,16300000.0,,,,,,,,51700000.0,,690800000.0,,,-12700000.0,,10800000.0,-1300000.0,,,,,9000000.0,,,,,4200000.0,,,,96720000.0,,288900000.0,,,,,22200000.0,,,,,,,,,,3700000.0,,,,,-1900000.0,456400000.0,,,0.01875,89000000.0,,29000000.0,,,176200000.0,,,2100000.0,,,,,,,,,,,588100000.0,6800000.0,,,411900000.0,,,,,,-1500000.0,,,10100000.0,,,2700000.0,,96720000.0,-100000.0,,123000000.0,,,,118000000.0,27400000.0,,,,,,6800000.0,6800000.0,,,,,800000.0,43600000.0,,,,42700000.0,-100000.0,0.0,-5900000.0,8200000.0,,,-2600000.0,24300000.0,,,,,,,,,,,,,,,,,
1990-06-30,0.0,,,,,,,8100000.0,,13800000.0,,-4000000.0,,,,471700000.0,,,-401900000.0,,,,,,46000000.0,,,,-3800000.0,,,,,101800000.0,3200000.0,,0.015,101800000.0,,,600000.0,,,,,4800000.0,,,,,-3700000.0,1500000.0,12800000.0,,,,,,,,47100000.0,,683100000.0,,,-7100000.0,,9200000.0,-3300000.0,,,,,11700000.0,,,,,2500000.0,,,,97940000.0,,281200000.0,,,,,14700000.0,,,,,,,,,,-9300000.0,,,,,2100000.0,448300000.0,,,0.015,90300000.0,,27700000.0,,,189900000.0,,,1400000.0,,,,,,,,,,,589700000.0,5600000.0,,,399800000.0,,,,,,-5500000.0,,,9900000.0,,,2700000.0,,97940000.0,100000.0,,118600000.0,,,,118000000.0,18600000.0,,,,,,5600000.0,5600000.0,,,,,200000.0,45000000.0,,,,42600000.0,3800000.0,0.0,-15200000.0,8100000.0,,,-2700000.0,28500000.0,,,,,,,,,,,,,,,,,
1990-09-30,0.0,,109200000.0,,3400000.0,,,13100000.0,,15900000.0,16900000.0,100000.0,89000000.0,,,479500000.0,-2600000.0,97940000.0,-420700000.0,,91700000.0,-14400000.0,,0.1225,63800000.0,,3100000.0,,-26100000.0,382200000.0,,97940000.0,,89000000.0,20700000.0,,,89000000.0,703400000.0,6800000.0,-1500000.0,,,,,12300000.0,,40500000.0,,,2400000.0,-4700000.0,16300000.0,,,-41600000.0,-40800000.0,,,-1300000.0,59300000.0,61800000.0,703400000.0,,47600000.0,-13100000.0,-12900000.0,11900000.0,18700000.0,,,1100000.0,,16900000.0,,,,238500000.0,2900000.0,,,,,,282700000.0,,-1700000.0,,,22400000.0,0.0,10100000.0,,,,,,,129400000.0,-12700000.0,-420700000.0,,103400000.0,-9900000.0,-1200000.0,456000000.0,12600000.0,,,49500000.0,,53900000.0,,,200700000.0,,,1800000.0,-3900000.0,456000000.0,69800000.0,0.0,,22200000.0,,63800000.0,582900000.0,109100000.0,582900000.0,10200000.0,,,382200000.0,5600000.0,47600000.0,20700000.0,-10700000.0,,-4900000.0,67600000.0,,10100000.0,,,3400000.0,16300000.0,,0.0,,99500000.0,,,,103400000.0,28200000.0,8000000.0,0.1225,,,479500000.0,10200000.0,10200000.0,41600000.0,,89000000.0,,-2000000.0,40500000.0,200700000.0,,,5600000.0,-700000.0,0.0,-43300000.0,10100000.0,282700000.0,53900000.0,-2700000.0,31100000.0,47600000.0,99500000.0,,,,,,53400000.0,,49500000.0,,,,,,,
1990-12-31,89000000.0,,,,,,,20700000.0,,15900000.0,,-400000.0,,,,490800000.0,,,-420700000.0,,,,,,51900000.0,,,,4800000.0,,,,,76400000.0,2100000.0,,0.03625,76400000.0,,,,,,,,21000000.0,,,,,-5400000.0,1200000.0,16400000.0,,,,,,,,66900000.0,,716800000.0,,,-25000000.0,,9300000.0,-1000000.0,,,,,18400000.0,,,,,7000000.0,,,,97948000.0,,296100000.0,,,,,31200000.0,,,,,,100000.0,,,,-12700000.0,,,,,-15700000.0,467400000.0,,,0.03625,52800000.0,,36900000.0,,,184400000.0,,,2100000.0,,,,,,,,,,,580500000.0,13700000.0,,,396100000.0,,,,,,-900000.0,,,10200000.0,,,3500000.0,,97948000.0,0.0,,100000000.0,,,,89700000.0,36900000.0,,,,,,13700000.0,13700000.0,,,,,-900000.0,41700000.0,,,,7600000.0,-200000.0,0.0,-20900000.0,10900000.0,,,-2800000.0,30000000.0,,,,,,,,,,,,,,,,,
1991-03-31,0.0,,,,,,,3700000.0,,15500000.0,,-100000.0,,,,491300000.0,,,-420700000.0,,,,,,54300000.0,,,,3500000.0,,,,,57600000.0,1600000.0,,0.0075,57600000.0,,,200000.0,,,,,4300000.0,,,,,-6100000.0,-600000.0,15900000.0,,,,,,,,51500000.0,,729900000.0,,,-24300000.0,,7900000.0,-3400000.0,,,,,14600000.0,,,,,800000.0,,,,97948000.0,,309200000.0,,,,,14500000.0,,,,,,-300000.0,,,,-18800000.0,,,,,-16400000.0,467800000.0,,,0.0075,53400000.0,,32100000.0,,,171700000.0,,,2200000.0,,,,,,,,,,,576800000.0,2900000.0,,,405100000.0,,,,,,-2900000.0,,,10200000.0,,,4700000.0,,97948000.0,0.0,,95900000.0,,,,85500000.0,19800000.0,,,,,,2900000.0,2900000.0,,,,,-1900000.0,41100000.0,,,,7600000.0,-500000.0,0.0,-23400000.0,12900000.0,,,-2800000.0,31700000.0,,,,,,,,,,,,,,,,,
1991-06-30,0.0,,,,,,,4800000.0,,13600000.0,,-2700000.0,,,,491600000.0,,,-420700000.0,,,,,,64900000.0,,,,1900000.0,,,,,41500000.0,1400000.0,,0.0075,41500000.0,,,100000.0,,,,,5200000.0,,,,,1000000.0,400000.0,12000000.0,,,,,,,,44500000.0,,736700000.0,,,-16100000.0,,13600000.0,-3500000.0,,,,,11800000.0,,,,,2100000.0,,,,97952000.0,,316000000.0,,,,,13800000.0,,,,,,,,,,-16100000.0,,,,,-2500000.0,468100000.0,,,0.0075,52800000.0,,25200000.0,,,157000000.0,,,1900000.0,,,,,,,,,,,569600000.0,2700000.0,,,412600000.0,,,,,,-9700000.0,,,8600000.0,,,4300000.0,,97952000.0,0.0,,96600000.0,,,,78000000.0,18800000.0,,,,,,2700000.0,2700000.0,,,,,-2200000.0,41500000.0,,,,7000000.0,-300000.0,0.0,-26100000.0,15100000.0,,,-2800000.0,25700000.0,,,,,,,,,,,,,,,,,
1991-09-30,0.0,,52200000.0,,2400000.0,,,4300000.0,,21800000.0,18100000.0,9900000.0,41500000.0,,,491100000.0,-47500000.0,107056000.0,-446900000.0,,89000000.0,-11600000.0,,0.055,46500000.0,,22000000.0,,-4900000.0,433000000.0,,107056000.0,,41500000.0,1900000.0,,,41500000.0,783400000.0,13600000.0,100000.0,,,,,-18600000.0,,42000000.0,,,2500000.0,500000.0,14000000.0,,,-84800000.0,-99300000.0,,,-6600000.0,27600000.0,66700000.0,783400000.0,,21200000.0,-33900000.0,,18000000.0,-3700000.0,,,400000.0,,18100000.0,,,,190400000.0,2400000.0,,,,,,336500000.0,,1500000.0,,,-7300000.0,0.0,16700000.0,,,,,,,78600000.0,100000.0,-446900000.0,,84100000.0,-8000000.0,-15900000.0,467600000.0,-50500000.0,,,50100000.0,,34000000.0,,,142200000.0,,,7500000.0,6700000.0,467600000.0,33500000.0,0.0,,12300000.0,,46500000.0,575200000.0,111800000.0,575200000.0,1900000.0,,,433000000.0,5700000.0,21200000.0,1900000.0,-11300000.0,,,11900000.0,,11300000.0,,,2400000.0,14000000.0,,0.0,,96500000.0,,,,84100000.0,3200000.0,5300000.0,0.055,,,491100000.0,1900000.0,1900000.0,40300000.0,,41500000.0,,-1600000.0,42000000.0,142200000.0,,,5700000.0,23000000.0,0.0,-14400000.0,16700000.0,336500000.0,34000000.0,-2900000.0,24400000.0,21200000.0,96500000.0,,,,,,48800000.0,,50100000.0,,,,,,,
1991-12-31,41500000.0,,,,,,,8400000.0,,17300000.0,,600000.0,,,,493800000.0,,,-446900000.0,,,,,,38800000.0,,,,9500000.0,,,,,40100000.0,1900000.0,,0.01375,40100000.0,,,100000.0,,,,,8800000.0,,,,,-8300000.0,100000.0,21000000.0,,,,,,,,65500000.0,,792500000.0,,,-22900000.0,,10900000.0,200000.0,,,,,18900000.0,,,,,3300000.0,,,,97952000.0,,345600000.0,,,,,21400000.0,,,,,,,,,,-1500000.0,,,,,-12000000.0,470300000.0,,,0.01375,53700000.0,,41800000.0,,,147800000.0,,,1500000.0,,,,,,,,,,,589300000.0,5100000.0,,,441500000.0,,,,,,,,,12600000.0,,,2800000.0,,97952000.0,0.0,,95900000.0,,,,95500000.0,26100000.0,,,,,,5100000.0,5100000.0,,,,,1000000.0,42200000.0,,,,8700000.0,-200000.0,0.0,-12500000.0,15700000.0,,,-2800000.0,39400000.0,,,,,,,,,,,,,,,,,
1992-03-31,0.0,,,,,,,4200000.0,,16400000.0,,400000.0,,,,493700000.0,,,-446900000.0,,,,,,39600000.0,,,,7100000.0,,,,,29600000.0,1500000.0,,0.00625,29600000.0,,,200000.0,,,,,4500000.0,,,,,4000000.0,-300000.0,15900000.0,,,,,,,,56900000.0,,808800000.0,,,-28600000.0,,17600000.0,-3300000.0,,,,,17700000.0,,,,,2000000.0,,,,97968000.0,,361900000.0,,,,,15700000.0,,,,,,,,,,-10400000.0,,,,,-11000000.0,470100000.0,,,0.00625,53100000.0,,35100000.0,,,125100000.0,,,1800000.0,,,,,,,,,,,581900000.0,2200000.0,,,456800000.0,,,,,,,,,11100000.0,,,2700000.0,,97968000.0,0.0,,94900000.0,,,,88200000.0,20900000.0,,,,,,2200000.0,2200000.0,,,,,-800000.0,41800000.0,,,,8600000.0,-300000.0,0.0,-24800000.0,16500000.0,,,-2800000.0,36000000.0,,,,,,,,,,,,,,,,,
1992-06-30,0.0,,,,,,,4900000.0,,15200000.0,,3100000.0,,,,495300000.0,,,-446900000.0,,,,,,32900000.0,,,,4000000.0,,,,,20500000.0,1100000.0,,0.0075,20500000.0,,,100000.0,,,,,5500000.0,,,,,-6600000.0,-2400000.0,13500000.0,,,,,,,,56200000.0,,816600000.0,,,-20300000.0,,6000000.0,-2200000.0,,,,,18200000.0,,,,,1900000.0,,,,98204000.0,,369700000.0,,,,,16600000.0,,,,,,,,,,-9100000.0,,,,,-14300000.0,470700000.0,,,0.0075,51400000.0,,32800000.0,,,117300000.0,,,1400000.0,,,,,,,,,,,579500000.0,3000000.0,,,462200000.0,,,,,,0.0,,,11100000.0,,,3400000.0,,98204000.0,1000000.0,,92500000.0,,,,84200000.0,20700000.0,,,,,,3000000.0,3000000.0,,,,,-600000.0,39400000.0,,,,8600000.0,-400000.0,0.0,-12900000.0,17100000.0,,,-2800000.0,35500000.0,,,,,,,,,,,,,,,,,
1992-09-30,0.0,,72400000.0,,8900000.0,,,2000000.0,,17200000.0,18500000.0,1500000.0,37600000.0,,,493300000.0,-3900000.0,98304000.0,-484200000.0,,41500000.0,-8400000.0,,0.0275,22000000.0,,-4600000.0,,0.0,452400000.0,,98304000.0,,37600000.0,1100000.0,,,37600000.0,848800000.0,6800000.0,200000.0,,,,,5900000.0,,39100000.0,,,9900000.0,-300000.0,16300000.0,,,-57500000.0,-81200000.0,,,-900000.0,61200000.0,66000000.0,848800000.0,,10800000.0,-9400000.0,-5200000.0,27500000.0,-3100000.0,,,600000.0,,18500000.0,,,,239700000.0,1500000.0,,,,,,364600000.0,,-2900000.0,,,18800000.0,0.0,17600000.0,100000.0,,,,,,90700000.0,17100000.0,-484200000.0,,92200000.0,-1000000.0,18100000.0,468000000.0,-19200000.0,1200000.0,,56300000.0,,35900000.0,,,133100000.0,,,2100000.0,5600000.0,468000000.0,19400000.0,0.0,,8600000.0,,22000000.0,585500000.0,149000000.0,585500000.0,500000.0,,,452400000.0,8300000.0,10800000.0,1100000.0,-11400000.0,,-100000.0,24700000.0,,12900000.0,,,8900000.0,16300000.0,,100000.0,,87800000.0,,100000.0,,92200000.0,23100000.0,20600000.0,0.0275,,,493300000.0,500000.0,500000.0,47700000.0,,37600000.0,,-500000.0,39100000.0,133100000.0,,,8300000.0,-3600000.0,0.0,-7300000.0,17600000.0,364600000.0,35900000.0,-3000000.0,38100000.0,10800000.0,87800000.0,,,,,,62000000.0,,56300000.0,,,,,,,
1992-12-31,37600000.0,,,,,,,12300000.0,,18400000.0,,3000000.0,,,,498000000.0,,,-484200000.0,,,,,,35700000.0,,,,2000000.0,,,,,46200000.0,800000.0,,0.01875,46200000.0,,,300000.0,,,,,12700000.0,,,,,-4200000.0,-500000.0,23000000.0,,,,,,,,83000000.0,,845900000.0,,,-10900000.0,,15300000.0,-1200000.0,,,,,23200000.0,,,,,5100000.0,,,,98308000.0,,361700000.0,,,,,25600000.0,,,,,,-100000.0,,,,8600000.0,,,,,4400000.0,472700000.0,,,0.01875,57200000.0,,47000000.0,,,154400000.0,,,1800000.0,,,,,,,,,,,602200000.0,7200000.0,,,447800000.0,,,,,,,,,12900000.0,,,10300000.0,,98308000.0,0.0,,86100000.0,,,,104200000.0,31100000.0,,,,,,7200000.0,7200000.0,,,,,100000.0,38600000.0,,,,8300000.0,-200000.0,0.0,-5500000.0,17500000.0,,,-2900000.0,51900000.0,,,,,,,,,,,,,,,,,
1993-03-31,0.0,,,,,,,12400000.0,,18500000.0,,1100000.0,,,,502900000.0,,,-484200000.0,,,,,,36400000.0,,,,3000000.0,,,,,52400000.0,600000.0,,0.01875,52400000.0,,,100000.0,,,,,12800000.0,,,,,-9600000.0,2200000.0,20400000.0,,,,,,,,83400000.0,,840800000.0,,,-9000000.0,,13300000.0,-2800000.0,,,,,25900000.0,,,,,5100000.0,,,,98388000.0,,356600000.0,,,,,25600000.0,,,,,,0.0,,,,6200000.0,,,,,4300000.0,477400000.0,,,0.01875,59300000.0,,46900000.0,,,167100000.0,,,1700000.0,,,,,,,,,,,609100000.0,7300000.0,,,442000000.0,,,,,,,,,12800000.0,,,7900000.0,,98388000.0,400000.0,,85400000.0,,,,106200000.0,31300000.0,,,,,,7300000.0,7300000.0,,,,,700000.0,41100000.0,,,,10300000.0,-100000.0,0.0,-4300000.0,16800000.0,,,-3000000.0,52100000.0,,,,,,,,,,,,,,,,,
1993-06-30,0.0,,,,,,,8000000.0,,17400000.0,,0.0,,,,506100000.0,,,-484200000.0,,,,,,33800000.0,,,,2000000.0,,,,,62800000.0,1100000.0,,0.0125,62800000.0,,,300000.0,,,,,8500000.0,,,,,2800000.0,500000.0,18600000.0,,,,,,,,73600000.0,,835400000.0,,,-10100000.0,,22100000.0,-2800000.0,,,,,25300000.0,,,,,3100000.0,,,,98548000.0,,351200000.0,,,,,20400000.0,,,800000.0,,,200000.0,,,,10500000.0,,,,,12000000.0,479800000.0,,,0.0125,58100000.0,,45000000.0,,,172900000.0,,,1700000.0,,,,,,,,,,,609200000.0,4900000.0,,,436300000.0,,,,,,,,,11800000.0,,,7400000.0,,98548000.0,100000.0,,85100000.0,,,,103100000.0,25900000.0,,,,,,4900000.0,4900000.0,,,,,200000.0,41600000.0,,,,9100000.0,-200000.0,0.0,-8800000.0,16600000.0,,,-3000000.0,47700000.0,,,,,,,,,,,,,,,,,
1993-09-30,0.0,,91900000.0,,7300000.0,,,9300000.0,,15900000.0,16900000.0,1300000.0,61700000.0,,,508900000.0,24100000.0,98548000.0,-514500000.0,,37600000.0,-10700000.0,,0.0625,14900000.0,,-100000.0,,100000.0,460400000.0,,98548000.0,,61700000.0,5700000.0,,,61700000.0,873300000.0,6800000.0,500000.0,,,,,9200000.0,,44700000.0,,,1300000.0,3400000.0,23800000.0,,,-36300000.0,-50600000.0,,,,75100000.0,70100000.0,873300000.0,,24600000.0,-20600000.0,-3000000.0,20300000.0,-3900000.0,,,1200000.0,,16900000.0,,,,315100000.0,4100000.0,,,,,,358800000.0,,5600000.0,,,20300000.0,-100000.0,17600000.0,100000.0,,,-200000.0,,,113400000.0,-1200000.0,-514500000.0,,102000000.0,-9700000.0,-300000.0,482400000.0,20400000.0,1300000.0,,55600000.0,,46400000.0,,,150500000.0,,,1600000.0,5400000.0,482400000.0,42000000.0,0.0,,17400000.0,,14900000.0,610900000.0,201700000.0,610900000.0,5200000.0,,,460400000.0,3600000.0,24600000.0,5700000.0,-11800000.0,,0.0,43300000.0,,11100000.0,,,7300000.0,23800000.0,,-200000.0,,101600000.0,,-100000.0,,102000000.0,25100000.0,7100000.0,0.06375,,,508900000.0,5200000.0,5200000.0,48600000.0,,61700000.0,,,44700000.0,150500000.0,,,3600000.0,600000.0,0.0,-17700000.0,17600000.0,358800000.0,46400000.0,-2900000.0,50000000.0,24600000.0,101600000.0,,,,,,71000000.0,,55600000.0,,,,,,,
1993-12-31,61700000.0,,,,,,,11500000.0,,18900000.0,,0.0,,,,517700000.0,,,-514500000.0,,,,,,20800000.0,,,,100000.0,,,,,54100000.0,1700000.0,,0.02875,54100000.0,,,200000.0,,,,,11500000.0,,,,,-11300000.0,200000.0,22200000.0,,,,,,,,82200000.0,,872700000.0,,,-13400000.0,,9400000.0,-4500000.0,,,,,20500000.0,,,,,4200000.0,,,,98304000.0,,358200000.0,,,,,23300000.0,,,,,,,,,,-7500000.0,,,,,-4000000.0,490300000.0,,,0.02875,53900000.0,,44400000.0,,,155000000.0,,,2700000.0,,,,,,,,,,,616000000.0,11300000.0,,,461000000.0,,,,,,,,,11800000.0,,,7000000.0,,98304000.0,0.0,,102800000.0,,,,98300000.0,30400000.0,,,,,,7300000.0,11300000.0,,,,,-1200000.0,40900000.0,,,,6000000.0,200000.0,0.0,-12400000.0,18800000.0,,,-3000000.0,51800000.0,,,,,,,,,,,,,,,,,
