date,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingSaleOfInvestment,annualInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,trailingInvestingCashFlow,trailingCashDividendsPaid,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingPretaxIncome,annualBasicEPS,trailingNetIncome,annualTotalAssets,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,quarterlyCostOfRevenue,annualCurrentLiabilities,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyInventory,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,annualRetainedEarnings,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,annualInventory,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualCapitalStock,annualTotalRevenue,annualOperatingCashFlow,annualAccountsPayable,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEndCashPosition,quarterlyDilutedEPS,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualPretaxIncome,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyGrossPPE,trailingOperatingExpense,annualCurrentAssets,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualOtherNonCurrentAssets,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingIncome,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualEbitda,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyChangeInInventory,quarterlyGrossProfit,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingFreeCashFlow,annualCostOfRevenue,quarterlyOperatingExpense,annualOtherCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,annualChangeInInventory,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyTotalRevenue,trailingTaxProvision,quarterlyCapitalExpenditure,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualCurrentDebt,annualCashDividendsPaid,quarterlyBasicAverageShares,annualNetIncome,quarterlyBasicEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualFreeCashFlow,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,annualResearchAndDevelopment,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingResearchAndDevelopment,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1970-01-01 00:00:00.946598400,,,,,0.0,,,1791875.62,,,,,-990093156.15,-505791655.01,,,,,1543712708.07,,1116830180.07,3054767410.82,2571903125.14,,,129934903.88,,,,,,,186150865.01,,,373152879.5,3086914.25,0.0,,,,154484054.09,1671812818.68,,317011284.0,292373791.68,1408610000.0,349643922.39,,,1967666620.01,,,,-309160123.54,,300756784.98,2947634166.1,,,327966059.75,1967666620.01,,,,,,300756784.98,,,,,35918097.8,1931621042.64,,,,1561806484.15,171573063.13,,,,110006334.53,371353071.08,31898023.07,-1360773799.59,88761342.97,49635017.62,311800000.0,1603654982.89,,126072541.1,,,1092088281.86,,,,144434134.47,2781836.88,,,,174351777.51,1116830180.07,,,,,2778714.38,,,499872553.56,145524850.68,,0.0,204119071.71,2683414339.74,,,,,26930830.86,446946187.88,,,,,,,1275821347.42,,,,,451624426.21,,,144642232.27,,,,144434134.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,,,,,,,3457195.97,,,,,,,,,,,,,,4302013163.26,2723433130.0,,,138839251.05,,,,,,,299153491.12,,,,3996796.75,0.0,,,,193589087.92,,,1251940320.07,500966049.99,1408610000.0,409427144.93,,,3472313433.4,,,,,,286781398.44,,,,,3472313433.4,,,,,,286781398.44,,,,,187800462.14,,,,,,217766071.23,,,,,323393710.07,32743933.73,,,53189108.45,0.0,,,,,,,,,,179702204.86,11476684.96,,,,193589087.92,,,,,,8073539.34,,,,162648948.56,,0.0,246778196.37,3978619453.19,,,,,37062302.03,1390779571.12,,,,,,,,,,,,,,,180703769.2,,,,179702204.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,,,,,,-322783522.01,-50900000.0,3787377.17,,,,,,,,,,,,,,4359674870.02,2887035850.92,,,237509479.4,191234662.87,,,,,,404329770.26,-10674471.32,,,14805032.8,20560000.0,47360000.0,,,252036779.35,,,1046223524.34,493935866.89,1408610000.0,616662132.69,417054438.56,4673631.13,3419469812.38,,,,,,371480022.61,,371480022.61,,,3419469812.38,,-195863606.54,,,,350920022.61,,,,,188906015.36,,,,,,257985235.28,,-123383405.47,,,436999548.14,57672994.25,,,86538987.78,0.0,,,,,,,,,,248119320.92,10857234.43,,,84698624.17,452105565.15,,-100000000.0,,,0.0,2885667.0,,,,278086365.56,,0.0,338575767.13,3922675321.88,,,,,9500220.82,1283733003.74,,,,,,-10808236.05,,,,,,,,-11485677.56,248485014.46,65000000.0,-74699159.1,,248119320.92,,,286781398.44,293671033.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,,,,,188977530.92,,23701804.16,,,,0.0,,,,,,,,,,,,,3086106.09,24285941.25,,46574956.19,,,,,,,,,,,,,,,,,,,,,472484798.54,425909842.35,1408610000.0,,,,,,,,,,,,5000000.0,,,,1255142648.25,,483548063.85,,,4395466434.33,3845890320.06,,,,,,3351624632.82,,,,,,,,,,,,0.0,,10418796.76,,,,,,2951346255.16,,,,,,,,,,,,,,,,,,,1046493524.34,,,,,468640174.5,,3351624632.82,,,,208649123.91,549576114.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,63169824.75,,63031015.12,,,,,,,,,,,,,,,,,,,,,,72130694.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701586.89,,,,,,,,,,,,63031015.12,,,,,,,,,,,,,,,,,,,,,84333152.65,,,86608080.17,,,,,,,114214743.12,,,,,,,29881590.47,,,,,,,,,,19648359.04,,21736668.53,,84906493.28,,,,,,186345437.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,60200846.08,,60620682.11,,,-116414949.26,-66033912.38,3738784.71,192196504.52,,34426373.32,,,,0.0,0.136591,,,,0.136591,,5062203678.57,3552199647.07,,93545873.2,270914002.64,199911428.67,3738784.71,22769112.68,,0.0,,476210117.57,41339733.0,,,22769112.68,0.0,47374956.19,542245988.55,,321990377.8,,,1046893524.34,475964726.81,1658610000.0,756564341.86,502611988.25,88124298.01,3391270914.25,1118915776.02,1118915776.02,1658610000.0,,,1118915776.02,,1118915776.02,,,3391270914.25,,4060672.69,-1497684.12,,,1118915776.02,,1317807526.98,,475964726.81,192196504.52,,5062203678.57,3889676041.33,60620682.11,,324805926.29,,-101910405.31,3391270914.25,,1172527637.24,80935707.22,,,119214540.85,0.0,,,,,0.0,,88124298.01,,81251488.47,258392601.47,34426373.32,80631741.6,3552199647.07,747435753.41,525539615.12,,-65000000.0,,114064306.87,539600293.94,822260.16,,,,315359423.21,32812818.4,0.0,441204918.65,3889676041.33,,,1046893524.34,,66622835.66,1317807526.98,21887134.56,476210117.57,21928579.64,3391270914.25,82129425.72,-7964079.88,,270914002.64,1172527637.24,,207610180.07,,,3066224.34,258183090.63,,-113511060.16,,258392601.47,,,371480022.61,400701582.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,70069433.08,,70225577.38,,,,,,900000.0,-486230965.01,51782519.32,,,,0.0,,,,,,,,,,92224064.26,,,3918935.71,22939658.24,,46631456.39,,,,,,,,,,,,,2568.01,,,,,,,,679316267.4,632684811.01,1658610000.0,,,,,,0.037122,,,-46631456.39,,628096.12,,-439166667.03,,-443016.02,1284593924.27,,471400246.7,,,5099024649.53,3818388591.6,70225577.38,,,,,3324501990.67,,,,,,,,,,,,1386294.84,,11056994.2,0.0,90895556.9,,,91886506.52,3622425224.45,,,,,,126369624.61,,,,-629932361.48,,,35474067.71,,,,,,1046793524.34,,,,23865945.92,546435694.95,21188977.32,3324501990.67,91258410.4,,,237800399.93,1280636057.93,,218593688.87,,-583308511.51,,,,,,,0.037122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,51324839.71,,51436547.09,,,,,,59000000.0,-107482161.51,42558805.87,,,,0.0,,,,,,,,,,98525857.87,,,3781146.74,18186281.62,,46631456.39,,,,,,,,,,,,,-14650289.52,,,,,,,,571834105.89,525202649.5,1658610000.0,,,,,,,,,0.0,,691491.03,,-91350412.29,,-2798488.07,1767697808.57,,507347990.16,,,5633488232.95,4972628364.73,51436547.09,,,,,4442917438.5,,,,,,,,,,,,0.0,,492058340.35,1324634.79,64785678.69,,,63794729.07,3673861771.54,,,,,,96430593.35,,,,-173900527.76,,,31644914.66,,,,,,1105893524.34,,,,22014870.96,597872242.04,14300075.78,4442917438.5,65624915.49,,,661804284.23,660859868.22,,194956451.22,,-175217556.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,76869860.53,,76960186.38,156867508.36,,,,,207761708.33,-77133217.02,34712657.65,,,,0.0,,,,,,,,,,80505371.33,,,7796888.32,19653134.51,,46631456.39,,,,,,,,,,,,,-35110578.49,,,,,,,,494700888.87,448069432.48,1658610000.0,,525202649.5,,,,0.040682,,,,,411488.39,208280000.0,-600583.37,,3180368.98,2190347711.51,53181652.55,562899839.42,,,6150648395.78,5580410676.94,76960186.38,,,,,4995304258.96,,,,,,,,,24531934.56,,,0.0,,674569648.04,-299513880.53,98972430.75,,,152576086.23,3752538975.94,,,,,-1466852.89,137241452.43,,,448069432.48,-410350515.87,,,38269021.68,,,,2120420.73,,1177798524.34,,,,26729720.66,674832428.42,22113084.76,4995304258.96,98982945.29,,,1012549187.17,570237718.84,,217746823.76,,-157468091.73,,,,,,,0.040682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,85261808.65,,84642234.14,168029473.12,,-1743339311.15,-25335000.0,4714673.92,208601782.84,52569878.59,17418637.1,,,,0.0,0.149738,,,,0.149738,,6214884813.73,3837860710.08,,134306227.06,991523796.47,261240287.38,4714673.92,17903832.62,,0.0,,687698933.33,16755048.02,,,17903832.62,0.0,,,,367564454.15,,-1894040.89,1176898524.34,333415651.73,1658610000.0,909984957.46,552905969.8,214180494.36,5291969782.74,510615413.44,510615413.44,1658610000.0,,448069432.48,510615413.44,,500639311.07,,,5291969782.74,,-224330824.73,911540.35,627000000.0,-409688453.93,510615413.44,-3757037.89,2168422320.81,80728012.63,333415651.73,208601782.84,,6214884813.73,5647231706.7,84642234.14,,366876443.81,,-1493712086.42,5291969782.74,,567653107.03,91086376.21,,,136858982.79,0.0,,4500528.23,,,0.0,,214180494.36,73858421.01,112910787.81,283264544.99,17418637.1,192649725.61,3837860710.08,-618276464.95,630759347.08,,-6280000.0,1749301.89,144381766.55,-3818173.0,2642615.89,500639311.07,-529155906.04,,405561520.52,31470978.74,0.0,504423436.94,5647231706.7,6842233.11,,1176898524.34,,83350501.84,2168422320.81,18475838.67,687698933.33,25748363.98,5291969782.74,111010172.63,4865280.06,,991523796.47,567653107.03,,278687993.61,,-577717927.05,446697.74,283525941.97,627000000.0,-51652340.89,,283264544.99,,,1118915776.02,-940806116.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
