,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOperatingExpense,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualDilutedEPS,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,annualBasicAverageShares,annualInterestExpense,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,annualTotalRevenue,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyOperatingIncome,annualChangeInInventory,trailingTaxProvision,quarterlyTotalRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualRetainedEarnings,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyDilutedAverageShares,trailingGrossProfit,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingOperatingIncome,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualInvestmentsAndAdvances,trailingPretaxIncome,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherShortTermInvestments,trailingPurchaseOfBusiness,trailingDilutedEPS,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1096502400,,,,,758000000.0,,,3400000.0,-15000000.0,57300000.0,,,,,-32400000.0,,,30300000.0,,,,,,,,,,100000.0,,22700000.0,-109100000.0,,,,,,-7700000.0,,,8300000.0,,0.17,13900000.0,-29100000.0,25900000.0,,,,,,90300000.0,189600000.0,13300000.0,,,,,660500000.0,,,,-6700000.0,,398200000.0,,-131900000.0,-12200000.0,-7800000.0,,-17500000.0,30785285.0,12000000.0,,,111700000.0,,,,-359800000.0,,,,,,,,,0.18,-21600000.0,,35500000.0,-46600000.0,5500000.0,5500000.0,,,,,,,,0.0,,,400000.0,,85800000.0,,,64500000.0,,,32500000.0,,,,,49300000.0,113400000.0,575700000.0,,,,,-3900000.0,,,,,,32273436.0,,,8300000.0,,8300000.0,,,,-7700000.0,,10700000.0,,400000.0,,,,,54900000.0,,,,,,500000.0,,,,15400000.0,,,,,,750800000.0,,641700000.0,5500000.0,30000000.0,23900000.0,452100000.0,,,-14000000.0,-29400000.0,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,-26900000.0,,777000000.0,,-22600000.0,3300000.0,-9000000.0,79400000.0,,-374100000.0,,58900000.0,-16600000.0,31400000.0,,38300000.0,,31816202.0,,266000000.0,,,,-100000.0,7100000.0,-100000.0,46500000.0,64700000.0,-88400000.0,8600000.0,,49800000.0,1.57,,-9900000.0,30604597.0,61600000.0,9700000.0,,,17600000.0,17400000.0,70900000.0,695100000.0,,457900000.0,,188900000.0,134900000.0,266000000.0,18600000.0,,812300000.0,4900000.0,96300000.0,677400000.0,,,-100000.0,27900000.0,,402900000.0,3300000.0,-118800000.0,8000000.0,-10500000.0,49800000.0,-6700000.0,,53300000.0,1900000.0,,236000000.0,49800000.0,72800000.0,400000.0,-374100000.0,2600000.0,-28700000.0,,,58900000.0,,,506200000.0,,12900000.0,,39600000.0,1400000.0,19900000.0,19900000.0,-26000000.0,55100000.0,,723900000.0,,582700000.0,-88400000.0,8600000.0,,43600000.0,0.0,,165100000.0,134900000.0,,143000000.0,-118800000.0,,46500000.0,,,1200000.0,,55100000.0,96300000.0,582700000.0,,400000.0,,,-14600000.0,143000000.0,,,677400000.0,99700000.0,,,402900000.0,9700000.0,1.63,9700000.0,79400000.0,,23600000.0,-7700000.0,9700000.0,11400000.0,-71200000.0,400000.0,9700000.0,173600000.0,,-19600000.0,8300000.0,130000000.0,,200000.0,,,400000.0,777000000.0,9700000.0,,15700000.0,,,,,,812300000.0,54700000.0,723900000.0,19900000.0,31400000.0,23600000.0,457900000.0,39600000.0,38300000.0,14000000.0,2400000.0,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,778500000.0,,,6300000.0,1300000.0,65600000.0,,,,,44800000.0,,,39100000.0,,,,,,,,,,0.0,,69100000.0,-69000000.0,,,,,,-4200000.0,,,67000000.0,,0.7,16000000.0,36900000.0,73300000.0,,,,,,117500000.0,256800000.0,16000000.0,,,,,658800000.0,,,,41400000.0,,395500000.0,,-103100000.0,18800000.0,-4200000.0,,-29000000.0,31140713.0,57300000.0,,,267400000.0,,,,-383000000.0,,,,,,,,,0.73,90600000.0,,45600000.0,57300000.0,22600000.0,22600000.0,,,,,,,,16600000.0,,,700000.0,,194100000.0,,,111100000.0,,,35000000.0,,,,,45300000.0,58700000.0,567900000.0,,,,,-200000.0,,,,,,32323129.0,,,67000000.0,,67000000.0,,,,-8600000.0,,11800000.0,,400000.0,,,,,9700000.0,,,,,,300000.0,,,,15700000.0,,,,,,776300000.0,,707300000.0,22600000.0,31600000.0,23400000.0,450500000.0,,,-11000000.0,86400000.0,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,774200000.0,,,5300000.0,-5200000.0,53200000.0,,,,,800000.0,,,35000000.0,,,,,,,,,,-300000.0,,19300000.0,-81400000.0,,,,,,-5900000.0,,,55500000.0,,-0.03,13100000.0,-32700000.0,21500000.0,,,,,,96200000.0,224900000.0,13100000.0,,,,,651900000.0,,,,-8300000.0,,387500000.0,,-110000000.0,-7600000.0,-5600000.0,,-18500000.0,31430900.0,8400000.0,,,110400000.0,,,,-386700000.0,,,,,,,,,-0.03,12800000.0,,41300000.0,-11500000.0,-700000.0,-700000.0,,,,,,,,5300000.0,,,200000.0,,88900000.0,,,59300000.0,,,37500000.0,,,,,46300000.0,91100000.0,564300000.0,,,,,-800000.0,,,,,,31430900.0,,,55500000.0,,55500000.0,,,,-8600000.0,,10900000.0,,400000.0,,,,,67000000.0,,,,,,200000.0,,,,15900000.0,,,,,,748100000.0,,666700000.0,-700000.0,31200000.0,23100000.0,441800000.0,,,11000000.0,7200000.0,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,789700000.0,,,11100000.0,-5800000.0,59700000.0,,,,,-42900000.0,,,44300000.0,,,,,,,,,,-3200000.0,,23000000.0,-83000000.0,,,,,,-12500000.0,,,23800000.0,,-0.14,14100000.0,-27000000.0,25900000.0,,,,,,93500000.0,242800000.0,14100000.0,,,,,675500000.0,,,,-7600000.0,,388300000.0,,-121200000.0,-3200000.0,-9300000.0,,10500000.0,31593768.0,11800000.0,,,120300000.0,,,,-401400000.0,,,,,,,,,-0.14,-33300000.0,,41300000.0,-31700000.0,-4400000.0,-4400000.0,,,,,,,,1400000.0,,,300000.0,,94400000.0,,,74700000.0,,,32300000.0,,,,,44200000.0,119500000.0,590000000.0,,,,,-3400000.0,,,,,,31593768.0,,,23800000.0,,23800000.0,,,,-8700000.0,,11200000.0,,400000.0,,,,,55500000.0,,,,,,100000.0,,,,16000000.0,,,,,,769000000.0,,686000000.0,-4400000.0,32100000.0,22800000.0,443200000.0,,,-100000.0,-42600000.0,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,-31800000.0,,745300000.0,,-8800000.0,10100000.0,900000.0,88300000.0,,-379200000.0,,56400000.0,-46500000.0,27300000.0,,41700000.0,,32049632.0,,334400000.0,,,,-3400000.0,37400000.0,-100000.0,39800000.0,77400000.0,-79100000.0,7800000.0,,30900000.0,0.97,,23400000.0,31487975.0,61600000.0,47100000.0,,,13200000.0,35800000.0,78600000.0,742300000.0,,415900000.0,400000.0,199300000.0,139400000.0,334400000.0,13200000.0,,829400000.0,15800000.0,81500000.0,690000000.0,,,-43800000.0,17100000.0,,366100000.0,10100000.0,-115500000.0,7800000.0,-12700000.0,26800000.0,-16800000.0,,65400000.0,13000000.0,,244200000.0,30900000.0,56100000.0,3500000.0,-379200000.0,9700000.0,-34700000.0,,,56400000.0,,,543000000.0,,17800000.0,,33900000.0,23300000.0,13400000.0,9300000.0,800000.0,43700000.0,,750300000.0,,612400000.0,-79100000.0,7800000.0,600000.0,45900000.0,300000.0,,165600000.0,139400000.0,,183000000.0,-115500000.0,,39800000.0,,,1500000.0,,43700000.0,81500000.0,612400000.0,,400000.0,,,-34300000.0,183000000.0,,,690000000.0,87900000.0,,,366100000.0,47100000.0,0.98,47100000.0,88300000.0,,22500000.0,-8800000.0,47100000.0,12000000.0,-53800000.0,400000.0,47100000.0,188800000.0,,-38700000.0,23800000.0,142900000.0,,-3600000.0,,,3500000.0,745300000.0,47100000.0,,14000000.0,,,,,,829400000.0,42600000.0,750300000.0,13400000.0,27300000.0,22500000.0,415900000.0,33900000.0,41700000.0,-3300000.0,5100000.0,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,754900000.0,,,6400000.0,-3500000.0,66200000.0,,,,,69700000.0,,,40900000.0,,,,,,,,,,-1000000.0,,61200000.0,-59400000.0,,,,,,-10300000.0,,,100800000.0,,0.88,14200000.0,2300000.0,65000000.0,,,,300000.0,,114400000.0,285800000.0,14200000.0,,,,,646700000.0,,,,37700000.0,,365700000.0,,-95100000.0,9100000.0,-9300000.0,,-50400000.0,32121621.0,50800000.0,,,217900000.0,,,,-389200000.0,,,,,,,,,0.89,112600000.0,,30600000.0,53700000.0,28600000.0,28600000.0,,,,,,,,13000000.0,,,200000.0,,152900000.0,,,86700000.0,,,31800000.0,,,,,38300000.0,79200000.0,577800000.0,,,,,400000.0,,,,,,32375610.0,,,100800000.0,,100800000.0,,,,-9800000.0,,10400000.0,,400000.0,,,,,47100000.0,,,,,,3400000.0,,,,13500000.0,,,,,,761100000.0,,701700000.0,28600000.0,27900000.0,22300000.0,415900000.0,,,1100000.0,103300000.0,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,765300000.0,,,7100000.0,-8600000.0,48700000.0,,,,,-24700000.0,,,48600000.0,,,,,,,,,,-1100000.0,,17800000.0,-63000000.0,,,,,,-7700000.0,,,58100000.0,,-0.07,12800000.0,-26000000.0,20000000.0,,,,14000000.0,,80800000.0,241700000.0,12800000.0,,,,,646200000.0,,,,-4300000.0,,367200000.0,,-106000000.0,-2200000.0,-6600000.0,,-20200000.0,32011226.0,7200000.0,,,108100000.0,,,,-398100000.0,,,,,,,,,-0.07,-17200000.0,,41700000.0,-42700000.0,-2100000.0,-2100000.0,,,,,,,,7700000.0,,,100000.0,,88100000.0,,,57600000.0,,,21100000.0,,,,,30200000.0,106200000.0,574300000.0,,,,,1600000.0,,,,,,32011226.0,,,58100000.0,,58100000.0,,,,-9900000.0,,10600000.0,,400000.0,,,,,100800000.0,,,,,,3300000.0,,,,13100000.0,,,,,,727000000.0,,664000000.0,-2100000.0,33100000.0,22000000.0,422300000.0,,,400000.0,-23800000.0,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,769800000.0,,,6000000.0,800000.0,60800000.0,,,,,-37700000.0,,,43900000.0,,,,,,,,,,-1800000.0,,27100000.0,-74200000.0,,,,,,-10400000.0,,,8400000.0,,0.07,12700000.0,-38300000.0,29600000.0,,,,9000000.0,,103200000.0,248400000.0,12700000.0,,,,,641600000.0,,,,3800000.0,,366200000.0,,-112800000.0,1500000.0,-8600000.0,,-22300000.0,32436995.0,16900000.0,,,123600000.0,,,,-403600000.0,,,,,,,,,0.07,-16100000.0,,42300000.0,-49700000.0,2300000.0,2300000.0,,,,,,,,3100000.0,,,100000.0,,94000000.0,,,73800000.0,,,35900000.0,,,,,30400000.0,144700000.0,568900000.0,,,,,400000.0,,,,,,32660605.0,,,8400000.0,,8400000.0,,,,-9900000.0,,10200000.0,,400000.0,,,,,58100000.0,,,,,,3400000.0,,,,13500000.0,,,,,,744800000.0,,670600000.0,2300000.0,34300000.0,21700000.0,422200000.0,,,300000.0,-24700000.0,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,-36400000.0,,783000000.0,,-23200000.0,7800000.0,-11900000.0,73000000.0,,-408400000.0,,53700000.0,-17400000.0,26400000.0,,35800000.0,,32592780.0,,283800000.0,,,,2200000.0,-39700000.0,-500000.0,40000000.0,55200000.0,-65100000.0,2900000.0,,55000000.0,1.69,,-12400000.0,32345962.0,53700000.0,7400000.0,,,14000000.0,-2400000.0,58500000.0,660700000.0,,422500000.0,6300000.0,173100000.0,119000000.0,283800000.0,14000000.0,,771400000.0,14800000.0,146100000.0,652400000.0,,,-10100000.0,32600000.0,,374600000.0,7800000.0,-95400000.0,6400000.0,-11900000.0,55000000.0,-3300000.0,,44500000.0,-64400000.0,,211100000.0,55000000.0,59200000.0,3100000.0,-408400000.0,47100000.0,-39500000.0,,,53700000.0,,,487600000.0,,16300000.0,,58900000.0,-1000000.0,26200000.0,26200000.0,-40800000.0,11100000.0,,706300000.0,,582400000.0,-65100000.0,2900000.0,29600000.0,41900000.0,0.0,,152600000.0,119000000.0,,114000000.0,-95400000.0,,40000000.0,,,400000.0,,11100000.0,146100000.0,582400000.0,,400000.0,,,1700000.0,114000000.0,,,652400000.0,95600000.0,,,374600000.0,7400000.0,1.7,7400000.0,73000000.0,,21500000.0,-9900000.0,7400000.0,10700000.0,-96200000.0,400000.0,7400000.0,161300000.0,,4100000.0,8400000.0,119400000.0,,-4400000.0,,,3100000.0,783000000.0,7400000.0,,13600000.0,,,,,,771400000.0,69800000.0,706300000.0,26200000.0,26400000.0,21500000.0,422500000.0,58900000.0,35800000.0,400000.0,4400000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,795700000.0,,,5800000.0,-2800000.0,56600000.0,,,,,38300000.0,,,38500000.0,,,,,,,,,,0.0,,59200000.0,-45500000.0,,,,,,-16500000.0,,,35400000.0,,0.8,15600000.0,53200000.0,64600000.0,,,,8000000.0,,104000000.0,261300000.0,15600000.0,,,,,632700000.0,,,,35100000.0,,376800000.0,,-79300000.0,9000000.0,-8900000.0,,-35800000.0,32578962.0,49000000.0,,,264200000.0,,,,-418900000.0,,,,,,,,,0.8,80400000.0,,59000000.0,28000000.0,26100000.0,26100000.0,,,,,,,,9000000.0,,,100000.0,,199600000.0,,,116900000.0,,,35400000.0,,,,,9500000.0,92800000.0,564200000.0,,,,,0.0,,,,,,32767941.0,,,35400000.0,,35400000.0,,,,-10400000.0,,10200000.0,,400000.0,,,,,7400000.0,,,,,,3000000.0,,,,13900000.0,,,,,,736700000.0,,691200000.0,26100000.0,31900000.0,21200000.0,429900000.0,,,700000.0,71500000.0,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,829300000.0,,,6100000.0,-3700000.0,47500000.0,,,,,18000000.0,,,46600000.0,,,,,,,,,,0.0,,19300000.0,-48800000.0,,,,,,-13900000.0,,,31300000.0,,-0.1,15800000.0,-24700000.0,25400000.0,,,,8200000.0,,93700000.0,232500000.0,15800000.0,,,,,629500000.0,,,,-3900000.0,,387800000.0,,-91700000.0,-700000.0,-13900000.0,,-19600000.0,32257415.0,9600000.0,,,127500000.0,,,,-441500000.0,,,,,,,,,-0.1,29600000.0,,60900000.0,-4100000.0,-3200000.0,-3200000.0,,,,,,,,9200000.0,,,200000.0,,102100000.0,,,64500000.0,,,34100000.0,,,,,6900000.0,119900000.0,561700000.0,,,,,0.0,,,,,,32257415.0,,,31300000.0,,31300000.0,,,,-10500000.0,,9700000.0,,400000.0,,,,,35400000.0,,,,,,2900000.0,,,,13500000.0,,,,,,723200000.0,,674400000.0,-3200000.0,33200000.0,20900000.0,441900000.0,,,1400000.0,15700000.0,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,859200000.0,,,5400000.0,-7200000.0,69700000.0,,,,,-41400000.0,,,49800000.0,,,,,,,,,,-300000.0,,26100000.0,-48300000.0,,,,,,-12900000.0,,,2000000.0,,0.2,16200000.0,-32800000.0,32500000.0,,,,10400000.0,,127200000.0,272400000.0,16200000.0,,,,,642700000.0,,,,3000000.0,,396800000.0,,-93100000.0,-3700000.0,-12600000.0,,3700000.0,32903048.0,16300000.0,,,139500000.0,,,,-462400000.0,,,,,,,,,0.2,-22900000.0,,55200000.0,-29300000.0,6700000.0,6700000.0,,,,,,,,15000000.0,,,0.0,,107000000.0,,,96800000.0,,,39700000.0,,,,,2800000.0,155400000.0,584700000.0,,,,,500000.0,,,,,,32988064.0,,,2000000.0,,2000000.0,,,,-10500000.0,,9800000.0,,400000.0,,,,,31300000.0,,,,,,2800000.0,,,,13800000.0,,,,,,769900000.0,,721600000.0,6700000.0,31700000.0,20700000.0,449200000.0,,,8700000.0,-35500000.0,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,-48000000.0,,826800000.0,,-300000.0,7300000.0,13400000.0,104900000.0,,-430000000.0,,67700000.0,-62600000.0,35300000.0,,53500000.0,,32931707.0,,365700000.0,,,,9400000.0,4700000.0,0.0,47200000.0,81000000.0,-4600000.0,8900000.0,,80000000.0,2.43,,-12600000.0,32810704.0,54600000.0,12100000.0,,,20100000.0,27000000.0,89500000.0,857300000.0,,454300000.0,17400000.0,212000000.0,165100000.0,365700000.0,20100000.0,,824600000.0,100000.0,128400000.0,659500000.0,,,-47700000.0,45900000.0,,396800000.0,7300000.0,-54500000.0,-4500000.0,-12600000.0,80000000.0,-7400000.0,,69400000.0,22700000.0,,326100000.0,80000000.0,70500000.0,4100000.0,-430000000.0,7400000.0,-42000000.0,,,67700000.0,,,645300000.0,,31400000.0,,44200000.0,10100000.0,50400000.0,50400000.0,-55900000.0,12600000.0,,820000000.0,,602700000.0,-4600000.0,8900000.0,44000000.0,41300000.0,100000.0,,236600000.0,165100000.0,,206600000.0,-54500000.0,,47200000.0,,,400000.0,,12600000.0,128400000.0,602700000.0,,400000.0,,,-10100000.0,206600000.0,,,659500000.0,118500000.0,,,396800000.0,12100000.0,2.44,12100000.0,104900000.0,,22200000.0,-10600000.0,12100000.0,11600000.0,-59100000.0,400000.0,12100000.0,185600000.0,,-9600000.0,2000000.0,144300000.0,,-300000.0,,,4100000.0,826800000.0,12100000.0,,13400000.0,,,,,,824600000.0,80100000.0,820000000.0,50400000.0,35300000.0,22200000.0,454300000.0,44200000.0,53500000.0,-1400000.0,18800000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,824800000.0,,,9100000.0,-300000.0,80800000.0,,,,,79700000.0,,,45600000.0,,,,,,,,,,200000.0,,89100000.0,29000000.0,,,,,,-8500000.0,,,102800000.0,,1.48,18900000.0,62400000.0,97000000.0,,,,5100000.0,,143200000.0,351900000.0,18900000.0,,,,,627500000.0,,,,68000000.0,,392000000.0,,-14500000.0,18900000.0,-8700000.0,,-43300000.0,32992482.0,78100000.0,,,380000000.0,,,,-432800000.0,,,,,,,,,1.49,145500000.0,,43500000.0,90700000.0,49100000.0,49100000.0,,,,,,,,13300000.0,,,1000000.0,,283000000.0,,,164300000.0,,,45000000.0,,,,,11300000.0,64800000.0,572700000.0,,,,,1900000.0,,,,,,33068105.0,,,102800000.0,,102800000.0,,,,-11000000.0,,11000000.0,,400000.0,,,,,12100000.0,,,,,,4100000.0,,,,12000000.0,,,,,,770700000.0,,799700000.0,49100000.0,34000000.0,21800000.0,447800000.0,,,1700000.0,136800000.0,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,838000000.0,,,14000000.0,9200000.0,66600000.0,,,,,3500000.0,,,51400000.0,,,,,,,,,,1000000.0,,29400000.0,27500000.0,,,,,,-10300000.0,,,40700000.0,,0.05,18200000.0,-43400000.0,37100000.0,,,,8500000.0,,104700000.0,253300000.0,18200000.0,,,,,569600000.0,,,,3400000.0,,394200000.0,,-20500000.0,1800000.0,-11300000.0,,-85100000.0,33117000.0,18900000.0,,,162000000.0,,,,-443800000.0,,,,,,,,,0.05,32800000.0,,42800000.0,-62100000.0,1600000.0,1600000.0,,,,,,,,0.0,,,700000.0,,124900000.0,,,80400000.0,,,34000000.0,,,,,21900000.0,108500000.0,504900000.0,,,,,-4500000.0,,,,,,33192000.0,,,40700000.0,,40700000.0,,,,-11100000.0,,10500000.0,,400000.0,,,,,102800000.0,,,,,,4100000.0,,,,11000000.0,,,,,,674300000.0,,701800000.0,1600000.0,32800000.0,21500000.0,448500000.0,,,600000.0,21500000.0,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,827200000.0,,,7200000.0,300000.0,93500000.0,,,,,-42200000.0,,,34700000.0,,,,,,,,,,-100000.0,,65300000.0,29500000.0,,,,,,-16600000.0,,,11800000.0,,0.87,20800000.0,-37800000.0,76800000.0,,,,900000.0,,160500000.0,309100000.0,20800000.0,,,,,562800000.0,,,,43600000.0,,389900000.0,,-700000.0,14900000.0,-16500000.0,,-12000000.0,33135000.0,56000000.0,,,237400000.0,,,,-437300000.0,,,,,,,,,0.87,-1900000.0,,39600000.0,-28900000.0,28700000.0,28700000.0,,,,,,,,10500000.0,,,0.0,,160600000.0,,,131900000.0,,,52400000.0,,,,,19300000.0,143800000.0,503900000.0,,,,,-2900000.0,,,,,,33201000.0,,,11800000.0,,11800000.0,,,,-11100000.0,,9300000.0,,400000.0,,,,,40700000.0,,,,,,4100000.0,,,,9500000.0,,,,,,723300000.0,,752800000.0,28700000.0,32800000.0,21000000.0,443700000.0,,,100000.0,-18400000.0,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,-67800000.0,,790300000.0,29800000.0,16200000.0,9700000.0,7000000.0,115400000.0,,-407200000.0,,82000000.0,-23100000.0,28600000.0,,-800000.0,,33166000.0,,390500000.0,,,,-2300000.0,22500000.0,0.0,66200000.0,126200000.0,64500000.0,0.0,,159500000.0,4.81,,-31300000.0,33096000.0,41600000.0,34600000.0,-117500000.0,,24100000.0,13100000.0,145300000.0,1167700000.0,,432100000.0,-14900000.0,356200000.0,215500000.0,390500000.0,24100000.0,,758100000.0,67500000.0,123300000.0,542600000.0,,,17900000.0,112000000.0,,383100000.0,9700000.0,68300000.0,31900000.0,-31300000.0,159500000.0,-21900000.0,,121200000.0,-5700000.0,,388300000.0,159500000.0,186300000.0,4100000.0,-407200000.0,12100000.0,-44300000.0,,,82000000.0,,0.0,811500000.0,,77700000.0,,29400000.0,22800000.0,80100000.0,80100000.0,-66700000.0,21600000.0,,822600000.0,,491600000.0,64500000.0,0.0,-400000.0,,,,243000000.0,215500000.0,,,68300000.0,,66200000.0,,,,3300000.0,21600000.0,123300000.0,491600000.0,,400000.0,,,-100000.0,,,,542600000.0,254100000.0,,,383100000.0,34600000.0,4.82,34600000.0,115400000.0,,20400000.0,-11100000.0,34600000.0,,-162300000.0,400000.0,34600000.0,310000000.0,,-5600000.0,11800000.0,274200000.0,,1100000.0,,,4100000.0,790300000.0,34600000.0,,9100000.0,,,,,29800000.0,758100000.0,227000000.0,822600000.0,80100000.0,28600000.0,20400000.0,432100000.0,29400000.0,-800000.0,-4700000.0,46400000.0,,,,,,,,,,,,,,,,,,,,,,
