date,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,trailingOperatingIncome,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualCurrentDebt,trailingFreeCashFlow,annualEndCashPosition,trailingCommonStockIssuance,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,trailingTaxProvision,quarterlyRetainedEarnings,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualFreeCashFlow,quarterlyTotalAssets,annualDilutedEPS,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualAccountsReceivable,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualOtherNonCashItems,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGoodwill,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyNetOtherInvestingChanges,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetIncome,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualCurrentLiabilities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualInventory,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualDeferredIncomeTax,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualPretaxIncome,trailingCashDividendsPaid,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingOperatingExpense,annualGrossPPE,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualBasicEPS,annualGoodwill,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingGrossProfit,annualCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualTotalRevenue,annualRepaymentOfDebt,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2003-09-30,,,,,,,,,,,,,,,-6546000.0,,193029000.0,131156000.0,-8111000.0,,-0.25,,156902000.0,,,9945000.0,,,,,46883000.0,,-3611000.0,,,,69481000.0,-12850000.0,,,,1336579000.0,,,1205423000.0,,847413000.0,,,,633326000.0,,,,,-6546000.0,,,,25777000.0,27239000.0,,,,,,,,489166000.0,,,47123000.0,,,,,28325000.0,,,-35236000.0,56891000.0,-2198000.0,,6978000.0,771000.0,-6546000.0,,,69481000.0,73092000.0,-21486000.0,,151730000.0,450794000.0,,6978000.0,,,,,,,,-4720000.0,-11266000.0,1048815000.0,,,,81854000.0,,24059000.0,,,2688000.0,6978000.0,,,8426000.0,,,,92878000.0,28177000.0,,0.0,-0.25,,,,,87249000.0,-599311000.0,,92878000.0,-17081000.0,,-10022000.0,,,,,1648126000.0,,,,,-294000.0,0.0,53028000.0,-3084000.0,,,,,,,,,,,,,,,,,,25777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,32661000.0,,,,323190000.0,,,,,,85200000.0,,4706000.0,,21663000.0,23340000.0,214421000.0,199548000.0,-8493000.0,,,,170053000.0,,,55008000.0,,102272000.0,86029000.0,5125000.0,-130853000.0,45983000.0,40819000.0,,4706000.0,0.0,217747000.0,-42323000.0,1085016000.0,,-20417000.0,1591332000.0,1.76,26061000.0,1391784000.0,45983000.0,1085016000.0,185794000.0,-1745000.0,199548000.0,696936000.0,7328000.0,52213000.0,500319000.0,-33047000.0,21663000.0,,1591332000.0,,,32661000.0,-8428000.0,108599000.0,25741000.0,,,,506316000.0,506316000.0,,45689000.0,43192000.0,,,,542000.0,52213000.0,,8331000.0,-34637000.0,50859000.0,92132000.0,,4706000.0,615000.0,21663000.0,43192000.0,170053000.0,-105443000.0,-146262000.0,6032000.0,,178742000.0,500319000.0,82137000.0,4706000.0,,,,17235000.0,,288066000.0,214421000.0,11170000.0,32833000.0,1205913000.0,50859000.0,,,82137000.0,2150000.0,6978000.0,1391784000.0,106806000.0,2185000.0,4706000.0,1205913000.0,156521000.0,8601000.0,,696936000.0,,85200000.0,35995000.0,,-19000.0,,178742000.0,7171000.0,,4706000.0,108599000.0,-476571000.0,,85200000.0,-2272000.0,,-3630000.0,454000.0,,29186000.0,35099000.0,1682484000.0,,69323000.0,,,27012000.0,-7678000.0,86029000.0,-1745000.0,-476571000.0,,,1682484000.0,,,,,85200000.0,-19000.0,1.77,,-2622000.0,-126663000.0,,-127223000.0,,,,611256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,,,,,,,,,32612000.0,,152940000.0,159979000.0,,,1.24,,194231000.0,,,74071000.0,,,,,89135000.0,,60165000.0,,,,254450000.0,38347000.0,,,,1585234000.0,,,1425255000.0,,1052496000.0,,,,,,,,,32612000.0,,,,25972000.0,19705000.0,,,,,,,,532738000.0,,,51371000.0,,,,,67692000.0,,,-22963000.0,38006000.0,-47000.0,,2788000.0,23000.0,32612000.0,,,254450000.0,194285000.0,12853000.0,,196699000.0,500130000.0,,2788000.0,,,,,,,,18632000.0,51244000.0,1216330000.0,,,,82342000.0,,4706000.0,,,2178000.0,2788000.0,,,8944000.0,-466000.0,,,22900000.0,-68556000.0,,0.0,1.26,,,,,123304000.0,-486798000.0,,22900000.0,-1918000.0,,89601000.0,,,,,1703128000.0,,,,,17957000.0,-8434000.0,78669000.0,-1868000.0,,,,,,,,,,,,,,,,,,26314000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,,,,,,,,,-716000.0,,123054000.0,128536000.0,,,-0.03,,183190000.0,,,20791000.0,,,,,-27218000.0,,6878000.0,,,,109659000.0,24257000.0,,,,1580432000.0,,,1451896000.0,,1017428000.0,,,,717317000.0,,,,,-716000.0,,,,27257000.0,17209000.0,,,,,,,,563004000.0,,,39474000.0,,,,,42869000.0,,,-43330000.0,48960000.0,-3457000.0,,7528000.0,216000.0,-716000.0,,,109659000.0,102781000.0,-10954000.0,,195855000.0,500073000.0,,7528000.0,,,,,,,,-728000.0,-1444000.0,1247680000.0,,,,86563000.0,,2788000.0,,,41290000.0,7528000.0,,,8764000.0,-62323000.0,,,4901000.0,12965000.0,,-17306000.0,-0.03,,,,,117283000.0,-496423000.0,,4901000.0,4740000.0,,35105000.0,,,,,1744103000.0,,,,,-844000.0,6981000.0,78679000.0,-1908000.0,,,,,,,,,,,,,,,,,,27582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,,,,,,,-8285000.0,,208981000.0,141344000.0,-8887000.0,,-0.3,,165893000.0,,,7708000.0,,,,,37682000.0,,-6504000.0,,,,81441000.0,-26961000.0,,,,1674653000.0,,,1533309000.0,,1126329000.0,,,,693129000.0,,,,,-8285000.0,,,,27373000.0,22768000.0,,,,,,,,548324000.0,,,65437000.0,,,,,30619000.0,,,-49697000.0,69935000.0,-389000.0,,4064000.0,1268000.0,-8285000.0,,,81441000.0,87945000.0,-20975000.0,,193853000.0,484906000.0,,4064000.0,,,,,,,,-5349000.0,-13634000.0,1289208000.0,,,,86816000.0,,7528000.0,,,2660000.0,4064000.0,,,8774000.0,,,,82700000.0,71340000.0,,0.0,-0.3,,,,,159047000.0,-503404000.0,,82700000.0,-3464000.0,,-25107000.0,,,,,1792612000.0,,,,,-2002000.0,-233000.0,60844000.0,-2010000.0,,,,,,,,,,,,,,,,,,27688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,40316000.0,,,,399244000.0,,,,,,117500000.0,,5248000.0,,26961000.0,26531000.0,267285000.0,237117000.0,-8912000.0,,,,183932000.0,,,64827000.0,,110026000.0,102478000.0,-12049000.0,-143913000.0,50572000.0,49487000.0,,5248000.0,0.0,262054000.0,-47692000.0,1163678000.0,,-44314000.0,1732195000.0,1.86,27283000.0,1495078000.0,50572000.0,1163678000.0,198334000.0,-2680000.0,237117000.0,724669000.0,4706000.0,60675000.0,484027000.0,-35105000.0,26961000.0,,1732195000.0,,,40316000.0,-1537000.0,91735000.0,27016000.0,,,,568517000.0,568517000.0,,50572000.0,47307000.0,,,,17575000.0,60675000.0,,48153000.0,-19779000.0,66477000.0,3893000.0,,5248000.0,1401000.0,26961000.0,47307000.0,183932000.0,-137190000.0,-186677000.0,3458000.0,,216740000.0,484027000.0,87231000.0,5248000.0,,,,28572000.0,,308360000.0,267285000.0,13976000.0,40937000.0,1318405000.0,66477000.0,,,87231000.0,2828000.0,4064000.0,1495078000.0,107739000.0,2025000.0,5248000.0,1318405000.0,167397000.0,9269000.0,,724669000.0,,117500000.0,12823000.0,,-239000.0,,216740000.0,-15618000.0,,5248000.0,91735000.0,-510530000.0,-1291000.0,117500000.0,1184000.0,,8140000.0,,,36713000.0,35751000.0,1828935000.0,,77103000.0,,,21602000.0,149000.0,102478000.0,-2680000.0,-510530000.0,,,1828935000.0,,,,,117500000.0,-239000.0,1.87,,542000.0,-135769000.0,,-152053000.0,,,,707604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,,,,,,,,,39887000.0,,177758000.0,164727000.0,-8955000.0,,1.43,,214864000.0,,,87021000.0,,,,,94973000.0,,71826000.0,,,,308777000.0,72408000.0,,,,1746597000.0,,,1581870000.0,,1147216000.0,,,,,,,,,39887000.0,,,,27578000.0,21429000.0,,,,,,,,599381000.0,,,67565000.0,,,,,70277000.0,,,-17195000.0,31401000.0,746000.0,,2740000.0,65000.0,39887000.0,,,308777000.0,236951000.0,35076000.0,,211806000.0,483875000.0,,2740000.0,,,,,,,,22876000.0,62763000.0,1328955000.0,,,,87244000.0,,5248000.0,,,2569000.0,2740000.0,,,9128000.0,-20942000.0,,,25500000.0,-101228000.0,,53000.0,1.45,,,,,160368000.0,-520193000.0,,25500000.0,-2508000.0,,115915000.0,,,,,1849148000.0,,,,,-4934000.0,-2895000.0,84693000.0,-2627000.0,,,,,,,,,,,,,,,,,,27863000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,,,,,,,,,1140000.0,,140521000.0,152696000.0,-8954000.0,,0.04,,207050000.0,,,25458000.0,,,,,50942000.0,,10146000.0,,,,153667000.0,10604000.0,,,,1724439000.0,,,1571743000.0,,1132604000.0,,,,768205000.0,,,,,1140000.0,,,,27555000.0,13527000.0,,,,,,,,591835000.0,,,46808000.0,,,,,35740000.0,,,-23024000.0,45842000.0,2044000.0,,40343000.0,405000.0,1140000.0,,,153667000.0,143521000.0,-14441000.0,,211866000.0,521500000.0,,40343000.0,,,,,,,,505000.0,1645000.0,1341089000.0,,,,87285000.0,,2740000.0,,,2100000.0,40343000.0,,,8906000.0,,,,27241000.0,30627000.0,,-53000.0,0.04,,,,,142885000.0,-529099000.0,,27241000.0,37603000.0,,30000000.0,,,,,1870188000.0,,,,,60000.0,-1966000.0,66472000.0,-2574000.0,,,,,,,,,,,,,,,,,,27834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,,,,,,-8671000.0,,218499000.0,205227000.0,-8962000.0,,-0.31,,189417000.0,,,10037000.0,,,,,-121939000.0,,-5415000.0,,,,106667000.0,-50258000.0,,,,2075814000.0,,,1870587000.0,,1505312000.0,,,,775081000.0,,,,,-8671000.0,,,,27560000.0,57251000.0,,,,,,,,570502000.0,,,56288000.0,,,,,28965000.0,,,-26231000.0,98816000.0,507000.0,,3408000.0,271000.0,-8671000.0,,,106667000.0,112082000.0,-52974000.0,,218541000.0,521500000.0,,3408000.0,,,,,,,,-5447000.0,-14118000.0,1358081000.0,,,,87230000.0,,40343000.0,,,1500000.0,3408000.0,,,9253000.0,,,,80500000.0,40544000.0,,0.0,-0.31,,,,,412845000.0,-538422000.0,,80500000.0,-36935000.0,,-51248000.0,,,,,1896503000.0,,,,,6675000.0,-8966000.0,81711000.0,-2521000.0,,,,,,,,,,,,,,,,,,27630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,67543000.0,,,,563860000.0,,,,,,134700000.0,,7143000.0,,25793000.0,32720000.0,326565000.0,323710000.0,-9505000.0,,,,205687000.0,,,66076000.0,,126947000.0,135287000.0,-18662000.0,-41011000.0,58149000.0,50390000.0,,7143000.0,1092000.0,341375000.0,-51416000.0,1455100000.0,,-17035000.0,2042031000.0,2.11,27621000.0,1718321000.0,58149000.0,1455100000.0,219679000.0,-2561000.0,323710000.0,779254000.0,5248000.0,81351000.0,521500000.0,-36376000.0,25793000.0,,2042031000.0,,,67543000.0,-14945000.0,246320000.0,27564000.0,,,,586931000.0,586931000.0,,58149000.0,56578000.0,,,,3001000.0,81351000.0,,7486000.0,-25558000.0,86161000.0,-2205000.0,,7143000.0,717000.0,25793000.0,56578000.0,205687000.0,-222485000.0,-272875000.0,12655000.0,,227400000.0,521500000.0,87334000.0,7143000.0,,,,14837000.0,,346626000.0,326565000.0,14786000.0,40579000.0,1373423000.0,86161000.0,,,87334000.0,1205000.0,3408000.0,1718321000.0,79066000.0,1317000.0,7143000.0,1373423000.0,188592000.0,9996000.0,-25410000.0,779254000.0,,134700000.0,44894000.0,,0.0,,227400000.0,-19684000.0,,7143000.0,246320000.0,-542857000.0,,134700000.0,3735000.0,,-15601000.0,2057000.0,,9551000.0,37283000.0,1916280000.0,,90869000.0,,,7750000.0,-1118000.0,135287000.0,-2561000.0,-542857000.0,,,1916280000.0,,,,,134700000.0,0.0,2.11,,1895000.0,-92008000.0,,-96101000.0,,,,910486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,1441000.0,,,,,,,,,,,,41033000.0,,245787000.0,251663000.0,-9516000.0,,1.48,,237205000.0,,,89644000.0,,,,,83295000.0,,73814000.0,,,,390391000.0,48721000.0,,,,1840057000.0,,,1588394000.0,,1221147000.0,,,,,,,,,41033000.0,,,,27584000.0,57330000.0,,,,,,,,618910000.0,,,76202000.0,,,,,93333000.0,,,-12669000.0,45714000.0,2439000.0,,7522000.0,518000.0,41033000.0,,,390391000.0,316577000.0,40447000.0,,225047000.0,501500000.0,,7522000.0,,,,,,,,23444000.0,64477000.0,1377730000.0,,,,87335000.0,,7143000.0,,,859000.0,7522000.0,,,9855000.0,-15108000.0,,,78400000.0,-85355000.0,,0.0,1.49,,,,,104413000.0,-553856000.0,,78400000.0,379000.0,,98403000.0,,,,,1931586000.0,,,,,-3267000.0,-398000.0,91185000.0,-1911000.0,,,,,,,,,,,,,,,,,,27632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,-688000.0,,,,,,,,,,,,1994000.0,,215084000.0,198122000.0,-9514000.0,,0.07,,229684000.0,,,27772000.0,,,,,8835000.0,,11810000.0,,,,170979000.0,9995000.0,,,,1784747000.0,,,1586625000.0,,1173871000.0,,,,768236000.0,,,,,1994000.0,,,,27563000.0,47648000.0,,,,,,,,610876000.0,,,52980000.0,,,,,40968000.0,,,-21213000.0,86213000.0,2906000.0,,6636000.0,410000.0,1994000.0,,,170979000.0,159169000.0,-40499000.0,,224861000.0,492000000.0,,6636000.0,,,,,,,,1042000.0,3036000.0,1391311000.0,,,,383103000.0,,7522000.0,,,697000.0,6636000.0,,,9184000.0,-24119000.0,,,85300000.0,-12627000.0,,0.0,0.07,,,,,91336000.0,-529970000.0,,85300000.0,-886000.0,,32954000.0,,,,,1921281000.0,,,,,-186000.0,-1210000.0,76804000.0,-1911000.0,,,,,,,,,,,,,,,,,,27611000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,-400000.0,,,,,,,,,,,,-9724000.0,,255901000.0,215440000.0,-9504000.0,,-0.35,,210457000.0,,,10106000.0,,,,,-38162000.0,,-6090000.0,,,,114914000.0,-23431000.0,,,,1831416000.0,,,1615976000.0,,1238973000.0,,,,783521000.0,,,,,-9724000.0,,,,27556000.0,56177000.0,,,,,,,,592443000.0,,,58590000.0,,,,,31791000.0,,,-30535000.0,104531000.0,-1579000.0,,5685000.0,283000.0,-9724000.0,,,114914000.0,121004000.0,-18318000.0,,225792000.0,492000000.0,,5685000.0,,,,,,,,-5833000.0,-15557000.0,1407679000.0,,,,383897000.0,,6636000.0,,,794000.0,5685000.0,,,9781000.0,-28956000.0,,,132800000.0,38790000.0,,0.0,-0.35,,,,,75640000.0,-573656000.0,,132800000.0,-951000.0,,-9206000.0,,,,,1981335000.0,,,,,931000.0,0.0,64511000.0,-1911000.0,,,,,,,,,,,,,,,,,,27669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,58313000.0,,33757000.0,,648156000.0,,,,,,129600000.0,,5767000.0,,30112000.0,36234000.0,339479000.0,308793000.0,-9764000.0,,,,230774000.0,,,73675000.0,,136762000.0,113579000.0,6341000.0,-2482000.0,63415000.0,57228000.0,,5767000.0,3996000.0,336888000.0,-28944000.0,1357311000.0,,51486000.0,1956856000.0,2.29,27657000.0,1648063000.0,63415000.0,1357311000.0,228254000.0,-2356000.0,308793000.0,810943000.0,7143000.0,79037000.0,517000000.0,-38298000.0,30112000.0,,1956856000.0,,,58313000.0,-15971000.0,58151000.0,27540000.0,34110000.0,,,599545000.0,599545000.0,,63415000.0,96300000.0,,,,2517000.0,79037000.0,,3913000.0,-26150000.0,78128000.0,230000.0,,5767000.0,1198000.0,30112000.0,96300000.0,230774000.0,-311268000.0,-368496000.0,26403000.0,,210084000.0,517000000.0,371127000.0,5767000.0,,,,-59375000.0,,365016000.0,339479000.0,17581000.0,47693000.0,1425141000.0,78128000.0,,,371127000.0,2134000.0,5685000.0,1648063000.0,148566000.0,1563000.0,5767000.0,1425141000.0,201197000.0,10427000.0,-28897000.0,810943000.0,,129600000.0,-183000.0,,581000.0,,210084000.0,8033000.0,,5767000.0,58151000.0,-581009000.0,,129600000.0,82000.0,,26415000.0,,,-16440000.0,39247000.0,2006150000.0,,99649000.0,,,-13918000.0,-14363000.0,113579000.0,-2356000.0,-581009000.0,,,2006150000.0,,,,,129600000.0,581000.0,2.3,,-1376000.0,-90567000.0,,-97080000.0,,,,1013172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,12506000.0,,,,,,,,,,,,48075000.0,,235877000.0,223739000.0,-9677000.0,,1.76,,269172000.0,,,102352000.0,,,,,128124000.0,,85567000.0,,,,394091000.0,79194000.0,,,,1878359000.0,,,1654620000.0,,1247992000.0,,,,,,,,,48075000.0,,,,27229000.0,34359000.0,,,,,,,,630367000.0,,,128692000.0,,,,,89489000.0,,,-19053000.0,51329000.0,2660000.0,,5094000.0,128000.0,48075000.0,,,394091000.0,308524000.0,26799000.0,,207648000.0,517000000.0,,5094000.0,,,,,,,,28463000.0,76538000.0,1435249000.0,,,,0.0,,5767000.0,,,1737000.0,5094000.0,,,9567000.0,-21713000.0,,,15000000.0,-131457000.0,,100000.0,1.77,,,,,60507000.0,-592157000.0,,15000000.0,-673000.0,,149837000.0,,,,,2027406000.0,,,,,-3381000.0,-9017000.0,92185000.0,-2324000.0,,,,,,,,,,,,,,,,,,27385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,5994000.0,,,,,,,,,,,,2617000.0,,213721000.0,161469000.0,-9580000.0,,0.1,,262209000.0,,,30347000.0,,,,,-3054000.0,,13375000.0,,,,183249000.0,3136000.0,,,,1867901000.0,,,1706432000.0,,1257624000.0,,,,838065000.0,,,,,2617000.0,,,,26999000.0,30620000.0,,,,,,,,610277000.0,,,105367000.0,,,,,45656000.0,,,-33456000.0,61860000.0,54000.0,,4899000.0,-214000.0,2617000.0,,,183249000.0,169874000.0,-10531000.0,,208978000.0,517000000.0,,4899000.0,,,,,,,,1476000.0,4093000.0,1456934000.0,,,,0.0,,5094000.0,,,-348000.0,4899000.0,,,9280000.0,-33510000.0,,,42100000.0,2805000.0,,247000.0,0.1,,,,,59353000.0,-602587000.0,,42100000.0,-195000.0,,30456000.0,,,,,2059521000.0,,,,,1330000.0,-14614000.0,66254000.0,-2292000.0,,,,,,,,,,,,,,,,,,27164000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,5305000.0,,,,,,,,,,,,-5908000.0,,299126000.0,204963000.0,-9436000.0,,-0.22,,246865000.0,,,16163000.0,,,,,-48014000.0,,-1010000.0,,,,124245000.0,-42173000.0,,,,1936101000.0,,,1731138000.0,,1351145000.0,,,,845377000.0,,,,,-5908000.0,,,,26609000.0,58962000.0,,,,,,,,584956000.0,,,124357000.0,,,,,31602000.0,,,-31009000.0,88871000.0,-2606000.0,,4642000.0,167000.0,-5908000.0,,,124245000.0,125255000.0,-27011000.0,,215981000.0,512000000.0,,4642000.0,,,,,,,,-3761000.0,-9669000.0,1473537000.0,,,,0.0,,4899000.0,,,201000.0,4642000.0,,,9395000.0,-28403000.0,,,117100000.0,50363000.0,,387000.0,-0.22,,,,,60268000.0,-612594000.0,,117100000.0,-257000.0,,-19611000.0,,,,,2086131000.0,,,,,7003000.0,-10789000.0,57669000.0,-2261000.0,,,,,,,,,,,,,,,,,,26609000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,43302000.0,,7465000.0,,639150000.0,,,,,,148100000.0,,6107000.0,,29713000.0,44060000.0,389866000.0,276799000.0,-9920000.0,,,,266658000.0,,,74404000.0,,154923000.0,119731000.0,18395000.0,-11643000.0,74497000.0,56991000.0,,6107000.0,-1880000.0,331608000.0,-21762000.0,1419432000.0,,65413000.0,2014183000.0,2.76,26995000.0,1737384000.0,74497000.0,1419432000.0,239120000.0,-3502000.0,276799000.0,812608000.0,5767000.0,69442000.0,512000000.0,-38613000.0,29713000.0,,2014183000.0,,,43302000.0,-44627000.0,65573000.0,26821000.0,31270000.0,,,594751000.0,594751000.0,,74497000.0,122035000.0,,,,2628000.0,69442000.0,,2180000.0,-33961000.0,79944000.0,-1988000.0,,6107000.0,827000.0,29713000.0,122035000.0,266658000.0,-307542000.0,-364533000.0,8927000.0,,206340000.0,512000000.0,331595000.0,6107000.0,,,,-65821000.0,,394043000.0,389866000.0,17882000.0,47595000.0,1495873000.0,79944000.0,,,331595000.0,908000.0,4642000.0,1737384000.0,183640000.0,590000.0,6107000.0,1495873000.0,223266000.0,10048000.0,-34601000.0,812608000.0,,148100000.0,12468000.0,,1005000.0,,206340000.0,-1816000.0,,6107000.0,65573000.0,-623437000.0,,148100000.0,1465000.0,,22958000.0,,,-5252000.0,37811000.0,2119310000.0,,118557000.0,,,-10204000.0,-10207000.0,119731000.0,-3502000.0,-623437000.0,,,2119310000.0,,,,,148100000.0,1739000.0,2.78,,340000.0,-117479000.0,,-118227000.0,,,,1033193000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,-11207000.0,,,,,,,,,,,,43168000.0,,311978000.0,236763000.0,-9903000.0,,1.63,,299923000.0,,,95831000.0,-1500000.0,,,,98334000.0,,78126000.0,,,,387694000.0,55665000.0,,,,1988289000.0,,,1751526000.0,,1359024000.0,,,,,,,,,43168000.0,,,,26409000.0,57049000.0,,,,,,,,629265000.0,,,159317000.0,,,,,82775000.0,,,-22508000.0,34497000.0,-63000.0,,6417000.0,341000.0,43168000.0,,,387694000.0,309568000.0,45447000.0,,221670000.0,512000000.0,,6417000.0,,,,,,,,25701000.0,68869000.0,1504361000.0,,,,332182000.0,,6107000.0,,,1874000.0,6417000.0,,,9598000.0,-20945000.0,,,59600000.0,-96461000.0,,68000.0,1.63,,,,,67992000.0,-635526000.0,,59600000.0,310000.0,,119279000.0,,,,,2139887000.0,,,,,14432000.0,,93061000.0,-2840000.0,,,,,,,,,,,,,,,,,,26560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
