,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyOperatingIncome,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,annualRetainedEarnings,trailingNetIncomeCommonStockholders,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualCurrentDebt,annualCashDividendsPaid,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualNetIncome,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,annualCapitalStock,annualPurchaseOfInvestment,quarterlyNetPPE,trailingOperatingCashFlow,annualBasicAverageShares,annualAccountsReceivable,annualNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualOperatingCashFlow,annualGoodwill,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingChangeInWorkingCapital,quarterlyCapitalStock,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingInterestExpense,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingTotalRevenue,trailingPurchaseOfInvestment,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualAccountsPayable,quarterlyOtherIntangibleAssets,annualDilutedAverageShares,trailingInvestingCashFlow,annualGrossPPE,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangesInAccountReceivables,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyCurrentAssets,annualEbitda,annualOperatingExpense,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyOtherCurrentAssets,trailingGrossProfit,trailingCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingOperatingExpense,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1049068800,,134097639580.14,,,,-1271414039.76,,,-13416309.96,,,,,,,,,0.072275,461570852.34,,7916689318.29,,,,-2870494873.35,,,,,,,3743830041.18,-1816022700.21,,,,,,5451358258.89,,457961097.93,,,,,11788478929.59,2086172279.55,,,-1679588785.86,,,,-449103238.32,,,,,,,,,0.0,,,5500559245.14,,,6559945596.0,,36990435188.04,511101527.25,,511101527.25,-2745623611.29,-126395231.07,,,,,14393315390.55,,,938912933.64,-53140429.32,,,2555891151.63,,,,,,,,,,,2804917107.54,0.072275,,6343445310.3,,,-2872018842.36,,,,,,,,,,,,511101527.25,145999756808.16,24944254108.11,,,,,,-12205208.76,,1294906038.87,,,,6559945596.0,,9559363066.74,3592661062.23,,,885183774.57,2166525.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,139666214539.2,,,,38774767.44,,,-5989498.08,,,,,,,,,0.078309,813465199.68,,8337446584.8,,,,-1674124041.21,,,,,,,1745466283.2,442248608.85,,,,,,5434931843.04,,811674876.0,,,,,12328463937.6,2628039111.84,,,824872372.26,,,,-1573837679.76,,,,,,,,,0.0,,,-1432296944.34,,,7285826899.0,,34274714083.68,580371298.56,,580371298.56,-946026654.15,-326783642.37,,,,,15173259892.32,,,-1936074989.64,231303577.44,,,2597779520.64,,,,,,,,,,,3743830041.18,0.078309,,6891753120.0,,,-1272810296.52,,,,,,,,,,,,580371298.56,152100276363.84,23095388268.0,,,,,,-71818001.16,,758441828.64,,,,7285826899.0,,11214181800.48,3072257855.04,,,188999084.31,15977880.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,150060118070.8,,,,-463532821.24,,,239198601.88,,,,,,,,,0.07392,657170613.12,,7615387967.88,,,,-1630787163.96,,,,,,,2216004045.64,-806166912.72,,,,,,5671452046.96,,655602780.56,,,,,12861789615.64,2161529095.88,,,-659737522.36,,,,537746440.32,,,,,,,,,0.0,,,2536964206.24,,,7285826899.0,,24098468714.6,547138851.28,,547138851.28,-1280774088.8,-156496826.76,,,,,17655258321.68,,,450023204.72,108463929.28,,,5135134711.56,,,,,,,,,,,1745466283.2,0.07392,,6943299804.0,,,-1437270915.56,,,,,,,,,,,,547138851.28,163032000194.56,26524154455.4,,,,,,-5143651.08,,794049338.04,,,,7285826899.0,,11928318886.96,4642034015.36,,,246658219.32,15211087.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,152048459000.0,,46344485710.0,,-13730831896.44,,2293710150.0,678014950.0,,,-781881070.0,,,,,24235428000.0,,765185253.44,343335230.0,3081249105.84,,9676860180.0,,11763980368.52,26004037210.0,,-773225560.0,2293710150.0,,,26774377600.0,1865457474.08,,,,17593766660.0,-15427003990.0,5839584080.0,,760141532.72,5839584080.0,,,,13537217640.0,6233181317.88,165657805890.0,152048459000.0,2495411735.96,,7763992470.0,,-5759467392.24,,2293710150.0,17336986530.0,20011539120.0,12867858200.0,-8828620200.0,,,18092901070.0,,1719.438406,11196272392.96,13537217640.0,5588574290.0,,,46344485710.0,715397410.36,-314483530.0,715397410.36,-3074314775.76,-172205369.8,,1006924330.0,17801498900.0,,20011539120.0,,,9987415091.28,44744122.36,6970570720.0,-4068089700.0,3092902240.0,,7017329494.0,,3092902240.0,,,-8046739130.0,,4769186010.0,1733987170.0,2216004045.64,,,6970570720.0,-7244661870.0,,-3246520145.56,,2648586060.0,980957800.0,678014950.0,9440276240.0,,,2637045380.0,,1719.438406,26774377600.0,715397410.36,165657805890.0,24235428000.0,,,,,,-3978922839.0,,1733987170.0,7285826899.0,,,,,7763992470.0,-1186567740.52,,,-313916748.2,4735830516.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,146806025524.76,,,,1145439612.58,,,384537008.0,,,,,,,,,0.083564,785552932.51,,8153884292.67,,,,12721905969.15,,,,,,,2278653959.74,536301719.32,,,,,,6331792744.07,,785185190.04,,,,,13654593532.59,2402809029.71,,,754451185.5,,,,,,,,,,,,,-530666862.26,,,-16341994695.54,,,7267265980.0,,24148289963.81,607038576.01,,607038576.01,15642655655.17,-189546630.6,,,,,12790888086.18,,,-163034425.44,178146614.03,,,2338216657.44,,,,,,,,,,,2441688385.18,0.083564,,6980736588.0,,,15453109024.57,,,,,,,,,,,,607038576.01,160528049127.42,15324063269.31,,,,,,-14840001.25,,1619013732.47,,,,7267265980.0,,5016169444.96,3416877712.2,,,230009884.74,12717519.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,161860466489.04,,,,-512729758.51,,,27589065.57,,,,,,,,,0.082213,364778472.57,,6994656441.81,,,,-5860428545.64,,,,,,,2212715247.48,-1259849103.94,,,,,,6637525659.45,,362227185.84,,,,,13593514836.6,2344043271.78,,,-1148783862.27,,,,,,,,,,,,,-612664366.63,,,7503270056.28,,,7266669333.0,,26011518913.62,598102436.25,,598102436.25,-6305896400.29,-96789801.24,,,,,8857348723.89,,,-62478343.56,-235875250.41,,,2286912341.97,,,,,,,,,,,2278653959.74,0.082213,,6970843404.0,,,-6402686201.53,,,,,,,,,,,,598102436.25,175519676187.69,22041753781.62,,,,,,-28007424.86,,1392971704.68,,,,7266669333.0,,2706872030.67,4391409225.24,,,367719267.72,28652196.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,165234613764.16,,,,1609969356.87,,,639721738.49,,,,,,,,,0.112319,1129926954.24,,9823360794.06,,,,-6448952970.11,,,,,,,2390119671.34,-716219005.71,,,,,,7096675958.49,,1127278973.9,,,,,14702870803.59,2993781979.93,,,-1339739856.77,,,,,,,,,,,,,279549175.54,,,4631232577.68,,,7265445442.0,,27455895850.6,851940491.16,,851940491.16,-3752005721.19,,,,,,8709847886.42,,,163007850.78,275338482.74,,,2267105828.72,,,,,,,,,,,2212715247.48,0.112319,,7012000639.0,,,-3465669289.35,,,,,,,,,,,,851940491.16,180011576544.65,26890960969.38,,,,,,-2271184.91,,1231982861.75,,,,7265445442.0,,8858558004.78,2858980907.33,,,325989907.29,14174960.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,161489888040.0,,37304081800.0,,1951207949.06,,3328018120.0,7009289560.0,,,-501991560.0,,,,,10669312680.0,,1697728874.7,600265040.0,4734844745.0,,8921638360.0,,5380298786.6,29094262160.0,,-480743240.0,3328018120.0,,,21285504560.0,-14379607849.67,,,,-1301459600.0,4193887160.0,1495350520.0,,1689824703.9,1495350520.0,,,,15564394400.0,2149753309.6,177125995520.0,161489888040.0,-9352238426.46,,8273564600.0,,,,3328018120.0,26892405000.0,19657352040.0,9689233920.0,12998659760.0,,,-437677546.65,,0.478895,921970581.58,15564394400.0,5792823240.0,,,37304081800.0,1322187310.4,-15819374240.0,1322187310.4,7915897786.31,,,1067728080.0,-3285521480.0,,19657352040.0,,,-5541739481.78,367637393.5,7001321440.0,-7641427080.0,2945548360.0,,7275811600.0,,2945548360.0,,,13500651320.0,,3604246280.0,1830011560.0,2390119671.34,,,7001321440.0,-7798133440.0,,7413906226.31,,3941563360.0,-11086310960.0,7009289560.0,-5604244400.0,,,3928283160.0,,0.478895,21285504560.0,1322187310.4,177125995520.0,10669312680.0,,,,,,-7596308468.98,,1830011560.0,7275811600.0,,,,,8273564600.0,-1382273673.97,,,144009020.25,3548701603.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,174871994278.66,,,,6562390947.28,,,271547137.96,,,,,,,,,0.160312,1579436354.86,,8764093903.04,,,,-9191174317.85,,,,,,,3060367856.07,-45969821.66,,,,,,6302644634.72,,1579714021.34,,,,,16553743993.22,2595204415.58,,,210919.73,,,,-1377791753.24,,,,,,,,,351456347.06,,,1674996341.9,,,7524980652.0,,49371668558.94,1206551631.18,,1206551631.18,-1210385564.5,-66244814.44,,,,,6048707959.28,,,418643625.61,373162390.16,,,2162538632.73,,,,,,,,,,,2641726900.33,0.160312,,10009342630.0,,,-1276630378.94,,,,,,,,,,,,1206551631.18,191477629865.2,5012165640.09,,,,,,,,947128372.89,,,,7524980652.0,,9599290646.05,4114074769.49,,,211846174.89,20064073.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,175719467637.0,,,,-6365537997.28,,,379272348.0,,,,,,,,,0.186862,2109841713.0,,9315641034.0,,,,4151563972.85,,,,,,,3058465473.0,362577896.66,,,,,,7100379846.0,,2107872018.0,,,,,17318281050.0,2683048599.0,,,358525318.27,,,,424545620.24,,,,,,,,,-1250875028.06,,,280388649.1,,,7512720323.0,,51305815827.0,1405303956.0,,1405303956.0,-622712835.5,-115430994.56,,,,,5589069003.0,,,20251040.39,702568062.0,,,2060550387.0,,,,,,,,,,,3060367856.07,0.186862,,9925398000.0,,,-738143830.06,,,,,,,,,,,,1405303956.0,193090764951.0,4361310324.0,,,,,,,,957225150.0,,,,7512720323.0,,9297997695.0,2743290963.0,,,196076494.11,119483572.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,184074581295.0,,,,1874379015.0,,,8446497345.0,,,,,,,,,0.191349,2245362322.5,,11061250447.5,,,,-5833663605.0,,,,,,,2606720737.5,-268899480.0,,,,,,,,2243063542.5,,,,,18309032032.5,2953651635.0,,,-191275015.5,,,,233349318.0,,,,,,,,,2842159536.0,,,2090167096.5,,,7499823187.0,,62438045670.0,1433944215.0,,1433944215.0,-2299557847.5,-79115436.0,,,,,4796504707.5,,,-478290231.0,809119327.5,,,2048584972.5,,,,,,,,,,,3058465473.0,0.191349,,10025977500.0,,,-2378673283.5,,,,,,,,,,,,1433944215.0,202437741577.5,23724841882.5,,,,,,,,905870790.0,,,,7499823187.0,,1690416337.5,4045004122.5,,,199416343.5,1490971.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,186168752700.0,,59743054140.0,,-11369162145.0,,6306807990.0,410958240.0,,,-277863810.0,,,,,16555079100.0,,2788227622.5,2428389600.0,5521770030.0,,12433821750.0,,16920898050.0,36400159110.0,,1207189830.0,6306807990.0,,,18960118800.0,-20457856185.0,,,,-23349900.0,-9297930180.0,6750456090.0,,2780564400.0,6750456090.0,,,,20207003460.0,2428513455.0,206464485780.0,186168752700.0,-20960547172.5,,7061009760.0,-1557438330.0,-6878160645.0,,6306807990.0,21267088920.0,23300865210.0,10691919210.0,3927453180.0,,,-1966090755.0,,0.885717,9854643382.5,20207003460.0,6047624100.0,,,59743054140.0,2244761265.0,-20410147590.0,2244761265.0,8337973237.5,-17072565.0,,712171950.0,13900195470.0,,23300865210.0,,,-2265239565.0,535803135.0,12991884360.0,-4462165890.0,2720263350.0,,7465924096.0,,2720263350.0,,,4205316990.0,,5202357720.0,1625153040.0,2606720737.5,,,12991884360.0,-7598057460.0,,8320900672.5,,8746872540.0,-20793085950.0,410958240.0,-2304635130.0,,,8735197590.0,,0.885717,18960118800.0,2244761265.0,206464485780.0,16555079100.0,,,,,,,,1625153040.0,7499823187.0,,,,,7061009760.0,1496816797.5,,,104832937.5,5061319102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,197569781395.14,,,,-2639265280.32,,,494729138.67,,,,,,,,,0.205981,2486102674.26,,11110669078.11,,,,984795364.71,,,,,,,3037701018.3,-458612840.19,,,,,,6941014925.52,,2480782982.64,,,,,20544491933.16,2951935719.36,,,-349729357.2,,,,-1463111574.6,,,,,,,,,-529414051.71,,,-12941382.69,,,7490837534.0,,80711421705.78,1542957134.67,,1542957134.67,118307497.8,-105383571.03,,,,,12553819808.19,,,-353244543.09,937825847.97,,,2020452916.32,,,,,,,,,,,3390945561.39,0.205981,,13107868527.0,,,12923926.77,,,,,,,,,,,,1542957134.67,218186874681.57,30571519317.57,,,,,,-4289792.34,,1897482505.89,,,,7490837534.0,,9546206250.0,3852026232.27,,,229820278.74,789880.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,212641919308.98,,,,-10476085790.67,,,588958785.24,,,,,,,,,0.215121,2113541473.68,,11724586030.5,,,,1178227391.73,,,,,,,3179568720.51,-2167660026.3,,,,,,7922973741.69,,2113791885.03,,,,,21584789880.57,2962459902.57,,,-1883341075.05,,,,379250684.67,,,,,,,,,-630709070.49,,,9578306554.29,,,7490406111.0,,89574587393.76,1611390504.78,,1611390504.78,-7260320096.01,-180483848.64,,,,,25652029819.5,,,150324249.99,502401380.25,,,2103405257.73,,,,,,,,,,,3037701018.3,0.215121,,13075174203.0,,,-7440803944.65,,,,,,,,,,,,1611390504.78,234282082760.25,28244425296.57,,,,,,-140439258.0,,2657565575.28,,,,7490406111.0,,23755216103.01,4756609320.54,,,429996208.59,36604155.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,222840298794.5,,,,-11964964264.51,,,907806763.5,,,,,,,,,0.029387,-234618594.0,,12458806822.5,,,,1109011373.56,,,,,,,3973661507.0,-217206529.51,,,,,,7928156567.5,,-237026569.5,,,,,21918725717.0,3094904058.0,,,-150788533.25,,,,976525327.93,,,,,,,,,-219430489.3,,,9266630190.4,,,7490202640.0,,69146935507.0,220276752.5,,220276752.5,-8258338584.79,-96265094.83,,,,,9579826555.0,,,791087239.6,-457303322.0,,,2096037743.0,,,,,,,,,,,3179568720.51,0.029387,,13086795150.0,,,-8354603679.62,,,,,,,,,,,,220276752.5,244815318781.5,30067797269.5,,,,,,-3273821.16,,,,,,7490202640.0,,10771136195.0,4788552436.0,,,2252923034.17,33120919.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,232148215000.0,,89660962500.0,-1012999662.0,-3151852164.5,,6446547500.0,1157947500.0,,,-526727500.0,,,,,37037260000.0,,4365406236.5,2266847500.0,5489200896.0,,12837650000.0,,4731238370.0,41688242500.0,,-891385000.0,6446547500.0,,,11347032500.0,-18931478104.0,,,,1204862500.0,-28232167500.0,11027157500.0,,4357957956.0,11027157500.0,,,,26402482500.0,3173650788.5,258644527500.0,232148215000.0,-16273383534.5,,5695907500.0,-3326700000.0,-6422379438.0,,6446547500.0,18928070000.0,30049057500.0,12180840000.0,-15464890000.0,,,2584416111.5,,0.900535,10300087138.0,26402482500.0,8003272500.0,,,89660962500.0,3072971661.0,-21774957500.0,3072971661.0,462188683.0,-144594985.5,,874325000.0,29132082500.0,,30049057500.0,,,-8169204446.5,1284986295.0,,-8999150000.0,2991897500.0,,7507948326.0,,2991897500.0,,,-14938162500.0,,7977682500.0,2283907500.0,3973661507.0,,,,-6529715000.0,,317593697.5,,8728322500.0,-18657242500.0,1157947500.0,-7581037500.0,,,8713395000.0,,0.900535,11347032500.0,3072971661.0,258644527500.0,37037260000.0,,,,,,-8851147128.5,,2283907500.0,7507948326.0,,,,,5695907500.0,-557573710.0,,,-2038414521.5,7907167544.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,255422436074.1,,,,-8095680022.2,,,1945438554.9,,,,,,,,,0.222402,2459546929.8,,11724789099.9,,,,1326627904.2,,,,,,,4236755846.7,-100082029.2,,,,,,6081133192.8,,2456483907.9,,,,,25984682412.6,2882834339.7,,,43419209.7,,,,,,,,,,,,,-354220277.4,,,4516932866.7,,,7654518287.0,,87442367503.2,1702435389.0,,1702435389.0,-4934022234.3,-182343401.1,,,,,14819628165.6,,,-517171396.8,754048518.9,,,2230067139.3,,,,,,,,,,,4753927243.5,0.222402,,17969591340.0,,,-5116365635.4,,,,,,,,,,,,1702435389.0,281467977790.2,9737675756.1,,,,,,-8107031.1,,,,,,7654518287.0,,7702023080.7,4287247366.2,,,132594494.7,46949193.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,262985614382.6,,,,-5294072913.0,,,1937548704.0,,,,,,,,,0.300535,3374378847.2,,14931327273.0,,,,1488657517.4,,,,,,,4915580965.2,-993468885.6,,,,,,7596591469.0,,3372928540.0,,,,,27513949536.6,3008573570.8,,,-802213379.5,,,,,,,,,,,,,-28763039.2,,,2850471492.7,,,7653783950.0,,92719531745.2,2301257592.2,,2301257592.2,-1186123718.9,-87755100.3,,,,,20615715699.2,,,670880816.8,1071670947.8,,,2215637395.2,,,,,,,,,,,4236755846.7,0.300535,,17999623800.0,,,-1273878819.2,,,,,,,,,,,,2301257592.2,290562119988.8,9293009243.6,,,,,,-208885540.7,,,,,,7653783950.0,,11751605881.0,4169733487.2,,,315187853.3,105385134.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,287342765694.6,,,,-6682965970.2,,,1799059941.0,,,,,,,,,0.239797,2000711909.7,,13152569675.7,,,,1134489423.5,,,,,,,4087278199.2,-1539016989.6,,,,,,8426886832.7,,1997701687.8,,,,,29120934180.8,3225031481.0,,,-808650488.7,,,,,,,,,,,,,113945876.6,,,20807031616.3,,,7722909132.0,,98600500066.6,1804469933.0,,1804469933.0,-20081307977.2,-96651436.0,,,,,8119703466.0,,,-813297106.8,193231754.8,,,2188851692.3,,,,,,,,,,,4915580965.2,0.239797,,18939724020.0,,,-20177959413.2,,,,,,,,,,,,1804469933.0,316639791459.6,10079449307.9,,,,,,-650715314.0,,,,,,7722909132.0,,12549839908.2,4686290424.9,,,762392653.0,17000249.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,301112997120.0,,91771280640.0,,27577442105.4,,7907111680.0,1887308800.0,,,-690826240.0,,,,,45181460480.0,,3476799289.3,3350863360.0,9114249459.6,,12737553920.0,,5597158914.9,47649205760.0,,-516339200.0,7907111680.0,,,40092848640.0,-41747676575.6,,,,201194240.0,7504723200.0,12126849280.0,,3445140576.3,12126849280.0,,,,33086659840.0,4179066798.0,334480972800.0,301112997120.0,-37124166221.5,,7989013760.0,-806557440.0,,,7907111680.0,11373706240.0,38912390400.0,12778504960.0,22441169920.0,,,470231680.0,,0.980253,21792954744.3,33086659840.0,9546933760.0,,,91771280640.0,2108729774.6,-44380244480.0,2108729774.6,49333450090.4,-324076302.6,,1365628160.0,49967390720.0,,38912390400.0,,,29378730086.8,1336410801.7,,-6963457280.0,3546716160.0,,7676474253.0,,3546716160.0,,,23131996160.0,,3130083840.0,3799544320.0,4087278199.2,,,,-6420410880.0,,49009373787.8,,11297145600.0,-38691610880.0,1887308800.0,28719142400.0,,,11257975040.0,,0.980253,40092848640.0,2108729774.6,334480972800.0,45181460480.0,,,,,,-6095749394.2,,3799544320.0,7722909132.0,,,,,7989013760.0,-384522408.9,,,155453159.0,2960749262.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,321880681237.0,,,,-10400699861.0,,,1450181206.0,,,,,,,,,0.242631,2895654247.0,,14921923632.0,,,,1752476845.0,,,,,,,5692192449.0,-185360194.0,,,,,,8441608820.0,,2892069403.0,,,,,32851057943.0,3448471433.0,,,169341951.0,,,,,,,,,,,,,1209542438.0,,,6812594212.0,,,8650089848.0,,143197919553.0,2098775920.0,,2098775920.0,-6411968678.0,-155002575.0,,,,,32305873400.0,,,215267087.0,793293483.0,,,2329804441.0,,,,,,,,,,,5476927109.0,0.242631,,,,,-6566971253.0,,,,,,,,,,,,2098775920.0,354890137923.0,30118238072.0,,,,,,-234629088.0,,,,,,8650089848.0,,7359518767.0,5633912529.0,,,137478418.0,34929518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,369117981487.42,,,,-45468085048.14,,,972250268.26,,,,,,,,,0.254626,3140018830.9,,15820901860.6,,,,1300578631.68,,,,,,,5130308033.62,-1762008318.58,,,,,,9733666562.7,,3136309773.38,,,,,33685401847.88,3747870157.62,,,-1551920273.24,,,,,,,,,,,,,-1453922087.56,,,43132268840.68,,,7858242752.0,,120261266487.7,2000915237.56,,2000915237.56,-41937670869.2,-195902355.64,,,,,31618446553.9,,,-567412094.1,1135394535.82,,,2432380450.66,,,,,,,,,,,5692192449.0,0.254626,,,,,-42133573224.84,,,,,,,,,,,,2000915237.56,402965442336.46,37463882901.9,,,,,,-33072617.3,,,,,,7858242752.0,,15259830303.66,6425452187.54,,,226802421.02,18886927.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,227078000.0,,,,,-14926177090.86,,,,,,,,5814200000.0,,,,0.321987,1562459000.0,,14282785000.0,,,,5772820533.58,,,,,,,7259572000.0,-2036698487.42,,,,,,10974986000.0,,1562459000.0,,,,,34167826000.0,9451275000.0,,,-1707343677.76,,,,,-3307500000.0,,,,,,,,15429133649.56,,,,,,6246991460.0,,133195368000.0,1920248000.0,,1910235000.0,-10490795452.8,-311026069.36,,,,,34387719000.0,,,,-357789000.0,,,2506700000.0,,,,,,,,,,,5130308033.62,0.321987,,23000000000.0,,,-10801821522.16,,,,,,,,,,,,1910235000.0,422705714000.0,,,,,,,-58451294.7,,,,,,6246991460.0,,13709457000.0,9746539000.0,,,157349160.98,40122554.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
