date,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,annualCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingInterestExpense,quarterlyCapitalStock,annualBasicEPS,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDeferredRevenue,annualCapitalStock,annualCostOfRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingCashDividendsPaid,annualInventory,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,annualChangesInAccountReceivables,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingOperatingExpense,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualAccountsReceivable,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualNonCurrentDeferredRevenue,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,trailingTotalRevenue,annualOtherCurrentAssets,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,annualDilutedAverageShares,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualDilutedEPS,annualOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingBasicEPS,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems
,,41483233771.2,,-504179121.6,,23748999379.2,1342071844.2,2512578603.6,,943707175.2,,,2489983799.4,,379903564.8,,,,-351513313.2,,2045726793.0,1985804677.8,32363373889.8,,-829592253.0,0.0,2714443709.4,,5642698917.6,0.005167,,,2529931876.2,-34888428.0,,,,2512578603.6,0.0,-5427932578.2,,-30887006.4,-5427932578.2,,,3207250978.2,3004943610.6,-9305281128.6,,2663499990.6,,5642698917.6,5971683565.8,,,,6565340757.6,,41483233771.2,7061459164.2,10048677469.2,,11300000000.0,,18663051979.8,,,,563009940.0,-9305281128.6,,,,,,-973296199.8,,1342071844.2,32177952642.6,,,7868671565.4,,,-99870192.0,59922115.2,,,1194523556.4,7868671565.4,,,,2512578603.6,,2923245163.8,,42412051359.0,5284555149.6,-507841579.8,32363373889.8,2529931876.2,11221689250.8,,1194523556.4,12537024323.4,-60972075.0,2714443709.4,,,379903564.8,692015212.8,,692015212.8,-5310655331.4,,410666560.2,,42412051359.0,11601592815.6,1985804677.8,11221689250.8,23748999379.2,,,0.0,3901840767.0,2679133644.0,1985804677.8,7061459164.2,3004943610.6,,,,,,,,18663051979.8,954380388.6,185421247.2,,,11930160000.0,,,692015212.8,,563009940.0,,,,,,11601592815.6,5636068462.8,,32177952642.6,,59922115.2,2045726793.0,,0.005167,185421247.2,6580974411.0,10048677469.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11543046358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723251214.9,,,3723251214.9,,,3723251214.9,,,,,,,,,,,,,,,,,,,,,0.067415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778172459.4,,778172459.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11130794702.0,,,0.069912,778172459.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,24061734889.4,,,11930000000.0,,-2345899325.9,,,1085351576.4,,,,,,,4965682689.5,4834862162.0,,,,8266.7,2922080049.2,,5642188084.0,,,,2817506294.2,,,,,,,1955074550.0,,,1124304266.8,,,3722800877.9,,-9304493251.3,,,,,,,,,,,46837187792.2,7594815690.8,7476386946.6,,,,,,0.067407,,,,,,,,,,,2487392163.1,37532694540.9,937237112.5,,7895037434.7,159158775.1,,,130820527.5,1513145034.7,,1547683307.3,,440499376.2,,,,,,,43816238011.0,,,36339851064.4,,11705407465.7,,,,,,,,8498167.6,778078337.4,254573026.5,778078337.4,,,,,,11713905633.3,,,,,,,,,,,1744844102.3,,224011036.6,,,,,,19308721324.1,,1153055849.4,,11300000000.0,,,0.069903,778078337.4,,732346953.0,,,2209655843.2,,52609278.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12642414861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4163491152.0,,,4163491152.0,,,4163491152.0,,,,,,,,,,,,,,,,,,,,,0.074765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945209378.4,,945209378.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12642414861.0,,,0.074765,945209378.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50021482165.44,,184799857.92,,28298599923.84,2775565721.28,1650971997.12,,867691789.44,,,1988725939.2,,14875709.76,,,,-2871367941.12,,2174626781.76,2173525797.12,36535388860.8,,-1169825153.28,0.0,521287253.76,,6001078202.88,0.289733,807278361.6,,3170090736.0,-474416764.8,,,,3451297113.6,-8278.08,-6594239330.4,,-62077321.92,-6594239330.4,,,4185004595.04,5627074548.48,-12457632923.52,,4520808493.44,,6001078202.88,6258435432.0,,,,9535752138.24,,50021482165.44,8923927523.52,10765841713.92,,12000000000.0,,18516285172.8,,,,719125087.68,-12457632923.52,,,,,,-2217176112.96,,2775565721.28,37563849241.92,,,8987883969.6,,,-141662783.04,1100984.64,,,1407422605.44,8987883969.6,,,,3451297113.6,,4166647396.8,2770549204.8,47301230574.72,3048593355.84,-1266546240.0,36535388860.8,3170090736.0,9577481939.52,,1407422605.44,15794187570.24,-4666121909.76,521287253.76,,,14875709.76,949912236.0,,949912236.0,-4565336285.76,,715350283.2,,47301230574.72,9592357649.28,2173525797.12,9577481939.52,28298599923.84,,,0.0,5014943644.8,3049379773.44,2173525797.12,8923927523.52,5627074548.48,,,,,,,,18516285172.8,384640987.2,-1028460381.12,,,12000000000.0,,,-850412880.48,,719125087.68,,,,,,9592357649.28,5919961296.96,,37563849241.92,,1100984.64,2174626781.76,,0.289733,-1028460381.12,8276523720.96,10765841713.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12258536028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925502065.8,,,3925502065.8,,,3925502065.8,,,,,,,,,,,,,,,,,,,,,0.072398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887488855.2,,887488855.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11848565121.0,,,0.074903,887488855.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28233080682.3,,,12502000000.0,,-2099058025.5,,,1082783422.5,,,,,,,4784476652.7,3726527598.6,,,,8267.1,430029740.7,,5991994080.0,,,,3018723297.9,,,,,,,1997496702.0,,,1208947635.6,,,3925359620.7,,-12441109187.4,,,,,,,,,,,49116560656.8,5798709282.0,7312539298.5,,,,,,0.072395,,,,,,,,,,,836448643.8,36675451469.4,1078186914.9,,8633365598.4,190730264.1,,,1057949054.1,1633628562.6,,1553016070.5,,2284108791.9,,,,,,,43095119166.6,,,35782579868.1,,8676577730.1,,,,,,,,11292858.6,887456650.8,294234356.1,887456650.8,,,,,,8702131336.2,,,,,,,,,,,2248122105.6,,133166446.8,,,,,,14500840618.2,,1206186424.2,,12000000000.0,,,0.0749,887456650.8,14260747.5,774552866.1,,,2291731058.1,,-11764083.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11837842779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5298808115.76,,,5298808115.76,,,5298808115.76,,,,,,,,,,,,,,,,,,,,,0.090413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070297156.76,,1070297156.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837842779.0,,,0.090413,1070297156.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,57056476004.16,,829538118.72,,30418922500.8,3162003051.84,3921376164.48,,561924348.48,-1851839608.32,,2173343679.36,,19395541.44,,939553801.92,,-1594358208.0,,4144495254.72,3002881798.08,40779428027.52,,-7325049483.84,0.0,471602217.6,,6000838138.56,0.250033,1335337084.8,,3418391745.6,-41257950.72,,,,3921376164.48,0.0,-7568480171.58,,-39279489.6,-7568480171.58,,,5329198928.58,2963925153.6,-15949136671.68,,4869282549.12,939553801.92,6000838138.56,8028396551.04,,,,10447814436.48,,57056476004.16,7652944232.64,7686172445.76,,15683432020.0,,17135890498.56,121861615.68,,,923428102.08,-15949136671.68,,,,,,-222812801.28,,3162003051.84,41107339332.48,,,10393849632.96,,,573298430.4,1141613456.64,,,2362059069.12,10393849632.96,115860007.68,,,3921376164.48,,4902320366.4,,48465600473.28,5486024343.36,-1939131961.92,40779428027.52,3418391745.6,9341689108.8,,2362059069.12,18476210987.52,-255014532.48,471602217.6,,,19395541.44,1076740768.02,,1076740768.02,1074205051.2,,980944201.92,,48465600473.28,9482946265.92,3002881798.08,9341689108.8,30418922500.8,-1622222225.28,,0.0,5578531887.36,3328756695.36,3002881798.08,7652944232.64,2963925153.6,115860007.68,,,,,,,17135890498.56,5085439774.08,1523928303.36,,,15683432020.0,,,1076740768.02,121861615.68,923428102.08,,,,,,9482946265.92,7080382551.36,,41107339332.48,,1141613456.64,4144495254.72,-1851839608.32,0.250033,1523928303.36,9112477351.68,7686172445.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15600712296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170151695.1,,,5170151695.1,,,5170151695.1,,,,,,,,,,,,,,,,,,,,,0.103477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126954228.4,,1126954228.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15600712296.0,,,0.103477,1126954228.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30812938208.15,,,12000547920.0,,-1723891624.9,,,1697418101.2,,,,,,,1946275846.5,1011937612.3,,,,0.0,3527733622.5,,6028215055.2,,,,3373983542.55,,,,,,,2567294381.35,,,1544007425.4,,,5257535846.5,,-15949271538.65,,,,,,,,,,,55535153050.45,7519217486.15,5551120436.25,,,,,,0.103477,,,,,,,,,,,991730648.15,39585881511.8,1404735829.8,,10629633010.85,262020003.8,,,934338234.2,2016110319.9,,2412054234.4,,,,,,,,,47379453445.25,,,41828333009.0,,8063687967.95,,,,,,,,13319543.35,1142715826.0,674131145.25,1142715826.0,,,,,,8189507569.8,,,,,,,,,,,2999753215.5,,152996768.3,,,,,,15708725055.95,,3966343122.1,,12000547920.0,,,0.103477,1142715826.0,112500058.5,925364719.6,,,3241425526.6,,36332800.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12096917983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6437064605.55,,,6437064605.55,,,6437064605.55,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572600155.5,,1572600155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12096917983.0,,,0.13,1572600155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,62461563936.95,,1126043631.9,,33955373617.05,1257459263.15,5430408452.95,,597326469.55,1037856499.95,,3002600899.1,,0.0,,,,-3606707173.5,,4273652884.55,4128652809.15,45306505347.45,,-3182162250.75,5860930.2,3342518294.4,,6027676975.45,0.346215,2251027660.6,,4328677747.6,234867671.8,,,,5430408452.95,77624212.55,-9878018381.6,,159420612.7,-9878018381.6,,,6437064605.55,4642436188.9,-19803180827.45,,6368504967.25,,6027676975.45,9946578019.9,,,,13441670896.95,,62461563936.95,9242413746.45,8303199681.9,,15685097343.0,,18499132136.1,103112636.4,,,800281873.1,-19803180827.45,,,,,,-67086127.6,,1257459263.15,42658383109.5,,,12818880838.0,,,266928946.75,145000075.4,,,2804024636.9,12818880838.0,,-1432070281.1,,5430408452.95,-1432070281.1,6579846136.75,,53609705029.35,5926584207.65,-2197625314.95,45306505347.45,4328677747.6,9153605753.25,,2804024636.9,23388248916.85,,3342518294.4,,,0.0,1572600155.5,,1572600155.5,-5225085498.5,,1149437683.8,,53609705029.35,9256718389.65,4128652809.15,9153605753.25,33955373617.05,-1552608423.25,,5860930.2,7073165929.7,3956069937.95,4128652809.15,9242413746.45,4642436188.9,,,,,,,,18499132136.1,1066631349.35,3021028061.0,,,15685097343.0,,,1572600155.5,103112636.4,800281873.1,,,,,,9256718389.65,9533291381.15,,42658383109.5,,145000075.4,4273652884.55,1037856499.95,0.346215,3021028061.0,11190643236.35,8303199681.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,22453501402.63585,,,15671945120.0,,-973497898.60275,,,,,,,,,,5242402982.67065,5242330722.6993,,,,37146244.4816,714394460.8889,,6027674334.72015,,,,,,,,,,,1968271006.9441,,,1968271006.9441,,,6461089684.2682,,-23383108748.6142,,,,,,,,,,,66437791335.713,7915917717.26845,9608824880.6923,,,,,,0.230008,,,,,,,,,,,2599681401.5025,43054682587.0988,1746198060.3404,,15385503588.20605,286370678.714,,,72259.97135,4492818677.3241,,2700603970.5385,,,,,,,,,55126227341.12,,,45517402460.4277,,9867740536.85155,,,,,,,,13737581762.7441,1403964869.1342,,1403964869.1342,,,,,,23605322299.59565,,,,,,,,,,,4601841854.87705,,129185704.59375,,,,,,31521240016.8641,,3436217771.93165,,15671945120.0,,,0.230008,1403964869.1342,,717873237.5323,,,1968271006.9441,,132937958.20055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5931322572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6579206434.4306,,,6579206434.4306,,,6579206434.4306,,,,,,,,,,,,,,,,,,,,,0.190008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127000975.11305,,1127000975.11305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5931322572.0,,,0.190008,1127000975.11305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12081499849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8379839547.91165,,,8379839547.91165,,,8379839547.91165,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328965674.5055,,1328965674.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12081499849.0,,,0.11,1328965674.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82201466585.8,,-1833121814.15,,36265540381.25,2539562578.85,5323876940.6,,782872923.65,439081354.15,,4128652809.15,,12996695.5,,,,-9877554805.2,,2308171730.05,2295530995.0,63126249713.05,,3654472099.0,14958617.05,4551161307.0,,12055387063.5,0.338532,2617219904.0,,4065970657.35,416788296.2,,,,5323876940.6,677036775.9,-14501944991.3386,,-414271738.6,-14501944991.3386,,,8698158132.3114,9642240113.3,-24421022632.7,,7324217384.75,,12055387063.5,15875885738.9,,,,14242408068.3,,82201466585.8,16732963999.15,9653655682.15,,15726373606.0,,33247972586.95,546713860.45,,,1431408029.1,-24421022632.7,,,,,,-1219942687.35,,2539562578.85,57780443953.1,,,11171984286.25,,,641606293.9,12640735.05,,,4973106890.65,11171984286.25,,,,5323876940.6,,6595193826.85,,72779905395.2,-1714851885.1,-3172708603.45,63126249713.05,4065970657.35,15955298031.85,,4973106890.65,30118293807.2,,4551161307.0,,,12996695.5,1463945421.84725,,1463945421.84725,-13650288555.1,,1014263772.45,,72779905395.2,16515008587.8,2295530995.0,15955298031.85,36265540381.25,-2054967956.0,,14958617.05,6918190683.55,4569530521.85,2295530995.0,16732963999.15,9642240113.3,,,,,,,,33247972586.95,132897420.1,4809182964.35,,,15726373606.0,,,1463945421.84725,546713860.45,1431408029.1,,,,,,16515008587.8,8162702920.1,,57780443953.1,,12640735.05,2308171730.05,439081354.15,0.338532,4809182964.35,11625188164.3,9653655682.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11996096984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400244954.35,,,9400244954.35,,,9400244954.35,,,,,,,,,,,,,,,,,,,,,0.069992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839627920.05,,839627920.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11996096984.0,,,0.069992,839627920.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36192063521.85,,,12055000000.0,,2369968119.8,,,2889347528.95,,,,,,,2732368970.5,2724728238.05,,,,24809615.55,6028190220.75,,12055387063.5,,,,4065970657.35,,,,,,,2921276353.5,,,1334073541.4,,,9400244954.35,,-3184413907.55,,,,,,,,,,,75641893638.4,23107098108.4,12555412157.95,,,,,,0.070008,,,,,,,,,,,1156217488.65,72457479730.85,1170141336.95,,11098515705.0,174387507.9,,,7640732.45,5176823884.0,,5897420285.2,,,,,,,,,92426331174.25,,,79870919016.3,,26553697582.75,,,,,,,,14495040.65,839627920.05,1302144716.85,839627920.05,,,,,,27692266055.6,,,,,,,,,,,15922690399.0,,315058110.85,,,,,,50799364164.0,,4910176394.35,,12055000000.0,,,0.070008,839627920.05,1124073432.2,2538941717.6,,,4223421070.35,,138526562.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33113469503.77884,,,12055000000.0,,,,,,,,,,,,3929055224.913,3929055224.913,,,,6313963918.89078,1486098867.24594,,0.0,,,,,,,,,,,2329096442.526,,,2329096442.526,,,10266692187.72087,,-41135516663.3415,,,,,,,,,,,95911265617.72488,20615034828.39093,12608882182.16199,,,,,,0.118653,,,,,,,,,,,19128935961.14499,54775748954.38338,1994964548.51484,,12438486494.55927,350830411.2873,,,,7937595745.19487,,,,,,,,,,,90932027892.70888,,,78323145710.54688,,28340624789.07642,,,,,,,,4127416206.87249,1430351473.09401,,1430351473.09401,,,,,,32468040995.94891,,,,,,,,,,,,,,,,,,,53083075824.33984,,23547396756.1635,,12055000000.0,,,0.118653,1430351473.09401,,2365863038.35821,,,2329096442.526,,77697701.94996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,109304670229.5,,409520214.0,,40053844525.0,6257059382.0,4873786259.5,,1427192962.5,1680450584.0,,2239225592.5,,168405136.5,,,,-13847949772.5,,2651401988.0,2648745806.5,87412252763.0,,7087548033.0,21854964.5,1970733276.5,,12060315402.5,0.307818,4533399426.0,,5538655131.5,956556353.5,,,,4873786259.5,245054945.5,1257757472.27493,,-831958028.0,1257757472.27493,,,10962347813.74497,14691105745.0,-30275067928.5,,10703612168.5,,12060315402.5,22377473346.5,,,,17715446918.5,,109304670229.5,23116594198.0,12068106330.0,,15833352164.0,,53317305191.5,1158248530.5,,,2312298841.0,-30275067928.5,,,,,,-1779439767.5,,6257059382.0,79029602301.0,2207518147.57023,,13463094101.0,293368248.24966,,329051639.5,2656181.5,-999021827.02996,,6024889742.5,13463094101.0,197695794.5,672070434.0,,4873786259.5,672070434.0,6594903063.0,,99480359093.0,-5106303059.5,-3023331986.0,87412252763.0,5538655131.5,28874057326.5,,6024889742.5,40092920265.0,,1970733276.5,,,168405136.5,1822871240.41015,,1822871240.41015,-15419674532.0,,1044727047.0,,99480359093.0,30200710993.5,2648745806.5,28874057326.5,40053844525.0,257536576.5,,21854964.5,7011834750.0,6266408495.0,2648745806.5,23116594198.0,14691105745.0,197695794.5,,,,,,,53317305191.5,9994993.0,5966025854.0,,,15833352164.0,,,1822871240.41015,1158248530.5,2312298841.0,,,11961369640.77493,,-563710011.66882,30200710993.5,8741646713.0,,79029602301.0,,2656181.5,2651401988.0,1680450584.0,0.307818,5966025854.0,13278243245.0,12068106330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15671998472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11375713317.45,,,11375713317.45,,,11375713317.45,,,,,,,,,,,,,,,,,,,,,0.099474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558954794.84,,1558954794.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15671998472.0,,,0.099474,1558954794.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,39185328000.0,,,,,1661394000.0,,,,,,,,,,2451605000.0,2411266000.0,,,,-354.0,8920518000.0,,12055383000.0,,,,631786000.0,,,,,,,-7606700317.45,,,-7186682317.45,,,8392394682.55,,,,,,,,,,,,,,26882350000.0,11592656000.0,,,,,,,,,,,,,,,,,0.0,84849271000.0,,,12610623000.0,,,,40339000.0,,,4695615000.0,,,671796000.0,,,,,,105226420000.0,,,93633764000.0,,31400836000.0,,,,,,,,185947000.0,607923205.16,,972110205.16,,,,,,32700106000.0,,,,,,,,,,,16985179000.0,,,,,,,,59582456000.0,,305591000.0,,,,,,607923205.16,1113323000.0,2261297354.0,,6075994000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,12055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11201016995.5,,,11201016995.5,,,11201016995.5,,,,,,,,,,,,,,,,,,,,,0.12733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535013995.6,,1535013995.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12055000000.0,,,0.12733,1535013995.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
