date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalRevenue,annualNetOtherInvestingChanges,trailingChangeInAccountPayable,annualRetainedEarnings,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyDilutedEPS,annualCurrentDebt,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualDilutedEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,annualCurrentLiabilities,annualRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyOperatingExpense,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualGrossPPE,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingCashDividendsPaid,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,trailingBeginningCashPosition,annualInterestExpense,quarterlyEbitda,annualBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,trailingOperatingExpense,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,annualInventory,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,annualChangeInInventory,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.307497600,,,-362505000.0,-27900000.0,74074074.0,,0.0,,,,,,,-146257000.0,66139000.0,292600000.0,,112122000.0,21300000.0,,,7500000.0,,16741735000.0,14200000.0,3600000.0,254100000.0,,727138000.0,2500000.0,0.0,5000000.0,,10000000.0,0.0,,,0.0675,,7200000.0,972692000.0,,284162000.0,,2144847000.0,,74074074.0,,,,,,,,,,,-524617000.0,27900000.0,,,,,,,5100000.0,,,,663544000.0,57500000.0,-8111000.0,,,,-93000000.0,,,29800000.0,,5000000.0,,5700000.0,-81000000.0,0.0,,53100000.0,,11400000.0,-96500000.0,,,-4212326000.0,,,,3087546000.0,,43100000.0,5100000.0,,,667059000.0,,,0.0,100380000.0,,,27526000.0,,,-57500000.0,,173872000.0,,2100000.0,-138146000.0,,-1988414000.0,,27100000.0,,177386000.0,,41300000.0,-13521000.0,,,379382000.0,1300000.0,,-578804000.0,,,,0.0,2360408000.0,31300000.0,-33061000.0,,64762000.0,,5000000.0,,,,,348092000.0,,,,,,,,-103594000.0,668113000.0,13654189000.0,,824370000.0,2000000.0,,0.0675,,38500000.0,,,,,2360408000.0,,-11500000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.339120000,,,,71100000.0,77142857.0,,0.0,,,,,,,,,323100000.0,,,25300000.0,,,8700000.0,,,10600000.0,1500000.0,276100000.0,,,3300000.0,103800000.0,5400000.0,,5300000.0,0.0,,,0.07,,8600000.0,,,,,,,77142857.0,,,,,,,,,,,,32700000.0,,,,,,,10800000.0,,,,,60200000.0,,,,,4700000.0,,,33000000.0,,5400000.0,,5900000.0,11400000.0,0.0,,59700000.0,,12800000.0,-100000.0,,,,,,,,,54400000.0,10800000.0,,,,,,0.0,,,,,,,43600000.0,,,,2000000.0,,,,,34200000.0,,,,46800000.0,,,,,900000.0,,,,,,0.0,,38400000.0,,,,,5400000.0,,,,,,,,,,,,,,,,,,1700000.0,,0.07,,47000000.0,,,,,,,-13800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.370656000,,,,87100000.0,79130435.0,,0.0,,,,,,,,,380100000.0,,,32700000.0,,,15100000.0,,,11200000.0,1600000.0,323900000.0,,,6000000.0,126600000.0,9100000.0,,9100000.0,0.0,,,0.115,,12500000.0,,,,,,,79130435.0,,,,,,,,,,,,39500000.0,,,,,,,8600000.0,,,,,70800000.0,,,,,10800000.0,,,38900000.0,,9100000.0,,6100000.0,13200000.0,0.0,,73900000.0,,17200000.0,0.0,,,,,,,,,64800000.0,8600000.0,,,,,,0.0,,,,,,,55800000.0,,,,3700000.0,,,,,39000000.0,,,,56100000.0,,,,,2000000.0,,,,,,0.0,,43700000.0,,,,,9100000.0,,,,,,,,,,,,,,,,,,1200000.0,,0.115,,56200000.0,,,,,,,-17200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.402192000,,,,78400000.0,75000000.0,,0.0,,,,,,,,,369600000.0,,,33500000.0,,,3600000.0,,,11800000.0,4100000.0,318100000.0,,,600000.0,117600000.0,3000000.0,,23800000.0,0.0,,,0.04,,3200000.0,,,,,,,75000000.0,,,,,,,,,,,,39200000.0,,,,,,,4300000.0,,,,,62700000.0,,,,,10600000.0,,,38400000.0,,3000000.0,,5900000.0,12900000.0,0.0,,65500000.0,,8500000.0,0.0,,,,,,,,,41700000.0,4300000.0,,,,,,0.0,,,,,,,54900000.0,,,,4200000.0,,,,,43000000.0,,,,57800000.0,,,,,1100000.0,,,,,,0.0,,48300000.0,,,,,3000000.0,,,,,,,,,,,,,,,,,,3700000.0,,0.04,,51500000.0,,,,,,,-19400000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.433728000,,,,56200000.0,77241379.0,,0.0,,,,,,,,,195800000.0,,,25700000.0,,,-11100000.0,,,7700000.0,6300000.0,167700000.0,,,-5500000.0,90300000.0,-5600000.0,,10400000.0,0.0,,,-0.0725,,-14700000.0,,,,,,,77241379.0,,,,,,,,,,,,34100000.0,,,,,,,3700000.0,,,,,47300000.0,,,,,18000000.0,,,19300000.0,,-5600000.0,,5700000.0,21400000.0,0.0,,34800000.0,,-10600000.0,13700000.0,,,,,,,,,24400000.0,3700000.0,,,,,,0.0,,,,,,,43000000.0,,,,3600000.0,,,,,38700000.0,,,,37100000.0,,,,,,,,,,,0.0,,42800000.0,,,,,-5600000.0,,,,,,,,,,,,,,,,,,,,-0.0725,,28100000.0,,,,,,,-17800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1800000.0,,,79344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,41400000.0,,,,,,,,,,,,,,41400000.0,,,,,,,,,,,,,,,,,,,,41400000.0,,,,,,,,,,,,,79344000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1500000.0,,,79344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,39400000.0,,,,,,,,,,,,,,39400000.0,,,,,,,,,,,,,,,,,,,,39400000.0,,,,,,,,,,,,,79344000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,86700000.0,78644068.0,16200000.0,0.0,,15900000.0,,79200000.0,,70800000.0,,,177800000.0,,,16200000.0,,,-21400000.0,,,3500000.0,24000000.0,154100000.0,,,-9800000.0,111000000.0,-11600000.0,,27800000.0,0.0,31800000.0,111000000.0,-0.1475,,-15200000.0,,,,,,12400000.0,78644068.0,,,86700000.0,,,,,,,,,24300000.0,,-5900000.0,,,,,7700000.0,13100000.0,3500000.0,,,79200000.0,,,,,13100000.0,,,15300000.0,,-11600000.0,,3400000.0,15900000.0,0.0,,70800000.0,,-11700000.0,12400000.0,,,,3400000.0,,,,,43000000.0,7700000.0,,,,,24300000.0,0.0,,,24000000.0,,,,31800000.0,,,,0.0,,7700000.0,,7700000.0,35400000.0,,,27800000.0,34000000.0,,,-139200000.0,,,,,,,34000000.0,0.0,,38900000.0,,,,53800000.0,-11600000.0,,,-18700000.0,,,,,,43000000.0,,,,,,,,,6200000.0,-139200000.0,-0.1475,,23700000.0,,,,15300000.0,,,-18700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,79344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,56900000.0,,,,,,,,,,,,,,56900000.0,,,,,,,,,,,,,,,,,,,,56900000.0,,,,,,,,,,,,,79344000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,79344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,55200000.0,,,,,,,,,,,,,,55200000.0,,,,,,,,,,,,,,,,,,,,55200000.0,,,,,,,,,,,,,79344000.0,,,,,,,,,,,,,,,,,,,,,
