,trailingRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,quarterlyCommonStockIssuance,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyTaxProvision,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNetPPE,annualCapitalStock,annualTotalRevenue,annualDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualGoodwill,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOperatingIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingNetIncome,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualEndCashPosition,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCostOfRevenue,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualPretaxIncome,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,annualDilutedAverageShares,annualOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashAndCashEquivalents,quarterlyBasicEPS,trailingSaleOfInvestment,annualTaxProvision,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyLongTermDebt,annualChangeInAccountPayable,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualInventory,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCapitalExpenditure,trailingBasicAverageShares,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingTaxProvision,trailingChangeInAccountPayable
915062400,,97387660.0,,-37400000.0,,1160717849.0,279889.0,,,,,,,3333599.0,,279213460.0,550741463.0,19919693.0,,,-400000.0,-58983738.0,16586094.0,19919693.0,19919693.0,,1219701587.0,,-30316147.0,,,7128856.0,,,,3100000.0,,-13011339.0,,,-58983738.0,,70954342.0,57624983.0,,,,50590074.0,,525529.0,,,28896001.0,11401465.0,,,-236392849.0,-287321770.0,-467021770.0,-82258341.0,174724983.0,,1219701587.0,,,-11500000.0,26828856.0,,,,-29068392.0,1160717849.0,279889.0,143296001.0,,7166803.0,,-75212340.0,,1533599.0,,,,131203712.0,,,-6211339.0,-19395744.0,,-275920305.0,259313460.0,72341659.0,-19395744.0,4464148.0,,,,,,,1240107300.0,677765837.0,28105597.0,19919693.0,50590074.0,,10190074.0,,1240107300.0,,-52849258.0,,,548126095.0,,,,1.8,,,,,,-402020305.0,,,7046001.0,,,-10200000.0,677765837.0,,30630540.0,,132203712.0,,550741463.0,15064148.0,28908614.0,-4433197.0,,30630540.0,25046001.0,10190074.0,10190074.0,19919693.0,,,,,16800000.0,,,548126095.0,7800000.0,1.75,50590074.0,65001465.0,,111154342.0,,,,-67492849.0,10225529.0,16800000.0,383853.0,-12349258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,,,19900000.0,,,,,,57831620.0,,,,,-15700000.0,1311700000.0,,,,-8900000.0,,,,,,,,700000.0,,,10800000.0,,,,-5200000.0,,1200000.0,,,,,,25900000.0,,,,,,,,,51900000.0,26700000.0,,0.34,,-25200000.0,,73100000.0,,,,,,,,,,,,2370500000.0,,,,2400000.0,,82500000.0,,12400000.0,,,,,,,,-19100000.0,,1500000.0,,,,3800000.0,,,,,,,,,,,,,13500000.0,,2476600000.0,,,,,,,,,,,,,,,,,,9400000.0,57831620.0,,5800000.0,1029100000.0,,,,-4100000.0,,,,,,,,,13700000.0,13700000.0,,0.34,,,,,,,546300000.0,,,,,,-21200000.0,,,,-40200000.0,,26700000.0,,-13200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,,,,,,59268293.0,,,,,6200000.0,1382900000.0,,,,-159600000.0,,,,,,,,,,,17200000.0,,,,-4300000.0,,-3000000.0,,,,,,6000000.0,,,,,,,,,80300000.0,37500000.0,,0.41,,-66500000.0,,110300000.0,,,,,,,,,,,,2462000000.0,,,,12000000.0,,113800000.0,,-17500000.0,,,,,,,,-22200000.0,,-29000000.0,,,,5100000.0,,,,,,,,,,,,,24300000.0,,2523800000.0,,,,,,,,,,,,,,,,,,3500000.0,59268293.0,,2800000.0,1129800000.0,,,,600000.0,,,,,,,,,25000000.0,25000000.0,,0.41,,,,,,,1031200000.0,,,,,,-30000000.0,,,,-61000000.0,,29700000.0,,-32800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,,,,,,59750000.0,,,,,-13600000.0,1585000000.0,,,,-113500000.0,,,,,,,,,,,15600000.0,,,,-1900000.0,,-8800000.0,,,,,,59800000.0,,,,,,0.0,,,79800000.0,36000000.0,,0.4,,-73500000.0,,111500000.0,,,,,,,,,,,,2536700000.0,,,,-1800000.0,,133500000.0,,8800000.0,,,,,,,,-25600000.0,,-37500000.0,,,,4800000.0,,,,,,,,,,,,,23900000.0,,2608500000.0,,,,,,,,,,,,,,,,,,22000000.0,59750000.0,,-2500000.0,1012900000.0,,,,-2100000.0,,,,,,,,,24600000.0,24600000.0,,0.4,,,,,,,919000000.0,,,,,,-31700000.0,,,,-87100000.0,,29800000.0,,-32500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,215238210.0,,-180700000.0,23600000.0,2464787021.0,35292507.0,,,,,,,34197750.0,,104321777.0,1247249175.0,54117443.0,,,101300000.0,-104467176.0,19919693.0,54117443.0,54117443.0,,2569254197.0,,,,,14270053.0,,,,-5900000.0,,6810150.0,,,-104467176.0,,135816340.0,7807475.0,,,,87601371.0,,54623375.0,,,90086931.0,51102270.0,,,-216611995.0,-102586227.0,-267786227.0,-128729409.0,99507475.0,,2569254197.0,,,-17300000.0,57870053.0,,,,-30752019.0,2464787021.0,35292507.0,301886931.0,,3524501.0,,-114461790.0,,30497750.0,,,,3437054.0,,,-3789850.0,-26779538.0,,-51483957.0,81221777.0,166070591.0,-26779538.0,5674225.0,,,,,,,2654935978.0,1068805335.0,54410789.0,54117443.0,89845964.0,,25901371.0,,2654935978.0,,-109598161.0,,,1011966517.0,,,,1.61,,,,,,-116483957.0,,,14267619.0,,-54500000.0,7400000.0,1068805335.0,,66938784.0,,9037054.0,,1247249175.0,19274225.0,54410789.0,16124501.0,,66938784.0,49167619.0,24301371.0,26545964.0,54117443.0,,,,,33500000.0,,,1011966517.0,13500000.0,1.61,87601371.0,151302270.0,,218816340.0,,54117443.0,,-28311995.0,54723375.0,33500000.0,704474.0,-31098161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,54117443.0,,597650.0,,,,56896008.0,,,,-31177598.0,53373840.0,1232925924.0,,,,-7329490.0,-117449619.0,,27809388.0,27809388.0,,,,0.0,,,14848149.0,,,,4126482.0,,-5063621.0,,,,,,-19638753.0,,,,,,10646917.0,,,81201655.0,39149573.0,,0.38,,-65425658.0,,44412030.0,,,2608645306.0,,,,,,,,,2491195687.0,,,,8131487.0,,58173795.0,,-26308055.0,,-10634695.0,,,,,,-32312347.0,,-26276085.0,,,,4496079.0,,,,,,,,,,,,,21620483.0,,2657794082.0,,,,,,,,,,,,,-2589459.0,,,,,13761765.0,56896008.0,,-7974985.0,1087204190.0,,,,7951288.0,,,,,,,69891757.0,,21620483.0,22319942.0,,0.38,,,,,,,1038702502.0,,,,,,36789625.0,,27809388.0,,-45818875.0,,28628118.0,,-34165250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,27809388.0,,13129713.0,,,,57102167.0,,,,-103951873.0,240050097.0,1230415220.0,,,,-36886888.0,-123690925.0,,37907422.0,37907422.0,,,,,,,17379165.0,,,,-6167772.0,,510163.0,,,,,,60030513.0,,,,,,-10624245.0,,,86263174.0,47539224.0,,0.27,,-211436687.0,,54955221.0,,,2731601621.0,,,,,,,,,2607910696.0,,,,16286794.0,,69580444.0,,10098034.0,,0.0,,,,,,-44031759.0,,-163897463.0,,,,3761187.0,,,,,,,,,,,,,15417585.0,,2761975368.0,,,,,,,,,,,,,-22133240.0,,,,,14625223.0,57102167.0,,5462817.0,1132934923.0,,,,-55801870.0,,,,,,,37159178.0,,15417585.0,16117044.0,,0.27,,,-6891315.0,,,,1078633803.0,,,,,,31307953.0,,37907422.0,,-97471703.0,,32885659.0,,-34778470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,37907422.0,,601981.0,,,,56860071.0,,,,,-31770183.0,1227951151.0,,,,39430933.0,-137085242.0,,36870913.0,36870913.0,,,,,,,17630620.0,,,,756969.0,,-5866079.0,,,,,,93842845.0,,,,,,-196.0,,,92638418.0,40992696.0,,0.42,,-213035871.0,,51038031.0,,,2833433377.0,,,,,,,,,2696348135.0,,,,7501306.0,,65814811.0,,-1036509.0,,-453724.0,,,,,,-47298641.0,,-172043175.0,,,,4996685.0,,,,,,,,,,,,,23881230.0,,2893064237.0,,,,,,,,,,,,,-26195467.0,,,,,14776780.0,56860071.0,,-6623048.0,1248034696.0,,,,-4584336.0,,,,,,,66159432.0,,23881230.0,24580689.0,,0.42,,,,,,,1199733544.0,,,,,,41600387.0,,36870913.0,,-135872050.0,,29672141.0,,-35825490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,257417920.0,,-118899745.0,36870913.0,2711374457.0,35298461.0,,,,,,,46870452.0,,409082780.0,1225414966.0,100987895.0,,,-114114300.0,-147053900.0,54117443.0,100987895.0,100987895.0,,2858428357.0,,,,,17305138.0,,,,-18073601.0,,-3493186.0,,,-147053900.0,,163595760.0,69368052.0,-305625792.0,,,84793604.0,,2800.0,,,101480171.0,50850398.0,,,-335264096.0,-137683126.0,-627581342.0,47582376.0,203602657.0,,2858428357.0,,,-19357922.0,67163072.0,,,,-72793496.0,2711374457.0,35298461.0,361583418.0,,13483933.0,,63848870.0,,64116982.0,,0.0,,-13231169.0,,,-13912723.0,-51064870.0,,-86832728.0,670736534.0,197987658.0,-51064870.0,6678658.0,,,,,,,3035143740.0,1390795345.0,56908459.0,100987895.0,87610832.0,,23874306.0,,3035143740.0,,-141497347.0,,,1307072156.0,,,,1.49,,,,-21875330.0,,-449049451.0,,,16266494.0,,-11088419.0,14580415.0,1390795345.0,,85198279.0,,39203749.0,,1225414966.0,19932609.0,56908459.0,45403520.0,,85198279.0,59430262.0,23874306.0,24593157.0,100987895.0,,,,,39407777.0,,,1307072156.0,5445199.0,1.49,84793604.0,178531891.0,,53897795.0,,100987895.0,,-56101468.0,25276.0,39407777.0,,-36728137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,100987895.0,,35304433.0,,,,57466633.0,,,,-27413375.0,73861939.0,1222423369.0,,,,-253743363.0,-162622517.0,,52676997.0,52676997.0,,,,4220959.0,,221000000.0,17359842.0,,,,14909868.0,,4017698.0,,,,,,-81779085.0,,,,,,,,,92991743.0,52189212.0,,0.39,,-60692313.0,,49456213.0,,,2899527835.0,,,,,,,,,2736905318.0,,,,9129774.0,,65352129.0,,-48310898.0,,0.0,,,,,,-57201963.0,,-8503101.0,,,,4315174.0,,,,,,,,,,,,,22411987.0,,2981537872.0,,,,,,,,,,,,,-8698235.0,,,,,15895916.0,57466633.0,,-10892170.0,1346556465.0,,,,239101495.0,,,,,,,77984292.0,,22411987.0,23145824.0,,0.39,,,68658.0,,,,1272605731.0,,,,,,43535530.0,,52676997.0,,-18721025.0,,27336927.0,,-37651668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,52676997.0,,35305178.0,,,,57085980.0,,,,-7611863.0,829666.0,1220139345.0,,,,-14635573.0,-175046761.0,,13127853.0,13127853.0,,,,22317060.0,,,19118135.0,,,,-9827404.0,62506524.0,-11112710.0,,,,,,-58162706.0,,,,,,,,,95270408.0,39685002.0,,0.41,,-19358372.0,,50178441.0,,,3067018764.0,,,,,,,,,2891972003.0,,,,9776042.0,,67051105.0,,-39549144.0,,-38102.0,,,,,,-62538751.0,,20326630.0,,,,4602583.0,,,,,,,,,,,,,23405252.0,,2965054869.0,,,,,,,,,,,,,-38793807.0,,,,,16872664.0,57085980.0,,-1285306.0,1333935376.0,,,,-254912243.0,,,,,,,109782162.0,,23405252.0,24149006.0,,0.41,,,1029647.0,,,,1262996767.0,,,,,,45091967.0,,13127853.0,,-21071440.0,,30947781.0,,-37854546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,13127853.0,,35305844.0,,,,58013144.0,,,,32608617.0,33288673.0,1219410943.0,,,,18742020.0,-187099195.0,,36278495.0,36278495.0,,,,53908813.0,,,18389731.0,,,,-10628440.0,60875670.0,-12719821.0,,,,,,-20249380.0,,,,,,14900.0,,,97717376.0,42502073.0,,0.45,,-136352083.0,,52947353.0,,,3154402390.0,,,,,,,,,2967303195.0,,,,11399455.0,,69920123.0,,23150642.0,,0.0,,,,,,-65206754.0,,-93850010.0,,,,4469616.0,,,,,,,,,,,,,26105915.0,,2990643826.0,,,,,,,,,,,,,-3393824.0,,,,,16972770.0,58013144.0,,-2091381.0,1359886741.0,,,,3205240.0,,,,,,,66118903.0,,26105915.0,26849669.0,,0.45,,,-136932.0,,,,1290488627.0,,,,,,44770023.0,,36278495.0,,897949.0,,36991993.0,,-37886424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,274657583.0,,-165419938.0,36278495.0,3081601765.0,35306067.0,699376.0,,,,,,-73134631.0,-327869490.0,559841807.0,1219050856.0,27853264.0,,,84216978.0,-202325324.0,100987895.0,27853264.0,27853264.0,,3283927089.0,,3947756.0,,,17571407.0,,,,-19662722.0,73434322.0,-5861430.0,,,-202325324.0,,181397513.0,65306748.0,-330286111.0,,,97699108.0,,12100.0,,,102569982.0,49681013.0,,,-162307508.0,-464839748.0,-681242516.0,55668294.0,-94884423.0,,3283927089.0,,,-25208698.0,74416416.0,,,,-47979576.0,3081601765.0,35306067.0,388549509.0,,11258498.0,,73432531.0,,-8425231.0,,-117279.0,,-17652023.0,,,-25676263.0,-68226276.0,,-415158735.0,667822085.0,207151996.0,-68226276.0,7173566.0,,,,,,,3109314236.0,1478811526.0,57470064.0,27853264.0,100664207.0,,25775954.0,,3109314236.0,,-151300620.0,,,1396720748.0,,,,1.7,73434322.0,,,2906290.0,,-497185216.0,,,17764237.0,,-155381.0,13801292.0,1478811526.0,,75229636.0,,-5046515.0,,1219050856.0,20560939.0,57810123.0,41563769.0,,75229636.0,67505587.0,25775954.0,26519708.0,27853264.0,,,,-261997.0,47723145.0,,,1396720748.0,-467565.0,1.69,97699108.0,184057300.0,,46901688.0,,27853264.0,,-123412992.0,65264.0,47723145.0,84394588.0,-37907982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,27853264.0,,35314303.0,,,,58376274.0,,,,-49238640.0,97418072.0,1213479444.0,,,,-34338600.0,-223151449.0,,29664285.0,29664285.0,,,,51775453.0,,,20653861.0,,,,991507.0,,-24779920.0,,,,,,-9294893.0,,,,,,3500499.0,,,94591055.0,25308376.0,,0.42,,-102133380.0,,48894451.0,,,3093626183.0,,,,,,,,,2870474734.0,,,,7502200.0,,66203884.0,,1811021.0,,-2725000.0,,,,,,-73167823.0,,-76825004.0,,,,3989595.0,,,,,,,,,,,,,24518035.0,,3112593013.0,,,,,,,,,,,,,-14412286.0,,,,,17309433.0,58376274.0,,-25771427.0,1488373810.0,,,,-186686598.0,,,,,,,87134393.0,,22100397.0,25276663.0,,0.42,,,2559736.0,,,,1427113808.0,,,,,,45696604.0,,29664285.0,,-14202462.0,,40855676.0,,-38586962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,29664285.0,,35315117.0,,,,58504182.0,,,,-73704177.0,163615275.0,1208772326.0,,,,-14616469.0,-234971611.0,,69223154.0,69223154.0,,,,106696313.0,,,20465084.0,,,,-2797864.0,,14602080.0,,,,,,-64368344.0,,,,,,0.0,,,95331948.0,64177646.0,,0.38,,-151818039.0,,48701516.0,,,3068665543.0,,,,,,,,,2833693932.0,,,,8548919.0,,66737946.0,,39558869.0,,0.0,,,,,,-80582798.0,,-87640393.0,,,,5228148.0,,,,,,,,,,,,,22231589.0,,3103745863.0,,,,,,,,,,,,,-5039805.0,,,,,18036430.0,58504182.0,,17399944.0,1484718867.0,,,,-11061163.0,,,,,,,90719293.0,,19178611.0,22990217.0,,0.38,,,40911124.0,,,,1406282116.0,,,,,,46630432.0,,69223154.0,,39749567.0,,,,-38773944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,69223154.0,,35318891.0,,,,58022698.0,,,,,6377053.0,1212929291.0,,,,-798508.0,-247879090.0,,46869774.0,46869774.0,,,,113910537.0,,,21335243.0,,,,-7327507.0,,-13802810.0,,,,,,-84281384.0,,,,,,6431638.0,,,104232480.0,41861467.0,,0.46,,-218168307.0,,55191956.0,,,3098519784.0,,,,,,,,,2850640694.0,,,,9402660.0,,74004504.0,,-22353380.0,,0.0,,,,,,-83682085.0,,-176306840.0,,,,6097587.0,,,,,,,,,,,,,26690441.0,,3099457718.0,,,,,,,,,,,,,-4995563.0,,,,,18812548.0,58022698.0,,-6475303.0,1476572373.0,,,,-50997406.0,,,,,,,103174194.0,,24529955.0,27449069.0,,0.46,,,-56754.0,,,,1395531797.0,,,,,,49040524.0,,46869774.0,,20066537.0,,40952944.0,,-38917108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,270257330.0,,-357936183.0,46869774.0,2718835976.0,11140395.0,-2383524.0,,,,,,28594065.0,,373579704.0,1221720073.0,56447329.0,,,-308182606.0,-244595928.0,27853264.0,56447329.0,56447329.0,,2963431904.0,,164820941.0,,,19354347.0,,,,-12854425.0,,-13103810.0,,,-244595928.0,,184325313.0,-97086392.0,-301813396.0,,,81835837.0,,0.0,,,91175801.0,41688383.0,,,110589206.0,-150040669.0,-622160395.0,45020508.0,-255031013.0,,2963431904.0,,,-21988289.0,81285413.0,,,,-46018670.0,2718835976.0,11140395.0,380202982.0,,-237776.0,,65241758.0,,9577555.0,,0.0,,-5705720.0,,,-37084460.0,-79529975.0,,-108352286.0,640990104.0,195877669.0,-79529975.0,7258673.0,,,,,,,3061858836.0,1419279881.0,58198089.0,56447329.0,110524668.0,,34226399.0,,3061858836.0,,-155303375.0,,,1333524045.0,,,,1.85,,,,-21571016.0,,-449124523.0,,,20221250.0,,-2725000.0,-249385.0,1419279881.0,,125482151.0,,243039447.0,,1221720073.0,22567414.0,58514383.0,25216003.0,,125482151.0,74379661.0,18686439.0,34808719.0,56447329.0,,,,0.0,47983160.0,,,1333524045.0,-15096171.0,1.84,107666464.0,173035872.0,,46155293.0,,56447329.0,,64975564.0,9932137.0,47983160.0,437203244.0,-39025361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,56447329.0,,643833.0,,,,59748173.0,,,,-99041877.0,223837155.0,1207840129.0,,,,-2038896.0,-261251148.0,,28273745.0,28273745.0,,,,32929521.0,,,20632944.0,,,,13178042.0,,-17827773.0,,,,,,-18256058.0,,,,,,968460.0,,,97495849.0,34048517.0,,0.3,,-200923848.0,,50524994.0,,,3042960655.0,,,,,,,,,2781709507.0,,,,15088442.0,,69388390.0,,-28173584.0,,0.0,,,,,,-92985329.0,,-166875331.0,,,,4134899.0,,,,,,,,,,,,,17924452.0,,3053737969.0,,,,,,,,,,,,,-766994.0,,,,,18863396.0,59748173.0,,-31005815.0,1497299614.0,,,,-76445676.0,,,,,,,125136875.0,,18592690.0,17924452.0,,0.3,,,2335979.0,,,,1429909768.0,,,,,,46970855.0,,28273745.0,,-43966043.0,,34775383.0,,-39489946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,28273745.0,,75645040.0,,,,59609337.0,,,,-57469141.0,134415090.0,1128874474.0,,,,-3099669.0,-273193132.0,,45926882.0,45926882.0,,,,75222925.0,,,20902459.0,,,,-477676.0,,8229244.0,,,,,,-73307669.0,,,,,,0.0,,,101468403.0,63101482.0,,0.42,,-118599773.0,,52669486.0,,,3043062209.0,,,,,,,,,2769869077.0,,,,8980888.0,,71568941.0,,17653137.0,,-150501883.0,,,,,,-98808813.0,,-55498291.0,,,,6165875.0,,,,,,,,,,,,,25632015.0,,3044689402.0,,,,,,,,,,,,,-5709777.0,,,,,18899455.0,61028607.0,,8706920.0,1569805993.0,,,,-1829294.0,,,,,,,131599044.0,,22408879.0,26991895.0,,0.43,,,0.0,,,,1485822840.0,,,,,,48798917.0,,45926882.0,,27859324.0,,,,-39521630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,45926882.0,,75646443.0,,,,57247571.0,,,,-112834677.0,-40574403.0,1249322926.0,,,,-6475139.0,-284678878.0,,45888449.0,45888449.0,,,,49038340.0,,,21320301.0,,,,-15032807.0,,168439.0,,,,,,-2712560.0,,-1677256.0,,,,124104214.0,,,106643598.0,60649742.0,,0.51,,50177926.0,,57622009.0,,,3025972475.0,,,,,,,,,2741293597.0,,,,10799686.0,,76619861.0,,-38433.0,,-1.0,,,,,,-100012669.0,,110827668.0,,,,6294558.0,,,,,,,,,,,,,29768737.0,,3095636874.0,,,,,,,,,,,,,-3782801.0,,,,,18516004.0,58370073.0,,15201246.0,1579191586.0,,,,-80637768.0,,,,,,,133316456.0,,28253724.0,31165612.0,,0.52,,,42640602.0,,,,1477818308.0,,,,,,49021589.0,,45888449.0,,-57975615.0,,,,-38425721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,255718416.0,,-26938544.0,45888449.0,2740185275.0,75649561.0,0.0,,,,,,-26578707.0,-187170785.0,256481420.0,1280977747.0,29868622.0,,,-15324840.0,-285664875.0,56447329.0,29868622.0,29868622.0,,3025850150.0,,100325492.0,,,21126642.0,,,10205493.0,-14034658.0,,5308088.0,,,-285664875.0,,196925781.0,-63944298.0,-456516480.0,174747.0,,111236269.0,,2355492.0,,,73033569.0,70080575.0,,,-96238438.0,-187170785.0,-456516480.0,20339163.0,-158220585.0,,3025850150.0,,,-16367099.0,84017406.0,,,,-14881018.0,2740185275.0,75649561.0,377621423.0,,-8678967.0,,39083082.0,,-16019827.0,,0.0,,-171317816.0,,,-4122002.0,-77793757.0,174747.0,-117090210.0,574159262.0,180695642.0,-77793757.0,7790753.0,,,,,,,3098228713.0,1562529855.0,59443364.0,29868622.0,130789495.0,,53289160.0,,3098228713.0,,-155007169.0,,,1452776805.0,,,,2.13,,,,-4621446.0,,-228636164.0,,,18743919.0,,-150501884.0,19342746.0,1562529855.0,,140496074.0,,-12405078.0,,1280977747.0,24229199.0,59723757.0,26190049.0,,140496074.0,75022774.0,42464066.0,54707535.0,29868622.0,,,,-127750048.0,,,,1452776805.0,12245097.0,2.12,126614365.0,227880316.0,,52694406.0,,29868622.0,10205493.0,-22156104.0,127428166.0,,257516278.0,-37569872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
