date,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,annualNetIncomeContinuousOperations,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualEbitda,quarterlyRetainedEarnings,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,annualTaxProvision,annualDilutedAverageShares,annualCashDividendsPaid,annualLongTermDebt,annualCurrentDebt,annualOtherCurrentAssets,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualSaleOfInvestment,trailingSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualPurchaseOfInvestment,annualAccountsReceivable,annualPurchaseOfBusiness,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualInventory,annualGoodwill,quarterlyNetPPE,trailingCashDividendsPaid,quarterlyInventory,trailingPretaxIncome,annualChangeInInventory,quarterlyAccountsReceivable,trailingNetIncome,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualNetPPE,annualChangeInWorkingCapital,annualBasicAverageShares,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualNonCurrentDeferredRevenue,annualBasicEPS,trailingInterestExpense,trailingEndCashPosition,trailingPurchaseOfInvestment,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingOperatingIncome,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2004-12-31,,,,,,2328779000.0,,-555316000.0,197653000.0,108219000.0,961888000.0,91739000.0,-104060000.0,246321000.0,81634000.0,11541454000.0,3144772000.0,,,219750000.0,2787273000.0,587224000.0,13560000.0,197653000.0,242663000.0,,,12586000.0,565514000.0,,1701570000.0,,414000.0,25449000.0,,315714000.0,2787273000.0,4764051000.0,,,,,,,825309000.0,414147000.0,198343000.0,29484000.0,959480583.0,-30799000.0,,186043000.0,6469000.0,213012000.0,238085000.0,,85743000.0,,0.206,,469353000.0,0.0,259795000.0,,,,23269000.0,,-110030000.0,,80545000.0,,,-1524408000.0,,3201420000.0,-13810000.0,,2787273000.0,129509000.0,,169096000.0,,345764000.0,211939000.0,-106772000.0,959480583.0,311133000.0,246321000.0,-4342118000.0,219394000.0,,626847000.0,,,1620261000.0,-152464000.0,0.0,5732841000.0,-11223000.0,138014000.0,,0.206,229577000.0,3078179000.0,-11805000.0,227827000.0,246321000.0,17274295000.0,,,3404062000.0,,,-3062481000.0,,-66593000.0,,,159364000.0,-2359888000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,,,,332859000.0,246321000.0,,193108000.0,-168998000.0,938970000.0,120222000.0,,,,,0.0,,1422617000.0,19361000.0,332859000.0,366000000.0,,,7816000.0,253478000.0,,,,782380000.0,198578000.0,,546010000.0,,,,,,,,,1791921000.0,,333321000.0,20271000.0,1073738710.0,-103301000.0,,15000000.0,18886000.0,349602000.0,369304000.0,,185481000.0,,0.31,,,,1538443000.0,,,,31374000.0,,-170787000.0,,116237000.0,,,,,,-35799000.0,,,367576000.0,,,,253478000.0,342127000.0,-13400000.0,1073738710.0,527734000.0,938970000.0,,334626000.0,,1073744000.0,,,,-82742000.0,0.0,,-3185000.0,693598000.0,,0.31,,,,353592000.0,938970000.0,,,,,,,,,,,,237579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,,,,,,,,570314000.0,938970000.0,,317542000.0,-363106000.0,988992000.0,34521000.0,,,,,0.0,,1768315000.0,147145000.0,570314000.0,601887000.0,,,7921000.0,417175000.0,,,,0.0,98559000.0,,902121000.0,,,,,,,,,2542223000.0,,568517000.0,31515000.0,1247951860.0,0.0,,10000000.0,26952000.0,536441000.0,773908000.0,,316915000.0,,0.457,,,,2125048000.0,,,,48179000.0,,-428642000.0,,188470000.0,,,,,,-72233000.0,,,461665000.0,,,,417175000.0,618842000.0,-122955000.0,1247951860.0,871250000.0,988992000.0,,553708000.0,,1773371000.0,,,,-15000000.0,0.0,,-66552000.0,52544000.0,,0.457,,,,600032000.0,988992000.0,,,,,,,,,,,,405007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,-74355000.0,,,,,551133000.0,988992000.0,,351331000.0,-394789000.0,1024538000.0,-15292000.0,,,,85662000.0,0.0,,2097774000.0,244776000.0,551133000.0,653917000.0,,,31732000.0,623773000.0,,,,,-20552000.0,,1028751000.0,,,,,,,,,3211748000.0,,548042000.0,49936000.0,1489548649.0,,,182330000.0,26278000.0,292450000.0,1113974000.0,,265669000.0,,0.37,,,,2577336000.0,,,-7597000.0,81787000.0,,-406354000.0,,271029000.0,3655000.0,,,,,-81694000.0,,,374237000.0,,,,623773000.0,833811000.0,-244437000.0,1489548649.0,923461000.0,1024538000.0,,572130000.0,,1952212000.0,,,,-10000000.0,0.0,,-4425000.0,50566000.0,,0.37,,,,597978000.0,1024538000.0,,,,,,,,,,,,439243000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-319837000.0,,,-65571000.0,,,,,590603000.0,1024538000.0,,351398000.0,-434166000.0,1266011000.0,0.0,,,10026000.0,123418000.0,0.0,,2254257000.0,53931000.0,590434000.0,759040000.0,,,29126000.0,589014000.0,,,,0.0,364115000.0,,1315537000.0,,,,,,,,,3704217000.0,,590434000.0,25638000.0,1229711497.0,,,200295000.0,101783000.0,-16190000.0,1449960000.0,,223271000.0,,0.4801,,,,3107768000.0,,19152000.0,-117264000.0,132773000.0,,-511168000.0,,295762000.0,5405000.0,,,,,-25095000.0,,,798281000.0,,,,589014000.0,1289356000.0,93121000.0,1229711497.0,940485000.0,1266011000.0,,589087000.0,,2256022000.0,99718000.0,0.0,,-68225000.0,0.0,,-50665000.0,248774000.0,,0.4801,,,,616241000.0,1266011000.0,,,,,,,,,,1609193000.0,,375543000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-482382000.0,490925000.0,718909000.0,0.0,1846552000.0,,,,609800000.0,1266011000.0,,335443000.0,-186956000.0,1735212000.0,0.0,,,4035000.0,159105000.0,0.0,,2732681000.0,27735000.0,614957000.0,850435000.0,,,26708000.0,718909000.0,718909000.0,,2732681000.0,1000000.0,634098000.0,0.0,1214054000.0,,,5405000.0,,3534376000.0,,-482382000.0,21090000.0,4253666000.0,,614957000.0,66674000.0,1228000000.0,-195876000.0,,187095000.0,21090000.0,-9810000.0,1520985000.0,0.0,182740000.0,,0.5008,87147000.0,,,3534376000.0,-27676000.0,748342000.0,0.0,169926000.0,,-137434000.0,27735000.0,230206000.0,5405000.0,1364170000.0,,230206000.0,,65556000.0,748342000.0,,821054000.0,,,2912000.0,718909000.0,1364170000.0,32945000.0,1228000000.0,989089000.0,1735212000.0,,653646000.0,26708000.0,2203143000.0,99718000.0,0.0,,-138064000.0,2912000.0,,-26961000.0,470521000.0,,0.5008,,,,676474000.0,1735212000.0,,1520985000.0,4253666000.0,,187095000.0,1735212000.0,,99718000.0,,1846552000.0,1735212000.0,490925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,620951000.0,1037764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1037764000.0,,3111659000.0,,,0.0,,,,5405000.0,,3743629000.0,,,30959000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-2118000.0,,,1473283000.0,,298650000.0,,,924772000.0,,,,,0.0,,,,,,,,,23212000.0,,,,,,,,,,,,,,,,,,1671333000.0,4782992000.0,,373980000.0,1855160000.0,,99718000.0,,,1855160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-669250000.0,389422000.0,1407928000.0,,2519087000.0,,,,987477000.0,1735212000.0,,403801000.0,-736248000.0,1734609000.0,0.0,,,3272000.0,213636000.0,0.0,,3402371000.0,150019000.0,986730000.0,1299398000.0,,,41325000.0,1407928000.0,1407928000.0,,3402371000.0,0.0,141166000.0,0.0,1838655000.0,,,6753000.0,,4174545000.0,,-669250000.0,35316000.0,5583819000.0,,986730000.0,111661000.0,1228000000.0,-317036000.0,,718769000.0,35316000.0,-18057000.0,2181448000.0,0.0,236909000.0,,0.8035,0.0,,,4174545000.0,0.0,996311000.0,-104086000.0,196988000.0,,-832752000.0,150019000.0,342943000.0,6753000.0,1849837000.0,,342943000.0,,-119970000.0,996311000.0,,877414000.0,,,9231000.0,1407928000.0,1849837000.0,-327806000.0,1228000000.0,1510365000.0,1734609000.0,,1106564000.0,41325000.0,3349020000.0,99718000.0,0.0,,-398000000.0,9231000.0,,-17605000.0,3131000.0,,0.8035,,,,1099138000.0,1734609000.0,,2181448000.0,5583819000.0,,718769000.0,1734609000.0,,99718000.0,,2519087000.0,1734609000.0,389422000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,916899000.0,1639308000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1622956000.0,,3453450000.0,,,16352000.0,,,,15458000.0,16352000.0,4435941000.0,,,6139000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-2898000.0,,,2119260000.0,,506198000.0,,,1229546000.0,,,5010000.0,,7535000.0,,,,,,,,,140070000.0,,,,,,,,,,,,,,,,,,2649240000.0,6102690000.0,,651135000.0,1703659000.0,,99718000.0,,,1708669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-905308000.0,431925000.0,1902804000.0,,3711718000.0,,,,1032933000.0,1734609000.0,,581767000.0,-1239171000.0,1374069000.0,41896000.0,,,5513000.0,358238000.0,15738000.0,,3425305000.0,123428000.0,1036192000.0,1406360000.0,,,162144000.0,1902804000.0,1887066000.0,,3425305000.0,,-293709000.0,15738000.0,2275273000.0,,,11803000.0,15738000.0,4750070000.0,,-905308000.0,1139000.0,6714226000.0,,1036192000.0,108626000.0,1228000000.0,-442042000.0,,1095672000.0,1139000.0,-20117000.0,3288921000.0,0.0,290357000.0,15738000.0,0.8438,,,,4750070000.0,-3254000.0,1178212000.0,-132028000.0,259288000.0,,-1318894000.0,123428000.0,558780000.0,11803000.0,2806410000.0,,558780000.0,,-221655000.0,1178212000.0,,945462000.0,,,65000.0,1887066000.0,2806410000.0,-402524000.0,1228000000.0,1784414000.0,1374069000.0,,1202647000.0,162144000.0,4059687000.0,99718000.0,0.0,,-1837504000.0,65000.0,,27161000.0,-352440000.0,,0.8438,,,,1141559000.0,1374069000.0,,3288921000.0,6714226000.0,,1095672000.0,1374069000.0,,99718000.0,,3711718000.0,1374069000.0,431925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
