,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualGoodwill,annualTotalAssets,annualBasicEPS,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualDilutedAverageShares,annualDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetPPE,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualInterestExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingGrossProfit,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyEbitda,annualStockBasedCompensation,quarterlyCapitalExpenditure,trailingTaxProvision,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,annualBasicAverageShares,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingChangeInAccountPayable,trailingInvestingCashFlow,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
1325289600,37665000000.0,7213000000.0,-3173000000.0,2771000000.0,50131000000.0,417430000000.0,,2771000000.0,456233000000.0,1.8,,11412000000.0,4227000000.0,5598000000.0,-2070000000.0,456233000000.0,-64666000000.0,,-3367000000.0,34502000000.0,12593000000.0,-82970000000.0,-36000000.0,-36000000.0,5391000000.0,,1344000000.0,-11370000000.0,11578000000.0,,36408000000.0,15106000000.0,205898000000.0,1801000000.0,88000000.0,1896000000.0,304000000.0,,34502000000.0,,70372000000.0,213927000000.0,7213000000.0,15106000000.0,468000000.0,,-26373000000.0,15106000000.0,1371000000.0,58021000000.0,6951000000.0,13101000000.0,250335000000.0,4635000000.0,-36000000.0,6951000000.0,2378500000.0,1.8,-42975000000.0,4651000000.0,15569000000.0,36604000000.0,17000000.0,381859000000.0,-27760000000.0,-20016000000.0,,13101000000.0,66491000000.0,36408000000.0,,15410000000.0,304000000.0,,,,0.0,65093000000.0,38803000000.0,4227000000.0,2407000000.0,-7491000000.0,,846858000000.0,205898000000.0,,52608000000.0,,-106305000000.0,1474000000.0,88000000.0,22597000000.0,,,417430000000.0,,26601000000.0,-77861000000.0,,,2311000000.0,80771000000.0,304000000.0,15106000000.0,-20016000000.0,15106000000.0,14778000000.0,1451000000.0,15484000000.0,17000000.0,,,4651000000.0,8988000000.0,219000000.0,43329000000.0,-923000000.0,53234000000.0,-464999000000.0,13404000000.0,70322000000.0,2311000000.0,-3367000000.0,4227000000.0,128208000000.0,36604000000.0,75568000000.0,209167000000.0,,,13195000000.0,213927000000.0,133599000000.0,-64000000.0,-464999000000.0,38803000000.0,17000000.0,846858000000.0,250335000000.0,1801000000.0,-4753000000.0,,,226000000.0,,2356400000.0,,-28000000.0,50131000000.0,381859000000.0,4341000000.0,,,,2407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,20989000000.0,,,2771000000.0,,406818000000.0,,,,,,12801000000.0,,,,451407000000.0,17032000000.0,2378000000.0,,34539000000.0,,,1007000000.0,1007000000.0,,,,,11223000000.0,,36515000000.0,,,,223000000.0,,,,,,72962000000.0,,,,956000000.0,0.4,-16848000000.0,17942000000.0,,,6574000000.0,13097000000.0,244785000000.0,2652000000.0,1007000000.0,,,,78000000.0,6402000000.0,40204000000.0,39172000000.0,18000000.0,,38049000000.0,,,,,,,,,,,,,,,,,,,,206622000000.0,,-16848000000.0,,,,,,,,,,,,,2356500000.0,2311000000.0,1226000000.0,186000000.0,17942000000.0,-20299000000.0,17942000000.0,15106000000.0,,17268000000.0,,,,,,,2155000000.0,,61193000000.0,,2652000000.0,,,,,,,,,,,17032000000.0,208270000000.0,,1328000000.0,,44589000000.0,,,,1735000000.0,,0.4,,2836000000.0,,,,321000000.0,51138000000.0,370869000000.0,,,,,2658000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,17608000000.0,,,2771000000.0,,425801000000.0,,,,,,13627000000.0,,,,470882000000.0,18503000000.0,,,31580000000.0,,,2423000000.0,2423000000.0,,,,,11668000000.0,,33526000000.0,,,,226000000.0,,,,,,78837000000.0,,,,1091000000.0,,-18242000000.0,18625000000.0,,,5356000000.0,13054000000.0,265202000000.0,422000000.0,2423000000.0,,,,546000000.0,5780000000.0,42889000000.0,37887000000.0,15000000.0,,39177000000.0,,,,,,,,,,,,,,,,,,,,205680000000.0,,-18242000000.0,,,,,,,,,,,,,,2311000000.0,1434000000.0,121000000.0,18625000000.0,-21308000000.0,18625000000.0,17942000000.0,,19516000000.0,,,,,,,3712000000.0,,60497000000.0,,422000000.0,,,,,,,,,,,18503000000.0,231676000000.0,,3237000000.0,,45081000000.0,,,,1705000000.0,,,,683000000.0,,,,814000000.0,51205000000.0,390117000000.0,,,,,2648000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,19247000000.0,,,2771000000.0,,426957000000.0,,,,,,15969000000.0,,,,466705000000.0,20798000000.0,,,19660000000.0,,,2023000000.0,2023000000.0,,,,,12119000000.0,,21459000000.0,,,,187000000.0,,,,,,93915000000.0,,,,941000000.0,,-28137000000.0,12160000000.0,,,5565000000.0,12984000000.0,258842000000.0,874000000.0,2023000000.0,,,,164000000.0,4282000000.0,44255000000.0,38886000000.0,21000000.0,,40842000000.0,,,,,,,,,,,,,,,,,,,,207863000000.0,,-28137000000.0,,,,,,,,,,,,,,2311000000.0,92971000000.0,0.0,12222000000.0,-21148000000.0,12160000000.0,18625000000.0,,18966000000.0,,,,,,,3413000000.0,,63502000000.0,,874000000.0,,,,,,,,,,,20798000000.0,237383000000.0,,2696000000.0,,39748000000.0,,,,1591000000.0,,,,-6465000000.0,,,,673000000.0,53228000000.0,390776000000.0,,,62000000.0,,4397000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,64998000000.0,11794000000.0,-3983000000.0,2771000000.0,54230000000.0,467950000000.0,,2771000000.0,516124000000.0,3.0,,17319000000.0,7096000000.0,9521000000.0,-2283000000.0,516124000000.0,-72496000000.0,,0.0,2536000000.0,13753000000.0,-99480000000.0,1643000000.0,1643000000.0,11602000000.0,,108486000000.0,-16163000000.0,4331000000.0,,4299000000.0,18250000000.0,209505000000.0,1412000000.0,331000000.0,3086000000.0,1067000000.0,,2536000000.0,,139240000000.0,302320000000.0,11794000000.0,18250000000.0,141000000.0,,-36253000000.0,18250000000.0,2425000000.0,61057000000.0,5567000000.0,1802000000.0,306619000000.0,,1643000000.0,5567000000.0,2466400000.0,3.0,480000000.0,5803000000.0,-1264000000.0,47046000000.0,20000000.0,438598000000.0,-3586000000.0,-20509000000.0,,14480000000.0,70620000000.0,4299000000.0,4245000000.0,18282000000.0,32000000.0,272000000.0,,6364000000.0,,74242000000.0,48174000000.0,7096000000.0,2642000000.0,3144000000.0,,438598000000.0,209505000000.0,,59244000000.0,,-120622000000.0,3664000000.0,331000000.0,15106000000.0,,,467950000000.0,,28778000000.0,-86783000000.0,6364000000.0,,0.0,88684000000.0,1067000000.0,18282000000.0,-20509000000.0,18250000000.0,12160000000.0,1343000000.0,17957000000.0,14000000.0,,,5803000000.0,32004000000.0,0.0,2322000000.0,-1151000000.0,63734000000.0,-510646000000.0,28056000000.0,139240000000.0,0.0,-10314000000.0,7096000000.0,141087000000.0,43074000000.0,96237000000.0,248926000000.0,,,14287000000.0,302320000000.0,152689000000.0,2260000000.0,-510646000000.0,48174000000.0,20000000.0,949244000000.0,306619000000.0,1412000000.0,-4841000000.0,,,6090000000.0,,2356500000.0,,617000000.0,54230000000.0,438598000000.0,633000000.0,,32000000.0,,2642000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,28496000000.0,,,2771000000.0,,456216000000.0,,,,,,15050000000.0,,,,504797000000.0,16836000000.0,2465700000.0,,2513000000.0,,,1899000000.0,1899000000.0,,,,,7406000000.0,,4231000000.0,,,,297000000.0,,,,,,137160000000.0,,,,969000000.0,0.8,-18146000000.0,14227000000.0,,,5533000000.0,14829000000.0,293425000000.0,,1899000000.0,,,,106000000.0,6804000000.0,42104000000.0,45530000000.0,22000000.0,,38738000000.0,,,,,,,,,,,,,,,,,,,,211372000000.0,,,,,,,,,,,,,,,2356500000.0,0.0,95014000000.0,0.0,14255000000.0,-20541000000.0,14227000000.0,18250000000.0,,20354000000.0,,,,,,,3366000000.0,,70600000000.0,,,,,,,,,,,,,16836000000.0,289194000000.0,,2528000000.0,,48581000000.0,,426110000000.0,,1399000000.0,,0.8,,-4023000000.0,,,,629000000.0,56129000000.0,426110000000.0,,,28000000.0,,2640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,29227000000.0,,,2771000000.0,,458572000000.0,,,,,,16637000000.0,,,,505215000000.0,24437000000.0,,,2502000000.0,,,3418000000.0,3418000000.0,,,,,7528000000.0,,4157000000.0,,,,265000000.0,,,,,,129948000000.0,,,,506000000.0,,-18195000000.0,13423000000.0,,,5197000000.0,15814000000.0,293113000000.0,,3418000000.0,,,,109000000.0,5043000000.0,44480000000.0,46394000000.0,19000000.0,,39575000000.0,,,,,,,,,,,,,,,,,,,,212102000000.0,,,,,,,,,,,,,,,,0.0,98433000000.0,0.0,13482000000.0,-20972000000.0,13423000000.0,14227000000.0,,22119000000.0,,,,,,,4905000000.0,,73707000000.0,,,,,,,,,,,,,24437000000.0,288956000000.0,,4564000000.0,,46643000000.0,,426608000000.0,,1371000000.0,,,,-782000000.0,,,,1146000000.0,56714000000.0,426608000000.0,,,59000000.0,,2634000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,30177000000.0,,,2771000000.0,,458839000000.0,,,,,,15472000000.0,,,,511967000000.0,22357000000.0,,,13515000000.0,,,3057000000.0,3057000000.0,,,,,7970000000.0,,15123000000.0,,,,233000000.0,,,,,,120901000000.0,,,,953000000.0,,-19479000000.0,18969000000.0,,,6242000000.0,16897000000.0,295472000000.0,,3057000000.0,,,,316000000.0,6610000000.0,45686000000.0,46854000000.0,20000000.0,,41040000000.0,,,,,,,,,,,,,,,,,,,,216495000000.0,,,,,,,,,,,,,,,,0.0,96403000000.0,0.0,19021000000.0,-20507000000.0,18969000000.0,13423000000.0,,22169000000.0,,,,,,,4646000000.0,,75863000000.0,,,,,,,,,,,,,22357000000.0,280349000000.0,,4064000000.0,,53128000000.0,,424346000000.0,,1355000000.0,,,,5558000000.0,,,,1007000000.0,59767000000.0,424346000000.0,,,52000000.0,,2625000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,63537000000.0,12586000000.0,-6050000000.0,2771000000.0,60817000000.0,476961000000.0,,2771000000.0,529171000000.0,4.4,,18304000000.0,10408000000.0,13714000000.0,-2686000000.0,529171000000.0,-57906000000.0,,-22000000.0,13483000000.0,14842000000.0,-77110000000.0,2034000000.0,2034000000.0,15767000000.0,,102212000000.0,5724000000.0,19182000000.0,,15033000000.0,21506000000.0,218899000000.0,1269000000.0,255000000.0,2790000000.0,1168000000.0,,13483000000.0,,129470000000.0,295239000000.0,12586000000.0,21506000000.0,1607000000.0,,-21290000000.0,21506000000.0,3306000000.0,68196000000.0,6497000000.0,4326000000.0,310272000000.0,,2034000000.0,6497000000.0,2465600000.0,4.3,1681000000.0,5536000000.0,11331000000.0,54428000000.0,26000000.0,439663000000.0,8481000000.0,-19450000000.0,,21296000000.0,78482000000.0,15033000000.0,533000000.0,21560000000.0,54000000.0,,,8121000000.0,,85023000000.0,52210000000.0,10408000000.0,2672000000.0,3298000000.0,,439663000000.0,218899000000.0,,,,-183485000000.0,3113000000.0,255000000.0,18250000000.0,,,476961000000.0,,31783000000.0,-72758000000.0,8121000000.0,,0.0,79692000000.0,1168000000.0,21560000000.0,-19450000000.0,21506000000.0,18969000000.0,887000000.0,21303000000.0,50000000.0,,,5536000000.0,1926000000.0,1209000000.0,2850000000.0,-130000000.0,74868000000.0,-563430000000.0,,129470000000.0,0.0,0.0,10408000000.0,161943000000.0,50293000000.0,117328000000.0,295038000000.0,,,14852000000.0,295239000000.0,177710000000.0,2558000000.0,-563430000000.0,52210000000.0,26000000.0,1003093000000.0,310272000000.0,1269000000.0,-4911000000.0,,,2545000000.0,,2365800000.0,,524000000.0,60817000000.0,439663000000.0,-2263000000.0,,54000000.0,,2672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,27249000000.0,,,2771000000.0,,464654000000.0,,,,,,16616000000.0,,,,521910000000.0,18202000000.0,2477300000.0,,13630000000.0,,,3302000000.0,3302000000.0,,,,,8261000000.0,,15096000000.0,,,,218000000.0,,,,,,128205000000.0,,,,1628000000.0,1.4,-15069000000.0,22463000000.0,,,6338000000.0,22952000000.0,299806000000.0,,3302000000.0,,,,161000000.0,6031000000.0,49222000000.0,50053000000.0,26000000.0,,43440000000.0,,,,,,,,,,,,,,,,,,,,222104000000.0,,,,,,,,,,,,,,,2378400000.0,0.0,93464000000.0,0.0,22517000000.0,-19656000000.0,22463000000.0,21506000000.0,,24236000000.0,,,,,,,5782000000.0,,76471000000.0,,,,,,,,,,,,,18202000000.0,284710000000.0,,4392000000.0,,57256000000.0,,424848000000.0,,1222000000.0,,1.4,,965000000.0,,,,1090000000.0,64117000000.0,424848000000.0,,,54000000.0,,2674000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,24033000000.0,,,2771000000.0,,463211000000.0,,,,,,16527000000.0,,,,516629000000.0,23527000000.0,,,22615000000.0,,,3387000000.0,3387000000.0,,,,,8708000000.0,,24149000000.0,,,,182000000.0,,,,,,113315000000.0,,,,1081000000.0,,-17598000000.0,19284000000.0,,,6923000000.0,21333000000.0,294272000000.0,,3387000000.0,,,,443000000.0,4410000000.0,49065000000.0,48908000000.0,27000000.0,,44040000000.0,,,,,,,,,,,,,,,,,,,,222357000000.0,,,,,,,,,,,,,,,,0.0,95138000000.0,0.0,19338000000.0,-19439000000.0,19284000000.0,22463000000.0,,24192000000.0,,,,,,,5025000000.0,,73098000000.0,,,,,,,,,,,,,23527000000.0,270123000000.0,,4445000000.0,,53418000000.0,,423925000000.0,,1325000000.0,,,,-3203000000.0,,,,1058000000.0,63700000000.0,423925000000.0,,,54000000.0,,2669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,19855000000.0,,,2771000000.0,,460470000000.0,,,,,,16925000000.0,,,,513440000000.0,23082000000.0,,,30117000000.0,,,3874000000.0,3874000000.0,,,,,8864000000.0,,31304000000.0,,,,264000000.0,,,,,,98741000000.0,,,,1075000000.0,,-17202000000.0,18747000000.0,,,8336000000.0,24758000000.0,287257000000.0,,3874000000.0,,,,172000000.0,3806000000.0,45915000000.0,47465000000.0,23000000.0,,39857000000.0,,,,,,,,,,,,,,,,,,,,226168000000.0,,,,,,,,,,,,,,,,0.0,95689000000.0,0.0,18802000000.0,-20118000000.0,18747000000.0,19284000000.0,,24562000000.0,,,,,,,6058000000.0,,65770000000.0,,,,,,,,,,,,,23082000000.0,255953000000.0,,5230000000.0,,52970000000.0,,415805000000.0,,900000000.0,,,,-530000000.0,,,,1356000000.0,67584000000.0,415805000000.0,,,55000000.0,,2671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,58985000000.0,14865000000.0,-3807000000.0,2771000000.0,67922000000.0,488498000000.0,,2771000000.0,545072000000.0,5.1,,17517000000.0,12055000000.0,15931000000.0,-3677000000.0,545072000000.0,-46303000000.0,,-1000000.0,23880000000.0,14671000000.0,-75319000000.0,1492000000.0,1492000000.0,18903000000.0,,120371000000.0,18508000000.0,18379000000.0,,25611000000.0,25308000000.0,227541000000.0,1497000000.0,217000000.0,3830000000.0,1264000000.0,,23880000000.0,,112694000000.0,291920000000.0,14865000000.0,25308000000.0,557000000.0,,-25450000000.0,25308000000.0,3876000000.0,73868000000.0,8939000000.0,3252000000.0,317531000000.0,14345000000.0,1492000000.0,8939000000.0,2479500000.0,4.9,-472000000.0,4378000000.0,10357000000.0,51483000000.0,17000000.0,447532000000.0,7255000000.0,-19482000000.0,0.0,23041000000.0,88094000000.0,25611000000.0,5451000000.0,25364000000.0,56000000.0,,,9100000000.0,,94416000000.0,56574000000.0,12055000000.0,2698000000.0,3802000000.0,,447532000000.0,227541000000.0,,400000000.0,,-206214000000.0,4617000000.0,217000000.0,21506000000.0,,,488498000000.0,,34652000000.0,-69586000000.0,9100000000.0,,0.0,93032000000.0,1264000000.0,25364000000.0,-19482000000.0,25308000000.0,18747000000.0,1362000000.0,21150000000.0,0.0,-26647000000.0,,4378000000.0,-8973000000.0,312000000.0,3102000000.0,675000000.0,69342000000.0,-595557000000.0,,112694000000.0,0.0,-3075000000.0,12055000000.0,169931000000.0,47354000000.0,95847000000.0,284681000000.0,,,23283000000.0,291920000000.0,188834000000.0,1864000000.0,-595557000000.0,56574000000.0,17000000.0,1043089000000.0,317531000000.0,1497000000.0,-2927000000.0,,,6570000000.0,,2385200000.0,,372000000.0,67922000000.0,447532000000.0,-1329000000.0,,56000000.0,,2698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,27246000000.0,,,2771000000.0,,478251000000.0,,,,,,17628000000.0,,,,540246000000.0,19046000000.0,2489500000.0,,24007000000.0,,,3164000000.0,3164000000.0,,,,,8825000000.0,,25660000000.0,,,,195000000.0,,,,,,114519000000.0,,,,1634000000.0,1.3,-20921000000.0,25004000000.0,,,9735000000.0,24649000000.0,309578000000.0,,3164000000.0,,,,-41000000.0,6018000000.0,47057000000.0,46448000000.0,17000000.0,,41071000000.0,,,,,,,,,,,,,,,,,,,,230668000000.0,,-719000000.0,,,,,,,,,,,,,2394700000.0,0.0,110642000000.0,0.0,25059000000.0,-19549000000.0,25004000000.0,25308000000.0,,25376000000.0,,-20202000000.0,,,,,5986000000.0,,74303000000.0,,,,,,,,,,,,,19046000000.0,283918000000.0,,4381000000.0,,61995000000.0,,433970000000.0,,1441000000.0,,1.3,,-303000000.0,,,,1217000000.0,71115000000.0,433970000000.0,,,55000000.0,,2665000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,23546000000.0,,,2771000000.0,,481831000000.0,,,,,,18198000000.0,,,,536717000000.0,-20562000000.0,,,31833000000.0,,,3826000000.0,3826000000.0,,,,,9100000000.0,,33489000000.0,,,,176000000.0,,,,,,106246000000.0,,,,1596000000.0,,-20500000000.0,16312000000.0,,,9446000000.0,23358000000.0,307012000000.0,,3826000000.0,,,,122000000.0,5731000000.0,46836000000.0,44963000000.0,18000000.0,,40901000000.0,,,,,,,,,,,,,,,,,,,,229705000000.0,,-906000000.0,,,,,,,,,,,,,,0.0,113094000000.0,0.0,16367000000.0,-19549000000.0,16312000000.0,25004000000.0,,25329000000.0,,-19594000000.0,,,,,5935000000.0,,70382000000.0,,,,,,,,,,,,,19234000000.0,273523000000.0,,4551000000.0,,54886000000.0,,440186000000.0,,1462000000.0,,,,-8688000000.0,,,,725000000.0,70152000000.0,440186000000.0,,,55000000.0,,2635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,21896000000.0,,,2771000000.0,,493382000000.0,,,,,,19041000000.0,,,,559646000000.0,6464000000.0,,,33701000000.0,,,1191000000.0,1191000000.0,,,,,8729000000.0,,35302000000.0,,,,159000000.0,,,,,,109411000000.0,,,,2555000000.0,,-21553000000.0,26358000000.0,,,8323000000.0,24295000000.0,329244000000.0,5349000000.0,1191000000.0,,,,-210000000.0,5003000000.0,45332000000.0,45946000000.0,18000000.0,,41017000000.0,,0.0,,,,,,,,,,,,,,,,,,230402000000.0,,-1276000000.0,,,,,,,,,,,,,,0.0,127010000000.0,0.0,26414000000.0,-20043000000.0,26358000000.0,16312000000.0,,23652000000.0,,-20277000000.0,,,,,4315000000.0,,67228000000.0,,5349000000.0,,,,,,,,,,,26741000000.0,293942000000.0,,1627000000.0,,66264000000.0,,451187000000.0,,1424000000.0,,,,10537000000.0,,,27268000000.0,436000000.0,71343000000.0,451187000000.0,,,56000000.0,,2639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,55798000000.0,17124000000.0,-4542000000.0,2771000000.0,72848000000.0,553676000000.0,,2771000000.0,610346000000.0,4.4,,17285000000.0,10562000000.0,14035000000.0,-4643000000.0,610346000000.0,-9112000000.0,,-69000000.0,40676000000.0,14957000000.0,-91354000000.0,2381000000.0,2381000000.0,10764000000.0,,167396000000.0,-4164000000.0,15966000000.0,,43056000000.0,21755000000.0,231216000000.0,2005000000.0,357000000.0,6521000000.0,1406000000.0,,40676000000.0,,106380000000.0,336074000000.0,17124000000.0,21755000000.0,-1252000000.0,,-28380000000.0,21755000000.0,3473000000.0,76738000000.0,37827000000.0,3210000000.0,379130000000.0,-4359000000.0,2381000000.0,37827000000.0,2394700000.0,4.4,1772000000.0,3946000000.0,9338000000.0,53315000000.0,18000000.0,463779000000.0,8790000000.0,-20734000000.0,0.0,25335000000.0,84301000000.0,43056000000.0,-1781000000.0,22063000000.0,308000000.0,19000000.0,,10714000000.0,,97707000000.0,56670000000.0,10562000000.0,2797000000.0,-3626000000.0,,463779000000.0,231216000000.0,,-1641000000.0,,-182815000000.0,6934000000.0,357000000.0,25308000000.0,,,553676000000.0,,35140000000.0,-88465000000.0,10714000000.0,,0.0,137422000000.0,1406000000.0,22063000000.0,-20734000000.0,21755000000.0,26358000000.0,9767000000.0,20949000000.0,,-28392000000.0,,3946000000.0,3427000000.0,-217000000.0,548000000.0,-73000000.0,65136000000.0,-568276000000.0,3928000000.0,106380000000.0,0.0,-1008000000.0,10562000000.0,166838000000.0,48751000000.0,99447000000.0,277049000000.0,,,19280000000.0,336074000000.0,177602000000.0,3476000000.0,-568276000000.0,56670000000.0,18000000.0,1032055000000.0,379130000000.0,2005000000.0,-3666000000.0,,,-5172000000.0,,2394700000.0,-60415000000.0,1095000000.0,72848000000.0,463779000000.0,-3340000000.0,,308000000.0,,2797000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,27055000000.0,,,,,,,,,,,,,,,599578000000.0,,2394708108.0,,,,,480000000.0,480000000.0,,,,,9077000000.0,,,,,,,,,,,,,,,,1331000000.0,0.200442,,,,,,,367907000000.0,,480000000.0,,,,559000000.0,,43285000000.0,,,,42085000000.0,,,,,,,,,,,,,,,,,,,,231671000000.0,,,,,,,,,,,,,,,2394708108.0,,,,,,,,,20764000000.0,,,,,,,1200000000.0,,70340000000.0,,,,,,,,,,,,,,,,661000000.0,,,,,,,,0.200442,,,,,,181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
