date,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,trailingFreeCashFlow,annualTotalRevenue,annualCurrentAssets,trailingOperatingExpense,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualDilutedAverageShares,quarterlyCurrentAssets,annualChangesInAccountReceivables,quarterlyCashDividendsPaid,trailingBeginningCashPosition,annualCommonStockIssuance,annualInterestExpense,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyOtherNonCashItems,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyTotalAssets,trailingPretaxIncome,trailingInterestExpense,trailingChangeInWorkingCapital,annualCashCashEquivalentsAndMarketableSecurities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualPurchaseOfInvestment,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingCapitalExpenditure,annualOtherIncomeExpense,annualOperatingIncome,annualInvestingCashFlow,quarterlySaleOfInvestment,trailingTotalRevenue,annualPretaxIncome,annualEndCashPosition,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyCapitalStock,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingStockBasedCompensation,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyInventory,annualChangeInInventory,quarterlyNetPPE,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,annualCapitalStock,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualDilutedEPS,annualInventory,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualNetPPE,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,annualOtherCurrentAssets,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyRetainedEarnings,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1970-01-01 00:00:01.293753600,,,-869000000.0,,-681000000.0,,,,,,1000000.0,,,,314000000.0,949000000.0,,-451000000.0,501000000.0,,-210000000.0,,1717000000.0,25893000000.0,,1629000000.0,28749000000.0,,,239206877.0,,-59000000.0,,33000000.0,558000000.0,258000000.0,,,,2832000000.0,-605000000.0,,,-45000000.0,,7000000.0,,,,,,,3187000000.0,415000000.0,-348000000.0,,-175000000.0,9000000.0,4552000000.0,0.0,251000000.0,679000000.0,-1369000000.0,-6000000.0,766000000.0,-851000000.0,,33301000000.0,502000000.0,37000000.0,2923000000.0,,,,,-442000000.0,681000000.0,,0.041609,,-359000000.0,,,637000000.0,,,,,-1996000000.0,,257000000.0,,51000000.0,-407000000.0,,,-336000000.0,,,-582000000.0,98000000.0,613000000.0,,44000000.0,,,,,48066688.0,,,248000000.0,,,,3086000000.0,,,,0.0,0.008361,,,,1715000000.0,1017000000.0,,,,,2000000.0,,,,,463000000.0,,,2000000.0,-212000000.0,,,,,,463000000.0,,,24178000000.0,,28000000.0,-2000000.0,,-203000000.0,,,355000000.0,,18000000.0,576000000.0,260000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,27000000.0,,,,-819000000.0,,,,,,45000000.0,,,,,1164000000.0,,-635000000.0,987000000.0,5097000000.0,399000000.0,,,34275000000.0,4360000000.0,,,,,243337608.0,,83000000.0,,,1240000000.0,259000000.0,,-1307000000.0,796000000.0,,1000000000.0,,,,,5000000.0,,236000000.0,377000000.0,,1854000000.0,,,,,27000000.0,-1418000000.0,-10000000.0,,0.0,,,,-6000000.0,1297000000.0,-2020000000.0,,,1032000000.0,27000000.0,,,191000000.0,,,,,,0.041609,,,,,,,,,9070000000.0,,,250000000.0,,,-1390000000.0,0.0,,518000000.0,,,,110000000.0,-337000000.0,,,,,,,48066688.0,,,2357000000.0,,,3198000000.0,,,,,0.0,0.008219,978000000.0,,430000000.0,2461000000.0,1541000000.0,,,7763000000.0,4523000000.0,2000000.0,,,,,,,9620000000.0,2000000.0,,15414000000.0,,,,,,,157000000.0,31814000000.0,4720000000.0,37000000.0,-2000000.0,686000000.0,1722000000.0,,,,,31000000.0,,294000000.0,11054000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,0.0,,9218000000.0,,313000000.0,-1890000000.0,20000000.0,16000000.0,0.0,,0.0,,656000000.0,,,94000000.0,,,,,,,,,,,,,,,,-1000000.0,,,,,,,,,382000000.0,39000000.0,,-26000000.0,,52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,,60000000.0,,243337608.0,67000000.0,,,,,,,,,454000000.0,,,,,,,-243000000.0,,,,,,9000000.0,1563000000.0,0.0,-263000000.0,,,,,315000000.0,,,,343000000.0,255000000.0,-21000000.0,,,,21000000.0,,,,,-11000000.0,,,,,-1606000000.0,,8562000000.0,,,,,,,48066688.0,0.0,,,,234000000.0,,,,,,,,-80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,0.0,,9786000000.0,,462000000.0,-148000000.0,-600000000.0,13000000.0,1000000.0,,0.00411,,870000000.0,,,89000000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,558000000.0,21000000.0,,121000000.0,,-252000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,87000000.0,,243337608.0,77000000.0,,,,,,,,,87000000.0,,,,,,,-250000000.0,,,,,,9000000.0,119000000.0,1000000.0,-281000000.0,,,,,29000000.0,,,,408000000.0,394000000.0,-1513000000.0,,,,10000000.0,,,,,-3000000.0,,,,,1646000000.0,,8916000000.0,,,,,,,48066688.0,0.020804,,,,384000000.0,,,,,,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,-24000000.0,,9354000000.0,,246000000.0,-338000000.0,127000000.0,34000000.0,1000000.0,,0.00411,,619000000.0,,,81000000.0,,,,,,,,,,,,,,,,-1000000.0,,,,4000000.0,,,,,469000000.0,22000000.0,,7000000.0,,222000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,,210000000.0,,243337608.0,76000000.0,,,,,,,,,276000000.0,,,,,,,-256000000.0,,,,,,13000000.0,-174000000.0,1000000.0,-308000000.0,,,,,530000000.0,,,,373000000.0,183000000.0,-27000000.0,,,,13000000.0,,,,,21000000.0,,,,,-58000000.0,,8735000000.0,,,,,,,48066688.0,0.020804,,,,170000000.0,,,,,,,,-473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,25000000.0,-52000000.0,,9439000000.0,-1024000000.0,402000000.0,-1016000000.0,-13000000.0,25000000.0,38000000.0,55000000.0,,12291000000.0,800000000.0,,1522000000.0,78000000.0,-1204000000.0,1118000000.0,7106000000.0,-504000000.0,,,37797000000.0,5149000000.0,,,11183000000.0,5185000000.0,239206877.0,5149000000.0,218000000.0,-1000000.0,,986000000.0,295000000.0,,-1519000000.0,1085000000.0,,-466000000.0,541000000.0,19000000.0,,-87000000.0,-15000000.0,6000000.0,275000000.0,586000000.0,14110000000.0,2535000000.0,19259000000.0,,,,25000000.0,-507000000.0,-2000000.0,,-76000000.0,,,,44000000.0,1424000000.0,-3392000000.0,4000000.0,,1173000000.0,25000000.0,,473000000.0,343000000.0,,,,,34000000.0,0.82552,126000000.0,,,76000000.0,,25000000.0,1086000000.0,25000000.0,11183000000.0,,,483000000.0,169000000.0,,-2232000000.0,0.0,1209000000.0,-180000000.0,9664000000.0,-275000000.0,,101000000.0,2159000000.0,343000000.0,,13000000.0,651000000.0,38000000.0,-352000000.0,48066688.0,-1519000000.0,1085000000.0,1232000000.0,358000000.0,,3564000000.0,,398000000.0,339000000.0,-671000000.0,59000000.0,0.77226,1209000000.0,11000000.0,473000000.0,2946000000.0,1951000000.0,275000000.0,-9000000.0,9664000000.0,5185000000.0,40000000.0,2535000000.0,3000000.0,3564000000.0,8639000000.0,,7106000000.0,12291000000.0,40000000.0,,19259000000.0,,,6520000000.0,0.0,,328000000.0,351000000.0,34851000000.0,6520000000.0,27000000.0,-3000000.0,1086000000.0,28000000.0,-29000000.0,351000000.0,,586000000.0,15000000.0,,342000000.0,14110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,-48000000.0,,10620000000.0,,655000000.0,-444000000.0,311000000.0,26000000.0,1000000.0,,0.00411,12155000000.0,1101000000.0,,,106000000.0,,,,,,,,,,,11472000000.0,5026000000.0,,5144000000.0,,-1000000.0,,,,,,,,,748000000.0,51000000.0,,-1000000.0,,615000000.0,,,14322000000.0,,19466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,,82000000.0,,243337608.0,78000000.0,,26000000.0,691000000.0,26000000.0,,,,,130000000.0,,,,1031000000.0,,9904000000.0,-284000000.0,,,,392000000.0,,11000000.0,-533000000.0,1000000.0,-363000000.0,,-1568000000.0,1506000000.0,,978000000.0,,,,446000000.0,588000000.0,-79000000.0,,,,53000000.0,,,,261000000.0,1000000.0,,,,2520000000.0,-2000000.0,3703000000.0,9519000000.0,,7129000000.0,,,,,48066688.0,0.020804,6531000000.0,0.0,,535000000.0,,,,,,,,-407000000.0,384000000.0,,598000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,-64000000.0,,10295000000.0,,383000000.0,-488000000.0,-71000000.0,18000000.0,1000000.0,,0.00411,11814000000.0,817000000.0,,,91000000.0,,,,,,,,,,,11803000000.0,4743000000.0,,4661000000.0,,-1000000.0,,,,,,,,,485000000.0,27000000.0,,0.0,,-66000000.0,,,14604000000.0,,19265000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,,92000000.0,,243337608.0,76000000.0,,18000000.0,905000000.0,18000000.0,,,,,229000000.0,,,,892000000.0,,10201000000.0,-296000000.0,,,,442000000.0,,10000000.0,127000000.0,1000000.0,-422000000.0,,-1602000000.0,1458000000.0,,356000000.0,,,,434000000.0,317000000.0,-64000000.0,,,,18000000.0,,,,288000000.0,-8000000.0,,,,2503000000.0,-2000000.0,3321000000.0,9478000000.0,,7071000000.0,,,,,48066688.0,0.020804,6513000000.0,0.0,,299000000.0,,,,,,,,221000000.0,430000000.0,,558000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,-12000000.0,,10703000000.0,,296000000.0,-408000000.0,-90000000.0,34000000.0,1000000.0,,0.020804,13086000000.0,701000000.0,,,79000000.0,,,,,,,,,,,12286000000.0,5014000000.0,,5148000000.0,,-4000000.0,,,,-7000000.0,,,,,410000000.0,18000000.0,,9000000.0,,-177000000.0,,,15144000000.0,,20292000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,92000000.0,,48066688.0,73000000.0,,34000000.0,620000000.0,34000000.0,,,,,82000000.0,,,,1198000000.0,,10627000000.0,-628000000.0,,,,474000000.0,,22000000.0,169000000.0,1000000.0,-432000000.0,,-1659000000.0,1524000000.0,,255000000.0,,,,405000000.0,245000000.0,-9000000.0,,,,9000000.0,,,,343000000.0,16000000.0,,,,2519000000.0,33000000.0,3562000000.0,10002000000.0,,8072000000.0,,,,,48066688.0,0.020804,7518000000.0,-3000000.0,,236000000.0,,,,,,,,-597000000.0,354000000.0,,554000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,43000000.0,-9000000.0,,10632000000.0,-1513000000.0,392000000.0,-313000000.0,-77000000.0,43000000.0,12000000.0,106000000.0,,13174000000.0,788000000.0,,1682000000.0,84000000.0,-1613000000.0,1374000000.0,7761000000.0,124000000.0,6000000.0,,42249000000.0,4965000000.0,,,12514000000.0,5413000000.0,49568772.0,4965000000.0,-185000000.0,-2825000000.0,,3330000000.0,309000000.0,,-1673000000.0,1141000000.0,,73000000.0,525000000.0,20000000.0,,6000000.0,121000000.0,-37000000.0,315000000.0,531000000.0,16488000000.0,2503000000.0,21453000000.0,,,,43000000.0,-1384000000.0,18000000.0,,-133000000.0,,,,65000000.0,1724000000.0,-1653000000.0,0.0,,1480000000.0,43000000.0,,420000000.0,485000000.0,,0.0,,,34000000.0,0.266297,112000000.0,,,82000000.0,,43000000.0,1113000000.0,43000000.0,12514000000.0,,,378000000.0,2889000000.0,,-161000000.0,0.0,1065000000.0,134000000.0,10841000000.0,-305000000.0,,116000000.0,-274000000.0,485000000.0,,21000000.0,-37000000.0,12000000.0,-396000000.0,49568772.0,-1673000000.0,1141000000.0,1948000000.0,359000000.0,0.0,3637000000.0,,396000000.0,331000000.0,-9000000.0,0.0,0.266297,1065000000.0,27000000.0,420000000.0,3406000000.0,2167000000.0,315000000.0,9000000.0,10841000000.0,5413000000.0,15000000.0,2503000000.0,92000000.0,3637000000.0,9844000000.0,,7761000000.0,13174000000.0,15000000.0,,21453000000.0,,,7230000000.0,0.0,,304000000.0,220000000.0,38843000000.0,7230000000.0,25000000.0,-2831000000.0,1113000000.0,335000000.0,-601000000.0,220000000.0,,531000000.0,14000000.0,,360000000.0,16488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
