date,quarterlyBasicEPS,trailingRepaymentOfDebt,annualGrossProfit,annualEbitda,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,trailingGrossProfit,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualGrossPPE,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingPurchaseOfBusiness,annualBasicEPS,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,trailingOperatingExpense,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyTotalRevenue,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingIncome,annualChangeInInventory,trailingStockBasedCompensation,quarterlyGrossPPE,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualInventory,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualResearchAndDevelopment,annualTotalRevenue,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlyGoodwill,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,annualDilutedAverageShares,trailingNetIncome,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyCurrentAssets,annualNetIncome,trailingPretaxIncome,annualDilutedEPS,annualEndCashPosition,quarterlyTotalAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualBasicAverageShares,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,annualPretaxIncome,quarterlyDilutedEPS,trailingEndCashPosition,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualStockholdersEquity,annualTaxProvision,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCommonStockIssuance,quarterlyCostOfRevenue,annualIncomeTaxPayable,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1970-01-01 00:00:00.883526400,,-833415000.0,410500000.0,102500000.0,,439400000.0,,-40800000.0,235300000.0,1720479000.0,,549546000.0,167900000.0,,,,,23600000.0,,,-495620000.0,60700000.0,,,,-16914000.0,-117688000.0,4656000.0,266700000.0,87466000.0,,91100000.0,,,,,25400000.0,,-31400000.0,-2569000.0,-2.06,,549546000.0,,,,-18555000.0,,1007814000.0,,-23900000.0,,339800000.0,814119000.0,-163000.0,,,-102800000.0,-8497000.0,-96000000.0,,,-2700000.0,18357000.0,,36616000.0,7900000.0,-22461000.0,137448000.0,,,,101000000.0,-37100000.0,,,144855000.0,-9200000.0,47600000.0,878400000.0,,,,,,-12465000.0,0.0,,35900000.0,,,720400000.0,,-36338000.0,,,19400000.0,,-2200000.0,,70700000.0,,2982607000.0,100000.0,,1262128000.0,482625000.0,31617071.0,549546000.0,,749300000.0,,-65900000.0,680705000.0,-2.06,0.0,,56400000.0,,131159000.0,340300000.0,,31700000.0,,31617071.0,712665000.0,467900000.0,-120828000.0,39300000.0,,-47200000.0,-6400000.0,,121313000.0,-700000.0,,,-677499000.0,,260400000.0,,20800000.0,,,31800000.0,23600000.0,,,25400000.0,17500000.0,,,,-224200000.0,,,,,600313000.0,309900000.0,-4235000.0,,,456800000.0,,55600000.0,-65900000.0,263600000.0,,183300000.0,,,,,97600000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,0.18,,,,,,23600000.0,,,,,,,33900000.0,10500000.0,0.0,,,32200000.0,,,,-39200000.0,21300000.0,21300000.0,,,,,,55000000.0,,5900000.0,182300000.0,,-600000.0,,400000.0,,,,32200000.0,,-16500000.0,,,,10800000.0,,40000000.0,,,,,,215700000.0,-10000000.0,,,,12200000.0,17000000.0,,,263400000.0,,,,,3700000.0,,224200000.0,,,-2300000.0,175900000.0,,,,,,,,,24700000.0,,,,,,,,7700000.0,,434500000.0,-217300000.0,,2200000.0,,,,,,,65100000.0,,,,,263100000.0,,306900000.0,,,,,735100000.0,,6800000.0,,,91200000.0,,,,,,,,428200000.0,,,0.17,,,,21700000.0,,100600000.0,,0.0,,697600000.0,,,,6800000.0,6800000.0,,,-1100000.0,37777778.0,24100000.0,,,101000000.0,,-500000.0,,,,319200000.0,,,,,,,83600000.0,,0.0,2200000.0,,,,115100000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,0.3,,,,,,0.0,,,,,,,47300000.0,17900000.0,-700000.0,,,29500000.0,,,,-46600000.0,14500000.0,14500000.0,,,,,,56400000.0,,5900000.0,182800000.0,,-600000.0,,-9000000.0,,,,33600000.0,,-9500000.0,,,,11200000.0,,38000000.0,,,,,,228400000.0,6100000.0,,,,9600000.0,24200000.0,,,267200000.0,,,,,6500000.0,,220600000.0,,,-6700000.0,168000000.0,,,,,,,,,31900000.0,,,,,,,,7700000.0,,423000000.0,-205900000.0,,15700000.0,,,,,,,64400000.0,,,,,258000000.0,,306400000.0,,,,,731800000.0,,11400000.0,,,95400000.0,,,,,,,,425400000.0,,,0.3,,,,22000000.0,,107500000.0,,-100000.0,,681000000.0,,,,11400000.0,11400000.0,,,-1000000.0,38000000.0,24400000.0,,,100900000.0,,-300000.0,,,,303200000.0,,,,,,,83300000.0,,0.0,-6800000.0,,,,120900000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,0.07,,,,,,0.0,,,,,,,42900000.0,5800000.0,-100000.0,,,30700000.0,,,,-56000000.0,15600000.0,15600000.0,,,,,,58200000.0,,5400000.0,191000000.0,,300000.0,,-4100000.0,,,,37200000.0,,-3300000.0,,,,11500000.0,,41666667.0,,,,,,225600000.0,-28400000.0,,,,16700000.0,22200000.0,,,284800000.0,,,,,3300000.0,,228800000.0,,,1000000.0,173900000.0,,,,,300000.0,,,,30300000.0,,,,,,,,8100000.0,,448500000.0,-203400000.0,,-11700000.0,,,,,,,63300000.0,,,,,269300000.0,,321200000.0,,,,,764200000.0,,2500000.0,,,102000000.0,,,,,,,,443000000.0,,,0.06,,,,23200000.0,,105100000.0,,300000.0,,717800000.0,,,,2500000.0,2500000.0,,,-2100000.0,35714286.0,26300000.0,,,110000000.0,,-10800000.0,,,,320200000.0,,,,,,,82900000.0,,0.0,-12600000.0,,,,120500000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,,,440100000.0,125600000.0,,462200000.0,0.0,-11200000.0,230300000.0,,,,188300000.0,53800000.0,24200000.0,-100000.0,,21200000.0,46400000.0,,,23600000.0,-55300000.0,21200000.0,21200000.0,,,,285600000.0,,46400000.0,103200000.0,5400000.0,213800000.0,,-300000.0,25600000.0,8000000.0,-55300000.0,,0.98,58700000.0,,-9500000.0,,,,15400000.0,,,37600000.0,300000.0,346700000.0,,,266000000.0,-25200000.0,-57500000.0,,-35900000.0,33500000.0,30200000.0,-6000000.0,,285600000.0,,-38800000.0,,,7400000.0,,230300000.0,112100000.0,-2400000.0,5600000.0,188300000.0,,,49000000.0,935700000.0,0.0,,,-1200000.0,38900000.0,,100000.0,,22600000.0,,,762400000.0,8700000.0,,469000000.0,-186500000.0,-4700000.0,8300000.0,,,93400000.0,,,-900000.0,72700000.0,,,40682211.0,,293400000.0,820400000.0,358200000.0,37600000.0,,0.92,0.0,820400000.0,46400000.0,16800000.0,,340200000.0,103200000.0,46400000.0,,38357079.0,,495600000.0,,58700000.0,462200000.0,14500000.0,58600000.0,,,,,18100000.0,,127000000.0,265500000.0,100000.0,18100000.0,762400000.0,100000.0,32200000.0,21200000.0,16800000.0,16800000.0,53800000.0,21000000.0,-1800000.0,,25600000.0,-186500000.0,,112100000.0,,400000.0,,358200000.0,,340200000.0,,469000000.0,,72000000.0,37600000.0,293400000.0,96800000.0,213800000.0,0.0,-18700000.0,,,500000.0,139000000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,0.21,,,,,,21200000.0,,,,,,,63800000.0,13000000.0,0.0,,,28000000.0,,,,-53300000.0,16300000.0,16300000.0,,,,,,46700000.0,,5600000.0,206200000.0,,-600000.0,,-9600000.0,,,,47400000.0,,-11700000.0,,,,12800000.0,,40500000.0,,,,,,235700000.0,-5600000.0,,,,3700000.0,19500000.0,,,263300000.0,,,,,4900000.0,,210000000.0,,,-4900000.0,169000000.0,,,,,200000.0,,,,28300000.0,,,,,,,,8800000.0,,434200000.0,-178500000.0,,-1900000.0,,,,,,,70400000.0,,,,,263100000.0,,330600000.0,,,,,765400000.0,,8100000.0,,,100100000.0,,,,,,,,434800000.0,,,0.2,,,,18600000.0,,111500000.0,,0.0,,697300000.0,,,,8100000.0,8100000.0,,,-4000000.0,38571429.0,23500000.0,,,111400000.0,,-900000.0,,,,310600000.0,,,,,,,92000000.0,,0.0,3600000.0,,,,124200000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,0.35,,,,,,0.0,,,,,,,79600000.0,21500000.0,100000.0,,,43400000.0,,,,-60300000.0,13400000.0,13400000.0,,,,,,48100000.0,,5400000.0,211800000.0,,-300000.0,,-3600000.0,,,,54200000.0,,2000000.0,,,,13600000.0,,40909091.0,,,,,,257500000.0,-24800000.0,,,,19400000.0,26900000.0,,,266600000.0,,,,,8000000.0,,206300000.0,,,-2900000.0,192100000.0,,,,,-400000.0,,,,35900000.0,,,,,,,,9000000.0,,428500000.0,-165000000.0,,-5400000.0,,,,,,,70900000.0,,,,,294400000.0,,367600000.0,,,,,806900000.0,,13500000.0,,,102400000.0,,,,,,,,439300000.0,,,0.33,,,,21200000.0,,120400000.0,,500000.0,,722900000.0,,,,13500000.0,13500000.0,,,-1700000.0,38571429.0,22700000.0,,,121700000.0,,400000.0,,,,303400000.0,,,,,,,93500000.0,,0.0,-24400000.0,,,,137100000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,0.35,,,,,,0.0,,,,400000.0,,,95200000.0,21000000.0,-100000.0,,,42600000.0,,,,-72000000.0,14900000.0,14900000.0,,,,,,47200000.0,,5600000.0,214800000.0,,,,4500000.0,,,,59000000.0,,-21700000.0,-40400000.0,,,13900000.0,,41515152.0,,900000.0,,,,268000000.0,-4900000.0,,,,28000000.0,27700000.0,,,276500000.0,,,,,7300000.0,,204500000.0,,,1500000.0,193500000.0,,,,,,,,,36400000.0,,,,,,,,8700000.0,,415900000.0,-151300000.0,,23100000.0,,,,,,,75500000.0,,,,,299700000.0,,368900000.0,,,,,810800000.0,,13700000.0,,,108800000.0,,,,,,,,441900000.0,,,0.33,,,,22600000.0,,125800000.0,,100000.0,,715600000.0,,,,13700000.0,13700000.0,,,1900000.0,39142857.0,22800000.0,,,120700000.0,,-1100000.0,,,,284300000.0,,,,,,,98100000.0,,14900000.0,-4800000.0,,,,142200000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,,505400000.0,147600000.0,,433000000.0,14900000.0,-10500000.0,199700000.0,,400000.0,,208100000.0,112000000.0,24100000.0,0.0,,17200000.0,43000000.0,,,21200000.0,-69000000.0,17200000.0,17200000.0,,,,268700000.0,,46900000.0,100300000.0,5400000.0,204300000.0,,,22700000.0,20200000.0,-69000000.0,,1.25,81200000.0,,-25800000.0,-38000000.0,,,17200000.0,,,48100000.0,1200000.0,393100000.0,,,304300000.0,-12400000.0,-47700000.0,,-37500000.0,40200000.0,38200000.0,-9500000.0,,268700000.0,,-57200000.0,,,11200000.0,,199700000.0,123900000.0,-4000000.0,2300000.0,208100000.0,,,57400000.0,1065500000.0,,400000.0,,-1600000.0,47000000.0,,0.0,,22000000.0,,,708900000.0,8800000.0,,372700000.0,-138400000.0,11500000.0,27800000.0,,-38000000.0,112300000.0,,,0.0,83600000.0,,,41295757.0,,336200000.0,820900000.0,387900000.0,48100000.0,,1.16,17200000.0,820900000.0,46900000.0,12900000.0,,249700000.0,100300000.0,43000000.0,,38518084.0,,560100000.0,,81200000.0,433000000.0,43600000.0,79500000.0,,,,,29000000.0,,147800000.0,300400000.0,-100000.0,29000000.0,708900000.0,-100000.0,35300000.0,17200000.0,12900000.0,12900000.0,112000000.0,31400000.0,-5700000.0,,22700000.0,-138400000.0,,123900000.0,,-8900000.0,,387900000.0,,249700000.0,,372700000.0,,91300000.0,48100000.0,336200000.0,109600000.0,204300000.0,17200000.0,-11900000.0,,,2600000.0,156500000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,0.3,,,,,,17179000.0,,,,387000.0,,,116778000.0,18088000.0,0.0,,,30142000.0,,,,-66315000.0,18378000.0,18378000.0,,,,,,46971000.0,,5390000.0,208434000.0,,-83000.0,,-16589000.0,,,,58286000.0,,11643000.0,-45380000.0,,,13373000.0,,41902580.0,,352000.0,,,,259116000.0,-4520000.0,,,,3774000.0,23488000.0,,,257628000.0,,,,,6334000.0,,191313000.0,,,1199000.0,198370000.0,,,,,,,,,32084000.0,,,,,,,,8596000.0,,373653000.0,-126672000.0,,-746000.0,,,,,,,74515000.0,,,,,303627000.0,,365517000.0,,,,,794058000.0,,11754000.0,,,98999000.0,,,,,,,,428541000.0,,,0.28,,,,28794000.0,,119972000.0,,0.0,,677280000.0,,,,11754000.0,11754000.0,,,-6652000.0,38712272.0,21778000.0,,,124828000.0,,0.0,,,,252876000.0,,,,,,,96484000.0,,18378000.0,-13905000.0,,,,139144000.0,,,,,,,,,,,,,,,,,,,,,
