,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualAccountsPayable,quarterlyDilutedEPS,annualResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualDilutedAverageShares,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualNetIncome,trailingEndCashPosition,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,annualDilutedEPS,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualCurrentAssets,annualAccountsReceivable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,annualRetainedEarnings,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyBasicEPS,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingOperatingExpense,annualInvestingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingNetIncome,quarterlyOperatingIncome,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetPPE,quarterlyTaxProvision,annualRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualBasicAverageShares,annualInterestExpense,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualGoodwill,annualNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
1356912000,-336305488.0,,21826103646.0,8010967448.0,29814447591.0,,1018174940.0,45766203362.0,33061916236.0,,5151266984.0,,,21826103646.0,1489625220.0,,,36347432360.0,23129056299.0,8110974033.0,1625587215.0,14521328714.0,13519313298.0,64394466558.0,229333779.0,-47959129.0,,6462229748.0,973286651.0,8233705309.0,5300493687.0,8087816963.0,995518713.0,-3027103596.0,44691810.0,6307587487.0,,4693571954.0,2372531487.0,,87523522857.0,,1.19,,,2449013577.0,2372531487.0,4481466934.0,4452812005.0,23129056299.0,230370381.0,36347432360.0,396858397.0,21079634275.0,396858397.0,48901205393.0,,21079634275.0,1018174940.0,87523522857.0,3275946109.0,69814646.0,14521328714.0,230370381.0,212388755.0,4038537613.0,29814447591.0,6307587487.0,,,12500340767.0,,-2062354377.0,8110974033.0,1075537799.0,108358340.0,122108688.0,9037846364.0,53099846785.0,64394466558.0,5110340475.0,3061648793.0,12704287126.0,1570220131.0,8233705309.0,5299302579.0,346841725.0,11508639351.0,8342063649.0,5299302579.0,,6601754314.0,-5281935107.0,,48901205393.0,8342063649.0,,446217293.0,-47814008.0,1.19,,53099846785.0,995518713.0,-2077768476.0,998855389.0,,-239471852.0,-2421333127.0,7747188137.0,44691810.0,417315693.0,5110340475.0,,-8469661854.0,53099846785.0,33636393.0,-6815067397.0,,,1775055898.0,-565523045.0,,,4693319678.0,,,,,,,,,5151266984.0,,2911246803.0,,346841725.0,,363785896.0,3478964486.0,1775055898.0,,53099846785.0,612635216.0,-8349639943.0,27722620.0,108358340.0,859875256.0,5300493687.0,1136577695.0,1509219719.0,4038537613.0,212388755.0,-525855031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,-91148401.0,,,,30786449575.0,,,,,,,0.18,,20290972292.0,1039765972.0,,,,22492603113.0,,,14578532999.0,9905798786.0,64304478070.0,,,,,1090109951.0,,,,,,43381066.0,,,,972001984.0,,86797081183.0,,,,5400011022.0,1000547909.0,972001984.0,2478018698.0,,,,34869505291.0,,19634561303.0,371858397.0,,,,1040720573.0,,,60744844.0,,189620375.0,212388755.0,4109933522.0,,,,,,,-1191791177.0,9285379175.0,,,,7427780088.0,,,,1283373616.0,,1085983331.0,9394323734.0,,258959579.0,,9493940609.0,5299302579.0,,8110974033.0,-470307270.0,,49611544863.0,,5400011022.0,,-4800000.0,,0.18,,825484171.0,-1472216499.0,,,15886721.0,,,,274248915.0,5155829539.0,,,53334090558.0,221809248.0,,,,3277920898.0,,,,,,,,,,,,,4557952161.0,,1392035367.0,,,,,1557622531.0,,,53334090558.0,282825707.0,,12600000.0,99616875.0,,,,1174405142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,-1906665026.0,,,,31603240010.0,,,,,,,,,19423115336.0,1170321068.0,,,,21145332680.0,,,14241473587.0,13681289480.0,64674615529.0,,,,,1953410067.0,,,,,,42545953.0,,,,2087895119.0,,85819948209.0,,,,,2169423436.0,2087895119.0,4185305074.0,,,,33664588923.0,,18826974129.0,411672676.0,,,,1244649984.0,,,54249410.0,,230493769.0,212388755.0,4053920848.0,,,,,,,-2249057973.0,8800691208.0,,,,9495984406.0,,,,2777446288.0,,1243161060.0,9248764007.0,,200221019.0,,9276403580.0,5299302579.0,,9285379175.0,-1383909990.0,,49825838167.0,,,,-148432391.0,,,,1289129184.0,-1839153173.0,,,-30364523.0,,,,320150033.0,5312810367.0,,,53929608920.0,106972724.0,,,,3538031873.0,,,,,,,,,,,,,3732328091.0,,2942144014.0,,,,,3097596321.0,,,53929608920.0,608022852.0,,0.0,27639573.0,,,,-484687967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-75103379.0,,,,33927399011.0,,,,,,,0.44,,19918989123.0,1208556470.0,,,,22005156415.0,,,13845452505.0,13420926989.0,66300018517.0,,-2807602700.0,,,2076052733.0,,,,,,47757406.0,,,,2324159001.0,,88305174932.0,,,,5282179548.0,2471301528.0,2324159001.0,4450500691.0,,,,33764441628.0,,19319851729.0,340713226.0,,,,945003165.0,,,-17908488.0,,195356034.0,299365993.0,3679685456.0,,,,,,,-4978107215.0,6978526548.0,,,,8970426298.0,,,,3232039643.0,,1278670268.0,10219933651.0,,198230543.0,,10252608236.0,5299302579.0,,8800691208.0,-1440452395.0,,51976631418.0,,5282179548.0,,-508260442.0,,0.44,,1054176789.0,-1686775722.0,,,130999433.0,,,,206015937.0,5371593326.0,,,55475640613.0,22847029.0,,,,2622821482.0,,,,,,,,,,,,,3040238621.0,,3171830423.0,,,,,3438055580.0,,,55475640613.0,760738115.0,,144060000.0,32674585.0,,,,-1822164660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-495325032.0,,19783974810.0,12866535554.0,37923502213.0,,882760778.0,55261676595.0,37018082240.0,,3852487334.0,,,19783974810.0,1661627705.0,,,34329300204.0,24624401038.0,6518932288.0,2819812326.0,14545325394.0,18253661340.0,68470078783.0,142890229.0,-1511054634.0,,9811453904.0,2517403854.0,11255936060.0,5299525032.0,12631266230.0,471937556.0,-2568241838.0,53671495.0,9380159306.0,,7636976605.0,3996103202.0,,93094479821.0,,1.77,,,4170181031.0,3996103202.0,7129769892.0,5080271215.0,24624401038.0,358861379.0,34329300204.0,502326529.0,19206556818.0,502326529.0,56118028303.0,,19206556818.0,882760778.0,93094479821.0,3574054519.0,45804463.0,14545325394.0,358861379.0,299742333.0,3692689510.0,37923502213.0,9380159306.0,,,17365887637.0,,-4057370536.0,6518932288.0,365970349.0,40959789.0,164018272.0,11123891448.0,56628960400.0,68470078783.0,6048055359.0,5338406683.0,18243594355.0,1769244142.0,11255936060.0,5299302579.0,219686310.0,15198545169.0,11296895849.0,5299302579.0,,6978526548.0,-1338170572.0,,56118028303.0,11296895849.0,,383891986.0,-57914448.0,1.77,,56628960400.0,471937556.0,-2563423170.0,968620900.0,,-67167172.0,-719407281.0,8110974033.0,53671495.0,422441152.0,6048055359.0,,-12476326901.0,56628960400.0,14341348.0,-7561568564.0,,,2514008725.0,-4748106629.0,,,5377058801.0,,,,,,,,,3852487334.0,,5360525750.0,,219686310.0,,-1592041745.0,5760847835.0,2514008725.0,,56628960400.0,1168225652.0,-4632840227.0,7358272.0,40959789.0,748462234.0,5299525032.0,1160566888.0,-459594260.0,3692689510.0,299742333.0,49354459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-62507731.0,,,,40397000683.0,,,,,,,0.47,,19894613022.0,1107556218.0,,,,23523628906.0,,,13017904067.0,12629628514.0,70959780265.0,,-1794856112.0,,,835280111.0,,,,,,52922249.0,,,,2473498470.0,,94483409171.0,,,,5262762702.0,2588863136.0,2473498470.0,4497920150.0,,,,32912517089.0,,19262343710.0,500291886.0,,,,1722067515.0,,,85330142.0,,389158789.0,368713306.0,4991350495.0,,,,,,,-2179368243.0,6210605853.0,,,,8131708364.0,,,,3329120883.0,,1165579175.0,9538430632.0,,276267974.0,,9538430632.0,5299302579.0,,6518932288.0,-1409000000.0,,58691483708.0,,5262762702.0,,-264791061.0,,0.47,,656246979.0,-2183898884.0,,,0.0,,,,196319201.0,6278723404.0,,,58154049351.0,1971049399.0,,,,1358986397.0,,,,,,,,,,,,,3521689671.0,,3332340975.0,,,,,3525440084.0,,,58154049351.0,740257747.0,,,,,,,-308326435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,-2471453152.0,,,,41890037616.0,,,,,,,,,19368479826.0,1293174757.0,,,,22827342441.0,,,13112615498.0,16154854872.0,73077395277.0,,-207584657.0,,,3904872137.0,,,,,,74599202.0,,,,3347792836.0,,95904737718.0,,,,,3554071030.0,3347792836.0,5814467712.0,,,,32481095324.0,,18682730932.0,570566976.0,,,,1116735294.0,,,-1440278.0,,376021025.0,368713306.0,4783904103.0,,,,,,,-693371218.0,6933900040.0,,,,10340387160.0,,,,4516088161.0,,1383321935.0,10422194044.0,,308103639.0,,10422194044.0,5299302579.0,,6210605853.0,-1073522727.0,,60009050745.0,,,,-297485085.0,,,,736593520.0,-1229942895.0,,,-418705031.0,,,,350938775.0,6414260331.0,,,60235732168.0,1042973755.0,,,,1077492855.0,,,,,,,,,,,,,4109314736.0,,4431145777.0,,,,,4867026936.0,,,60235732168.0,962017131.0,,,,,,,723294187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,-152447977.0,,,,44241594605.0,,,,,,,0.44,,18383504557.0,1348535639.0,,,,24194423142.0,,,13614023625.0,14890061333.0,73794889090.0,,-2499190544.0,,,3379281374.0,,,,,,115029521.0,,,,2351556989.0,,97989312232.0,,,,5344447702.0,2525321756.0,2351556989.0,4446702574.0,,,,31997528182.0,,17954198218.0,497496681.0,,,,790428211.0,,,187945571.0,,389753966.0,368713306.0,4586126988.0,,,,,,,-555708035.0,10734815489.0,,,,10443358759.0,,,,3220973005.0,,1430301732.0,13364284790.0,,306180325.0,,13364284790.0,5299302579.0,,6933900040.0,-387051020.0,,62582961636.0,,5344447702.0,,6.0,,0.44,,423050000.0,-1596336419.0,,,-90395049.0,,,,120389701.0,6432241069.0,,,60774849821.0,3350199891.0,,,,1925492854.0,,,,,,,,,,,,,4082330501.0,,3016400842.0,,,,,3341362706.0,,,60774849821.0,695651249.0,,50000000.0,,,,,3800915449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-298028189.0,,18244846974.0,14537483829.0,47061768574.0,,1201963874.0,60758500923.0,40264329986.0,,4024948109.0,,,18244846974.0,1867425737.0,,,32641856350.0,25097056332.0,12512121499.0,3295214168.0,14397009376.0,17083956204.0,77156040951.0,318761407.0,-1840066646.0,,11587595783.0,2561509613.0,14151606026.0,5310638775.0,14882809951.0,272380116.0,-2984437049.0,135598624.0,10993022264.0,,10680943235.0,2820173969.0,,102253097283.0,,2.07,,,2919339861.0,2820173969.0,5735080501.0,5616692351.0,25097056332.0,333247400.0,32641856350.0,522165949.0,17587075668.0,522165949.0,66216607886.0,,17587075668.0,1201963874.0,102253097283.0,3827767865.0,46925972.0,14397009376.0,333247400.0,374557189.0,4375976175.0,47061768574.0,10993022264.0,,,19749513889.0,,-1422666414.0,12512121499.0,9171749500.0,20343265.0,90476265.0,11348875703.0,62642561805.0,77156040951.0,6721625590.0,3816627902.0,20494170937.0,1977484266.0,14151606026.0,5299302579.0,522172682.0,17654488609.0,14171949291.0,5299302579.0,,10734815489.0,-1185122456.0,,66216607886.0,14171949291.0,,-577354843.0,-482462372.0,2.07,,62642561805.0,272380116.0,-1963367176.0,696355999.0,,-29374854.0,-1044738512.0,6518932288.0,135598624.0,547739993.0,6721625590.0,,-4851113910.0,62642561805.0,2807526455.0,-6973545374.0,,,2056787727.0,-6341697959.0,,,5956687108.0,,,129981248.0,,,,,129981248.0,4024948109.0,,3757596235.0,,522172682.0,,5993189211.0,4364367895.0,2056787727.0,,62642561805.0,897288041.0,-4054696203.0,39536265.0,20343265.0,1607019167.0,5310638775.0,1038936073.0,1777306010.0,4375976175.0,374557189.0,-538474934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-67180231.0,,,,48775292443.0,,,,,,,0.32,,18301095052.0,1266102896.0,,,,24590915964.0,,,13012244531.0,11229337718.0,79431046394.0,,-3700000000.0,,,-704052869.0,,,,,,136906748.0,,,,1713523869.0,,104021962358.0,,,,5354762091.0,1718252224.0,1713523869.0,3288620447.0,,,,31313339583.0,,17221638016.0,536234905.0,,,,1064354112.0,,,53901773.0,,375108881.0,374557189.0,5206864161.0,,,,,,,-5466702809.0,7982992537.0,,,,7940717271.0,,,,2152063618.0,,1313823113.0,13322477064.0,,942550288.0,,13376858521.0,5299302579.0,,12512121499.0,-316000000.0,,69167509333.0,,5354762091.0,,-268928510.0,,0.32,,545810974.0,-1555428777.0,,,144550000.0,,,,235441906.0,6733197056.0,,,63025432527.0,,,,,2158787727.0,,,,,,,131289372.0,,,,,,3218800907.0,,1974797334.0,,,,,2387505524.0,,,63025432527.0,433811394.0,,144550000.0,54381457.0,,,,-4529128962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,-3953456153.0,,,,48322566885.0,,,,,,,,,10930383584.0,1418497889.0,,,,25975891270.0,,,22867333797.0,12993985447.0,79203832961.0,,-7810913473.0,,,2050087246.0,,,,,,147270749.0,,,,2991821118.0,,105179724231.0,,,,,3022874642.0,2991821118.0,3542224392.0,,,,33797717381.0,,10158596361.0,634038730.0,,,,1215238297.0,,,112048323.0,,363989422.0,422314098.0,5098755013.0,,,,,,,-1945897035.0,5494032583.0,,,,9451761055.0,,,,4089890758.0,,1635906482.0,14112767135.0,,624516474.0,,14147643109.0,5299302579.0,,7982992537.0,-938037858.0,,67781472941.0,,,,-1444680440.0,,,,1370264355.0,-1285079549.0,,,43753593.0,,,,264515506.0,7063010924.0,,,64648249773.0,,,,,8467605485.0,,,,,,,141653373.0,,,,,,3795958914.0,,1906317910.0,,,,,4354406264.0,,,64648249773.0,1067016116.0,,47999143.0,34875974.0,,,,-2488959954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,-233018793.0,,,,49719942250.0,,,,,,,0.26,,10425463721.0,1382230073.0,,,,25137618418.0,,,21282687657.0,13745544784.0,78277213831.0,,-3110032519.0,,,329592031.0,,,,,,145927460.0,,,,1397375365.0,,103414832249.0,,,,5374520635.0,1391154126.0,1397375365.0,3258647487.0,,,,31708151378.0,,9926318837.0,608755617.0,,,,960180624.0,,,289240469.0,,348282277.0,422314096.0,4416612557.0,,,,,,,-615373238.0,5932441254.0,,,,10486897297.0,,,,1864729148.0,,1468706710.0,13429602707.0,,353217424.0,,13429602707.0,5299302579.0,,5494032583.0,-1060730145.0,,68414214127.0,,5374520635.0,,-213232160.0,,0.26,,770132474.0,-1821916023.0,,,79528387.0,,,,158361962.0,7061005655.0,,,64561588049.0,4222215750.0,,,,7897652348.0,,,,,,,140310084.0,,,,,,3977248796.0,,1789940777.0,,,,,2023091110.0,,,64561588049.0,473575022.0,,135000000.0,,,,,438408671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-155147253.0,,11467659033.0,7380229702.0,51133606916.0,,1327674812.0,50976036006.0,36887855177.0,,3904053518.0,,,11467659033.0,2215859041.0,,,31869820913.0,26206384998.0,4285034364.0,2411445159.0,20402161880.0,13007168057.0,79575006623.0,497719745.0,-7775126894.0,,7627951676.0,3065164103.0,14471446152.0,5293228886.0,10039396835.0,859871964.0,-4408802430.0,169630833.0,7516385018.0,,4740790511.0,1413664666.0,,105781391621.0,,1.42,,,1495670684.0,1413664666.0,3998688503.0,6282689899.0,26206384998.0,422052404.0,31869820913.0,904266824.0,10739681614.0,904266824.0,70491887946.0,,10739681614.0,1327674812.0,105781391621.0,4459320018.0,42529180.0,20402161880.0,422052404.0,463730688.0,4238039415.0,51133606916.0,7516385018.0,,,15461538372.0,,-4691293651.0,4285034364.0,17771365996.0,,368562013.0,9008479554.0,64327392377.0,79575006623.0,7160487353.0,1932713311.0,14088180829.0,2289514822.0,14471446152.0,5299302579.0,558346586.0,9908174057.0,14471446152.0,5299302579.0,,5932441254.0,-1355282415.0,,70491887946.0,14471446152.0,,161261093.0,-1637585485.0,1.42,,64327392377.0,859871964.0,-504959197.0,574732517.0,,-10918694.0,-3564426595.0,12512121499.0,169630833.0,479494817.0,7160487353.0,,-12719266733.0,64327392377.0,5152972664.0,-5167383546.0,,,7585376010.0,-22396072886.0,,,6707951127.0,,,169630833.0,,,,,169630833.0,3904053518.0,,1709173681.0,,558346586.0,,-8227087135.0,2412208128.0,7585376010.0,,64327392377.0,437042627.0,-3670050418.0,41012870.0,,-671307312.0,5293228886.0,962821519.0,-1647406890.0,4238039415.0,463730688.0,256913286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-66442959.0,,,,52288701079.0,,,,,,,0.22,,13240354601.0,1385731865.0,,,,27748619890.0,,,19525192516.0,10607192914.0,80001996992.0,,-2500000000.0,,,1075854976.0,,,,,,167846564.0,,,,1155094163.0,,107750616882.0,,,,5250428014.0,1174219665.0,1155094163.0,2641611493.0,,,,32765547117.0,,12550738636.0,458720104.0,,,,972003847.0,,,268094344.0,,528457521.0,463730688.0,4000721985.0,,,,,,,1009881978.0,8711334581.0,,,,7965581421.0,,,,1528414700.0,,1430975368.0,16897746369.0,,521769401.0,,16897746369.0,5299302579.0,,4285034364.0,-270000000.0,,71546304438.0,,5250428014.0,,-743652436.0,,0.22,,1346915735.0,-657070145.0,,,-16163009.0,,,,70676954.0,7501750120.0,,,64985505825.0,4500000000.0,,,,7479054213.0,,,,,,,167846564.0,,,,,,3424860515.0,,1210636125.0,,,,,1599091654.0,,,64985505825.0,354195035.0,,0.0,0.0,,,,4426300217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,-2801114739.0,,,,52209825212.0,,,,,,,,,14645360750.0,1560428485.0,,,,22567779750.0,,,13379209583.0,13365916454.0,80555221066.0,,-81000000.0,,,1571364648.0,,,,,,201946193.0,,,,2199824242.0,,103123000816.0,,,,,2285979937.0,2199824242.0,4641161488.0,,,,28024570333.0,,13932965315.0,510455171.0,,,,1000036555.0,,,110678147.0,,613179913.0,463730688.0,4181176707.0,,,,,,,4652965405.0,8071781374.0,,,,8724754966.0,,,,2974574271.0,,1639044806.0,10284387972.0,,510449242.0,,10284387972.0,5299302579.0,,8711334581.0,-7644699347.0,,71515727580.0,,,,-36036428.0,,,,1432147490.0,-1362997255.0,,,-5474929.0,,,,383117406.0,7455348487.0,,,65546573638.0,6022260521.0,,,,753372730.0,,,,,,,201946193.0,,,,,,3942006462.0,,3002116682.0,,,,,3357691677.0,,,65546573638.0,688594334.0,,63000000.0,,,,,-639553207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,-102321290.0,,,,54823327437.0,,,,,,,0.49,,14822631648.0,1609808688.0,,,,25691005897.0,,,13267672866.0,13975893834.0,80029345270.0,,-7419000000.0,,,2667065619.0,,,,,,197189447.0,,,,2613502225.0,,105720351167.0,,,,5333678010.0,2767194720.0,2613502225.0,4751749606.0,,,,28090304514.0,,14198527444.0,407908460.0,,,,649051168.0,,,86205874.0,,546292303.0,463730688.0,3992924750.0,,,,,,,-6060823362.0,5147424662.0,,,,9224144228.0,,,,3504693328.0,,1695573824.0,12862338769.0,,426914757.0,,12862338769.0,5299302579.0,,8071781374.0,-717594335.0,,73893834290.0,,5333678010.0,,-201528819.0,,0.49,,1322809887.0,-870105767.0,,,-1938100.0,,,,60264228.0,7453950814.0,,,65216780347.0,2300722711.0,,,,298872730.0,,,,,,,197189447.0,,,,,,3767632249.0,,3056175782.0,,,,,3564957556.0,,,65216780347.0,737498608.0,,0.0,,,,,-2924356712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-315502844.0,,12166125658.0,11069478524.0,57384823590.0,,659266730.0,55931900959.0,37769958978.0,,4379278388.0,,,12166125658.0,1864044388.0,,,29215349483.0,29394331527.0,5799566696.0,2702563365.0,17049223825.0,17982897757.0,80119789438.0,529247327.0,-5000000000.0,,8950642624.0,2900971600.0,15585983488.0,5298084958.0,11653205989.0,1275213970.0,-3285381832.0,248641934.0,8529916783.0,,8215256843.0,2561496153.0,,109514120965.0,,1.61,,,2723248302.0,2561496153.0,6127419394.0,6420013426.0,29394331527.0,654679046.0,29215349483.0,470344088.0,11443108628.0,470344088.0,76608921127.0,,11443108628.0,659266730.0,109514120965.0,4752714734.0,64268962.0,17049223825.0,654679046.0,493647906.0,4548533840.0,57384823590.0,8529916783.0,,,17197959066.0,,-4154271206.0,5799566696.0,16069104255.0,,65063370.0,11855478363.0,64849975530.0,80119789438.0,7497703033.0,3645523690.0,18161941981.0,2326869459.0,15585983488.0,5299302579.0,474375096.0,13196752191.0,15585983488.0,5299302579.0,,5147424662.0,-610973861.0,,76608921127.0,15585983488.0,,-240597101.0,-347251565.0,1.61,,64849975530.0,1275213970.0,-2091322181.0,369888092.0,,-24346630.0,-1328469248.0,4285034364.0,248641934.0,549673960.0,7497703033.0,,-4552247185.0,64849975530.0,3246121023.0,-4981495348.0,,,3262417814.0,-15000000000.0,,,7092463457.0,,,248641934.0,,,,,248641934.0,4379278388.0,,3800549935.0,,474375096.0,,1514532332.0,4195197650.0,3262417814.0,,64849975530.0,922275388.0,-9243267543.0,2063370.0,,-707018834.0,5298084958.0,792038343.0,652142034.0,4548533840.0,493647906.0,-47922668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,-67184466.0,,,,59538041322.0,,,,,,,0.41,,12696403753.0,1471587476.0,,,,32498553769.0,,,15924782704.0,13638977156.0,78812626949.0,,-7900000000.0,,,1419305613.0,,,,,,263221700.0,,,,2153217732.0,,111311180718.0,,,,5251750566.0,2280893613.0,2153217732.0,3960481480.0,,,,28621186457.0,,11927381770.0,470344088.0,,,,487367837.0,,,178846091.0,,520734322.0,493647906.0,4551709197.0,,,,,,,272972890.0,8735034968.0,,,,9678495676.0,,,,2946909307.0,,1707936706.0,16546405238.0,,505800283.0,,16546405238.0,5299302579.0,,5799566696.0,-384500000.0,,78872884022.0,,5251750566.0,,-267838085.0,,0.41,,1187960748.0,-779637112.0,,,-874860.0,,,,51657479.0,7520632805.0,,,64404433332.0,9038727727.0,,,,3393462288.0,,,,,,,263221700.0,,,,,,3942774007.0,,2252544774.0,,,,,2998566786.0,,,64404433332.0,666015694.0,,,,,,,2935468272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
