,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualAccountsPayable,quarterlyDilutedEPS,annualResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualDilutedAverageShares,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualNetIncome,trailingEndCashPosition,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,annualDilutedEPS,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualCurrentAssets,annualAccountsReceivable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,annualRetainedEarnings,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyBasicEPS,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingOperatingExpense,annualInvestingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingNetIncome,quarterlyOperatingIncome,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetPPE,quarterlyTaxProvision,annualRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualBasicAverageShares,annualInterestExpense,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualGoodwill,annualNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
1064880000,-103323391.0,,,,694610328.0,40101255.0,,,,,,0.054125,,2266094686.0,125752378.0,,,,1648606028.0,,,4439092213.0,1424626499.0,9618155385.0,,,,,-102901744.0,,,,,,924620702.0,,,,192169028.0,,11266761413.0,102457729.0,,,,267573863.0,192169028.0,541053704.0,,,,6705186899.0,,2186231600.0,29000000.0,,,,0.0,,,1620039.0,,40434834.0,,433753655.0,,,,,,51586032.0,-774123593.0,850733564.0,,,,883572795.0,,,,369608581.0,,135442724.0,867806665.0,,,,869380865.0,1183480000.0,,703287107.0,-717411016.0,,3636953812.0,,,,,,0.054125,,1922100922.0,-776001785.0,,,0.0,,,,49893352.0,464837351.0,,,9075144095.0,,,673100041.0,,448217751.0,,,,,,,,,,260055016.0,,,1198098717.0,,405610980.0,,,,,521959662.0,,,9075144095.0,102034718.0,,,1574200.0,,,,149020657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,30005535.0,,2674886794.0,1746539451.0,716597940.0,78369853.0,0.0,5695341869.0,3305703943.0,,1170379178.0,,,2674886794.0,234798229.0,,,7629532613.0,3195597237.0,2248603800.0,536492146.0,4954645819.0,2139999639.0,10137772963.0,3436266.0,,,1112674504.0,295027223.0,2251854557.0,,1649166650.0,2230610922.0,-281621578.0,1120111895.0,739566563.0,,-322716496.0,325589502.0,,13333370200.0,200061185.0,0.196326,,,531100149.0,325589502.0,1061423870.0,602051398.0,3195597237.0,41010104.0,7629532613.0,15000000.0,2598461600.0,15000000.0,4583725692.0,,2598461600.0,0.0,13333370200.0,502338828.0,-1753028.0,4954645819.0,41010104.0,,457166759.0,716597940.0,739566563.0,,,2345983936.0,-31166605.0,-625942446.0,2248603800.0,779022.0,1812000.0,619555247.0,1078575769.0,9627089417.0,10137772963.0,446483702.0,805903367.0,2389637926.0,251860700.0,2251854557.0,1255680000.0,,2490246459.0,2253666557.0,1255680000.0,,850733564.0,-846184325.0,,4583725692.0,2253666557.0,,-160858387.0,,0.196326,,9627089417.0,2230610922.0,-624819233.0,187686619.0,,613882160.0,,799446778.0,1120111895.0,61241919.0,446483702.0,,-2807296149.0,9627089417.0,,-2812962955.0,919846456.0,,306517466.0,,,,643098475.0,,,,,,93679227.0,,,1170379178.0,,809563170.0,,,,1449157022.0,1067206471.0,306517466.0,,9627089417.0,274803218.0,-1754602140.0,,1812000.0,658189647.0,,194478458.0,1396296036.0,457166759.0,,616963158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,-289227637.0,,,,1159793928.0,40587563.0,,,,,,0.117651,,2931650855.0,136024321.0,,,,3234653956.0,,,4568109466.0,1871229596.0,10362016074.0,,-4232000.0,,,-44276898.0,,,,,,1069988030.0,,,,443195988.0,,13596670030.0,112637534.0,,,,622389123.0,443195988.0,986899646.0,,,,7499760321.0,,2864571600.0,29000000.0,,,,0.0,,,-8645135.0,,74411078.0,,519894641.0,,,,,,-62727882.0,-515345255.0,2033222132.0,,,,884329950.0,,,,816068479.0,,149932120.0,2031410132.0,,,,2033222132.0,1255680000.0,,2248603800.0,-1095000000.0,,5026921679.0,,,,,,0.117651,,2190610922.0,-502468120.0,,,1.0,,,,54555772.0,435639150.0,,,9843600813.0,,,458191222.0,,370407467.0,,,,,,,,,,-313846731.0,,,826215436.0,,836967526.0,,,,,983261785.0,,,9843600813.0,193679356.0,,,1812000.0,,,,-215381668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,22664369.0,,,,1382953898.0,54227926.0,,,,,,,,3391558224.0,155955527.0,,,,3159715886.0,,,4838348535.0,1940770432.0,11593591242.0,,,,,-832489337.0,,,,,,1273286861.0,,,,348727970.0,,14753307128.0,132793872.0,,,,492461384.0,348727970.0,839495703.0,,,,8229906759.0,,3325628976.0,15000000.0,,,,0.0,,,35836533.0,,20914784.0,,826348295.0,,,,,,-298212344.0,-1207785872.0,1737011739.0,,,,1101274729.0,,,,679806775.0,,169037293.0,1742767710.0,,,,1744579710.0,1255680000.0,,2033222132.0,178912262.0,,5250113508.0,,,,,,,,2495579022.0,-1252091292.0,,,-1.0,,,,73044552.0,438613651.0,,,11003141207.0,,,419601955.0,,327793329.0,,,,,,,,,,-251688344.0,,,1007392012.0,,670458410.0,,,,,885645199.0,,,11003141207.0,187345391.0,,,1812000.0,,,,-296210393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,-467408315.0,,,,1449076553.0,57666847.0,,,,,,0.034943,,3160284078.0,191554705.0,,,,3149593678.0,,,5431056657.0,2060188849.0,11985044097.0,,,,,-213922485.0,,,,,,1161553105.0,,,,131630427.0,,15134637775.0,166146986.0,,,,199074670.0,131630427.0,483426034.0,,,,8591340735.0,,3096780000.0,15000001.0,,,,-2.0,,,-16619862.0,,80409634.0,,814649826.0,,,,,,3457159.0,-291011087.0,1464961115.0,,,,1576762815.0,,,,270484448.0,,201918460.0,1463149115.0,,,,1464961115.0,1255680000.0,,1737011739.0,-820643184.0,,5381743935.0,,,,,,0.034943,,2672800000.0,-275151341.0,,,0.0,,,,70615203.0,427388290.0,,,11402791605.0,,,61228856.0,,590734930.0,,,,,,,,,,-365318437.0,,,1200940509.0,,281507574.0,,,,,507246637.0,,,11402791605.0,71409778.0,,,1812000.0,,,,-272050624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,-145305901.0,,3314733473.0,2028647706.0,1198314333.0,122274849.0,0.0,8379749735.0,5582758630.0,,1359326366.0,,,3314733473.0,234672736.0,,,9428708447.0,3589165853.0,1626828768.0,490601459.0,6113974974.0,2507560858.0,12478004180.0,-337723043.0,,,1451128513.0,118537889.0,1639716216.0,,1941729972.0,3006000000.0,-879277484.0,1171181168.0,1008826977.0,,-972150831.0,85272592.0,,16067170033.0,148532920.0,0.267804,,,137203336.0,85272592.0,487169722.0,718207289.0,3589165853.0,43719650.0,9428708447.0,94000000.0,3255530000.0,94000000.0,5467280418.0,,3255530000.0,0.0,16067170033.0,560111312.0,-348294579.0,6113974974.0,43719650.0,,865404673.0,1198314333.0,1008826977.0,,,2793963018.0,-42513537.0,-822424654.0,1626828768.0,,0.0,,2020391136.0,11705103821.0,12478004180.0,439970203.0,175370270.0,2796991105.0,247455527.0,1639716216.0,1255680000.0,,1429620242.0,1639716216.0,1255680000.0,,1464961115.0,-651800000.0,,5467280418.0,1639716216.0,,-399996604.0,,0.267804,,11705103821.0,3006000000.0,-372060320.0,274757185.0,,0.0,,2248603800.0,1171181168.0,105378103.0,439970203.0,,-2836566868.0,11705103821.0,,-2401771073.0,490598209.0,,696444415.0,-108758300.0,,,768343399.0,,,,,,80955248.0,,,1359326366.0,,239714195.0,,,,-621775032.0,429281293.0,696444415.0,,11705103821.0,38166934.0,-2388530922.0,,0.0,-849898264.0,,292121734.0,161867653.0,865404673.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,-89801136.0,,,,1219972896.0,80140138.0,,,,,,0.005749,,3461150594.0,204309816.0,,,,337448024.0,,,6413340450.0,1894536386.0,15998287196.0,,,,,-812152648.0,,,,,,,,,,21658563.0,,16335735220.0,189222013.0,,,,31644358.0,21658563.0,319314874.0,,,,9874491044.0,,3402180000.0,13570257111.0,,,,-1039391922.0,,,-129340397.0,,148503483.0,,104819802.0,,,,,,-182793354.0,-744985387.0,116921779.0,,,,1575221512.0,,,,21267870.0,,210544972.0,117140230.0,,,,117140230.0,1255680000.0,,162682876.0,-695000000.0,,5488938981.0,,,,,,0.005749,,349900000.0,-623089197.0,,,1258200000.0,,,,89801136.0,442029802.0,,,1692061790.0,,,-189063451.0,,3908894410.0,,,,,,,,,,-490236397.0,,,1129302861.0,,108769902.0,,,,,300291019.0,,,1692061790.0,-10376488.0,,,,,,,-457610973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,-553519985.0,,,,1142365790.0,117017217.0,,,,,,,,3573407770.0,280392185.0,,,,2906521791.0,,,7503144144.0,2637507139.0,14623238289.0,,,,,-210344611.0,,,,,,-1.0,,,,86006674.0,,17529760080.0,180021228.0,,,,154921088.0,86006674.0,562099798.0,,,,11076551914.0,,3519180000.0,51000000.0,,,,0.0,,,136175387.0,,141439741.0,,1012394498.0,,,,,,37410029.0,-952896874.0,822438542.0,,,,2075407341.0,,,,200992297.0,,293805255.0,915392076.0,,,,915392076.0,1255680000.0,,116921779.0,-765000000.0,,5412063677.0,,,,,,,,3623000000.0,-942460218.0,,,,,,,118161736.0,562884926.0,,,13713529550.0,,,732115607.0,,932650356.0,,,,,,,,,,263916895.0,,,2013503303.0,,268294543.0,,,,,499175261.0,,,13713529550.0,46071209.0,,,0.0,,,,-346779253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,24749534.0,,,,1261567234.0,104827758.0,,,,,,0.031643,,3559458027.0,305541636.0,,,,3109668768.0,,,7983574848.0,2678254213.0,15055515052.0,,0.0,,,-612369933.0,,,,,,1090885824.0,,,,119201444.0,,18165183820.0,187546487.0,,,,168367660.0,119201444.0,639053218.0,,,,11543032875.0,,3510636000.0,50999999.0,,,,-1.0,,,3279428.0,,259176622.0,,1029523843.0,,,,,,-18735845.0,-788524329.0,785942949.0,,,,2039200995.0,,,,246226264.0,,322756496.0,788094752.0,,,,788094752.0,1255680000.0,,822438542.0,-1145051600.0,,5531265121.0,,,,,,0.031643,,3804000000.0,-803005734.0,,,0.0,,,,106126391.0,560807407.0,,,14151456131.0,,,190635801.0,,946961793.0,,,,,,,,,,-275410428.0,,,2003998220.0,,316296722.0,,,,,539899142.0,,,14151456131.0,77858604.0,,,0.0,,,,-36495593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,-129673242.0,,4990774182.0,1255181270.0,1257395426.0,126759943.0,4522223.0,10822696605.0,8314129546.0,,1710833522.0,,,4990774182.0,397183416.0,,,12387798914.0,3422612382.0,1178389564.0,273931192.0,7397024732.0,3612398867.0,15819413928.0,-64324531.0,-318078058.0,,587442780.0,267352473.0,1184176988.0,,861373972.0,3573000000.0,-748244829.0,1142793039.0,406892298.0,,-1367514719.0,180025617.0,,19242026310.0,208825284.0,0.108014,,,232509674.0,180025617.0,988099169.0,1187427053.0,3422612382.0,207332286.0,12387798914.0,94000000.0,4875180000.0,94000000.0,5711434357.0,,4875180000.0,4522223.0,19242026310.0,765615012.0,-74438949.0,7397024732.0,207332286.0,,964144149.0,1257395426.0,406892298.0,,,2074430561.0,120260152.0,-797761762.0,1178389564.0,117800000.0,0.0,,2624299698.0,15091128010.0,15819413928.0,443449830.0,392887541.0,2508567059.0,426279066.0,1184176988.0,1255680000.0,,1523523177.0,1184176988.0,1255680000.0,,785942949.0,-1418497600.0,,5711434357.0,1184176988.0,,-43859018.0,,0.108014,,15091128010.0,3573000000.0,-522482747.0,428745056.0,,0.0,,1626828768.0,1142793039.0,138983809.0,443449830.0,,-3284168352.0,15091128010.0,106600000.0,-2891037896.0,789835220.0,,1142283127.0,-459048058.0,,,1253385789.0,,,,,,191930016.0,,,1710833522.0,,561820103.0,,,,-448439204.0,740696634.0,1142283127.0,,15091128010.0,160377867.0,-4023549200.0,,0.0,-309799914.0,,447441577.0,392446615.0,964144149.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,-295126869.0,,,,1412743730.0,117527932.0,,,,,,0.041239,,6168888837.0,347543941.0,,,,3650097865.0,,,6721508600.0,2886741309.0,16139538692.0,,,,,-358988640.0,,,,,,1032456459.0,,,,155348304.0,,19789636557.0,228309225.0,,,,218310474.0,155348304.0,800921902.0,,,,12890397437.0,,6053710000.0,94000000.0,,,,0.0,,,90325298.0,,224310914.0,,1277815683.0,,,,,,-313671533.0,-498726618.0,1190599353.0,,,,2085819407.0,,,,325897529.0,,370898080.0,1190599353.0,,,,1190599353.0,1255680000.0,,1178389564.0,-1595000000.0,,5866782661.0,,,,,,0.041239,,2839000000.0,-589051916.0,,,0.0,,,,129596822.0,445440970.0,,,15413468559.0,,,230063276.0,,1274819530.0,,,,,,,,,,-339035969.0,,,1664161139.0,,430023822.0,,,,,683803576.0,,,15413468559.0,107587055.0,,,0.0,,,,12209789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,17614100.0,,,,1662198007.0,134364200.0,,,,,,,,6685557631.0,402109383.0,,,,3723553395.0,,,6245117328.0,3854685553.0,16602639118.0,,,,,-195710965.0,,,,,,165000.0,,,,337351877.0,,20326192513.0,233255142.0,,,,442630563.0,337351877.0,1048333779.0,,,,12930674959.0,,6620180000.0,251184387.0,,,,8532118.0,,,12726947.0,,239698235.0,,1295229580.0,,,,,,-17413898.0,-763352916.0,993019833.0,,,,2806351774.0,,,,609116654.0,,418422941.0,999263659.0,,,,1012333459.0,1255680000.0,,1190599353.0,-1049000000.0,,6116197573.0,,,,,,,,2083000000.0,-786589011.0,,,145000000.0,,,,130334421.0,449658847.0,,,15897067133.0,,,590878046.0,,1452217743.0,,,,,,,,,,-209520358.0,,,1566857201.0,,629910838.0,,,,,972706217.0,,,15897067133.0,166486091.0,,,13069800.0,,,,-197579520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,-207714374.0,,,,1995957219.0,136063808.0,,,,,,0.0886,,7475954398.0,424163640.0,,,,4010151086.0,,,6053107205.0,3937799733.0,17387387767.0,,,,,-104733394.0,,,,,,1418380722.0,,,,333759213.0,,21397538853.0,237150215.0,,,,430947333.0,333759213.0,1094503679.0,,,,13529061603.0,,7398310000.0,122500000.0,,,,20692696.0,,,2185938.0,,435950844.0,,1197011257.0,,,,,,98218324.0,-743178889.0,1106395754.0,,,,2843296054.0,,,,590803522.0,,445145822.0,1183807902.0,,,,1183807902.0,1255680000.0,,993019833.0,-1436360000.0,,6450096528.0,,,,,,0.0886,,1523000000.0,-760872578.0,,,0.0,,,,133613162.0,480927477.0,,,16597977253.0,15492834.0,,656139184.0,,1542311611.0,,,,,,,,,,-149339280.0,,,1763954368.0,,649357857.0,,,,,961566899.0,,,16597977253.0,159856189.0,,0.0,0.0,,,,113375921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-338712218.0,,7206484633.0,2766763281.0,2300438445.0,170059516.0,15957172.0,15253501934.0,10744249860.0,,1488523974.0,,,7206484633.0,473564645.0,,,13766016066.0,3830306353.0,1146775757.0,693269886.0,6559531433.0,4574275339.0,18475219000.0,76925886.0,,,1805039162.0,145657402.0,1140988333.0,,2498309048.0,1708000000.0,-823939361.0,1487802919.0,1427930555.0,,-513775597.0,601471161.0,,22305525353.0,258671128.0,0.379059,,,713150792.0,601471161.0,1565492714.0,1647381609.0,3830306353.0,331306427.0,13766016066.0,128500000.0,7168738568.0,128500000.0,7051706368.0,,7168738568.0,15957172.0,22305525353.0,957385710.0,-28312297.0,6559531433.0,331306427.0,,1218634710.0,2300438445.0,1427930555.0,,,3995915808.0,-23511807.0,-1328109742.0,1146775757.0,25746412.0,0.0,145000000.0,3008782625.0,17650875725.0,18475219000.0,509249228.0,972491343.0,4509252074.0,508021950.0,1140988333.0,1255680000.0,,2926948738.0,1140988333.0,1255680000.0,,1106395754.0,-1174915432.0,,7051706368.0,1140988333.0,,-256378914.0,,0.379059,,17650875725.0,1708000000.0,-1304210830.0,558015456.0,,0.0,,1187555977.0,1487802919.0,151050446.0,509249228.0,,-3333368165.0,17650875725.0,-246422.0,-3440724335.0,1449868232.0,,1760137468.0,,,,1742488793.0,,,,,,305410708.0,,,1488523974.0,,1057470764.0,,,,-40780220.0,1382212917.0,1760137468.0,,17650875725.0,259340551.0,-5255275432.0,0.0,0.0,-392484899.0,,540221050.0,31213590.0,1218634710.0,,145000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,-144996222.0,,,,2554580583.0,,,,,,,0.056667,,8298997068.0,376118401.0,,,,4213143519.0,,,6338754257.0,3565245830.0,19285003893.0,,,,,-864360900.0,,,,,,1554547581.0,,,,212592722.0,,23498147412.0,,,,3751636271.0,279337384.0,212592722.0,886424372.0,,,,14637751325.0,,8250147718.0,183500000.0,,,,0.0,,,-51742490.0,,392887368.0,11937913.0,1470290488.0,,,,,,,-1130173492.0,1131676860.0,,,,2678821458.0,,,,396095209.0,,396126742.0,1130564730.0,,,,1130564730.0,1255680000.0,,1144367322.0,-948000000.0,,7305848506.0,,3751636271.0,,,,0.056667,,1620000000.0,-1078431002.0,,,0.0,,,,142865428.0,571314084.0,,,18309272538.0,,,,,1815137468.0,,,,,,,,,,,,,1490146164.0,,490297630.0,,,,,538960637.0,,,18309272538.0,116757825.0,,,,,,,-12690462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,-269843758.0,,,,3093773039.0,,,,,,,,,8819606134.0,487463529.0,,,,4483042107.0,,,7101076721.0,4789807140.0,21177606921.0,,,,,-793397802.0,,,,,,388756757.0,,,,668523335.0,,25660649028.0,,,,,732562445.0,668523335.0,1557060329.0,,,,15920682855.0,,8752697273.0,188000000.0,,,,0.0,,,1155896.0,,503073530.0,11937911.0,1540935595.0,,,,,,,-1414346984.0,,,,,3232746811.0,,,,1000859304.0,,519871130.0,839451196.0,,,,839451196.0,1566434193.0,,,-925273000.0,,9351209416.0,,,,,,,,1640000000.0,-1317483185.0,,,0.0,,,,158210662.0,1285004930.0,,,19201817455.0,,,,,1965916104.0,,,,,,,,,,,,,1085333183.0,,1037189199.0,,,,,1159069966.0,,,19201817455.0,268296859.0,,,,,,,-486777168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,-300725210.0,,,,3715361755.0,,,,,,,0.133333,,9777502458.0,491263332.0,,,,5071650800.0,,,7513757845.0,4616605576.0,22622791677.0,,,,,-591614254.0,,,,,,1.0,,,,621588716.0,,27694442477.0,,,,4661915370.0,642549884.0,621588716.0,1423772670.0,,,,17291260303.0,,9713037273.0,198745373.0,,,,0.0,,,-7077563.0,,365367825.0,11937911.0,1573950335.0,,,,,,,-1727513317.0,,,,,3192832906.0,,,,830249805.0,,530663145.0,1196608134.0,,,,1196608134.0,1566434193.0,,,-947380000.0,,9993464248.0,,3751636271.0,,,,0.133333,,1670000000.0,-1732561754.0,,,0.0,,,,142243059.0,1363505393.0,,,20538891304.0,,,,,2221536104.0,,,,,,,,,,,,,1017999555.0,,893109525.0,,,,,972492864.0,,,20538891304.0,187699921.0,,,,,,,358668973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-274980167.0,,9892411330.0,3776328794.0,5960966997.0,,0.0,18776097957.0,12925705599.0,,1930815405.0,,,9892411330.0,585139147.0,,,19492845449.0,6986858501.0,1411707022.0,780977265.0,9600434119.0,5804439411.0,24053750919.0,-81483969.0,,,2704010930.0,-666043376.0,1417683751.0,4401562265.0,3484988195.0,2479133436.0,-990545357.0,468158706.0,2494218617.0,,-2915416332.0,991513844.0,,31040609420.0,,0.566667,,,1049561218.0,991513844.0,1983134987.0,1939984409.0,6986858501.0,229507194.0,19492845449.0,199306368.0,9822027273.0,199306368.0,11079605265.0,,9822027273.0,0.0,31040609420.0,1149118009.0,-23819812.0,9600434119.0,229507194.0,16119621.0,1562551885.0,5960966997.0,2494218617.0,,,5267266748.0,,-1463296125.0,1411707022.0,4690609.0,,,3821304424.0,21885724853.0,24053750919.0,1383122389.0,1257783878.0,5850392358.0,627402547.0,1417683751.0,1566434193.0,20330640.0,2668807195.0,1417683751.0,1566434193.0,,1190285365.0,-729938295.0,,11079605265.0,1417683751.0,,-289673269.0,0.0,0.566667,,21885724853.0,2479133436.0,-1455747586.0,609554033.0,,0.0,-98019695.0,1335232961.0,468158706.0,189841395.0,1383122389.0,,-5735329918.0,21885724853.0,690609.0,-5584223527.0,,,2467656289.0,,,,2074063564.0,,,,,,,,,1930815405.0,,1355732440.0,,20330640.0,,76474061.0,1447625273.0,2467656289.0,,21885724853.0,208222660.0,-3550591295.0,,,-1769245200.0,4401562265.0,633160544.0,217272718.0,1562551885.0,16119621.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,-214584965.0,,,,6410571620.0,,,,,,,0.096667,,9367897424.0,481034813.0,,,,7778315144.0,,,11406191092.0,4614990808.0,24937467527.0,,,,,-1133902637.0,,,,,,474771710.0,,,,449604623.0,,32715782671.0,,,,4651082307.0,470875770.0,449604623.0,1168086235.0,,,,20774088516.0,,9296217273.0,226803604.0,,,,0.0,,,-12272182.0,,260471452.0,16119621.0,1847846421.0,,,,,,,-1506125538.0,2000865475.0,,,,3446904573.0,,,,483334798.0,,510677962.0,2006701775.0,,20330640.0,,2006701775.0,1566434193.0,,1411707022.0,-930000000.0,,11466922445.0,,4651082307.0,,-10709000.0,,0.096667,,3881070673.0,-1483144356.0,,,0.0,,,,222865856.0,1448030168.0,,,22744297735.0,,,,,3552156289.0,,,,,,,,,,,,,1584065024.0,,657408273.0,,,,,706200654.0,,,22744297735.0,12459028.0,,,,,,,589158453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
