date,annualChangeInAccountPayable,annualAccountsPayable,annualDilutedEPS,annualOperatingIncome,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,annualBasicAverageShares,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyDilutedEPS,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,quarterlyDilutedAverageShares,annualOtherNonCurrentAssets,annualLongTermDebt,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualBasicEPS,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyGoodwill,annualTotalAssets,annualTaxProvision,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualDilutedAverageShares,annualGoodwill,quarterlyEbitda,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingCashDividendsPaid,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingBasicEPS,trailingInterestExpense,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported
2013-06-30,,,,,,,,,,52411000.0,1319173000.0,,,1243147000.0,,135712000.0,,,,654814000.0,,,2881000.0,,-1751031000.0,,541302000.0,-2852000.0,,2982526000.0,,,,,79132000.0,1897961000.0,,,,,,,4301699000.0,75401000.0,,,,,,,,-155953000.0,75330000.0,75401000.0,,,0.023336,,922000.0,,,4989000.0,,,3231162062.0,,,406075000.0,,,,,,,262955000.0,2402949000.0,-242559000.0,360009000.0,,,,104678000.0,,-12801000.0,,,,,4852000.0,257000.0,308328000.0,135227000.0,474692000.0,104848000.0,23189000.0,,,,,56095000.0,,,75840000.0,3205125748.0,,,,,,-204323000.0,12830000.0,,2648711000.0,,265836000.0,262955000.0,510000.0,292932000.0,,,-264313000.0,,601216000.0,9080000.0,,,,37926000.0,,0.0,104167000.0,,,,108360000.0,,1215000.0,,,,,,2648711000.0,,,-101905000.0,405417000.0,,,,,,,174876000.0,,53079000.0,,,36736000.0,,,,107000.0,,0.023525,,,,,,214844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,34042000.0,1406549000.0,,,1089532000.0,,136725000.0,,,,772169000.0,,,2574000.0,,-1708540000.0,,534256000.0,-5225000.0,,3014533000.0,,,,,48535000.0,1861701000.0,,,,,,,4421082000.0,42491000.0,,,,,,,,4606000.0,42940000.0,42491000.0,,,0.013133,,210000.0,,,5429000.0,,,3235455221.0,,,422274000.0,,,,,,,473507000.0,2450143000.0,-213133000.0,396108000.0,,,,105497000.0,,7305000.0,,,,,2598000.0,207000.0,289954000.0,111982000.0,553435000.0,17833000.0,23758000.0,,,,,63447000.0,,,43854000.0,3208365195.0,,,123974000.0,,,-388671000.0,12836000.0,,2682537000.0,,476081000.0,473507000.0,914000.0,262955000.0,,,-264975000.0,,563280000.0,,,,,36969000.0,,108000000.0,154045000.0,,,,269581000.0,,5518000.0,,,,,,2682537000.0,,,90467000.0,402827000.0,,,,,,,213098000.0,,56993000.0,,,37564000.0,,,,10000.0,,0.013244,,,,,,185260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-24311000.0,285967000.0,0.1,187087000.0,145314000.0,,,991673000.0,-33601000.0,44995000.0,1563241000.0,240311000.0,,938537000.0,,138721000.0,,1930210000.0,462483000.0,991673000.0,,,240311000.0,75949000.0,-1693859000.0,3265000.0,491797000.0,-248498000.0,71526000.0,2960151000.0,462483000.0,,,,8099000.0,1930210000.0,390547000.0,,29200000.0,173177000.0,178597000.0,3206313784.0,4523392000.0,14681000.0,,251349000.0,174467000.0,1630528000.0,,41164000.0,74940000.0,100820000.0,15685000.0,14681000.0,,39245000.0,0.004357,,3265000.0,2483772000.0,173905000.0,0.0,28091000.0,1563241000.0,3369285538.0,6237000.0,781538000.0,398858000.0,173177000.0,,938537000.0,153942000.0,0.1,-1693859000.0,462483000.0,2483772000.0,-269147000.0,308229000.0,,4523392000.0,4130000.0,153942000.0,546910000.0,30399000.0,,,308229000.0,,11339000.0,167000.0,286251000.0,92939000.0,781538000.0,41164000.0,29200000.0,,,738016000.0,2665559000.0,84840000.0,2960151000.0,438436000.0,15855000.0,3210230456.0,-6799000.0,215265000.0,215265000.0,702794000.0,,-251959000.0,12845000.0,286251000.0,2665559000.0,759899000.0,702794000.0,462483000.0,170000.0,473507000.0,20014000.0,9194123000.0,-104617000.0,,390547000.0,5789000.0,,,8595000.0,6237000.0,-6528564000.0,0.0,52749000.0,-6799000.0,0.0,358490000.0,205437000.0,,13546000.0,4130000.0,-807467000.0,-771617000.0,,,9194123000.0,,,51535000.0,285967000.0,167000.0,-33375000.0,-6528564000.0,,209968000.0,,209968000.0,,74940000.0,,,46256000.0,,,,0.0,0.0,0.004573,,,16402000.0,3258907878.0,,146820000.0,173458000.0,108000000.0,,34392000.0,-258664000.0,,12845000.0,-1038698000.0,2068964000.0,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,150436000.0,,,,32901000.0,1437749000.0,,,853363000.0,,136871000.0,,,,895241000.0,,,178383000.0,,-1673598000.0,,451083000.0,,,2928553000.0,,,,,29585000.0,1748604000.0,,,,,,,4366302000.0,20261000.0,,,,,,,,50815000.0,18942000.0,20261000.0,,,0.006289,,977494000.0,,,895241000.0,,,3221420814.0,,,354965000.0,,,,,,,,2509362000.0,-24912000.0,361536000.0,,,,,,93651000.0,,,,,-6397000.0,,294375000.0,96118000.0,,,,,,,,66533000.0,,,20396000.0,3221420814.0,,,137296000.0,,,,12886000.0,,2638141000.0,,178383000.0,437575000.0,1454000.0,,,,-118563000.0,,,4630000.0,,,,290412000.0,,,,,,,169378000.0,,,,,,,,2638141000.0,,,,,,,,,,,,,,,,36653000.0,,,,,,0.006289,,,,,,161897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,44546000.0,1934980000.0,,,1003540000.0,,138463000.0,,,,975284000.0,,,358417000.0,,-1616797000.0,,511344000.0,-443617000.0,,2932889000.0,,,,,58192000.0,1978824000.0,,,,,,,4867869000.0,56801000.0,,,,,,,,4000.0,57180000.0,56801000.0,,,0.016095,,1543000.0,,,0.0,,,3529119264.0,,,368291000.0,,,,,,,573332000.0,2780330000.0,-339761000.0,386967000.0,,,,132273000.0,,-43749000.0,,,,,4105000.0,122000.0,319089000.0,143053000.0,782837000.0,101417000.0,30820000.0,,,,,84861000.0,,,57087000.0,3276624276.0,,,335575000.0,,,-121382000.0,13933000.0,,2651728000.0,,931749000.0,573332000.0,-93000.0,437575000.0,,,-118631000.0,,365269000.0,,,,,7228000.0,,0.0,357214000.0,,,,118635000.0,,263582000.0,,,,,,2651728000.0,,,-76442000.0,325342000.0,,,,,,,192325000.0,,87004000.0,,197604000.0,45080000.0,,,,0.0,,0.017335,,,,,,196655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,44758000.0,1708738000.0,,,1079988000.0,,138889000.0,,,,763175000.0,,,336793000.0,,-1569277000.0,,521646000.0,-436663000.0,,3079195000.0,,,,,40820000.0,1843163000.0,,,,,,,4787933000.0,47520000.0,,,,,,,,-92789000.0,48678000.0,47520000.0,,,0.012215,,578000.0,,,0.0,,,3890390553.0,,,386704000.0,,,,,,,362239000.0,2834898000.0,-144006000.0,490910000.0,,,,117956000.0,,54418000.0,,,,,7411000.0,122000.0,315364000.0,134942000.0,572362000.0,53563000.0,31433000.0,,,,,94122000.0,,,48660000.0,3484567627.0,,,346699000.0,,,-302124000.0,13953000.0,,2782870000.0,,699032000.0,362239000.0,-18000.0,573332000.0,,,-226999000.0,,376978000.0,,,,,9918000.0,,0.0,-202312000.0,,,,134210000.0,,455712000.0,,,,,,2782870000.0,,,-53048000.0,531334000.0,,,,,,,190691000.0,,88954000.0,,0.0,54887000.0,,,,0.0,,0.013637,,,,,,179709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,79340000.0,645414000.0,0.043831,116549000.0,189733000.0,,,1311416000.0,-95440000.0,55475000.0,2298259000.0,644071000.0,270180000.0,1150241000.0,,135245000.0,,2461657000.0,603036000.0,1311416000.0,,,644071000.0,-106998000.0,-1540890000.0,44000.0,485893000.0,-899278000.0,-48411000.0,3471120000.0,603036000.0,,,,1648000.0,2461657000.0,162054000.0,,72712000.0,152969000.0,138050000.0,3381916274.0,5769379000.0,28387000.0,,366903000.0,126261000.0,1486514000.0,,117333000.0,98333000.0,-41644000.0,1461000.0,28387000.0,,1602513000.0,0.007735,,44000.0,2948415000.0,177680000.0,491579000.0,5716000.0,2298259000.0,3670148191.0,15786000.0,1127173000.0,376554000.0,152969000.0,,1150241000.0,131114000.0,0.045231,-1540890000.0,603036000.0,2948415000.0,-644783000.0,456388000.0,,5769379000.0,11789000.0,131114000.0,549468000.0,-89298000.0,,,382647000.0,,9171000.0,69000.0,316041000.0,109339000.0,1127173000.0,117333000.0,72712000.0,,,608102000.0,3130417000.0,107691000.0,3471120000.0,483452000.0,11907000.0,3544877601.0,-936000.0,207822000.0,207822000.0,1247107000.0,,-305166000.0,14342000.0,316041000.0,3130417000.0,708233000.0,1247107000.0,603036000.0,10446000.0,362239000.0,27986000.0,10141013000.0,-236862000.0,,162054000.0,,,,-59367000.0,15786000.0,-7010596000.0,276526000.0,690163000.0,-936000.0,0.0,462483000.0,195218000.0,,554208000.0,11789000.0,-1144123000.0,-703542000.0,,,3130417000.0,,,58825000.0,794361000.0,69000.0,-89232000.0,-7010596000.0,,184174000.0,,184174000.0,,98333000.0,,72576000.0,53113000.0,,,,0.0,0.0,0.008008,,,18388000.0,3709348657.0,,136893000.0,676683000.0,276771000.0,,20715000.0,-2046658000.0,,14342000.0,-952383000.0,1969966000.0,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,51691000.0,2052166000.0,,,1082186000.0,,125461000.0,,,,1094713000.0,,,586047000.0,,-1485413000.0,,509798000.0,-658192000.0,,3488997000.0,,,,,45504000.0,2176899000.0,,,,,,,5541163000.0,55477000.0,,,,,,,,-100098000.0,51575000.0,55477000.0,,,0.013807,,0.0,,,2080000.0,,,4018085795.0,,,359871000.0,,,,,,,402378000.0,3008845000.0,-148888000.0,454383000.0,,,,124711000.0,,7770000.0,,,,,9766000.0,69000.0,340889000.0,149927000.0,913731000.0,65200000.0,57520000.0,,,,,104423000.0,,,51629000.0,3587674002.0,0.0,,206562000.0,,,-244020000.0,14372000.0,,3151804000.0,,988425000.0,402378000.0,54000.0,603036000.0,,,-234371000.0,,192775000.0,5010000.0,,,,28582000.0,,0.0,-185819000.0,,,,134273000.0,,724419000.0,,,,,,3151804000.0,,,-42738000.0,699467000.0,,,,,,,178833000.0,,96783000.0,,0.0,53453000.0,,,,0.0,,0.015463,,,,,,170965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,61210000.0,2333356000.0,,,1178431000.0,,124911000.0,,,,1140568000.0,,,568886000.0,,-1408709000.0,,546615000.0,-658304000.0,,3831667000.0,,,,,60677000.0,2318999000.0,,,,,,,6165023000.0,76704000.0,,,,,,,,-96836000.0,71696000.0,76704000.0,,,0.018451,,0.0,,,2080000.0,,,4157163073.0,,,370210000.0,,,,,,,766165000.0,3495770000.0,-170372000.0,394628000.0,,,,132714000.0,,122557000.0,,,,,13403000.0,1383000.0,365332000.0,176405000.0,963814000.0,128988000.0,175338000.0,,,,,115728000.0,,,72620000.0,3719180011.0,-248000.0,,202488000.0,,,-105907000.0,16300000.0,,3396183000.0,,1335051000.0,766165000.0,924000.0,402378000.0,,,-251413000.0,,119727000.0,,,,,12957000.0,,0.0,379423000.0,,,,154577000.0,,575380000.0,,,,,,3396183000.0,,,-42179000.0,650636000.0,,,,,,,173291000.0,,96168000.0,,399460000.0,55202000.0,,,,0.0,,0.020624,,,,,,185588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,62541000.0,2316550000.0,,,1059188000.0,,130460000.0,,,,1204728000.0,,,462280000.0,,-1326083000.0,,569854000.0,-569597000.0,,3890264000.0,,,,,74226000.0,2263916000.0,,,,,,,6206814000.0,82626000.0,,,,,,,,-118965000.0,68974000.0,82626000.0,,,0.018353,,111374000.0,,,22359000.0,,,4502023360.0,,,387503000.0,,,,,,,741576000.0,3606297000.0,-187920000.0,466130000.0,,,,146844000.0,,28246000.0,,,,,-2828000.0,2048000.0,398987000.0,182351000.0,990615000.0,67190000.0,178513000.0,,,,,108125000.0,,,70767000.0,4077062764.0,-49000.0,,324062000.0,,,-63658000.0,16432000.0,,3380864000.0,,1203856000.0,741576000.0,1793000.0,766165000.0,,,-299137000.0,,57499000.0,,,,,28109000.0,,0.0,-8908000.0,,,,180172000.0,,642266000.0,,,,,,3380864000.0,,,-24654000.0,786961000.0,,,,,,,189706000.0,,96027000.0,,27522000.0,62381000.0,,,,0.0,,0.020266,,,,,,204686000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,39096000.0,885438000.0,0.1,193112000.0,237157000.0,,,1157901000.0,-600264000.0,79611000.0,2590050000.0,282708000.0,508807000.0,1767191000.0,,142717000.0,,2925092000.0,1005201000.0,1157901000.0,,,282708000.0,-24552000.0,-1287479000.0,72197000.0,610148000.0,-686943000.0,181963000.0,4525297000.0,1005201000.0,,,,41597000.0,2925092000.0,505700000.0,,218727000.0,253411000.0,230864000.0,3896041667.0,7115347000.0,38604000.0,,489508000.0,222323000.0,1553795000.0,,152324000.0,96644000.0,-284365000.0,30078000.0,38604000.0,,2783385000.0,0.00851,,97322000.0,3729856000.0,255053000.0,65761000.0,7019000.0,2590050000.0,4536536517.0,12328000.0,909243000.0,436211000.0,253411000.0,,1767191000.0,132452000.0,0.1,-1287479000.0,1005201000.0,3729856000.0,-282376000.0,357224000.0,,7115347000.0,8541000.0,132452000.0,523549000.0,23390000.0,,,357224000.0,,-4462000.0,7293000.0,387326000.0,173937000.0,909243000.0,152324000.0,218727000.0,,,669197000.0,3994848000.0,132340000.0,4525297000.0,682620000.0,35848000.0,4196722601.0,,224279000.0,224279000.0,1287909000.0,,-40145000.0,16830000.0,387326000.0,3994848000.0,766631000.0,1287909000.0,1005201000.0,5770000.0,741576000.0,44771000.0,11425995000.0,-484540000.0,,505700000.0,2783000.0,,,-57947000.0,12328000.0,-7431147000.0,132082000.0,352382000.0,-297000.0,65761000.0,603036000.0,200175000.0,,841320000.0,8541000.0,-789556000.0,-1269461000.0,,,11425995000.0,,,19513000.0,885438000.0,7293000.0,-39902000.0,-7431147000.0,,175604000.0,,175604000.0,,96644000.0,,81825000.0,66121000.0,,,,1459000.0,1459000.0,0.009199,,,18329000.0,4326243597.0,,181348000.0,537078000.0,132082000.0,,12218000.0,-2573036000.0,,16830000.0,-453730000.0,2236415000.0,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,37202000.0,2492465000.0,,,1989920000.0,,159684000.0,,,,1365248000.0,,,107167000.0,,-1226061000.0,,634312000.0,-29558000.0,,5107618000.0,,,,,66136000.0,3355168000.0,,,,,,,7600083000.0,61418000.0,,,,,,,,-472964000.0,51762000.0,61418000.0,,,0.013251,,69854000.0,,,42497000.0,,,4634849192.0,,,480560000.0,,,,,,,1034955000.0,3794121000.0,-415901000.0,581994000.0,,,,132844000.0,,-629000.0,,,,,-8815000.0,7616000.0,386180000.0,153752000.0,1148721000.0,82802000.0,192720000.0,,,,,87616000.0,,,52500000.0,4208829793.0,0.0,,306582000.0,,,-60872000.0,16862000.0,,4593922000.0,,1142122000.0,1034955000.0,738000.0,1005201000.0,,,-599354000.0,,521542000.0,6557000.0,,,,31433000.0,,0.0,323374000.0,,,,126390000.0,,210964000.0,,,,,,4593922000.0,,,-90758000.0,1252283000.0,,,,,,,166414000.0,,91461000.0,,0.0,53498000.0,,,,87000.0,,0.014593,,,,,,218741000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,41724000.0,3289270000.0,,,1912241000.0,,168908000.0,,,,2182599000.0,,,303643000.0,,-1128418000.0,,690221000.0,-413610000.0,,5779011000.0,,,,,115420000.0,4094840000.0,,,,,,,9068281000.0,97643000.0,,,,,,,,-703217000.0,94491000.0,97643000.0,,,0.021066,,64084000.0,,,59111000.0,,,4635018333.0,,,472407000.0,,,,,,,1586671000.0,3889751000.0,-1211425000.0,419072000.0,,,,148555000.0,,341000.0,,,,,-16429000.0,8126000.0,404265000.0,217814000.0,1950501000.0,178125000.0,248265000.0,,,,,102394000.0,,,94788000.0,4217811520.0,-3391000.0,,308935000.0,,,-73898000.0,16876000.0,,5210786000.0,,1890314000.0,1586671000.0,297000.0,1034955000.0,,,-948981000.0,,581256000.0,,,,,31723000.0,,636000000.0,1521195000.0,,,,245764000.0,,151794000.0,,,,,,5210786000.0,,,-21598000.0,928453000.0,,,,,,,164861000.0,,86908000.0,,,64526000.0,,,,422000.0,,0.02315,,,,,,284328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,43458000.0,3571561000.0,,,1941704000.0,,185688000.0,,,,2751121000.0,,,141082000.0,,-1014857000.0,,774845000.0,-527847000.0,,6436820000.0,,,,,108632000.0,4692825000.0,,,,,,,10008381000.0,113561000.0,,,,,,,,-570330000.0,112143000.0,113561000.0,,,0.02259,,53379000.0,,,86417000.0,,,5027107093.0,,,542742000.0,,,,,,,1634752000.0,4066631000.0,-687808000.0,754140000.0,,,,163663000.0,,1499000.0,,,,,2662000.0,24541000.0,459299000.0,232103000.0,2349269000.0,118361000.0,263183000.0,,,,,123471000.0,,,113103000.0,4221432757.0,-69825000.0,,315278000.0,,,-52848000.0,16910000.0,,5808955000.0,,1775834000.0,1634752000.0,960000.0,1586671000.0,,,-769862000.0,,559464000.0,,,,,65993000.0,,145000000.0,539193000.0,,,,199532000.0,,669489000.0,,,,,,5808955000.0,,,-101173000.0,1099528000.0,,,,,,,290894000.0,,141119000.0,,,81898000.0,,,,443000.0,,0.026901,,,,,,294320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,59046000.0,781161000.0,0.08,348581000.0,318247000.0,,,2731151000.0,-1865729000.0,70021000.0,3683753000.0,31543000.0,0.0,1980900000.0,,215586000.0,,4712051000.0,2126011000.0,2731151000.0,,,31543000.0,-70045000.0,-910849000.0,27649000.0,814802000.0,-33902000.0,34614000.0,6431525000.0,2126011000.0,,,,49018000.0,4712051000.0,687068000.0,,281095000.0,376630000.0,309882000.0,4221765945.0,10115278000.0,104008000.0,,501100000.0,316434000.0,2064499000.0,,176178000.0,93563000.0,-119218000.0,58038000.0,104008000.0,,1175768000.0,0.02,,27649000.0,4150674000.0,192405000.0,87454000.0,11969000.0,3683753000.0,5055349038.0,36350000.0,2338215000.0,568790000.0,376630000.0,,1980900000.0,230450000.0,0.09,-910849000.0,2126011000.0,4150674000.0,-128199000.0,489527000.0,3933000.0,10115278000.0,-6552000.0,230450000.0,729866000.0,33403000.0,,,489527000.0,,5052000.0,15382000.0,464216000.0,246012000.0,2338215000.0,176178000.0,281095000.0,,,977202000.0,5786624000.0,196994000.0,6431525000.0,849681000.0,49491000.0,4238806114.0,0.0,244648000.0,244648000.0,2157554000.0,,-43515000.0,17012000.0,464216000.0,5786624000.0,1062785000.0,2157554000.0,2126011000.0,-8547000.0,1634752000.0,-26905000.0,13850508000.0,-524734000.0,,687068000.0,9253000.0,,,-51344000.0,36350000.0,-8063884000.0,50254000.0,231016000.0,-73216000.0,87454000.0,1005201000.0,405516000.0,,146604000.0,-6552000.0,-2443333000.0,-2842931000.0,,,13850508000.0,,,130479000.0,781161000.0,15382000.0,-100980000.0,-8063884000.0,,265887000.0,,265887000.0,,93563000.0,,,118325000.0,,,,6348000.0,6348000.0,0.02,,,14210000.0,4833106269.0,3933000.0,264604000.0,2614778000.0,831254000.0,,23037000.0,-1004917000.0,,17012000.0,-228928000.0,2914180000.0,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,49769000.0,3702230000.0,,,1640592000.0,,235400000.0,,,,2830633000.0,,,557040000.0,,-841058000.0,,793085000.0,-548675000.0,,6659885000.0,,,,,77386000.0,4471225000.0,,,,,,,10362115000.0,69791000.0,,,,,,,,-483713000.0,64213000.0,69791000.0,,,0.01,,45421000.0,,,82771000.0,,,5064082373.0,,,572266000.0,,,,,,,1552043000.0,4643647000.0,-848870000.0,705265000.0,,,,185681000.0,,53942000.0,,,,,-6006000.0,15987000.0,503801000.0,220819000.0,2479877000.0,120178000.0,250836000.0,,,,,143433000.0,,,65015000.0,4482664498.0,,,342173000.0,,,-229264000.0,18590000.0,,6034158000.0,,2109083000.0,1552043000.0,802000.0,2126011000.0,,,-630636000.0,,292070000.0,11958000.0,,,,52312000.0,,0.0,125920000.0,,,,146923000.0,,22449000.0,,,,,,6034158000.0,,,-158061000.0,1039224000.0,,,,,,,251998000.0,,83784000.0,,,107805000.0,,,,2900000.0,,0.02,,,,,,312786000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,63640000.0,3139025000.0,,,1900836000.0,,241045000.0,,,,2955730000.0,,,513415000.0,,106062000.0,,751193000.0,-517543000.0,,7662625000.0,,,,,21632000.0,4856566000.0,,,,,,,10801650000.0,36271000.0,,,,,,,,-393057000.0,33316000.0,36271000.0,,,0.01,,49654000.0,,,31528000.0,,,4682886025.0,,,557061000.0,,,,,,,876118000.0,4700397000.0,-1001407000.0,486849000.0,,,,179597000.0,,9419000.0,,,,,17434000.0,18353000.0,577179000.0,194132000.0,2573816000.0,212422000.0,751699000.0,,,,,172500000.0,,,36172000.0,4649709400.0,,,333580000.0,,,-97119000.0,18603000.0,,6581130000.0,,1389533000.0,876118000.0,2856000.0,1552043000.0,,,-638276000.0,,305898000.0,9549000.0,,,,44162000.0,,0.0,80928000.0,,,,245219000.0,,139989000.0,,,,,,6581130000.0,,,-31429000.0,1038577000.0,,,,,,,305998000.0,,100736000.0,,,111158000.0,,,,0.0,,0.01,,,,,,286766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,55691000.0,3377622000.0,,,1806336000.0,,243196000.0,,,,3051612000.0,,,607258000.0,,131961000.0,,769723000.0,-129710000.0,,7470864000.0,,,,,22705000.0,4857948000.0,,,,,,,10848486000.0,25899000.0,,,,,,,,-278847000.0,30590000.0,25899000.0,,,0.01,,37545000.0,,,45942000.0,,,4690039191.0,,,592426000.0,,,,,,,1119149000.0,4740274000.0,-399015000.0,609849000.0,,,,170735000.0,,0.0,,,,,-12161000.0,13280000.0,625283000.0,177297000.0,2700496000.0,178293000.0,755947000.0,,,,,154592000.0,,,29995000.0,4651304338.0,,,326112000.0,,,-58417000.0,18606000.0,,6387783000.0,,1726407000.0,1119149000.0,-595000.0,876118000.0,,,-698387000.0,,437375000.0,12906000.0,,,,46587000.0,,0.0,217493000.0,,,,419540000.0,,9871000.0,,,,,,6387783000.0,,,146935000.0,1019153000.0,,,,,,,291894000.0,,113900000.0,,,106848000.0,,,,0.0,,0.01,,,,,,286097000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
