date,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyOperatingCashFlow,annualLongTermDebt,annualGoodwill,annualTotalAssets,annualPretaxIncome,trailingCashDividendsPaid,trailingNetIncome,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherNonCashItems,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,trailingSaleOfInvestment,annualRetainedEarnings,annualStockBasedCompensation,quarterlyGoodwill,quarterlyInventory,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualTotalRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyCapitalStock,annualAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualBasicEPS,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,trailingRepurchaseOfCapitalStock,annualDilutedEPS,annualCurrentAccruedExpenses,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,quarterlyGrossProfit,quarterlyOperatingExpense,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualOtherCurrentAssets,annualCapitalStock,trailingCostOfRevenue,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,quarterlyPretaxIncome,annualInventory,quarterlyRetainedEarnings,trailingChangeInInventory,trailingTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,annualBasicAverageShares,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualFreeCashFlow,annualChangeInInventory,annualNetIncome,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepaymentOfDebt,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1970-01-01 00:00:00.488937600,,,,,,,,,,,,,,,,,,,,,,0.041135,,,,,,,,,,,,,,12300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42012000.0,,,,,,,,,,,,,,0.039176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42012000.0,133600000.0,,,,,,,,,,,,,,,,133600000.0,,,,,,,,133600000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,,,,,,,,,,,,,,,,,,,,,0.070517,,,,,,,,,,,,,,11200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43060000.0,,,,,,,,,,,,,,0.0666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43060000.0,136500000.0,,,,,,,,,,,,,,,,136500000.0,,,,,,,,136500000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,,,,20800000.0,,,,,3600000.0,,389900000.0,82300000.0,,,,,,,280900000.0,,33000000.0,,,,,,,,,,159700000.0,,,115200000.0,0.0,13700000.0,,,,521100000.0,3600000.0,8600000.0,27400000.0,,33000000.0,,,,0.0,,,,,,10800000.0,,,,,76900000.0,,,6300000.0,,76000000.0,0.0,27400000.0,90700000.0,88900000.0,20800000.0,,,,27400000.0,,,,,0.309493,,27400000.0,10800000.0,166000000.0,389900000.0,,109000000.0,,64500000.0,,223900000.0,,0.0,,,,,,1000000.0,167200000.0,,,94400000.0,,-76500000.0,,,,15000000.0,,,167200000.0,,64500000.0,,280900000.0,,46200000.0,,,,,,,,0.293822,,59638000.0,,,,,,,,,,15000000.0,,,337800000.0,,,,,34600000.0,223900000.0,76000000.0,,,-311500000.0,,183300000.0,,115200000.0,159700000.0,,,90700000.0,,59638000.0,166000000.0,,,,,-311500000.0,,,,,,,109000000.0,132700000.0,,,8600000.0,0.0,,47700000.0,-76500000.0,,47700000.0,106400000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,,,,,,,,,,,,,,,,,,,0.08227,,,,,,,,,,,,,,12400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190000.0,,,,,,,,,,,,,,0.078353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190000.0,138800000.0,,,,,,,,,,,,,,,,138800000.0,,,,,,,,138800000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,,,,,,,,,,,,0.090106,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190000.0,,,,,,,,,,,,,,0.086188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190000.0,141800000.0,,,,,,,,,,,,,,,,141800000.0,,,,,,,,141800000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,,,,,,,,,,,,,,,,,,,0.08227,,,,,,,,,,,,,,12800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44368000.0,,,,,,,,,,,,,,0.078353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44368000.0,136600000.0,,,,,,,,,,,,,,,,136600000.0,,,,,,,,136600000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,,,,13600000.0,,,,,8600000.0,,433200000.0,90100000.0,,,,,,,324400000.0,,32400000.0,,,,,,,,,,192700000.0,,,106200000.0,0.0,15300000.0,,,,558800000.0,8600000.0,10200000.0,53000000.0,,32400000.0,,,,0.0,,,,,,10500000.0,,,,,81900000.0,,,8600000.0,,76400000.0,0.0,53000000.0,99100000.0,95600000.0,13600000.0,,,,53000000.0,,,,,0.340834,,53000000.0,10500000.0,185300000.0,433200000.0,,108800000.0,,75700000.0,,247900000.0,,0.0,,,,,,500000.0,185700000.0,,,100300000.0,,-86600000.0,,,,19500000.0,,,185700000.0,,75700000.0,,324400000.0,,53700000.0,,,,,,,,0.332999,,56400000.0,,,,,,,,,,19500000.0,,,362900000.0,,,,,35600000.0,247900000.0,76400000.0,,,-335300000.0,,195900000.0,,106200000.0,192700000.0,,,99100000.0,,56400000.0,185300000.0,,,,,-335300000.0,,,,,,,108800000.0,141600000.0,,,10200000.0,0.0,,54500000.0,-86600000.0,,54500000.0,114000000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,,,,,,,,,,,,0.090106,,,,,,,,,,,,,,14400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44368000.0,,,,,,,,,,,,,,0.090106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44368000.0,140800000.0,,,,,,,,,,,,,,,,140800000.0,,,,,,,,140800000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,,,,,,,,,,,,0.097941,,,,,,,,,,,,,,16200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46464000.0,,,,,,,,,,,,,,0.097941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46464000.0,147500000.0,,,,,,,,,,,,,,,,147500000.0,,,,,,,,147500000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,,,,,,,,,,,,,,,,,,,0.094023,,,,,,,,,,,,,,14900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46890000.0,,,,,,,,,,,,,,0.090106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46890000.0,146000000.0,,,,,,,,,,,,,,,,146000000.0,,,,,,,,146000000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,,,11700000.0,,,,,8300000.0,,468900000.0,99200000.0,,,,,,,354400000.0,,33700000.0,,,,,,,,,,230200000.0,,,106500000.0,0.0,17000000.0,,,,581100000.0,8300000.0,13700000.0,61400000.0,,33700000.0,,,,0.0,,,,,,10400000.0,,,,,89700000.0,,,10200000.0,,80800000.0,0.0,61400000.0,100200000.0,103800000.0,11700000.0,,,,61400000.0,,,,,0.387845,,61400000.0,10400000.0,207800000.0,468900000.0,,114500000.0,,97200000.0,,261100000.0,,0.0,,,,,,600000.0,194400000.0,,,106200000.0,,-94200000.0,,,,25900000.0,,,194400000.0,,97200000.0,,354400000.0,,62100000.0,,,,,,,,0.38001,,56576000.0,,,,,,,,,,25900000.0,,,371100000.0,,,,,36700000.0,261100000.0,80800000.0,,,-344600000.0,,210000000.0,,106500000.0,230200000.0,,,100200000.0,,56576000.0,207800000.0,,,,,-344600000.0,,,,,,,114500000.0,146800000.0,,,13700000.0,0.0,,62500000.0,-94200000.0,,62500000.0,120300000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,,,,,,,,,,,,0.105776,,,,,,,,,,,,,,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46890000.0,,,,,,,,,,,,,,0.105776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46890000.0,151400000.0,,,,,,,,,,,,,,,,151400000.0,,,,,,,,151400000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,,,,,,,,,,,,0.117529,,,,,,,,,,,,,,18800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47070000.0,,,,,,,,,,,,,,0.117529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47070000.0,157000000.0,,,,,,,,,,,,,,,,157000000.0,,,,,,,,157000000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,,,,,,,,,,,,,,,,,,,,,0.105776,,,,,,,,,,,,,,17100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63030000.0,,,,,,,,,,,,,,0.105776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63030000.0,151000000.0,,,,,,,,,,,,,,,,151000000.0,,,,,,,,151000000.0,,,,,,,,,,,,,,,,,,,,,,,
