date,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyOperatingCashFlow,annualLongTermDebt,annualGoodwill,annualTotalAssets,annualPretaxIncome,trailingCashDividendsPaid,trailingNetIncome,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherNonCashItems,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,trailingSaleOfInvestment,annualRetainedEarnings,annualStockBasedCompensation,quarterlyGoodwill,quarterlyInventory,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualTotalRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyCapitalStock,annualAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualBasicEPS,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,trailingChangesInAccountReceivables,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,trailingRepurchaseOfCapitalStock,annualDilutedEPS,annualCurrentAccruedExpenses,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,quarterlyGrossProfit,quarterlyOperatingExpense,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualOtherCurrentAssets,annualCapitalStock,trailingCostOfRevenue,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,quarterlyPretaxIncome,annualInventory,quarterlyRetainedEarnings,trailingChangeInInventory,trailingTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,annualBasicAverageShares,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualFreeCashFlow,annualChangeInInventory,annualNetIncome,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepaymentOfDebt,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1970-01-01 00:00:00.315446400,,,,,,,-4500000.0,,1800000.0,,232600000.0,50300000.0,-182900000.0,387000000.0,-50400000.0,10400000.0,,,141700000.0,,,,,24300000.0,,,,,,13400000.0,119400000.0,,,,0.0,,,-10600000.0,,362400000.0,,,,563000000.0,39000000.0,,4631800000.0,-23400000.0,0.0,,597300000.0,,,,12000000.0,305500000.0,,,-435900000.0,49400000.0,,,2500000.0,,51900000.0,0.0,,64600000.0,56100000.0,35300000.0,,,,14500000.0,,,,,0.044073,,14500000.0,,,,504300000.0,,,,,152500000.0,,0.0,,,,69600000.0,228800000.0,1700000.0,,-8200000.0,,56300000.0,,-40400000.0,,,,,,750000000.0,105000000.0,-98100000.0,3500000.0,71200000.0,,46100000.0,24100000.0,-22100000.0,,,,,,-55000000.0,0.042115,,53800000.0,,,,23900000.0,,385700000.0,,,1347300000.0,5600000.0,,3284500000.0,250000000.0,,,5800000.0,464900000.0,23500000.0,,,,,,,112400000.0,,77600000.0,,-7000000.0,110800000.0,,,53800000.0,80100000.0,,,,,,146700000.0,,,393500000.0,-12000000.0,-5000000.0,90900000.0,,,,1900000.0,0.0,,26800000.0,,,26800000.0,63000000.0,750000000.0,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,,,,,,,,3300000.0,,257700000.0,59400000.0,,,,,,,159200000.0,,,,,,,,,,,,107700000.0,,,,0.0,,,,,406000000.0,,,,,40500000.0,,,,0.0,,,,,,10100000.0,,,,,60100000.0,,,1800000.0,,58000000.0,0.0,,69500000.0,67800000.0,34800000.0,,,,27400000.0,,,,,0.04897,,27400000.0,,,,,,,,,174400000.0,,0.0,,,,,,2500000.0,,,,60000000.0,,-46400000.0,,,,,,,115900000.0,,3700000.0,,,52700000.0,27200000.0,,,,,,,,0.046032,,54160000.0,,,,,,,,,,7200000.0,,,278200000.0,,,5300000.0,,29500000.0,,,,,,,127800000.0,,77900000.0,,,,,,54160000.0,83300000.0,,,,,,,,,,,,98500000.0,,,,2400000.0,0.0,,29900000.0,,,29900000.0,67700000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,,,,,,,,2700000.0,,283100000.0,66100000.0,,,,,,,178100000.0,,,,,,,,,,,,123800000.0,,,,0.0,,,,,445800000.0,,,,,42800000.0,,,,0.0,,,,,,12500000.0,,,,,65900000.0,,,2100000.0,,62200000.0,0.0,,77000000.0,75100000.0,36600000.0,,,,6000000.0,,,,,0.113611,,6000000.0,,,,,,,,,180100000.0,,0.0,,,,,,1900000.0,,,,68300000.0,,-51100000.0,,,,,,,128100000.0,,13500000.0,,,,32000000.0,,,,,,,,0.107735,,54596000.0,,,,,,,,,,7800000.0,,,302400000.0,,,,,31500000.0,,,,,,,143400000.0,,101000000.0,,,,,,54596000.0,103000000.0,,,,,,,,,,,,105000000.0,,,,3500000.0,0.0,,34600000.0,,,34600000.0,77500000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,,,,,,,,2700000.0,,302100000.0,67700000.0,,,,,,,198500000.0,,,,,,,,,,,,143400000.0,,,,0.0,,,,,414000000.0,,,,,43600000.0,,,,0.0,,,,,,11900000.0,,,,,65500000.0,,,2700000.0,,60000000.0,0.0,,80500000.0,75100000.0,35500000.0,,,,41800000.0,,,,,0.113611,,41800000.0,,,,,,,,,192500000.0,,0.0,,,,,,400000.0,,,,66800000.0,,-59100000.0,,,,,,,139600000.0,,17200000.0,,,,32400000.0,,,,,,,,0.107735,,55080000.0,,,,,,,,,,9100000.0,,,272100000.0,,,,,32100000.0,,,,,,,141900000.0,,83400000.0,,,,,,55080000.0,109600000.0,,,,,,,,,,,,103600000.0,,,,5400000.0,0.0,,35000000.0,,,35600000.0,76400000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,,,,,,,,2700000.0,,322900000.0,70100000.0,,,,,,,220700000.0,,,,,,,,,,,,159700000.0,,,,0.0,,,,,422400000.0,,,,,39700000.0,,,,0.0,,,,,,11400000.0,,,,,65300000.0,,,5300000.0,,62500000.0,0.0,,75300000.0,75200000.0,29800000.0,,,,41700000.0,,,,,0.137117,,41700000.0,,,,,,,,,199000000.0,,0.0,,,,,,400000.0,,,,72000000.0,,-64700000.0,,,,,,,140000000.0,,37200000.0,,,,30300000.0,,,,,,,,0.127323,,56586000.0,,,,,,,,,,7700000.0,,,275200000.0,,,,,32900000.0,,,,,,,147200000.0,,84200000.0,,,,,,56586000.0,123900000.0,,,,,,,,,,,,102200000.0,,,,7200000.0,0.0,,32600000.0,,,37200000.0,81900000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,0.029382,,,,,,,,,,,,,,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40820000.0,,,,,,,,,,,,,,0.029382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40820000.0,113600000.0,,,,,,,,,,,,,,,,113600000.0,,,,,,,,113600000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,0.037217,,,,,,,,,,,,,,11200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41042000.0,,,,,,,,,,,,,,0.035259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41042000.0,120700000.0,,,,,,,,,,,,,,,,120700000.0,,,,,,,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,0.0333,,,,,,,,,,,,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41290000.0,,,,,,,,,,,,,,0.031341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41290000.0,117400000.0,,,,,,,,,,,,,,,,117400000.0,,,,,,,,117400000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,27500000.0,,,,,2700000.0,,349600000.0,75700000.0,,,,,,,246300000.0,,37600000.0,,,,,,,,,,184000000.0,,,94000000.0,0.0,11500000.0,,,,467100000.0,2700000.0,7400000.0,5300000.0,,37600000.0,,,,0.0,,,,,,,,,,,69200000.0,,,7100000.0,,65700000.0,0.0,5300000.0,81100000.0,79600000.0,27500000.0,,,,5300000.0,,,,,0.137117,,5300000.0,,161200000.0,349600000.0,,103300000.0,,80100000.0,,188400000.0,,0.0,,,,,,700000.0,150300000.0,,,79100000.0,,-69200000.0,,,,13300000.0,,,150300000.0,,80100000.0,,246300000.0,,42000000.0,,,,,,,,0.127323,,57610000.0,,,,,,,,,,13300000.0,,,308400000.0,,,,,33700000.0,188400000.0,65700000.0,,,-282400000.0,,158700000.0,,94000000.0,184000000.0,,,81100000.0,,57610000.0,161200000.0,,,,,-282400000.0,,,,,,,103300000.0,115500000.0,,,7400000.0,0.0,,42000000.0,-69200000.0,,42000000.0,89500000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,0.0333,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41924000.0,,,,,,,,,,,,,,0.031341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41924000.0,118300000.0,,,,,,,,,,,,,,,,118300000.0,,,,,,,,118300000.0,,,,,,,,,,,,,,,,,,,,,,,
