date,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyBasicEPS,annualCurrentAssets,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyGrossPPE,trailingInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyStockBasedCompensation,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualInterestExpense,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCurrentDebt,annualBasicEPS,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,trailingOtherNonCashItems,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualChangeInInventory,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,annualRetainedEarnings,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,annualCapitalStock,annualDilutedEPS,trailingNetOtherInvestingChanges,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,trailingGrossProfit,trailingChangeInWorkingCapital,annualNetPPE,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,annualAccountsPayable,annualRepaymentOfDebt,annualEbitda,annualOperatingCashFlow,quarterlyCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.638841600,,-1031000000.0,,,,,,,,,,12077000000.0,,4145000000.0,,,-4158000000.0,,0.08,,250000000.0,,,502000000.0,,-757000000.0,47700000,,47700000,,1824000000.0,,,,47700000,,,,,,,,,,,,-326000000.0,,,,,,,,,,,,3505000000.0,32041000000.0,,,,3444000000.0,,,,,,,,1099000000.0,,,,2596000000.0,,,,22500000.0,,,,,1800000,,,159000000.0,-5720000000.0,,,,,,,,,1800000,347000000.0,-1682000000.0,,,,,-550000000.0,,3505000000.0,,,,,,,,,,,,,,,,34000000.0,,7602000000.0,0.08,,-158000000.0,,,,,,,,,,19295000000.0,-88000000.0,,,,,-5324000000.0,,,,,,,51336000000.0,,,,,22500000.0,-1771000000.0,621000000.0,,1800000,,5244000000.0,119000000.0,,,,,,,7218000000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.646704000,,,,7800000.0,,,,,14600000.0,,,,,,174800000.0,,,,0.11,,,,,,,,54400000,,5500000,104900000.0,,,,,7800000,,,,,,,,,,,,,,,10300000.0,,,,3400000.0,2300000.0,,,,,,,38600000.0,,,,,,,,50800000.0,94700000.0,,30600000.0,,-5000000.0,,,,,28750000.0,3400000.0,,,,2300000,,,,,11000000.0,,,,,,,,2300000,,,,,,,,,,,,1100000.0,3600000.0,5200000.0,,99900000.0,,,1500000.0,29300000.0,,120600000.0,,,,,,0.08,,,46600000.0,,,,,,,,22000000.0,,,,,,,,,,,,,,,,,,,20909091.0,,,227600000.0,2300000,132900000.0,,,,,7700000.0,,6900000.0,7700000.0,,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.654652800,,,,6600000.0,,0.0,2000000.0,,22900000.0,,,,,,251400000.0,,,,0.13,,,,,,,,67700000,-1800000.0,3400000,168000000.0,,-66200000.0,,,6600000,,,,,5000000.0,,,,,,,,1400000.0,,8900000.0,,,,3900000.0,3200000.0,,,,,,,39700000.0,,,,-33600000.0,,,-82000000.0,68300000.0,100600000.0,,17600000.0,,-5000000.0,,,,,22307692.0,11700000.0,,,,2900000,,,,,20100000.0,,-5800000.0,,,,57600000.0,3000000.0,2900000,,,,,,,,,,,,1000000.0,5900000.0,7400000.0,,163000000.0,,,5900000.0,34500000.0,,171400000.0,,,,,,0.13,-5600000.0,,61100000.0,,,,,,3200000.0,,21600000.0,,,,,,,,,,,,,,,,,,,22307692.0,,,305300000.0,2900000,204700000.0,,,,-2800000.0,1900000.0,,10900000.0,1900000.0,,,4800000.0,56200000.0,,,,,,-4000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.662601600,-14000000.0,,162200000.0,169100000.0,,400000.0,1000000.0,,30900000.0,-18100000.0,,,33900000.0,,264500000.0,174100000.0,,9800000.0,,102500000.0,,2000000.0,-14500000.0,,,,102800000,-7100000.0,2400000,176100000.0,,8000000.0,,900000.0,6900000,,-4400000.0,,272600000.0,8800000.0,,7200000.0,9800000.0,1000000.0,17400000.0,80600000.0,,-3500000.0,,3300000.0,,-4100000.0,191300000.0,3800000.0,166700000.0,219100000.0,-12400000.0,13000000.0,,,,41400000.0,,,,-12900000.0,264500000.0,3700000.0,14500000.0,80000000.0,102500000.0,,13000000.0,9800000.0,-14000000.0,,81300000.0,,1100000.0,,12100000.0,-3900000.0,15100000.0,0.55,2700000,,17818182.0,,,33900000.0,27500000.0,-8000000.0,-8400000.0,172400000.0,41400000.0,-8200000.0,300000.0,2700000,,,-89900000.0,,11900000.0,-5100000.0,,321600000.0,,,,1100000.0,7000000.0,8400000.0,3300000.0,162100000.0,8400000.0,80000000.0,,34000000.0,,172400000.0,,0.55,,,,,200000.0,,-66300000.0,,,,17818182.0,2000000.0,4500000.0,23100000.0,23100000.0,,,162100000.0,17700000.0,,17200000.0,,30900000.0,-51900000.0,29100000.0,14000000.0,,,,-94200000.0,34000000.0,,76700000.0,,,,321600000.0,2700000,219100000.0,,,176100000.0,-7700000.0,2000000.0,12100000.0,15100000.0,2000000.0,,,5700000.0,-4700000.0,,13500000.0,,,,-3700000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.670377600,,,,10300000.0,,-200000.0,500000.0,,31100000.0,,,,,,290200000.0,,,,0.17,,,,,,,,100700000,-5300000.0,5400000,178600000.0,,-6000000.0,,,10300000,,1600000.0,,,12300000.0,,,,,,,,-500000.0,,6700000.0,,,,5700000.0,4900000.0,,,,,,,45400000.0,,,,-22900000.0,,,200000.0,79800000.0,132600000.0,,12400000.0,,-14000000.0,,,,,20588235.0,11700000.0,,,,3500000,,,,,34400000.0,,-6400000.0,,,,24400000.0,5400000.0,3500000,,,,,,,,,,,,2200000.0,8300000.0,7900000.0,,164600000.0,,,,33700000.0,,198700000.0,,,,,,0.17,23800000.0,,90400000.0,,,,,,4900000.0,,22800000.0,,,,,2000000.0,,,,,,,,,,,,,,20588235.0,,,354400000.0,3500000,221800000.0,,,,-1000000.0,25800000.0,,15000000.0,25800000.0,,,5300000.0,24900000.0,-1400000.0,,,,,-7400000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.678240000,,,,10200000.0,,600000.0,500000.0,,29600000.0,,,,,,295200000.0,,,,0.15,,,,,,,,108700000,-7300000.0,5100000,204600000.0,,-80400000.0,,,10200000,,-2500000.0,,,12600000.0,,,,,,,,-1900000.0,,10200000.0,,,,5800000.0,5100000.0,,,,,,,107000000.0,,,,-7800000.0,,,-27100000.0,80800000.0,164700000.0,,58100000.0,,-14000000.0,,,,,23333333.0,14100000.0,,,,3500000,,,,,34500000.0,,-8400000.0,,,,56000000.0,4400000.0,3500000,,,,,,,,,,,,2300000.0,8900000.0,9500000.0,,190600000.0,,,,37000000.0,,200300000.0,,,,,,0.15,-20000000.0,,98500000.0,,,,,,5000000.0,,32800000.0,,,,,,,,,,,,,,,,,,,23333333.0,,,422600000.0,3500000,257900000.0,,,,-4000000.0,5800000.0,,14200000.0,5800000.0,,,5700000.0,57900000.0,-119200000.0,,,,,-5300000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.686188800,,,,75400000.0,,,3500000.0,,27200000.0,,,,,,336500000.0,,,,0.15,,,,,,,,125100000,-6000000.0,4600000,227400000.0,,-30400000.0,,,10900000,,-1300000.0,,,14700000.0,,,,,,,,-800000.0,,14100000.0,,,,6700000.0,70800000.0,,,,,,64500000.0,114100000.0,,,,-59400000.0,,,-22700000.0,80600000.0,181300000.0,,56300000.0,,-14000000.0,,,,,27333333.0,14100000.0,,,,4100000,,,,,24800000.0,,-17200000.0,,,,29400000.0,6100000.0,4100000,,,,,,,,,,,,2600000.0,10600000.0,10300000.0,,213400000.0,,,,41200000.0,,241800000.0,,,,,,0.15,5100000.0,,49700000.0,,,,,,6300000.0,,52600000.0,,,,,,,,,,,,,,,,,,,27333333.0,,,472100000.0,4100000,290800000.0,,,,-11100000.0,10800000.0,,12200000.0,10800000.0,,,6400000.0,30200000.0,-32900000.0,,,,,-8200000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.694137600,-37100000.0,,283400000.0,121100000.0,,,6300000.0,,35300000.0,-45800000.0,,,25800000.0,,344000000.0,305900000.0,,15200000.0,,166500000.0,,10800000.0,-31100000.0,,,,126500000,-4500000.0,4700000,263800000.0,,400000.0,,8800000.0,11000000,,-600000.0,,461000000.0,15000000.0,,10800000.0,15200000.0,1600000.0,23900000.0,102900000.0,,-300000.0,,18200000.0,,-20000000.0,325700000.0,6800000.0,116400000.0,318800000.0,-23100000.0,28200000.0,,,110100000.0,118200000.0,,,,-12600000.0,344000000.0,9800000.0,-10100000.0,97800000.0,166500000.0,,28200000.0,15200000.0,-37100000.0,,135300000.0,,2000000.0,,16600000.0,-3500000.0,21700000.0,0.61,4100000,,24918033.0,,,25800000.0,54600000.0,-13800000.0,-215100000.0,229600000.0,118200000.0,-10400000.0,9900000.0,4100000,,,-116400000.0,,22500000.0,-2800000.0,,485300000.0,,,,2700000.0,10600000.0,11400000.0,18200000.0,226700000.0,11400000.0,97800000.0,,40800000.0,,229600000.0,,0.61,,,,,-100000.0,,5400000.0,,,,24918033.0,10800000.0,6300000.0,66300000.0,66300000.0,,,226700000.0,38400000.0,,19800000.0,,35300000.0,-102700000.0,42300000.0,25800000.0,,,,-59700000.0,40800000.0,,99400000.0,,,,485300000.0,4100000,318800000.0,,,263800000.0,-3900000.0,10800000.0,16600000.0,21700000.0,10800000.0,,,6500000.0,-10100000.0,-61600000.0,25000000.0,,,,-10200000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.702000000,,,,52600000.0,,,-7800000.0,,41300000.0,,,,,,460800000.0,,,,0.17,,,,,,,,152400000,-12100000.0,6400000,290400000.0,,-34400000.0,,,14700000,,100000.0,,,19800000.0,,,,,,,,-900000.0,,22800000.0,,,,8100000.0,46200000.0,,,,,,37900000.0,126800000.0,,,,-74100000.0,,,200000.0,99500000.0,216300000.0,,41800000.0,,-37100000.0,,,,,27058824.0,71400000.0,,,,4600000,,,,,58100000.0,,-19700000.0,,,,45800000.0,4400000.0,5000000,,,,,,,,,,,,3100000.0,12500000.0,12700000.0,,253300000.0,,,,49900000.0,,289900000.0,,,,,,0.17,15800000.0,,99800000.0,,,,,,8300000.0,,84300000.0,,,,,10800000.0,,,,,,,,,,,,,,27058824.0,,,612000000.0,4600000,395700000.0,,,,-15300000.0,26500000.0,,8300000.0,26500000.0,,,7500000.0,46700000.0,-37000000.0,,,,,-4400000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.709862400,,,,114000000.0,,,6000000.0,,37100000.0,,,,,,489700000.0,,,,0.2,,,,,,,,162400000,3800000.0,8200000,334400000.0,,-48900000.0,,,16800000,,-1300000.0,,,20100000.0,,,,,,,,-1200000.0,,28400000.0,,,,9200000.0,105800000.0,,,,,,97200000.0,132700000.0,,,,-4200000.0,,,-58700000.0,107500000.0,201000000.0,,33200000.0,,-37100000.0,,,,,28500000.0,16300000.0,,,,5700000,,,,,61700000.0,,-16000000.0,,,,19000000.0,21000000.0,5700000,,,,,,,,,,,,3500000.0,13200000.0,14500000.0,,297300000.0,,,,60400000.0,,365900000.0,,,,,,0.2,-8900000.0,,48400000.0,,,,,,8600000.0,,89100000.0,,,,,,,,,,,,,,,,,,,28500000.0,,,649100000.0,5700000,448100000.0,,,,5000000.0,17700000.0,,10000000.0,17700000.0,,,9300000.0,20200000.0,-42200000.0,,,,,-900000.0,,,,,,,,,,,,,,,,,,
