date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,quarterlyGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualGrossProfit,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,annualBasicAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingDepreciationAndAmortization,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1988-09-30,,241600000.0,241600000.0,,,,,,,,1610666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241600000.0,,,,,,,,,,,,,,0.15,,,,,,,,,3241400000.0,,,3241400000.0,,,,,,,,,,,,,,,3241400000.0,,,,,,1610666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,187700000.0,187700000.0,0.0,,,825700000.0,,,,,3161000000.0,,2422600000.0,,0.49,2656000000.0,,,,,,11135300000.0,800900000.0,,3329700000.0,,4462500000.0,,,3873600000.0,,,442400000.0,442400000.0,,2656000000.0,,,800900000.0,,,,,,,,,,,,,2582400000.0,,1617800000.0,,1360000000.0,,,,,4100700000.0,13007000000.0,122500000.0,4462500000.0,,,0.0,1617800000.0,,1617800000.0,,1989300000.0,,0.0,,0.49,7870600000.0,,,,,6658400000.0,1617800000.0,1451000000.0,,,,,643800000.0,,,,11135300000.0,1137600000.0,,187700000.0,2582400000.0,,,6020500000.0,6658400000.0,5391200000.0,,,-2195900000.0,,,,,,7974300000.0,,,,,825700000.0,3264700000.0,,-7463400000.0,,,4183600000.0,,225200000.0,,,,,,,,,,762200000.0,,2422600000.0,-7463400000.0,,1555510204.0,,,,,,344900000.0,,,,,3264700000.0,7380500000.0,,,3329700000.0,,7870600000.0,,3161000000.0,,,225200000.0,,4100700000.0,7974300000.0,375400000.0,3873600000.0,,,1555510204.0,,-2195900000.0,762200000.0,643800000.0,,0.0,,,5626500000.0,,762200000.0,1451000000.0,0.0,,,,,,,,,,,,,,
1989-03-31,,,165100000.0,,,,,,,,1574162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,2958300000.0,,,2958300000.0,,,,,,,,,,,,,,,2958300000.0,,,,,,1574162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,264900000.0,264900000.0,,,,897000000.0,,,,1558235294.0,,,1616900000.0,,,,,,,,,,,,,41500000.0,4718900000.0,,,,,,,501900000.0,131600000.0,4245600000.0,,,829900000.0,,,0.17,,,,,,1576800000.0,,,,,,,,,,,,,,,,,,,,144500000.0,,144500000.0,,,,,,,9722500000.0,,,,,,,1587000000.0,,142300000.0,,,,,,,13356900000.0,,,264900000.0,4106600000.0,,,,7144300000.0,,2015900000.0,,,,,,,0.17,9910100000.0,,,,,,,,497300000.0,,725900000.0,3592700000.0,,1713800000.0,,,,,,,,,,,,,658400000.0,,,,,,1558235294.0,,,,,396500000.0,,3634400000.0,,1518600000.0,,3638700000.0,,,,3446800000.0,,1357500000.0,,,5980300000.0,,,3929800000.0,,,,,-2425400000.0,,904800000.0,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,269300000.0,269300000.0,,776000000.0,,888300000.0,,704200000.0,,1584117647.0,,-201900000.0,1828900000.0,,,,,,,,,,,,,38400000.0,4950100000.0,,,,,,,499700000.0,136900000.0,5839800000.0,,,844100000.0,,,0.17,-4100000.0,,,,,1738400000.0,,,,,,,187100000.0,,,,,,,,,,,,,140400000.0,,140400000.0,,,0.0,,,,11190200000.0,,-208900000.0,,,,,881000000.0,,162200000.0,574100000.0,-3100000.0,,,,,14743500000.0,,,269300000.0,5351800000.0,,,,7587800000.0,,2163200000.0,,,368600000.0,,,,0.17,11081600000.0,,,,,,,,530000000.0,,817400000.0,3901600000.0,,1555700000.0,275600000.0,18100000.0,,,-1447500000.0,0.0,,,,,,,717100000.0,,,,,,1584117647.0,,,-66300000.0,-1479000000.0,406200000.0,,3553300000.0,,1633200000.0,,3842300000.0,25900000.0,,,3661900000.0,,1446100000.0,,,7554300000.0,,,3527300000.0,,,,,-2637700000.0,,870400000.0,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,202100000.0,202100000.0,-4256300000.0,703500000.0,,970800000.0,-2131100000.0,-258200000.0,128400000.0,,3891100000.0,-415600000.0,1771000000.0,,0.57,5777100000.0,772000000.0,,,,,15126700000.0,856900000.0,,3978400000.0,52600000.0,5130200000.0,,,3691800000.0,,,546100000.0,546100000.0,93600000.0,5777100000.0,,,856900000.0,,,,-64200000.0,,,,,2112900000.0,2143400000.0,,,5474900000.0,,76200000.0,262800000.0,1782900000.0,,1054500000.0,,,7543800000.0,15242400000.0,177200000.0,5130200000.0,,,1885900000.0,76200000.0,,76200000.0,,2554900000.0,0.0,0.0,2321000000.0,0.57,11575900000.0,,-567100000.0,,-3394500000.0,7818400000.0,76200000.0,866300000.0,,204300000.0,287900000.0,-12400000.0,909800000.0,,,,15126700000.0,1350500000.0,,202100000.0,5474900000.0,,,6763800000.0,7818400000.0,5991800000.0,2676900000.0,,-2688200000.0,447300000.0,,71200000.0,,,11235600000.0,,,-943800000.0,,970800000.0,3550800000.0,,447400000.0,,1054500000.0,4789800000.0,,1688800000.0,150100000.0,16900000.0,,,8900000.0,0.0,-28900000.0,-66500000.0,,901400000.0,,1771000000.0,710200000.0,,1581403509.0,,,,,,609600000.0,-65300000.0,-498800000.0,295700000.0,,3550800000.0,8546700000.0,2229500000.0,,3978400000.0,71600000.0,11575900000.0,,3891100000.0,12900000.0,1966700000.0,1688800000.0,,7543800000.0,11235600000.0,449100000.0,3691800000.0,,-50100000.0,1581403509.0,,-2688200000.0,901400000.0,909800000.0,,142700000.0,,-241900000.0,6695700000.0,,901400000.0,866300000.0,942100000.0,,,,,,,,,,,,,,
1990-03-31,,181900000.0,181900000.0,,140500000.0,,1004100000.0,,221700000.0,,1515833333.0,,-211000000.0,1829500000.0,,,,,,,,,,,,,38200000.0,5190500000.0,,,,,,,561400000.0,93700000.0,5817800000.0,,,869300000.0,,,0.12,14700000.0,,,,,1605800000.0,,,,,,,197200000.0,,,,,,,,,,,,,90900000.0,,90900000.0,,,76200000.0,,,,11678600000.0,,-690400000.0,,,,,1227500000.0,,156600000.0,-70500000.0,-32000000.0,,,,,15445600000.0,,,181900000.0,5484000000.0,,,,8054900000.0,,2071900000.0,,,601000000.0,,,,0.12,11471400000.0,,,,,,,,394000000.0,,802100000.0,3677700000.0,,1843200000.0,-288100000.0,16700000.0,,,-56500000.0,0.0,,,,,,,591200000.0,,,,,,1515833333.0,,,-65900000.0,-344700000.0,275600000.0,,3767000000.0,,1677900000.0,,4094500000.0,32800000.0,,,3974200000.0,,1480700000.0,,,7612300000.0,,,3859100000.0,,,,,-2864400000.0,,925200000.0,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,292500000.0,292500000.0,,429900000.0,,1021700000.0,,73600000.0,,1625000000.0,,-256300000.0,1874300000.0,,,,,,,,,,,,,41200000.0,5293900000.0,,,,,,,584800000.0,146400000.0,6158500000.0,,,881700000.0,,,0.18,60200000.0,,,,,1805500000.0,,,,,,,199900000.0,,,,,,,,,,,,,151100000.0,,151100000.0,,,0.0,,,,11866600000.0,,-498200000.0,,,,,1047200000.0,,161400000.0,173600000.0,-6700000.0,,,,,16075700000.0,,,292500000.0,5551000000.0,,,,8289400000.0,,2399200000.0,,,352100000.0,,,,0.18,11783600000.0,,,,,,,,559100000.0,,897000000.0,4204700000.0,,1959300000.0,-108200000.0,16700000.0,,,-48600000.0,0.0,,,,,,,759000000.0,,,,,,1625000000.0,,,-65900000.0,-443700000.0,438900000.0,,4209100000.0,,1840100000.0,,4308000000.0,29000000.0,,,4292100000.0,,1641600000.0,,,7965100000.0,,,3818500000.0,,,,,-2995500000.0,,924900000.0,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,336600000.0,350300000.0,,759800000.0,,1048200000.0,,-507800000.0,,1602857143.0,,-256100000.0,2143400000.0,,,,,,,,,,,,,161300000.0,5415500000.0,,,,,,,561400000.0,215700000.0,6116700000.0,,,906800000.0,,,0.21,-2100000.0,,,,,1966300000.0,,,,,,,207300000.0,,,,,,,,,,,,,149000000.0,,149000000.0,,,0.0,,,,12147300000.0,,-511000000.0,,,,,875000000.0,,158900000.0,503700000.0,-123800000.0,,,,,16482700000.0,,,336600000.0,5683600000.0,,,,8562500000.0,,2509300000.0,,,421700000.0,,,,0.21,11853300000.0,,,,,,,,563600000.0,,899000000.0,4475600000.0,,2028700000.0,255800000.0,29900000.0,,,81000000.0,0.0,,,,,,,770900000.0,,,,,,1602857143.0,,,-79100000.0,-256100000.0,566000000.0,,4335400000.0,,1945700000.0,,4565900000.0,-69800000.0,,,4629400000.0,,1744200000.0,,,7935900000.0,,,3917400000.0,,,,,-3147000000.0,,912400000.0,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,265900000.0,265900000.0,-1937300000.0,779800000.0,,1505900000.0,-2321200000.0,135400000.0,15800000.0,,4904200000.0,-456700000.0,2027700000.0,,0.68,5600100000.0,884000000.0,,,,,17143400000.0,942800000.0,,4753000000.0,-129500000.0,5710900000.0,,,4770500000.0,,,585800000.0,585800000.0,121000000.0,5600100000.0,,,942800000.0,,,,21800000.0,,,,,2355400000.0,2139400000.0,,,5845200000.0,,170800000.0,279600000.0,2244700000.0,,1116300000.0,,,7468700000.0,17802700000.0,111200000.0,5710900000.0,,,2110000000.0,170800000.0,,170800000.0,,3128700000.0,0.0,0.0,-77100000.0,0.68,13062000000.0,,-621600000.0,,-620700000.0,8977700000.0,170800000.0,1626500000.0,,211600000.0,323100000.0,-13800000.0,925800000.0,,,,17143400000.0,1667400000.0,,265900000.0,5845200000.0,,,7832100000.0,8977700000.0,6948100000.0,3089200000.0,,-3266800000.0,764600000.0,,106100000.0,,,12239200000.0,,,-1180100000.0,,1505900000.0,4081400000.0,,728000000.0,,1116300000.0,5444600000.0,,1910100000.0,167700000.0,42800000.0,,,-596600000.0,0.0,-176300000.0,94600000.0,,1076900000.0,,2027700000.0,1007600000.0,,1583676471.0,,,,,,688500000.0,-83000000.0,-892800000.0,386900000.0,,4081400000.0,10076800000.0,2361200000.0,,4753000000.0,23800000.0,13062000000.0,,4904200000.0,27200000.0,2081600000.0,1910100000.0,,7468700000.0,12239200000.0,576800000.0,4770500000.0,,-20900000.0,1583676471.0,,-3266800000.0,1090600000.0,925800000.0,,76200000.0,,-293900000.0,7725900000.0,,1076900000.0,1626500000.0,929900000.0,,,,,,,,,,,,,,
1991-03-31,,205400000.0,205400000.0,,-44100000.0,,1555900000.0,,444900000.0,,1580000000.0,,-220100000.0,1931800000.0,,,,,,,,,,,,,-3600000.0,5734000000.0,,,,,,,638200000.0,110600000.0,6399400000.0,,,955100000.0,,,0.13,-80900000.0,,,,,1745300000.0,,,,,,,218600000.0,,,,,,,,,,,,,89900000.0,,89900000.0,,,170800000.0,,,,13061100000.0,,-233200000.0,,,,,1631200000.0,,152700000.0,-264200000.0,-6900000.0,,,,,17467800000.0,,,205400000.0,5771200000.0,,,,9150100000.0,,2371700000.0,,,,,,,0.13,12428400000.0,,,,,,,,472300000.0,,863100000.0,4117000000.0,,2286800000.0,-510300000.0,16700000.0,,,-38500000.0,0.0,,,,,,,690900000.0,,,,,,1580000000.0,,,-74800000.0,-479500000.0,316000000.0,,4406700000.0,,1899400000.0,,4879500000.0,25500000.0,,,5039400000.0,,1680800000.0,,,8002300000.0,,,4426100000.0,,,,,-3416100000.0,,647800000.0,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,318300000.0,318300000.0,,591700000.0,,1568500000.0,,-28500000.0,,1591500000.0,,-325400000.0,2096400000.0,,,,,,,,,,,,,-8900000.0,5868100000.0,,,,,,,643100000.0,171400000.0,6226400000.0,,,967400000.0,,,0.2,37900000.0,,,,,2009700000.0,,,,,,,231400000.0,,,,,,,,,,,,,127800000.0,,127800000.0,,,0.0,,,,13048400000.0,,-97500000.0,,,,,1960900000.0,,139300000.0,266300000.0,-126000000.0,,,,,17826000000.0,,,318300000.0,5611800000.0,,,,9451900000.0,,2670100000.0,,,,,,,0.2,12864200000.0,,,,,,,,637900000.0,,941500000.0,4679800000.0,,2379900000.0,10000000.0,16700000.0,,,-123900000.0,0.0,,,,,,,869300000.0,,,,,,1591500000.0,,,-78800000.0,-526000000.0,489700000.0,,4777600000.0,,2032200000.0,,5103000000.0,15300000.0,,,4961800000.0,,1807200000.0,,,7865400000.0,,,4998800000.0,,,,,-3583800000.0,,671600000.0,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,285400000.0,285400000.0,,783900000.0,,1700900000.0,,-132400000.0,,1585555556.0,,-325300000.0,2335500000.0,,,,,,,,,,,,,-12100000.0,6085100000.0,,,,,,,633600000.0,148000000.0,7143000000.0,,,979700000.0,,,0.18,88600000.0,,,,,2122100000.0,,,,,,,232000000.0,,,,,,,,,,,,,216400000.0,,216400000.0,,,0.0,,,,13574300000.0,,16200000.0,,,,,1263000000.0,,137400000.0,458600000.0,-49500000.0,,,,,18444200000.0,,,285400000.0,5788300000.0,,,,9834300000.0,,2759200000.0,,,,,,,0.18,13241000000.0,,,,,,,,582900000.0,,942100000.0,4881300000.0,,2363700000.0,210500000.0,16700000.0,,,-261200000.0,0.0,,,,,,,814900000.0,,,,,,1585555556.0,,,-94900000.0,-558800000.0,433400000.0,,4869900000.0,,2176300000.0,,5293600000.0,39300000.0,,,5203200000.0,,1949000000.0,,,8700400000.0,,,4540600000.0,,,,,-3749200000.0,,577700000.0,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,271100000.0,271100000.0,-2275800000.0,1098800000.0,,1681900000.0,-2014100000.0,-415100000.0,227200000.0,,5545400000.0,-587000000.0,2297300000.0,,0.68,7806200000.0,1034500000.0,,,,,18775100000.0,1070100000.0,,5470000000.0,-20800000.0,6594700000.0,,,3722100000.0,,,661500000.0,661500000.0,160100000.0,7806200000.0,,,1070100000.0,,,,-29700000.0,,,,,2495000000.0,1873200000.0,,,5932400000.0,,186700000.0,352500000.0,2331600000.0,,1196600000.0,,,9507600000.0,19607900000.0,-45400000.0,6594700000.0,,,2430300000.0,186700000.0,,186700000.0,,3366100000.0,0.0,0.0,-131100000.0,0.68,14209000000.0,,-1699600000.0,,-746700000.0,10501700000.0,186700000.0,228200000.0,,186500000.0,511800000.0,-1161700000.0,631300000.0,,,,18775100000.0,1670300000.0,,271100000.0,5932400000.0,,,8915300000.0,10501700000.0,7880800000.0,3434800000.0,,-3907000000.0,,,122600000.0,-195200000.0,,13229700000.0,,,-1457800000.0,,1681900000.0,4566100000.0,,638500000.0,,1196600000.0,5929800000.0,,2236200000.0,255600000.0,72500000.0,,,-323100000.0,0.0,-1344100000.0,15900000.0,,1080200000.0,,2297300000.0,991000000.0,,1588529412.0,,,,,,615900000.0,-94700000.0,-711500000.0,431200000.0,,4566100000.0,11246900000.0,2796300000.0,,5470000000.0,147100000.0,14209000000.0,,5545400000.0,-34200000.0,2443800000.0,2236200000.0,,9507600000.0,13229700000.0,590100000.0,3722100000.0,,-54800000.0,1588529412.0,,-3907000000.0,1080200000.0,631300000.0,,170800000.0,,-343200000.0,8361000000.0,,1080200000.0,228200000.0,972500000.0,,,,,,,,,,,,,,
1992-03-31,,241500000.0,241500000.0,,29200000.0,,1988000000.0,,753200000.0,,1610000000.0,,-243500000.0,2132900000.0,,,,,,,,,,,,,-22600000.0,6631100000.0,,,,,,,672400000.0,127100000.0,7347000000.0,,,1080200000.0,,,0.15,-83700000.0,,,,,1936000000.0,,,,,,,259900000.0,,,,,,,,,,,,,103000000.0,,103000000.0,,,186700000.0,,,,14468700000.0,,-600600000.0,,,,,1529800000.0,,136700000.0,-214300000.0,5100000.0,,,,,19164500000.0,,,241500000.0,5849600000.0,,,,10708700000.0,,2640700000.0,,,472600000.0,-19700000.0,,,0.15,13672300000.0,,,,,,,,527900000.0,,903200000.0,4576700000.0,,2462000000.0,-532400000.0,18800000.0,,,-507400000.0,0.0,,,,,,,787800000.0,,,,,,1610000000.0,,,-94700000.0,-867100000.0,368600000.0,,4695800000.0,,2112800000.0,,5616700000.0,41400000.0,,,5492200000.0,,1852900000.0,,,9106400000.0,,,4565900000.0,,,,,-4077600000.0,,679200000.0,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,383000000.0,383000000.0,,700100000.0,,1948700000.0,,-115900000.0,,1595833333.0,,-320700000.0,2238500000.0,,,,,,,,,,,,,27400000.0,6860100000.0,,,,,,,693000000.0,201800000.0,7444200000.0,,,1097800000.0,,,0.24,30900000.0,,,,,2245100000.0,,,,,,,261500000.0,,,,,,,,,,,,,133900000.0,,133900000.0,,,0.0,,,,14966400000.0,,-305600000.0,,,,,1442200000.0,,140600000.0,379400000.0,-17800000.0,,,,,19962200000.0,,,383000000.0,6157600000.0,,,,11105000000.0,,2965700000.0,,,295000000.0,-12300000.0,,,0.24,13980900000.0,,,,,,,,698000000.0,,1049600000.0,5210800000.0,,2410300000.0,-15800000.0,18800000.0,,,-233500000.0,0.0,,,,,,,959500000.0,,,,,,1595833333.0,,,-94700000.0,-553000000.0,584800000.0,,4995800000.0,,2267700000.0,,5896800000.0,52600000.0,,,5981300000.0,,2006200000.0,,,9250600000.0,,,4730300000.0,,,,,-4244900000.0,,708600000.0,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,425700000.0,425700000.0,,986000000.0,,1732400000.0,,-280400000.0,,1576666667.0,,-367400000.0,2402100000.0,,,,,,,,,,,,,-33000000.0,7313500000.0,,,,,,,735200000.0,212100000.0,7798100000.0,,33600000.0,1132700000.0,,,0.27,1900000.0,,,,,1872300000.0,,,,,,,291300000.0,,,,,,,,,,,,,135800000.0,,135800000.0,,,0.0,,,,15629900000.0,,-184600000.0,,,,,1096700000.0,,134600000.0,618600000.0,-11800000.0,,,,,20720200000.0,,,425700000.0,6584000000.0,,,,11757600000.0,,3767700000.0,,,179000000.0,0.0,,,0.27,14215600000.0,,,,,,,,805400000.0,,1043500000.0,5640000000.0,,2420100000.0,219600000.0,18800000.0,,,-308700000.0,0.0,,,,,,,1618100000.0,,,,,,1576666667.0,,,-103000000.0,-705300000.0,637800000.0,,5090300000.0,,2962300000.0,,6219400000.0,30600000.0,,,6504600000.0,,2149600000.0,,,9673300000.0,,,4542300000.0,,,,,-4444100000.0,,742500000.0,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,-675900000.0,251500000.0,-2753500000.0,996300000.0,,1707900000.0,-1424200000.0,-332200000.0,315600000.0,,5355700000.0,-618000000.0,2452800000.0,,0.23,7964800000.0,1214900000.0,,,,,20951200000.0,1682300000.0,,5439700000.0,-66900000.0,7442000000.0,,,4324400000.0,,,768800000.0,768800000.0,56100000.0,7964800000.0,,8500000.0,1682300000.0,,,,34100000.0,,,,,2760000000.0,1371800000.0,82800000.0,,6959000000.0,,169900000.0,402200000.0,2637100000.0,,1164800000.0,,,11271100000.0,21970000000.0,-152200000.0,7442000000.0,,,2711600000.0,169900000.0,,169900000.0,,3852000000.0,0.0,0.0,24700000.0,0.23,16108900000.0,,-333400000.0,,-1240500000.0,12095200000.0,169900000.0,706800000.0,,174200000.0,378300000.0,-6400000.0,1624000000.0,,,,20951200000.0,1898800000.0,,-675900000.0,6959000000.0,,,10055200000.0,12095200000.0,8840300000.0,3782500000.0,,-4653200000.0,425200000.0,0.0,-52000000.0,-32000000.0,,15595500000.0,,,-1549600000.0,,1707900000.0,4842300000.0,,548700000.0,,1164800000.0,6542500000.0,,2315100000.0,260000000.0,-108400000.0,,,-190900000.0,0.0,-30900000.0,-16800000.0,,374300000.0,,2452800000.0,950900000.0,,1627391304.0,,,,,,586100000.0,-103100000.0,-628100000.0,307600000.0,,4842300000.0,12692300000.0,3233800000.0,,5439700000.0,191000000.0,16108900000.0,,5355700000.0,-68600000.0,2831600000.0,2315100000.0,,11271100000.0,15595500000.0,597100000.0,4324400000.0,,-11800000.0,1627391304.0,,-4653200000.0,1301700000.0,1624000000.0,,186700000.0,,-395500000.0,9277700000.0,,374300000.0,706800000.0,1162000000.0,,,,,,,,,,,,,,
1993-03-31,,260400000.0,260400000.0,,276700000.0,,1768500000.0,,255700000.0,,1627500000.0,,-276200000.0,2392700000.0,,,,,,,,,,,,,21800000.0,7798400000.0,,,,,,,798400000.0,131200000.0,8034900000.0,,,1667400000.0,,,0.16,-47800000.0,,,,,2216100000.0,,,,,,,298600000.0,,,,,,,,,,,,,122100000.0,,122100000.0,,,169900000.0,,,,16651600000.0,,-351600000.0,,,,,1138100000.0,,136200000.0,500000.0,4100000.0,,,,,21507500000.0,,,260400000.0,7084700000.0,,,,12649600000.0,,2875500000.0,,,461200000.0,,,,0.16,15963600000.0,,,,,,,,506000000.0,,1040600000.0,5091600000.0,,2331800000.0,-344900000.0,12000000.0,,,-412200000.0,0.0,,,,,,,804600000.0,,,,,,1627500000.0,,,-104600000.0,-578800000.0,391600000.0,,4855900000.0,,2369500000.0,,5596100000.0,50600000.0,,,5543900000.0,,2070900000.0,,,11392200000.0,,,4571400000.0,,,,,-4851200000.0,,1689900000.0,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,426800000.0,426800000.0,,634200000.0,,1809400000.0,,-558100000.0,,1580740741.0,,-427700000.0,2546400000.0,,,,,,,,,,,,,19300000.0,8071200000.0,,,,,,,884100000.0,208900000.0,7723000000.0,,,1759400000.0,,,0.27,71600000.0,,,,,2548000000.0,,,,,,,311700000.0,,,,,,,,,,,,,193700000.0,,193700000.0,,,0.0,,,,16948000000.0,,121700000.0,,,,,1360900000.0,,134000000.0,206500000.0,-19200000.0,,,,,21716600000.0,,,426800000.0,7067400000.0,,,,13198400000.0,,3342300000.0,,,392900000.0,,,,0.27,16218100000.0,,,,,,,,750400000.0,,1140600000.0,5890300000.0,,1739400000.0,-193300000.0,20000000.0,,,-118500000.0,0.0,,,,,,,1062100000.0,,,,,,1580740741.0,,,-102800000.0,-4300000.0,635700000.0,,4768600000.0,,2591900000.0,,5896000000.0,69000000.0,,,5498500000.0,,2286700000.0,,,11170200000.0,,,5047900000.0,,,,,-5127200000.0,,1687800000.0,,,,,,,,,,,,,,,,,,,,,,,
