,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualGoodwill,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingTotalRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualDilutedEPS,annualAccountsPayable,annualNetPPE,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,annualCapitalStock,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyDilutedEPS,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualBasicAverageShares,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
804470400,,,,,,1516400000.0,84100000.0,-2700000.0,,,,120700000.0,6600000.0,,,64700000.0,1246900000.0,311782371.0,,,,50000000.0,,,,204800000.0,,,35300000.0,,,0.11322,35300000.0,,4300000.0,,,,,,35300000.0,,-100000.0,,,185100000.0,9000000.0,9000000.0,,,,,,,,27400000.0,,,,,,,100000.0,,,-81800000.0,,9000000.0,20000000.0,-6600000.0,,257600000.0,213500000.0,,,0.0,,,,,,1300000.0,,,,,,,,25400000.0,,,,,,,,,,,36400000.0,0.0,,,63900000.0,496700000.0,,11700000.0,,,,,311782371.0,,,,1258800000.0,-23600000.0,,,,,,-584000000.0,,,1033400000.0,4100000.0,1000000.0,,,,,,,,,56500000.0,,,,,,,,,,,,19600000.0,,,,,287400000.0,,2300000.0,,,,128600000.0,59500000.0,0.11322,,36300000.0,-58200000.0,,269500000.0,,,,52800000.0,,,,,36500000.0,1617400000.0,,,,,,,,,,,,,,,,,,,
812419200,,,,,,1588600000.0,66300000.0,7800000.0,,,,166100000.0,6600000.0,,,32900000.0,1263900000.0,321654988.0,,,,58600000.0,,,,232400000.0,,,24100000.0,,,0.074925,24100000.0,,5100000.0,,,,,,24100000.0,,2400000.0,,,224600000.0,16700000.0,16700000.0,,,,,,,,25400000.0,,,,,,,,,,-31000000.0,,16700000.0,16200000.0,-6600000.0,,311900000.0,199100000.0,,,-100000.0,,,,,,-23200000.0,,,,,,,,24800000.0,,,,,,,,,,,45800000.0,0.0,,,47700000.0,496700000.0,,9000000.0,,,,,321654988.0,,,,1276700000.0,-8400000.0,,,,,,-584000000.0,,,1064800000.0,-40500000.0,600000.0,,,,,,,,,38600000.0,,,,,,,,,,,,39100000.0,,,,,305000000.0,,300000.0,,,,80600000.0,-400000.0,0.074925,,24700000.0,-22800000.0,,324700000.0,,,,79500000.0,,,,,22300000.0,1648800000.0,,,,,,,,,,,,,,,,,,,
820368000,,102100000.0,,105600000.0,-26200000.0,1667400000.0,71900000.0,-2100000.0,,60400000.0,196400000.0,196400000.0,29200000.0,0.324675,,65600000.0,1321600000.0,,,,,60400000.0,,,1301700000.0,268300000.0,,99400000.0,30700000.0,-252500000.0,,,30700000.0,329100000.0,7100000.0,1667400000.0,67500000.0,113500000.0,,14600000.0,30700000.0,,5400000.0,,,220200000.0,14600000.0,46200000.0,,,0.324675,68200000.0,1115800000.0,133200000.0,,33400000.0,,268300000.0,,97400000.0,5400000.0,31600000.0,,,,-82200000.0,,14600000.0,19600000.0,-6500000.0,,365700000.0,205800000.0,,,-1500000.0,71900000.0,166900000.0,,205800000.0,496700000.0,6600000.0,-77500000.0,14600000.0,46200000.0,,,1300000.0,,19000000.0,345800000.0,20500000.0,,,,1757800000.0,,102100000.0,,,68200000.0,0.0,21200000.0,314468314.0,61300000.0,496700000.0,,16700000.0,7600000.0,29200000.0,,,,,-175200000.0,-5800000.0,1301700000.0,-31800000.0,,3500000.0,,,220200000.0,-642000000.0,,,1115800000.0,,1200000.0,0.0,,395300000.0,190200000.0,19000000.0,,1321600000.0,,47500000.0,,,205100000.0,-42000000.0,,,-600000.0,,,,-642000000.0,23100000.0,,105700000.0,102100000.0,-33700000.0,329100000.0,31600000.0,800000.0,,,,126900000.0,57000000.0,,,31900000.0,-50400000.0,,345800000.0,,,,97400000.0,314468314.0,-26100000.0,365700000.0,,27900000.0,1757800000.0,,,,,,,,,,,,,,,,,,,
828230400,,,,,,1690307794.0,74224694.0,-4888454.0,,,,210004008.0,22546749.0,,,,1334847328.0,334698966.0,,,,71730585.0,,,,284228702.0,,,22019845.0,,,0.07032,22019845.0,,,,,,,,22019845.0,,,,,256693735.0,9677144.0,9677144.0,,,,,,,,,,,,,,,,,,-8779265.0,,9677144.0,17458766.0,-6584449.0,,373916875.0,200725921.0,,,1197173.0,,,,,,-48784779.0,,,,,,,,17359002.0,,,,,,,,,,,67141424.0,0.0,,,,495529647.0,,14565599.0,,,,,313137728.0,,,,1316390919.0,30926956.0,,,,,,-640487283.0,,,1134121407.0,-46190907.0,,,,,,,,,,124159867.0,,,,,,,,,,,,10974081.0,,,,,343788034.0,,2394345.0,,,,106701101.0,-7083271.0,0.06579,,,-41701508.0,,355460466.0,,,,89688173.0,,,,,106701101.0,1774608690.0,,,,,,,,,,,,,,,,,,,
836092800,,,,,,1725204532.0,69611414.0,1093284.0,,,,208734368.0,24768480.0,,,,1344688771.0,324112400.0,,,,80897052.0,,,,278345782.0,,,45690125.0,,,0.14325,45690125.0,,,,,,,,45690125.0,,,,,266860398.0,10886146.0,10886146.0,,,,,,,,,,,,,,,,,,-40458076.0,,10886146.0,27484041.0,-6598774.0,,365934318.0,193154195.0,,,1399522.0,,,,,,4740829.0,,,,,,,,21872166.0,,,,,,,,,,,62820056.0,0.0,,,,496068711.0,,9677144.0,,,,,318953752.0,,,,1359270214.0,533009.0,,,,,,-641184039.0,,,1151534576.0,-26216948.0,,,,,,,,,,201379295.0,,,,,,,,,,,,-4182724.0,,,,,383112457.0,,2499427.0,,,,173895254.0,45734085.0,0.14097,,,-40993256.0,,380515762.0,,,,87588536.0,,,,,173895254.0,1792718615.0,,,,,,,,,,,,,,,,,,,
844041600,,,,,,1734655729.0,70857343.0,-12994722.0,,,,198480514.0,24785080.0,,,,1369275689.0,328362932.0,,,,111133097.0,,,,269337857.0,,,37985024.0,,,0.12022,37985024.0,,,,,,,,37985024.0,,,,,230761081.0,,,,,,,,,,,,,,,,,,,,-46804841.0,,-2198676.0,29412431.0,-6604864.0,,341794238.0,203877265.0,,,801258.0,,,,,,11563503.0,,,,,,,,23485861.0,,,,,,,,,,,45472625.0,0.0,,,,496401164.0,,10886146.0,,,,,315962602.0,,,,1392861490.0,-9773021.0,,,,,,-641613745.0,,,1165398424.0,-19236975.0,,,,,,,,,,205450552.0,,,,,,,,,,,,-14886484.0,,,,,414750318.0,,1302498.0,,,,176038121.0,48696602.0,0.11568,,,-37133099.0,,365380039.0,,,,72456381.0,,,,,176038121.0,1807012169.0,,,,,,,,,,,,,,,,,,,
851990400,,137500343.0,,142799781.0,-26399890.0,1778599424.0,74899274.0,16789892.0,,88399342.0,200000000.0,200000000.0,21300534.0,0.4329,,,1423500069.0,,,,,88399342.0,,,1419699877.0,274899274.0,-901740.0,141899411.0,31714094.0,-162099493.0,,,31714094.0,440200082.0,,1778599424.0,95000685.0,-13700151.0,,14600521.0,31714094.0,,,,,227600384.0,14600521.0,14600521.0,,,0.4329,62699740.0,1202599699.0,175699603.0,,,,274899274.0,,84000274.0,6900096.0,,,,,-66057311.0,,14600521.0,20645447.0,-6611803.0,,358899548.0,220900370.0,,,-1098379.0,74899274.0,236900096.0,,220900370.0,496700014.0,40079461.0,3801562.0,14600521.0,14600521.0,,,1000411.0,,24499109.0,355099356.0,14600521.0,,,,1913199946.0,,137500343.0,,,62699740.0,0.0,26599973.0,317626110.0,,496700014.0,,-2198676.0,1999452.0,21300534.0,,,,,-168100589.0,0.0,1419699877.0,-17885382.0,,5299438.0,,,227600384.0,-710600247.0,,,1202599699.0,90743090.0,,0.0,,590900370.0,298200630.0,24499109.0,,1423500069.0,,-294092310.0,,,292699740.0,7599014.0,,,2299574.0,,,,-710600247.0,-5605024.0,,150800329.0,137500343.0,-57200219.0,440200082.0,,703826.0,,,,134263202.0,88352187.0,,,,-48272726.0,,355099356.0,,,,84000274.0,317626110.0,-1100452.0,358899548.0,,-314737757.0,1913199946.0,,,,,,,,,,,,,,,,,,,
859766400,,,,,,2022899474.0,99900305.0,-6899751.0,,,,397299917.0,20798948.0,,,54800609.0,1647299917.0,321080111.0,,,,76999446.0,,,,511499585.0,,,14400443.0,,,0.04485,14400443.0,,8399335.0,,,,,,14400443.0,,1800055.0,,14299363.0,261999446.0,7700083.0,7700083.0,,,,,,,,34399058.0,,,,,,,,,,-195000000.0,,7700083.0,19900305.0,-6600665.0,,594399058.0,374000277.0,,,10401552.0,,,,,,-170800333.0,,,,,,,,28900582.0,,,,,,,,,,,62100526.0,0.0,,,59399059.0,496700360.0,,14599834.0,,,,,321080111.0,,,,1428500415.0,-38399335.0,,,,,,-710599557.0,,,1273299640.0,-59699530.0,12500692.0,,,,,,,,,44900306.0,,,,,,,,,,11899751.0,,202200222.0,,,,,448000554.0,,1099418.0,,,,114199668.0,-14199668.0,0.04485,,26901135.0,-156600665.0,,375599557.0,,,,82899474.0,,,,,25000001.0,1983899197.0,,,,,,,,,,,,,,,,,,,
867628800,,,,,,2109599724.0,93599724.0,4499475.0,,,,303399586.0,29601104.0,,,75000690.0,1694699793.0,318587063.0,,,,85900621.0,,,,429799862.0,,,28099379.0,,,0.0882,28099379.0,,6899931.0,,,,,,28099379.0,,299517.0,,32800552.0,281199448.0,12299517.0,12999310.0,,,,,,,,40699793.0,,,,,,,,,,-44599724.0,,12299517.0,26900247.0,-6699542.0,,659100069.0,393399586.0,,,-3602380.0,,,,,,-30900150.0,,,,,,,,34800552.0,,,,,,,,,,,61599724.0,0.0,,,86499655.0,496699793.0,,7700083.0,,,,,318587063.0,,,,1450499655.0,999749.0,,,,,,-710600414.0,,,1301300207.0,-59701436.0,18000000.0,,,,,,,,,72700109.0,,,,,,,,,,18800042.0,,34499571.0,,,,,469300207.0,699793.0,601065.0,,,,161500345.0,14699323.0,0.0882,,46099379.0,-45599473.0,,414899931.0,,,,229300207.0,,,,,45799862.0,2011900621.0,,,,,,,,,,,,,,,,,,,
875577600,,,,,,2161200110.0,91998343.0,27300152.0,,,,139200387.0,24199696.0,,,94399945.0,1646700732.0,322975423.0,,,,139500069.0,,,,280599365.0,,,20999862.0,,,0.06502,20999862.0,,6599917.0,,,,,,20999862.0,,-1999724.0,,49400635.0,297300097.0,39500069.0,40200249.0,,,,,,,,53199834.0,,,,,,,,,,-44700787.0,,39500069.0,38299572.0,-6699793.0,,500499931.0,339200387.0,,,3399696.0,,,,,,4001270.0,,,,,,,,37498964.0,,,,,,,,,,,57500345.0,0.0,,,92699903.0,496699351.0,,12299517.0,,,,,322975423.0,,,,1660700180.0,-5700815.0,,,,,,-710599365.0,,,1307500345.0,-25699158.0,16399669.0,,,,,,,,,77800028.0,,,,,,,,,,13400469.0,,28999696.0,,,,,483100400.0,700180.0,196399227.0,,,,187099848.0,43100676.0,0.06502,,37399531.0,-39099406.0,,514499379.0,,,,219900566.0,,,,,39500069.0,2018099710.0,,,,,,,,,,,,,,,,,,,
883526400,,82000000.0,,147099357.0,-27000715.0,2270700500.0,107102215.0,70199481.0,,111599714.0,129099357.0,129099357.0,33699785.0,0.25142,,91900375.0,1712900643.0,,,,,111599714.0,,,1692200143.0,293300929.0,16500357.0,143000715.0,18599917.0,-324800572.0,,,18599917.0,494600429.0,7099633.0,2270700500.0,122700500.0,257799857.0,,109699786.0,18599917.0,,11699680.0,,57099357.0,298700500.0,109699786.0,109699786.0,,,0.25142,93799857.0,1342700500.0,162100071.0,,55400465.0,,293300929.0,,285199428.0,198200143.0,,,,,-40500061.0,,109699786.0,37600376.0,-7000715.0,,578500357.0,370200143.0,,,-10298939.0,107102215.0,265701215.0,,370200143.0,512800572.0,77699213.0,-49000715.0,109699786.0,109699786.0,,,7899929.0,,37799857.0,557799857.0,14600429.0,,,,2200100071.0,58800572.0,82000000.0,,,93799857.0,0.0,29099357.0,326147482.0,88200931.0,512800572.0,,39500069.0,11899929.0,33699785.0,,,,,-282100071.0,95099357.0,1692200143.0,-5900314.0,,65099357.0,,,298700500.0,-857399571.0,,,1342700500.0,161600481.0,18098943.0,0.0,,642900643.0,316100071.0,37799857.0,,1712900643.0,,70400842.0,,,326800572.0,-120000000.0,,,-100071.0,,,14700310.0,-857399571.0,-7899632.0,,183799857.0,82000000.0,-114101501.0,494600429.0,,100433.0,,,,180101306.0,118499740.0,,,36698860.0,-40800527.0,,557799857.0,,,57099357.0,285199428.0,326147482.0,-114500357.0,578500357.0,,32800466.0,2200100071.0,,,,,,,,,,,,,,,,,,,
891302400,,,,,,2239000000.0,105497873.0,-7800000.0,,,,271300709.0,29499291.0,,,69300709.0,1717600000.0,343961353.0,,,,86300709.0,,,,441899291.0,,,17800000.0,,,0.05175,17800000.0,,7400000.0,,,,,,17800000.0,,2200000.0,,65100709.0,294400000.0,102000000.0,102000000.0,,,,,,,,39100709.0,,,,,,,,,,-20700709.0,,102000000.0,25700709.0,-7200000.0,,538499291.0,373899291.0,,,99291.0,,,,,,-3600000.0,,,,,,,,38699291.0,,,,,,,,,,,53200000.0,0.0,,,62600000.0,509401418.0,,109700709.0,,,,,343961353.0,,,,1700500709.0,4600000.0,,,,,,-857400000.0,,,1343700709.0,-29800000.0,7900709.0,,,,,,,,,49200000.0,,,,,,,,,,8000000.0,,-8800000.0,,,,,505200000.0,,1100709.0,,,,131900709.0,21700709.0,0.05175,,25700709.0,-25300709.0,,521400000.0,,,,96600000.0,,,,,23499291.0,2201100709.0,,,,,,,,,,,,,,,,,,,
899164800,,,,,,2292300456.0,107301190.0,25999324.0,,,,268400706.0,25900338.0,,,81800676.0,1727701014.0,342579287.0,,,,68600617.0,,,,453901220.0,,,19400265.0,,,0.05663,19400265.0,,8199324.0,,,,,,19400265.0,,1299427.0,,78199324.0,326200206.0,127899456.0,127899456.0,,,,,,,,42998677.0,,,,,,,,,,-37098791.0,,127899456.0,28199041.0,-7099574.0,,567800970.0,366801411.0,,,-100761.0,,,,,,20100074.0,,,,,,,,41899162.0,,,,,,,,,,,61599294.0,0.0,,,75199177.0,520199912.0,,102000000.0,,,,,342579287.0,,,,1724499486.0,299309.0,,,,,,-857399677.0,,,1360899603.0,-1099603.0,14099662.0,,,,,,,,,60499780.0,,,,,,,,,,13099515.0,,3499397.0,,,,,517399677.0,,999835.0,,,,156999853.0,59598718.0,0.05663,,33499927.0,-39498644.0,,564599441.0,,,,113899750.0,,,,,32200500.0,2218299280.0,,,,,,,,,,,,,,,,,,,
907113600,,,,,,2938099464.0,120400919.0,-77899401.0,,,,558699311.0,22099464.0,,,114699311.0,2342699311.0,342500169.0,,,,150299923.0,,,,857300689.0,,,18200459.0,,,0.05314,18200459.0,,7199694.0,,,,,,18200459.0,,-2000000.0,,178200459.0,342599847.0,50000000.0,50000000.0,,,,,,,,52000000.0,,,,,,,,,,-548000041.0,,50000000.0,35000020.0,-7301038.0,,1195700077.0,408999234.0,,,102464.0,,,,,,-562299615.0,,,,,,,,52500383.0,,,,,,,,,,,75900536.0,0.0,,,87900536.0,526699311.0,,127899456.0,,,,,342500169.0,,,,1742399388.0,-798314.0,,,,,,-857400153.0,,,1933700077.0,-80500549.0,15799541.0,,,,,,,,,70901301.0,,,,,,,,,,12501097.0,,484901215.0,,,,,528399388.0,,399839.0,,,,202599847.0,-14799044.0,0.05314,,34000000.0,-547500571.0,,595400153.0,,,,338399388.0,,,,,35900536.0,2791100230.0,,,,,,,,,,,,,,,,,,,
915062400,,45600619.0,,92900929.0,-28899381.0,2938600619.0,125100619.0,-13600233.0,,124199690.0,540100619.0,540100619.0,21599070.0,-0.082468,,134900542.0,2382000000.0,,,,,124199690.0,,,1903300310.0,836100619.0,-29698142.0,118798762.0,-9799534.0,-693800310.0,,,-9799534.0,509300310.0,19399384.0,2938600619.0,126699690.0,385399381.0,,36500000.0,-9799534.0,,-8700463.0,,170899381.0,344500000.0,36500000.0,36500000.0,,,-0.082468,116300310.0,1989000000.0,235199690.0,,65400536.0,,836100619.0,,199199690.0,179600619.0,,,,,-88000769.0,,36500000.0,37799920.0,-7298769.0,,1035300310.0,393000000.0,,,-17802232.0,125100619.0,245498452.0,,393000000.0,519300310.0,74198921.0,10600619.0,36500000.0,36500000.0,,,18699690.0,,51400929.0,556600619.0,109699690.0,,,,2949199690.0,38100619.0,45600619.0,,,116300310.0,187000000.0,42199690.0,343908082.0,92499222.0,519300310.0,,50000000.0,-7300310.0,21599070.0,,,,,-706800310.0,-73300310.0,1903300310.0,6499624.0,,47300310.0,,,344500000.0,-960199690.0,,,1989000000.0,81702010.0,9500769.0,187000000.0,,718899381.0,400600619.0,51400929.0,,2382000000.0,,64898606.0,,,318298762.0,-471600620.0,,,-17701238.0,,,4500007.0,-960199690.0,-94201231.0,,199500000.0,45600619.0,42597523.0,509300310.0,,177100236.0,,,,227399764.0,168699307.0,,,-298765.0,-94500386.0,,556600619.0,,,170899381.0,199199690.0,343908082.0,51399381.0,1035300310.0,,27098686.0,2949199690.0,,,,,,,,,,,,,,,,,,,
922838400,,,,,,2944800000.0,121100377.0,12400000.0,,,,574899623.0,12599245.0,,,80099623.0,2398800000.0,443482901.0,,,,94400000.0,,,,876400000.0,,,11100377.0,,,0.02503,11100377.0,,7400755.0,,,,,,11100377.0,,102642.0,,180400000.0,351000755.0,48899623.0,48899623.0,,,,,,,,43101887.0,,,,,,,1400755.0,,,-51100377.0,,48899623.0,29900377.0,-7200000.0,,1042499623.0,386599245.0,,,-2298868.0,,,,,,-17400754.0,,,,,,,,51699622.0,,,,,,,,,,,92600755.0,184400000.0,,,66901132.0,518300377.0,,36499623.0,,,,,443482901.0,,,,1902300377.0,0.0,,,,,,-960200755.0,,,2012200755.0,-18600754.0,11400755.0,,,,,,,,,53699622.0,,,,,,,,,,11299623.0,,29800755.0,,,,,511000755.0,,899623.0,,,,147000755.0,33699623.0,0.02503,,22501132.0,-51100377.0,,546000000.0,,,,166099623.0,,,,,23799245.0,2972401510.0,,,,,,,,,,,,,,,,,,,
930700800,,,,,,3224300381.0,118201819.0,-28699501.0,,,,599699325.0,12298328.0,,,97299795.0,2684900264.0,391490911.0,,,,100300675.0,,,,1200701085.0,,,17100323.0,,,0.04368,17100323.0,,11600176.0,,,,,,17100323.0,,1.0,,482799941.0,364800528.0,20199472.0,20199472.0,,,,,,,,46500440.0,,,,,,,3100616.0,,,-56500092.0,,20199472.0,30400298.0,-7200117.0,,1320400411.0,351300968.0,,,-2302188.0,,,,,,-21698689.0,,,,,,,,54099442.0,,,,,,,,,,,79800528.0,179800528.0,,,84100909.0,516399237.0,,48899623.0,,,,,391490911.0,,,,1903899971.0,-1466.0,,,,,,-960199472.0,,,2333599296.0,-26000302.0,17399531.0,,,,,,,,,68000880.0,,,,,,,,,,13700377.0,,-7401224.0,,,,,518700499.0,,501081.0,,,,181400704.0,35200348.0,0.04368,,34499854.0,-56899037.0,,539400117.0,,,,119699325.0,,,,,37600469.0,3293798768.0,,,,,,,,,,,,,,,,,,,
938649600,,,,,,2945000734.0,115000734.0,15799134.0,,,,350899486.0,10500366.0,,,106699927.0,2392801174.0,369046246.0,,,,91100514.0,,,,890900954.0,,,32000000.0,,,0.08671,32000000.0,,6699927.0,,,,,,32000000.0,,-37399853.0,,425000734.0,372099780.0,36000000.0,36000000.0,,,,,,,,44801174.0,,,,,,,1000734.0,,,172200616.0,,36000000.0,31198958.0,-13899223.0,,1018101247.0,270001467.0,,,4499810.0,,,,,,34100176.0,,,,,,,,52999266.0,,,,,,,,,,,89100514.0,179499633.0,,,62500366.0,516699927.0,,20199472.0,,,,,369046246.0,,,,1926899486.0,-124798240.0,,,,,,-960199560.0,,,2122799707.0,95302450.0,-52799707.0,,,,,,,,,48898150.0,,,,,,,,,,-57600147.0,,-257299017.0,,,,,541200293.0,,399736.0,,,,169200293.0,100900469.0,0.08671,,-20799707.0,-66800293.0,,552199560.0,,,,127200293.0,,,,,17699192.0,3082999267.0,,,,,,,,,,,,,,,,,,,
946598400,,80000000.0,,77300347.0,-28699363.0,2964100116.0,119000289.0,9500656.0,,138699363.0,329000289.0,329000289.0,45300926.0,-0.142398,,144800683.0,2375400752.0,,,,,138699363.0,,,1922298900.0,860400752.0,-99827.0,115199653.0,19800440.0,36600116.0,,,19800440.0,552200521.0,12299919.0,2964100116.0,136899595.0,-276999421.0,,45500579.0,19800440.0,,-10100147.0,,412400174.0,356799769.0,45500579.0,45500579.0,,,-0.142398,105899884.0,2135800058.0,249399595.0,,63099413.0,,860400752.0,,181400463.0,2500000.0,,-1999969.0,,,-28000031.0,,45500579.0,45399962.0,-400023.0,,1041801215.0,239600694.0,-12400174.0,,-12398754.0,119000289.0,252099248.0,,239600694.0,510199653.0,42798746.0,5099827.0,45500579.0,45500579.0,,,3399884.0,,47699652.0,588699363.0,36500289.0,,,,3144000289.0,-11999421.0,80000000.0,,,105899884.0,176199363.0,38000579.0,388208938.0,99200020.0,510199653.0,,36000000.0,-47500000.0,45300926.0,,,,,-211600116.0,9000289.0,1922298900.0,129899533.0,,-2699653.0,,,356799769.0,-1008200231.0,,,2135800058.0,-50801221.0,21300347.0,176199363.0,,741600116.0,428900463.0,47699652.0,,2375400752.0,,81500569.0,,,312699653.0,37799479.0,,,-12500000.0,,,20600726.0,-1008200231.0,-42099935.0,,197500000.0,80000000.0,21299190.0,552200521.0,,699560.0,,,,244000703.0,79599155.0,,,41100787.0,-36800409.0,,588699363.0,,,412400174.0,181400463.0,388208938.0,47899306.0,1041801215.0,,36100607.0,3144000289.0,,,,,,,,,,,,,,,,,,,
954460800,,,,,,2959399739.0,123798754.0,11799333.0,,,,354900681.0,37699000.0,,,85599536.0,2388199217.0,409340014.0,,,,95699580.0,,,,897899087.0,,,11600696.0,,,0.02834,11600696.0,,8399304.0,,,,,,11600696.0,,1100478.0,,419199652.0,374900681.0,57300275.0,57300275.0,,,,,,,,37100188.0,,,,,,,,,,-41400609.0,,57300275.0,24600551.0,-7200232.0,,1044999275.0,227699000.0,,,-2099463.0,,,,,,8699434.0,,,,,,,,43299986.0,,,,,,,,,-13400029.0,,74500507.0,177600406.0,,,56800058.0,506099754.0,,45499493.0,,,,,409340014.0,,,,1914400464.0,0.0,,,,,,-1008200667.0,,,2160500217.0,-101494.0,10500217.0,,,,,,,,,44300421.0,,,,,,,,,,9199652.0,,3099899.0,,,,,554500507.0,,700304.0,,,,142399594.0,50100043.0,0.02834,,22100913.0,-41400609.0,,571200522.0,,,,147100188.0,,,,,19699870.0,3168700884.0,,,,,,,,,,,,,,,,,,,
