date,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDilutedEPS,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualChangeInInventory,annualStockholdersEquity,trailingSaleOfInvestment,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,annualRetainedEarnings,annualInventory,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,annualCurrentLiabilities,trailingChangeInInventory,annualOtherIntangibleAssets,annualStockBasedCompensation,annualGoodwill,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualOtherCurrentLiabilities,annualOperatingIncome,trailingTotalRevenue,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualAccountsPayable,trailingOtherIncomeExpense,trailingInvestingCashFlow,trailingOperatingIncome,annualGrossPPE,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyOperatingIncome,quarterlyGrossPPE,trailingInterestExpense,annualTaxProvision,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualTotalRevenue,annualResearchAndDevelopment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyEbitda,annualInterestExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingNetIncome,quarterlyGoodwill,annualTotalAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingTaxProvision,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingDepreciationAndAmortization,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyRepaymentOfDebt,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyBeginningCashPosition
1996-09-30,,,,,,,,,,637364200.0,637364200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637364200.0,,,,,,,,,,,,,,,,,,610869565.0,,,1.043372,,,,,,,,,,,,,,,,,,,,3955287160.0,,,,3955287160.0,,,,,,,,,,,,,,3955287160.0,,,,,,,,,,,1.043372,,,,,,,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,,,,,,,,657118500.0,657118500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657118500.0,,,,,,,,,,,,,,,,,,610869565.0,,,1.07571,,,,,,,,,,,,,,,,,,,,4077876300.0,,,,4077876300.0,,,,,,,,,,,,,,4077876300.0,,,,,,,,,,,1.07571,,,,,,,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,621501750.0,621501750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621501750.0,,,,,,,,,,,,,,,,,,610869565.0,,,1.017405,,,,,,,,,,,,,,,,,,,,3856849650.0,,,,3856849650.0,,,,,,,,,,,,,,3856849650.0,,,,,,,,,,,1.017405,,,,,,,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,3166337000.0,597713000.0,,,,,3.94545,977292500.0,-2719186000.0,684175900.0,684175900.0,-496129000.0,11782837000.0,,,-190923500.0,604408602.0,,13168733000.0,10264519000.0,2359107000.0,1190437500.0,2359107000.0,3166337000.0,,,,,,1028538000.0,2888341500.0,,,3991707000.0,,,,,,,,,,,5210261500.0,,,30838000.0,,13168733000.0,,,1190437500.0,4232969000.0,,-101130500.0,2438923000.0,684175900.0,,0.0,,21000678000.0,,646091954.0,2438923000.0,,2438923000.0,,,2504227000.0,,,,21568460000.0,297042500.0,,949175500.0,,,13766446000.0,,,4141815500.0,,2504227000.0,,,,,-8399727000.0,,597713000.0,977292500.0,,,2549123500.0,,9135757500.0,4245728200.0,2438923000.0,-2618055500.0,,-7338022300.0,21568460000.0,,1592692000.0,,,7234232000.0,-22221500.0,15816719500.0,,,2549123500.0,5144050500.0,,-7338022300.0,88886000.0,23128500.0,,-43082500.0,9135757500.0,10264519000.0,5144050500.0,-1982702000.0,5210261500.0,13766446000.0,,,4.21755,,11782837000.0,,7234232000.0,,,,,21000678000.0,,3991707000.0,,2549123500.0,0.0,297042500.0,-8399727000.0,,,2461144500.0,949175500.0,1028538000.0,0.0,,10606458000.0,,270286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,571156250.0,571156250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571156250.0,,,,,,,,,,,,,,,,,,612500000.0,,,0.9325,,,,,,,,,,,,,,,,,,,,3964523750.0,,,,3964523750.0,,,,,,,,,,,,,,3964523750.0,,,,,,,,,,,0.9325,,,,,,,,,,,,,,612500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,,,,,,,,,570353800.0,570353800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570353800.0,,,,,,,,,,,,,,,,,,616842105.0,,,0.924635,,,,,,,,,,,,,,,,,,,,3958897750.0,,,,3958897750.0,,,,,,,,,,,,,,3958897750.0,,,,,,,,,,,0.924635,,,,,,,,,,,,,,616842105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,,467619200.0,467619200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467619200.0,,,,,,,,,,,,,,,,,,618666667.0,,,0.75585,,,,,,,,,,,,,,,,,,,,4379898800.0,,,,4379898800.0,,,,,,,,,,,,,,4379898800.0,,,,,,,,,,,0.65507,,,,,,,,,,,,,,713846154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,3450654900.0,471829050.0,,,,-2251349100.0,3.18087,1175154750.0,-2891646450.0,358529150.0,358529150.0,-122522400.0,12790042650.0,,,872972100.0,606842105.0,,14871745350.0,11284430850.0,2499339150.0,794039400.0,2499339150.0,3450654900.0,,,,,,1009631700.0,1923837300.0,,0.0,5173626150.0,,,,,,,,,,,4203460800.0,,,138426750.0,,14871745350.0,,0.0,794039400.0,3028306050.0,,-14726250.0,2298473100.0,358529150.0,,2298473100.0,,23094294300.0,,640555556.0,2298473100.0,,2298473100.0,,,2854536300.0,,,,24433204950.0,1525050450.0,,580803300.0,,,15343574400.0,,,3240364050.0,,2854536300.0,,,97193250.0,,-9561459600.0,,471829050.0,1419610500.0,,,2037523950.0,,10214716050.0,3787139200.0,2298473100.0,-2876920200.0,,-9549541850.0,24433204950.0,,1202840100.0,,,7750719900.0,-95426100.0,16364987100.0,147262500.0,,2037523950.0,5041089900.0,,-9549541850.0,159043500.0,14726250.0,,0.0,10214716050.0,11284430850.0,5041089900.0,-312196500.0,4447916550.0,15343574400.0,,,3.357585,,12790042650.0,,7750719900.0,,,,,23094294300.0,,5173626150.0,,2037523950.0,0.0,1525050450.0,-9561459600.0,,,2393899200.0,580803300.0,1009631700.0,0.0,,11917070550.0,,-953082900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,615333600.0,615333600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615333600.0,,,,,,,,,,,,,,,,,,614117647.0,,,1.00198,,,,,,,,,,,,,,,,,,,,4762352000.0,,,,4762352000.0,,,,,,,,,,,,,,4762352000.0,,,,,,,,,,,0.94304,,,,,,,,,,,,,,652500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,,,,,,,,,619321950.0,619321950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619321950.0,,,,,,,,,,,,,,,,,,619411765.0,,,0.999855,,,,,,,,,,,,,,,,,,,,4791658050.0,,,,4791658050.0,,,,,,,,,,,,,,4791658050.0,,,,,,,,,,,0.94104,,,,,,,,,,,,,,658125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,622758003.0,622758003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622758003.0,,,,,,,,,,,,,,,,,,592352941.0,,,1.051329,,,,,,,,,,,,,,,,,,,,4818798768.0,,,,4818798768.0,,,,,,,,,,,,,,4818798768.0,,,,,,,,,,,0.989486,,,,,,,,,,,,,,629375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,3143890098.0,751734228.0,,,,-2393965824.0,3.861235,1404524304.0,-2672095422.0,610156335.0,610156335.0,-246757062.0,15126388896.0,,,-993664746.0,604117647.0,,16043432256.0,13583704770.0,2841024462.0,812066028.0,2841024462.0,3143890098.0,,,,,,1027450554.0,2133332448.0,,0.0,4180993740.0,,155656044.0,,,,,,,,,5024432304.0,,,83861202.0,,16043432256.0,,0.0,812066028.0,3619908000.0,,-315535314.0,807842802.0,610156335.0,,807842802.0,,24248557056.0,,641875000.0,807842802.0,,807842802.0,,,2877223542.0,,,,27134830368.0,491704170.0,,667873026.0,,,16950822528.0,155656044.0,,3680843118.0,,2877223542.0,,,211764618.0,,-11091398112.0,,751734228.0,1763498514.0,,,2478430344.0,,9020207418.0,4717653054.0,807842802.0,-2356560108.0,,-10836488304.0,27134830368.0,,1202412774.0,,,7297734528.0,-1532427720.0,19174049358.0,147209592.0,,2478430344.0,4839213678.0,,-10836488304.0,371040570.0,10256406.0,,57918528.0,9020207418.0,13583704770.0,4839213678.0,-918249996.0,5383406514.0,16950822528.0,,,4.102562,,15126388896.0,,7297734528.0,,,,,24248557056.0,,4180993740.0,,2478430344.0,0.0,491704170.0,-11091398112.0,,,2340270522.0,667873026.0,1027450554.0,0.0,,13790642844.0,,-223227660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
