date,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDilutedEPS,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualChangeInInventory,annualStockholdersEquity,trailingSaleOfInvestment,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,annualRetainedEarnings,annualInventory,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,annualCurrentLiabilities,trailingChangeInInventory,annualOtherIntangibleAssets,annualStockBasedCompensation,annualGoodwill,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualOtherCurrentLiabilities,annualOperatingIncome,trailingTotalRevenue,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualAccountsPayable,trailingOtherIncomeExpense,trailingInvestingCashFlow,trailingOperatingIncome,annualGrossPPE,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyOperatingIncome,quarterlyGrossPPE,trailingInterestExpense,annualTaxProvision,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualTotalRevenue,annualResearchAndDevelopment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyEbitda,annualInterestExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingNetIncome,quarterlyGoodwill,annualTotalAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingTaxProvision,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingDepreciationAndAmortization,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyRepaymentOfDebt,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyBeginningCashPosition
1994-03-31,,,18645000000.0,,,,,,,332256850.0,332256850.0,,,142000000.0,1659000000.0,,,,,,,,,,,31943000000.0,,,,,,,,,-829000000.0,,,,,,,,-71730000000.0,4331000000.0,,,-1165000000.0,,95019000000.0,,,,,,203576000000.0,,,332256850.0,9231000000.0,,23131000000.0,,,,,-222000000.0,,-1176000000.0,-55800000000.0,,-19390000000.0,-56412000000.0,29129000000.0,,,580625000.0,,,0.57224,,,15819000000.0,,,,,,,,,6074000000.0,,,,65890000000.0,,45387000000.0,,2018934250.0,,,,2018934250.0,,528000000.0,,17039000000.0,,,,,,,,,,2018934250.0,,,,,,,,,,,0.536475,,,4298000000.0,,,,,108557000000.0,4298000000.0,,,-23857000000.0,,619333333.0,,,,,3157000000.0,,,,,,,,17968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,1659138350.0,318666150.0,,,,966727950.0,2.1459,757860350.0,-1217082950.0,504286500.0,504286500.0,-59012250.0,7213800500.0,,,-338694550.0,666190476.0,,9991310400.0,5850438700.0,1291831800.0,1123021000.0,1291831800.0,1659138350.0,,,,,,2305054250.0,2011781250.0,,,3356187600.0,,,,,,,,,,,3313984900.0,,,130899900.0,,9991310400.0,,,1123021000.0,2556124550.0,,28969650.0,1336895700.0,504286500.0,,0.0,,14661146450.0,,699500000.0,1336895700.0,,1336895700.0,,,1706705800.0,,,,15850690350.0,526460800.0,,126965750.0,,,10309976550.0,,,2394466750.0,,1706705800.0,,,,,-5859379950.0,,318666150.0,757860350.0,,,1501057050.0,,7447345950.0,3580791800.0,1336895700.0,-1246052600.0,,-3500678200.0,15850690350.0,,893409700.0,,,4351169900.0,456003750.0,9637594550.0,,,1501057050.0,4091158350.0,,-3500678200.0,292557700.0,16451900.0,,-43275650.0,7447345950.0,5850438700.0,4091158350.0,-312586100.0,3313984900.0,10309976550.0,,,2.253195,,7213800500.0,,4351169900.0,,,,,14661146450.0,,3356187600.0,,1501057050.0,0.0,526460800.0,-5859379950.0,,,880891950.0,126965750.0,2305054250.0,0.0,,6323609650.0,,765728650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,457076700.0,457076700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457076700.0,,,,,,,,,,,,,,,,,,580909091.0,,,0.78683,,,,,,,,,,,,,,,,,,,,2939525350.0,,,,2939525350.0,,,,,,,,,,,,,,2939525350.0,,,,,,,,,,,0.78683,,,,,,,,,,,,,,580909091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,,,,,,,,457076700.0,457076700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457076700.0,,,,,,,,,,,,,,,,,,580909091.0,,,0.78683,,,,,,,,,,,,,,,,,,,,2939525350.0,,,,2939525350.0,,,,,,,,,,,,,,2939525350.0,,,,,,,,,,,0.751065,,,,,,,,,,,,,,608571429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,,457076700.0,457076700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457076700.0,,,,,,,,,,,,,,,,,,580909091.0,,,0.78683,,,,,,,,,,,,,,,,,,,,2939525350.0,,,,2939525350.0,,,,,,,,,,,,,,2939525350.0,,,,,,,,,,,0.751065,,,,,,,,,,,,,,608571429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,1646153010.0,250904700.0,,,,363630.0,3.018129,996709830.0,-1581790500.0,488016070.0,488016070.0,-190905750.0,10046006010.0,,,-480355230.0,574606742.0,,10891445760.0,6836607630.0,1608335490.0,1007618730.0,1608335490.0,1646153010.0,,,,,,1150525320.0,2834132220.0,,,4041020190.0,,,,,,,,,,,3826478490.0,,,50180940.0,,10891445760.0,,,1007618730.0,2829768660.0,,-102180030.0,2137053510.0,488016070.0,,0.0,,17019702150.0,,616144578.0,2137053510.0,,2137053510.0,,,2248687920.0,,,,17867323680.0,784713540.0,,363630.0,,,11142350460.0,,,2793405660.0,,2248687920.0,,,,,-6975877920.0,,250904700.0,996709830.0,,,1859603820.0,,6838062150.0,3136123830.0,2137053510.0,-1479610470.0,,-5988807390.0,17867323680.0,,933801840.0,,,5877351690.0,771622860.0,11954699880.0,,,1859603820.0,2797041960.0,,-5988807390.0,57453540.0,6908970.0,,-9090750.0,6838062150.0,6836607630.0,2797041960.0,-1111253280.0,3826478490.0,11142350460.0,,,3.236307,,10046006010.0,,5877351690.0,,,,,17019702150.0,,4041020190.0,,1859603820.0,0.0,784713540.0,-6975877920.0,,,1365430650.0,363630.0,1150525320.0,0.0,,8128221390.0,,1354521750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,528343110.0,528343110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528343110.0,,,,,,,,,,,,,,,,,,629130435.0,,,0.839799,,,,,,,,,,,,,,,,,,,,2835234450.0,,,,2835234450.0,,,,,,,,,,,,,,2835234450.0,,,,,,,,,,,0.839799,,,,,,,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,,,,,,,,527503850.0,527503850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527503850.0,,,,,,,,,,,,,,,,,,629130435.0,,,0.838465,,,,,,,,,,,,,,,,,,,,2830730750.0,,,,2830730750.0,,,,,,,,,,,,,,2830730750.0,,,,,,,,,,,0.838465,,,,,,,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,,,,575616600.0,575616600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575616600.0,,,,,,,,,,,,,,,,,,629130435.0,,,0.91494,,,,,,,,,,,,,,,,,,,,3088917000.0,,,,3088917000.0,,,,,,,,,,,,,,3088917000.0,,,,,,,,,,,0.91494,,,,,,,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,1627401900.0,443010150.0,,,,,3.89745,877792350.0,-1924474200.0,746731800.0,746731800.0,146803950.0,10549531050.0,,,-610600500.0,607659574.0,,11465864850.0,6764241000.0,1368438000.0,999912450.0,1368438000.0,1627401900.0,,,,,,2034468900.0,2855964750.0,,,3573961650.0,,,,,,,,,,,4115707200.0,,,429152550.0,,11465864850.0,,,999912450.0,3237914850.0,,59327850.0,2442835050.0,746731800.0,,0.0,,18012714750.0,,634666667.0,2442835050.0,,2442835050.0,,,2280008250.0,,,,18890507100.0,294040950.0,,99168450.0,,,11908875000.0,,,3391214550.0,,2280008250.0,,,,,-7424642250.0,,443010150.0,877792350.0,,,2473581600.0,,7335000900.0,4183348950.0,2442835050.0,-1983802050.0,,-6028836150.0,18890507100.0,,917632950.0,,,6103839750.0,320890050.0,13450099950.0,,,2473581600.0,3761039250.0,,-6028836150.0,242074950.0,16888950.0,,-40706700.0,7335000900.0,6764241000.0,3761039250.0,-1600552800.0,4115707200.0,11908875000.0,,,4.07067,,10549531050.0,,6103839750.0,,,,,18012714750.0,,3573961650.0,,2473581600.0,-433050.0,294040950.0,-7424642250.0,,,2121945000.0,99168450.0,2034468900.0,-433050.0,,9334392750.0,,872162700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
