date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualBasicAverageShares,trailingPretaxIncome,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualBasicEPS,annualNetIncome,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCurrentAssets,annualAccountsReceivable,quarterlyInventory,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDilutedAverageShares,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,annualDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCostOfRevenue,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualChangeInInventory,quarterlyGrossPPE,quarterlyDilutedEPS,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,annualPurchaseOfInvestment,trailingCashDividendsPaid,trailingNetIncome,annualCapitalStock,annualGoodwill,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,annualResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualGrossProfit,annualInventory,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingInterestExpense,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
2004-03-31,176864000.0,,,,,,198486000.0,14402000.0,,,,358766000.0,561141000.0,,,,,27822000.0,,,,12727000,40718000.0,,,,,,1004700000.0,,,,443559000.0,,,,,,,,,,,92871000.0,,10729000.0,114343000.0,,,,,,535630000.0,,,,56920000.0,0.0,12727000,,,,,12727000,-6953000.0,24916000.0,59077000.0,0.32,-10339000.0,90253000.0,,1573000.0,,,247584000.0,,,,,,,175148000.0,,,,,156752000.0,,,,11358000.0,76156000.0,,,,98190000.0,,15569000.0,41086000.0,,,,40718000.0,,,50000.0,,,464905000.0,,-162850000.0,,,0.0,,,,,,,,90253000.0,,480000.0,,,,90853000.0,13510000.0,,13264000.0,,1075000.0,,,,843000.0,,90606000.0,-3942000.0,,,,213672000,,,393876000.0,0.31,,,-10893000.0,,15834000,-859000.0,,25295000.0,,,,,,,,254650000.0,,,,,4195000.0,,231026000.0,,,,,,,3637000.0,600000.0,,14097000.0,,,26563000,,,,,,,,,,,,,
2004-06-30,171419000.0,,,,,,205429000.0,14025000.0,,,,358671000.0,559848000.0,,,,,30826000.0,,,,11312000,40892000.0,,,,,,1012038000.0,,,,452190000.0,,,,,,,,,,,96693000.0,,13314000.0,118366000.0,,,,,,530090000.0,,,,58518000.0,-8696000.0,11312000,,,,,11312000,1891000.0,26015000.0,48711000.0,0.28,-13833000.0,90336000.0,,1313000.0,,,241868000.0,,,,,,,180330000.0,,,,,173127000.0,,,,11405000.0,90253000.0,,,,96620000.0,,12714000.0,44683000.0,,,,40892000.0,,,689000.0,,,477976000.0,,-162850000.0,,,0.0,,,,,,,,90336000.0,,822000.0,,,,90901000.0,13959000.0,,13857000.0,,3890000.0,,,,431000.0,,100495000.0,-3584000.0,,,,231645000,,,400054000.0,0.28,,,-15369000.0,,13835000,-15478000.0,,29394000.0,,,,,,,,244217000.0,,,,,3207000.0,,237204000.0,,,,,,,2079000.0,565000.0,,83000.0,,,27149000,,,,,,,,,,,,,
2004-09-30,198204000.0,,,,,,145876000.0,24323000.0,,,,383264000.0,558950000.0,,,,,27591000.0,,,,13707000,41161000.0,,,,,,1006858000.0,,,,447908000.0,,,,,,,,,,,105555000.0,,11624000.0,118033000.0,,,,,,581468000.0,,,,61514000.0,0.0,13707000,,,,,13707000,-19160000.0,25944000.0,66705000.0,0.34,-9234000.0,59623000.0,,1639000.0,,,267652000.0,,,,,,,183188000.0,,,-73260000.0,,162319000.0,,,,11477000.0,90336000.0,,,,96189000.0,,15851000.0,44109000.0,,,,40060000.0,,,-1298000.0,,,421691000.0,,-162850000.0,,,0.0,,,,,,,,59623000.0,,1577000.0,,,,60277000.0,11727000.0,,16518000.0,,4753000.0,,,,231000.0,,113944000.0,-3717000.0,,,,223833000,,,396536000.0,0.33,,,-6352000.0,,17405000,-52154000.0,,30675000.0,,,,,,,,257593000.0,,,,,4031000.0,,233686000.0,,,,,,,2853000.0,654000.0,,-30713000.0,,,29029000,,,,,,,,,,,,,
2004-12-31,221810000.0,,600260000.0,-15666000.0,28475000.0,11260000.0,156387000.0,-24275000.0,,,-3346000.0,378450000.0,551039000.0,39952000.0,,156387000.0,-2266000.0,31505000.0,,34109000.0,10248000.0,15247000,,,15219000.0,60627000.0,1039300000.0,738000.0,1039300000.0,,689626000.0,,488261000.0,86234000.0,-86692000.0,,1.33,52993000.0,-14666000.0,65709000.0,118391000.0,,,111060000.0,,6594000.0,147986000.0,,,,,,600260000.0,,-1228000.0,434700000.0,73347000.0,0.0,15247000,42261000.0,,34109000.0,,15247000,27154000.0,24516000.0,86234000.0,,-37492000.0,34109000.0,,4011000.0,551039000.0,214816000.0,249041000.0,52993000.0,,378450000.0,41041000.0,147986000.0,81483000.0,214816000.0,1.29,244288000.0,-4736000.0,,197428000.0,95987000.0,221810000.0,,11548000.0,59623000.0,,,107970000.0,95987000.0,,16492000.0,54712000.0,111060000.0,,249811000.0,,,34109000.0,-1707000.0,,-42047000.0,434700000.0,,-193286000.0,-52632000.0,76156000.0,738000.0,,,,8535000.0,488261000.0,437574000.0,,34109000.0,,2974000.0,,,117744000.0,34109000.0,10248000.0,,23207000.0,,-25384000.0,24516000.0,,,-1352000.0,,118391000.0,-3346000.0,,-53008000.0,,270775000,,2932000.0,437574000.0,,184590000.0,,-20394000.0,52993000.0,18635000,15859000.0,-70898000.0,-3881000.0,,5852000.0,-15869000.0,,,11548000.0,,249811000.0,939925000.0,,,,3787000.0,,244288000.0,,153000.0,,,0.0,66846000.0,2691000.0,,-193286000.0,-25514000.0,,,25229000,250299000.0,249041000.0,,,,,,,,,,,
2005-03-31,238522000.0,,,,,,164232000.0,34328000.0,,,,395717000.0,580479000.0,,,,,29418000.0,,,,13141000,41041000.0,,,,,,1081879000.0,,,,501400000.0,,,,,,-9329000.0,,,,,140188000.0,,10794000.0,251498000.0,,,,,,634239000.0,,,,61562000.0,0.0,13141000,,,,,13141000,-28778000.0,24706000.0,73628000.0,0.32,-21654000.0,49609000.0,,1662000.0,,,267781000.0,,,,,,,261826000.0,,,,,169126000.0,,,,11576000.0,34109000.0,,,,,,15415000.0,44584000.0,,,,39952000.0,,,-701000.0,,,443519000.0,,-193286000.0,,,0.0,,3100000.0,,,,,,50872000.0,,1732000.0,,,,50872000.0,9415000.0,,15166000.0,,28900000.0,,,,-527000.0,,100106000.0,-3734000.0,,,,230688000,,,443188000.0,0.32,,,-15235000.0,,16978000,-12409000.0,,49563000.0,,,,,,,,286196000.0,,,,,3987000.0,,249902000.0,,,,,,,1075000.0,,,15500000.0,45000.0,,27772000,,,,,,,,,,,,,
2005-06-30,269243000.0,,,,,,168307000.0,21492000.0,,,,434010000.0,595308000.0,,,,,30672000.0,,,,10909000,41617000.0,,,,,,1154293000.0,,,,558985000.0,,,,,,8871000.0,,,,,116480000.0,,13308000.0,211978000.0,,,,,,703253000.0,,,,66087000.0,-10559000.0,10909000,,,,,10909000,-34751000.0,24082000.0,128681000.0,0.27,-79426000.0,53855000.0,,-1243000.0,,,296603000.0,,,,,,,189599000.0,,,,,177695000.0,,,,11590000.0,49609000.0,,,,94017000.0,,16079000.0,48467000.0,,,,40705000.0,,,-73687000.0,,,446973000.0,,-193286000.0,,,0.0,,0.0,,,,,,53855000.0,,1466000.0,,,,55051000.0,11495000.0,,17795000.0,,8593000.0,,,,-1277000.0,,111006000.0,-5064000.0,,,,243782000,,,446276000.0,0.26,,,-14782000.0,,17620000,47398000.0,,36274000.0,,,,,,,,311509000.0,,,,,4056000.0,,252990000.0,,,,,,,512000.0,1196000.0,,4246000.0,,,30928000,,,,,,,,,,,,,
2005-09-30,397237000.0,,,,,,177562000.0,-815000.0,,,,454611000.0,733650000.0,,,,,33147000.0,,,,14564000,41614000.0,,,,,,1315223000.0,,,,581573000.0,,,,,,-93000.0,,,,,119125000.0,,13670000.0,235859000.0,,,,,,851848000.0,,,,73677000.0,0.0,14564000,,,,,14564000,4055000.0,24475000.0,253637000.0,0.36,-35744000.0,150063000.0,,1459000.0,,,294069000.0,,,,,,,231928000.0,,,-5309000.0,,199969000.0,,,,11604000.0,53855000.0,,,,93403000.0,,16966000.0,53629000.0,,,,40775000.0,,,-25574000.0,,,459460000.0,,-193286000.0,,,886000.0,,963000.0,,,,,,150063000.0,,3076000.0,,,,150063000.0,12755000.0,,20482000.0,,-14079000.0,,,,1202000.0,,128728000.0,-2522000.0,,,,273646000,,,445597000.0,0.35,,,-11420000.0,,20048000,121347000.0,,10605000.0,,,,,,,,313128000.0,,,,,4246000.0,,252311000.0,,,,,,,597000.0,,,96208000.0,,,33718000,,,,,,,,,,,,,
2005-12-31,543893000.0,,1156061000.0,76121000.0,128881000.0,3511000.0,166123000.0,73876000.0,,,-1340000.0,612168000.0,839124000.0,40750000.0,,166123000.0,408000.0,40108000.0,,93887000.0,37651000.0,-5676000,,,16335000.0,50516000.0,1619745000.0,27065000.0,1619745000.0,,786616000.0,,780621000.0,224982000.0,-21631000.0,,0.8,32487000.0,-160310000.0,74290000.0,120260000.0,,,287487000.0,,19946000.0,352896000.0,,,,,,1156061000.0,3100000.0,,450777000.0,81934000.0,0.0,-5676000,57718000.0,,93887000.0,,-5676000,15795000.0,31424000.0,224982000.0,,-104883000.0,93887000.0,,-19087000.0,839124000.0,346689000.0,328428000.0,32487000.0,,612168000.0,41623000.0,352896000.0,187616000.0,346689000.0,0.78,284997000.0,-5763000.0,2282000.0,239826000.0,142728000.0,543893000.0,,11636000.0,150063000.0,,,132008000.0,142728000.0,,2055000.0,62570000.0,287487000.0,,454257000.0,,,96169000.0,100370000.0,,59778000.0,450777000.0,,-313338000.0,113869000.0,34109000.0,27065000.0,,-963000.0,,-17940000.0,780621000.0,598335000.0,,93887000.0,,5199000.0,,,133065000.0,96169000.0,37651000.0,,18460000.0,,52707000.0,31424000.0,,,7153000.0,,120260000.0,-1340000.0,,-58735000.0,,321760000,,-43679000.0,598335000.0,,208970000.0,,-17298000.0,32487000.0,19364000,-42467000.0,-241707000.0,91174000.0,,11472000.0,-160861000.0,,,11636000.0,,454257000.0,1069876000.0,,,,4046000.0,,284997000.0,,6551000.0,,,0.0,71903000.0,1327000.0,2282000.0,-313338000.0,-56176000.0,,,39310000,283260000.0,328428000.0,,,,,,,,,,,
2006-03-31,496897000.0,,,,,,174773000.0,60783000.0,,,,678851000.0,860076000.0,,,,,45255000.0,,,,14468000,41736000.0,,,,,,1647381000.0,,,,787305000.0,,,,,,-215000.0,,,,,305277000.0,,14649000.0,360668000.0,,,,,,1175748000.0,,,,87540000.0,0.0,14468000,,,,,14468000,-20933000.0,30324000.0,161296000.0,0.35,-13018000.0,87569000.0,,3175000.0,,,350493000.0,,,,,,,344106000.0,,,,,246830000.0,,,,11653000.0,93887000.0,,,,140658000.0,,17514000.0,66693000.0,,,,41010000.0,,,0.0,,,458063000.0,,-313338000.0,,,0.0,,502000.0,,,,,,87569000.0,,4241000.0,,,,90259000.0,32162000.0,,21438000.0,,51812000.0,,,,-1698000.0,,140278000.0,-3081000.0,,,,334370000,,,599317000.0,0.35,,,-14628000.0,,20847000,-68711000.0,,75411000.0,,,,,,,,506411000.0,,,,,4604000.0,,285979000.0,,,,,,,455000.0,2690000.0,,-6318000.0,-98000.0,,35496000,,,,,,,,,,,,,
2006-06-30,526150000.0,,,,,,183861000.0,17264000.0,58593000.0,,,725618000.0,910955000.0,,,,,46102000.0,,,,15071000,41808000.0,,,,,,1727526000.0,,,,816571000.0,,,,,,-32154000.0,,,,,282850000.0,,13481000.0,397886000.0,,,,,,1251768000.0,,,,89578000.0,-11801000.0,15071000,,,,,15071000,-24773000.0,24171000.0,219129000.0,0.37,-42477000.0,117949000.0,,599000.0,,,369567000.0,,,,,,,344963000.0,,,,,255237000.0,,,,11670000.0,87569000.0,,,,74645000.0,,17700000.0,64453000.0,,,,41125000.0,,,0.0,,,462976000.0,,-313338000.0,,,1868000.0,,-334000.0,,,,,,117949000.0,,6677000.0,,,,120263000.0,28603000.0,,18351000.0,,242000.0,,,,-1817000.0,,134947000.0,-8916000.0,,,,344815000,,,598785000.0,0.36,,,-11686000.0,,25125000,43907000.0,,28950000.0,,,,,,,,562068000.0,,,,,4762000.0,,285447000.0,,,,,,,1442000.0,2314000.0,,30380000.0,,,38606000,,,,,,,,,,,,,
2006-09-30,466239000.0,,,,,,196364000.0,28608000.0,58593000.0,,,720120000.0,847246000.0,,,,,47124000.0,,,,18743000,41913000.0,,,,,,1676263000.0,,,,829017000.0,,,,,,-1354000.0,,,,,306999000.0,,15701000.0,409025000.0,,,,,,1186359000.0,,,,96132000.0,0.0,18743000,,,,,18743000,-14073000.0,23176000.0,136064000.0,0.45,-17753000.0,67838000.0,,4806000.0,,,359787000.0,,,,,,,341597000.0,,,-6240000.0,,280538000.0,,,,11784000.0,117949000.0,,,,72567000.0,,20220000.0,71698000.0,,,,41360000.0,,,0.0,,,478409000.0,,-313338000.0,,,1334000.0,,527000.0,,,,,,67838000.0,,4445000.0,,,,70173000.0,35754000.0,,24574000.0,,19750000.0,,,,1885000.0,,137933000.0,-10113000.0,,,,376670000,,,602170000.0,0.45,,,-17963000.0,,24434000,-78929000.0,,46571000.0,,,,,,,,546433000.0,,,,,7279000.0,,288832000.0,,,,,,,3225000.0,2335000.0,,-50111000.0,,,40135000,,,,,,,,,,,,,
2006-12-31,458742000.0,,1269333000.0,89946000.0,136159000.0,8248000.0,214043000.0,29504000.0,58401000.0,,-16746000.0,810591000.0,928556000.0,41340000.0,,214043000.0,-962000.0,50904000.0,,84564000.0,28001000.0,23960000,,,20694000.0,72216000.0,1770082000.0,23304000.0,1770082000.0,,1149768000.0,,841526000.0,125266000.0,-24322000.0,,1.75,72242000.0,1793000.0,91858000.0,158361000.0,,,315836000.0,,14669000.0,417903000.0,,,,,,1269333000.0,5000000.0,-5002000.0,493878000.0,100225000.0,-3551000.0,23960000,58500000.0,,84564000.0,78514000.0,23960000,-10195000.0,17640000.0,125266000.0,,-13748000.0,84564000.0,,3229000.0,928556000.0,384487000.0,371962000.0,72242000.0,78514000.0,810591000.0,41880000.0,417903000.0,200968000.0,384487000.0,1.72,294628000.0,-6281000.0,2106000.0,367163000.0,70594000.0,458742000.0,,11876000.0,67838000.0,,,150358000.0,70594000.0,,16782000.0,78773000.0,315836000.0,,545715000.0,,,86670000.0,-962000.0,,-9323000.0,493878000.0,,-344138000.0,-123295000.0,93887000.0,23304000.0,,4305000.0,,11809000.0,841526000.0,638766000.0,,84564000.0,,6930000.0,,,189385000.0,86670000.0,28001000.0,,27869000.0,,18142000.0,17640000.0,,,-3029000.0,,158361000.0,-16746000.0,,-64809000.0,,467388000,,-69974000.0,638766000.0,,281617000.0,,-20532000.0,72242000.0,21452000,-19562000.0,-86996000.0,50036000.0,,22293000.0,-31930000.0,,,11876000.0,58401000.0,545715000.0,1523243000.0,,,,4049000.0,,294628000.0,,-4659000.0,,,-3551000.0,92232000.0,3126000.0,2106000.0,-344138000.0,16726000.0,,,36121000,373475000.0,371962000.0,,,,,,,,,,,
2007-03-31,485118000.0,,,,,,221264000.0,72788000.0,58401000.0,,,827435000.0,978126000.0,,,,,52689000.0,,,,19099000,42175000.0,,,,,,1822256000.0,,,,844130000.0,,,,,,-631000.0,,,,,326125000.0,,15373000.0,415870000.0,,,,,,1312553000.0,,,,103538000.0,27000.0,19099000,,,,,19099000,-32992000.0,33742000.0,125251000.0,0.45,-12514000.0,154705000.0,,3513000.0,,,395015000.0,,,,,,,339782000.0,,,,,300062000.0,,,,11878000.0,84564000.0,,,,68255000.0,,23941000.0,76782000.0,,,,42023000.0,,,0.0,,,501323000.0,,-344138000.0,,,0.0,,180000.0,,,,,,154705000.0,,2928000.0,,,,158001000.0,23661000.0,,24093000.0,,54130000.0,,,,-8286000.0,,159451000.0,-17704000.0,,,,403600000,,,638228000.0,0.45,,,-14033000.0,,26756000,-4166000.0,,86821000.0,,,,,,,,644323000.0,,,,,6733000.0,,294090000.0,,,,,,,162000.0,3296000.0,,70141000.0,1273000.0,,42129000,,,,,,,,,,,,,
2007-06-30,936929000.0,,,,,,214259000.0,12147000.0,319189000.0,,,1092151000.0,1258349000.0,,,,,63306000.0,,,,-691000,42629000.0,,,,,,2534856000.0,,,,1276507000.0,,,,,,-5688000.0,,,,,445637000.0,,23097000.0,305715000.0,,,,,,2029080000.0,,,,126954000.0,37000.0,-691000,,,,,-691000,-13376000.0,94572000.0,396720000.0,-0.02,-356446000.0,112198000.0,,-24687000.0,,,428644000.0,,,,,,,379771000.0,,,,,341204000.0,,,,11882000.0,154705000.0,,,,307915000.0,,2573000.0,81805000.0,,,,42034000.0,,,-322765000.0,,,497190000.0,,-344138000.0,,,0.0,,1803000.0,,,,,,112198000.0,,5034000.0,,,,343266000.0,36183000.0,,28981000.0,,21025000.0,,,,-15789000.0,,185787000.0,-16162000.0,,,,468158000,,,670621000.0,-0.02,,,-30709000.0,,45149000,271083000.0,,42856000.0,,,,,,,,870181000.0,,,,,5389000.0,,326483000.0,,,,,,,125000.0,231068000.0,,-42507000.0,16148000.0,,68246000,,,,,,,,,,,,,
2007-09-30,960752000.0,,,,,,234037000.0,63396000.0,331674000.0,,,1199697000.0,1376160000.0,,,,,70322000.0,,,,26375000,42307000.0,,,,,,2685971000.0,,,,1309811000.0,,,,,,2633000.0,,,,,434363000.0,,27510000.0,313863000.0,,,,,,2160449000.0,,,,140192000.0,82000.0,26375000,,,,,26375000,-5671000.0,95078000.0,431311000.0,0.63,82495000.0,306923000.0,,4235000.0,,,435548000.0,,,,,,,411022000.0,,,-6595000.0,,378755000.0,,,,11885000.0,112198000.0,,,,309271000.0,,34601000.0,104842000.0,,,,42045000.0,,,0.0,,,513610000.0,,-344138000.0,,,14464000.0,,130394000.0,,,,,,306923000.0,,736000.0,,,,402220000.0,35424000.0,,34520000.0,,29147000.0,,,,2913000.0,,228957000.0,-21434000.0,,,,518947000,,,680421000.0,0.62,,,-21161000.0,,35350000,27673000.0,,84557000.0,,,,,,,,935316000.0,,,,,9189000.0,,336283000.0,,,,,,,356000.0,95297000.0,,194725000.0,-807000.0,,62860000,,,,,,,,,,,,,
2007-12-31,957200000.0,,2225145000.0,80791000.0,157503000.0,427000.0,258202000.0,9172000.0,331810000.0,,-24367000.0,1267945000.0,1424091000.0,42041000.0,,258202000.0,-916000.0,78542000.0,,363887000.0,29077000.0,31926000,,,13810000.0,88992000.0,2781492000.0,39287000.0,2781492000.0,,1454913000.0,,1357401000.0,431312000.0,-27410000.0,,1.82,76709000.0,309000.0,145477000.0,273010000.0,,,433695000.0,,33434000.0,353997000.0,,,,,,2225145000.0,194694000.0,28196000.0,536262000.0,156165000.0,-100000.0,31926000,99414000.0,,363887000.0,,31926000,-72342000.0,92193000.0,431312000.0,,23850000.0,363887000.0,,494000.0,1424091000.0,439370000.0,480603000.0,76709000.0,,1267945000.0,42342000.0,353997000.0,261708000.0,439370000.0,1.81,350514000.0,-7763000.0,12898000.0,434891000.0,298925000.0,957200000.0,,11886000.0,306923000.0,,,244891000.0,298925000.0,,27877000.0,117943000.0,433695000.0,,963675000.0,,,376785000.0,-916000.0,,279323000.0,536262000.0,,-428377000.0,280230000.0,84564000.0,39287000.0,,62317000.0,,-16445000.0,1357401000.0,778891000.0,,363887000.0,,16416000.0,,,264858000.0,376785000.0,29077000.0,,39401000.0,,-23511000.0,92193000.0,,,-11976000.0,,273010000.0,-24367000.0,,-104205000.0,,591056000,,-124381000.0,778891000.0,,381371000.0,,-38302000.0,76709000.0,38222000,-14360000.0,-262615000.0,47474000.0,,25114000.0,-3377000.0,,,11886000.0,331810000.0,963675000.0,1981761000.0,,,,-7501000.0,,350514000.0,,-33138000.0,,,46000.0,126995000.0,-216000.0,12898000.0,-428377000.0,56964000.0,11582000.0,,71656000,526848000.0,480603000.0,,,,,,,,,,,
2008-03-31,920834000.0,,,,,,282784000.0,31589000.0,331810000.0,,,1321448000.0,1475617000.0,,,,,81813000.0,,,,32153000,42870667.0,,,,,,2831143000.0,,,,1355526000.0,,,,,,-27821000.0,,,,,435990000.0,,30645000.0,359149000.0,,,,,,2242282000.0,,,,168353000.0,0.0,32153000,,,,,32153000,-50882000.0,87165000.0,397679000.0,0.76,-56794000.0,325103000.0,,6661000.0,,,519531000.0,,,,,,,444576000.0,,,,,447710000.0,,,,11889000.0,363887000.0,,,,289272000.0,,48001000.0,119848000.0,,,,42306579.0,,,0.0,,,558285000.0,,-428377000.0,,,0.0,,1127000.0,,,,,,325103000.0,,4600000.0,,,,358023000.0,15348000.0,,38035000.0,,-19750000.0,,,,-3351000.0,,290637000.0,-28341000.0,,,,616063000,,,788118000.0,0.75,,,-33618000.0,,48505000,-47197000.0,,65207000.0,,,,,,,,1015463000.0,,,,,7922000.0,,359741000.0,,,,,,,165000.0,32920000.0,,-38784000.0,14019000.0,,79150000,,,,,,,,,,,,,
2008-06-30,1034951000.0,,,,,,306283000.0,33296000.0,331609000.0,,,1316025000.0,1590709000.0,,,,,99331000.0,,,,31155000,42678082.0,,,,,,2982108000.0,,,,1391399000.0,,,,,,-1783000.0,,,,,484437000.0,,30617000.0,387876000.0,,,,,,2350976000.0,,,,197403000.0,-15226000.0,31155000,,,,,31155000,-86170000.0,87014000.0,463500000.0,0.74,-34905000.0,395090000.0,,3498000.0,,,583544000.0,,,,,,,454865000.0,,,,,455764000.0,,,,11891000.0,325103000.0,,,,283839000.0,,47727000.0,137420000.0,,,,42101351.0,,,-2685000.0,,,584363000.0,,-428377000.0,,,0.0,,1134000.0,,,,,,395090000.0,,12373000.0,,,,427278000.0,6674000.0,,38089000.0,,-20882000.0,,,,-942000.0,,331850000.0,-27125000.0,,,,653167000,,,798588000.0,0.73,,,-31305000.0,,59983000,41376000.0,,64601000.0,,,,,,,,977501000.0,,,,,3762000.0,,370211000.0,,,,,,,44000.0,32188000.0,,71072000.0,4337000.0,,90600000,,,,,,,,,,,,,
2008-09-30,960496000.0,,,,,,333341000.0,-55369000.0,336704000.0,,,1207673000.0,1468142000.0,,,,,75009000.0,,,,35596000,42813000.0,,,,,,2858000000.0,,,,1389858000.0,,,,,,12019000.0,,,,,487576000.0,,33994000.0,380560000.0,,,,,,2168169000.0,,,,198327000.0,0.0,35596000,,,,,35596000,-40372000.0,89997000.0,382923000.0,0.85,-24869000.0,270608000.0,,2142000.0,,,632072000.0,,,,,,,433828000.0,,,-8539000.0,,472860000.0,,,,11892000.0,395090000.0,,,,272016000.0,,62267000.0,119994000.0,,,,42078000.0,,,0.0,,,632740000.0,,-428377000.0,,,0.0,,800000.0,,,,,,270608000.0,,16083000.0,,,,290376000.0,13049000.0,,44985000.0,,-102239000.0,,,,-1422000.0,,347717000.0,-7032000.0,,,,671187000,,,813909000.0,0.83,,,-38468000.0,,78333000,-82712000.0,,-16901000.0,,,,,,,,846907000.0,,,,,16405000.0,,385532000.0,,,,,,,29000.0,19768000.0,,-124482000.0,102000.0,,112327000,,,,,,,,,,,,,
