,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualGrossPPE,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualOtherNonCurrentAssets,quarterlyBasicEPS,annualNetPPE,annualNetIncomeContinuousOperations,annualEbitda,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingCashFlow,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyInventory,annualCommonStockIssuance,annualFreeCashFlow,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualOtherNonCashItems,quarterlyStockholdersEquity,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualTotalNonCurrentAssets,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,annualCashDividendsPaid,trailingPretaxIncome,annualLongTermDebt,annualNetIncome,annualDilutedEPS,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualIncomeTaxPayable,annualPretaxIncome,annualGoodwill,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualPurchaseOfBusiness,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInWorkingCapital,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyNetPPE,trailingNetIncome,trailingCostOfRevenue,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualEndCashPosition,annualInventory,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingChangeInInventory,annualAccountsPayable,annualGrossProfit,quarterlyOtherIntangibleAssets,trailingEndCashPosition,trailingOperatingIncome,annualNetOtherFinancingCharges,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,annualBasicEPS,quarterlyCurrentDebt,annualRepaymentOfDebt,trailingGrossProfit,annualOperatingIncome,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,annualOtherShortTermInvestments,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1372550400,,,,,,0.0,,,,,,,9979000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,307000000.0,,,,,172000000.0,,,0.0,5563000000.0,,,,10903000000.0,,,,,,4503000000.0,,,,,,,,,,686000000.0,171000000.0,,4307000000.0,,,1756000000.0,18625000000.0,21131000000.0,,,,,49000000.0,,,,-1454000000.0,,,,,,10327000000.0,,,,,2506000000.0,4416000000.0,,,,,249000000.0,,,249000000.0,,,,1620000000.0,,,,,1205000000.0,,809000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,141000000.0,,,182000000.0,0.0,2261000000.0,,,916000000.0,23493000000.0,,9669000000.0,,538000000.0,-12984000000.0,,209000000.0,1110000000.0,,10509000000.0,1090000000.0,2643000000.0,7481000000.0,,,209000000.0,23493000000.0,-12984000000.0,,,0.0,3943000000.0,,1735000000.0,342000000.0,,3995000000.0,5674000000.0,1538000000.0,171000000.0,0.0,501000000.0,,5674000000.0,,4818896208.0,160000000.0,11041000000.0,372000000.0,,,18744000000.0,1335000000.0,4503000000.0,11041000000.0,77000000.0,21005000000.0,-929000000.0,,4571000000.0,916000000.0,0.1901,-1411000000.0,538000000.0,173000000.0,1627000000.0,4571000000.0,-320000000.0,,1627000000.0,18744000000.0,21005000000.0,,1167000000.0,4503000000.0,,1110000000.0,4818896208.0,9669000000.0,,-1411000000.0,-320000000.0,,-832000000.0,,-23000000.0,10509000000.0,,,30000000.0,342000000.0,2261000000.0,3995000000.0,,209000000.0,171000000.0,,209000000.0,1205000000.0,12777000000.0,209000000.0,,654000000.0,8834000000.0,1538000000.0,,,0.0,,1205000000.0,,654000000.0,0.1901,,-2050000000.0,,1353000000.0,173000000.0,,-1234000000.0,27000000.0,,-1571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,0.0,,,,,,,9359000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,378000000.0,,,,,108000000.0,,,0.0,1163000000.0,,,,10978000000.0,,,,,,4503000000.0,,,,,,,,,,558000000.0,181000000.0,,0.0,,,1648000000.0,18317000000.0,20662000000.0,,,,,1068000000.0,,,,-1454000000.0,,,,,,10421000000.0,,,,,2345000000.0,8196000000.0,,,,,287000000.0,,,287000000.0,,,,1456000000.0,,,,,1205000000.0,,768000000.0,,4081000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,126000000.0,,,209000000.0,0.0,2393000000.0,,,833000000.0,24422000000.0,,8989000000.0,,395000000.0,-13759000000.0,,359000000.0,993000000.0,,10663000000.0,963000000.0,2615000000.0,7217000000.0,,,359000000.0,24422000000.0,-13759000000.0,,,0.0,7713000000.0,,2483000000.0,420000000.0,,3974000000.0,5015000000.0,1373000000.0,142000000.0,,1315000000.0,,5015000000.0,,4818896208.0,155000000.0,11293000000.0,351000000.0,,,18305000000.0,1321000000.0,4503000000.0,11293000000.0,205000000.0,20698000000.0,-591000000.0,,3952000000.0,833000000.0,0.1729,-1169000000.0,395000000.0,182000000.0,1601000000.0,3952000000.0,-68000000.0,,1601000000.0,18305000000.0,20698000000.0,,1168000000.0,4503000000.0,,993000000.0,4818896208.0,8989000000.0,,-1169000000.0,-68000000.0,,-112000000.0,,-40000000.0,10663000000.0,,,29000000.0,420000000.0,2393000000.0,3974000000.0,,359000000.0,142000000.0,,359000000.0,1205000000.0,16296000000.0,359000000.0,,714000000.0,8583000000.0,1373000000.0,,,0.0,,1205000000.0,,714000000.0,0.1729,,-5510000000.0,,1366000000.0,182000000.0,,-1168000000.0,150000000.0,,-1083000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,0.0,,,,,,,9162000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,460000000.0,,,,,132000000.0,,,0.0,5070000000.0,,,,11391000000.0,,,,,,4503000000.0,,,,,,,,,,408000000.0,190000000.0,,3957000000.0,,,1499000000.0,17915000000.0,21052000000.0,,,,,45000000.0,,,,-1080000000.0,,,,,,10495000000.0,,,,,3137000000.0,4092000000.0,,,,,1147000000.0,,,1147000000.0,,,,1290000000.0,,,,,1205000000.0,,949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,96000000.0,,,359000000.0,0.0,3429000000.0,,,915000000.0,25350000000.0,,9183000000.0,,230000000.0,-14694000000.0,,1021000000.0,858000000.0,,10656000000.0,1077000000.0,2747000000.0,6544000000.0,,,1021000000.0,25350000000.0,-14694000000.0,,,0.0,14063000000.0,,2478000000.0,497000000.0,,4211000000.0,4972000000.0,1207000000.0,591000000.0,,1433000000.0,,4972000000.0,,4818896208.0,103000000.0,11522000000.0,286000000.0,,,17845000000.0,1358000000.0,4503000000.0,11522000000.0,216000000.0,21274000000.0,-670000000.0,,3962000000.0,915000000.0,0.1899,-924000000.0,230000000.0,191000000.0,1551000000.0,3962000000.0,,,1551000000.0,17845000000.0,21274000000.0,,1293000000.0,4503000000.0,,858000000.0,4818896208.0,9183000000.0,,-924000000.0,-85000000.0,,-223000000.0,,-8000000.0,10656000000.0,,,-449000000.0,497000000.0,3429000000.0,4211000000.0,,1021000000.0,591000000.0,,1021000000.0,1205000000.0,22042000000.0,1021000000.0,,1041000000.0,7979000000.0,1207000000.0,,,0.0,,1205000000.0,,1041000000.0,0.1899,,,,1435000000.0,191000000.0,,-1045000000.0,662000000.0,,-1137000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,0.0,,,,,,,8748000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,537000000.0,,,,,116000000.0,,,0.0,5030000000.0,,,,11464000000.0,,,,,,4503000000.0,,,,,,,,,,234000000.0,203000000.0,,3967000000.0,,,1287000000.0,17579000000.0,20762000000.0,,,,,818000000.0,,,,-981000000.0,,,,,,10530000000.0,,,,,3183000000.0,3718000000.0,,,,,1362000000.0,,,1362000000.0,,,,1124000000.0,,,,,1205000000.0,,857000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,88000000.0,,,1021000000.0,0.0,2083000000.0,,,701000000.0,26327000000.0,,9138000000.0,,183000000.0,-15696000000.0,,237000000.0,47000000.0,,10631000000.0,773000000.0,2437000000.0,6666000000.0,,,237000000.0,26327000000.0,-15696000000.0,,,0.0,4311000000.0,,2374000000.0,573000000.0,,3589000000.0,5549000000.0,2796000000.0,127000000.0,,-491000000.0,,5549000000.0,,4818896208.0,95000000.0,11573000000.0,218000000.0,,,19211000000.0,1421000000.0,4503000000.0,11573000000.0,155000000.0,21294000000.0,-626000000.0,,4467000000.0,701000000.0,0.1455,-849000000.0,183000000.0,56000000.0,1337000000.0,4467000000.0,,,1337000000.0,19211000000.0,21294000000.0,,928000000.0,4503000000.0,,47000000.0,4818896208.0,9138000000.0,,-849000000.0,,,-9000000.0,,-40000000.0,10631000000.0,,,464000000.0,573000000.0,2083000000.0,3589000000.0,,237000000.0,127000000.0,,237000000.0,1205000000.0,12024000000.0,237000000.0,,730000000.0,7713000000.0,2796000000.0,,,0.0,,1205000000.0,,730000000.0,0.1455,,-1500000000.0,,1047000000.0,56000000.0,,-2865000000.0,-784000000.0,,-2969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,0.0,,,,,,,9348000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,617000000.0,,,,,145000000.0,,,0.0,6020000000.0,,,,11471000000.0,,,,,,4503000000.0,,,,,,,,,,187000000.0,57000000.0,,4874000000.0,,,1391000000.0,19105000000.0,21360000000.0,,,,,46000000.0,,,,-894000000.0,,,,,,10743000000.0,,,,,2255000000.0,3328000000.0,,,,,359000000.0,,,359000000.0,,,,2669000000.0,,,,,1205000000.0,,537000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,80000000.0,,,357000000.0,0.0,14792000000.0,,,4766000000.0,10638000000.0,,6537000000.0,,135000000.0,-8621000000.0,,13717000000.0,37000000.0,,2017000000.0,-1581000000.0,1794000000.0,5710000000.0,,,13717000000.0,10638000000.0,-8621000000.0,3900000000.0,,0.0,2841000000.0,,1943000000.0,0.0,,6207000000.0,330000000.0,2542000000.0,125000000.0,,930000000.0,,330000000.0,,4818896208.0,78000000.0,15844000000.0,138000000.0,,,7700000000.0,3583000000.0,2155000000.0,15844000000.0,-288000000.0,22492000000.0,-520000000.0,,0.0,4766000000.0,0.989,3310000000.0,135000000.0,56000000.0,573000000.0,0.0,,,573000000.0,7700000000.0,22492000000.0,,-1869000000.0,2155000000.0,,37000000.0,4819021302.0,6537000000.0,,3310000000.0,,,-115000000.0,,-9000000.0,2017000000.0,,,2000000.0,0.0,14792000000.0,6207000000.0,,13717000000.0,125000000.0,,13717000000.0,1205000000.0,6752000000.0,13717000000.0,,406000000.0,3911000000.0,2542000000.0,,,,,1205000000.0,,406000000.0,0.989,3900000000.0,-1943000000.0,,-1799000000.0,56000000.0,,-1013000000.0,13360000000.0,,13141000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,221000000.0,,,,,,,2249000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,104000000.0,,,0.0,332000000.0,,,,15919000000.0,,,,,,2155000000.0,,,,,,,,,,137000000.0,57000000.0,,,,,257000000.0,7980000000.0,18331000000.0,,,,,141000000.0,,,,,,,,,,2134000000.0,,,,,10351000000.0,1917000000.0,,,,,9491000000.0,,,9491000000.0,,,,2416000000.0,,,,,1205000000.0,,250000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,12000000.0,,,13717000000.0,,10484000000.0,,,404000000.0,9056000000.0,,2191000000.0,,84000000.0,-6862000000.0,,9555000000.0,132000000.0,,2194000000.0,433000000.0,1285000000.0,3392000000.0,,,9555000000.0,9056000000.0,-6862000000.0,0.0,,,4201000000.0,,517000000.0,,,1903000000.0,288000000.0,2289000000.0,107000000.0,,4000000.0,,288000000.0,,4818896208.0,-346000000.0,15976000000.0,169000000.0,,,7854000000.0,768000000.0,2155000000.0,15976000000.0,72000000.0,18338000000.0,-368000000.0,,,404000000.0,0.0838,3442000000.0,84000000.0,56000000.0,258000000.0,,,,258000000.0,7854000000.0,18338000000.0,,505000000.0,2155000000.0,,132000000.0,4819027949.0,2191000000.0,,3442000000.0,,,-402000000.0,,,2194000000.0,,,18000000.0,,10484000000.0,1903000000.0,,9555000000.0,107000000.0,,9555000000.0,1205000000.0,7912000000.0,9555000000.0,,314000000.0,3711000000.0,2289000000.0,,,,,1205000000.0,,314000000.0,0.0838,0.0,-3900000000.0,,319000000.0,56000000.0,,-513000000.0,-4162000000.0,,-411000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,17000000.0,,9491000000.0,,,,,-385000000.0,-4138000000.0,,,,2446000000.0,,,,410000000.0,,,0.0,,,,,,3353000000.0,,2638000000.0,,,73000000.0,,,925000000.0,,,,,,,70000000.0,,,0.0,432000000.0,,,,11855000000.0,,990000000.0,394000000.0,,,2155000000.0,,,,,483000000.0,,,,,,,,,,-208000000.0,279000000.0,8060000000.0,14301000000.0,,,,,,,,-348000000.0,-386000000.0,,,,540000000.0,,2638000000.0,394000000.0,2769000000.0,,,6241000000.0,2014000000.0,-4158000000.0,,,6406000000.0,5353000000.0,,,5353000000.0,34000000.0,,,2166000000.0,5353000000.0,284000000.0,,0.0,1205000000.0,-183000000.0,321000000.0,,,,3637000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
