,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualGrossPPE,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualOtherNonCurrentAssets,quarterlyBasicEPS,annualNetPPE,annualNetIncomeContinuousOperations,annualEbitda,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingCashFlow,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyInventory,annualCommonStockIssuance,annualFreeCashFlow,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualOtherNonCashItems,quarterlyStockholdersEquity,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualTotalNonCurrentAssets,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,annualCashDividendsPaid,trailingPretaxIncome,annualLongTermDebt,annualNetIncome,annualDilutedEPS,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualIncomeTaxPayable,annualPretaxIncome,annualGoodwill,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualPurchaseOfBusiness,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInWorkingCapital,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyNetPPE,trailingNetIncome,trailingCostOfRevenue,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualEndCashPosition,annualInventory,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingChangeInInventory,annualAccountsPayable,annualGrossProfit,quarterlyOtherIntangibleAssets,trailingEndCashPosition,trailingOperatingIncome,annualNetOtherFinancingCharges,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,annualBasicEPS,quarterlyCurrentDebt,annualRepaymentOfDebt,trailingGrossProfit,annualOperatingIncome,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,annualOtherShortTermInvestments,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,223000000.0,,,275000000.0,983000000.0,1590000000.0,,,230000000.0,21151000000.0,88000000.0,21429000000.0,0.0,721000000.0,-11594000000.0,,272000000.0,1377000000.0,,9557000000.0,218000000.0,1904000000.0,6912000000.0,,,272000000.0,21151000000.0,-11594000000.0,5220000000.0,,983000000.0,698000000.0,,1694000000.0,,,20708000000.0,721000000.0,385000000.0,181000000.0,,586000000.0,,721000000.0,88000000.0,4814346208.0,206000000.0,-2949000000.0,3939000000.0,,,16278000000.0,1390000000.0,4503000000.0,-2949000000.0,73000000.0,17868000000.0,0.0,,0.0,230000000.0,0.0478,-2884000000.0,721000000.0,5220000000.0,852000000.0,0.0,-99000000.0,,852000000.0,16278000000.0,17868000000.0,,291000000.0,4503000000.0,551000000.0,1377000000.0,4814346208.0,21429000000.0,,-2884000000.0,-570000000.0,-65000000.0,-54000000.0,,296000000.0,9557000000.0,,,-17000000.0,,1590000000.0,20708000000.0,,272000000.0,181000000.0,,272000000.0,0.0,8124000000.0,272000000.0,,3062000000.0,7426000000.0,385000000.0,,,-1325000000.0,,0.0,,3062000000.0,0.0478,5220000000.0,-5118000000.0,,514000000.0,5220000000.0,-17000000.0,-1108000000.0,-3000000.0,-65000000.0,-904000000.0,-793000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,0.0,,,,,,,8827000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,114000000.0,,,,,117000000.0,,,0.0,791000000.0,,,,9693000000.0,,,,,,4504000000.0,,,,,,,,,,677000000.0,0.0,,,,,,16380000000.0,17932000000.0,,,,,1340000000.0,,,,8489000000.0,,,,,,9532000000.0,,,,,1552000000.0,8036000000.0,,,,,276000000.0,,,276000000.0,,,,361000000.0,,,,,0.0,,3230000000.0,,4795000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,184000000.0,,,272000000.0,916000000.0,1513000000.0,,,468000000.0,19920000000.0,270000000.0,8410000000.0,-33000000.0,729000000.0,-10484000000.0,,268000000.0,1328000000.0,,9436000000.0,530000000.0,2063000000.0,6888000000.0,,,268000000.0,19920000000.0,-10484000000.0,0.0,,916000000.0,756000000.0,,2153000000.0,,,3323000000.0,5087000000.0,336000000.0,160000000.0,,1118000000.0,,5087000000.0,270000000.0,4814346208.0,180000000.0,9893000000.0,3873000000.0,,,16241000000.0,1288000000.0,4503000000.0,9893000000.0,61000000.0,17754000000.0,-54000000.0,,4358000000.0,468000000.0,0.0972,-2470000000.0,729000000.0,0.0,811000000.0,4358000000.0,-194000000.0,,811000000.0,16241000000.0,17754000000.0,,591000000.0,4503000000.0,0.0,1328000000.0,4814346208.0,8410000000.0,,-2470000000.0,0.0,-22000000.0,170000000.0,,24000000.0,9436000000.0,,,21000000.0,,1513000000.0,3323000000.0,,268000000.0,160000000.0,,268000000.0,1204000000.0,8449000000.0,268000000.0,,3317000000.0,7693000000.0,336000000.0,,,0.0,,1204000000.0,,3317000000.0,0.0972,0.0,-10330000000.0,,805000000.0,0.0,-34000000.0,-1035000000.0,-4000000.0,-22000000.0,-1202000000.0,-955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,948000000.0,,,,,,,8125000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,166000000.0,1189000000.0,,,,112000000.0,,,0.0,4491000000.0,266000000.0,,,9956000000.0,,,,,,4503000000.0,,,,,,,,,,789000000.0,86000000.0,,3702000000.0,,,852000000.0,16186000000.0,17597000000.0,,,,,43000000.0,,,,8752000000.0,,,,,,9464000000.0,,,,,1411000000.0,3634000000.0,,,,,173000000.0,,,173000000.0,,,,311000000.0,,,,,1204000000.0,,389000000.0,,,,,,,,,,8752000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,128000000.0,,-403000000.0,268000000.0,0.0,1916000000.0,,,755000000.0,20610000000.0,272000000.0,8374000000.0,0.0,736000000.0,-11000000000.0,,180000000.0,1227000000.0,,9610000000.0,900000000.0,2178000000.0,6997000000.0,8000000.0,,180000000.0,20610000000.0,-11000000000.0,,,0.0,1776000000.0,,2296000000.0,,,4072000000.0,4302000000.0,280000000.0,239000000.0,1000000.0,1179000000.0,,4302000000.0,272000000.0,4814670893.0,123000000.0,10206000000.0,646000000.0,,,16260000000.0,1087000000.0,4503000000.0,10206000000.0,63000000.0,18176000000.0,-457000000.0,,3566000000.0,755000000.0,0.1567,,736000000.0,0.0,1497000000.0,3566000000.0,-10000000.0,,1497000000.0,16260000000.0,18176000000.0,8000000.0,963000000.0,4503000000.0,0.0,1227000000.0,4814670893.0,8374000000.0,,,,9002000000.0,153000000.0,,-6000000.0,9610000000.0,,,-79000000.0,,1916000000.0,4072000000.0,,180000000.0,239000000.0,,180000000.0,1204000000.0,9880000000.0,180000000.0,,4064000000.0,8104000000.0,280000000.0,,,0.0,,1204000000.0,,4064000000.0,0.1568,,-1570000000.0,,1107000000.0,0.0,-21000000.0,-1117000000.0,-88000000.0,9002000000.0,-1128000000.0,-1256000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,1693000000.0,,,,,,,9445000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,214000000.0,1004000000.0,,,,289000000.0,,,0.0,4715000000.0,301000000.0,,,10374000000.0,,,,,,4503000000.0,,,,,,,,,,214000000.0,95000000.0,,3929000000.0,,,1693000000.0,17319000000.0,19521000000.0,,,,,44000000.0,,,,9169000000.0,,,,,,9547000000.0,,,,,2202000000.0,4730000000.0,,,,,220000000.0,,,220000000.0,,,,1336000000.0,,,,,1205000000.0,,429000000.0,,,,,,,,,,9169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,124000000.0,,-319000000.0,180000000.0,0.0,2268000000.0,,,1020000000.0,21451000000.0,332000000.0,9673000000.0,,1195000000.0,-11761000000.0,,182000000.0,1207000000.0,,9690000000.0,1261000000.0,2613000000.0,7312000000.0,,,182000000.0,21451000000.0,-11761000000.0,3853000000.0,,0.0,4663000000.0,,2590000000.0,,,8478000000.0,1195000000.0,1718000000.0,299000000.0,2000000.0,372000000.0,,1195000000.0,332000000.0,4817603057.0,62000000.0,10584000000.0,646000000.0,,,17818000000.0,1179000000.0,4503000000.0,10584000000.0,49000000.0,20086000000.0,-578000000.0,,0.0,1020000000.0,0.2117,,1195000000.0,0.0,1787000000.0,0.0,-66000000.0,,1787000000.0,17818000000.0,20086000000.0,,1310000000.0,4503000000.0,,1207000000.0,4817603057.0,9673000000.0,,,,9379000000.0,-2000000.0,,-61000000.0,9690000000.0,,,-60000000.0,,2268000000.0,8478000000.0,,182000000.0,299000000.0,,182000000.0,1205000000.0,13407000000.0,182000000.0,,,8744000000.0,1718000000.0,,,0.0,,1205000000.0,,,0.2117,3853000000.0,-1890000000.0,,1432000000.0,0.0,-4000000.0,-2218000000.0,2000000.0,9379000000.0,-2292000000.0,-296000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,1670000000.0,,,,,,,9539000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,252000000.0,,,,,315000000.0,,,0.0,5026000000.0,366000000.0,,,10637000000.0,,,,,,4503000000.0,,,,,,,,,,1251000000.0,0.0,,3775000000.0,,,1670000000.0,17932000000.0,20141000000.0,,,,,1168000000.0,,,,9432000000.0,,,,,,9742000000.0,,,,,2209000000.0,4513000000.0,,,,,224000000.0,,,224000000.0,,,,1785000000.0,,,,,1205000000.0,,,,0.0,,,,,,,,9432000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,132000000.0,,,182000000.0,0.0,2423000000.0,,,1227000000.0,22889000000.0,,9809000000.0,,660000000.0,-12615000000.0,,182000000.0,1144000000.0,,10274000000.0,1527000000.0,2995000000.0,7284000000.0,,,182000000.0,22889000000.0,-12615000000.0,0.0,,0.0,6508000000.0,,2888000000.0,276000000.0,,4874000000.0,4935000000.0,1702000000.0,201000000.0,1000000.0,1142000000.0,,4935000000.0,,4818485607.0,154000000.0,10962000000.0,411000000.0,,,18477000000.0,1282000000.0,4503000000.0,10962000000.0,54000000.0,20900000000.0,-808000000.0,,3746000000.0,1227000000.0,0.2546,-1311000000.0,660000000.0,164000000.0,1725000000.0,3746000000.0,-182000000.0,,1725000000.0,18477000000.0,20900000000.0,,1581000000.0,4503000000.0,,1144000000.0,4818485607.0,9809000000.0,,-1311000000.0,-182000000.0,,-54000000.0,,-20000000.0,10274000000.0,,,98000000.0,276000000.0,2423000000.0,4874000000.0,,182000000.0,201000000.0,,182000000.0,1205000000.0,15536000000.0,182000000.0,,870000000.0,9028000000.0,1702000000.0,,,1000000.0,,1205000000.0,,870000000.0,0.2546,0.0,-6040000000.0,,1744000000.0,164000000.0,,-1746000000.0,0.0,,-1945000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
