,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCommonStockIssuance,quarterlyTotalAssets,annualGoodwill,annualFreeCashFlow,annualDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingIncome,annualTotalRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,trailingPurchaseOfInvestment,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentLiabilities,trailingEndCashPosition,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,annualCurrentAssets,annualOperatingCashFlow,annualNetPPE,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualEbitda,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,annualOtherIntangibleAssets,quarterlyBasicEPS,annualInterestExpense,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingGrossProfit,quarterlySaleOfInvestment,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyEbitda,annualAccumulatedDepreciation,trailingTaxProvision,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetOtherFinancingCharges,annualCurrentDebt,annualCostOfRevenue,annualBeginningCashPosition,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,annualGrossProfit,annualInventory,quarterlyChangeInCashSupplementalAsReported,trailingNetIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualChangeInInventory,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,trailingOperatingCashFlow,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,trailingBasicEPS,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,annualCurrentDeferredRevenue,trailingChangeInAccountPayable,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDepreciationAndAmortization,annualStockBasedCompensation
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,,,,,,,,,,,,,,,2345154000.0,1647143000.0,,,,,,,17878528000.0,,,,,,,,,,,,569769000.0,,,,,2793661000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831954000.0,1647143000.0,,,,,,,,,,,486800000.0,,,,,,,,,,,4906934000.0,,,,,,,,,,1775385000.0,,,,,,,,,,5096675000.0,,,,9988192000.0,,,,,7890336000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,,,,20574000.0,,,,,-188342000.0,7960650000.0,,,17788000.0,,3818733000.0,3066466000.0,-515915000.0,,,-35272000.0,,,26081515000.0,,62326000.0,7960650000.0,,-2717659000.0,,,,,,,605538000.0,,26762113000.0,0.42,,3860621000.0,,3140317000.0,,3929503000.0,8376977000.0,,,,,,,3140317000.0,,12795461000.0,,,,,,3003000.0,,,,12272534000.0,2765399000.0,13618506000.0,,,3158105000.0,0.0,,0.42,1427662000.0,,-4216928000.0,3847382000.0,3066466000.0,,,27237000.0,,,,,,247106000.0,,28649000.0,,,,,,,,,-2953741000.0,14489579000.0,5578054000.0,,,,,,,,2765399000.0,,3213195000.0,,,,,,,,,,5870022000.0,,362009000.0,2369286000.0,16350872000.0,3246483000.0,,,,9730643000.0,2566187000.0,,,,,,,,,,232510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,,,,-101517000.0,322734000.0,15394696000.0,,,1609417000.0,11733330000.0,,,8014000.0,,3899444000.0,2716758000.0,-1884394000.0,,,-462858000.0,2393392000.0,,28346728000.0,,0.0,11733330000.0,,-4354287000.0,,3752812000.0,,,,,1013689000.0,,52051775000.0,0.231542,,3847106000.0,,18224249000.0,,26545446000.0,8269591000.0,,,,,,,18388091000.0,,13083996000.0,,,,,,36090000.0,,,,25393032000.0,5219970000.0,17519933000.0,,10965184000.0,18396105000.0,0.0,,0.231542,650342000.0,,-3198129000.0,4281958000.0,2716758000.0,,,500539000.0,17519933000.0,13947762000.0,,,,7553467000.0,,382514000.0,,,11733330000.0,,,,,,-3777321000.0,26658743000.0,7218248000.0,,,,,,,,5219970000.0,,2885755000.0,-174287000.0,,,,,,,,,7652397000.0,,14855975000.0,1859827000.0,16847225000.0,4276487000.0,,,,11499503000.0,2481888000.0,,,,,,,,,24049180000.0,1012031000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,-146280000.0,,,,,,,,,,,,,-91319000.0,,4604408000.0,,,,,,,,,,,,,1068569000.0,,,,1037542000.0,,1929068000.0,,,0.09,,,,,,,,,,,201442000.0,,,-78430000.0,11528244444.0,,,,,6437015000.0,3467918000.0,,-10707512000.0,,,1037542000.0,0.0,,,,,,,,,,,,,,,,,,,,,,11528244444.0,,0.09,,2054007000.0,,,,,,,140000.0,,,,-9792454000.0,,,18224249000.0,-1529489000.0,,,,-836966000.0,,,,,1413911000.0,8072326000.0,,1518017000.0,,,,,,,,,,,,,,-11787234000.0,,,,248006000.0,,,,,,,,,,,,,,,1316575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,-740538000.0,,976826000.0,,,,,,55288651000.0,,,,3918735000.0,-1315952000.0,,4988064000.0,,,,30619727000.0,,,,,,9392789000.0,,,1373325000.0,,,,1240541000.0,654008000.0,2353864000.0,,,,,,12656235000.0,,,,,,,,110966000.0,,0.0,-1740033000.0,,,1671167000.0,,,4232345000.0,3869488000.0,2935806000.0,-2224441000.0,,23409793000.0,1240541000.0,-182701000.0,,,,,,,,,,,,,,,11733330000.0,,,,,29012299000.0,8850823000.0,,,,,2509620000.0,15011300000.0,,14034474000.0,1253224000.0,,,5149000.0,,,,689953000.0,,,6437015000.0,-557414000.0,0.0,4235828000.0,,-1310481000.0,,,,,1359868000.0,8857552000.0,,1892439000.0,,,,,,,,,,384532000.0,,,,-2204670000.0,,19901684000.0,2600817000.0,408148000.0,,,,,,10753558000.0,19901684000.0,24668924000.0,,,,,,,1781473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,856213000.0,,,,,,,,,,,,,-125498000.0,,6001086000.0,,,,,,,,,,,,,1957275000.0,,,,1965485000.0,,2428043000.0,,,0.17,,,,,,,,,,,224299000.0,,,-297887000.0,11561676471.0,,,,,4117441000.0,4416465000.0,,-1206547000.0,,,1965485000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,11561676471.0,,0.17,,2596295000.0,,,,,,,1503000.0,,,,705076000.0,,,4232345000.0,-1247234000.0,,,,-1520435000.0,,,,,1820170000.0,10417551000.0,,2941733000.0,,,,,,,,,,,,,,-114904000.0,,,,760159000.0,,,,,,,,,,,,,,,2717434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-978159000.0,,2037572000.0,-1526648000.0,,-5482212000.0,4234565000.0,206700000.0,57959436000.0,,-1008764000.0,11752954545.0,3426800000.0,-997212000.0,2037572000.0,5396802000.0,7146959000.0,5171300000.0,-2529981000.0,34758647000.0,,-2428763000.0,3426800000.0,,36823308000.0,8963439000.0,0.0,11752954545.0,1055867000.0,-13689568000.0,,4863745000.0,927732000.0,652085000.0,2396653000.0,,1691923000.0,,57959436000.0,0.44,13100859000.0,6068588000.0,,4333828000.0,27949000.0,30998965000.0,8963439000.0,,57971000.0,2018229000.0,0.0,-312413000.0,,10740250000.0,316215000.0,10623149000.0,,4333828000.0,4079077000.0,3431559000.0,448932000.0,194880000.0,23724008000.0,927732000.0,206000000.0,23200789000.0,5020414000.0,22793596000.0,,13100859000.0,12777822000.0,0.0,-182701000.0,0.44,652085000.0,,-3882573000.0,9714827000.0,5171300000.0,11733330000.0,,643611000.0,22793596000.0,-13890421000.0,30998965000.0,9605322000.0,,9605322000.0,,549639000.0,2604438000.0,12777822000.0,11733330000.0,10740250000.0,1616771000.0,,,188088000.0,-6029178000.0,34758647000.0,9107628000.0,2915213000.0,,,4117441000.0,-548436000.0,0.0,4863745000.0,778046000.0,-2361296000.0,5455036000.0,-1969310000.0,,206000000.0,1474639000.0,9475879000.0,,1389448000.0,,,9764360000.0,,23999000.0,316215000.0,20990360000.0,18224249000.0,,643611000.0,,15832948000.0,3431559000.0,216387000.0,,22793596000.0,4234565000.0,275610000.0,,-664595000.0,,23724008000.0,1616771000.0,10623149000.0,22793596000.0,23200789000.0,,27949000.0,,,,,1331477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,-587574000.0,,1105657000.0,,,,,,86106443000.0,,,,4685241000.0,-166299000.0,,6410717000.0,,,,35253406000.0,,,,,,9375149000.0,,,1557393000.0,,,,1409829000.0,678889000.0,2077769000.0,,,0.11,,,13758326000.0,,,,,,,,70166000.0,,0.0,-175370000.0,12816627273.0,,746465000.0,,,8787941000.0,4845510000.0,3757107000.0,-22275151000.0,,24994797000.0,1409829000.0,25332570000.0,,,,,,,,,,,,,,,13258663000.0,,,,,57728321000.0,9738834000.0,12816627273.0,,0.11,,2253069000.0,38930693000.0,,37825036000.0,1364443000.0,,,324506000.0,,,,-21039775000.0,,,4333828000.0,-13000000.0,0.0,4127272000.0,,-1385876000.0,,,,25350469000.0,2592441000.0,11256227000.0,,2015373000.0,,,,,,,,,,671560000.0,,,,4454113000.0,,23042787000.0,5644394000.0,387814000.0,,,,,,11236471000.0,23042787000.0,50853037000.0,,,,,,,1945207000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,2825921000.0,,790000000.0,,,,,,91797755000.0,,,,5763182000.0,-149287000.0,,8763397000.0,,,,37565912000.0,,,,,,9144456000.0,,,2527961000.0,,,,2138036000.0,780268000.0,3018225000.0,,,,,,13820951000.0,,,,,,,,243934000.0,,0.0,-238281000.0,,,726624000.0,,,11077745000.0,6588278000.0,4377774000.0,-1755944000.0,,28749945000.0,2138036000.0,-12660000.0,,,,,,,,,,,,,,,13258663000.0,,,,,59083442000.0,9474776000.0,,,,,3429446000.0,40254354000.0,,39464354000.0,1320634000.0,,,36081000.0,,,,230873000.0,,,8787941000.0,-501273000.0,0.0,5717041000.0,,-1851394000.0,,,,-30559000.0,3158832000.0,15351675000.0,,3597090000.0,,,,,,,,,,499065000.0,,,,2289804000.0,,25217160000.0,6956946000.0,825195000.0,,,,,,14928994000.0,25217160000.0,54231843000.0,,,,,,,3353156000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
