date,annualInterestExpense,trailingBeginningCashPosition,trailingInterestExpense,quarterlyGrossPPE,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyOtherCurrentAssets,annualCurrentAssets,annualRepaymentOfDebt,annualEbitda,quarterlyAccountsPayable,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,trailingGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCapitalStock,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,annualBasicAverageShares,annualCurrentDebt,annualInventory,trailingTaxProvision,annualTaxProvision,annualNetOtherFinancingCharges,annualChangeInInventory,annualTotalNonCurrentAssets,trailingChangeInInventory,quarterlyCurrentLiabilities,annualGrossProfit,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualFreeCashFlow,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualNetIncome,annualOperatingExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyLongTermDebt,annualLongTermDebt,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyTotalAssets,annualGoodwill,annualTotalAssets,trailingNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualDilutedEPS,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,annualInvestingCashFlow,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyInventory,annualDilutedAverageShares,annualTotalRevenue,annualAccountsReceivable,trailingTotalRevenue,annualEndCashPosition,trailingEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,annualOperatingIncome,annualBasicEPS,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.056931200,66129000.0,9487000000.0,578000000.0,,2700000000.0,3894000000.0,2032573000.0,6107503000.0,883357000.0,6836594000.0,,22217331000.0,-7162885000.0,3523084000.0,,,-886041000.0,,9367000000.0,-2253000000.0,896862000.0,1096286000.0,-254273000.0,3444280000.0,23642000000.0,24033000000.0,,,7602000000.0,3355963666.0,1545095000.0,48549000.0,2462000000.0,656186000.0,116886000.0,9688000.0,62900603000.0,-6177000000.0,,2380947000.0,11233377000.0,-924886000.0,,,23706000000.0,997558000.0,,18961515000.0,24033000000.0,2603000000.0,1641449000.0,2669530000.0,5286517000.0,2032573000.0,1126173000.0,1114190000.0,-42987000.0,,9874994000.0,3325716000.0,,-1596590000.0,,,85117934000.0,23642000000.0,-7923000000.0,26168000000.0,-12139000000.0,1561000000.0,,,-134000000.0,452991000.0,39701619000.0,,3000000.0,307086000.0,211269000.0,2220000000.0,0.605527,131239000.0,,,1660008000.0,30934838000.0,-67674000.0,,3355963666.0,7667464000.0,2560467000.0,16969000000.0,2210476000.0,13381000000.0,6667000000.0,4381113000.0,5950553000.0,1254774000.0,0.605527,1434572000.0,14580402000.0,,,1895722000.0,-37936000000.0,,,,2573858000.0,27238000.0,,,2362589000.0,3707850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,110846000.0,,,,,,3059056000.0,5793316000.0,936665000.0,7867598000.0,,21774073000.0,-10675817000.0,4297616000.0,,,-887591000.0,,,,376682000.0,1343239000.0,-130448000.0,3629160000.0,,,,,,3481470631.0,1249053000.0,47550000.0,,518151000.0,-281420000.0,999000.0,72688426000.0,,,2624667000.0,10858667000.0,-298709000.0,,,,1087942000.0,,19716464000.0,,,3582522000.0,3526199000.0,4102451000.0,3059056000.0,160399000.0,2210476000.0,-78905000.0,,9750125000.0,4044350000.0,,-1704150000.0,,,94462499000.0,,,,,,,,,2214859000.0,47726877000.0,,2960815000.0,803788000.0,41096000.0,,0.8775,142420000.0,,,-2552264000.0,32540800000.0,,,3481470631.0,6727118000.0,1459301000.0,,3553715000.0,,,3852945000.0,6980007000.0,2464268000.0,0.8775,1681104000.0,15863519000.0,,,3712970000.0,,,,,3823946000.0,-4190748000.0,,,3782850000.0,5025452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,209458000.0,,,,,,10853521000.0,1009083000.0,966550000.0,4782286000.0,,27369494000.0,-8192614000.0,15210335000.0,,,-1278263000.0,,,,403630000.0,677458000.0,-1152777000.0,3629160000.0,,,,,,3536103075.0,3286064000.0,46783000.0,,2401342000.0,160021000.0,767000.0,78725458000.0,,,2918615000.0,6757444000.0,-10020742000.0,,,,4679384000.0,,24931057000.0,,,-5171557000.0,12331072000.0,2914646000.0,10853521000.0,1154781000.0,3553715000.0,-148650000.0,,12914399000.0,14732414000.0,,-1999405000.0,,,106094952000.0,,,,,,,,,-5785411000.0,66698980000.0,,0.0,40794000.0,0.0,,3.068686,268463000.0,,,1045999000.0,,-77161000.0,,3536103075.0,5833261000.0,1928336000.0,,4231173000.0,,,6015734000.0,3504023000.0,1763834000.0,3.068686,1735679000.0,18915323000.0,,,-4018780000.0,,,,,4335458000.0,355034000.0,,,4335458000.0,1321124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,,13548700000.0,223300000.0,1187700000.0,,,34052900000.0,-3939400000.0,2623400000.0,,,,171100000.0,,,171500000.0,3222200000.0,-1639900000.0,,,,,,,3534482379.0,7029200000.0,21036000000.0,,1591700000.0,928300000.0,-886600000.0,91870400000.0,,,3689000000.0,1991800000.0,35900000.0,,,,6050400000.0,,32140400000.0,,,-1481900000.0,11493100000.0,3084000000.0,13548700000.0,1187700000.0,4231200000.0,-790000000.0,,13665300000.0,17196000000.0,,-310100000.0,,,125923300000.0,,,,,,,,,-886600000.0,77964100000.0,,,,,,3.833291,122100000.0,,,-2365800000.0,,,,3534482379.0,6773000000.0,,,7458000000.0,,,10565800000.0,56868000000.0,2501300000.0,3.833291,2730100000.0,21574600000.0,,,158000000.0,,,,,7638900000.0,60700000.0,,,7638900000.0,1858900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,507700000.0,,,,,,9817700000.0,0.0,1741400000.0,3846400000.0,,44950100000.0,-11900000000.0,13294200000.0,,,-1012300000.0,178900000.0,,,500000.0,1845000000.0,-974800000.0,3885200000.0,,,,,,3687167624.0,3007400000.0,29382800000.0,,698100000.0,-1385700000.0,-2225900000.0,87946400000.0,,,4709400000.0,2034600000.0,-2208500000.0,,,,6301500000.0,,32152900000.0,,,-361200000.0,11973600000.0,3646500000.0,9817700000.0,1491200000.0,7458000000.0,-784300000.0,,15262700000.0,12671700000.0,,-2039700000.0,,,132896500000.0,,,,,,,,,-2082800000.0,92219100000.0,,5508000000.0,114800000.0,,,2.663291,114800000.0,,,8055900000.0,70540600000.0,-251600000.0,,3687167624.0,8355900000.0,,,9427100000.0,,,8141500000.0,2834100000.0,3218200000.0,2.663291,4397000000.0,24011400000.0,,,613600000.0,,,,,9587600000.0,51800000.0,,,9587600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,576000000.0,,,,,,15472000000.0,186000000.0,2135000000.0,60918000000.0,,63365000000.0,-2244000000.0,18479000000.0,,,,,,,0.0,5435000000.0,-994000000.0,4294000000.0,,,,,,3998746813.0,3307000000.0,37624000000.0,,1410000000.0,-976000000.0,-332000000.0,111549000000.0,,,6147000000.0,4840000000.0,-6565000000.0,,,,7441000000.0,,50716000000.0,,,-1436000000.0,16320000000.0,7345000000.0,15472000000.0,2955000000.0,9427000000.0,-5024000000.0,,32319000000.0,17730000000.0,,-2219000000.0,,,174914000000.0,,,,,,,,,-3928000000.0,121220000000.0,,0.0,0.0,,,3.869212,173000000.0,,,-1323000000.0,,,,3998746813.0,13492000000.0,,,15583000000.0,,,8775000000.0,60918000000.0,3192000000.0,3.869212,4589000000.0,41941000000.0,,,-442000000.0,,,,,15829000000.0,141000000.0,,,15829000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,1341000000.0,,,,,,14320000000.0,976000000.0,2903000000.0,,5894000000.0,65567000000.0,-23135000000.0,20078000000.0,5359000000.0,133127000000.0,,508000000.0,,,0.0,-5016000000.0,-743000000.0,4294000000.0,,,,8845000000.0,,4183895613.0,4858000000.0,41541000000.0,,2356000000.0,291000000.0,-6181000000.0,125675000000.0,,10969000000.0,7966000000.0,5894000000.0,-7156000000.0,69320000000.0,,,8845000000.0,65567000000.0,53732000000.0,,,-5483000000.0,16100000000.0,7264000000.0,14320000000.0,2762000000.0,15583000000.0,-90000000.0,31151000000.0,31151000000.0,18456000000.0,2210000000.0,-3067000000.0,191242000000.0,,191242000000.0,,,,,,,0.0,,-8698000000.0,133127000000.0,42763000000.0,,170000000.0,,,3.422765,281000000.0,,,3833000000.0,,-20000000.0,41541000000.0,4183895613.0,15230000000.0,,,10495000000.0,,,10969000000.0,69320000000.0,5204000000.0,3.422765,5359000000.0,42763000000.0,10571000000.0,10571000000.0,-4740000000.0,,4294000000.0,976000000.0,4858000000.0,10571000000.0,6000000.0,508000000.0,125675000000.0,10571000000.0,2210000000.0,53732000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,,,,4837000000.0,,,,4684000000.0,139939000000.0,,,,,,,,,,,,10381000000.0,,,,,,,,,,,12913000000.0,,,,79990000000.0,,,,85705000000.0,,,,,,,,,,,44790000000.0,,,0.0,,222391000000.0,,,,,,,,,0.0,,,,64603000000.0,,,,,,,,,,,,56024000000.0,,,,,,,,,,,,,,19953000000.0,19953000000.0,,,4330000000.0,0.0,7331000000.0,,,491000000.0,136686000000.0,,,77516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,970000000.0,,,3404000000.0,,,15820000000.0,0.0,2166000000.0,3404000000.0,6925000000.0,82055000000.0,-6356000000.0,18384000000.0,5812000000.0,159038000000.0,-1163000000.0,479000000.0,,,0.0,-840000000.0,-377000000.0,4352000000.0,,,-1163000000.0,4088000000.0,,4209228936.0,7516000000.0,60717000000.0,,1601000000.0,11745000000.0,-19418000000.0,148257000000.0,,14061000000.0,3249000000.0,6925000000.0,-8767000000.0,2241000000.0,,,4088000000.0,82055000000.0,65889000000.0,,,-17659000000.0,15638000000.0,3843000000.0,15820000000.0,-9136000000.0,10495000000.0,-1353000000.0,34123000000.0,34123000000.0,17239000000.0,12976000000.0,-755000000.0,230312000000.0,,230312000000.0,,,,,,,0.0,,-17931000000.0,159038000000.0,51828000000.0,5000000.0,239000000.0,,,3.756317,175000000.0,,,1535000000.0,,-157000000.0,60717000000.0,4209228936.0,7092000000.0,,,9752000000.0,,,14061000000.0,2241000000.0,12385000000.0,3.756317,5812000000.0,51828000000.0,9916000000.0,9916000000.0,-17282000000.0,,4352000000.0,0.0,7516000000.0,9916000000.0,0.0,479000000.0,148257000000.0,9916000000.0,12976000000.0,65889000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,,6988000000.0,,,,7876000000.0,178014000000.0,,,,,,,,,,,,4554000000.0,,,,,,,,,,,22387000000.0,,,,87354000000.0,125221000000.0,,,96311000000.0,,,,,,,,,,,36603000000.0,,,0.0,,249992000000.0,,,,,,,,,0.0,,,,44351000000.0,,,,,,,,,,,,61939000000.0,,,,,,,,,,,,,,18274000000.0,18274000000.0,,,4738000000.0,0.0,13624000000.0,,,467000000.0,153681000000.0,,,66738000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
