date,annualInterestExpense,trailingBeginningCashPosition,trailingInterestExpense,quarterlyGrossPPE,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyOtherCurrentAssets,annualCurrentAssets,annualRepaymentOfDebt,annualEbitda,quarterlyAccountsPayable,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,trailingGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCapitalStock,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,annualBasicAverageShares,annualCurrentDebt,annualInventory,trailingTaxProvision,annualTaxProvision,annualNetOtherFinancingCharges,annualChangeInInventory,annualTotalNonCurrentAssets,trailingChangeInInventory,quarterlyCurrentLiabilities,annualGrossProfit,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualFreeCashFlow,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualNetIncome,annualOperatingExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyLongTermDebt,annualLongTermDebt,annualPretaxIncome,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyTotalAssets,annualGoodwill,annualTotalAssets,trailingNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualDilutedEPS,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,annualInvestingCashFlow,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyInventory,annualDilutedAverageShares,annualTotalRevenue,annualAccountsReceivable,trailingTotalRevenue,annualEndCashPosition,trailingEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,annualOperatingIncome,annualBasicEPS,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.325289600,1169000000.0,,,5074000000.0,,,17184000000.0,0.0,2624000000.0,5074000000.0,8433000000.0,100496000000.0,-12720000000.0,20350000000.0,9030000000.0,185336000000.0,-1287000000.0,454000000.0,,,0.0,8854000000.0,-471000000.0,4738000000.0,,,-1287000000.0,5082000000.0,,4499587783.0,19699000000.0,68204000000.0,,1618000000.0,-249000000.0,-5283000000.0,161974000000.0,,29527000000.0,6770000000.0,8433000000.0,-8031000000.0,3787000000.0,,,5082000000.0,100496000000.0,72545000000.0,,,-1071000000.0,17363000000.0,8418000000.0,17184000000.0,-6745000000.0,9752000000.0,-1455000000.0,27458000000.0,27458000000.0,18981000000.0,0.0,-1315000000.0,262470000000.0,,262470000000.0,,,,,,,0.0,,-4286000000.0,185336000000.0,43018000000.0,13963000000.0,0.0,,,3.817896,200000000.0,,,2199000000.0,,-179000000.0,68204000000.0,4499587783.0,15188000000.0,,,18803000000.0,,,29527000000.0,3787000000.0,13515000000.0,3.817896,9030000000.0,43018000000.0,19364000000.0,19364000000.0,-600000000.0,,4738000000.0,0.0,19699000000.0,19364000000.0,6000000.0,454000000.0,161974000000.0,19364000000.0,0.0,72545000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,,,,,,7286000000.0,,,,10848000000.0,190833000000.0,,,,,,,,,,,,5242000000.0,,,,,,,,,,,16343000000.0,,,,94962000000.0,,,,94637000000.0,,,,,,,,,,,39911000000.0,,,0.0,,262835000000.0,,,,,,,,,0.0,,,,51051000000.0,,,,,,,,,,,,68783000000.0,,,,,,,,,,,,,,12199000000.0,12199000000.0,,,4738000000.0,0.0,4592000000.0,,,429000000.0,168198000000.0,,,67394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,1239000000.0,,,3956000000.0,,,20208000000.0,0.0,2733000000.0,3956000000.0,0.0,102252000000.0,-16280000000.0,22787000000.0,6033000000.0,205212000000.0,-1393000000.0,415000000.0,,,0.0,-6336000000.0,-498000000.0,4830000000.0,,,-1393000000.0,5412000000.0,,4649639000.0,2826000000.0,76403000000.0,,1005000000.0,-2331000000.0,-7481000000.0,179305000000.0,,19495000000.0,7425000000.0,0.0,648000000.0,2563000000.0,,,5412000000.0,102252000000.0,71656000000.0,,,2642000000.0,20332000000.0,8167000000.0,20208000000.0,2680000000.0,18803000000.0,-257000000.0,38792000000.0,38792000000.0,21337000000.0,0.0,-435000000.0,281557000000.0,,281557000000.0,,,,,,,0.0,,-1146000000.0,205212000000.0,52161000000.0,0.0,29000000.0,,,4.346449,211000000.0,,5492000000.0,1784000000.0,,-93000000.0,76403000000.0,4649639000.0,15592000000.0,5492000000.0,,12456000000.0,,,19495000000.0,2563000000.0,4745000000.0,4.346449,6033000000.0,52161000000.0,12456000000.0,12456000000.0,2642000000.0,,4830000000.0,0.0,2826000000.0,12456000000.0,-83000000.0,415000000.0,179305000000.0,12456000000.0,0.0,71656000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,107882000000.0,,,,,,,0.0,,,,7443000000.0,212826000000.0,,,,,,,,,,,,6020000000.0,,,,,,,,,,,30159000000.0,,,,107882000000.0,156722000000.0,,,105907000000.0,,,,,,,,,,,32061000000.0,,,0.0,,292142000000.0,,,,,,,,2003000000.0,0.0,,,,44497000000.0,,,,,,,,7028000000.0,,,,77234000000.0,,,,,,,,,,,,,,11609000000.0,13612000000.0,,,4830000000.0,0.0,7739000000.0,,,405000000.0,186235000000.0,,,74656000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,957000000.0,,,3438000000.0,,,15948000000.0,0.0,3186000000.0,3438000000.0,0.0,109148000000.0,-8971000000.0,18949000000.0,7870000000.0,223402000000.0,-1497000000.0,394000000.0,,,0.0,888000000.0,-507000000.0,5398000000.0,,,-1497000000.0,6156000000.0,,4733610992.0,7418000000.0,80233000000.0,,1739000000.0,-963000000.0,-4213000000.0,194966000000.0,,25419000000.0,8781000000.0,0.0,496000000.0,1941000000.0,164030000000.0,,6156000000.0,109148000000.0,76114000000.0,,,-1350000000.0,16056000000.0,14508000000.0,15948000000.0,3333000000.0,12456000000.0,-3291000000.0,39367000000.0,39367000000.0,17795000000.0,0.0,-657000000.0,304114000000.0,,304114000000.0,,,,,,178000000.0,0.0,,-5848000000.0,223402000000.0,50695000000.0,,238000000.0,178000000.0,,3.369909,197000000.0,,6851000000.0,731000000.0,164030000000.0,-182000000.0,80233000000.0,4733610992.0,23289000000.0,6851000000.0,,13634000000.0,,,25419000000.0,1941000000.0,5448000000.0,3.369909,7870000000.0,50695000000.0,13634000000.0,13812000000.0,-1350000000.0,,5398000000.0,0.0,7418000000.0,13812000000.0,-140000000.0,394000000.0,194966000000.0,13634000000.0,0.0,76114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,112056000000.0,,,,,,,0.0,,,,8730000000.0,229747000000.0,,,,,,,,,,,,6181000000.0,,,,,,,,,,,34782000000.0,,,,112056000000.0,171539000000.0,,,109802000000.0,,,,,,,,,,,29307000000.0,,,0.0,,309919000000.0,,,,,,,,1105000000.0,0.0,,,,39643000000.0,,,,,,,,7470000000.0,,,,81773000000.0,,,,,,,,,,,,,,12185000000.0,13290000000.0,,,0.0,676000000.0,11747000000.0,,,375000000.0,200117000000.0,,,74425000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,859000000.0,,,3440000000.0,,,16752000000.0,0.0,3212000000.0,3440000000.0,5463000000.0,106106000000.0,-19956000000.0,19508000000.0,8505000000.0,238150000000.0,-1571000000.0,361000000.0,,,0.0,-3617000000.0,-5233000000.0,0.0,,,-1571000000.0,6326000000.0,,4804151330.0,13590000000.0,80101000000.0,,1533000000.0,915000000.0,139000000.0,210874000000.0,,32240000000.0,9203000000.0,5463000000.0,325000000.0,1869000000.0,178065000000.0,,6326000000.0,106106000000.0,73763000000.0,,,3552000000.0,16940000000.0,14168000000.0,16752000000.0,3051000000.0,13634000000.0,-80000000.0,29112000000.0,29112000000.0,18473000000.0,0.0,-1553000000.0,316980000000.0,,316980000000.0,,,,,,247000000.0,0.0,,-1076000000.0,238150000000.0,41523000000.0,,7000000.0,247000000.0,,3.489578,176000000.0,,8249000000.0,39000000.0,178065000000.0,-2186000000.0,80101000000.0,4804151330.0,23371000000.0,8249000000.0,,9968000000.0,,,32240000000.0,1869000000.0,6152000000.0,3.489578,8505000000.0,41523000000.0,9968000000.0,10215000000.0,3552000000.0,,0.0,0.0,13590000000.0,10215000000.0,-69000000.0,361000000.0,210874000000.0,9968000000.0,0.0,73763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,1700000000.0,,,,,,,5352000000.0,,,,9532000000.0,245771000000.0,,,,,,,,,,,,6464000000.0,,,,,,,,,,,30882000000.0,,,,1700000000.0,185612000000.0,,,107099000000.0,,,,,,,,,,,33876000000.0,,,0.0,,325257000000.0,,,,,,,,1071000000.0,0.0,,,,43389000000.0,,,,,,,,9178000000.0,,,,79416000000.0,,,,,,,,,,,,,,8930000000.0,10001000000.0,,,0.0,0.0,7737000000.0,,,0.0,218158000000.0,,,74271000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,842000000.0,,,3300000000.0,,,21326000000.0,0.0,3376000000.0,3300000000.0,4820000000.0,109259000000.0,-28062000000.0,24319000000.0,8484000000.0,251247000000.0,-1608000000.0,0.0,,,0.0,-31000000.0,-729000000.0,0.0,,,-1608000000.0,6243000000.0,,4835922300.0,12408000000.0,81556000000.0,,1464000000.0,-4162000000.0,-7030000000.0,227010000000.0,,32304000000.0,10972000000.0,4820000000.0,83000000.0,1692000000.0,195592000000.0,,6243000000.0,109259000000.0,80000000000.0,,,-778000000.0,21874000000.0,12669000000.0,21326000000.0,3390000000.0,8560000000.0,-229000000.0,38503000000.0,38503000000.0,23338000000.0,0.0,-3201000000.0,336269000000.0,,336269000000.0,,,,,,928000000.0,0.0,,-7007000000.0,251247000000.0,47696000000.0,,670000000.0,928000000.0,,4.412267,139000000.0,,7927000000.0,1486000000.0,195592000000.0,-1137000000.0,81556000000.0,4835922300.0,23641000000.0,7927000000.0,,8465000000.0,,,32304000000.0,1692000000.0,7582000000.0,4.412267,8484000000.0,47696000000.0,8471000000.0,9399000000.0,-778000000.0,,0.0,0.0,12408000000.0,9399000000.0,439000000.0,0.0,227010000000.0,8471000000.0,0.0,80000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,1428000000.0,,,,,,,7631000000.0,,,,6826000000.0,254625000000.0,,,,,,,,,,,,6425000000.0,,,,,,,,,,,39767000000.0,,,,1428000000.0,200615000000.0,,,113459000000.0,,,,,,,,,,,39150000000.0,,,0.0,,347406000000.0,,,,,,,,357000000.0,0.0,,,,47531000000.0,,,,,,,,7835000000.0,,,,79885000000.0,,,,,,,,,,,,,,13594000000.0,13951000000.0,,,0.0,0.0,15179000000.0,,,,233947000000.0,,,87298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,882000000.0,,,2910000000.0,,,21916000000.0,0.0,3115000000.0,2910000000.0,5897000000.0,117976000000.0,-25050000000.0,25429000000.0,7748000000.0,263534000000.0,-1491000000.0,,,,0.0,5002000000.0,-3414000000.0,0.0,,,-1491000000.0,6582000000.0,,4840847000.0,20152000000.0,75242000000.0,,2255000000.0,977000000.0,4269000000.0,237522000000.0,,42461000000.0,10866000000.0,5897000000.0,270000000.0,1419000000.0,212345000000.0,,6582000000.0,117976000000.0,86197000000.0,,,6330000000.0,22186000000.0,14702000000.0,21916000000.0,3287000000.0,8465000000.0,-162000000.0,35932000000.0,35932000000.0,24441000000.0,0.0,-5066000000.0,355498000000.0,,355498000000.0,,,,,,7432000000.0,0.0,,-164000000.0,263534000000.0,43736000000.0,,115000000.0,7432000000.0,,4.530428,106000000.0,,10247000000.0,523000000.0,212345000000.0,-6835000000.0,75242000000.0,4840847000.0,25568000000.0,10247000000.0,,12839000000.0,,,42461000000.0,1419000000.0,7579000000.0,4.530428,7748000000.0,43736000000.0,12839000000.0,20271000000.0,6330000000.0,,0.0,0.0,20152000000.0,20271000000.0,-5053000000.0,,237522000000.0,12839000000.0,0.0,86197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,342000000.0,,,,,,,5795000000.0,,,,9284000000.0,275516000000.0,,,,,,,,,,,,6263000000.0,,,,,,,,,,,46949000000.0,,,,342000000.0,222429000000.0,,,118331000000.0,,,,,,,,,,,53140000000.0,,,0.0,,388929000000.0,,,,,,,,5505000000.0,0.0,,,,60866000000.0,,,,,,,,10811000000.0,,,,74385000000.0,,,,,,,,,,,,,,16033000000.0,21538000000.0,,,0.0,0.0,25064000000.0,,,,270598000000.0,,,107815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,837000000.0,,,1394000000.0,,,30433000000.0,,3046000000.0,1394000000.0,,121726000000.0,-40188000000.0,33867000000.0,7606000000.0,293125000000.0,-1044000000.0,,,,,6978000000.0,,0.0,,,-1044000000.0,6607000000.0,,4841210000.0,24675000000.0,73602000000.0,,2115000000.0,1363000000.0,-3685000000.0,289866000000.0,,49998000000.0,11727000000.0,,-119000000.0,350000000.0,,,6607000000.0,121726000000.0,112980000000.0,,,-1794000000.0,30821000000.0,12726000000.0,30433000000.0,2865000000.0,12839000000.0,-793000000.0,53875000000.0,53875000000.0,32936000000.0,,-6031000000.0,411592000000.0,,411592000000.0,,,,,,1139000000.0,,,-8866000000.0,293125000000.0,62982000000.0,,2464000000.0,1139000000.0,,6.289256,94000000.0,,18356000000.0,-6308000000.0,,-759000000.0,73602000000.0,4841210000.0,24453000000.0,18356000000.0,,20864000000.0,,,49998000000.0,350000000.0,8862000000.0,6.289256,7606000000.0,62982000000.0,20864000000.0,22003000000.0,-1794000000.0,,0.0,,24675000000.0,22003000000.0,,,289866000000.0,20864000000.0,,112980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,359000000.0,,,,,,,,,,,6374000000.0,302284000000.0,,,,,,,,,,,,6706000000.0,,,,,,,,,,,51871000000.0,,,,359000000.0,,,,134515000000.0,,,,,,,,,,,57120000000.0,,,,,427058000000.0,,,,,,,,5519000000.0,,,,,67892000000.0,,,,,,,262000000.0,16085000000.0,,,,94778000000.0,,,,,,,,,,,,,,9487000000.0,15006000000.0,,,0.0,,27203000000.0,,,,292543000000.0,,,119763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,810000000.0,,,1457000000.0,,,31157000000.0,,2547000000.0,1457000000.0,,134179000000.0,-44594000000.0,34373000000.0,6217000000.0,313153000000.0,-1087000000.0,,,,,-7247000000.0,,0.0,,,-1087000000.0,6802000000.0,,4841100000.0,33021000000.0,97177000000.0,,2123000000.0,-681000000.0,-9960000000.0,306927000000.0,,62314000000.0,11995000000.0,,-201000000.0,370000000.0,,,6802000000.0,134179000000.0,123114000000.0,,,3824000000.0,31372000000.0,9987000000.0,31157000000.0,2637000000.0,20828000000.0,-16960000000.0,52509000000.0,52509000000.0,33495000000.0,,-7122000000.0,441106000000.0,262000000.0,441106000000.0,,,,,,3694000000.0,,,-4120000000.0,313153000000.0,60800000000.0,,2118000000.0,3694000000.0,,6.436364,68000000.0,262000000.0,14403000000.0,-7339000000.0,,-628000000.0,97177000000.0,4841100000.0,21982000000.0,14403000000.0,,12899000000.0,,,62314000000.0,370000000.0,9358000000.0,6.436364,6217000000.0,60800000000.0,12899000000.0,16593000000.0,3824000000.0,,0.0,,33021000000.0,16593000000.0,-1819000000.0,,306927000000.0,12899000000.0,,123114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,759000000.0,,,,,,,,,,,6874000000.0,314686000000.0,,,,,,,,,,,,6915000000.0,,,,,,,,,,,64395000000.0,,,,759000000.0,,,,132868000000.0,,,,,,,,,,,56565000000.0,,,,,449138000000.0,,,,,,,,8942000000.0,,,,,65322000000.0,,,,,,,262000000.0,13727000000.0,,,,99583000000.0,,,,,,,,,,,,,,5680000000.0,14622000000.0,,,0.0,,32894000000.0,,,,316270000000.0,,,129717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
