,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
559958400,,118832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,118832000.0,,,,,,,,,,,,129000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,,,,129000000.0,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,344600000.0,,12500000.0,0.0,12500000.0,466700000.0,354700000.0,12500000.0,73200000.0,,11300000.0,,,,95600000.0,-13600000.0,,,,344600000.0,,9100000.0,,,,464300000.0,,,,,,,73200000.0,48900000.0,-119700000.0,,20500000.0,,,0.0,,,,,,,,,464300000.0,,-119700000.0,,0.0,54100000.0,,,,,,,,,,,0.0025,,,76700000.0,,,,,,-329700000.0,,,76700000.0,,,,,29700000.0,,,,775000000.0,325700000.0,1400000.0,,,,95700000.0,,,85800000.0,,,411500000.0,11300000.0,325700000.0,0.0,0.0025,,,,54900000.0,57100000.0,12500000.0,388200000.0,,2400000.0,120000000.0,-329700000.0,,,,,300000.0,411500000.0,13700000.0,9100000.0,562400000.0,0.0,466700000.0,297600000.0,,,,,420300000.0,,259100000.0,20500000.0,600000.0,1400000.0,,562400000.0,251100000.0,48900000.0,95700000.0,150900000.0,,,,,,,,,150900000.0,,85800000.0,54900000.0,300000.0,120000000.0,,,,,,54100000.0,251100000.0,,,,,11300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,117488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,,,117488000.0,,,,,,,,,,,,145900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145900000.0,,,,145900000.0,,,,,,,,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,118832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,118832000.0,,,,,,,,,,,,137200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200000.0,,,,137200000.0,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,117480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,117480000.0,,,,,,,,,,,,133900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133900000.0,,,,133900000.0,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,338500000.0,,14000000.0,0.0,14000000.0,445800000.0,82400000.0,14000000.0,80400000.0,,11400000.0,,,,82400000.0,-1100000.0,,,,338500000.0,,24300000.0,,,,484200000.0,,,,,,,80400000.0,26900000.0,-145700000.0,,27600000.0,,,0.0,,,,,,,,,484200000.0,,-145700000.0,,0.0,44300000.0,,,,,,,,,,,0.055,,,72100000.0,,,,,,-374000000.0,,,72100000.0,,,,,27000000.0,,,,554000000.0,290200000.0,1800000.0,,,,97500000.0,,,96400000.0,,,386600000.0,8500000.0,290200000.0,0.0,0.055,,,,61300000.0,43000000.0,14000000.0,137000000.0,,6400000.0,116363636.0,-374000000.0,,,,,6400000.0,386600000.0,14900000.0,24300000.0,543300000.0,0.0,445800000.0,39400000.0,,,,,471600000.0,,,27600000.0,200000.0,1800000.0,,543300000.0,218300000.0,26900000.0,97500000.0,156700000.0,,,,,,,,,156700000.0,,96400000.0,61300000.0,6400000.0,116363636.0,,,,,,44300000.0,218300000.0,,,,,11400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,117488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,,,,,,,,,,,,,,,,117488000.0,,,,,,,,,,,,153500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153500000.0,,,,153500000.0,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,117328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,117328000.0,,,,,,,,,,,,147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000000.0,,,,147000000.0,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,116400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,116400000.0,,,,,,,,,,,,140200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140200000.0,,,,140200000.0,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,,,324600000.0,,21200000.0,52200000.0,21200000.0,422000000.0,78700000.0,21200000.0,72600000.0,-26500000.0,11600000.0,,,,78700000.0,300000.0,,,,324600000.0,,13600000.0,,,,487400000.0,,,,,,,72600000.0,24800000.0,-162800000.0,,26200000.0,,,14000000.0,,,,,,-34800000.0,,,487400000.0,,-162800000.0,-3700000.0,-18500000.0,35400000.0,,29000000.0,,,,,,,,,0.0775,,,58200000.0,,,,7200000.0,-800000.0,-401700000.0,,,58200000.0,,,,,25100000.0,,,29000000.0,587200000.0,267200000.0,1800000.0,,,,104100000.0,,,100800000.0,,,368000000.0,5100000.0,267200000.0,0.0,0.0775,700000.0,,,67500000.0,39000000.0,21200000.0,146500000.0,0.0,9000000.0,116129032.0,-401700000.0,,,,,9000000.0,368000000.0,14100000.0,13600000.0,526100000.0,17400000.0,422000000.0,39700000.0,,-2900000.0,,,508500000.0,,,26200000.0,1000000.0,1800000.0,,526100000.0,205600000.0,24800000.0,104100000.0,158100000.0,-5700000.0,39700000.0,,,,,,,158100000.0,,100800000.0,67500000.0,9000000.0,116129032.0,,,100000.0,,,35400000.0,205600000.0,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,113144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,,,,,,,,,,,,,,,,,113144000.0,,,,,,,,,,,,166500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166500000.0,,,,166500000.0,,,,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,107692308.0,,,13200000.0,,13200000.0,,,,,,,,,,,,5600000.0,,,309700000.0,2100000.0,9700000.0,,,,,,,,5700000.0,,,71300000.0,25900000.0,-180400000.0,,,,,,,,,,0.0325,,,,490100000.0,,,,,,,72400000.0,,,,,,107692308.0,,,,,,16300000.0,,,,,,20700000.0,,,,,,,,,,,,,,,,,,120100000.0,,,98400000.0,,,,,263600000.0,,,,,,76600000.0,,,151500000.0,,,,11200000.0,,,,3500000.0,,362000000.0,,,527000000.0,,406900000.0,,,,,,,3500000.0,,29900000.0,3500000.0,2100000.0,,,,,,,,,,130800000.0,,,,,165000000.0,,,,,,,,,,,35400000.0,198300000.0,9500000.0,,100000.0,,11700000.0,20700000.0,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,93333333.0,,,17100000.0,,17100000.0,,,,,,,,,,,,2200000.0,,0.0,316700000.0,800000.0,7800000.0,-12800000.0,,,,-11500000.0,,,5700000.0,,,70500000.0,25500000.0,-188300000.0,-100000.0,,,,,,27700000.0,,,0.015,,,-1400000.0,505000000.0,4000000.0,,,,,,78500000.0,,,,,14700000.0,93333333.0,,,,,,20800000.0,,,,,,17500000.0,,,,,,,,,,,,,,,,,200000.0,119800000.0,,,107100000.0,9700000.0,,,,259200000.0,,,,,,78000000.0,,,150100000.0,,,,7800000.0,,,,1400000.0,,366300000.0,,,532500000.0,,412700000.0,,,,,14900000.0,,1400000.0,,31700000.0,1400000.0,1900000.0,,,,,,,,,,132600000.0,,,500000.0,,166200000.0,,,,,,,,,0.0,-12300000.0,35400000.0,192100000.0,9700000.0,,100000.0,,11600000.0,17500000.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,,,314100000.0,,22900000.0,47600000.0,22900000.0,403700000.0,89100000.0,22900000.0,64400000.0,-17200000.0,12000000.0,,,,89100000.0,400000.0,1700000.0,,0.0,314100000.0,600000.0,8400000.0,-1000000.0,100000.0,,509700000.0,11500000.0,,,5500000.0,,,64400000.0,25200000.0,-195600000.0,100000.0,33600000.0,,,21200000.0,,-2000000.0,,,,-27500000.0,,0.0,509700000.0,5800000.0,-195600000.0,1700000.0,-28700000.0,35300000.0,,24000000.0,,,,,-21500000.0,,,,0.105,,,60700000.0,,,,1700000.0,100000.0,16900000.0,,,60700000.0,,,,,22600000.0,,,24000000.0,627100000.0,274500000.0,1900000.0,,,0.0,131300000.0,,,93100000.0,9800000.0,,367600000.0,6800000.0,274500000.0,0.0,0.105,-25100000.0,,,79100000.0,40600000.0,22900000.0,158900000.0,-4800000.0,11600000.0,110476190.0,7100000.0,,,,1100000.0,11600000.0,367600000.0,18400000.0,8400000.0,535000000.0,20100000.0,403700000.0,48500000.0,,,,-3000000.0,538000000.0,1100000.0,,33600000.0,1100000.0,1900000.0,,535000000.0,205600000.0,25200000.0,131300000.0,167400000.0,-5100000.0,48500000.0,,142000000.0,,,-6300000.0,,167400000.0,,93100000.0,79100000.0,11600000.0,110476190.0,,,,0.0,-3700000.0,35300000.0,205600000.0,9800000.0,,100000.0,,12000000.0,16900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,117575758.0,,,13900000.0,,13900000.0,,,,,,,,,,,,12600000.0,,22900000.0,274800000.0,2900000.0,8100000.0,-7600000.0,,,,-43800000.0,,,4300000.0,,,62600000.0,37600000.0,-188100000.0,0.0,,,,,,15100000.0,,,0.0825,,,,462900000.0,-9000000.0,,,,,,79700000.0,,,,,-8100000.0,117575758.0,,,,,,18200000.0,,,100000.0,,,25400000.0,,,,,,,,,,,,,,,,,100000.0,135900000.0,8500000.0,,106000000.0,8500000.0,,,,231600000.0,,,,,,88800000.0,,,178800000.0,,,,16900000.0,,,,9700000.0,,337600000.0,,,510900000.0,,375000000.0,,,,,7500000.0,,9700000.0,,34200000.0,9700000.0,3600000.0,,,,,,,,,,144900000.0,,,1000000.0,,173300000.0,,,,,,,,,0.0,19800000.0,35400000.0,162000000.0,17000000.0,,100000.0,,10700000.0,33900000.0,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,110476190.0,,,14600000.0,,14600000.0,,,,,,,,,,,,9500000.0,,0.0,270300000.0,3700000.0,8300000.0,-6600000.0,,,,-10000000.0,,,2900000.0,,,61800000.0,37200000.0,-194900000.0,0.0,,,,,,12800000.0,,,0.0525,,,,465200000.0,700000.0,,,,,,82300000.0,,,,,-4600000.0,110476190.0,,,,,,11700000.0,,,0.0,,,20900000.0,,,,,,,,,,,,,,,,,,134500000.0,8600000.0,,102300000.0,8500000.0,,,,222200000.0,,,,,,94600000.0,,,168700000.0,,,,12400000.0,,,,5800000.0,,324500000.0,,,503800000.0,,369300000.0,,,,,6200000.0,,5800000.0,,38000000.0,5800000.0,2400000.0,,,,,,,,,,139300000.0,,,4300000.0,,179300000.0,,,,,,,,,0.0,-2300000.0,32400000.0,151800000.0,17000000.0,,100000.0,,11100000.0,29400000.0,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,100000000.0,,,14100000.0,,14100000.0,,,,,,,,,,,,4200000.0,,0.0,294100000.0,1700000.0,30000000.0,-9300000.0,,,,-2400000.0,,,2900000.0,,,61000000.0,34000000.0,-200700000.0,100000.0,,,,,,19500000.0,,,0.025,,,,494800000.0,-500000.0,,,,,,85700000.0,,,,,20600000.0,100000000.0,,,,,,5300000.0,,,0.0,,,15800000.0,,,,,,,,,,,,,,,,,,126000000.0,8600000.0,,121000000.0,8700000.0,,,,212200000.0,,,,,,97100000.0,,,166400000.0,,,,7000000.0,,,,2500000.0,,333200000.0,,,515100000.0,,389100000.0,,,,,10200000.0,,2500000.0,,39200000.0,2500000.0,2700000.0,,,,,,,,,,142000000.0,,,-18300000.0,,181900000.0,,,,,,,,,0.0,-17500000.0,35400000.0,137600000.0,17400000.0,,100000.0,,11300000.0,24400000.0,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,291900000.0,,22700000.0,47200000.0,22700000.0,359600000.0,107500000.0,22700000.0,42100000.0,-45200000.0,11300000.0,,,,73000000.0,400000.0,3900000.0,,0.0,291900000.0,1600000.0,52600000.0,-5200000.0,100000.0,,485700000.0,11000000.0,,,-1900000.0,,,42100000.0,25600000.0,-193800000.0,-100000.0,47500000.0,,,22900000.0,,-200000.0,,,,-28700000.0,,,485700000.0,8600000.0,-193800000.0,-10600000.0,-2200000.0,14800000.0,-100000.0,26200000.0,,,,,-27500000.0,,,,0.1825,,,48000000.0,,,100000.0,-200000.0,0.0,11100000.0,,,48000000.0,,,,,8200000.0,,,26200000.0,690900000.0,189500000.0,2600000.0,,,200000.0,141100000.0,8700000.0,,126800000.0,9300000.0,,316300000.0,10000000.0,189500000.0,0.0,0.1825,-19600000.0,,,99400000.0,38000000.0,22700000.0,174000000.0,-13000000.0,20300000.0,111232877.0,1800000.0,,,,2300000.0,20300000.0,316300000.0,30300000.0,52600000.0,500700000.0,18500000.0,359600000.0,69500000.0,,,,-5400000.0,583400000.0,2300000.0,34500000.0,47500000.0,2300000.0,2600000.0,,500700000.0,127200000.0,25600000.0,141100000.0,184400000.0,,35000000.0,,154200000.0,,,0.0,,184400000.0,,126800000.0,99400000.0,20300000.0,111232877.0,,,200000.0,0.0,-2200000.0,14800000.0,127200000.0,18000000.0,,100000.0,,11300000.0,19800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,113846154.0,,,6900000.0,,6900000.0,,,,,,,,,,,,19900000.0,,22700000.0,290900000.0,12500000.0,13800000.0,-7700000.0,,,,-40600000.0,,,3000000.0,,,28000000.0,26500000.0,-200200000.0,0.0,,,,,,31100000.0,,,0.065,,,,491100000.0,-15800000.0,,,,,10500000.0,70500000.0,,,,,-15000000.0,113846154.0,,,,,,18000000.0,,,,,,44800000.0,,,,,,,,,,,,,,,,,,141000000.0,8500000.0,,102300000.0,21900000.0,,,,192200000.0,,,,,,106900000.0,,,202000000.0,,,,22900000.0,,,,7400000.0,,294500000.0,,,486400000.0,,345400000.0,,,,,23400000.0,,7400000.0,,50900000.0,7400000.0,3300000.0,,,,,,,,,,148700000.0,,,-100000.0,,191900000.0,,,,,,,,,0.0,-6400000.0,15800000.0,125500000.0,30400000.0,,0.0,,11200000.0,53300000.0,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,110909091.0,,,2000000.0,,2000000.0,,,,,,,,,,,,10000000.0,,0.0,293300000.0,3900000.0,12100000.0,-11400000.0,,,,-16300000.0,,,3000000.0,,,27200000.0,26900000.0,-205100000.0,500000.0,,,,,,21500000.0,,,0.055,,,,498400000.0,-4900000.0,,,,,,,,,,,11100000.0,110909091.0,,,,,,84000000.0,,,,,,21800000.0,,,,,,,,,,,,,,,,,,125000000.0,8100000.0,,96100000.0,8800000.0,,,,177800000.0,,,,,,113000000.0,,,174400000.0,,,,13000000.0,,,,6100000.0,,273900000.0,,,472400000.0,,347400000.0,,,,,10100000.0,,6100000.0,,53600000.0,6100000.0,2300000.0,,,,,,,,,,144500000.0,,,2800000.0,,198500000.0,,,,,,,,,0.0,-10000000.0,13800000.0,110400000.0,16900000.0,,0.0,,11600000.0,29900000.0,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,104615385.0,,,300000.0,,300000.0,,,,,,,,,,,,5700000.0,,0.0,295200000.0,2300000.0,12200000.0,-5700000.0,,,,-17300000.0,,,2700000.0,,,32500000.0,27700000.0,-210100000.0,-100000.0,,,,,,26900000.0,,,0.0325,,,,505300000.0,-1700000.0,,,,,,,,,,,13800000.0,104615385.0,,,,,,78400000.0,,,0.0,,,17000000.0,,,,,,,,,,,,,,,,,,107700000.0,8500000.0,,90600000.0,8700000.0,,,,171800000.0,,,,,,116400000.0,,,173700000.0,,,,8300000.0,,,,3400000.0,,262400000.0,,,463100000.0,,355400000.0,,,,,21200000.0,,3400000.0,,57100000.0,3400000.0,2100000.0,,,,,,,,,,148200000.0,,,-5700000.0,,200700000.0,,,,,,,,,0.0,-11400000.0,15800000.0,98900000.0,17200000.0,,100000.0,,11800000.0,25500000.0,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,295700000.0,,6700000.0,81700000.0,6700000.0,353600000.0,135300000.0,6700000.0,33800000.0,-72300000.0,12400000.0,,,,101400000.0,0.0,5100000.0,,0.0,295700000.0,2100000.0,3700000.0,-15600000.0,600000.0,,511200000.0,1900000.0,,,2700000.0,,,33800000.0,24100000.0,-215500000.0,0.0,60700000.0,,,22700000.0,,2200000.0,,,,-40400000.0,,-1600000.0,511200000.0,6400000.0,-215500000.0,-10000000.0,-25400000.0,8700000.0,-5000000.0,34500000.0,,,,,-9100000.0,,,,0.18,,,46900000.0,,,700000.0,-16000000.0,0.0,17500000.0,,,46900000.0,,,,,11400000.0,,,34500000.0,731200000.0,184400000.0,7000000.0,,,,118800000.0,8900000.0,,85100000.0,9700000.0,,269500000.0,20900000.0,184400000.0,0.0,0.18,800000.0,,,119500000.0,52300000.0,6700000.0,181000000.0,0.0,20000000.0,111111111.0,7800000.0,,,,3000000.0,20000000.0,269500000.0,40900000.0,3700000.0,472400000.0,41300000.0,353600000.0,83000000.0,,,,-13400000.0,595900000.0,3000000.0,33900000.0,60700000.0,3000000.0,7000000.0,,472400000.0,115000000.0,24100000.0,118800000.0,202900000.0,-2900000.0,49100000.0,,154600000.0,,,3000000.0,,202900000.0,,85100000.0,119500000.0,20000000.0,111111111.0,,,1100000.0,0.0,2400000.0,8700000.0,115000000.0,18600000.0,,0.0,,12400000.0,26400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,114666667.0,,,100000.0,,100000.0,,,,,,,,,,,,13100000.0,,6700000.0,299700000.0,4500000.0,3700000.0,-14000000.0,,,,-8000000.0,,,2600000.0,,,33100000.0,23100000.0,-221900000.0,0.0,,,,,,13700000.0,,,0.075,,,-600000.0,521600000.0,-6500000.0,,,,,3300000.0,71600000.0,,,,,-15100000.0,114666667.0,,,,,,14900000.0,,,,,,24900000.0,,,,,,,,,,,,,,,,,3400000.0,124000000.0,8300000.0,,90200000.0,9100000.0,,,,178700000.0,,,,,,128100000.0,,,195300000.0,,,,15800000.0,,,,8600000.0,,268900000.0,,,479900000.0,,355900000.0,,,,,-300000.0,,8600000.0,,62400000.0,8600000.0,12300000.0,,,,,,,,,,162100000.0,,,-100000.0,,211000000.0,,,,,,,,,0.0,-12300000.0,8700000.0,107600000.0,17400000.0,,-100000.0,,12300000.0,33200000.0,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,113043478.0,,,400000.0,,400000.0,,,,,,,,,,,,9800000.0,,0.0,303400000.0,3300000.0,3500000.0,-13600000.0,,,,-18000000.0,,,2100000.0,,,35100000.0,23800000.0,-229800000.0,0.0,,,,,,30200000.0,,,0.0575,,,-100000.0,533200000.0,200000.0,,,,,,82100000.0,,,,,10100000.0,113043478.0,,,,,,5800000.0,,,,,,21100000.0,,,,,,,,,,,,,,,,,12100000.0,114300000.0,8500000.0,,91400000.0,9200000.0,,,,167700000.0,,,,,,134600000.0,,,187500000.0,,,,11900000.0,,,,6500000.0,,259100000.0,,,476600000.0,,362300000.0,,,,,16600000.0,,6500000.0,,66400000.0,6500000.0,12700000.0,,,,,,,,,,157900000.0,,,100000.0,,217500000.0,,,,,,,,,0.0,-11800000.0,8700000.0,92600000.0,17700000.0,,0.0,,12500000.0,29600000.0,0.0575,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,109473684.0,,,1400000.0,,1400000.0,,,,,,,,,,,,7500000.0,,0.0,312800000.0,2300000.0,3900000.0,-22000000.0,,,,-4400000.0,,,2000000.0,,,39600000.0,21600000.0,-234600000.0,-100000.0,,,,,,25600000.0,,,0.0475,,,-2700000.0,547400000.0,1000000.0,,,,,,78100000.0,,,,,5900000.0,109473684.0,,,,,,6100000.0,,,100000.0,,,19400000.0,,,,,,,,,,,,,,,,,-11800000.0,104300000.0,8400000.0,,88100000.0,9900000.0,,,,170100000.0,,,,,,139700000.0,,,186300000.0,,,,9500000.0,,,,5200000.0,,258200000.0,,,478300000.0,,374000000.0,,,,,3600000.0,,5200000.0,,68300000.0,5200000.0,12600000.0,,,,,,,,,,158500000.0,,,0.0,,220100000.0,,,,,,,,,0.0,-20200000.0,8700000.0,93100000.0,18300000.0,,0.0,,12700000.0,27800000.0,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,
