,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1064880000,,114708000.0,,,28261000.0,,28261000.0,,,,,,,579000.0,,,,,78236000.0,,26704000.0,1282259000.0,29175000.0,11225000.0,-68811000.0,,,,-44454000.0,,,8615000.0,,,431365000.0,122389000.0,-750226000.0,11465000.0,,,,,,103224000.0,,,0.395,,,-733000.0,2032485000.0,1557000.0,,,,,26537000.0,369947000.0,,,,,-18927000.0,129680000.0,,,,-19263000.0,,11683000.0,,,1239000.0,,,122289000.0,,,,,,,,,,,,,,,,,15367000.0,599835000.0,440722000.0,,392855000.0,35799000.0,,,,859596000.0,,,,,,1004226000.0,,,896332000.0,,,,86490000.0,,,,49061000.0,,1252451000.0,,,2435848000.0,,1836013000.0,,,,,34413000.0,,49061000.0,,211484000.0,49061000.0,31743000.0,,,,,,,,,,333321000.0,,,-4178000.0,482818000.0,1024539000.0,,,,,,,,,28261000.0,-57213000.0,15586000.0,632526000.0,476521000.0,,7837000.0,,53658000.0,563011000.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,1304341000.0,,34863000.0,376775000.0,34863000.0,2126939000.0,2299126000.0,34863000.0,442504000.0,120600000.0,61736000.0,580000.0,,,513930000.0,9748000.0,74388000.0,,28261000.0,1304341000.0,27920000.0,10871000.0,-57140000.0,-6810000.0,,2079279000.0,226555000.0,,,10394000.0,,,442504000.0,380094000.0,-774938000.0,3076000.0,216094000.0,,,17750000.0,,63373000.0,,,,-224370000.0,,-246000.0,2079279000.0,6602000.0,-774938000.0,,-480262000.0,41841000.0,,178824000.0,,,,,22842000.0,,,,1.725,-2832000.0,,0.0,,,957000.0,17113000.0,14541000.0,123732000.0,,,0.0,,,,,38233000.0,580000.0,,178824000.0,3643566000.0,1126501000.0,19992000.0,,,-16899000.0,645791000.0,472440000.0,,395753000.0,38617000.0,,1522254000.0,118430000.0,1126501000.0,34863000.0,1.6,38190000.0,,,1050694000.0,369464000.0,34863000.0,949472000.0,25376000.0,199269000.0,115376000.0,85115000.0,,,,46468000.0,199269000.0,1522254000.0,317699000.0,10871000.0,2772730000.0,152405000.0,2126939000.0,1929662000.0,,-4644000.0,-2832000.0,6233000.0,1344440000.0,46468000.0,1785196000.0,216094000.0,46468000.0,19992000.0,,2772730000.0,868566000.0,380094000.0,645791000.0,1090922000.0,-54318000.0,144466000.0,206058000.0,353300000.0,,,25376000.0,503929000.0,1090922000.0,206058000.0,395753000.0,1050694000.0,199269000.0,130178000.0,,,3152000.0,34863000.0,-283326000.0,41841000.0,868566000.0,511057000.0,,1911000.0,503929000.0,61736000.0,596172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,115128000.0,,,38381000.0,,38381000.0,,,,,,,581000.0,,,,,72746000.0,,34863000.0,1418961000.0,26946000.0,12528000.0,-70436000.0,,,,16068000.0,,,10911000.0,,,587180000.0,194294000.0,-795434000.0,0.0,,,,,,95126000.0,,,0.37,,,-350000.0,2214395000.0,3518000.0,,,,,,431870000.0,,,,,-12813000.0,130174000.0,,,,-9887000.0,,9382000.0,,,1431000.0,,,129282000.0,,,,,,,,,,,,,,,-4650000.0,,17759000.0,764786000.0,341434000.0,,483875000.0,40706000.0,,,,1169598000.0,,,,,,1096877000.0,,,1035482000.0,,,,88576000.0,,,,46183000.0,,1653473000.0,,,2965221000.0,,2200435000.0,,,,,24690000.0,,46183000.0,,229961000.0,45800000.0,41543000.0,,,,,,,,,,566094000.0,,,0.0,602159000.0,1133329000.0,,,,,,,,,38381000.0,-107676000.0,43755000.0,895882000.0,380812000.0,,-4919000.0,,64571000.0,469388000.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,115244000.0,,,36335000.0,,36335000.0,,,,,,,581000.0,,,,,74801000.0,,38381000.0,1433785000.0,27699000.0,13193000.0,-47582000.0,,,,-47639000.0,,,10899000.0,,,648695000.0,169958000.0,-803363000.0,0.0,,,,,,129549000.0,,,0.39,,,0.0,2237148000.0,-2046000.0,,,,,,444322000.0,,,,,13609000.0,129946000.0,,,,-13605000.0,,16382000.0,,,364000.0,,,132654000.0,,,,,,,,,,,,,,,-4653000.0,,10584000.0,711772000.0,332334000.0,,473897000.0,40694000.0,,,,1126754000.0,,,,,,1145167000.0,,,1018700000.0,,,,91960000.0,,,,48289000.0,,1600651000.0,,,2964210000.0,,2252438000.0,,,,,81967000.0,,48289000.0,,229476000.0,47102000.0,25108000.0,,,,,,,,,,554087000.0,,,0.0,575365000.0,1178943000.0,,,,,,,,,36335000.0,-83956000.0,47691000.0,849587000.0,372653000.0,,-6260000.0,,63066000.0,464613000.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,115582000.0,,,34554000.0,,34554000.0,,,,,,,583000.0,,,,,61375000.0,,36335000.0,1449964000.0,22625000.0,11924000.0,-59311000.0,,,,-38959000.0,,,10683000.0,,,652160000.0,148010000.0,-837948000.0,0.0,,,,,,88839000.0,,,0.31,,,-5574000.0,2287912000.0,-1781000.0,,,,,11391000.0,442020000.0,,,,,60322000.0,129820000.0,,,,-17619000.0,,9795000.0,,,545000.0,,,120714000.0,,,,,,,,,,,,,,,-4681000.0,,-66329000.0,728168000.0,338451000.0,,463739000.0,43007000.0,,,,1113016000.0,,,,,,1183012000.0,,,1012868000.0,,,,77707000.0,,,,37845000.0,,1576755000.0,,,2978302000.0,,2250134000.0,,,,,29528000.0,,37845000.0,,221931000.0,38750000.0,30806000.0,,,,,,,,,,553817000.0,,,0.0,580010000.0,1214377000.0,,,,,,,,,34554000.0,-51661000.0,62319000.0,828766000.0,381344000.0,,-5649000.0,,63679000.0,459051000.0,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,1448066000.0,,33125000.0,392880000.0,33125000.0,2213918000.0,1784416000.0,33125000.0,619064000.0,-74899000.0,60729000.0,577000.0,,,501441000.0,-20216000.0,61848000.0,,34554000.0,1448066000.0,23732000.0,16968000.0,-53431000.0,43199000.0,,2267284000.0,-4369000.0,,,10921000.0,,,619064000.0,146788000.0,-819218000.0,422000.0,243617000.0,,,34863000.0,,79366000.0,,,,-230760000.0,,-17610000.0,2267284000.0,-1429000.0,-819218000.0,,-319719000.0,50212000.0,,190181000.0,,,,,-46026000.0,,,,1.47,-21408000.0,,11116000.0,,,732000.0,-1738000.0,422000.0,118460000.0,,,11116000.0,,,,,43405000.0,577000.0,,190181000.0,3938320000.0,1146058000.0,162533000.0,-4644000.0,,81185000.0,808925000.0,289351000.0,,469656000.0,42270000.0,,1615714000.0,101137000.0,1146058000.0,33125000.0,1.375,15092000.0,,,1220186000.0,334764000.0,33125000.0,889288000.0,-7320000.0,170006000.0,115306000.0,76190000.0,,,,37174000.0,169492000.0,1615714000.0,271143000.0,16968000.0,3022843000.0,162120000.0,2213918000.0,1449652000.0,,-18628000.0,-21408000.0,25935000.0,2153904000.0,37174000.0,1294138000.0,243617000.0,38116000.0,162533000.0,,3022843000.0,852229000.0,146788000.0,808925000.0,1220586000.0,-23534000.0,166677000.0,241390000.0,489959000.0,,,-7320000.0,552538000.0,1220586000.0,241390000.0,469656000.0,1220186000.0,169492000.0,129730000.0,,,3072000.0,33125000.0,-76426000.0,50212000.0,852229000.0,323139000.0,,-3421000.0,552538000.0,60729000.0,399329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,115046000.0,,,54188000.0,,54188000.0,,,,,,,580000.0,,,,,89488000.0,,33125000.0,1456699000.0,33086000.0,16113000.0,-57920000.0,,,,-174993000.0,,,11995000.0,,,619404000.0,130695000.0,-853353000.0,-1179000.0,,,,,,134612000.0,,,0.495,,,-1255000.0,2310052000.0,21063000.0,,,,,,463027000.0,,,,,24966000.0,128832000.0,,,,-29192000.0,,52185000.0,,,771000.0,,,156545000.0,,,,,,,,,,,,,,,-4645000.0,,5293000.0,776969000.0,348774000.0,,531325000.0,45506000.0,,,,986684000.0,,,,,,1281595000.0,,,1090981000.0,,,,111039000.0,,,,61409000.0,,1518009000.0,,,2983767000.0,,2206798000.0,,,,,76692000.0,,61409000.0,,251352000.0,56402000.0,37097000.0,,,,,,,,,,587559000.0,,,0.0,624181000.0,1274895000.0,,,,,,,,,54188000.0,61444000.0,50935000.0,684397000.0,392383000.0,,-9556000.0,,61503000.0,503422000.0,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,112850000.0,,,114747000.0,,114747000.0,,,,,,,556000.0,,,,,58030000.0,,54188000.0,1351062000.0,21398000.0,3994000.0,-50927000.0,,,,-236887000.0,,,7450000.0,,,531959000.0,117629000.0,-851307000.0,-36000.0,,,,,,95826000.0,,,1.265,,,-156271000.0,2202369000.0,60559000.0,,,,,,401773000.0,,,,,-23691000.0,127296000.0,,,,-54424000.0,,77814000.0,,,10672000.0,,,113658000.0,,,,,,,,,,,,,,,-4470000.0,,35018000.0,762775000.0,345473000.0,,483581000.0,40252000.0,,,,829209000.0,,,,,,1335654000.0,,,990888000.0,,,,73406000.0,,,,146454000.0,,1312790000.0,,,2763425000.0,,2000650000.0,,,,,44899000.0,,146454000.0,,254199000.0,36632000.0,33784000.0,,,,,,,,,,534021000.0,,,0.0,550437000.0,1281786000.0,,,,,,,,,114747000.0,201620000.0,49161000.0,525849000.0,383461000.0,,-7926000.0,,54479000.0,456867000.0,1.405,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,109364000.0,,,82156000.0,,82156000.0,,,,,,,545000.0,,,,,15010000.0,,114747000.0,1312351000.0,5531000.0,3873000.0,-62496000.0,,,,-71690000.0,,,6404000.0,,,535848000.0,120150000.0,-852004000.0,0.0,,,,,,126005000.0,,,0.075,,,-66911000.0,2164355000.0,-32591000.0,,,,,,425521000.0,,,,,84687000.0,110296000.0,,,,-56223000.0,,96914000.0,,,856000.0,,,111319000.0,,,,,,,,,,,,,,,-4467000.0,,-33118000.0,774676000.0,346541000.0,,526308000.0,38705000.0,,,,831316000.0,,,,,,1279675000.0,,,970772000.0,,,,72614000.0,,,,8319000.0,,1357624000.0,,,2743025000.0,,1968349000.0,,,,,63509000.0,,8319000.0,,259033000.0,9479000.0,33072000.0,,,,,,,,,,513065000.0,,,0.0,505366000.0,1223997000.0,,,,,,,,,82156000.0,-86906000.0,43981000.0,528302000.0,385093000.0,,-47186000.0,,50895000.0,457707000.0,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,1429653000.0,,7963000.0,425426000.0,7963000.0,2250411000.0,1819485000.0,7963000.0,686211000.0,-404555000.0,52835000.0,539000.0,,,477755000.0,-83319000.0,12666000.0,,82156000.0,1429653000.0,3624000.0,5191000.0,-70069000.0,23394000.0,,2303348000.0,79015000.0,,,8403000.0,,,686211000.0,134547000.0,-873695000.0,0.0,289195000.0,,,33125000.0,,68983000.0,,,,-241412000.0,,-24618000.0,2303348000.0,-74193000.0,-873695000.0,,-46033000.0,42713000.0,,177600000.0,,,,,8836000.0,,,,2.165,-51878000.0,,0.0,,,1188000.0,-25162000.0,-1215000.0,102239000.0,,,0.0,,,,,32933000.0,539000.0,,177600000.0,3935480000.0,969562000.0,27267000.0,-4303000.0,,16201000.0,608298000.0,328912000.0,,524170000.0,39251000.0,,1493732000.0,62301000.0,969562000.0,7963000.0,2.0,94798000.0,,,1256437000.0,314041000.0,7963000.0,967175000.0,75000000.0,109843000.0,111316000.0,62988000.0,,,,12274000.0,240845000.0,1493732000.0,172144000.0,5191000.0,2858709000.0,184014000.0,2250411000.0,1505444000.0,,-17885000.0,-51878000.0,-1086000.0,2115995000.0,12274000.0,1349966000.0,289195000.0,9042000.0,27267000.0,,2858709000.0,637654000.0,134547000.0,608298000.0,1205098000.0,-249055000.0,163714000.0,341379000.0,536033000.0,,,75000000.0,499726000.0,1205098000.0,341379000.0,524170000.0,1256437000.0,240845000.0,125294000.0,,,13487000.0,7963000.0,-222191000.0,42713000.0,637654000.0,368154000.0,,-36133000.0,499726000.0,52835000.0,431142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,107536000.0,,,8211000.0,,8211000.0,,,,,,,541000.0,,,,,80859000.0,,7963000.0,1510193000.0,30367000.0,3999000.0,-94938000.0,,,,-43154000.0,,,8525000.0,,,,129547000.0,-905712000.0,0.0,,,,,,110340000.0,,,0.44,,,-1566000.0,2415905000.0,248000.0,,,,,,481776000.0,,,,,38944000.0,121012000.0,,,,-56164000.0,,128974000.0,,,1584000.0,,,124204000.0,,,,,,,,,,,,,,,-4286000.0,,,658579000.0,339340000.0,,614749000.0,39030000.0,,,,945530000.0,,,,,,1310169000.0,,,1034289000.0,,,,85174000.0,,,,51084000.0,,1560279000.0,,,2985047000.0,,2326468000.0,,,,,15402000.0,,51084000.0,,300716000.0,50492000.0,25608000.0,,,,,,,,,,570745000.0,,,28000000.0,547800000.0,1254546000.0,,,,,,686728000.0,,,8211000.0,-66938000.0,41281000.0,603533000.0,378370000.0,,15387000.0,,53556000.0,463544000.0,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,107460000.0,,,124350000.0,,124350000.0,,,,,,,587000.0,,,,,97220000.0,,8211000.0,1549177000.0,36349000.0,3646000.0,-71985000.0,,,,84392000.0,,,8697000.0,,,,130843000.0,-921673000.0,10407000.0,,,,,,78732000.0,,,0.52,,,-69442000.0,2470850000.0,116139000.0,,,,,,426568000.0,,,,,-93608000.0,119974000.0,,,,-68610000.0,,169161000.0,,,1054000.0,,,136134000.0,,,,,,,,,,,,,,,-4334000.0,,,779040000.0,351969000.0,,599375000.0,40369000.0,,,,836026000.0,,,,,,1371341000.0,,,1047673000.0,,,,95765000.0,,,,60259000.0,,1435401000.0,,,3145621000.0,,2366581000.0,,,,,6747000.0,,60259000.0,,335302000.0,60871000.0,28047000.0,,,,,,,,,,559570000.0,,,25000000.0,546344000.0,1530968000.0,,,,,,686561000.0,,,124350000.0,-46985000.0,35440000.0,465284000.0,392338000.0,,21644000.0,,54043000.0,488103000.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,113588000.0,,,14817000.0,,14817000.0,,,,,,,559000.0,,,,,179733000.0,,124350000.0,1609890000.0,65704000.0,3137000.0,-66085000.0,,,,-150313000.0,,,6140000.0,,,,130999000.0,-949480000.0,2905000.0,,,,,,60948000.0,,,1.0,,,-149335000.0,2559370000.0,-109533000.0,,,,,,464102000.0,,,,,85640000.0,114002000.0,,,,-17230000.0,,161280000.0,,,1567000.0,,,111454000.0,,,,,,,,,,,,,,,-4470000.0,,47291000.0,712892000.0,325960000.0,,628519000.0,40961000.0,,,,837022000.0,,,,,,1431038000.0,,,1043457000.0,,,,70493000.0,,,,113945000.0,,1465541000.0,,,3149027000.0,,2436135000.0,,,,,-5137000.0,,113945000.0,,347813000.0,114029000.0,20779000.0,,,,,,,,,,606043000.0,,,91571000.0,584764000.0,1496445000.0,,,,,,695246000.0,,,14817000.0,-20168000.0,24403000.0,464806000.0,366921000.0,,130328000.0,,64352000.0,437414000.0,1.005,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,1685085000.0,,14939000.0,169239000.0,14939000.0,2548536000.0,1837011000.0,14939000.0,,116106000.0,64532000.0,538000.0,,,486963000.0,167999000.0,54660000.0,,14817000.0,1685085000.0,20458000.0,1938000.0,-108132000.0,-175427000.0,,2665209000.0,225181000.0,,,10974000.0,,,,143460000.0,-980124000.0,5519000.0,340815000.0,,,7963000.0,,-80781000.0,,,,-341140000.0,,-130029000.0,2665209000.0,122000.0,-980124000.0,,-278369000.0,35888000.0,,190159000.0,,,,,-167183000.0,,,,2.38,-23453000.0,,0.0,,,1432000.0,6976000.0,18831000.0,115171000.0,,,0.0,,,719991000.0,,34336000.0,538000.0,,190159000.0,4191300000.0,1198066000.0,19113000.0,-4355000.0,,-181791000.0,728506000.0,332779000.0,,502451000.0,43334000.0,,1700517000.0,152878000.0,1198066000.0,14939000.0,2.28,-136207000.0,,,1425379000.0,323269000.0,14939000.0,1065881000.0,144571000.0,259594000.0,109114000.0,71837000.0,,,,34170000.0,259458000.0,1700517000.0,412472000.0,1938000.0,3277042000.0,-171901000.0,2548536000.0,1513742000.0,,-17445000.0,-23453000.0,-188913000.0,2354289000.0,34170000.0,1350048000.0,340815000.0,34202000.0,19113000.0,,3277042000.0,821363000.0,143460000.0,728506000.0,1402464000.0,-350372000.0,163694000.0,310354000.0,617931000.0,,,0.0,595009000.0,1402464000.0,310354000.0,502451000.0,1425379000.0,259458000.0,115816000.0,719991000.0,,5637000.0,14939000.0,-144278000.0,35888000.0,821363000.0,376113000.0,,640000.0,595009000.0,64532000.0,447950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,106986000.0,,,11215000.0,,11215000.0,,,,,,,,,,,,80685000.0,,14939000.0,1775471000.0,31113000.0,2851000.0,-99349000.0,,,,79521000.0,,,12722000.0,,,,146206000.0,-1012665000.0,2340000.0,,,,,,98976000.0,,,0.46,,,-3288000.0,2788136000.0,-3724000.0,,,,,,497560000.0,,,,,-13687000.0,107372000.0,,,,1461195000.0,,21693000.0,,,115000.0,,,150648000.0,,,,,,,,,,,,,,,-4310000.0,,,807643000.0,360621000.0,,522104000.0,43482000.0,,,,1296516000.0,,,,,,,,,1197601000.0,,,,107166000.0,,,,49508000.0,,1818620000.0,,,3467188000.0,,2659545000.0,,,,,-373000.0,,49508000.0,,353157000.0,49572000.0,25835000.0,,,,,,,,,,686351000.0,,,-14762000.0,667282000.0,1461195000.0,,,,,,737868000.0,,,11215000.0,-182221000.0,32935000.0,910424000.0,404084000.0,,433000.0,,67638000.0,511250000.0,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,106998000.0,,,12663000.0,,12663000.0,,,,,,,,,,,,85235000.0,,11215000.0,1840847000.0,33193000.0,3014000.0,-85238000.0,,,,34503000.0,,,13040000.0,,,,143281000.0,-1042442000.0,5931000.0,,,,,,60000000.0,,,0.485,,,-53000.0,2883289000.0,1448000.0,,,,,,491068000.0,,,,,-15604000.0,107456000.0,,,,1514774000.0,,57000.0,,,1329000.0,,,153414000.0,,,,,,,,,,,,,,,-4311000.0,,,801783000.0,357737000.0,,494139000.0,45406000.0,,,,1322994000.0,,,,,,,,,1178976000.0,,,,108008000.0,,,,52071000.0,,1817133000.0,,,3531680000.0,,2729897000.0,,,,,-25238000.0,,52071000.0,,342872000.0,52042000.0,28178000.0,,,,,,,,,,667825000.0,,,0.0,647852000.0,1514774000.0,,,,,,745769000.0,,,12663000.0,-93055000.0,29062000.0,951060000.0,403143000.0,,-1058000.0,,68562000.0,511151000.0,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,106962000.0,,,13574000.0,,13574000.0,,,,,,,,,,,,43758000.0,,12663000.0,1894507000.0,14756000.0,3329000.0,-78779000.0,,,,-62151000.0,,,12881000.0,,,,143695000.0,-1077280000.0,3710000.0,,,,,,163805000.0,,,0.27,,,-11045000.0,2971787000.0,911000.0,,,,,,554582000.0,,,,,88422000.0,107258000.0,,,,1534839000.0,,0.0,,,-403000.0,,,113053000.0,,,,,,,,,,,,,,,-4296000.0,,,806880000.0,393905000.0,,557911000.0,46529000.0,,,,1302766000.0,,,,,,,,,1180217000.0,,,,66505000.0,,,,28854000.0,,1860677000.0,,,3598928000.0,,2792048000.0,,,,,85026000.0,,28854000.0,,353328000.0,29002000.0,30172000.0,,,,,,,,,,673259000.0,,,0.0,631527000.0,1534839000.0,,,,,,753846000.0,,,13574000.0,-100743000.0,48810000.0,900628000.0,440453000.0,,-82000.0,,70874000.0,506958000.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,1933916000.0,,16354000.0,348495000.0,16354000.0,2833810000.0,2035572000.0,16354000.0,,102469000.0,72399000.0,525000.0,,,553551000.0,-214000.0,65391000.0,,13574000.0,1933916000.0,25488000.0,3116000.0,-76447000.0,,,3046331000.0,50596000.0,,,12983000.0,,,,149499000.0,-1112415000.0,4994000.0,344755000.0,,,14939000.0,,25714000.0,,,,-339813000.0,,-59705000.0,3046331000.0,2780000.0,-1112415000.0,,-449549000.0,40022000.0,,175222000.0,,,,,-60582000.0,,,,1.595,-82652000.0,,0.0,,,1223000.0,1415000.0,16975000.0,136455000.0,,,0.0,,,750395000.0,,51626000.0,525000.0,,175222000.0,4751005000.0,1393563000.0,35755000.0,-4252000.0,,,774847000.0,369758000.0,,487711000.0,47864000.0,,1881274000.0,104550000.0,1393563000.0,16354000.0,1.59,-1451000.0,,,1599326000.0,370270000.0,16354000.0,1194211000.0,0.0,170519000.0,106762000.0,88591000.0,,,,39954000.0,170387000.0,1881274000.0,275069000.0,3116000.0,3608657000.0,8682000.0,2833810000.0,1665302000.0,,-17169000.0,-82652000.0,-50733000.0,2715433000.0,39954000.0,1482021000.0,344755000.0,39903000.0,35755000.0,,3608657000.0,1008786000.0,149499000.0,774847000.0,1517199000.0,-74091000.0,183281000.0,309373000.0,687998000.0,,,14762000.0,627186000.0,1517199000.0,309373000.0,487711000.0,1599326000.0,170387000.0,107138000.0,750395000.0,,2264000.0,16354000.0,-73530000.0,40022000.0,1008786000.0,417622000.0,,493000.0,627186000.0,72399000.0,506213000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,102526000.0,,,8916000.0,,8916000.0,,,,,,,525000.0,,,,,100273000.0,,16354000.0,1959265000.0,38610000.0,3774000.0,-81751000.0,,,,-59598000.0,,,13479000.0,,,,140946000.0,-1153137000.0,0.0,,,,,,131676000.0,,,0.6,,,-89799000.0,3112402000.0,-7438000.0,,,,,,520847000.0,,,,,4127000.0,102672000.0,,,,,,22708000.0,,,1093000.0,,,174401000.0,,,,,,,,,,,,,,,-4072000.0,,5610000.0,836232000.0,391037000.0,,547329000.0,47370000.0,,,,1428651000.0,,,,,,1486687000.0,,,1297715000.0,,,,127031000.0,,,,61663000.0,,1975980000.0,,,3686282000.0,,2850050000.0,,,,,49925000.0,,61663000.0,,349369000.0,61663000.0,31710000.0,,,,,,,,,,732277000.0,,,0.0,699740000.0,1487212000.0,,,,,,749839000.0,,,8916000.0,-79516000.0,37974000.0,1041308000.0,438407000.0,,-13279000.0,,73382000.0,565438000.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
