date,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTaxProvision,annualBasicEPS,annualOtherCurrentAssets,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInInventory,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,quarterlyNetIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyInventory,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,trailingGrossProfit,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingPretaxIncome,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
,,56573790000.0,,,,,,,,,,,,,2360620000.0,,,,3964400000.0,6658390000.0,26174050000.0,,,,,0.0,0.0,,,56952210000.0,,,3847270000.0,,,,,6730470000.0,,19767940000.0,,,,,21551920000.0,,0.36905,,2892210000.0,,,,,3940906906.0,,,,43428200000.0,21200530000.0,,30778160000.0,,,,11595870000.0,,,,-13145590000.0,,,,,,,,1459620000.0,,,,0.0,,1459620000.0,,2000220000.0,,5027580000.0,,,,,3622020000.0,,,,,4865400000.0,,,,,,,19200310000.0,,,,,-928030000.0,,,4369850000.0,2748050000.0,,,,,14334910000.0,,,,,11217450000.0,,,,,,0.0,11217450000.0,,,,,,,76368760000.0,,,8081970000.0,,,,,18605650000.0,40968470000.0,,,,1459620000.0,0.0,97920680000.0,3940906906.0,,,0.36905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60574995000.0,,,,,,,,,,,,,3192345000.0,,,,7339410000.0,8274240000.0,26294580000.0,,,,,0.0,0.0,,,60336315000.0,,,4942665000.0,,,,,7846605000.0,,22356360000.0,,,,,21341970000.0,,0.049725,,2903940000.0,,,,,3930924924.0,,,,46065240000.0,26065845000.0,,34041735000.0,,,,12968280000.0,,,,-14509755000.0,,,,,,,,188955000.0,,,,0.0,,188955000.0,,2048670000.0,,3689595000.0,,,,,3987945000.0,,,,,5121675000.0,,,,,,,24017175000.0,,,,,-2237625000.0,,,4654260000.0,2466360000.0,,,,,15235740000.0,,,,,7548255000.0,,,,,,0.0,7548255000.0,,,,,,,87416550000.0,,,10392525000.0,,,785655000.0,,26115570000.0,48422205000.0,,,,188955000.0,0.0,108758520000.0,3930924924.0,,,0.049725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67665647840.0,,,,,,,,,,,,,3058104000.0,,,,4464831840.0,9531090800.0,12497451680.0,,,,,0.0,0.0,,,47614679280.0,,,5769622880.0,,,,,8654434320.0,,24475025680.0,,,,,16646279440.0,,0.06789,,2895005120.0,,,,,3883897898.0,1243628960.0,,,52793068720.0,35168196000.0,1498470960.0,35117227600.0,,,,15423037840.0,,,,-14872579120.0,,,,,,,,254842000.0,,,,0.0,,254842000.0,,2089704400.0,,4036697280.0,,,,,4383282400.0,,,,,6768603520.0,,,,,,,33078491600.0,,,,,-1213047920.0,,,5596330320.0,2273190640.0,,,,,30438328480.0,,,,,5524974560.0,,,,,,0.0,5524974560.0,,,,,,,90611621520.0,,,10907237600.0,,,407747200.0,,7380224320.0,59643221680.0,,,,254842000.0,0.0,107257900960.0,3883897898.0,,,0.06789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,88862334330.0,,-24696102970.0,,3189610270.0,20716882340.0,12332467070.0,-27823375580.0,-374025960.0,,,,21516882310.0,3866221310.0,,,,592207770.0,11023376210.0,-15511687730.0,,-4041558290.0,6524675080.0,,9215584070.0,-33236362390.0,,3303895980.0,48374024160.0,4498701130.0,1963636290.0,6205000620.0,2410389520.0,,,57890906920.0,9781880290.0,,26015583440.0,92374022510.0,33298700050.0,-5890908870.0,,21516882310.0,,,64332465120.0,3535321230.0,,,2254545370.0,1464935010.0,,470052940.0,1.158372,592207770.0,61038958750.0,38316881680.0,3021761190.0,33651946790.0,602597380.0,,,17432191000.0,,2722077820.0,-602597380.0,-27823375580.0,,10306493120.0,4498701130.0,24592206870.0,,2690908990.0,4498701130.0,2551708250.0,,9080519140.0,,18805194100.0,-33236362390.0,2551708250.0,48374024160.0,0.0,,1963636290.0,2077922000.0,,1.158372,36238959680.0,6316882880.0,,26015583440.0,,3936900000.0,7650310710.0,,113890904820.0,3033766120.0,20955843370.0,8342856830.0,33651946790.0,36238959680.0,,,2077922000.0,2722077820.0,-478869790.0,6316882880.0,30233765100.0,5915658980.0,3033766120.0,-15511687730.0,-3771428430.0,1464935010.0,10680519080.0,28145453490.0,,,61038958750.0,,9215584070.0,18805194100.0,38316881680.0,11023376210.0,28145453490.0,,0.0,10680519080.0,30233765100.0,9215584070.0,20924674540.0,,12581817710.0,,92374022510.0,88862334330.0,,10306493120.0,9215584070.0,-17620778560.0,1666250880.0,3936900000.0,3189610270.0,64332465120.0,,7802597110.0,,2551708250.0,-5890908870.0,113890904820.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,91271534200.0,,,,,,,,,,,,,3717671700.0,,,,2467671940.0,8922412080.0,18049565500.0,,,,,0.0,0.0,,,55948265120.0,,,6476291860.0,,,,,9795256740.0,,21508616560.0,,,,,18890082580.0,,0.753556,,3308189020.0,,,,,3903903904.0,915948100.0,,,62413781120.0,39256457980.0,3911637180.0,37898699620.0,,,,17241376000.0,,,,-28857753080.0,,,,,,,,2995689080.0,,,,0.0,,2995689080.0,,2058189260.0,,4525861200.0,,,,,4956895600.0,,,,,7446119260.0,,,,,,,37198268720.0,,,,,344827520.0,,,6077585040.0,2596982260.0,,,,,30851287180.0,,,,,8868532780.0,,,,,,0.0,8868532780.0,,,,,,,97823257080.0,,,8060343280.0,,,161637900.0,,4558188780.0,60765074540.0,,,,2995689080.0,0.0,116713339660.0,3903903904.0,,,0.753556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,92022973560.0,,,,,,,,,,,,,4129638100.0,,,,2634604560.0,12190273480.0,20439094900.0,,,,,0.0,0.0,,,61840023700.0,,,7611079840.0,,,,,11280707620.0,,24307363500.0,,,,,23502345440.0,,1.114061,,3669627780.0,,,,,3903903904.0,595922460.0,,,64025072720.0,38285404360.0,5143751760.0,41400928800.0,,,,19717715080.0,,,,-27997900840.0,,,,,,,,4547829300.0,,,,0.0,,4547829300.0,,2007317760.0,,5509669060.0,,,,,5122842200.0,,,,,8437007460.0,,,,,,,36278086600.0,,,,,1484578760.0,,,7151069520.0,3042340980.0,,,,,33016195240.0,,,,,12702557700.0,,,,,,0.0,12702557700.0,,,,,,,100930446120.0,,,6607420960.0,,,345007740.0,,3889178160.0,62592767860.0,,,,4547829300.0,0.0,124432791560.0,3903903904.0,,,1.114061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93618921520.0,,,,,,,,,,,,,4744647360.0,,,,3909940880.0,15200444320.0,19088419240.0,,,,,0.0,0.0,,,64217484060.0,,,8204286060.0,,,,,12246022700.0,,30115331160.0,,,,,31960471800.0,,0.512027,,4052719620.0,,,,,3878678678.0,1878089580.0,,,64206501080.0,42185626180.0,3822077040.0,45129064820.0,,,,21317964180.0,,,,-29412420440.0,,,,,,,,1943987460.0,,,,0.0,,1943987460.0,,3031302480.0,,5041187820.0,,,,,5985724100.0,,,,,9071941480.0,,,,,,,39154323700.0,,,,,-351455360.0,,,7501375340.0,3602417440.0,,,,,33695782640.0,,,,,18462389380.0,,,,,,0.0,18462389380.0,,,,,,,104557969600.0,,,9873699020.0,,,450302180.0,,6655685880.0,72300957340.0,,,,1943987460.0,0.0,136518441400.0,3878678678.0,,,0.512027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,111711919300.0,,-22287872499.0,,7518225710.0,30408767132.0,16575415358.0,-40778448451.0,79982077.0,,,,29458651232.0,5239135344.0,,,-972341226.0,2634171153.0,19880744354.0,-14736051407.0,,-1272181689.0,-225095774.0,,9273731254.92,-28729108374.12,,3267022203.0,63907581993.0,15334154402.0,3097601654.0,9319612069.0,3774606838.2,,,85665403968.0,14813189416.0,,39656293308.0,120038996917.0,48311278416.0,6656910395.0,,29458651232.0,,,80507695888.0,5493588538.0,,,-676563096.0,792322800.0,,-126718617.0,3.850748,2634171153.0,70933470849.0,40851402580.0,5652243185.0,47552181695.0,-2095324503.0,,,27082188648.0,,4608476182.0,-791371565.0,-40778448451.0,,12069471118.0,15334154402.0,37354125552.0,,9482481221.0,15334154402.0,5778961802.0,,712933846.0,,28995890829.84,-28678470667.0,5778961802.0,63907581993.0,128998657.0,35878346.0,3097601654.0,3637153337.0,,3.850748,37085250586.0,11378079947.0,,39656293308.0,,3873600000.0,12268999232.0,,149497648149.0,5212488025.0,-491396810.0,14042164643.0,47552181695.0,37085250586.0,,,3637153337.0,4608476182.0,593324310.0,11378079947.0,31091451705.0,9574054072.0,5212488025.0,-14736051407.0,2087009590.0,792322800.0,10049708247.0,41587300358.0,,,70933470849.0,,9257385447.0,28944782894.0,40851402580.0,19880744354.0,41587300358.0,,0.0,10049708247.0,31091451705.0,9257385447.0,31944675927.0,,17902511284.0,,120038996917.0,111711919300.0,,12069471118.0,9257385447.0,-7103532014.0,2808104598.2,3903903904.0,7518225710.0,80507695888.0,,18601176605.0,,5778961802.0,6668664532.2,149497648149.0,,,,,128998657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,113859565000.0,,,,,,,,,,,,,5274875000.0,,,,3198240000.0,20666405000.0,72959850000.0,,,,,0.0,0.0,,,72959850000.0,,,9805715000.0,,,,,15158325000.0,,38834185000.0,,,,,34936330000.0,,1.097396,,5363715000.0,,,,,3854654654.0,1254865000.0,,,73392945000.0,45075195000.0,5463660000.0,,,,,27873550000.0,,,,-40466620000.0,,,,,,,,4208795000.0,,,,0.0,,4208795000.0,,3764595000.0,,8162175000.0,,,,,11449255000.0,,,,,12715225000.0,,,,,,,41310600000.0,,,,,988345000.0,,,9883450000.0,4908410000.0,,,,,42332260000.0,,,,,15380425000.0,,,,,,0.0,15380425000.0,,,,,,,121932900000.0,,,10005605000.0,,,723025550.0,,6207695000.0,83909380000.0,,,,4208795000.0,0.0,156869230000.0,3854654654.0,,,1.097396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,119956287000.0,,,,,,,,,,,,,6066043000.0,,,,3371298000.0,26741044000.0,73537871000.0,,,,,0.0,0.0,,,73537871000.0,,,10240031000.0,,,,,16122602000.0,,41888951000.0,,,,,38517653000.0,,0.796498,,5859637000.0,,,,6754063000.0,3855855856.0,1261370000.0,,,78170539000.0,48987024000.0,4300125000.0,,,,,30467819000.0,,,,-41785748000.0,,,,,,,,3038755000.0,,,,0.0,,3038755000.0,,3692374000.0,,9437341000.0,,,,,12430228000.0,,,,,14345217000.0,,,,,,,45294650000.0,,,,,-963228000.0,,,10056559000.0,6960469000.0,,,,,41109195000.0,,,,,9001595000.0,,,,,,0.0,15755658000.0,,,,,,,125896193000.0,,,5710566000.0,,,562571940.0,,6616459000.0,90875975000.0,,,,3038755000.0,0.0,164413846000.0,3855855856.0,,,0.796498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,125405238000.0,,,,,,,,,,,,,10921586000.0,,,,3337782000.0,27973792000.0,79277999000.0,,,,,0.0,0.0,,,79277999000.0,,,15337903000.0,,,,,18028564000.0,,44980586000.0,,,,,42392102000.0,,1.92615,,7106978000.0,,,,,3714714714.0,1316948000.0,,,84034906000.0,50974970000.0,8514750000.0,,,,,33707057000.0,,,,-41370332000.0,,,,,,,,7197802000.0,,,,0.0,,7197802000.0,,3916785000.0,,10229053000.0,,,,,15360609000.0,,,,,15678493000.0,,,,,,,47058185000.0,,,,,2577131000.0,,,7106978000.0,8764516000.0,,,,,43481990000.0,,,,,14929195000.0,,,,,,0.0,14929195000.0,,,,,,,132841453000.0,,,6777741000.0,,,545764800.0,,5324557000.0,95955556000.0,,,,7197802000.0,0.0,175233555000.0,3714714714.0,,,1.92615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,133130509560.0,,-21160150740.0,,9811484640.0,45688829022.0,27153914562.0,-48491894574.0,2657299302.0,,,,55133449164.0,-7893951064.0,,,-12387754566.0,3967307532.0,36451624536.0,-9583378506.0,,-2886516036.0,6727137426.0,,16527354868.08,-26690028613.92,,8503830882.0,75662801316.0,16459869420.0,5507221068.0,-2630693604.0,4596164162.52,,,134310688650.0,19278134958.0,,54393012144.0,138857684958.0,69106451958.0,16553792862.0,,55133449164.0,,,116674294014.0,8625818562.0,,,-382857138.0,2581656336.0,,4621104882.0,4.383834,3967307532.0,84638614986.0,62281281870.0,6503722302.0,52557201450.0,-5723987976.0,,,41272853650.0,,7059129084.0,-1566856692.0,-48491894574.0,,5375037456.0,16459869420.0,65204236692.0,,9737551998.0,16459869420.0,1882617420.0,,,,37857484786.59,-26588830176.0,1882617420.0,75662801316.0,222053364.0,-11106.0,5507221068.0,6173336736.0,,4.383834,55885891770.0,20740255092.0,,54393012144.0,,3750600000.0,21994718692.0,,193991134122.0,11206842480.0,-4397987106.0,18534925566.0,52557201450.0,55885891770.0,,1748239884.0,6173336736.0,7059129084.0,1591805962.0,20740255092.0,32688978372.0,27172086022.0,11206842480.0,-9583378506.0,4168936962.0,2581656336.0,19046345760.0,44407585332.0,,,84638614986.0,,16464689424.0,37713943602.0,62281281870.0,36451624536.0,44407585332.0,,0.0,19046345760.0,32688978372.0,16464689424.0,41952548502.0,,23417622936.0,,138857684958.0,133130509560.0,,5375037456.0,16464689424.0,-7176919320.0,2742837862.52,3750600000.0,9811484640.0,116674294014.0,,24963700302.0,,1882617420.0,16616797438.29,193991134122.0,,,,,222053364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,135746163000.0,,,,,,,,,,,,,12590172000.0,,,,4196724000.0,31028970000.0,21999316500.0,,,,,0.0,0.0,,,79302457500.0,,,17255679000.0,,,,,20726905500.0,,48920854500.0,,,,,47514505500.0,,1.23156,,8125572000.0,,,,,3672000000.0,2957797500.0,,,87015054000.0,59926093500.0,7444720500.0,57303141000.0,,,,38775051000.0,,,,-48731109000.0,,,,,,,,4486923000.0,,,,0.0,,4486923000.0,,6841999500.0,,12512041500.0,,,,,19275910500.0,,,,,18048145500.0,,,,,,,53084094000.0,,,,,479944500.0,,,8136733500.0,8549709000.0,,,,,43942825500.0,,,,,15492162000.0,,,,,,0.0,15492162000.0,,,,,,,140634900000.0,,,5379843000.0,,,960357700.0,,9677020500.0,108846948000.0,,,,4486923000.0,0.0,188149405500.0,3672000000.0,,,1.23156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,140304582000.0,,,,,,,,,,,,,12840854000.0,,,,4584485500.0,46134740500.0,18735192500.0,,,,,0.0,0.0,,,81361197000.0,,,17887009000.0,,,,,20699972000.0,,68498870000.0,,,,,58997067500.0,,2.202593,,8932768000.0,,,,,3660000000.0,2404976000.0,,,93429023000.0,57601322500.0,10285567000.0,62626004500.0,,,,42473594000.0,,,,-46875559000.0,,,,,,,,7880591000.0,,,,0.0,,7880591000.0,,7375975500.0,,13409888500.0,,,,,21397844500.0,,,,,21773622000.0,,,,,,,50225347000.0,,,,,4541539500.0,,,7859118000.0,10425141500.0,,,,,48013628000.0,,,,,22589596000.0,,,,,,0.0,22589596000.0,,,,,,,148464322000.0,,,8954241000.0,,,945728080.0,,7021671000.0,126100192500.0,,,,7880591000.0,0.0,207461389500.0,3660000000.0,,,2.202593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,155323710000.0,,,,,,,,,,,,,14616045000.0,,,,5205420000.0,48494295000.0,18993330000.0,,,,,0.0,0.0,,,86803605000.0,,,19832220000.0,,,,,24284790000.0,,73628730000.0,,,,,51140025000.0,,1.236825,,9668745000.0,,,,,3638000000.0,3377070000.0,,,108367380000.0,56345445000.0,7797375000.0,67810275000.0,,,,45439875000.0,,,,-46956330000.0,,,,,,,,4420305000.0,,,,0.0,,4420305000.0,,7754355000.0,,15379650000.0,,,,,23435145000.0,,,,,21155085000.0,,,,,,,48591090000.0,,,,,-440955000.0,,,9668745000.0,11443320000.0,,,,,49913955000.0,,,,,11056140000.0,,,,,,0.0,11056140000.0,,,,,,,165637755000.0,,,9754785000.0,,,1140447640.0,,7356420000.0,129974175000.0,,,,4420305000.0,0.0,216777780000.0,3638000000.0,,,1.236825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,173698977100.0,,-48764397110.0,,7510600790.0,59287789660.0,38012760830.0,-61774364025.0,-2937775555.0,,,,60211899715.0,-5513017520.0,,,-6553945145.0,3593432260.0,45971654300.0,-15680966290.0,9255483875.0,-4000889035.0,-5795514010.0,,11285485860.0,-51355348770.0,,336973175.0,84701967900.0,31664746685.0,8221805790.0,742063675.0,7115754635.0,,,182289877055.0,26855007140.0,,89272213690.0,169954748150.0,93009012140.0,11818603005.0,,60211899715.0,,,144441638110.0,11103750830.0,,,10465222350.0,1506109275.0,,-8449861825.0,8.681478,3593432260.0,111924613075.0,55169424420.0,6413047665.0,66480004140.0,-1336046360.0,,,54746332055.0,,8803061960.0,-13503575030.0,-61774364025.0,,17020207765.0,31664746685.0,89280864915.0,,17081010485.0,31664746685.0,14747131685.0,,,,60583000115.0,-51355348770.0,14747131685.0,84701967900.0,114748150.0,10615.0,8221805790.0,3486411830.0,,8.681478,51568264440.0,30864481835.0,12253828620.0,89272213690.0,9255483875.0,3653800000.0,27891324915.0,12253828620.0,230166647865.0,12962390485.0,-15023165355.0,21279805580.0,66480004140.0,51568264440.0,,-2329472365.0,3486411830.0,8803061960.0,-2366151530.0,30864481835.0,33902930050.0,32368024660.0,12962390485.0,-15680966290.0,2269253470.0,1506109275.0,12791595135.0,37608499170.0,,,111924613075.0,,11285485860.0,60583000115.0,55169424420.0,45971654300.0,37608499170.0,,0.0,12791595135.0,33902930050.0,11285485860.0,55001038675.0,,33721222480.0,,169954748150.0,173698977100.0,,17020207765.0,11285485860.0,-261479295.0,4049456735.0,3653800000.0,7510600790.0,144441638110.0,,32117497665.0,,14747131685.0,11818603005.0,230166647865.0,,,,,114748150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,177072336000.0,,,,,,,,,,,,,18298344000.0,,,,5465598000.0,53221668000.0,95925048000.0,,,,,0.0,0.0,,,95925048000.0,,,24242046000.0,,,,,28186404000.0,,91089678000.0,,,,,70607268000.0,,2.82516,,9888060000.0,,,,,3615000000.0,3466254000.0,,,113832216000.0,56937840000.0,13386912000.0,,,,,50581230000.0,,,,-63240120000.0,,,,,,,,9920658000.0,,,,0.0,,9920658000.0,,3596646000.0,,16342464000.0,,,,,29838036000.0,12441570000.0,,,,22394826000.0,,,,,,,53341194000.0,,,,,2151468000.0,,,9888060000.0,11670084000.0,,,,,39258858000.0,,,,,23633550000.0,,,,,,0.0,23633550000.0,,,,,,,173345298000.0,,,21525546000.0,,,1100589930.0,,7812654000.0,148027518000.0,,,,9920658000.0,0.0,243952566000.0,3615000000.0,,,2.82516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,188214024000.0,,,,,,,,,,,,,20318304000.0,,,,5619000000.0,60516630000.0,106648620000.0,,,,,0.0,0.0,,,106648620000.0,,,26881296000.0,,,,,30410028000.0,,91971792000.0,,,,,91702080000.0,,3.03426,,10091724000.0,,,,,3608000000.0,3180354000.0,,,122808864000.0,77373630000.0,13991310000.0,,,,,55830384000.0,,,,-65405160000.0,,,,,,,,10810956000.0,,,,0.0,,10810956000.0,,3618636000.0,,19587834000.0,,,,,29982984000.0,11867328000.0,,,,25420356000.0,,,,,,,73754994000.0,,,,,1213704000.0,,,10091724000.0,14373402000.0,,,,,40659084000.0,,,,,41726694000.0,,,,,,0.0,41726694000.0,,,,,,,184291962000.0,,,11867328000.0,,,1922708610.0,,8956686000.0,169345422000.0,,,,10810956000.0,0.0,275994042000.0,3608000000.0,,,3.03426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,184884850000.0,,,,,,,,,,,,,21335400000.0,,,,5520425000.0,57519975000.0,112098650000.0,,,,,0.0,0.0,,,112098650000.0,,,27986250000.0,,,,,31476300000.0,,91224200000.0,,,,,97216550000.0,,3.073,,10129925000.0,,,,,3593000000.0,3687600000.0,,,121010350000.0,75804325000.0,14651625000.0,,,,,57969950000.0,,,,-63874500000.0,,,,,,,,10964025000.0,,,,0.0,,10964025000.0,,3775400000.0,,23552350000.0,,,,,31926275000.0,12522475000.0,,,,26493650000.0,,,,,,,72028925000.0,,,,,735325000.0,,,10140900000.0,16078375000.0,,,,,39586825000.0,,,,,43691475000.0,,,,,,0.0,43691475000.0,,,,,,,181910625000.0,,,10151875000.0,,,757275000.0,,8790975000.0,167028525000.0,,,,10964025000.0,0.0,279127175000.0,3593000000.0,,,3.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
