date,quarterlyOtherCurrentAssets,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualInterestExpense,quarterlyChangeInInventory,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualEbitda,quarterlyCapitalStock,annualGrossPPE,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualAccumulatedDepreciation,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualDilutedAverageShares,annualOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyStockholdersEquity,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualCapitalStock,annualCurrentAccruedExpenses,trailingGrossProfit,annualChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualRepaymentOfDebt,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyTaxProvision,annualInventory,trailingTaxProvision,annualTaxProvision,quarterlyBasicAverageShares,quarterlyNetPPE,annualChangeInInventory,annualDilutedEPS,annualNetOtherFinancingCharges,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,annualTotalNonCurrentAssets,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualCostOfRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyTotalAssets,annualGoodwill,annualNetIncome,annualTotalAssets,trailingPretaxIncome,trailingPurchaseOfInvestment,quarterlyAccountsReceivable,annualPretaxIncome,annualCashDividendsPaid,annualLongTermDebt,quarterlyCostOfRevenue,trailingCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualSaleOfInvestment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualStockholdersEquity,annualBasicAverageShares,annualTotalRevenue,annualAccountsReceivable,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyInventory,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyInterestExpense,annualOperatingIncome,annualCurrentLiabilities,annualOtherIncomeExpense,annualNetPPE,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingOtherIncomeExpense,annualResearchAndDevelopment,trailingDilutedAverageShares
2000-08-31,,18236000000.0,,159000000.0,,-1175000000.0,979087000000.0,-69852000000.0,125905000000.0,34514000000.0,863636000000.0,,,135942000000.0,60967000000.0,,11698000000.0,10036000000.0,18065000000.0,,-3212000000.0,,-50255000000.0,10607365600.0,385000000.0,,,368019000000.0,341000000.0,87000000.0,3274000000.0,10248000000.0,1107676000000.0,59902000000.0,,,-453000000.0,-2559000000.0,160009000000.0,,20646000000.0,73773000000.0,25488000000.0,,,-10620000000.0,6.5099,74000000.0,1161889000000.0,0.0,,,79561000000.0,309000000.0,50224000000.0,,169603000000.0,27356000000.0,,17672000000.0,112495000000.0,,,86852000000.0,-7560000000.0,,,298167000000.0,,,,,66231000000.0,116491000000.0,34514000000.0,,,,,39768000000.0,856977000000.0,51867000000.0,,,,,34514000000.0,153261000000.0,243376000000.0,-104898000000.0,,60002000000.0,-1852000000.0,10000000000.0,,-48993000000.0,,160010000000.0,-2504000000.0,,,17597000000.0,,,-80828000000.0,201000000.0,46238000000.0,96426000000.0,115326000000.0,,,199000000.0,66409000000.0,10607365600.0,228986000000.0,1816000000.0,805000000.0,-5085000000.0,,,,,,51232000000.0,-165000000.0,1134353000000.0,,,2269566000000.0,99670000000.0,,,,,,10683000000.0,,,60628000000.0,76169000000.0,-1085000000.0,8486000000.0,,,68790000000.0,42834000000.0,,23000000000.0,99670000000.0,,-1734000000.0,,344000000.0,244040000000.0,,,53432000000.0,,-2562000000.0,683000000.0,,6.5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31,,,,137000000.0,,-1862000000.0,,,212428000000.0,59192000000.0,,,,,104241000000.0,,17970000000.0,19083000000.0,26077000000.0,,-4674000000.0,,,10607315019.0,253000000.0,,,,,16552000000.0,0.0,14977000000.0,,57709000000.0,,,-3000000000.0,-6456000000.0,,,30416000000.0,,43341000000.0,,,-9770000000.0,5.5803,114000000.0,,,,,,16774000000.0,66050000000.0,,,40985000000.0,,,199822000000.0,,,133290000000.0,,,,,,,,,74125000000.0,218739000000.0,59192000000.0,,,,,99670000000.0,,97741000000.0,,,,,59192000000.0,253413000000.0,,,,102533000000.0,-5818000000.0,7000000000.0,,,,,,,,12972000000.0,,,,0.0,111344000000.0,,,,,0.0,120123000000.0,10607315019.0,418561000000.0,3673000000.0,1571000000.0,-13199000000.0,,,,,,103752000000.0,-865000000.0,,,,,157379000000.0,,,,,,7728000000.0,,,102081000000.0,125562000000.0,-473000000.0,13296000000.0,,,80581000000.0,63533000000.0,,30500000000.0,157379000000.0,,-2251000000.0,,1219000000.0,,,,46035000000.0,,-5878000000.0,728000000.0,700000000.0,5.5803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-31,,,,407000000.0,,541000000.0,,,166597000000.0,27851000000.0,,,,,52795000000.0,,21675000000.0,19670000000.0,25466000000.0,,-5765000000.0,,,10607365600.0,1414000000.0,,,,,32632000000.0,0.0,,,-50586000000.0,,,-3000000000.0,-5151000000.0,,,30995000000.0,,22595000000.0,,,-647000000.0,2.625628,-143000000.0,,1809000000.0,,,,24907000000.0,-1750000000.0,,,44325000000.0,,,150405000000.0,,,87290000000.0,,,,,,,,,-24512000000.0,193766000000.0,27851000000.0,,,-1215000000.0,,157379000000.0,,99987000000.0,,,,,27851000000.0,210922000000.0,,,,50446000000.0,-6732000000.0,4000000000.0,,,,,,,,-20167000000.0,,,,,39491000000.0,,,,,,123632000000.0,10607365600.0,344171000000.0,3138000000.0,1942000000.0,-9927000000.0,,,,,,124686000000.0,0.0,,,,,107263000000.0,,,,,,4703000000.0,-15367000000.0,,50418000000.0,82587000000.0,-242000000.0,15910000000.0,,,-19361000000.0,48146000000.0,,0.0,107263000000.0,,-12365000000.0,,1396000000.0,,,,67772000000.0,,-3561000000.0,703000000.0,114000000.0,2.625628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-31,,,,332000000.0,,-1179000000.0,,,170537000000.0,20933000000.0,,,,,37447000000.0,,21618000000.0,19276000000.0,28516000000.0,,-6898000000.0,,,10607365600.0,4494000000.0,,,,,27544000000.0,0.0,,,15398000000.0,,,-5955000000.0,-3574000000.0,,,20867000000.0,,13818000000.0,,,10262000000.0,2.0305,-144000000.0,,0.0,,,,17298000000.0,26300000000.0,,,49318000000.0,,,137065000000.0,,,79350000000.0,,,,,,,,,32194000000.0,172724000000.0,20933000000.0,,,-758000000.0,,107263000000.0,,95754000000.0,,,,,20933000000.0,219855000000.0,,,,34751000000.0,-4074000000.0,,,,,,,,,4069000000.0,,,,,47286000000.0,,,,,,140505000000.0,10607365600.0,309789000000.0,4274000000.0,2364000000.0,-10118000000.0,,,,,,141406000000.0,-299000000.0,,,,,123733000000.0,,,,,,820000000.0,-4871000000.0,,41311000000.0,78530000000.0,-6741000000.0,14720000000.0,,,35768000000.0,43236000000.0,,7750000000.0,123733000000.0,,-6000000.0,,1460000000.0,,,,76447000000.0,,-5500000000.0,,273000000.0,2.0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,,,,169000000.0,,1119000000.0,,,180154000000.0,31365000000.0,,,,,59491000000.0,,24057000000.0,18287000000.0,31068000000.0,,-8238000000.0,,,10607365500.0,4953000000.0,,,,,18716000000.0,0.0,,,12265000000.0,,,0.0,-3444000000.0,,,28803000000.0,,25083000000.0,,,-8488000000.0,3.0492,-32000000.0,,,,,,7914000000.0,37782000000.0,,,60743000000.0,,,163194000000.0,,,79463000000.0,,,,,,,,,40676000000.0,176805000000.0,31365000000.0,,,-6741000000.0,,123733000000.0,,99240000000.0,,,,,31365000000.0,240897000000.0,,,,56448000000.0,-8639000000.0,52000000.0,,,,,,,,-2569000000.0,,,,,52599000000.0,,,,,,161434000000.0,10607365500.0,339999000000.0,3221000000.0,2874000000.0,-20730000000.0,,,,,,163982000000.0,-5626000000.0,,,,,136461000000.0,,,,,,1200000000.0,2195000000.0,,63954000000.0,78263000000.0,-7610000000.0,15819000000.0,,,44120000000.0,44707000000.0,,14840000000.0,136461000000.0,,-6000000.0,,8366000000.0,,,,83862000000.0,,-4919000000.0,1148000000.0,-1366000000.0,3.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-31,,,,344000000.0,,-626000000.0,,,180051000000.0,33884000000.0,,,,,66294000000.0,,31706000000.0,20246000000.0,41086000000.0,,-13030000000.0,,,10607365600.0,6940000000.0,,,,,28282000000.0,0.0,,,-15371000000.0,,,-19000000.0,-4495000000.0,,,33594000000.0,,24058000000.0,,,1456000000.0,3.3199,-1624000000.0,,,,,,18039000000.0,30758000000.0,,,92795000000.0,,,170290000000.0,,,85350000000.0,,,,,,,,,10903000000.0,213683000000.0,33957000000.0,,,-7815000000.0,,136461000000.0,,113598000000.0,,,,10787000000.0,33884000000.0,272846000000.0,,,,58015000000.0,-13219000000.0,4945000000.0,,,,,,,,-16589000000.0,,,,,46302000000.0,,,,,,182349000000.0,10607365600.0,383973000000.0,4463000000.0,7935000000.0,-16823000000.0,,,,,,184293000000.0,-1000000000.0,,,,,121061000000.0,,,,,,11137000000.0,-15669000000.0,,56692000000.0,74213000000.0,503000000.0,18676000000.0,,,15398000000.0,33718000000.0,,12213000000.0,121061000000.0,,-5000000.0,,14852000000.0,,,,74759000000.0,,-5976000000.0,5992000000.0,-756000000.0,3.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-31,,,,854000000.0,,-2108000000.0,,,250326000000.0,40437000000.0,,,,,80120000000.0,,49917000000.0,142063000000.0,58214000000.0,,-20024000000.0,,,10607365600.0,8225000000.0,,,,,31311000000.0,0.0,,,18956000000.0,,,-1624000000.0,-10839000000.0,,,42862000000.0,,30933000000.0,,,-4465000000.0,3.9726,1056000000.0,,,,,,38287000000.0,47484000000.0,,,129329000000.0,,,212418000000.0,,,139175000000.0,,,,,,,,,46638000000.0,236401000000.0,41819000000.0,,,-30432000000.0,,121061000000.0,,142063000000.0,,,,32997000000.0,40437000000.0,379655000000.0,,,,72752000000.0,-13223000000.0,19584000000.0,,,,,,,,3501000000.0,,,,1000000000.0,25237000000.0,,,,,,228227000000.0,10607365600.0,448819000000.0,8269000000.0,6514000000.0,-41907000000.0,,,,,,211135000000.0,0.0,,,,,141404000000.0,,,,,,26683000000.0,4368000000.0,,70355000000.0,112492000000.0,401000000.0,29893000000.0,,,57477000000.0,42794000000.0,,30340000000.0,147187000000.0,,,,58214000000.0,,,,121950000000.0,,-1858000000.0,6662000000.0,974000000.0,3.9738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-31,,,,1775000000.0,,-1132000000.0,,,217978000000.0,31775000000.0,,,,,75309000000.0,,61468000000.0,183432000000.0,61451000000.0,,-24129000000.0,,,10185139700.0,10466000000.0,,,,,26614000000.0,10274000000.0,,,-22542000000.0,,,-3308000000.0,-17914000000.0,,,55173000000.0,,30774000000.0,,,-11809000000.0,3.1198,627000000.0,,4484000000.0,,,,26149000000.0,-1632000000.0,,,141792000000.0,,,248395000000.0,,,116487000000.0,,,,,,,,,933000000.0,276808000000.0,31939000000.0,,,0.0,,141404000000.0,,183432000000.0,,,,32536000000.0,31775000000.0,359770000000.0,,,,62713000000.0,-13747000000.0,19432000000.0,,,,,,,,-13305000000.0,,,,6172000000.0,55237000000.0,,,,,,240144000000.0,10185139700.0,525203000000.0,9739000000.0,10821000000.0,-28783000000.0,,,,,,228958000000.0,-15581000000.0,,-12759000000.0,,,119216000000.0,,,,,,25929000000.0,-2529000000.0,,64963000000.0,90558000000.0,-1789000000.0,37339000000.0,,,18847000000.0,40568000000.0,,14393000000.0,119328000000.0,,,,61451000000.0,,,,64091000000.0,,-5962000000.0,6497000000.0,1066000000.0,3.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-31,,,,1635000000.0,,-3505000000.0,,,263696000000.0,43529000000.0,,,,,97467000000.0,,68826000000.0,,59869000000.0,,-28509000000.0,,,10185072300.0,12716000000.0,,,,,33782000000.0,10274000000.0,,,50672000000.0,,,-4896000000.0,-15784000000.0,,,53778000000.0,,38128000000.0,,,1851000000.0,4.2738,-1690000000.0,,3201000000.0,,,,16952000000.0,-129000000.0,,,141024000000.0,,,293682000000.0,,,140706000000.0,,,,,,,,,71552000000.0,292769000000.0,43866000000.0,,,-1013000000.0,,119216000000.0,,206189000000.0,,,,28122000000.0,43529000000.0,404720000000.0,,,,81994000000.0,-12729000000.0,16288000000.0,,,,,,,,18737000000.0,,,,9000000.0,102912000000.0,,,,,,261968000000.0,10185072300.0,586451000000.0,13302000000.0,13838000000.0,-15421000000.0,,,,,,259756000000.0,0.0,,-19054000000.0,,,169888000000.0,,,,,,22115000000.0,15378000000.0,,87493000000.0,118591000000.0,-6104000000.0,40317000000.0,,,87336000000.0,57035000000.0,,24570000000.0,170160000000.0,,,,59869000000.0,,,,67248000000.0,,-1138000000.0,5827000000.0,,4.2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,13259000000.0,,-656000000.0,,-9514000000.0,,,,,,,,169888000000.0,,,10273000000.0,,,,96126000000.0,,94785000000.0,,,,55182000000.0,232143000000.0,,,,,,,,2.176729,,,,,14746000000.0,,,,10185007400.0,39448000000.0,,,,,,-298000000.0,-20000000.0,,,,2.176729,,,40505000000.0,,,,275456000000.0,,,207933000000.0,,,323270000000.0,36928000000.0,,6751000000.0,,,,25570000000.0,40945000000.0,,188510000000.0,,,,-4519000000.0,,460040000000.0,,,,,,35411000000.0,,,,92383000000.0,,136770000000.0,,,108751000000.0,34998000000.0,,5836000000.0,5947000000.0,,,,,,18549000000.0,-6542000000.0,,,,,,,,26852000000.0,22170000000.0,22182000000.0,,12355000000.0,,,,,60367000000.0,,,175807000000.0,-4633000000.0,22170000000.0,67243000000.0,2319000000.0,,,336000000.0,,,,,,175994000000.0,,,3241000000.0,,,226482000000.0,,-112000000.0,,,11854000000.0,10185007400.0,,21051000000.0,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
