date,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOperatingIncome,annualDilutedAverageShares,annualEndCashPosition,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,trailingTaxProvision,annualIncomeTaxPayable,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualBeginningCashPosition,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyBasicEPS,quarterlyCapitalStock,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualDilutedEPS,annualOperatingExpense,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,trailingOperatingExpense,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares
1999-03-31,,,19937250.72,77972000.0,34481000.0,,,,203546000.0,,111854000.0,196293000.0,399839000.0,,148875000.0,,-79382000.0,6306000.0,,,23204000.0,,151733000.52,-83872000.52,257850906.0,16649883.0,75810000.0,57471000.0,34593571.95,,,5658000.0,399839000.0,15959000.0,,,,,,,,11277000.0,30764000.0,-35792385.48,,53000.0,36180496.8,,,53000.0,,,250964000.0,,,12917000.0,,18339000.0,-158596000.0,148875000.0,34593571.95,34593571.95,77972000.0,158595000.0,257025600.0,11277000.0,,23204000.0,196293000.0,18475000.0,,,,,63487000.0,,,,,18475000.0,,57471000.0,203493000.0,15967214.64,124411000.0,-158596000.0,34481000.0,114394000.0,250964000.0,-47663000.52,11277000.0,,,158595000.0,,0.22359,,0.0,,,-79318282.68,12640000.0,,158595000.0,158595000.0,,4019128.92,,,6306000.0,39802251.6,,,1576000.0,,8503000.0,,,203546000.0,5658000.0,273257630.76,,,57471000.0,,-362376265.88,17254734.64,,30764000.0,11277000.0,,,,,0.222885,227898000.0,273257630.76,,-6325566.12,,-107123000.0,,-69764630.76,,-108452000.0,8503000.0,,,0.0,295759000.0,,114394000.0,-5247376.2,,,237000.0,,-69764630.76,12917000.0,111854000.0,,203493000.0,,75426590.28,,,,-362376265.88,144025999.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,-26231783.36,,,,89366678.48,,32520158.16,0.052215,245997149.52,,,228681573.76,,,,,,,23782371.68,,,,,,,,,,13949816.48,,,,474678723.28,,,,261183000.0,,10278608.0,,,22415122.88,,,372357.12,,,,31495206.4,,,,,-266662.0,,13972119.12,51336798.56,,52362.72,210176200.64,13949816.48,13949816.48,,,,,,66951555.6,,,,34060979.68,,,,,21899253.12,-53062828.96,,,,,,,,,,,264502522.64,,,16635830.08,,,,,,,,,,,261183000.0,189636438.88,189636438.88,,,,,4570101.84,,,,,0.052215,8489548.4,,,,9611468.16,,,,,,17275818.88,83856956.72,,33292993.12,,,,,,,,318978175.36,,,26831045.6,,,-73033388.56,-53062828.96,,,5263423.04,,77905060.88,,,120809522.16,,18024411.84,,,,,,125620104.64,4074595.36,245944786.8,,,,,,27554426.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,1098105.7,,,,132936093.5,,38560152.68,0.108344,272466643.54,,,277034781.24,,,,,,,25655750.54,,,,,,,,,,28428558.48,,,,549501424.78,,,,261183000.0,,10862526.7,,,13261214.54,,,1010342.48,,,,12292247.94,,,,,130518.22,,14239631.7,71932440.86,,53521.86,256166889.72,28428558.48,28428558.48,,,,,,119674878.96,,,,36502847.5,,,,,35314098.82,-37021034.28,,,,,,,,,,,293334535.06,,,21899253.12,,,,,,,,,,,261183000.0,234577861.56,234577861.56,,,,,5262043.92,,,,,0.108344,8502463.9,,,,10319390.2,,,,,,35429593.36,110492593.54,,31175074.98,,,,,,,,343134278.34,,,38119139.98,,,-70721156.66,-37021034.28,,,13389414.66,,81736331.04,,,123230796.22,,36389230.92,,,,,,154240610.72,7960672.44,272413121.68,,,,,,46292120.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-19176618.86,,,,128971976.28,,36231838.65,0.0614,307145023.5,,,247637608.26,,,,,,,25136305.74,,,,,,,,,,16028211.15,,,,554782631.76,,,,260584891.0,,11468018.94,,,12318725.37,,,1336931.4,,,,7527764.09,,,,,1063558.86,,12245892.54,53890307.94,,34919.85,243715610.25,16028211.15,16028211.15,,,,,,116653250.91,,,,36481266.15,,,,,23761461.36,-44028314.96,,,,,,,,,,,311067021.51,,,35314098.82,,,,,,,,,,,260584891.0,212376541.44,212376541.44,,,,,7456884.54,,,,,0.0614,8551372.41,,,,9562052.64,,,,,,17409041.79,90122146.59,,20361265.68,,,,,,,,382254627.72,,,24851696.1,,,-75144524.07,-44028314.96,,,-11648913.5,,84820315.65,,,114743633.97,,19989119.85,,,,,,171165132.18,3960908.7,307110103.65,,,,,,28877060.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,38786296.52,,-2628458.78,107445000.0,127691000.0,,86032556.81,,315068000.0,,184372000.0,397633000.0,712701000.0,,271344000.0,,-196110000.0,6478000.0,-26414157.19,,112412000.0,,193807186.43,-109752186.43,263391180.0,341901000.0,90094000.0,72518000.0,13843672.61,,,13347000.0,712701000.0,-5524000.0,,,,,10890840.04,,,15752.65,22861000.0,,1052263.15,36000.0,43499993.68,-4595000.0,45671781.57,36000.0,,,441357000.0,1395127.41,,13933000.0,-1624735.16,17576000.0,-355248000.0,271344000.0,13843672.61,13843672.61,107445000.0,355248000.0,261672840.0,15263247.35,,112412000.0,397633000.0,21974000.0,,178574756.66,,,122470000.0,,341901000.0,-19966821.8,,21974000.0,,72518000.0,315032000.0,-7894458.78,149575000.0,-355248000.0,127691000.0,143653000.0,441357000.0,-65700186.43,15752.65,23761461.36,,355248000.0,,0.277179,,0.0,,,-4381000.0,656000.0,,355248000.0,355248000.0,,341245000.0,,,6478000.0,48483932.51,,,2322000.0,,8892000.0,,,315068000.0,13347000.0,428203675.37,,,72518000.0,,-180199491.82,84407821.65,,22861000.0,15263247.35,,,,,0.275385,286082000.0,428203675.37,,-1016000.0,59773118.32,-154079000.0,,-113171675.37,-20986821.8,-155099000.0,8892000.0,-6347924.2,,0.0,370137000.0,,143653000.0,-3495759.15,15347562.22,,3781000.0,,-113171675.37,13933000.0,184372000.0,1503889.61,315032000.0,,96987000.0,,,,-168756645.46,176329813.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,-73894028.8,,,,257527481.6,,45872633.6,0.064195,438896147.2,,,459316787.2,,,,,,,33247827.2,,,,,,,,,,18004588.8,,,,898212934.4,,,,273197340.0,,13228819.2,,,15969305.6,,,1706675.2,,,,72966624.0,,,,,-1136044.8,,14474400.0,68641516.8,,35468.8,440418176.0,18004588.8,18004588.8,,,,,,241558176.0,,,,46476646.4,,,,,16311475.2,-138374220.8,,,,,,,,,,,457794758.4,,,17239923.2,,,,,,,,,,,276478020.0,418471334.4,418471334.4,,,,,6847564.8,,,,,0.066872,8860940.8,,,,21913459.2,,,,,,22164870.4,114514150.4,,24662291.2,,,,,,,,551829849.6,,,64480192.0,,,-112969171.2,-138374220.8,,,-927404.8,,136314944.0,,,182890694.4,,22617619.2,,,,,,201531635.2,4613030.4,438860678.4,,,,,,35393689.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,6122877.08,,,,266366928.76,,55784872.24,0.162723,464981970.88,,,468997040.2,,,,,,,28664172.56,,,,,,,,,,45280870.68,,,,933979011.08,,,,273444600.0,,13570040.32,,,22311229.12,,,2666513.72,,,,-7737329.6,,,,,787601.8,,13466290.92,95123032.36,,35130.44,428652562.96,45280870.68,45280870.68,,,,,,244055699.64,,,,42171260.12,,,,,14779716.08,-38023651.12,,,,,,,,,,,505326448.12,,,16311475.2,,,,,,,,,,,276744000.0,425450026.72,425450026.72,,,,,8885734.84,,,,,0.165626,8904999.92,,,,19118892.04,,,,,,52951772.24,150907904.6,,24763560.48,,,,,,,,587666533.28,,,44146528.2,,,-122719692.84,-38023651.12,,,-1615585.76,,118403181.68,,,162285634.2,,56155441.72,,,,,,247779526.28,10874571.04,464946840.44,,,,,,66521812.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,207892449.0,,,,316392381.02,,43405520.14,0.084667,525658306.54,,,478620659.0,,,,,,,34406152.28,,,,,,,,,,23338282.54,,,,1004278965.54,,,,273608400.0,,15018536.88,,,22920747.66,,,3163465.8,,,,123428302.4,,,,,2865226.6,,14934327.94,71860735.24,,35149.62,475716022.22,23338282.54,23338282.54,,,,,,293471633.36,,,,49832574.9,,,,,215890031.18,-58302531.66,,,,,,,,,,,528562943.32,,,14779716.08,,,,,,,,,,,277118400.0,433551390.18,433551390.18,,,,,15317778.34,,,,,0.084667,8938654.88,,,,20494358.74,,,,,,22028160.34,115266255.38,,39197152.0,,,,,,,,640968232.66,,,31494577.08,,,-115345075.74,,,,96620415.92,,99632130.46,,,159323641.2,,27000233.86,,,,,,269923518.24,3661951.32,525623156.92,,,,,,37454582.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,-266988297.28,,57121939.44,139406000.0,404878000.0,,123191138.16,,613627000.0,,288855000.0,663625000.0,1277252000.0,,607354000.0,,-230633000.0,1201080.12,-53490197.84,,374756000.0,78097166.36,250850297.44,-136839297.44,278536440.0,621401770.4,123388000.0,104483000.0,15647128.58,,,33072000.0,1277252000.0,-126867000.0,,,,,15398579.98,,,255529.56,29998000.0,1607463.62,4403766.56,36000.0,57215976.38,-4549000.0,-188943596.8,36000.0,,,669898000.0,-2380922.84,,15975000.0,-17808185.42,18905000.0,-626720000.0,607354000.0,15647128.58,15647128.58,139406000.0,626720000.0,275192580.0,29866470.44,78097166.36,374756000.0,663625000.0,8695000.0,,217384009.34,,,128607000.0,,621401770.4,-121512596.42,,8695000.0,,104483000.0,613591000.0,7076912.32,229802000.0,-626720000.0,404878000.0,202476000.0,669898000.0,-77664297.44,255529.56,215890031.18,,626720000.0,,0.379615,4067403.58,-78097166.36,,,-11825000.0,39541000.0,,626720000.0,626720000.0,,582195947.64,,,1201080.12,60702396.42,,,1673000.0,,9194000.0,,,613627000.0,33072000.0,782994588.66,,,104483000.0,,-235192194.76,105382952.74,,29998000.0,29866470.44,,,,,0.375128,373394000.0,782994588.66,,-2024883.8,89680702.72,-356213000.0,,-169403588.66,,-356669000.0,9194000.0,-54536425.36,,-78097166.36,487405000.0,,202476000.0,13166269.58,14849168.86,,11962000.0,,-169403588.66,15975000.0,288855000.0,-797959.72,613591000.0,,-286000.0,,,,-217834591.16,236554702.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,46013646.0,,,176074396.8,401645798.4,,71489767.6,0.082441,632525512.8,,,711344626.4,,,,,,,35262363.6,,,,,,,,,,23289720.4,,,,1343870139.2,,,,282401340.0,,,,,33896896.4,,,4578331.2,,,,-49212335.6,,,,,-1288689.2,,16425767.2,79836126.8,,36617.2,648542584.8,23289720.4,23289720.4,,,,,,367748902.0,,,,50984135.6,,,,,670518810.8,-32654274.0,,10407553.2,,,,,,,,,695327554.4,,,673717500.4,,,,,,,,,,,286704600.0,670518810.8,670518810.8,,,,,13992495.2,,,,,0.082441,9222809.6,,,,37165276.8,,,,,,28851991.2,151325894.4,,33655931.6,,,,,,,,809377139.2,,,78667920.0,,,-176888243.6,-32654274.0,,,-3198689.6,,1181.2,,,246896786.4,,27563302.0,,,,,,313067610.4,4272400.4,632488895.6,,,,,,44573763.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,119050027.38,,,173844859.2,431937273.84,,51390306.06,0.247036,698033447.82,,,814365218.4,,,,,,,64406709.3,,,,,,,,,,70753496.1,,,,1512398666.22,,,,282470760.0,,,,,40027581.18,,,4989584.64,,,,35932397.96,,,,,2940604.68,,18528664.44,159023245.32,,0.0,687584308.86,70753496.1,70753496.1,,,,,,391909692.66,,,,80160576.12,,,,,594989301.3,52537944.48,,9452100.48,,,,,,,,,824814357.36,,,670518810.8,,,,,,,,,,,286362960.0,771098360.22,771098360.22,,,,,15286093.26,,,,,0.250472,10006620.78,,,,38427707.76,,,,,,78862669.2,210413551.38,,43374468.06,,,,,,,,862471227.0,,,86395753.38,,,-164437779.18,,,,174864997.76,,,,,255647035.02,,81803273.88,,,,,,410084781.78,11049777.78,698033447.82,,,,,,94615437.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,28402056.2,,,147927799.35,488844015.03,,44039728.17,0.507174,736184371.91,,,765908071.85,,,,,,,48698305.49,,,,,,,,,,29071184.65,,,,1502092443.76,,,,282599070.0,,,,,44376655.17,,,4629376.98,,,,85222836.86,,,,,4813563.74,,16356682.76,91646390.18,,0.0,714166192.46,29071184.65,29071184.65,,,,,,444467359.86,,,,63253551.89,,,,,542291868.13,-132452104.27,,13753360.14,,,,,,,,,787926251.3,,,594989301.3,,,,,-132452104.27,,,,,,286645710.0,726616768.2,726616768.2,,,,,9181260.75,,,,,0.514374,9211584.18,,,,35357119.38,,,,,,28392838.29,135686118.35,,42038381.79,,,,28402056.2,,,,904370468.68,,,28402056.2,,,-168186096.77,,,,-18826113.15,,-1123.09,,,225322177.43,,33206402.03,,,,,,406138544.34,4135217.38,736184371.91,,,,,,42948084.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,-256943729.58,,110625552.6,217108000.0,579106000.0,,45475581.62,,951806000.0,,439230000.0,937766000.0,1889572000.0,,887298000.0,,-251241000.0,7585903.66,50327253.84,,511703000.0,,181823199.98,-18890199.98,288585141.0,83099264.96,172374000.0,150375000.0,32763892.11,,,44305000.0,1889572000.0,-63478000.0,,,,,,,,18176864.3,46779000.0,6252848.3,5818577.89,0.0,58901716.36,,-78379899.22,0.0,,,1002274000.0,2328594.24,,17125000.0,98314180.22,21999000.0,-899275000.0,887298000.0,32763892.11,32763892.11,217108000.0,899275000.0,284203329.0,49226135.7,,511703000.0,937766000.0,10331000.0,,247162739.55,,,188331000.0,,83099264.96,-284093566.21,,10331000.0,,150375000.0,951806000.0,16750297.38,333747000.0,-899275000.0,579106000.0,308192000.0,1002274000.0,40119800.02,18176864.3,542291868.13,,899275000.0,,0.529231,-138672566.21,0.0,,,-27886000.0,20887000.0,,899275000.0,899275000.0,,62251088.08,,,7585903.66,219545470.32,,,1502000.0,,9587000.0,,,951806000.0,44305000.0,1181084363.98,,,150375000.0,,-148848559.33,143789761.84,,46779000.0,49226135.7,,,-82840176.98,,0.521026,461117000.0,1181084363.98,,-1147406.26,140281270.42,-396662000.0,,-229278363.98,,-397225000.0,9587000.0,-131953195.01,,0.0,624050000.0,,308192000.0,-1633420.5,36182491.15,,19609000.0,,-229278363.98,17125000.0,439230000.0,3418599.04,951806000.0,,-6437000.0,,,,-134574603.3,442226800.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,39216448.8,,,280021442.88,623513184.24,,33788114.64,0.134749,1011849182.88,,,1034364467.04,,,,,,,97039700.16,,,,,,,,,,40261410.72,,,,2046213649.92,,,,294462090.0,,,,,52113425.52,,,5410108.08,,,,-80648378.88,,,,,-992308.8,,17627657.04,161300808.0,,0.0,1000542937.92,40261410.72,40261410.72,,,,,,571399758.72,,,,115490568.48,,,,,990835525.2,-74464674.96,,15130684.08,,,,,,,,,1045670712.0,,,1032268467.84,,,,,,,,,,,298738440.0,990835525.2,990835525.2,,,,,10770600.72,,,,,0.136723,9627420.48,,,,50377897.68,,,,,,45810239.52,195088922.64,,46631425.68,,,,,,,,1214384471.76,,,113681123.76,,,-202535288.88,-74464674.96,,,-41432942.64,,-1012.56,,,377029753.68,,44817930.72,,,,,,480229868.88,4556520.0,1011849182.88,,,,,,64261107.84,,113681123.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,24438405.6,,,249612833.28,624516754.56,,34707123.84,0.37459,1052305505.28,,,1075624369.92,,,,,,,93729774.72,,,,,,,,,,111755704.32,,,,2127929875.2,,,,294462090.0,,,,,52573182.72,,,7644451.2,,,,-844202.88,,,,,3197414.4,,16031592.96,235073704.32,,0.0,977041810.56,111755704.32,111755704.32,,,,,,571943571.84,,,,113180375.04,,,,,1028120505.6,-65767242.48,,12496224.0,,,,,,,,,1150888064.64,,,990835525.2,,,,,,,,,,,298356240.0,1028120505.6,1028120505.6,,,,,18976047.36,,,,,0.379467,9567959.04,,,,55099747.2,,,,,,121893329.28,269780828.16,,47812475.52,,,,,,,,1254696777.6,,,90205648.08,,,-202391272.32,-65767242.48,,,23595215.28,,,,,352525056.0,,125090743.68,,,,,,588982957.44,13335039.36,1052305505.28,,,,,,141343929.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,191045228.93,,,205783327.64,725048225.66,,51346727.19,0.149974,1166772256.65,,,1091338317.85,,,,,,,66647924.2,,,,,,,,,,44842027.01,,,,2258110574.5,,,,294461700.0,,,,,65123236.2,,,6498029.67,,,,239594150.99,,,,,675627.37,,18722215.71,134717619.96,,0.0,1060706383.0,44842027.01,44842027.01,,,,,,659924989.46,,,,85677936.3,,,,,661821320.16,-93656174.69,,13922307.3,,,,,,,,,1197404191.5,,,1028120505.6,,,,,,,,,,,299014950.0,1041751652.37,1041751652.37,,,,,16942142.47,,,,,0.152272,9595052.17,,,,54661970.66,,,,,,49039683.66,186064347.15,,75212859.04,,,,-144144731.35,,,,1357380174.04,,,50813311.49,,,-190607917.39,,,,196751287.79,,,,,335658157.34,,49715311.03,,,,,,633873789.12,4873284.02,1166772256.65,,,,,,68069695.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,-373575083.33,,111440337.68,251328000.0,847440000.0,,335890618.08,,1352361000.0,,678628000.0,1114346000.0,2466707000.0,,1224979000.0,,-166329000.0,16370000.0,4315567.53,,773934000.0,,501727120.12,-346088261.52,298848642.0,980908475.4,264550000.0,239398000.0,44439957.16,,,64607000.0,2466707000.0,-118875000.0,,,,,,,,73506000.0,61604000.0,,12463957.24,0.0,76752007.84,0.0,-158102569.23,0.0,,,1241728000.0,1240856.89,,22788000.0,-144436782.17,25152000.0,-1060218000.0,1224979000.0,44439957.16,44439957.16,251328000.0,1060218000.0,294471596.0,67833000.0,,773934000.0,1114346000.0,14970000.0,,418884260.94,,,56000.0,,980908475.4,-235958907.87,,14970000.0,,239398000.0,1352361000.0,,351003000.0,-1060218000.0,847440000.0,377539000.0,1241728000.0,-269223261.52,73506000.0,661821320.16,,1060218000.0,,0.813077,67559092.13,0.0,,,-44779000.0,-1197000.0,,1060218000.0,1060218000.0,,982103487.08,,,16370000.0,215373362.72,,,599000.0,,9588000.0,,,1352361000.0,64607000.0,1352361000.0,,,239398000.0,,-563321043.11,191453835.91,,61604000.0,67833000.0,,,51698297.19,,0.801026,686869141.4,1352361000.0,,-5663000.0,96302916.67,-469847000.0,,-305935000.0,,-469878000.0,9588000.0,-180110560.43,,0.0,842508000.0,,377539000.0,,47482075.3,,30886000.0,,-305935000.0,22788000.0,678628000.0,3042118.14,1352361000.0,,-1000.0,,,,-543382175.45,340780879.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,-14659215.54,,,,912246623.04,,132968332.95,0.135759,1502007920.4,,,1131153453.27,,,,,,,39092402.52,,,,,,,,,,40521401.73,,,,2633161373.67,,,,294529950.0,,23621592.06,,,90607780.5,,,11076703.2,,,,-10120553.82,,,,,193319.82,,23610271.53,112196902.02,,0.0,1347996463.8,40521401.73,40521401.73,,,,,,821638842.54,,,,110924648.61,,,,,1048762635.93,-152695662.69,,,,,,,,,,,1285164909.87,,,1098089668.38,,,-20704378.56,,-3842013.72,,,,,,298141350.0,1077518523.75,1077518523.75,,,,,19851855.57,,46167733.77,,,0.137544,9611129.97,,,,70532126.76,,,,,,1272253.41,245165234.97,,48845474.52,,,,72968653.14,,,,1455840186.63,,,113490054.87,,,,-128149270.41,,,-49327032.45,,316372239.48,,,435749840.76,,45067029.93,,,,,,719174983.89,4545628.2,1455840186.63,,,,,,24893845.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,-22817028.56,,,,1007602014.8,,80376037.4,0.429836,1628860301.7,,,1215223653.0,,,,,,,36098030.6,,,,,,,,,,128448639.5,,,,2844083954.7,,,,295415250.0,,24278411.34,,,94164183.3,,,11729842.0,,,,28268319.62,,,,,1232234.5,,24157807.1,270917273.9,,858.7,1428257677.3,128448639.5,128448639.5,,,,,,913437831.5,,,,50033872.9,,,,,1123898331.9,-151794205.11,,,,,,,,,,,1415826277.4,,,1048762635.93,,,-95052.84,,,,,,,,298872600.0,1161339369.3,1161339369.3,,,,,18692181.6,,45679405.2,,,0.434723,9626885.7,,,,79596337.8,,,,,,220883401.0,351293311.3,,64448869.8,,,,11230316.66,,,,1583180037.8,,,132724137.43,,,,-155541165.99,,,9199122.75,,276610454.9,,,420655662.5,,142500406.3,,,,,,847749857.6,14051766.8,1583180037.8,,,,,,245161812.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,-22075720.7,,,,988203794.4,,76215035.2,0.1362,1650760232.0,,,1179413676.8,,,,,,,33171544.8,,,,,,,,,,40826028.8,,,,2830173908.8,,,,295857900.0,,25342824.6,,,97859268.0,,,12458059.2,,,,15461404.6,,,,,-578744.0,,24103498.4,177944752.8,,0.0,1377088843.2,40826028.8,40826028.8,,,,,,890344526.4,,,,48293412.0,,,,,1086901052.0,-53452197.0,,,,,,,,,,,1453085065.6,,,1123898331.9,,,73261.0,,,,,,,,299492700.0,1120968460.8,1120968460.8,,,,,22901613.6,,44936696.8,,,0.13799,9605564.8,,,,83722851.2,,,,,,129651340.8,254159788.0,,82219702.4,,,,1076183.8,,,,1605823535.2,,,31448944.5,,,,-53524665.2,,,-6541847.9,,222942495.2,,,388885048.8,,44665559.2,,,,,,885605168.0,3839530.4,1605823535.2,,,,,,155162059.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
