date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualResearchAndDevelopment,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyBasicAverageShares,trailingTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualPretaxIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,annualTotalAssets,annualCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,annualBasicEPS,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,annualBasicAverageShares,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualDilutedEPS,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,trailingOperatingExpense,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,annualDilutedAverageShares,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangesInAccountReceivables,trailingChangeInInventory,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingBasicAverageShares,annualInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedAverageShares
1970-01-01 00:00:00.488937600,,,,,,,,,,,,,,,,,,,,,,,,56480000.0,,,133000000.0,,,,,,,,,,0.11,,,,,,,,,,6500000.0,,,,,,,,,,,,,,,,,,,,56480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133000000.0,,,0.115,,,,,,,,,,,,,,133000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,,,,,,,,,,,,,,,,,,,,,,,56568000.0,,,129100000.0,,,,,,,,,,0.075,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,56568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129100000.0,,,0.08,,,,,,,,,,,,,,129100000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,31000000.0,,,,534200000.0,,75600000.0,157700000.0,,,,,95600000.0,,,95600000.0,0.0,171200000.0,,8600000.0,900000.0,93100000.0,,,,,126800000.0,,20100000.0,,9400000.0,,28700000.0,2400000.0,171200000.0,,,,420200000.0,305800000.0,0.0,,,20100000.0,,148100000.0,2900000.0,5900000.0,64200000.0,4000000.0,,,,,305800000.0,157700000.0,75000000.0,134600000.0,900000.0,,,20100000.0,,,,,,,,75600000.0,93100000.0,134600000.0,,,16600000.0,75000000.0,,,,,83200000.0,,,,,,0.39,,,3800000.0,142200000.0,148100000.0,0.0,,9400000.0,9400000.0,9400000.0,,114000000.0,51538462.0,,,,49800000.0,,,,,142200000.0,,,216000000.0,,,,,,2400000.0,,,5900000.0,-73800000.0,0.375,,4000000.0,,0.0,,,,,,,0.0,,,,,83000000.0,216000000.0,,,53600000.0,,,,,-73800000.0,,,,,,,16600000.0,,,-376400000.0,73200000.0,,,,,,,,,,73200000.0,,,,,,-376400000.0,83200000.0,,6000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,,,,,,,,,,,,,,,,,,,,,56676000.0,,,135900000.0,,,,,,,,,,0.065,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,56676000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135900000.0,,,0.065,,,,,,,,,,,,,,135900000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,,,,,,,,,,,,,,56744000.0,,,133700000.0,,,,,,,,,,0.065,,,,,,,,,,3800000.0,,,,,,,,,,,,,,,,,,,,56744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133700000.0,,,0.07,,,,,,,,,,,,,,133700000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,,,,,,,,,,,,,,,,,,,,,56876000.0,,,163200000.0,,,,,,,,,,0.055,,,,,,,,,,3200000.0,,,,,,,,,,,,,,,,,,,,56876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163200000.0,,,0.055,,,,,,,,,,,,,,163200000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,31500000.0,,,,623900000.0,,126900000.0,252200000.0,,,,,172700000.0,,,172700000.0,0.0,299600000.0,,9400000.0,15300000.0,77200000.0,,,,,191100000.0,,15200000.0,,9400000.0,,24600000.0,5900000.0,299600000.0,,,,485800000.0,445000000.0,0.0,,,15200000.0,,192800000.0,4600000.0,14100000.0,82700000.0,9400000.0,,,,,445000000.0,252200000.0,142700000.0,145400000.0,15300000.0,,,15200000.0,,,,,,,,126900000.0,77200000.0,145400000.0,,,20600000.0,142700000.0,,,,,129500000.0,,,,,,0.27,,,3000000.0,178700000.0,192800000.0,0.0,,9400000.0,9400000.0,9400000.0,,138100000.0,56296296.0,,,,55400000.0,,,,,178700000.0,,,274200000.0,,,,,,5900000.0,,,14100000.0,-95500000.0,0.26,,9400000.0,,0.0,,,,,,,0.0,,,,,106600000.0,274200000.0,,,58461538.0,,,,,-95500000.0,,,,,,,20600000.0,,,-401300000.0,121000000.0,,,,,,,,,,121000000.0,,,,,,-401300000.0,129500000.0,,9900000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,,,,,,,,,,,,,,57024000.0,,,197800000.0,,,,,,,,,,0.065,,,,,,,,,,3700000.0,,,,,,,,,,,,,,,,,,,,57024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197800000.0,,,0.065,,,,,,,,,,,,,,197800000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,,,,,,,,,,,,,,57024000.0,,,196300000.0,,,,,,,,,,0.04,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,57024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196300000.0,,,0.04,,,,,,,,,,,,,,196300000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,,,,,,,,,,,,,,,,,,,,,57324000.0,,,198500000.0,,,,,,,,,,0.065,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,57324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198500000.0,,,0.065,,,,,,,,,,,,,,198500000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,38400000.0,,,,789200000.0,,118700000.0,260400000.0,,,,,163100000.0,,,163100000.0,0.0,281800000.0,,12100000.0,23900000.0,90800000.0,,,,,196600000.0,,21900000.0,,4700000.0,,34000000.0,6400000.0,281800000.0,,,,610600000.0,440400000.0,0.0,,,21900000.0,,180000000.0,10700000.0,19300000.0,112100000.0,59200000.0,,,,,440400000.0,260400000.0,90700000.0,158600000.0,23900000.0,,,19600000.0,,,,,,,,118700000.0,90800000.0,158600000.0,,,13200000.0,90700000.0,,,,,122100000.0,,,,,,0.34,,,5200000.0,160700000.0,180000000.0,0.0,,4700000.0,4700000.0,4700000.0,,178600000.0,57647059.0,,,,66500000.0,,,,,160700000.0,,,268200000.0,,,,,,6400000.0,,,19300000.0,-107500000.0,0.325,,59200000.0,,0.0,,,,,,,0.0,,,,,140200000.0,268200000.0,,,60307692.0,,,,,-107500000.0,,,,,,,13200000.0,,,-554200000.0,112300000.0,,,,,,,,,,112300000.0,,,,,,-554200000.0,122100000.0,,9800000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,,,,,,,,,,,,,,52108000.0,,,194300000.0,,,,,,,,,,0.15,,,,,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,52108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194300000.0,,,0.16,,,,,,,,,,,,,,194300000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,,,,,,,,,,,,,,57312000.0,,,203900000.0,,,,,,,,,,0.145,,,,,,,,,,10100000.0,,,,,,,,,,,,,,,,,,,,57312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203900000.0,,,0.16,,,,,,,,,,,,,,203900000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,,,,,,,,,,,,,,,,,,,,,,,57620000.0,,,203900000.0,,,,,,,,,,0.14,,,,,,,,,,9900000.0,,,,,,,,,,,,,,,,,,,,57620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203900000.0,,,0.16,,,,,,,,,,,,,,203900000.0,,,,,,,,,,,,,,,,,,,,,,
